,Concept_ID,en,bg
169,Fuchs::N,fox,лисица
170,Hase::N,hare,заек
171,Maus::N,mouse,мишка
172,Wolf::N,wolf,вълк
173,Vogel::N,bird,птица
174,Schwarm::N,swarm,рой
175,Schwarm::N,swarm,рояк
176,Huhn::N,chicken,кокошка
177,Hahn::N,cock,петел
178,Gans::N,goose,гъска
179,Adler::N,eagle,орел
180,Ente::N,duck,патица
181,Eule::N,owl,сова
182,Kranich::N,crane,жерав
183,Krähe::N,crow,врана
184,Kuckuck::N,cuckoo,кукувица
185,Schwan::N,swan,лебед
186,Fisch::N,fish,риба
187,Barsch::N,perch,костур
188,Hecht::N,pike,щука
189,Schlange[Tier]::N,snake,змия
190,Wurm::N,worm,червей
191,Spinne::N,spider,паяк
192,Ameise::N,ant,мравка
193,Laus::N,louse,въшка
194,Mücke::N,midge,комар
195,Fliege::N,fly,муха
196,Schmetterling::N,butterfly,пеперуда
197,Beere::N,berry,плод
198,Apfel::N,apple,ябълка
199,Pilz::N,mushroom,гъба
200,Zwiebel::N,onion,лук
201,Zwiebel::N,onion,кромид
202,Saat::N,seed,семе
203,Korn::N,grain,зърно
204,Heu::N,hay,сено
205,Schale::N,husk,кора
206,Grube::N,pit,яма
207,Grube::N,pit,дупка
208,Falle::N,trap,примка
209,Schlinge::N,noose,клуп
210,Spur::N,track,диря
211,Spur::N,track,следа
212,Asche::N,ashes,пепел
213,Dreck::N,filth,кал
214,Eisen::N,iron,желязо
215,Gold::N,gold,злато
216,Silber::N,silver,сребро
217,Kohle::N,coal,въглища
218,Glas::N,glass,стъкло
219,Lehm::N,clay,глина
220,Sand::N,sand,пясък
221,Mensch::N,human,човек
222,Mann::N,man,мъж
223,Frau::N,woman,жена
224,Kind::N,child,дете
225,Junge::N,boy,момче
226,Mädchen::N,girl,момиче
227,Familie::N,family,фамилия
228,Familie::N,family,семейство
229,Großvater::N,grandfather,дядо
230,Großmutter::N,grandmother,баба
231,Eltern::N,parents,родители
232,Vater::N,father,баща
233,Mutter::N,mother,майка
234,Sohn::N,son,син
235,Tochter::N,daughter,дъщеря
236,Bruder::N,brother,брат
237,Schwester::N,sister,сестра
238,Onkel::N,uncle,чичо
239,Onkel::N,uncle,вуйчо
240,Tante::N,aunt,леля
241,Ehemann::N,husband,съпруг
242,Ehefrau::N,wife,съпруга
243,Freude::N,joy,радост
244,Gelächter::N,laughter,смях
245,Glück::N,happiness,щастие
246,Kummer::N,grief,тъга
247,Wunsch::N,wish,желание
248,Lust::N,desire,желание
249,Geist::N,spirit,дух
250,Gedanke::N,thought,мисъл
251,Gedächtnis::N,memory,памет
252,Verstand::N,mind,ум
253,Verstand::N,mind,разум
254,Sinn::N,meaning,смисъл
255,Grund::N,reason,причина
256,Wahrheit::N,truth,правда
257,Gespräch::N,talk,разговор
258,Märchen::N,fairy tale,приказка
259,Erzählung::N,story,разказ
260,Nachricht::N,message,вест
261,Nachricht::N,message,известие
262,Neuigkeit::N,news,новина
263,Name::N,name,име
264,Rätsel::N,puzzle,гатанка
265,Rede::N,speech,реч
266,Rede::N,speech,слово
267,Sprache::N,language,език
268,Stimme::N,voice,глас
269,Wort::N,word,дума
270,Zeichen::N,sign,знак
271,Ruf::N,call,зов
272,Lärm::N,noise,шум
273,Lärm::N,noise,глъчка
274,Laut::N,sound,звук
275,Ton::N,tone,тон
276,Lied::N,song,песен
277,Ruhe::N,calm,тишина
278,Ruhe::N,calm,спокойствие
279,Leute::N,people,хора
280,Volk::N,nation,народ
281,Arbeit::N,work,труд
282,Arbeit::N,work,работа
283,Gast::N,guest,гост
284,Geschenk::N,gift,дар
285,Geschenk::N,gift,подарък
286,Spiel::N,game,игра
287,Gesellschaft::N,company,общество
288,Hilfe::N,help,помощ
289,Freund::N,friend,приятел
290,Kamerad::N,companion,другар
291,Angelegenheit::N,matter,работа
292,Anzahl::N,count,брой
293,Anzahl::N,count,количество
294,Art::N,sort,вид
295,Stück::N,piece,къс
296,Stück::N,piece,парче
297,Teil::N,part,дял
298,Teil::N,part,част
299,Hälfte::N,half,половина
300,Kreis::N,circle,кръг
301,Kreuz::N,cross,кръст
302,Linie::N,line,черта
303,Strich::N,stroke,щрих
304,Strich::N,stroke,черта
305,Abstand::N,gap,дистанция
306,Abstand::N,gap,разстояние
307,Entfernung::N,distance,разстояние
308,Gegend::N,area,местност
309,Platz::N,space,място
310,Ort::N,place,място
311,Seite::N,side,страна
312,Mitte::N,middle,среда
313,Gegenstand::N,item,предмет
314,Sache::N,thing,вещ
315,Rand::N,fringe,ръб
316,Kante::N,edge,ръб
317,Kante::N,edge,кант
318,Ecke::N,corner,ъгъл
319,Spitze::N,tip,връх
320,Spitze::N,tip,острие
321,Ende::N,end,край
322,Loch::N,hole,дупка
323,Winkel::N,angle,кът
324,Winkel::N,angle,ъгъл
325,Muster::N,pattern,десен
326,Muster::N,pattern,образец
327,Größe::N,size,големина
328,Länge::N,length,дължина
329,Höhe::N,height,висота
330,Höhe::N,height,височина
331,Gewicht::N,weight,тегло
332,Gewicht::N,weight,тежест
333,Menge::N,amount,количество
334,Haufen::N,heap,куп
335,Haufen::N,heap,грамада
336,Reihe::N,row,ред
337,Reihe::N,row,редица
338,Boot::N,boat,лодка
339,Ruder::N,oar,весло
340,Ruder::N,oar,гребло
341,Schlitten::N,sleigh,шейна
342,Ski::N,ski,ски
343,Lagerfeuer::N,campfire,огнище
344,Last::N,load,товар
345,Gang::N,walk,ход
346,Gang::N,walk,вървеж
347,Schritt::N,step,стъпка
348,Norden::N,north,север
349,Süden::N,south,юг
350,Westen::N,west,запад
351,Osten::N,east,изток
352,Holz::N,wood,дърво
353,Brett::N,board,дъска
354,Platte::N,slab,
355,Stütze::N,bracket,
356,Stange::N,pole,прът
357,Stange::N,pole,върлина
358,Stock::N,stick,прът
359,Stock::N,stick,тояга
360,Stab::N,staff,прът
361,Rohr::N,pipe,цев
362,Rohr::N,pipe,тръба
363,Haus::N,house,къща
364,Heim::N,home,дом
365,Ofen::N,stove,печка
366,Fußboden::N,floor,под
367,Tisch::N,table,маса
368,Stuhl::N,chair,стол
369,Wiege::N,cradle,люлка
370,Bett::N,bed,легло
371,Bett::N,bed,креват
372,Regal::N,shelf,рафт
373,Regal::N,shelf,етажерка
374,Kiste::N,box,кутия
375,Kiste::N,box,сандък
376,Fenster::N,window,прозорец
377,Tür::N,door,врата
378,Tor::N,gate,врата
379,Zaun::N,fence,ограда
380,Dach::N,roof,покрив
381,Leiter::N,ladder,стълба
382,Besen::N,broom,метла
383,Spaten::N,spade,лопата
384,Schaufel::N,shovel,лопата
385,Gabel::N,fork,вилица
386,Löffel::N,spoon,лъжица
387,Messer::N,knife,нож
388,Nagel::N,nail,гвоздей
389,Netz::N,net,мрежа
390,Haken::N,hook,кука
391,Haken::N,hook,закачалка
392,Griff::N,handle,ръчка
393,Griff::N,handle,дръжка
394,Schloss::N,lock,брава
395,Schloss::N,lock,ключалка
396,Bild::N,picture,картина
397,Figur::N,figure,фигура
398,Puppe::N,doll,кукла
399,Beutel::N,pouch,кесия
400,Bündel::N,bundle,връзка
401,Tasche::N,bag,чанта
402,Eimer::N,bucket,кофа
403,Deckel::N,cover,капак
404,Deckel::N,cover,похлупак
405,Geschirr::N,dishes,съдове
406,Sack::N,sack,чувал
407,Tasse::N,cup,чаша
408,Topf::N,pot,гърне
409,Topf::N,pot,тенджера
410,Kessel::N,kettle,котел
411,Essen::N,meal,ядене
412,Nahrung::N,food,храна
413,Speise::N,dish,ястие
414,Fleisch::N,meat,месо
415,Getreide::N,corn,зърнено храни
416,Brei::N,mush,каша
417,Brot::N,bread,хляб
418,Scheibe::N,slice,резен
419,Fett::N,fat,мазнина
420,Butter::N,butter,масло
421,Öl::N,oil,олио
422,Öl::N,oil,оливия
423,Salz::N,salt,сол
424,Suppe::N,soup,супа
425,Honig::N,honey,мед
426,Milch::N,milk,мляко
427,Tee::N,tea,чай
428,Leder::N,leather,кожа
429,Wolle::N,wool,вълна
430,Stoff::N,cloth,плат
431,Stoff::N,cloth,материал
432,Nadel::N,needle,игла
433,Faden::N,thread,конец
434,Knopf::N,button,копче
435,Knoten::N,knot,възел
436,Farbe::N,paint,боя
437,Kleidung::N,clothes,дрехи
438,Kleidung::N,clothes,облекло
439,Hemd::N,shirt,риза
440,Kragen::N,collar,яка
441,Ärmel::N,sleeve,ръкав
442,Hose::N,trousers,панталони
443,Gürtel::N,belt,пояс
444,Gürtel::N,belt,колан
445,Mütze::N,cap,каскет
446,Mütze::N,cap,фуражка
447,Schuh::N,shoe,обувка
448,Stiefel::N,boot,ботуш
449,Ring::N,ring,пръстен
450,Band::N,ribbon,лента
451,Band::N,ribbon,връзка
452,Kamm::N,comb,гребен
453,Spiegel::N,mirror,огледало
454,Riemen::N,strap,каиш
455,Riemen::N,strap,ремък
456,Schnur::N,string,връв
457,Leine::N,leash,връв
458,Leine::N,leash,въже
459,Decke::N,blanket,покривка
460,Kissen::N,pillow,възглавница
461,Tuch::N,scarf,сукно
462,Handtuch::N,towel,пешкир
463,Handtuch::N,towel,кърпа за лице
464,Kraft::N,force,мощ
465,Kraft::N,force,сила
466,Stärke::N,strength,сила
467,Gesundheit::N,health,здраве
468,Krankheit::N,illness,болест
469,Schmerz::N,pain,болка
470,Wunde::N,wound,рана
471,Fieber::N,fever,треска
472,Fieber::N,fever,температура
473,Arznei::N,medicine,лек
474,Arznei::N,medicine,лекарство
475,Brücke::N,bridge,мост
476,Brunnen::N,well,чешма
477,Brunnen::N,well,кладенец
478,Weide::N,pasture,паша
479,Weide::N,pasture,пасище
480,Pfad::N,path,пътека
481,Weg::N,way,път
482,Straße::N,road,шосе
483,Dorf::N,village,село
484,Stadt::N,town,град
485,Brief::N,letter,писмо
486,Buch::N,book,книга
487,Buchstabe::N,character,буква
488,Zeitung::N,newspaper,вестник
489,Leben::N,life,живот
490,Tod::N,death,смърт
491,Grab::N,grave,гроб
492,Kirche::N,church,църква
493,Sünde::N,sin,грях
494,Gott::N,god,бог
495,Arbeiter::N,worker,работник
496,Chef::N,boss,шеф
497,Chef::N,boss,началник
498,Meister::N,master,майстор
499,Arzt::N,doctor,лекар
500,Lehrer::N,teacher,учител
501,Geld::N,money,пари
502,Geschäft::N,business,сделка
503,Laden::N,shop,дюкян
504,Laden::N,shop,магазин
505,Preis::N,price,цена
506,Ware::N,ware,стока
507,Nutzen::N,profit,полза
508,Nutzen::N,profit,облага
509,Reichtum::N,wealth,богатство
510,Welt::N,world,свят
511,Land::N,country,страна
512,Staat::N,state,щат
513,Staat::N,state,държава
514,König::N,king,крал
515,Macht::N,power,мощ
516,Macht::N,power,власт
517,Grenze::N,border,граница
518,Krieg::N,war,война
519,Feind::N,enemy,враг
520,Feind::N,enemy,неприятел
521,Gewalt::N,violence,сила
522,Gewalt::N,violence,насилие
523,Kampf::N,fight,борба
524,Kampf::N,fight,сражение
525,Bogen[Waffe]::N,bow,лък
526,Pfeil::N,arrow,стрела
527,Gewehr::N,gun,пушка
528,Fehler::N,mistake,грешка
529,Lüge::N,lie,лъжа
530,Schaden::N,damage,повреда
531,Unglück::N,misfortune,нещастие
532,Schuld::N,fault,вина
533,Alter::N,age,възраст
534,Schluss::N,conclusion,край
535,Zeit::N,time,време
536,Tag::N,day,ден
537,Morgen::N,morning,утро
538,Morgen::N,morning,сутрин
539,Mittag::N,noon,обед
540,Mittag::N,noon,пладне
541,Abend::N,evening,вечер
542,Nacht::N,night,нощ
543,Woche::N,week,седмица
544,Monat::N,month,месец
545,Jahr::N,year,година
546,Frühling::N,spring,пролет
547,Sommer::N,summer,лято
548,Herbst::N,autumn,есен
549,Winter::N,winter,зима
550,Januar::N,January,януари
551,Februar::N,February,февруари
552,März::N,March,март
553,April::N,April,април
554,Mai::N,May,май
555,Juni::N,June,юни
556,Juli::N,July,юли
557,August::N,August,август
558,September::N,September,септември
559,Oktober::N,October,октомври
560,November::N,November,ноември
561,Dezember::N,December,декември
562,Montag::N,Monday,понеделник
563,Dienstag::N,Tuesday,вторник
564,Mittwoch::N,Wednesday,сряда
565,Donnerstag::N,Thursday,четвъртък
566,Freitag::N,Friday,петък
567,Samstag::N,Saturday,събота
568,Sonntag::N,Sunday,неделя
569,groß::A,big,едър
570,groß::A,big,голям
571,klein::A,little,малък
572,klein::A,little,дребен
573,lang::A,long,дълъг
574,kurz::A,short,къс
575,breit::A,wide,широк
576,schmal::A,narrow,тесен
577,dicht::A,dense,гъст
578,dick[Gegenstand]::A,thick,дебел
579,dünn::A,thin,тънък
580,fein::A,delicate,фин
581,fein::A,delicate,тънък
582,fest::A,firm,твърд
583,fest::A,firm,плътен
584,flach::A,flat,равен
585,flach::A,flat,плосък
586,glatt::A,smooth,гладък
587,hart::A,hard,твърд
588,hart::A,hard,корав
589,weich::A,soft,мек
590,rund::A,round,кръгъл
591,spitz::A,pointed,островръх
592,scharf::A,sharp,остър
593,stumpf::A,blunt,тъп
594,schwer::A,heavy,тежък
595,schön::A,beautiful,хубав
596,schön::A,beautiful,красив
597,heiß::A,hot,жарък
598,warm::A,warm,топъл
599,kalt::A,cold,студен
600,kühl::A,cool,хладен
601,frisch::A,fresh,свеж
602,feucht::A,damp,влажен
603,nass::A,wet,мокър
604,trocken::A,dry,сух
605,voll::A,full,пълен
606,leer::A,empty,празен
607,offen::A,open,откровен
608,geschlossen::A,closed,закрит
609,geschlossen::A,closed,затворен
610,sauber::A,clean,чист
611,schmutzig::A,dirty,мръсен
612,roh::A,raw,суров
613,reif::A,ripe,зрял
614,lecker::A,delicious,вкусен
615,süß::A,sweet,сладък
616,bitter::A,bitter,горчив
617,sauer::A,sour,кисел
618,hell::A,bright,ясен
619,hell::A,bright,светъл
620,dunkel::A,dark,тъмен
621,schwarz::A,black,черен
622,weiß::A,white,бял
623,rot::A,red,червен
624,gelb::A,yellow,жълт
625,blau::A,blue,син
626,grün::A,green,зелен
627,grau::A,grey,сив
628,bunt::A,colourful,шарен
629,bunt::A,colourful,пъстър
630,bunt::A,colorful,шарен
631,bunt::A,colorful,пъстър
632,billig::A,cheap,евтин
633,teuer::A,dear,скъп
634,wertvoll::A,precious,ценен
635,blind::A,blind,сляп
636,taub::A,deaf,глух
637,kräftig::A,powerful,силен
638,stark::A,strong,здрав
639,stark::A,strong,силен
640,schwach::A,weak,слаб
641,fett::A,fat,тлъст
642,schlank::A,slim,тънък
643,schlank::A,slim,строен
644,hübsch::A,pretty,хубав
645,böse::A,evil,зъл
646,dumm::A,stupid,глупав
647,faul::A,lazy,ленив
648,faul::A,lazy,мързелив
649,fleißig::A,diligent,прилежен
650,geizig::A,stingy,скъпернически
651,klug::A,clever,умен
652,klug::A,clever,разумен
653,geschickt::A,skilful,умел
654,geschickt::A,skilful,сръчен
655,geschickt::A,skillful,умел
656,geschickt::A,skillful,сръчен
657,lieb::A,dear,мил
658,lieb::A,dear,драг
659,lustig::A,merry,весел
660,sanft::A,gentle,нежен
661,sanft::A,gentle,кротък
662,hungrig::A,hungry,гладен
663,krank::A,sick,болен
664,nackt::A,naked,гол
665,traurig::A,sad,тъжен
666,traurig::A,sad,печален
667,lebendig::A,living,жив
668,gut::A,good,добър
669,schlecht::A,bad,лош
670,richtig::A,correct,правилен
671,schlimm::A,nasty,лош
672,wahr::A,true,верен
673,wahr::A,true,истински
674,alt::A,old,стар
675,alt::A,old,древен
676,neu::A,new,нов
677,ehemalig::A,former,бивш
678,alt[Lebewesen]::A,aged,стар
679,jung::A,young,млад
680,arm::A,poor,беден
681,reich::A,rich,богат
682,bekannt::A,familiar,познат
683,bekannt::A,familiar,известен
684,berühmt::A,famous,почут
685,berühmt::A,famous,известен
686,fremd::A,foreign,чужд
687,verschieden::A,different,разен
688,verschieden::A,different,различен
689,nah::A,near,близък
690,fern::A,far,далечен
691,linker::A,left,ляв
692,rechter::A,right,прав
693,anderer::A,other,друг
694,erster::A,first,пръв
695,erster::A,first,първи
696,zweiter::A,second,втори
697,dritter::A,third,трети
698,letzter::A,last,последен
699,allein::ADV,alone,само
700,auf einmal::ADV,at once,същевременно
701,zusammen::ADV,together,заедно
702,lange::ADV,long,дълго
703,plötzlich::ADV,suddenly,изведнъж
704,sofort::ADV,instantly,веднага
705,später::ADV,later,по-късно
706,jetzt::ADV,now,сега
707,heute::ADV,today,днес
708,morgen::ADV,tomorrow,утре
709,bald::ADV,soon,скоро
710,dann::ADV,then,после
711,dann::ADV,then,тогава
712,gestern::ADV,yesterday,вчера
713,einst::ADV,once,някога
714,damals::ADV,at that time,тогава
715,danach::ADV,afterwards,после
716,danach::ADV,afterwards,след това
717,vorher::ADV,before,преди
718,vorher::ADV,before,преди това
719,zuerst::ADV,at first,най-напред
720,einmal::ADV,once,веднъж
721,einmal::ADV,once,един път
722,manchmal::ADV,sometimes,понякога
723,oft::ADV,often,често
724,immer::ADV,always,винаги
725,niemals::ADV,never,никога
726,hier::ADV,here,тук
727,hier::ADV,here,тука
728,hierhin::ADV,hither,насам
729,hierhin::ADV,to here,насам
730,hierhin::ADV,here,насам
731,von hier::ADV,hence,оттук
732,von hier::ADV,hence,оттука
733,dort::ADV,there,там
734,dorthin::ADV,thither,натам
735,dorthin::ADV,thither,нататък
736,dorthin::ADV,there,натам
737,dorthin::ADV,there,нататък
738,dorthin::ADV,to there,натам
739,dorthin::ADV,to there,нататък
740,geradeaus::ADV,ahead,направо
741,vorwärts::ADV,forward,напред
742,rückwärts::ADV,backward,назад
743,zurück::ADV,back,обратно
744,unten::ADV,below,долу
745,hinab::ADV,down,надолу
746,oben::ADV,above,горе
747,hinauf::ADV,up,нагоре
748,überall::ADV,everywhere,навсякъде
749,nicht::ADV,not,не
750,ein wenig::ADV,a little,малко
751,kaum::ADV,hardly,едва
752,kaum::ADV,hardly,едвам
753,sehr::ADV,very,много
754,sehr::ADV,very,твърде
755,so::ADV,so,тъй
756,so::ADV,so,така
757,noch::ADV,still,още
758,nur::ADV,only,само
759,schon::ADV,already,вече
760,wieder::ADV,again,пак
761,wieder::ADV,again,отново
762,vergebens::ADV,in vain,напразно
763,vor::PRP,in front of,пред
764,hinter::PRP,behind,зад
765,unter::PRP,under,под
766,durch::PRP,through,през
767,neben::PRP,next to,до
768,neben::PRP,next to,при
769,zwischen::PRP,between,между
770,zwischen::PRP,between,помежду
771,wegen::PRP,because of,заради
772,dies::PRN,this,този
773,das::PRN,that,туй
774,das::PRN,that,това
775,alles::PRN,everything,всичко
776,ich::PRN,I,аз
777,du::PRN,you,ти
778,du::PRN,thou,ти
779,er::PRN,he,той
780,wir::PRN,we,ние
781,ihr::PRN,you,вие
782,sie::PRN,they,те
783,was::FPRN,what,що
784,was::FPRN,what,какво
785,wer::FPRN,who,кой
786,wo::FADV,where,къде
787,wohin::FADV,where ... to,накъде
788,wohin::FADV,where ... to,накъдето
789,wohin::FADV,where to,накъде
790,wohin::FADV,where to,накъдето
791,wohin::FADV,where,накъде
792,wohin::FADV,where,накъдето
793,wie::FADV,how,как
794,warum::FADV,why,защо
795,wieviel::FNUM,how much,колко
796,eins::NUM,one,един
797,zwei::NUM,two,два
798,drei::NUM,three,три
799,vier::NUM,four,четири
800,fünf::NUM,five,пет
801,sechs::NUM,six,шест
802,sieben::NUM,seven,седем
803,acht::NUM,eight,осем
804,neun::NUM,nine,девет
805,zehn::NUM,ten,десет
806,elf::NUM,eleven,единайсет
807,elf::NUM,eleven,единадесет
808,zwölf::NUM,twelve,дванайсет
809,zwölf::NUM,twelve,дванадесет
810,zwanzig::NUM,twenty,двайсет
811,zwanzig::NUM,twenty,двадесет
812,dreißig::NUM,thirty,тридесет
813,vierzig::NUM,forty,четиридесет
814,fünfzig::NUM,fifty,петдесет
815,sechzig::NUM,sixty,шестдесет
816,siebzig::NUM,seventy,седемдесет
817,achtzig::NUM,eighty,осемдесет
818,neunzig::NUM,ninety,деветдесет
819,hundert::NUM,a hundred,сто
820,tausend::NUM,a thousand,хиляда
821,und::CNJ,and,а
822,und::CNJ,and,та
823,oder::CNJ,or,или
824,stehen::V,stand,стоя
825,sitzen::V,sit,седя
826,liegen::V,lie,лежа
827,hängen::V,hang,вися
828,werden::V,become,бъда
829,werden::V,become,стана
830,passieren::V,happen,случа се
831,beginnen::V,begin,започна
832,enden::V,end,свърша
833,wechseln::V,change,променям
834,aufgehen[Sonne]::V,rise,изгрея
835,untergehen[Sonne]::V,set,заляза
836,scheinen[Sonne]::V,shine,грея
837,scheinen[Sonne]::V,shine,светя
838,donnern::V,thunder,гърмя
839,wehen::V,blow,вея
840,wehen::V,blow,духам
841,strömen::V,stream,тека
842,strömen::V,stream,лея се
843,fließen::V,flow,тека
844,sich drehen::V,revolve,въртя се
845,schwanken::V,sway,клатя се
846,schwingen::V,swing,трептя
847,fallen::V,fall,падам
848,brennen::V,burn,горя
849,rauchen::V,smoke,димя
850,regnen::V,rain,вали дъжд
851,gefrieren::V,freeze,замръзна
852,tauen::V,thaw,топя се
853,schmelzen::V,melt,разтопя се
854,trocknen::V,dry,съхна
855,sieden::V,boil,вря
856,sieden::V,boil,кипя
857,faulen::V,rot,гния
858,verfaulen::V,decay,изгния
859,reißen::V,snap,напукам се
860,versinken::V,sink,потъна
861,vergehen::V,pass,минавам
862,erscheinen::V,appear,явя се
863,verschwinden::V,disappear,изчезна
864,sinken::V,drop,падна
865,abnehmen::V,decrease,отслабна
866,zunehmen::V,increase,нарасна
867,steigen::V,rise,увелича се
868,steigen::V,rise,покачвам се
869,wachsen::V,grow,раста
870,glänzen::V,shine,лъщя
871,glänzen::V,shine,блестя
872,funkeln::V,sparkle,искря
873,lärmen::V,be noisy,шумя
874,läuten::V,chime,звъня
875,klingeln::V,ring,звъня
876,klirren::V,tinkle,звънтя
877,klirren::V,tinkle,дрънкам
878,brausen::V,roar,буча
879,rauschen::V,rustle,шумя
880,klingen::V,sound,звуча
881,bellen::V,bark,лая
882,heulen::V,howl,вия
883,heulen::V,howl,рева
884,blasen::V,blow,духна
885,pfeifen::V,whistle,свиря
886,schreien::V,shout,крещя
887,stöhnen::V,groan,стена
888,stöhnen::V,groan,пъшкам
889,zittern::V,tremble,треперя
890,leben::V,be alive,живея
891,geboren werden::V,be born,родя се
892,atmen::V,breathe,дишам
893,trinken::V,drink,пия
894,essen::V,eat,ям
895,schlucken::V,swallow,гълтам
896,müde werden::V,get tired,уморя се
897,einschlafen::V,fall asleep,заспя
898,schlafen::V,sleep,спя
899,aufwachen::V,wake up,събудя се
900,aufstehen::V,get up,стана
