,Concept_ID,tt,he
803,wechseln::V,үзгәртү,השתנה
804,aufgehen[Sonne]::V,чыгу,זרח
805,untergehen[Sonne]::V,бату,שקע
806,scheinen[Sonne]::V,яктырту,בהק
807,donnern::V,күкрәү,רעם
808,wehen::V,исү,נשב
809,strömen::V,агу,זרם
810,fließen::V,агу,זרם
811,sich drehen::V,бөтерелү,הסתובב
812,schwanken::V,икеләнү,התנודד
813,schwingen::V,тирбәлү,התנענע
814,fallen::V,егылу,נפל
815,brennen::V,яну,בער
816,rauchen::V,төтәү,עשן
817,rauchen::V,төтенләү,עשן
818,regnen::V,яву,ירד גשם
819,gefrieren::V,кату,קפא
820,tauen::V,эрү,נמס
821,tauen::V,эретү,נמס
822,schmelzen::V,эрү,התיך
823,schmelzen::V,эретү,התיך
824,trocknen::V,кибү,התיבש
825,sieden::V,ургылу,רתח
826,faulen::V,черү,רקב
827,verfaulen::V,черү,רקב
828,reißen::V,өзелү,נקרע
829,versinken::V,бату,טבע
830,vergehen::V,авышу,עבר
831,erscheinen::V,пәйда булу,נגלה
832,erscheinen::V,пәйда булу,הופיע
833,verschwinden::V,югалу,נעלם
834,verschwinden::V,юк булу,נעלם
835,sinken::V,кимү,ירד
836,sinken::V,кайту,ירד
837,abnehmen::V,азаю,הפחית
838,zunehmen::V,арту,רבה
839,zunehmen::V,күбәю,רבה
840,zunehmen::V,ишәю,רבה
841,steigen::V,үсү,עלה
842,wachsen::V,үсү,גדל
843,glänzen::V,ялкылдау,נצץ
844,glänzen::V,ялкылдау,בהק
845,funkeln::V,ялтырау,נצנץ
846,lärmen::V,шаулау,רעש
847,läuten::V,шалтырату,צלצל
848,klingeln::V,шалтырату,צלצל
849,klirren::V,чылтырау,קרקש
850,brausen::V,давыллау,געש
851,brausen::V,дулау,געש
852,rauschen::V,кыштырдау,רשרש
853,klingen::V,ишетелү,נשמע
854,bellen::V,өрү,נבח
855,heulen::V,улау,ילל
856,blasen::V,өрү,נשף
857,pfeifen::V,сызгырту,שרק
858,schreien::V,кычкыру,צעק
859,stöhnen::V,ыңгырашу,נאנק
860,zittern::V,калтырау,רעד
861,zittern::V,калтырану,רעד
862,leben::V,яшәү,חי
863,leben::V,гомер итү,חי
864,geboren werden::V,туу,נולד
865,atmen::V,сулау,נשם
866,trinken::V,эчү,שתה
867,essen::V,ашау,אכל
868,schlucken::V,йоту,בלע
869,müde werden::V,ялыгу,התעיף
870,müde werden::V,йөгенү,התעיף
871,einschlafen::V,йокыга китү,נרדם
872,schlafen::V,йоклау,ישן
873,aufwachen::V,уяну,התעורר
874,aufstehen::V,тору,קם
875,sich erholen::V,ял алу,נפש
876,sich erholen::V,истирахәт итү,נפש
877,krank werden::V,чирләү,חלה
878,krank sein::V,чирләү,היה חולה
879,schmerzen::V,авырту,כאב
880,husten::V,ютәлләү,השתעל
881,genesen::V,савыгу,הבריא
882,genesen::V,сәламәтләнү,הבריא
883,sterben::V,үлү,מת
884,sterben::V,дөнья кую,מת
885,sterben::V,вафат булу,מת
886,umkommen::V,үлү,נספה
887,sich bewegen::V,йөрү,נע
888,sich rühren::V,кыймылдау,זז
889,sich erheben::V,басу,קם
890,sich setzen::V,утыру,התישב
891,hinfallen::V,егылу,נפל
892,laufen::V,җәяүләү,הלך ברגל
893,schreiten::V,атлау,פסע
894,spazierengehen::V,йөрү,טיל
895,spazierengehen::V,йөргенү,טיל
896,eilen::V,ашыгу,אץ
897,eilen::V,ашыгу,מהר
898,sich beeilen::V,ашыгу,מהר
899,sich beeilen::V,кызулау,מהר
900,sausen::V,җилдерү,אץ
901,rennen::V,йөгерү,רץ
902,springen::V,сикерү,קפץ
903,klettern::V,үрмәләү,טפס
904,schaukeln::V,атыну,התנדנד
905,kriechen::V,шуышу,זחל
906,kriechen::V,үрмәләү,זחל
907,schwimmen::V,йөзү,שחה
908,tauchen::V,чуму,צלל
909,rudern::V,ишү,חתר
910,fahren::V,бару,נסע
911,fliegen::V,очу,עף
912,gehen::V,йөрү,הלך
913,weggehen::V,китү,עזב
914,abfahren::V,кузгалу,יצא
915,anhalten::V,тукталу,עצר
916,hineingehen::V,инү,נכנס
917,eintreten::V,инү,נכנס
918,kommen::V,килү,בא
919,ankommen::V,бару,הגיע
920,zurückkommen::V,кире кайту,שב
921,zurückkommen::V,кире кайту,חזר
922,bleiben::V,калу,נשאר
923,warten::V,көтү,חכה
924,warten::V,көтү,המתין
925,erwarten::V,көтү,צפה
926,suchen::V,эзләү,חפש
927,finden::V,табу,מצא
928,versuchen::V,маташу,נסה
929,vorbereiten::V,хәзерләү,הכין
930,lieben::V,сөю,אהב
931,lieben::V,ярату,אהב
932,mögen::V,өнәү,אהב
933,lachen::V,көлү,צחק
934,rühren::V,дулкынландыру,נגע ללב
935,weinen::V,елау,בכה
936,schimpfen::V,сүгү,גער
937,schimpfen::V,сүгенү,גער
938,sich ärgern::V,ачулану,זעם
939,sich ärgern::V,ачулану,כעס
940,sich fürchten::V,курку,פחד
941,sich fürchten::V,курку,חשש
942,fürchten::V,калтырау,פחד מ
943,fürchten::V,калтырау,חשש מ
944,fürchten::V,калтырану,פחד מ
945,fürchten::V,калтырану,חשש מ
946,fliehen::V,арка бирү,ברח
947,flüchten::V,качу,נמלט
948,sehen::V,күрү,ראה
949,anschauen::V,карау,הביט
950,ansehen::V,карау,התבונן
951,ansehen::V,күзәтү,התבונן
952,hören::V,ишетү,שמע
953,zuhören::V,тыңлау,הקשיב
954,probieren::V,тату,נסה
955,riechen::V,иснәү,הריח
956,fühlen::V,тою,חש
957,fühlen::V,сизү,חש
958,scheinen::V,күренү,נדמה
959,zu sehen sein::V,күренү,נראה
960,vernehmen::V,ишетү,נודע ל
961,frieren::V,өшү,קר ל
962,frieren::V,күшегү,קר ל
963,tun::V,итү,פעל
964,können::V,алу,יכל
965,wollen::V,теләү,רצה
966,anfangen::V,керешү,התחיל
967,beenden::V,бетерү,גמר
968,beenden::V,тәмамлау,גמר
969,aufhören::V,бетү,סים
970,gelingen::V,уңу,הצליח
971,geraten::V,сабышу,עלה
972,öffnen::V,ачу,פתח
973,schließen::V,ябу,סגר
974,stellen::V,кую,העמיד
975,setzen::V,утырту,הושיב
976,legen::V,яткыру,שם
977,berühren::V,тию,נגע
978,verbinden::V,ялгау,קשר
979,bedecken::V,өрту,כסה
980,bedecken::V,каплау,כסה
981,bedecken::V,томалау,כסה
982,aufhängen::V,асу,תלה
983,anzünden::V,кабызу,הצית
984,aufheben::V,күтәрү,אסף
985,zurücklassen::V,калдыру,השאיר
986,verlieren::V,югалту,אבד
987,fallen lassen::V,төшерү,שמט
988,fallen lassen::V,төшерү,הפיל
989,machen::V,ясау,עשה
990,machen::V,эшләү,עשה
991,herstellen::V,ясау,יצר
992,bauen::V,кору,בנה
993,reparieren::V,төзәтү,תקן
994,verbessern::V,яхшырту,שפר
995,ändern::V,үзгәртү,שנה
996,graben::V,казу,חפר
997,beugen::V,ию,כפף
998,biegen::V,бөгү,כופף
999,drehen::V,бору,סובב
1000,drehen::V,бөтерү,סובב
1001,wenden::V,бору,הפך
1002,umdrehen::V,түнтәрү,סובב
1003,heben::V,күтәрү,הרים
1004,hochheben::V,күтәрү,הרים
1005,ergreifen::V,эләктерү,אחז
1006,halten::V,тоту,החזיק
1007,drücken::V,кысу,לחץ
1008,schieben::V,кузгату,הזיז
1009,kratzen::V,тырнау,שרט
1010,kratzen::V,тырнау,שפשף
1011,lecken::V,ялау,לקק
1012,beißen::V,тешләү,נשך
1013,abreißen::V,өзү,קרע
1014,abschneiden::V,кыю,חתך
1015,abschneiden::V,кисү,חתך
1016,binden::V,бәйләү,קשר
1017,stecken::V,төртү,תקע
1018,stecken::V,тыгу,תקע
1019,brechen::V,сындыру,שבר
1020,klopfen::V,шаку,נקש
1021,klopfen::V,шакылдау,נקש
1022,hauen::V,кыйнау,הכה
1023,kleben::V,ябыштыру,הדביק
1024,reiben::V,ышку,שפשף
1025,streichen::V,ягу,מרח
1026,schleifen::V,кайрау,השחיז
1027,schneiden::V,кисү,גזר
1028,rütteln::V,селкетү,נענע
1029,schütteln::V,селкетү,נער
1030,schwenken::V,болгау,נופף
1031,schwenken::V,болгау,טלטל
1032,schütten::V,кою,שפך
1033,füllen::V,тутыру,מלא
1034,einwickeln::V,төрү,עטף
1035,tragen::V,ташу,נשא
1036,schleppen::V,сөйрәү,סחב
1037,schleppen::V,өстерәү,סחב
1038,ziehen::V,тарту,משך
1039,aufbewahren::V,саклау,שמר
1040,werfen::V,ыргыту,זרק
1041,fangen::V,тоту,תפס
1042,packen::V,эләктерү,אחז
1043,verstecken::V,яшерү,החביא
1044,teilen::V,бүлү,חלק
1045,schicken::V,җибәрү,שלח
1046,bringen::V,китерү,הביא
1047,hinzufügen::V,өстәү,הוסיף
1048,bekommen::V,алу,תפס
1049,erhalten::V,алу,קבל
1050,nehmen::V,алу,אחז
1051,wählen::V,сайлау,בחר
1052,auswählen::V,сайлау,בחר ב
1053,bewahren::V,саклау,קים
1054,behindern::V,комачаулау,מנע
1055,verderben::V,бозу,מנע
1056,beschädigen::V,бозу,הזיק
1057,zerbrechen::V,вату,נשבר
1058,zerreißen::V,өзү,קרע
1059,zerreißen::V,ерту,קרע
1060,zerstören::V,җимерү,הרס
1061,zerstören::V,җимерү,השמיד
1062,verbrennen::V,яндыру,שרף
1063,verbrennen::V,көйдерү,שרף
1064,geben::V,бирү,נתן
1065,reichen::V,тапшыру,העביר
1066,schenken::V,бүләкләү,נתן במתנה
1067,versprechen::V,вәгъдә бирү,הבטיח
1068,wünschen::V,котлау,אחל
1069,loben::V,мактау,שבח
1070,küssen::V,үбү,נשק
1071,wiegen::V,тирбәтү,נדנד
1072,zudecken::V,ябу,כסה
1073,zudecken::V,бөркәү,כסה
1074,wecken::V,уяту,עורר
1075,zeigen::V,күрсәтү,הראה
1076,führen::V,йөртү,הביא
1077,führen::V,йөртү,הוביל
1078,lehren::V,өйрәтү,למד
1079,unterrichten::V,укыту,למד
1080,aufziehen::V,асрау,רומם
1081,leiten::V,җитәкләү,נהל
1082,antreiben::V,куалау,המרץ
1083,antreiben::V,әйдәләү,המרץ
1084,antreiben::V,ашыктыру,המרץ
1085,lassen::V,мәҗбүр итү,נתן
1086,einladen::V,чакыру,הזמין
1087,vereinigen::V,берләштерү,אחד
1088,vereinigen::V,берләштерү,לכד
1089,besuchen::V,керешү,בקר
1090,treffen::V,очрату,פגש
1091,sich versammeln::V,җыелышу,התאסף
1092,spielen::V,уйнау,שחק
1093,singen::V,җырлау,שר
1094,tanzen::V,бию,רקד
1095,sich trennen::V,аерылу,נפרד
1096,sich trennen::V,ташлашу,נפרד
1097,verlassen::V,ташлау,עזב
1098,verlassen::V,калдыру,עזב
1099,retten::V,коткару,הציל
1100,bewachen::V,каравыллау,שמר
1101,schützen::V,ышыклау,אבטח
1102,verteidigen::V,яклау,הגן
1103,verteidigen::V,саклау,הגן
1104,sich schlagen::V,сугышу,התכתש
1105,schießen::V,ату,ירה
1106,siegen::V,җиңү,גבר
1107,siegen::V,җиңү,נצח
1108,ärgern::V,ачуландыру,עצבן
1109,schlagen::V,ору,הכה
1110,schlagen::V,ору,הלקה
1111,schlagen::V,бәрү,הכה
1112,schlagen::V,бәрү,הלקה
1113,schlagen::V,тукмау,הכה
1114,schlagen::V,тукмау,הלקה
1115,treten::V,тибү,בעט
1116,stechen::V,кадау,דקר
1117,stoßen::V,этү,דחק
1118,stehlen::V,урлау,גנב
1119,stören::V,комачаулау,קטע
1120,stören::V,комачаулау,הפריע
1121,belästigen::V,борчу,הציק
1122,belästigen::V,борчу,הטריד
1123,belästigen::V,билмазалау,הציק
1124,belästigen::V,билмазалау,הטריד
1125,verbergen::V,яшерү,הצניע
1126,täuschen::V,алдату,שגע
1127,betrügen::V,хәрәмләшү,הונה
1128,töten::V,үтерү,הרג
1129,wohnen::V,яшәү,גר
1130,arbeiten::V,эшләү,עבד
1131,sammeln::V,туплау,אסף
1132,pflücken::V,өзү,קטף
1133,jagen::V,аулау,צד
1134,fischen::V,балык тоту,דג
1135,fassen::V,тоту,תפס
1136,hüten::V,көтү,רעה
1137,treiben::V,куалау,הוציא
1138,anbinden::V,бәйләү,קשר
1139,füttern::V,туйдыру,הלעיט
1140,melken::V,саву,חלב
1141,hacken::V,чабу,קצץ
1142,gießen::V,сугару,השקה
1143,reifen::V,җитешү,בשל
1144,zubereiten::V,пешеренү,הכין
1145,kochen::V,пешерү,בשל
1146,kochen::V,кайнату,בשל
1147,backen::V,пешерү,אפה
1148,braten::V,куыру,צלה
1149,braten::V,куыру,טגן
1150,braten::V,кыздыру,צלה
1151,braten::V,кыздыру,טגן
1152,umrühren::V,бутау,ערבב
1153,umrühren::V,болгату,ערבב
1154,stricken::V,бәйләү,סרג
1155,nähen::V,тегү,תפר
1156,färben::V,ману,צבע
1157,reinigen::V,чистарту,נקה
1158,waschen::V,юу,רחץ
1159,waschen::V,юу,כבס
1160,abwischen::V,сөртү,נגב
1161,spülen::V,чайкау,שטף
1162,fegen::V,себерү,טאטא
1163,kehren::V,себерү,טאטא
1164,baden::V,коену,טבל
1165,baden::V,коену,שחה
1166,sich waschen::V,юыну,התרחץ
1167,ausziehen::V,чишенү,הוריד
1168,anziehen::V,кию,לבש
1169,sich anziehen::V,киенү,התלבש
1170,kämmen::V,тарау,סרק
1171,schmücken::V,бизәү,קשט
1172,schmücken::V,бизәкләү,קשט
1173,sagen::V,дию,אמר
1174,sagen::V,әйтү,אמר
1175,sprechen::V,сөйләү,דבר
1176,sprechen::V,сөйләшү,דבר
1177,reden::V,сөйләү,דבר
1178,sich unterhalten::V,сөйләшү,שוחח
1179,fragen::V,сорау,שאל
1180,fragen::V,сорашу,שאל
1181,bitten::V,үтенү,בקש
1182,erzählen::V,сөйләү,ספר
1183,mitteilen::V,белдерү,מסר
1184,mitteilen::V,белдерү,הודיע
1185,nennen::V,дию,קרא בשם
1186,rufen::V,дәшү,גיס
1187,rufen::V,дәшү,הזמין לבוא
1188,prahlen::V,мактану,התרברב
1189,prahlen::V,шапырыну,התרברב
1190,übersetzen::V,күчерү,תרגם
1191,denken::V,уйлау,חשב
1192,glauben::V,инану,האמין
1193,bemerken::V,искәрү,הבחין
1194,erkennen::V,тану,זהה
1195,begreifen::V,аңлау,קלט
1196,begreifen::V,аңлау,הבין
1197,begreifen::V,төшенү,קלט
1198,begreifen::V,төшенү,הבין
1199,verstehen::V,аңлау,הבין
1200,verstehen::V,төшенү,הבין
1201,lernen::V,уку,למד
1202,lernen::V,өйрәнү,למד
1203,wissen::V,белү,ידע
1204,sich erinnern an::V,хәтерләү,זכר
1205,vergessen::V,оныту,שכח
1206,messen::V,үлчәү,מדד
1207,zählen::V,санау,ספר
1208,rechnen::V,исәпләү,חשב
1209,lesen::V,уку,קרא
1210,malen::V,рәсем ясау,ציר
1211,malen::V,сурәт ясау,ציר
1212,malen::V,сурәтләү,ציר
1213,zeichnen::V,язу-сызу,שרטט
1214,zeichnen::V,сурәт ясау,שרטט
1215,schreiben::V,язу,כתב
1216,besitzen::V,биләү,היה בעל של
1217,kaufen::V,алу,קנה
1218,kaufen::V,алу,רכש
1219,verkaufen::V,сату,מכר
1220,bezahlen::V,түләү,שלם
1221,zahlen::V,түләү,שלם
1222,beherrschen::V,ия булу,שלט
1223,ertragen::V,чыдау,סבל
