,Concept_ID,mdf,bg
125,Hügel::N,пандоня,хълм
126,Anhöhe::N,губо́р,могила
127,Anhöhe::N,губо́р,възвишение
128,Berg::N,панда,планина
129,Gipfel::N,пря,връх
130,Höhle::N,у́нда,пещера
131,Abhang::N,па́нда ша́ма,склон
132,Abhang::N,па́нда ша́ма,стръмнина
133,Quelle::N,эшиня,извор
134,Bach::N,шудерькс,поток
135,Fluss::N,ляй,река
136,Ufer::N,търва́,бряг
137,Küste::N,ляйтърва́,бряг
138,Küste::N,ляйтърва́,крайбрежие
139,Festland::N,мода,суша
140,Meer::N,моря,море
141,Bucht::N,ведьуське,залив
142,Insel::N,цёнга,остров
143,Blume::N,панчф,цвете
144,Gras::N,тише,трева
145,Wurzel::N,юр,корен
146,Wurzel::N,ункс,корен
147,Baum::N,шуфта,дърво
148,Stamm::N,ро́нга,стъбло
149,Rinde::N,кер,кора
150,Ast::N,морга,клон
151,Zweig::N,тарад,клон
152,Blatt::N,лопа,лист
153,Birke::N,ке́лу,бреза
154,Kiefer[Baum]::N,пиче,бор
155,Weide[Baum]::N,каль,върба
156,Tanne::N,куз,ела
157,Horn::N,сюра,рог
158,Feder::N,толга,перо
159,Fell::N,кедь,кожа
160,Flügel::N,паця,крило
161,Klaue::N,кенже,нокът
162,Kralle::N,кенже,нокът
163,Schwanz::N,пула,опашка
164,Ei::N,ал,яйце
165,Nest::N,пиза,гнездо
166,Bau::N,пиза,дупка
167,Tier::N,жува́та,животно
168,Herde::N,нал,стадо
169,Herde::N,стада,стадо
170,Kuh::N,скал,крава
171,Kuh::N,тракс,крава
172,Bulle::N,бука,бик
173,Pferd::N,лишме,кон
174,Schaf::N,уча́,овца
175,Schwein::N,тува,свиня
176,Hund::N,пине,куче
177,Katze::N,катоня,котка
178,Katze::N,аваката,котка
179,Bär::N,офта,мечка
180,Eichhörnchen::N,ур,катерица
181,Elch::N,ся́рда,лос
182,Fuchs::N,келазь,лисица
183,Hase::N,ну́мол,заек
184,Maus::N,шеер,мишка
185,Wolf::N,върьгаз,вълк
186,Vogel::N,нармонь,птица
187,Schwarm::N,ко́вол,рой
188,Schwarm::N,ко́вол,рояк
189,Schwarm::N,ме́швеле,рой
190,Schwarm::N,ме́швеле,рояк
191,Huhn::N,сараз,кокошка
192,Hahn::N,а́тякш,петел
193,Gans::N,маци,гъска
194,Adler::N,куцькан,орел
195,Ente::N,яксярга,патица
196,Eule::N,ко́рож,сова
197,Kranich::N,ка́рга,жерав
198,Krähe::N,ва́рси,врана
199,Kuckuck::N,ку́ку,кукувица
200,Schwan::N,ло́ксти,лебед
201,Fisch::N,кал,риба
202,Barsch::N,о́кунь,костур
203,Hecht::N,щу́ка,щука
204,Schlange[Tier]::N,куй,змия
205,Wurm::N,сукс,червей
206,Spinne::N,унжа́,паяк
207,Ameise::N,панжам,мравка
208,Laus::N,си,въшка
209,Mücke::N,ся́ське,комар
210,Fliege::N,кару,муха
211,Schmetterling::N,ме́лав,пеперуда
212,Beere::N,и́мож,плод
213,Apfel::N,марь,ябълка
214,Pilz::N,панга,гъба
215,Zwiebel::N,шурьхкя́,лук
216,Zwiebel::N,шурьхкя́,кромид
217,Saat::N,видьмот,семе
218,Korn::N,сёра,зърно
219,Heu::N,тише,сено
220,Schale::N,кедь,кора
221,Grube::N,лотка,яма
222,Grube::N,лотка,дупка
223,Falle::N,туфкс,примка
224,Falle::N,кунда́ма,примка
225,Schlinge::N,килькш,клуп
226,Spur::N,пильгоки́,диря
227,Spur::N,пильгоки́,следа
228,Asche::N,кулу,пепел
229,Dreck::N,ърда́з,кал
230,Eisen::N,кшни,желязо
231,Gold::N,ока,злато
232,Gold::N,золота,злато
233,Silber::N,сия́,сребро
234,Kohle::N,седь,въглища
235,Kohle::N,седьвальмя,въглища
236,Glas::N,кля́нцек,стъкло
237,Lehm::N,сёвонь,глина
238,Sand::N,шува́р,пясък
239,Mensch::N,ломань,човек
240,Mann::N,аля,мъж
241,Mann::N,цёраломань,мъж
242,Frau::N,ава,жена
243,Kind::N,идь,дете
244,Kind::N,шаба,дете
245,Junge::N,цёраня,момче
246,Mädchen::N,стирня́,момиче
247,Familie::N,тнал,фамилия
248,Familie::N,тнал,семейство
249,Familie::N,семья,фамилия
250,Familie::N,семья,семейство
251,Großvater::N,атя,дядо
252,Großvater::N,щя́тя,дядо
253,Großmutter::N,баба,баба
254,Eltern::N,тя́дят-а́лят,родители
255,Vater::N,аля,баща
256,Mutter::N,ава,майка
257,Mutter::N,тядя,майка
258,Sohn::N,цёра,син
259,Tochter::N,стирь,дъщеря
260,Bruder::N,дуган,брат
261,Bruder::N,пяльне,брат
262,Schwester::N,ака,сестра
263,Schwester::N,сазор,сестра
264,Onkel::N,оця,чичо
265,Onkel::N,оця,вуйчо
266,Onkel::N,патя,чичо
267,Onkel::N,патя,вуйчо
268,Onkel::N,щеня́,чичо
269,Onkel::N,щеня́,вуйчо
270,Tante::N,ака,леля
271,Tante::N,щака,леля
272,Ehemann::N,мирде,съпруг
273,Ehefrau::N,ърьвя́,съпруга
274,Freude::N,ке́нярдема,радост
275,Gelächter::N,рахсема,смях
276,Glück::N,паваз,щастие
277,Kummer::N,ризф,тъга
278,Kummer::N,пичефкс,тъга
279,Wunsch::N,мяль,желание
280,Wunsch::N,таколдома,желание
281,Lust::N,таколдома,желание
282,Geist::N,вайме,дух
283,Gedanke::N,мяль,мисъл
284,Gedächtnis::N,прявий,памет
285,Verstand::N,прявий,ум
286,Verstand::N,прявий,разум
287,Sinn::N,ён,смисъл
288,Grund::N,туфта́л,причина
289,Wahrheit::N,ви́де,правда
290,Wahrheit::N,видеши́,правда
291,Gespräch::N,корхтама,разговор
292,Märchen::N,ёфкс,приказка
293,Erzählung::N,азкс,разказ
294,Nachricht::N,куля́,вест
295,Nachricht::N,куля́,известие
296,Neuigkeit::N,куля́,новина
297,Name::N,лем,име
298,Rätsel::N,со́дама ёфкс,гатанка
299,Rede::N,вал,реч
300,Rede::N,вал,слово
301,Rede::N,корхтама,реч
302,Rede::N,корхтама,слово
303,Sprache::N,кяль,език
304,Stimme::N,вайгяль,глас
305,Wort::N,вал,дума
306,Zeichen::N,тя́ште,знак
307,Zeichen::N,тя́штькс,знак
308,Ruf::N,тердема,зов
309,Lärm::N,гайф,шум
310,Lärm::N,гайф,глъчка
311,Lärm::N,жалакодома,шум
312,Lärm::N,жалакодома,глъчка
313,Laut::N,вайгяль,звук
314,Ton::N,вайгяль,тон
315,Lied::N,мора,песен
316,Ruhe::N,сетьме,тишина
317,Ruhe::N,сетьме,спокойствие
318,Leute::N,ломатть,хора
319,Volk::N,наро́д,народ
320,Arbeit::N,тев,труд
321,Arbeit::N,тев,работа
322,Gast::N,и́нжи,гост
323,Gast::N,ко́нак,гост
324,Geschenk::N,казне,дар
325,Geschenk::N,казне,подарък
326,Spiel::N,налхкома,игра
327,Spiel::N,налхксема,игра
328,Gesellschaft::N,кружок,общество
329,Hilfe::N,лездома,помощ
330,Freund::N,я́лга,приятел
331,Kamerad::N,я́лга,другар
332,Angelegenheit::N,тев,работа
333,Anzahl::N,лувкс,брой
334,Anzahl::N,лувкс,количество
335,Art::N,вид,вид
336,Stück::N,пакш,къс
337,Stück::N,пакш,парче
338,Teil::N,часть,дял
339,Teil::N,часть,част
340,Teil::N,пялькс,дял
341,Teil::N,пялькс,част
342,Hälfte::N,пяле,половина
343,Kreis::N,шаркс,кръг
344,Kreuz::N,крёз,кръст
345,Linie::N,межа,черта
346,Linie::N,китькс,черта
347,Strich::N,межа,щрих
348,Strich::N,межа,черта
349,Abstand::N,ётка,дистанция
350,Abstand::N,ётка,разстояние
351,Entfernung::N,ётка,разстояние
352,Gegend::N,ва́ста,местност
353,Gegend::N,перьфпя́ль,местност
354,Platz::N,ва́ста,място
355,Ort::N,ва́ста,място
356,Seite::N,пяле,страна
357,Mitte::N,кучка́,среда
358,Gegenstand::N,веща,предмет
359,Sache::N,тев,вещ
360,Sache::N,веща,вещ
361,Rand::N,пе,ръб
362,Kante::N,и́рдез,ръб
363,Kante::N,и́рдез,кант
364,Ecke::N,ужа,ъгъл
365,Spitze::N,пря,връх
366,Spitze::N,пря,острие
367,Ende::N,пе,край
368,Loch::N,варя,дупка
369,Winkel::N,ужа,кът
370,Winkel::N,ужа,ъгъл
371,Muster::N,сёрма,десен
372,Muster::N,сёрма,образец
373,Größe::N,серь,големина
374,Länge::N,кува́лма,дължина
375,Höhe::N,серь,висота
376,Höhe::N,серь,височина
377,Gewicht::N,сталма,тегло
378,Gewicht::N,сталма,тежест
379,Menge::N,лувкс,количество
380,Haufen::N,мар,куп
381,Haufen::N,мар,грамада
382,Reihe::N,ряд,ред
383,Reihe::N,ряд,редица
384,Boot::N,венеж,лодка
385,Ruder::N,миле,весло
386,Ruder::N,миле,гребло
387,Schlitten::N,ну́рда,шейна
388,Ski::N,сокс,ски
389,Lagerfeuer::N,то́лмар,огнище
390,Last::N,канкс,товар
391,Last::N,сталма,товар
392,Gang::N,молема,ход
393,Gang::N,молема,вървеж
394,Schritt::N,аськолкс,стъпка
395,Norden::N,якшама шире,север
396,Süden::N,ля́мбе ши́ре,юг
397,Westen::N,ши валгома шире,запад
398,Osten::N,шинь стяма шире,изток
399,Holz::N,вирь,дърво
400,Holz::N,шуфта,дърво
401,Brett::N,лавця,дъска
402,Platte::N,плита́,
403,Stütze::N,неже,
404,Stange::N,олга,прът
405,Stange::N,олга,върлина
406,Stock::N,байдек,прът
407,Stock::N,байдек,тояга
408,Stab::N,олгоня,прът
409,Rohr::N,турама,цев
410,Rohr::N,турама,тръба
411,Haus::N,куд,къща
412,Heim::N,куд,дом
413,Ofen::N,пянакуд,печка
414,Fußboden::N,кия́кс,под
415,Tisch::N,шра,маса
416,Tisch::N,моркш,маса
417,Stuhl::N,стул,стол
418,Wiege::N,нюря́м,люлка
419,Bett::N,ацам,легло
420,Bett::N,ацам,креват
421,Regal::N,лавцяланга,рафт
422,Regal::N,лавцяланга,етажерка
423,Kiste::N,парга,кутия
424,Kiste::N,парга,сандък
425,Fenster::N,валмья,прозорец
426,Tür::N,кенкш,врата
427,Tor::N,ортат,врата
428,Zaun::N,перяфкс,ограда
429,Dach::N,кудпря,покрив
430,Leiter::N,куцема,стълба
431,Besen::N,тяльме,метла
432,Spaten::N,ка́йме,лопата
433,Schaufel::N,ко́поня,лопата
434,Schaufel::N,ця́рдом,лопата
435,Gabel::N,ця́нгоня,вилица
436,Löffel::N,куцю,лъжица
437,Messer::N,пеель,нож
438,Nagel::N,эска,гвоздей
439,Haken::N,кя́чказ,кука
440,Haken::N,кя́чказ,закачалка
441,Griff::N,недь,ръчка
442,Griff::N,недь,дръжка
443,Griff::N,кунда́мка,ръчка
444,Griff::N,кунда́мка,дръжка
445,Schloss::N,замо́к,брава
446,Schloss::N,замо́к,ключалка
447,Bild::N,карти́на,картина
448,Figur::N,ронга-понда,фигура
449,Puppe::N,ня́ка,кукла
450,Beutel::N,кяскав,кесия
451,Bündel::N,кярьме,връзка
452,Tasche::N,кошяльня,чанта
453,Eimer::N,ве́дарка,кофа
454,Deckel::N,тавадкс,капак
455,Deckel::N,тавадкс,похлупак
456,Deckel::N,вельхкс,капак
457,Deckel::N,вельхкс,похлупак
458,Geschirr::N,кядьге,съдове
459,Sack::N,кяскав,чувал
460,Tasse::N,ша́ваня,чаша
461,Topf::N,кавозь,гърне
462,Topf::N,кавозь,тенджера
463,Kessel::N,сргавозь,котел
464,Essen::N,ярхцама,ядене
465,Nahrung::N,ярхцампяль,храна
466,Speise::N,ярхцама,ястие
467,Fleisch::N,пал,месо
468,Fleisch::N,сиволь,месо
469,Getreide::N,сёра,зърнено храни
470,Brei::N,ям,каша
471,Brot::N,кши,хляб
472,Scheibe::N,кочам,резен
473,Fett::N,куя́,мазнина
474,Butter::N,вай,масло
475,Öl::N,вай,олио
476,Öl::N,вай,оливия
477,Salz::N,сал,сол
478,Suppe::N,шонгарям,супа
479,Suppe::N,коршампяль,супа
480,Honig::N,медь,мед
481,Milch::N,лофца,мляко
482,Tee::N,чай,чай
483,Leder::N,кедь,кожа
484,Wolle::N,пона,вълна
485,Stoff::N,котф,плат
486,Stoff::N,котф,материал
487,Nadel::N,салмокс,игла
488,Faden::N,сюре,конец
489,Knopf::N,пуня,копче
490,Knoten::N,сюлма,възел
491,Farbe::N,архтомбяль,боя
492,Kleidung::N,щам,дрехи
493,Kleidung::N,щам,облекло
494,Hemd::N,па́нар,риза
495,Kragen::N,сиве,яка
496,Ärmel::N,ожа,ръкав
497,Hose::N,понкст,панталони
498,Gürtel::N,каркс,пояс
499,Gürtel::N,каркс,колан
500,Mütze::N,вазь,каскет
501,Mütze::N,вазь,фуражка
502,Schuh::N,башма́к,обувка
503,Stiefel::N,кя́ме,ботуш
504,Ring::N,суркс,пръстен
505,Band::N,керькс,лента
506,Band::N,керькс,връзка
507,Band::N,лента,лента
508,Band::N,лента,връзка
509,Kamm::N,сюрьхцем,гребен
510,Spiegel::N,ванома,огледало
511,Riemen::N,шнань каркс,каиш
512,Riemen::N,шнань каркс,ремък
513,Schnur::N,пикс,връв
514,Schnur::N,карькскя,връв
515,Leine::N,вядьме,връв
516,Leine::N,вядьме,въже
517,Decke::N,вельхкс,покривка
518,Kissen::N,тоду,възглавница
519,Tuch::N,руця́,сукно
520,Handtuch::N,на́рдама,пешкир
521,Handtuch::N,на́рдама,кърпа за лице
522,Kraft::N,вий,мощ
523,Kraft::N,вий,сила
524,Stärke::N,вииши,сила
525,Gesundheit::N,шумбраши́,здраве
526,Krankheit::N,урма́,болест
527,Krankheit::N,сярядема,болест
528,Schmerz::N,маряма,болка
529,Wunde::N,керф,рана
530,Fieber::N,маштыкс,треска
531,Fieber::N,маштыкс,температура
532,Arznei::N,надо́бья,лек
533,Arznei::N,надо́бья,лекарство
534,Arznei::N,пъчка́фтома,лек
535,Arznei::N,пъчка́фтома,лекарство
536,Brücke::N,седь,мост
537,Brunnen::N,эши,чешма
538,Brunnen::N,эши,кладенец
539,Weide::N,ванома васта,паша
540,Weide::N,ванома васта,пасище
541,Pfad::N,ян,пътека
542,Pfad::N,киня́,пътека
543,Weg::N,ки,път
544,Straße::N,ки,шосе
545,Dorf::N,веле,село
546,Stadt::N,ош,град
547,Brief::N,сёрма,писмо
548,Buch::N,книга,книга
549,Buchstabe::N,бу́ква,буква
550,Zeitung::N,газе́та,вестник
551,Leben::N,эряф,живот
552,Leben::N,эряма,живот
553,Tod::N,кулома́,смърт
554,Grab::N,калма,гроб
555,Kirche::N,це́рькав,църква
556,Sünde::N,пежеть,грях
557,Sünde::N,муворкс,грях
558,Gott::N,шкай,бог
559,Arbeiter::N,трудендай,работник
560,Arbeiter::N,работник,работник
561,Chef::N,азор,шеф
562,Chef::N,азор,началник
563,Chef::N,оцюня,шеф
564,Chef::N,оцюня,началник
565,Meister::N,мастяр,майстор
566,Arzt::N,врач,лекар
567,Arzt::N,доктор,лекар
568,Lehrer::N,учи́тель,учител
569,Geld::N,ярмакт,пари
570,Geschäft::N,ладяфкс,сделка
571,Geschäft::N,ладяф тев,сделка
572,Laden::N,ла́вка,дюкян
573,Laden::N,ла́вка,магазин
574,Preis::N,питне,цена
575,Ware::N,миф,стока
576,Ware::N,ра́маф,стока
577,Nutzen::N,пара,полза
578,Nutzen::N,пара,облага
579,Nutzen::N,лезкс,полза
580,Nutzen::N,лезкс,облага
581,Reichtum::N,ко́зяши,богатство
582,Welt::N,свет,свят
583,Land::N,мастор,страна
584,Staat::N,государства,щат
585,Staat::N,государства,държава
586,König::N,король,крал
587,Macht::N,азорондама,мощ
588,Macht::N,азорондама,власт
589,Macht::N,азорксши,мощ
590,Macht::N,азорксши,власт
591,Grenze::N,ёткаян,граница
592,Krieg::N,война́,война
593,Feind::N,душман,враг
594,Feind::N,душман,неприятел
595,Feind::N,каршек тюри,враг
596,Feind::N,каршек тюри,неприятел
597,Gewalt::N,наругама,сила
598,Gewalt::N,наругама,насилие
599,Kampf::N,тюрема́,борба
600,Kampf::N,тюрема́,сражение
601,Bogen[Waffe]::N,нал,лък
602,Pfeil::N,нал,стрела
603,Gewehr::N,винто́вка,пушка
604,Fehler::N,эльбядькс,грешка
605,Lüge::N,васькафнема,лъжа
606,Schaden::N,зия́н,повреда
607,Unglück::N,зия́н,нещастие
608,Schuld::N,муворши,вина
609,Alter::N,эряф кизот,възраст
610,Alter::N,эряфонь пинге,възраст
611,Schluss::N,пе,край
612,Zeit::N,пинге,време
613,Tag::N,ши,ден
614,Morgen::N,шобдава,утро
615,Morgen::N,шобдава,сутрин
616,Mittag::N,шикучка,обед
617,Mittag::N,шикучка,пладне
618,Abend::N,иля́дь,вечер
619,Nacht::N,ве,нощ
620,Woche::N,недя́ля,седмица
621,Monat::N,ков,месец
622,Jahr::N,киза,година
623,Frühling::N,тунда́,пролет
624,Sommer::N,киза,лято
625,Herbst::N,сёксе,есен
626,Winter::N,тяла,зима
627,Januar::N,кельмеков,януари
628,Februar::N,уфайков,февруари
629,März::N,марайков,март
630,April::N,шудиков,април
631,Mai::N,панжиков,май
632,Juni::N,лямбеков,юни
633,Juli::N,псиков,юли
634,August::N,сёроньков,август
635,September::N,тюжягов,септември
636,Oktober::N,кельмазаков,октомври
637,November::N,эйндамков,ноември
638,Dezember::N,кучкаков,декември
639,Montag::N,одговши,понеделник
640,Dienstag::N,ша́вши,вторник
641,Mittwoch::N,вержи,сряда
642,Donnerstag::N,шува́ланя,четвъртък
643,Freitag::N,пя́денця,петък
644,Samstag::N,ёткши,събота
645,Sonntag::N,таргоши,неделя
646,groß::A,оцю,едър
647,groß::A,оцю,голям
648,klein::A,ёмла,малък
649,klein::A,ёмла,дребен
650,lang::A,кува́ка,дълъг
651,kurz::A,нюрьхкя́ня,къс
652,breit::A,кели,широк
653,schmal::A,тяйня,тесен
654,dicht::A,сиде,гъст
655,dicht::A,туста,гъст
656,dick[Gegenstand]::A,эчке,дебел
657,dünn::A,шува́ня,тънък
658,fein::A,шува́ня,фин
659,fein::A,шува́ня,тънък
660,fest::A,кеме,твърд
661,fest::A,кеме,плътен
662,flach::A,лапш,равен
663,flach::A,лапш,плосък
664,glatt::A,вадяв,гладък
665,glatt::A,такор,гладък
666,hart::A,калгода,твърд
667,hart::A,калгода,корав
668,weich::A,ляпе,мек
669,rund::A,кру́глай,кръгъл
670,spitz::A,ботаз,островръх
671,spitz::A,оржа,островръх
672,scharf::A,оржа,остър
673,stumpf::A,ношка,тъп
674,schwer::A,стака,тежък
675,schön::A,мазы,хубав
676,schön::A,мазы,красив
677,heiß::A,пси,жарък
678,warm::A,лямбе,топъл
679,kalt::A,кельме,студен
680,kühl::A,эше,хладен
681,frisch::A,свежай,свеж
682,feucht::A,летьке,влажен
683,nass::A,начка,мокър
684,trocken::A,коське,сух
685,voll::A,пяшксе,пълен
686,leer::A,шава,празен
687,offen::A,панжада,откровен
688,offen::A,виде,откровен
689,geschlossen::A,пякстаф,закрит
690,geschlossen::A,пякстаф,затворен
691,geschlossen::A,сёлгф,закрит
692,geschlossen::A,сёлгф,затворен
693,sauber::A,ару,чист
694,schmutzig::A,рда́зу,мръсен
695,schmutzig::A,пя́ндра,мръсен
696,roh::A,верок,суров
697,reif::A,ке́нерьф,зрял
698,lecker::A,танцти,вкусен
699,süß::A,ламбама,сладък
700,bitter::A,сяпи,горчив
701,sauer::A,шапама,кисел
702,hell::A,валда,ясен
703,hell::A,валда,светъл
704,dunkel::A,шобда,тъмен
705,schwarz::A,равжа,черен
706,weiß::A,акша,бял
707,rot::A,якстерь,червен
708,gelb::A,тюжя́,жълт
709,blau::A,сенем,син
710,grün::A,пиже,зелен
711,grün::A,сянгяря,зелен
712,grau::A,уле,сив
713,bunt::A,сёрмав,шарен
714,bunt::A,сёрмав,пъстър
715,billig::A,у́цез,евтин
716,billig::A,аф пи́тни,евтин
717,teuer::A,пи́тни,скъп
718,wertvoll::A,питни,ценен
719,blind::A,сокор,сляп
720,taub::A,пярав,глух
721,kräftig::A,пяк вии,силен
722,stark::A,вии,здрав
723,stark::A,вии,силен
724,schwach::A,лафча,слаб
725,fett::A,куя́,тлъст
726,schlank::A,виде ронга,тънък
727,schlank::A,виде ронга,строен
728,hübsch::A,мазы,хубав
729,böse::A,кяжи,зъл
730,dumm::A,аф ёню,глупав
731,dumm::A,шава пря,глупав
732,faul::A,нола,ленив
733,faul::A,нола,мързелив
734,fleißig::A,ку́лхцонды,прилежен
735,geizig::A,кирьжя,скъпернически
736,geizig::A,жаднай,скъпернически
737,klug::A,ёню,умен
738,klug::A,ёню,разумен
739,klug::A,пря́ви,умен
740,klug::A,пря́ви,разумен
741,geschickt::A,маштозь тиф,умел
742,geschickt::A,маштозь тиф,сръчен
743,lieb::A,цебярь,мил
744,lieb::A,цебярь,драг
745,lustig::A,ра́хси,весел
746,sanft::A,сетьме,нежен
747,sanft::A,сетьме,кротък
748,hungrig::A,вача,гладен
749,hungrig::A,вачеда,гладен
750,krank::A,сяряди,болен
751,nackt::A,штада,гол
752,nackt::A,кърхтапа,гол
753,traurig::A,ла́жнай,тъжен
754,traurig::A,ла́жнай,печален
755,lebendig::A,эряй,жив
756,gut::A,пара,добър
757,gut::A,цебярь,добър
758,schlecht::A,кальдяв,лош
759,richtig::A,виде,правилен
760,schlimm::A,кальдяв,лош
761,wahr::A,афкуксонь,верен
762,wahr::A,афкуксонь,истински
763,alt::A,ташта,стар
764,alt::A,ташта,древен
765,neu::A,од,нов
766,ehemalig::A,и́нгольдень,бивш
767,alt[Lebewesen]::A,сире,стар
768,jung::A,од,млад
769,arm::A,а́шу,беден
770,reich::A,козя,богат
771,bekannt::A,содаф,познат
772,bekannt::A,содаф,известен
773,berühmt::A,содавикс,почут
774,berühmt::A,содавикс,известен
775,fremd::A,лия,чужд
776,fremd::A,аф содаф,чужд
777,verschieden::A,аф фкя ла́цонь,разен
778,verschieden::A,аф фкя ла́цонь,различен
779,nah::A,мала,близък
780,nah::A,аф ичкоздень,близък
781,fern::A,и́чкоздень,далечен
782,fern::A,куна́рдонь,далечен
783,linker::A,кержи,ляв
784,rechter::A,види,прав
785,anderer::A,лия,друг
786,erster::A,васенце,пръв
787,erster::A,васенце,първи
788,zweiter::A,омбоце,втори
789,dritter::A,колмоце,трети
790,letzter::A,ме́кольце,последен
791,allein::ADV,ськамонза,само
792,auf einmal::ADV,вихцок,същевременно
793,zusammen::ADV,марс,заедно
794,zusammen::ADV,ма́рса,заедно
795,lange::ADV,кува́тьс,дълго
796,plötzlich::ADV,а́пак учт,изведнъж
797,sofort::ADV,тяникиге,веднага
798,später::ADV,ме́ле,по-късно
799,jetzt::ADV,тяни,сега
800,heute::ADV,тячи,днес
801,morgen::ADV,ва́нды,утре
802,bald::ADV,курок,скоро
803,dann::ADV,меле,после
804,dann::ADV,меле,тогава
805,dann::ADV,сяда меле,после
806,dann::ADV,сяда меле,тогава
807,gestern::ADV,ися́к,вчера
808,einst::ADV,весть,някога
809,einst::ADV,мзя́рда-бди,някога
810,damals::ADV,эста,тогава
811,danach::ADV,меле,после
812,danach::ADV,меле,след това
813,vorher::ADV,инголи,преди
814,vorher::ADV,инголи,преди това
815,zuerst::ADV,ва́сенда,най-напред
816,einmal::ADV,весть,веднъж
817,einmal::ADV,весть,един път
818,manchmal::ADV,лия́ста,понякога
819,manchmal::ADV,ко́ста-ко́ста,понякога
820,oft::ADV,си́деста,често
821,immer::ADV,фалу,винаги
822,immer::ADV,най,винаги
823,niemals::ADV,аф мзя́рдонга,никога
824,hier::ADV,тяса,тук
