,Concept_ID,bg,myv
340,Abstand::N,разстояние,ютко
341,Entfernung::N,разстояние,ютко
342,Gegend::N,местност,тарка
343,Gegend::N,местност,пертьпелькс
344,Platz::N,място,васолкс
345,Ort::N,място,тарка
346,Seite::N,страна,ён
347,Seite::N,страна,чире
348,Mitte::N,среда,куншка
349,Gegenstand::N,предмет,предмет
350,Sache::N,вещ,тев
351,Sache::N,вещ,веща
352,Rand::N,ръб,пе
353,Rand::N,ръб,чире
354,Kante::N,ръб,ирдез
355,Kante::N,кант,ирдез
356,Ecke::N,ъгъл,ужо
357,Spitze::N,връх,пряне
358,Spitze::N,връх,пе
359,Spitze::N,острие,пряне
360,Spitze::N,острие,пе
361,Ende::N,край,пе
362,Loch::N,дупка,варя
363,Winkel::N,кът,ужо
364,Winkel::N,ъгъл,ужо
365,Muster::N,десен,сёрма
366,Muster::N,образец,сёрма
367,Größe::N,големина,сэрь
368,Größe::N,големина,покшолма
369,Länge::N,дължина,кувалмо
370,Höhe::N,висота,сэрь
371,Höhe::N,висота,пандо
372,Höhe::N,височина,сэрь
373,Höhe::N,височина,пандо
374,Gewicht::N,тегло,сталмо
375,Gewicht::N,тежест,сталмо
376,Menge::N,количество,лововкс
377,Haufen::N,куп,мар
378,Haufen::N,куп,валявкс
379,Haufen::N,грамада,мар
380,Haufen::N,грамада,валявкс
381,Reihe::N,ред,ряд
382,Reihe::N,редица,ряд
383,Boot::N,лодка,венч
384,Ruder::N,весло,милё
385,Ruder::N,гребло,милё
386,Schlitten::N,шейна,нурдт
387,Ski::N,ски,сокс
388,Lagerfeuer::N,огнище,толбандя
389,Last::N,товар,сталмо
390,Last::N,товар,кандома
391,Gang::N,ход,молема
392,Gang::N,ход,якамо
393,Gang::N,вървеж,молема
394,Gang::N,вървеж,якамо
395,Schritt::N,стъпка,эскелькс
396,Norden::N,север,якшамо ёнкс
397,Süden::N,юг,лембе ёнкс
398,Westen::N,запад,чивалгома
399,Osten::N,изток,чилисема
400,Holz::N,дърво,чувто
401,Brett::N,дъска,лаз
402,Stange::N,прът,олга
403,Stange::N,върлина,олга
404,Stock::N,прът,мандо
405,Stock::N,тояга,мандо
406,Stab::N,прът,олога
407,Rohr::N,цев,турба
408,Rohr::N,тръба,турба
409,Haus::N,къща,кудо
410,Heim::N,дом,кудо
411,Ofen::N,печка,каштомо
412,Fußboden::N,под,киякс
413,Tisch::N,маса,столь
414,Stuhl::N,стол,стул
415,Wiege::N,люлка,лавсь
416,Wiege::N,люлка,нурямот
417,Bett::N,легло,ацамо
418,Bett::N,креват,ацамо
419,Regal::N,рафт,лався
420,Regal::N,рафт,лавсяланго
421,Regal::N,етажерка,лався
422,Regal::N,етажерка,лавсяланго
423,Kiste::N,кутия,горобия
424,Kiste::N,кутия,сундук
425,Kiste::N,сандък,горобия
426,Kiste::N,сандък,сундук
427,Fenster::N,прозорец,вальма
428,Tür::N,врата,кенкш
429,Tor::N,врата,ортат
430,Zaun::N,ограда,пирявт
431,Zaun::N,ограда,пирвякс
432,Dach::N,покрив,кудопря
433,Leiter::N,стълба,кузтема
434,Besen::N,метла,тенсть
435,Spaten::N,лопата,койме
436,Schaufel::N,лопата,кече
437,Schaufel::N,лопата,келей койме
438,Gabel::N,вилица,сянгине
439,Löffel::N,лъжица,пенч
440,Messer::N,нож,пеель
441,Nagel::N,гвоздей,эске
442,Netz::N,мрежа,алтыма
443,Haken::N,кука,кечказ
444,Haken::N,закачалка,кечказ
445,Griff::N,ръчка,кедне
446,Griff::N,дръжка,кедне
447,Schloss::N,брава,замок
448,Schloss::N,брава,панжома
449,Schloss::N,ключалка,замок
450,Schloss::N,ключалка,панжома
451,Bild::N,картина,картина
452,Figur::N,фигура,рунго
453,Puppe::N,кукла,няка
454,Beutel::N,кесия,кескав
455,Bündel::N,връзка,керькс
456,Tasche::N,чанта,юдма
457,Eimer::N,кофа,ведра
458,Deckel::N,капак,велькс
459,Deckel::N,похлупак,велькс
460,Geschirr::N,съдове,кедьге
461,Sack::N,чувал,кескав
462,Tasse::N,чаша,чакш
463,Topf::N,гърне,кастрюля
464,Topf::N,тенджера,кастрюля
465,Kessel::N,котел,котёл
466,Essen::N,ядене,ярсамо
467,Nahrung::N,храна,ярсамопель
468,Speise::N,ястие,ярсамопель
469,Fleisch::N,месо,сывель
470,Getreide::N,зърнено храни,сюро
471,Brei::N,каша,каша
472,Brot::N,хляб,кши
473,Scheibe::N,резен,кочом
474,Scheibe::N,резен,сускомо
475,Fett::N,мазнина,куя
476,Butter::N,масло,ой
477,Öl::N,олио,ой
478,Öl::N,оливия,ой
479,Salz::N,сол,сал
480,Suppe::N,супа,ям
481,Honig::N,мед,медь
482,Milch::N,мляко,ловсо
483,Tee::N,чай,чай
484,Leder::N,кожа,киське
485,Wolle::N,вълна,пона
486,Stoff::N,плат,коцт
487,Stoff::N,материал,коцт
488,Nadel::N,игла,салмукс
489,Faden::N,конец,суре
490,Knopf::N,копче,пов
491,Knoten::N,възел,сюлмо
492,Farbe::N,боя,артомапель
493,Kleidung::N,дрехи,оршамот
494,Kleidung::N,облекло,оршамот
495,Hemd::N,риза,панар
496,Kragen::N,яка,сиве
497,Ärmel::N,ръкав,ожа
498,Hose::N,панталони,понкст
499,Gürtel::N,пояс,каркс
500,Gürtel::N,колан,каркс
501,Mütze::N,каскет,чапка
502,Mütze::N,фуражка,чапка
503,Schuh::N,обувка,туфля
504,Stiefel::N,ботуш,кем
505,Ring::N,пръстен,суркс
506,Band::N,лента,лента
507,Band::N,връзка,лента
508,Kamm::N,гребен,сурсеме
509,Spiegel::N,огледало,чавачамо
510,Riemen::N,каиш,кшнань каркс
511,Riemen::N,ремък,кшнань каркс
512,Schnur::N,връв,пикс
513,Leine::N,връв,ведьме
514,Leine::N,въже,ведьме
515,Decke::N,покривка,вельтямо
516,Kissen::N,възглавница,тодов
517,Tuch::N,сукно,паця
518,Handtuch::N,пешкир,нардамо
519,Handtuch::N,кърпа за лице,нардамо
520,Kraft::N,мощ,вий
521,Kraft::N,сила,вий
522,Stärke::N,сила,виевчи
523,Gesundheit::N,здраве,шумбрачи
524,Krankheit::N,болест,орма
525,Krankheit::N,болест,сэредема
526,Schmerz::N,болка,сэредькс
527,Wunde::N,рана,керявкс
528,Fieber::N,треска,маштыкс
529,Fieber::N,температура,маштыкс
530,Arznei::N,лек,ормаменькс
531,Arznei::N,лекарство,ормаменькс
532,Brücke::N,мост,сэдь
533,Brücke::N,мост,мадамо
534,Brunnen::N,чешма,лисьма
535,Brunnen::N,кладенец,лисьма
536,Weide::N,паша,ракшань ванома тарка
537,Weide::N,пасище,ракшань ванома тарка
538,Pfad::N,пътека,ян
539,Weg::N,път,ки
540,Straße::N,шосе,ки
541,Dorf::N,село,веле
542,Stadt::N,град,ош
543,Brief::N,писмо,сёрма
544,Buch::N,книга,книга
545,Buchstabe::N,буква,буква
546,Zeitung::N,вестник,газета
547,Leben::N,живот,эрямо
548,Tod::N,смърт,кулома
549,Grab::N,гроб,калмо
550,Kirche::N,църква,церькова
551,Sünde::N,грях,чумочи
552,Gott::N,бог,паз
553,Arbeiter::N,работник,робочей
554,Chef::N,шеф,прявт
555,Chef::N,началник,прявт
556,Meister::N,майстор,кол тевень тенця
557,Arzt::N,лекар,врач
558,Lehrer::N,учител,учитель
559,Lehrer::N,учител,тонавтыця
560,Geld::N,пари,ярмак
561,Geschäft::N,сделка,ладязь тев
562,Laden::N,дюкян,лавка
563,Laden::N,магазин,лавка
564,Preis::N,цена,питне
565,Ware::N,стока,миевкс
566,Ware::N,стока,рамавкс
567,Nutzen::N,полза,паро
568,Nutzen::N,полза,лезэ
569,Nutzen::N,облага,паро
570,Nutzen::N,облага,лезэ
571,Reichtum::N,богатство,сюпавчи
572,Welt::N,свят,мир
573,Welt::N,свят,мастор ланго
574,Land::N,страна,мастор
575,Staat::N,щат,государства
576,Staat::N,държава,государства
577,König::N,крал,король
578,Macht::N,мощ,азорксчи
579,Macht::N,власт,азорксчи
580,Grenze::N,граница,буен тешкс
581,Krieg::N,война,война
582,Feind::N,враг,душман
583,Feind::N,неприятел,душман
584,Gewalt::N,сила,нарьгамо
585,Gewalt::N,насилие,нарьгамо
586,Kampf::N,борба,тюрема
587,Kampf::N,сражение,тюрема
588,Bogen[Waffe]::N,лък,нал
589,Pfeil::N,стрела,нал
590,Gewehr::N,пушка,ружия
591,Gewehr::N,пушка,винтовка
592,Fehler::N,грешка,ильведькс
593,Fehler::N,грешка,ильведевкс
594,Lüge::N,лъжа,манчема
595,Lüge::N,лъжа,кенгелема
596,Schaden::N,повреда,зыян
597,Unglück::N,нещастие,зыян
598,Schuld::N,вина,чумочи
599,Alter::N,възраст,шка
600,Schluss::N,край,пе
601,Zeit::N,време,шка
602,Zeit::N,време,пинге
603,Tag::N,ден,чи
604,Morgen::N,утро,валске
605,Morgen::N,сутрин,валске
606,Mittag::N,обед,чикуншка
607,Mittag::N,пладне,чикуншка
608,Abend::N,вечер,чокшнэ
609,Nacht::N,нощ,ве
610,Woche::N,седмица,недля
611,Monat::N,месец,ков
612,Jahr::N,година,ие
613,Frühling::N,пролет,тундо
614,Sommer::N,лято,кизэ
615,Herbst::N,есен,сёксь
616,Winter::N,зима,теле
617,Januar::N,януари,якшамков
618,Februar::N,февруари,февраль
619,März::N,март,март
620,April::N,април,апрель
621,Mai::N,май,май
622,Juni::N,юни,июнь
623,Juli::N,юли,июль
624,August::N,август,август
625,September::N,септември,сентября
626,Oktober::N,октомври,октября
627,November::N,ноември,ноября
628,Dezember::N,декември,декабря
629,Montag::N,понеделник,пондельник
630,Dienstag::N,вторник,овторник
631,Mittwoch::N,сряда,серёда
632,Donnerstag::N,четвъртък,цетьверьг
633,Freitag::N,петък,пеця
634,Samstag::N,събота,субута
635,Samstag::N,събота,шлямочи
636,Sonntag::N,неделя,недлячи
637,groß::A,едър,ине
638,groß::A,едър,покш
639,groß::A,голям,ине
640,groß::A,голям,покш
641,klein::A,малък,вишка
642,klein::A,дребен,вишка
643,lang::A,дълъг,кувака
644,kurz::A,къс,нурькине
645,breit::A,широк,келей
646,schmal::A,тесен,теине
647,dicht::A,гъст,тусто
648,dick[Gegenstand]::A,дебел,эчке
649,dünn::A,тънък,човине
650,fein::A,фин,човине
651,fein::A,тънък,човине
652,fest::A,твърд,кеме
653,fest::A,плътен,кеме
654,flach::A,равен,лапужа
655,flach::A,плосък,лапужа
656,glatt::A,гладък,валаня
657,hart::A,твърд,калгодо
658,hart::A,корав,калгодо
659,weich::A,мек,чевте
660,rund::A,кръгъл,кеверь
661,spitz::A,островръх,пшти
662,scharf::A,остър,пшти
663,stumpf::A,тъп,ношка
664,schwer::A,тежък,стака
665,schön::A,хубав,мазый
666,schön::A,красив,мазый
667,heiß::A,жарък,пси
668,warm::A,топъл,лембе
669,kalt::A,студен,якшамо
670,kühl::A,хладен,экше
671,frisch::A,свеж,свежа
672,feucht::A,влажен,летьке
673,nass::A,мокър,начко
674,trocken::A,сух,коське
675,voll::A,пълен,пешксе
676,leer::A,празен,чаво
677,offen::A,откровен,панжадо
678,offen::A,откровен,виде
679,geschlossen::A,закрит,пекстазь
680,geschlossen::A,закрит,сёлгозь
681,geschlossen::A,затворен,пекстазь
682,geschlossen::A,затворен,сёлгозь
683,sauber::A,чист,ванькс
684,schmutzig::A,мръсен,ливезев
685,roh::A,суров,верек
686,reif::A,зрял,кенерезь
687,lecker::A,вкусен,тантей
688,süß::A,сладък,ламбамо
689,bitter::A,горчив,сэпей
690,sauer::A,кисел,чапамо
691,hell::A,ясен,валдо
692,hell::A,светъл,валдо
693,dunkel::A,тъмен,чопода
694,schwarz::A,черен,раужо
695,weiß::A,бял,ашо
696,rot::A,червен,якстере
697,gelb::A,жълт,ожо
698,blau::A,син,сэнь
699,grün::A,зелен,пиже
700,grau::A,сив,шержев
701,bunt::A,шарен,сёрмав
702,bunt::A,пъстър,сёрмав
703,billig::A,евтин,аволь питней
704,teuer::A,скъп,питней
705,wertvoll::A,ценен,питней
706,blind::A,сляп,сокор
707,taub::A,глух,амариця
708,kräftig::A,силен,пек виев
709,stark::A,здрав,виев
710,stark::A,силен,виев
711,schwach::A,слаб,лавшо
712,fett::A,тлъст,куя
713,schlank::A,тънък,виде ронга
714,schlank::A,строен,виде ронга
715,hübsch::A,хубав,мазый
716,böse::A,зъл,кежей
717,dumm::A,глупав,чавола
718,dumm::A,глупав,превтеме
719,faul::A,ленив,нузякс
720,faul::A,мързелив,нузякс
721,fleißig::A,прилежен,мелень путыця
722,geizig::A,скъпернически,скупой
723,klug::A,умен,превей
724,klug::A,разумен,превей
725,geschickt::A,умел,маштозь теезь
726,geschickt::A,сръчен,маштозь теезь
727,lieb::A,мил,вадря
728,lieb::A,драг,вадря
729,lustig::A,весел,весёла
730,sanft::A,нежен,сэтьме
731,sanft::A,кротък,сэтьме
732,hungrig::A,гладен,вачо
733,krank::A,болен,сэредиця
734,nackt::A,гол,штапо
735,traurig::A,тъжен,нусманя
736,traurig::A,печален,нусманя
737,lebendig::A,жив,эриця
738,gut::A,добър,паро
739,schlecht::A,лош,берянь
740,richtig::A,правилен,виде
741,schlimm::A,лош,берянь
742,wahr::A,верен,алкуксонь
743,wahr::A,истински,алкуксонь
744,alt::A,стар,ташто
745,alt::A,древен,ташто
746,neu::A,нов,од
747,ehemalig::A,бивш,икелень
748,alt[Lebewesen]::A,стар,сыре
749,jung::A,млад,од
750,arm::A,беден,кажов
751,reich::A,богат,сюпав
752,bekannt::A,познат,содавикс
753,bekannt::A,известен,содавикс
754,berühmt::A,почут,содавикс
755,berühmt::A,известен,содавикс
756,fremd::A,чужд,лия
757,fremd::A,чужд,асодавикс
758,verschieden::A,разен,эрьва
759,verschieden::A,различен,эрьва
760,nah::A,близък,а васолонь
761,fern::A,далечен,умонь
762,fern::A,далечен,кезэрень
763,linker::A,ляв,керш
764,rechter::A,прав,вить
765,anderer::A,друг,лия
766,erster::A,пръв,васень
767,erster::A,пръв,васенце
768,erster::A,първи,васень
769,erster::A,първи,васенце
770,zweiter::A,втори,омбоце
771,dritter::A,трети,колмоце
772,letzter::A,последен,меельце
773,allein::ADV,само,башка
774,allein::ADV,само,ськамонзо
775,auf einmal::ADV,същевременно,вейсэ
776,zusammen::ADV,заедно,вейс
777,zusammen::ADV,заедно,вейсэ
778,lange::ADV,дълго,кувать
779,plötzlich::ADV,изведнъж,апак учо
780,sofort::ADV,веднага,курок
781,sofort::ADV,веднага,нейке
782,später::ADV,по-късно,мейле
783,jetzt::ADV,сега,ней
784,heute::ADV,днес,течи
785,morgen::ADV,утре,ванды
786,bald::ADV,скоро,курок
787,dann::ADV,после,мейле
788,dann::ADV,после,седе мейле
789,dann::ADV,тогава,мейле
790,dann::ADV,тогава,седе мейле
791,gestern::ADV,вчера,исяк
792,einst::ADV,някога,весть
793,einst::ADV,някога,зярдо-бути
794,damals::ADV,тогава,сестэ
795,danach::ADV,после,мейле
796,danach::ADV,после,седе мейле
797,danach::ADV,след това,мейле
798,danach::ADV,след това,седе мейле
799,vorher::ADV,преди,васняяк
800,vorher::ADV,преди това,васняяк
801,zuerst::ADV,най-напред,васня
802,einmal::ADV,веднъж,весть
803,einmal::ADV,един път,весть
804,manchmal::ADV,понякога,лиясто
805,oft::ADV,често,сеетьстэ
806,immer::ADV,винаги,свал
807,niemals::ADV,никога,а зярдояк
808,hier::ADV,тук,тесэ
809,hier::ADV,тука,тесэ
810,hierhin::ADV,насам,тей
811,von hier::ADV,оттук,тестэ
812,von hier::ADV,оттука,тестэ
813,dort::ADV,там,тосо
814,dorthin::ADV,натам,тов
815,dorthin::ADV,нататък,тов
816,geradeaus::ADV,направо,витьстэ
817,vorwärts::ADV,напред,икелев
818,rückwärts::ADV,назад,мекев
819,zurück::ADV,обратно,мекев
820,unten::ADV,долу,ало
821,hinab::ADV,надолу,алов
822,oben::ADV,горе,вере
823,hinauf::ADV,нагоре,верев
824,überall::ADV,навсякъде,эрьва косо
825,nicht::ADV,не,а
826,ein wenig::ADV,малко,аламошка
827,kaum::ADV,едва,ансяк
828,kaum::ADV,едвам,ансяк
829,sehr::ADV,много,пек
830,sehr::ADV,много,вельть
831,sehr::ADV,твърде,пек
832,sehr::ADV,твърде,вельть
833,so::ADV,тъй,истя
834,so::ADV,така,истя
835,noch::ADV,още,таго
836,nur::ADV,само,ансяк
837,schon::ADV,вече,уш
838,wieder::ADV,пак,таго
839,wieder::ADV,отново,таго
840,vergebens::ADV,напразно,стяко
841,vor::PRP,пред,икеле
