,Concept_ID,ba,sq
755,zuerst::ADV,башта,së pari
756,einmal::ADV,бер,njëherë
757,manchmal::ADV,ҡайһы берҙә,nganjëherë
758,oft::ADV,йыш,shpesh
759,immer::ADV,һәр ҡасан,përherë
760,immer::ADV,һәр ҡасан,gjithnjë
761,niemals::ADV,бер ҡасан да,kurrë
762,niemals::ADV,бер ҡасан да,asnjëherë
763,niemals::ADV,бер ваҡытта ла,kurrë
764,niemals::ADV,бер ваҡытта ла,asnjëherë
765,hier::ADV,бында,këtu
766,hierhin::ADV,бында,knej
767,von hier::ADV,бынан,që këtej
768,von hier::ADV,бынан,prej këtej
769,von hier::ADV,ошонан,që këtej
770,von hier::ADV,ошонан,prej këtej
771,dort::ADV,шунда,aty
772,dort::ADV,шунда,atje
773,dort::ADV,тегендә,aty
774,dort::ADV,тегендә,atje
775,dorthin::ADV,шунда,anej
776,dorthin::ADV,тегеләй,anej
777,geradeaus::ADV,тура,drejt
778,vorwärts::ADV,алға,mbroth
779,vorwärts::ADV,алға,përpara
780,rückwärts::ADV,кирегә,mbrapsht
781,zurück::ADV,кирегә,prapa
782,zurück::ADV,кирегә,mbrapsht
783,unten::ADV,түбәндә,poshtë
784,hinab::ADV,түбәнгә,përposh
785,oben::ADV,юғарыла,lart
786,oben::ADV,юғарыла,sipër
787,hinauf::ADV,юғарыға,lart
788,hinauf::ADV,юғарыға,përpjetë
789,überall::ADV,бөтә урында,kudo
790,nicht::ADV,тугел,s'
791,nicht::ADV,тугел,nuk
792,ein wenig::ADV,аҙ,një tis
793,kaum::ADV,көскә,mezi
794,kaum::ADV,саҡ-саҡ,mezi
795,sehr::ADV,ифат,fort
796,sehr::ADV,ифат,shumë
797,so::ADV,шулай,ashtu
798,so::ADV,шулай,kështu
799,noch::ADV,йәнә,ende
800,noch::ADV,йәнә,akoma
801,nur::ADV,бары,vetëm
802,schon::ADV,инде,tashmë
803,wieder::ADV,тағы,përsëri
804,vergebens::ADV,бушҡа,kot
805,vor::PRP,алдында,para
806,hinter::PRP,артында,prapa
807,hinter::PRP,артында,mbrapa
808,unter::PRP,аҫтында,nën
809,durch::PRP,үтә,nëpër
810,neben::PRP,эргәһендә,pranë
811,neben::PRP,эргәһендә,përbri
812,zwischen::PRP,араһында,midis
813,zwischen::PRP,араһында,ndërmjet
814,wegen::PRP,өсөн,për
815,wegen::PRP,сәбәпле,për
816,dies::PRN,был,ky
817,dies::PRN,ошо,ky
818,das::PRN,ул,ky
819,alles::PRN,бөтә,gjithçka
820,ich::PRN,мин,unë
821,du::PRN,һин,ti
822,er::PRN,ул,ai
823,wir::PRN,беҙ,ne
824,ihr::PRN,һеҙ,ju
825,sie::PRN,улар,ata
826,was::FPRN,ә,ç'
827,was::FPRN,ә,çfarë
828,was::FPRN,ни,ç'
829,was::FPRN,ни,çfarë
830,was::FPRN,нәмә,ç'
831,was::FPRN,нәмә,çfarë
832,wer::FPRN,ҡем,kush
833,wo::FADV,ҡайҙа,ku
834,wohin::FADV,ҡайҙа,për ku
835,wie::FADV,инидәй,si
836,warum::FADV,ин өсөн,pse
837,warum::FADV,ин өсөн,përse
838,wieviel::FNUM,күпме,sa
839,eins::NUM,бер,një
840,zwei::NUM,ике,dy
841,zwei::NUM,икәү,dy
842,drei::NUM,өс,tre
843,vier::NUM,дүрт,katër
844,fünf::NUM,биш,pesë
845,sechs::NUM,алты,gjashtë
846,sieben::NUM,ете,shtatë
847,acht::NUM,һигеҙ,tetë
848,neun::NUM,туғыҙ,nëntë
849,zehn::NUM,ун,dhjetë
850,elf::NUM,ун бер,njëmbëdhjetë
851,zwölf::NUM,ун ике,dymbëdhjetë
852,zwanzig::NUM,егерме,njëzet
853,dreißig::NUM,утыҙ,tridhjetë
854,vierzig::NUM,ҡырҡ,dyzet
855,fünfzig::NUM,илле,pesëdhjetë
856,sechzig::NUM,алтмыш,gjashtëdhjetë
857,siebzig::NUM,етмеш,shtatëdhjetë
858,achtzig::NUM,һикһән,tetëdhjetë
859,neunzig::NUM,туҡһан,nëntëdhjetë
860,hundert::NUM,йөҙ,qind
861,tausend::NUM,мең,mijë
862,und::CNJ,да,e
863,und::CNJ,да,dhe
864,oder::CNJ,йәки,a
865,oder::CNJ,йәки,apo
866,stehen::V,тороу,rri
867,sitzen::V,ултырыу,rri
868,liegen::V,ятыу,rri shtrirë
869,hängen::V,аҫылынып тороу,varem
870,werden::V,булыу,bëhem
871,passieren::V,булыу,ndodh
872,beginnen::V,башлау,filloj
873,enden::V,бөтөү,përfundoj
874,enden::V,тамамланыү,përfundoj
875,wechseln::V,үҙгәреү,ndërroj
876,aufgehen[Sonne]::V,ҡалҡыу,hapem
877,untergehen[Sonne]::V,байыу,hyj
878,untergehen[Sonne]::V,байыу,perëndoj
879,scheinen[Sonne]::V,яҡтыртып тороу,ndriçoj
880,donnern::V,күкрәү,gjëmoj
881,donnern::V,күкрәү,bubulloj
882,wehen::V,иҫеү,fryj
883,strömen::V,ташыу,derdh
884,fließen::V,ағыу,rrjedh
885,sich drehen::V,әйләнеү,rrotullohem
886,schwanken::V,тирбәлеү,dyzoj
887,schwingen::V,бәүетеү,dridhem
888,fallen::V,йығылыу,bie
889,brennen::V,яныу,digjem
890,rauchen::V,төтәү,nxjerr tym
891,regnen::V,ямғыр яуа,bie shi
892,gefrieren::V,туңыү,ngrij
893,tauen::V,иреү,shkrij
894,schmelzen::V,иреү,shkrij
895,trocknen::V,кибеү,thaj
896,sieden::V,ҡайнау,ziej
897,faulen::V,сереу,kalbem
898,faulen::V,сереу,prishem
899,verfaulen::V,сереу,kalbem
900,reißen::V,өҙөү,grisem
901,reißen::V,өҙөү,shqyhem
902,reißen::V,йыртылыу,grisem
903,reißen::V,йыртылыу,shqyhem
904,versinken::V,батыу,humboj
905,vergehen::V,үтеү,kaloj
906,erscheinen::V,килеп сығыу,dukem
907,verschwinden::V,юғалыу,zhdukem
908,sinken::V,түбәнәйеү,ulem
909,abnehmen::V,кәметеү,pakësohem
910,abnehmen::V,кәметеү,zvogëlohem
911,zunehmen::V,артыу,shtohem
912,steigen::V,күтәрелеү,rritem
913,wachsen::V,үҫеү,rritem
914,glänzen::V,ялтырау,vezulloj
915,funkeln::V,баҙлау,xixoj
916,funkeln::V,баҙлау,xixëlloj
917,lärmen::V,шаулау,oshtij
918,lärmen::V,шаулау,zhurmoj
919,läuten::V,ҡағыу,bie
920,klingeln::V,ҡағыу,i bie ziles
921,klingeln::V,шылтыратыу,i bie ziles
922,klirren::V,шылтыратыу,kërcëlloj
923,brausen::V,ҡотороноу,gjëmoj
924,rauschen::V,шыптырлау,fëshfërij
925,klingen::V,яңғырау,tingëlloj
926,bellen::V,өрөү,leh
927,heulen::V,олоу,ulërij
928,blasen::V,өрөү,fryj
929,pfeifen::V,һызғырып ебәреү,fishkëllej
930,schreien::V,ҡысҡырыу,bërtas
931,stöhnen::V,уңғырашыу,rënkoj
932,zittern::V,ҡалтырау,trembem
933,leben::V,йәшәү,rroj
934,leben::V,йәшәү,jetoj
935,geboren werden::V,тыуыу,lind
936,atmen::V,тын алыү,marr frymë
937,trinken::V,эсеү,pi
938,essen::V,ашау,ha
939,schlucken::V,йотоу,gëlltis
940,schlucken::V,йотоу,kapërdij
941,müde werden::V,арыу,lodhem
942,einschlafen::V,йоҡлап китеү,bie të fle
943,schlafen::V,йоҡлау,fle
944,aufwachen::V,уяныу,zgjohem
945,aufstehen::V,тороу,çohem
946,aufstehen::V,тороу,ngrihem
947,sich erholen::V,ял итеү,qetësohem
948,sich erholen::V,ял итеү,shtendosem
949,krank werden::V,сирләү,bie i sëmurë
950,krank sein::V,сирләү,jam i sëmurë
951,schmerzen::V,ауыртыу,dhemb
952,husten::V,йүтәлләү,kollitem
953,genesen::V,һауығыу,shërohem
954,sterben::V,үлеү,vdes
955,umkommen::V,һәләк булыу,vdes
956,umkommen::V,һәләк булыу,mbaroj
957,sich bewegen::V,хәрәкәт итеү,shkundem
958,sich rühren::V,ҡуҙғалыу,lëviz
959,sich erheben::V,тороу,ngrihem
960,sich setzen::V,ултырыу,ulem
961,hinfallen::V,ҡолау,gremisem
962,laufen::V,йөрөү,eci
963,schreiten::V,атлау,çapem
964,spazierengehen::V,ял итеп йороү,shëtis
965,eilen::V,ашығыу,ngas
966,eilen::V,ҡабаланыу,ngas
967,sich beeilen::V,ашығыу,nxitoj
968,sich beeilen::V,ҡабаланыу,nxitoj
969,sausen::V,елеү,eci shpejt
970,rennen::V,йүгеп йөрөү,vrapoj
971,springen::V,һикереү,kërcej
972,klettern::V,үрмәләү,hipi
973,klettern::V,үрмәләп менеү,hipi
974,schaukeln::V,сайҡалыу,kolovitem
975,kriechen::V,шыуышыу,zvarritem
976,schwimmen::V,йоҙөү,notoj
977,tauchen::V,сумыу,zhytem
978,rudern::V,ишеү,vozis
979,fahren::V,йөрөү,shkoj
980,fliegen::V,осоу,fluturoj
981,gehen::V,барыу,eci
982,gehen::V,барыу,shkoj
983,weggehen::V,китеү,vete
984,abfahren::V,сығыу,nisem
985,anhalten::V,тукталыу,ndalem
986,hineingehen::V,инеү,futem
987,eintreten::V,инеү,hyj
988,kommen::V,килеү,vij
989,ankommen::V,килеү,arrij
990,ankommen::V,килеү,mbërrij
991,zurückkommen::V,ҡайтыу,kthehem
992,bleiben::V,ҡалыу,mbetem
993,bleiben::V,ҡалыу,qëndroj
994,warten::V,көтөп тороу,pres
995,erwarten::V,көтөү,pres
996,suchen::V,эҙләү,kërkoj
997,finden::V,табыу,gjej
998,versuchen::V,тырышып ҡарау,mundohem
999,vorbereiten::V,әҙерләү,përgatis
1000,lieben::V,яратыу,dashuroj
1001,mögen::V,һөйөү,dua
1002,mögen::V,яратыу,dua
1003,lachen::V,көлөү,qesh
1004,rühren::V,ҡағылыу,mallëngjej
1005,weinen::V,илау,qaj
1006,schimpfen::V,һүгенеү,shaj
1007,schimpfen::V,тиргәнеү,shaj
1008,schimpfen::V,һуҡраныу,shaj
1009,sich ärgern::V,асыуланыу,bëhem verem
1010,sich fürchten::V,ҡурҡыу,kam frikë
1011,sich fürchten::V,ҡурҡыу,frikësohem
1012,fürchten::V,ҡурҡыу,kam frikë nga
1013,fliehen::V,ҡасыу,arratisem
1014,flüchten::V,ҡасыу,iki
1015,sehen::V,күреү,shoh
1016,anschauen::V,ҡарау,shikoj
1017,ansehen::V,ҡарау,shikoj
1018,ansehen::V,тикшереү,shikoj
1019,hören::V,ишетеү,dëgjoj
1020,zuhören::V,тыңлау,veshtoj
1021,probieren::V,татыу,provoj
1022,riechen::V,еҫкәү,nuhas
1023,fühlen::V,тойоу,ndiej
1024,scheinen::V,кеүек күренеү,ndriçoj
1025,scheinen::V,тойолоу,ndriçoj
1026,zu sehen sein::V,күренеү,dukem
1027,vernehmen::V,ишетеү,dëgjoj
1028,frieren::V,туңыү,mërdhij
1029,tun::V,яһау,bëj
1030,tun::V,әшләү,bëj
1031,können::V,алыу,mund
1032,können::V,мөмкин булыу,mund
1033,wollen::V,теләү,dua
1034,wollen::V,теләү,dëshiroj
1035,anfangen::V,башлау,filloj
1036,beenden::V,бөтөрөү,kryej
1037,beenden::V,бөтөрөү,mbaroj
1038,beenden::V,тамамлау,kryej
1039,beenden::V,тамамлау,mbaroj
1040,aufhören::V,туктау,pushoj
1041,gelingen::V,уңышлы булыу,më shkon mbarë
1042,geraten::V,булып сығыу,del
1043,öffnen::V,асыу,hap
1044,schließen::V,йомоу,mbyll
1045,stellen::V,ҡуйыу,vë
1046,setzen::V,урынлаштырыу,vë
1047,legen::V,һалыу,vë
1048,berühren::V,тейеү,rrok
1049,berühren::V,ҡағылыу,rrok
1050,verbinden::V,ҡушыу,bashkoj
1051,verbinden::V,бәйләү,bashkoj
1052,bedecken::V,ҡаплау,mbuloj
1053,aufhängen::V,элеү,var
1054,anzünden::V,тоҡандырыу,ndez
1055,aufheben::V,мендереү,ngre
1056,zurücklassen::V,ҡалдырыу,lë pas
1057,verlieren::V,юғалтыу,humb
1058,fallen lassen::V,төшөрөп ебәреү,lëshoj
1059,machen::V,яһау,bëj
1060,machen::V,эшләү,bëj
1061,herstellen::V,эшләп сығарыу,prodhoj
1062,bauen::V,төҙөү,ndërtoj
1063,reparieren::V,төҙәтеү,ndreq
1064,reparieren::V,төҙәтеү,meremetoj
1065,verbessern::V,яҡшыртыу,përmirësoj
1066,ändern::V,үҙгәртеү,ndërroj
1067,graben::V,ҡаҙыу,gërmoj
1068,beugen::V,бөгөү,kërrus
1069,biegen::V,бөгөү,përkul
1070,drehen::V,өйрөлтөү,dredh
1071,drehen::V,өйрөлтөү,rrotulloj
1072,drehen::V,әйләндереү,dredh
1073,drehen::V,әйләндереү,rrotulloj
1074,wenden::V,әйләндереү,kthej
1075,umdrehen::V,түңкәреү,kthej
1076,heben::V,күтәреү,ngre
1077,heben::V,мендереү,ngre
1078,hochheben::V,күтәреү,ngre
1079,ergreifen::V,тотоп алыу,rrëmbej
1080,halten::V,тотоу,mbaj
1081,drücken::V,ҡыҫыу,shtyp
1082,schieben::V,этеү,shtyj
1083,schieben::V,төртөү,shtyj
1084,kratzen::V,ҡырыу,kruaj
1085,kratzen::V,ҡырыу,gërvisht
1086,lecken::V,ялау,lëpij
1087,beißen::V,тешләү,kafshoj
1088,abreißen::V,өҙөү,shkëpus
1089,abschneiden::V,ҡырҡыу,cungoj
1090,binden::V,бәйләү,lidh
1091,stecken::V,ҡаҙау,fus
1092,stecken::V,ҡаҙау,ngul
1093,brechen::V,боҙоу,thyej
1094,klopfen::V,шаҡылдау,trokas
1095,hauen::V,туҡмау,godas
1096,kleben::V,йәбештереү,ngjis
1097,reiben::V,ыуыу,fërkoj
1098,reiben::V,ышҡыу,fërkoj
1099,streichen::V,яғыу,lyej
1100,schleifen::V,үткерләү,mpreh
1101,schneiden::V,ҡырҡыу,pres
1102,rütteln::V,һелкетеү,shkund
1103,schütteln::V,һелкетеү,lëkund
1104,schwenken::V,болғау,valëvit
1105,schütten::V,ҡойоу,mbush
1106,füllen::V,тултырыу,mbush
1107,einwickeln::V,төрөү,mbështjell
1108,tragen::V,алып барыу,mbaj
1109,tragen::V,алып барыу,mbart
1110,schleppen::V,һөйрәү,heq
1111,schleppen::V,һөйрәү,zhgërryej
1112,ziehen::V,тартыу,tërheq
1113,aufbewahren::V,һаҡлау,ruaj
1114,werfen::V,ырғытыу,hedh
1115,fangen::V,тотоу,kap
1116,packen::V,етеү,rrëmbej
1117,packen::V,тотоп алыу,rrëmbej
1118,verstecken::V,йәшереү,fsheh
1119,teilen::V,бүлеү,ndaj
1120,schicken::V,ебәреү,dërgoj
1121,bringen::V,килтереү,sjell
1122,hinzufügen::V,өтәү,shtoj
1123,bekommen::V,алыу,kap
1124,erhalten::V,алыу,marr
1125,nehmen::V,алыу,marr
1126,wählen::V,һайлаү,zgjedh
1127,auswählen::V,һайлап алыу,përzgjedh
1128,bewahren::V,һаҡлау,ruaj
1129,behindern::V,тотҡарлыҡ яһау,pengoj
1130,verderben::V,боҙоу,prish
1131,beschädigen::V,боҙоу,dëmtoj
1132,zerbrechen::V,ҡыйратыу,thyej
1133,zerreißen::V,йыртыу,çjerr
1134,zerreißen::V,йыртыу,zheloj
1135,zerstören::V,емереү,prish
1136,zerstören::V,емереү,shkatërroj
1137,verbrennen::V,үртәү,djeg
1138,geben::V,биреү,jap
1139,reichen::V,биреү,jap
1140,schenken::V,бүләк итеү,fal
1141,schenken::V,бүләк итеү,dhuroj
1142,versprechen::V,вәғәҙә биреү,premtoj
1143,wünschen::V,теләу,uroj
1144,loben::V,маҡтау,lëvdoj
1145,loben::V,маҡтау,lavdëroj
1146,küssen::V,үбеү,puth
1147,wiegen::V,бәүетеү,tund
1148,wiegen::V,тирбәтеү,tund
1149,zudecken::V,ҡаплау,mbuloj
1150,wecken::V,уятыу,zgjoj
1151,zeigen::V,күрһәтеү,dëftej
1152,führen::V,етәкләү,çoj
1153,lehren::V,уҡытыу,arsej
1154,lehren::V,өйрәтеү,arsej
1155,unterrichten::V,уҡытыу,arsimoj
1156,aufziehen::V,тәрбиәле,rris
1157,leiten::V,етәкләү,udhëheq
1158,leiten::V,етәкселек итеү,udhëheq
1159,antreiben::V,ашыҡтырыу,nxis
1160,lassen::V,мәжбүр итеү,detyroj
1161,einladen::V,саҡырыу,ftoj
1162,vereinigen::V,берләштереү,bashkoj
1163,besuchen::V,килеп сығыу,vizitoj
1164,treffen::V,тойоү,ndesh
1165,treffen::V,осратыу,ndesh
1166,treffen::V,ҡаршылау,ndesh
1167,sich versammeln::V,йыйылыу,tubohem
1168,spielen::V,тартыу,loz
1169,spielen::V,тартыу,luaj
1170,singen::V,йырлау,këndoj
1171,tanzen::V,бейеү,kërcej
1172,tanzen::V,бейеү,vallëzoj
1173,sich trennen::V,айырылышыу,ndahem
1174,verlassen::V,ташлау,braktis
1175,verlassen::V,ташлап китеү,braktis
1176,retten::V,ҡотҡарыу,shpëtoj
1177,bewachen::V,һаҡлау,ruaj
1178,schützen::V,һаҡлау,ruaj
1179,schützen::V,һаҡлау,mbroj
1180,verteidigen::V,яҡлау,mbroj
1181,sich schlagen::V,һуғышыу,zihem
1182,schießen::V,атыу,shtie
1183,siegen::V,еңеү,fitoj
1184,siegen::V,еңеү,ngadhënjej
1185,ärgern::V,асыуландырыу,zemëroj
1186,schlagen::V,бәреү,rrah
1187,schlagen::V,бәреү,godas
1188,schlagen::V,туҡмау,rrah
1189,schlagen::V,туҡмау,godas
1190,treten::V,тибеү,shtyj
1191,treten::V,тибеү,shtyj më këmbë
1192,treten::V,типкеләү,shtyj
1193,treten::V,типкеләү,shtyj më këmbë
1194,stechen::V,сәнсеү,ther
1195,stechen::V,сәнсеү,shpoj
1196,stoßen::V,этеү,shtyj
1197,stoßen::V,төртөү,shtyj
1198,stehlen::V,урлау,vjedh
1199,stören::V,ҡамасаулау,pengoj
1200,belästigen::V,бимазалау,bezdis
1201,belästigen::V,ҡамасаулау,bezdis
1202,verbergen::V,йәшереү,fsheh
1203,täuschen::V,ултыртыу,mashtroj
1204,betrügen::V,алдау,kobis
1205,töten::V,үлтереү,vras
1206,wohnen::V,йәшәү,banoj
1207,arbeiten::V,эшләү,punoj
1208,arbeiten::V,эшләү,vardoj
1209,sammeln::V,йыйыу,mbledh
1210,sammeln::V,йыйыу,grumbulloj
1211,pflücken::V,өҙөү,vjel
1212,pflücken::V,өҙөү,mbledh
1213,jagen::V,аулау,gjuaj
1214,fischen::V,аулау,peshkoj
1215,fischen::V,аулау,gjuaj peshk
1216,fassen::V,тотоу,zë
1217,hüten::V,көтөү,kullos
1218,treiben::V,ҡыуыу,vë përpara
1219,anbinden::V,бәйләү,lidh
1220,füttern::V,ашатыу,grazhdoj
1221,melken::V,һауыү,mjel
1222,hacken::V,турау,grij
1223,hacken::V,тапау,grij
1224,gießen::V,ҡойоу,ujis
1225,reifen::V,өлғөрөү,piqem
1226,zubereiten::V,бешереү,gatuaj
1227,kochen::V,бешереү,ziej
1228,backen::V,бешереү,pjek
1229,backen::V,бешереү,furroj
1230,braten::V,ҡурыу,fërgoj
1231,braten::V,ҡурыу,tiganis
1232,umrühren::V,ҡатнаштырыу,trazoj
1233,stricken::V,бәйләү,thur
1234,nähen::V,тегеү,qep
1235,färben::V,буяу,ngjyej
1236,färben::V,буяу,bojatis
1237,reinigen::V,таҙартыу,qëroj
1238,reinigen::V,таҙартыу,pastroj
1239,waschen::V,йыуыу,laj
1240,waschen::V,йыуыу,finjos
1241,abwischen::V,һөртөү,fshij
1242,spülen::V,сайҡау,kulloj
1243,fegen::V,һепереү,fshij
1244,kehren::V,һепереү,fshij
1245,baden::V,һыу инеү,lahem
1246,sich waschen::V,йыуыныу,lahem
1247,ausziehen::V,сисеү,heq
1248,ausziehen::V,сисеү,zbath
1249,anziehen::V,кейеү,vesh
1250,anziehen::V,кейеү,mbath
1251,sich anziehen::V,кейенеү,vishem
1252,kämmen::V,тарау,kreh
1253,schmücken::V,биҙәү,hijeshoj
1254,sagen::V,әйтеү,them
1255,sprechen::V,әйтеү,flas
1256,sprechen::V,һөйләшеү,flas
1257,reden::V,һөйләшеү,fjalos
1258,reden::V,һөйләшеү,fjalëtoj
1259,sich unterhalten::V,әңгәмәләшеү,bisedoj
1260,fragen::V,һорау,pyes
1261,bitten::V,үтенеү,lus
1262,bitten::V,үтенеү,lutem
1263,erzählen::V,һөйләү,rrëfej
1264,mitteilen::V,әйтеү,kumtoj
1265,nennen::V,атау,quaj
1266,nennen::V,исемләү,quaj
1267,rufen::V,саҡырыу,thërras
1268,prahlen::V,маҡтаныу,mburrem
1269,prahlen::V,маҡтаныу,kapardisem
1270,prahlen::V,шапырыныу,mburrem
1271,prahlen::V,шапырыныу,kapardisem
1272,übersetzen::V,тәржемә итеү,përkthej
1273,denken::V,уйлау,mendoj
1274,glauben::V,ышаныу,besoj
1275,bemerken::V,күреү,vërej
1276,erkennen::V,таныу,njoh
1277,erkennen::V,таныу,shquaj
1278,begreifen::V,аңлау,marr vesh
1279,verstehen::V,аңлау,marr vesh
1280,lernen::V,өйрәнеү,mësoj
1281,wissen::V,белеү,di
1282,sich erinnern an::V,хәтергә алыу,kujtoj
1283,vergessen::V,онотоу,harroj
1284,messen::V,үлсәү,mas
1285,zählen::V,һанау,njeh
1286,rechnen::V,һанау,llogaris
1287,lesen::V,уҡыу,lexoj
1288,lesen::V,уҡыу,këndoj
1289,malen::V,һүрәт яһау,lyej
1290,malen::V,рәсем төшөрөү,lyej
1291,zeichnen::V,һүрәт яһау,vizatoj
1292,zeichnen::V,рәсем төшөрөү,vizatoj
1293,schreiben::V,яҙыу,shkruaj
1294,besitzen::V,биләү,kam
1295,kaufen::V,һатып алыу,blej
1296,verkaufen::V,һатыу,shes
1297,bezahlen::V,түләү,paguaj
1298,zahlen::V,түләү,paguaj
1299,beherrschen::V,биләү,zotëroj
1300,ertragen::V,түҙеү,duroj
