,Concept_ID,fr,se
0,Auge::N,œil,tjelmie
1,Auge::N,œil,tjalmme
2,Auge::N,œil,čalbmi
3,Auge::N,œil,čalme
4,Auge::N,œil,čâ´lmm
5,Auge::N,œil,ча̄лльм
6,Ohr::N,oreille,bieljie
7,Ohr::N,oreille,biellje
8,Ohr::N,oreille,beallji
9,Ohr::N,oreille,pelji
10,Ohr::N,oreille,pe´llj
11,Ohr::N,oreille,пе̄лльй
12,Nase::N,nez,njuenie
13,Nase::N,nez,njunnje
14,Nase::N,nez,njunni
15,Nase::N,nez,njuṇe
16,Nase::N,nez,njuu´nn
17,Nase::N,nez,нюннҍ
18,Mund::N,bouche,njaelmie
19,Mund::N,bouche,njálmme
20,Mund::N,bouche,njálbmi
21,Mund::N,bouche,njälmi
22,Mund::N,bouche,njä´lmm
23,Mund::N,bouche,ня̄лльм
24,Zahn::N,dent,baenie
25,Zahn::N,dent,bádne
26,Zahn::N,dent,bátni
27,Zahn::N,dent,pääṇi
28,Zahn::N,dent,pää´nn
29,Zahn::N,dent,па̄ннҍ
30,Zunge::N,langue,njoektjeme
31,Zunge::N,langue,njuovtjav
32,Zunge::N,langue,njuovčča
33,Zunge::N,langue,njuovčâ
34,Zunge::N,langue,njuhččâm
35,Zunge::N,langue,нюхчем
36,Lippe::N,lèvre,bangseme
37,Lippe::N,lèvre,njálmmerabdda
38,Lippe::N,lèvre,bavssa
39,Lippe::N,lèvre,poovsâ
40,Lippe::N,lèvre,põõus
41,Lippe::N,lèvre,пэ̄кс
42,Wange::N,joue,skiehrie
43,Wange::N,joue,nierra
44,Wange::N,joue,muohtu
45,Wange::N,joue,nieṛâ
46,Wange::N,joue,njiõrr
47,Wange::N,joue,нӣрр
48,Gesicht::N,face,ååredæjja
49,Gesicht::N,face,muohto
50,Gesicht::N,face,muođut
51,Gesicht::N,face,ámadadju
52,Gesicht::N,face,muáđuh
53,Gesicht::N,face,muâđ
54,Gesicht::N,face,ка̄ссв
55,Gesicht::N,visage,ååredæjja
56,Gesicht::N,visage,muohto
57,Gesicht::N,visage,muođut
58,Gesicht::N,visage,ámadadju
59,Gesicht::N,visage,muáđuh
60,Gesicht::N,visage,muâđ
61,Gesicht::N,visage,ка̄ссв
62,Stirn::N,front,gaalloe
63,Stirn::N,front,gállo
64,Stirn::N,front,gállu
65,Stirn::N,front,kállu
66,Stirn::N,front,käll
67,Stirn::N,front,вуэххьц
68,Haar::N,cheveu,voepte
69,Haar::N,cheveu,vuoppta
70,Haar::N,cheveu,vuokta
71,Haar::N,cheveu,vuop'tâ
72,Haar::N,cheveu,vuõpt
73,Haar::N,cheveu,вӯппт
74,Schnurrbart::N,moustache,bijjie-skaavtjoe
75,Schnurrbart::N,moustache,njunjevuolskávttjá
76,Schnurrbart::N,moustache,seamu
77,Schnurrbart::N,moustache,siämu
78,Schnurrbart::N,moustache,ää´bben
79,Schnurrbart::N,moustache,о̄а̄бпан
80,Bart::N,barbe,skaavtja
81,Bart::N,barbe,skaavtjoe
82,Bart::N,barbe,skávttjá
83,Bart::N,barbe,seamu
84,Bart::N,barbe,siämu
85,Bart::N,barbe,seäm
86,Bart::N,barbe,ся̄м
87,Kinn::N,menton,gaejpie
88,Kinn::N,menton,gájbbe
89,Kinn::N,menton,gáibi
90,Kinn::N,menton,käibi
91,Kinn::N,menton,käi´bb
92,Kinn::N,menton,ка̄ййп
93,Kiefer[Anatomie]::N,mâchoire,gaejpie
94,Kiefer[Anatomie]::N,mâchoire,oalol
95,Kiefer[Anatomie]::N,mâchoire,oaloldákte
96,Kiefer[Anatomie]::N,mâchoire,gáibi
97,Kiefer[Anatomie]::N,mâchoire,uá'lultähti
98,Kiefer[Anatomie]::N,mâchoire,vuâl'lõš
99,Kiefer[Anatomie]::N,mâchoire,вуаллнешш
100,Kehle::N,gorge,gealoe
101,Kehle::N,gorge,tjåttå
102,Kehle::N,gorge,njiello
103,Kehle::N,gorge,čotta
104,Kehle::N,gorge,čuudâ
105,Kehle::N,gorge,čoodd
106,Kehle::N,gorge,чонт
107,Kehle::N,gorge,кэ̄ҏс
108,Hals::N,cou,tjeapohke
109,Hals::N,cou,tjiebet
110,Hals::N,cou,čeabet
111,Hals::N,cou,čiäppát
112,Hals::N,cou,čeäppat
113,Hals::N,cou,ча̄пэх
114,Genick::N,nuque,tjovrese
115,Genick::N,nuque,nisske
116,Genick::N,nuque,niehkki
117,Genick::N,nuque,niski
118,Genick::N,nuque,niek'ki
119,Genick::N,nuque,nji´šǩǩmaadd
120,Genick::N,nuque,нышшькмоант
121,Kopf::N,tête,åejjie
122,Kopf::N,tête,oajvve
123,Kopf::N,tête,oaivi
124,Kopf::N,tête,uái'vi
125,Kopf::N,tête,vuei´vv
126,Kopf::N,tête,вуэййв
127,Rücken::N,dos,rudtje
128,Rücken::N,dos,hárddo
129,Rücken::N,dos,tjavelk
130,Rücken::N,dos,sealgi
131,Rücken::N,dos,selgi
132,Rücken::N,dos,čielgi
133,Rücken::N,dos,seä´lǧǧ
134,Rücken::N,dos,се̄лльк
135,Bauch::N,ventre,tjåejjie
136,Bauch::N,ventre,tjoajvve
137,Bauch::N,ventre,čoavji
138,Bauch::N,ventre,čuáv'ji
139,Bauch::N,ventre,čåu´jj
140,Bauch::N,ventre,чо̄ввьй
141,Nabel::N,nombril,naepie
142,Nabel::N,nombril,náhpe
143,Nabel::N,nombril,náhpi
144,Nabel::N,nombril,nääpi
145,Nabel::N,nombril,nää´pp
146,Nabel::N,nombril,на̄бпь
147,Busen::N,sein,boenge
148,Busen::N,sein,bållå
149,Busen::N,sein,čižži
150,Busen::N,sein,njamma
151,Busen::N,sein,njižže
152,Busen::N,sein,nje´ǯǯ
153,Busen::N,sein,раннҍт
154,Brust::N,poitrine,mïelke
155,Brust::N,poitrine,radde
156,Brust::N,poitrine,mielgga
157,Brust::N,poitrine,raddi
158,Brust::N,poitrine,radde
159,Brust::N,poitrine,râ´dd
160,Brust::N,poitrine,раннҍт
161,Schulter::N,épaule,åelkie
162,Schulter::N,épaule,oalgge
163,Schulter::N,épaule,hárdu
164,Schulter::N,épaule,ärdee
165,Schulter::N,épaule,uál'gi
166,Schulter::N,épaule,a´rddi
167,Schulter::N,épaule,vuä´lǧǧ
168,Schulter::N,épaule,вуэллык
169,Arm::N,bras,gïete
170,Arm::N,bras,giehta
171,Arm::N,bras,giehta
172,Arm::N,bras,kietâ
173,Arm::N,bras,kie'tâkaaṿâ
174,Arm::N,bras,ǩiõtt
175,Arm::N,bras,кӣдт
176,Ellenbogen::N,coude,gernjere
177,Ellenbogen::N,coude,garŋŋel
178,Ellenbogen::N,coude,gargŋil
179,Ellenbogen::N,coude,käŋŋir
180,Ellenbogen::N,coude,kõõnjâr
181,Ellenbogen::N,coude,карьнэль
182,Hand::N,main,gïete
183,Hand::N,main,giehta
184,Hand::N,main,giehta
185,Hand::N,main,kietâ
186,Hand::N,main,ǩiõtt
187,Hand::N,main,кӣдт
188,Handfläche::N,paume,gïeten-låapoe
189,Handfläche::N,paume,giehtavuodo
190,Handfläche::N,paume,tjårmmåvuodo
191,Handfläche::N,paume,giehtaloahpu
192,Handfläche::N,paume,kiämád
193,Handfläche::N,paume,kuámmir
194,Handfläche::N,paume,kuä´m'mer
195,Handfläche::N,paume,ǩiõttǩeä´m'men
196,Handfläche::N,paume,ко̄а̄ллдэгк
197,Handfläche::N,paume,кӣдткоалдэгк
198,Finger::N,doigt,soerme
199,Finger::N,doigt,tjuvdde
200,Finger::N,doigt,suorbma
201,Finger::N,doigt,čuvde
202,Finger::N,doigt,suor'mâ
203,Finger::N,doigt,suõrmm
204,Finger::N,doigt,це̄ххп
205,Fingernagel::N,ongle,gadtse
206,Fingernagel::N,ongle,guehpere
207,Fingernagel::N,ongle,gadtsa
208,Fingernagel::N,ongle,gazza
209,Fingernagel::N,ongle,kozzâ
210,Fingernagel::N,ongle,kõʒʒ
211,Fingernagel::N,ongle,кэ̄ннц
212,Nagel[Anatomie]::N,ongle,gadtse
213,Nagel[Anatomie]::N,ongle,guehpere
214,Nagel[Anatomie]::N,ongle,gadtsa
215,Nagel[Anatomie]::N,ongle,gazza
216,Nagel[Anatomie]::N,ongle,kozzâ
217,Nagel[Anatomie]::N,ongle,kõʒʒ
218,Nagel[Anatomie]::N,ongle,кэ̄ннц
219,Zeh::N,orteil,tjiehtjere
220,Zeh::N,orteil,juolggetjuvdde
221,Zeh::N,orteil,juolgesuorbma
222,Zeh::N,orteil,jyel'gisuor'mâ
223,Zeh::N,orteil,jue´lǧǧsuõrmm
224,Zeh::N,orteil,ю̄лльк-це̄һп
225,Zeh::N,doigt de pied,tjiehtjere
226,Zeh::N,doigt de pied,juolggetjuvdde
227,Zeh::N,doigt de pied,juolgesuorbma
228,Zeh::N,doigt de pied,jyel'gisuor'mâ
229,Zeh::N,doigt de pied,jue´lǧǧsuõrmm
230,Zeh::N,doigt de pied,ю̄лльк-це̄һп
231,Fuß::N,pied,juelkie
232,Fuß::N,pied,juolgge
233,Fuß::N,pied,juolgi
234,Fuß::N,pied,jyel'gi
235,Fuß::N,pied,jue´lǧǧ
236,Fuß::N,pied,ла̄бпь
237,Ferse::N,talon,båetskie
238,Ferse::N,talon,boasske
239,Ferse::N,talon,šušmi
240,Ferse::N,talon,šušme
241,Ferse::N,talon,jue´lǧǧkädd
242,Ferse::N,talon,ка̄ннт
243,Knie::N,genou,boelve
244,Knie::N,genou,buolvva
245,Knie::N,genou,čibbi
246,Knie::N,genou,veaŋki
247,Knie::N,genou,iidâ
248,Knie::N,genou,puõlvv
249,Knie::N,genou,пуллв
250,Oberschenkel::N,cuisse,ruaksja
251,Oberschenkel::N,cuisse,tjibbe
252,Oberschenkel::N,cuisse,gassaváhkká
253,Oberschenkel::N,cuisse,badjeváhkáa
254,Oberschenkel::N,cuisse,čuár'bpeeḷi
255,Oberschenkel::N,cuisse,če´bb
256,Oberschenkel::N,cuisse,чуаррбе̄лль
257,Bein::N,jambe,juelkie
258,Bein::N,jambe,juolgge
259,Bein::N,jambe,juolgi
260,Bein::N,jambe,jyel'gi
261,Bein::N,jambe,jue´lǧǧ
262,Bein::N,jambe,ю̄лльк
263,Körper::N,corps,kråahpe
264,Körper::N,corps,rumáj
265,Körper::N,corps,rumaš
266,Körper::N,corps,ruumâš
267,Körper::N,corps,rå´pp
268,Körper::N,corps,лышшьк
269,Körper::N,corps,роаӈӈьк
270,Haut::N,peau,njaltja
271,Haut::N,peau,lijkke
272,Haut::N,peau,tjuobma
273,Haut::N,peau,liiki
274,Haut::N,peau,liške
275,Haut::N,peau,le´šǩǩ
276,Haut::N,peau,лышшьк
277,Blut::N,sang,vïrre
278,Blut::N,sang,maelie
279,Blut::N,sang,varra
280,Blut::N,sang,varra
281,Blut::N,sang,vorrâ
282,Blut::N,sang,võrr
283,Blut::N,sang,вэ̄рр
284,Ader::N,veine,åerie
285,Ader::N,veine,aajroe
286,Ader::N,veine,suodna
287,Ader::N,veine,varrasuotna
288,Ader::N,veine,suoṇâ
289,Ader::N,veine,suõnn
290,Ader::N,veine,сӯнн
291,Sehne::N,tendon,soene
292,Sehne::N,tendon,gåårtenje
293,Sehne::N,tendon,suodna
294,Sehne::N,tendon,suotna
295,Sehne::N,tendon,suoṇâ
296,Sehne::N,tendon,suõnn
297,Sehne::N,tendon,сӯнн
298,Knochen::N,os,måara
299,Knochen::N,os,måaroe
300,Knochen::N,os,dákte
301,Knochen::N,os,dákti
302,Knochen::N,os,tähti
303,Knochen::N,os,tä´htt
304,Knochen::N,os,та̄ххт
305,Knochen::N,os,та̄ффьт
306,Gehirn::N,cerveau,aajla
307,Gehirn::N,cerveau,vuojŋam
308,Gehirn::N,cerveau,vuoigŋašat
309,Gehirn::N,cerveau,vuoi'ŋâšeh
310,Gehirn::N,cerveau,vuo'ivâšneh
311,Gehirn::N,cerveau,vuõivâšn
312,Gehirn::N,cerveau,вуэййвэшна
313,Herz::N,cœur,vaajmoe
314,Herz::N,cœur,tsåhke
315,Herz::N,cœur,váibmu
316,Herz::N,cœur,váimu
317,Herz::N,cœur,čââ´đ
318,Herz::N,cœur,кӯттҌк
319,Magen::N,estomac,tjåejjie
320,Magen::N,estomac,tjoajvve
321,Magen::N,estomac,čoavji
322,Magen::N,estomac,čuáv'ji
323,Magen::N,estomac,čåu´jj
324,Magen::N,estomac,чо̄ввьй
325,Leber::N,foie,mueksie
326,Leber::N,foie,librre
327,Leber::N,foie,vuoivvas
328,Leber::N,foie,vuoivâs
329,Leber::N,foie,vuõivâs
330,Leber::N,foie,вуйвас
331,Atem::N,haleine,voejngehtasse
332,Atem::N,haleine,båssånis
333,Atem::N,haleine,vuojŋadahka
334,Atem::N,haleine,vuoiŋŋahat
335,Atem::N,haleine,vuo'iŋâstim
336,Atem::N,haleine,jiõg'g
337,Atem::N,haleine,вӯйнас
338,Atem::N,haleine,вӯййнмушш
339,Hunger::N,faim,nielkie
340,Hunger::N,faim,nielgge
341,Hunger::N,faim,nealgi
342,Hunger::N,faim,nelgi
343,Hunger::N,faim,neä´lǧǧ
344,Hunger::N,faim,не̄лльк
345,Träne::N,larme,gïknjele
346,Träne::N,larme,ganjál
347,Träne::N,larme,ganjal
348,Träne::N,larme,koonjâl
349,Träne::N,larme,kõõnjâl
350,Träne::N,larme,кэ̄нял
351,Geschmack::N,goût,aelmie
352,Geschmack::N,goût,muosse
353,Geschmack::N,goût,smáhkka
354,Geschmack::N,goût,máhku
355,Geschmack::N,goût,smáhkka
356,Geschmack::N,goût,mááhu
357,Geschmack::N,goût,smakkâ
358,Geschmack::N,goût,njõõd
359,Geschmack::N,goût,smääkk
360,Geschmack::N,goût,ня̄лльк
361,Geschmack::N,saveur,aelmie
362,Geschmack::N,saveur,muosse
363,Geschmack::N,saveur,smáhkka
364,Geschmack::N,saveur,máhku
365,Geschmack::N,saveur,smáhkka
366,Geschmack::N,saveur,mááhu
367,Geschmack::N,saveur,smakkâ
368,Geschmack::N,saveur,njõõd
369,Geschmack::N,saveur,smääkk
370,Geschmack::N,saveur,ня̄лльк
371,Geruch::N,odeur,haaje
372,Geruch::N,odeur,habjja
373,Geruch::N,odeur,hádja
374,Geruch::N,odeur,opsâ
375,Geruch::N,odeur,haajâ
376,Geruch::N,odeur,õpss
377,Geruch::N,odeur,haajj
378,Geruch::N,odeur,апс
379,Geruch::N,odeur,лэ̄гк
380,Schlaf::N,sommeil,nahkerh
381,Schlaf::N,sommeil,nager
382,Schlaf::N,sommeil,oados
383,Schlaf::N,sommeil,nagir
384,Schlaf::N,sommeil,naṿer
385,Schlaf::N,sommeil,nââ´er
386,Schlaf::N,sommeil,нагерь
387,Traum::N,songe,nahkere
388,Traum::N,songe,niehko
389,Traum::N,songe,niehku
390,Traum::N,songe,naṿer
391,Traum::N,songe,nââ´er
392,Traum::N,songe,нагерь
393,Himmel::N,ciel,elmie
394,Himmel::N,ciel,almme
395,Himmel::N,ciel,albmi
396,Himmel::N,ciel,alme
397,Himmel::N,ciel,â´lmm
398,Himmel::N,ciel,алльм
399,Sonne::N,soleil,biejjie
400,Sonne::N,soleil,bæjvásj
401,Sonne::N,soleil,beaivváš
402,Sonne::N,soleil,peivi
403,Sonne::N,soleil,piäiváš
404,Sonne::N,soleil,pei´vv
405,Sonne::N,soleil,пе̄ййв
406,Mond::N,lune,aske
407,Mond::N,lune,mánno
408,Mond::N,lune,mánnu
409,Mond::N,lune,máánu
410,Mond::N,lune,mään
411,Mond::N,lune,ма̄нн
412,Stern::N,étoile,daasta
413,Stern::N,étoile,naestie
414,Stern::N,étoile,násste
415,Stern::N,étoile,násti
416,Stern::N,étoile,täsni
417,Stern::N,étoile,tä´snn
418,Stern::N,étoile,та̄ссьт
419,Luft::N,air,elmie
420,Luft::N,air,ájmmo
421,Luft::N,air,áibmu
422,Luft::N,air,áimu
423,Luft::N,air,šõŋŋ
424,Luft::N,air,вӯйнас
425,Wind::N,vent,bïegke
426,Wind::N,vent,biegga
427,Wind::N,vent,biegga
428,Wind::N,vent,pieg'gâ
429,Wind::N,vent,piõg'g
430,Wind::N,vent,пӣӈӈк
431,Welle::N,vague,baaroe
432,Welle::N,vague,bárro
433,Welle::N,vague,bárru
434,Welle::N,vague,pááṛu
435,Welle::N,vague,päärr
436,Welle::N,vague,нэ̄ммп
437,Wasser::N,eau,tjaetsie
438,Wasser::N,eau,tjáhtje
439,Wasser::N,eau,čáhci
440,Wasser::N,eau,čääci
441,Wasser::N,eau,čää´cc
442,Wasser::N,eau,ча̄дзь
443,Stein::N,pierre,gierkie
444,Stein::N,pierre,giergge
445,Stein::N,pierre,geađgi
446,Stein::N,pierre,keđgi
447,Stein::N,pierre,ǩeä´dǧǧ
448,Stein::N,pierre,ке̄ддҌк
449,Boden::N,sol,betnie
450,Boden::N,sol,ednam
451,Boden::N,sol,bodni
452,Boden::N,sol,vuođđu
453,Boden::N,sol,ponne
454,Boden::N,sol,vuáđ̣u
455,Boden::N,sol,vuâđđ
456,Boden::N,sol,лаввьн
457,Boden::N,sol,е̄ммьне
458,Boden::N,terrain,betnie
459,Boden::N,terrain,ednam
460,Boden::N,terrain,bodni
461,Boden::N,terrain,vuođđu
462,Boden::N,terrain,ponne
463,Boden::N,terrain,vuáđ̣u
464,Boden::N,terrain,vuâđđ
465,Boden::N,terrain,лаввьн
466,Boden::N,terrain,е̄ммьне
467,Erde::N,terre,jåarta
468,Erde::N,terre,mueltie
469,Erde::N,terre,ednam
470,Erde::N,terre,mållde
471,Erde::N,terre,eana
472,Erde::N,terre,eennâm
473,Erde::N,terre,mädd
474,Erde::N,terre,jânnam
475,Erde::N,terre,е̄ммьне
476,Staub::N,poussière,heblie
477,Staub::N,poussière,tsumhtsie
478,Staub::N,poussière,dubme
479,Staub::N,poussière,dopmu
480,Staub::N,poussière,kovjâ
481,Staub::N,poussière,põõ´l
