,Concept_ID,et,ga
830,jetzt::ADV,nüüd,anois
831,heute::ADV,täna,inniu
832,morgen::ADV,homme,amárach
833,bald::ADV,pea,go luath
834,bald::ADV,pea,gan mhoill
835,bald::ADV,varsti,go luath
836,bald::ADV,varsti,gan mhoill
837,dann::ADV,siis,ansin
838,gestern::ADV,eile,inné
839,einst::ADV,vanasti,tráth
840,einst::ADV,vanasti,uair amháin
841,damals::ADV,tookord,ag an am
842,damals::ADV,tookord,an t-am sin
843,danach::ADV,seejärel,ina dhiaidh sin
844,vorher::ADV,enne,cheana
845,vorher::ADV,enne,roimhe sin
846,zuerst::ADV,enne,ar dtús
847,zuerst::ADV,esmalt,ar dtús
848,einmal::ADV,kord,uair amháin
849,einmal::ADV,üks kord,uair amháin
850,manchmal::ADV,mõnikord,uaireanta
851,oft::ADV,tihti,minic
852,oft::ADV,sageli,minic
853,immer::ADV,ikka,i gcónaí
854,immer::ADV,alati,i gcónaí
855,niemals::ADV,mitte kunagi,riamh
856,hier::ADV,siin,anseo
857,hierhin::ADV,siia,anseo
858,von hier::ADV,siit,an áit seo
859,dort::ADV,seal,ann
860,dort::ADV,seal,ansin
861,dorthin::ADV,sinna,ann
862,dorthin::ADV,sinna,ansin
863,geradeaus::ADV,otse edasi,ar aghaidh
864,vorwärts::ADV,edasi,
865,rückwärts::ADV,tagurpidi,siar
866,zurück::ADV,tagasi,ar ais
867,unten::ADV,all,thíos
868,unten::ADV,allpool,thíos
869,hinab::ADV,alla,síos
870,oben::ADV,ülal,thuas
871,hinauf::ADV,üles,suas
872,überall::ADV,kõikjal,i ngach áit
873,überall::ADV,kõikjal,ar fud na háite
874,nicht::ADV,ei,ní
875,nicht::ADV,ei,cha
876,nicht::ADV,mitte,ní
877,nicht::ADV,mitte,cha
878,ein wenig::ADV,veidi,beagán
879,ein wenig::ADV,natuke,beagán
880,kaum::ADV,vaevalt,ar éigean
881,sehr::ADV,väga,an-
882,so::ADV,nii,chomh
883,so::ADV,nii,mar sin
884,noch::ADV,veel,fós
885,noch::ADV,veel,go fóill
886,nur::ADV,ainult,amháin
887,nur::ADV,ainult,níl ach
888,schon::ADV,juba,cheana
889,schon::ADV,juba,cheana féin
890,wieder::ADV,jälle,arís
891,wieder::ADV,jälle,athuair
892,vergebens::ADV,asjata,amú
893,vergebens::ADV,asjata,in aisce
894,vor::PRP,ees,ar thosach
895,hinter::PRP,taha,laistiar de
896,hinter::PRP,taha,taobh thiar de
897,unter::PRP,all,faoi
898,durch::PRP,läbi,trí
899,durch::PRP,kaudu,trí
900,neben::PRP,kõrval,taobh le
901,neben::PRP,kõrval,in aice le
902,zwischen::PRP,vahel,idir
903,wegen::PRP,tõttu,de bharr
904,wegen::PRP,tõttu,mar gheall ar
905,wegen::PRP,pärast,de bharr
906,wegen::PRP,pärast,mar gheall ar
907,dies::PRN,see,seo
908,das::PRN,see,sin
909,alles::PRN,kõik,gach rud
910,ich::PRN,mina,mé
911,ich::PRN,mina,mise
912,du::PRN,sina,tú
913,du::PRN,sina,tusa
914,er::PRN,tema,sé
915,er::PRN,tema,seisean
916,wir::PRN,me,sinn
917,ihr::PRN,te,sibh
918,ihr::PRN,te,sibhse
919,sie::PRN,nad,siad
920,sie::PRN,nad,siadsan
921,was::FPRN,mis,cad
922,was::FPRN,mis,céard
923,wer::FPRN,kes,cé
924,wo::FADV,kus,cá
925,wo::FADV,kus,cén áit
926,wohin::FADV,kuhu,cá
927,wohin::FADV,kuhu,cén áit
928,wie::FADV,kuidas,conas
929,wie::FADV,kuidas,cén chaoi
930,warum::FADV,miks,cén fáth
931,warum::FADV,miks,cad chuige
932,wieviel::FNUM,mitu,cá mhéad
933,wieviel::FNUM,kui palju,cá mhéad
934,eins::NUM,üks,aon
935,zwei::NUM,kaks,dhá
936,drei::NUM,kolm,trí
937,vier::NUM,neli,ceathair
938,fünf::NUM,viis,cúig
939,sechs::NUM,kuus,sé
940,sieben::NUM,seitse,seacht
941,acht::NUM,kaheksa,ocht
942,neun::NUM,üheksa,naoi
943,zehn::NUM,kümme,deich
944,elf::NUM,üksteist,aon déag
945,zwölf::NUM,kaksteist,dó dhéag
946,zwanzig::NUM,kakskümmend,fiche
947,dreißig::NUM,kolmkümmend,tríocha
948,vierzig::NUM,nelikümmend,daichead
949,vierzig::NUM,nelikümmend,ceathracha
950,fünfzig::NUM,viiskümmend,caoga
951,sechzig::NUM,kuuskümmend,seasca
952,siebzig::NUM,seitsekümmend,seachtó
953,achtzig::NUM,kaheksakümmend,ochtó
954,neunzig::NUM,üheksakümmend,nócha
955,hundert::NUM,sada,céad
956,tausend::NUM,tuhat,míle
957,und::CNJ,ja,agus
958,oder::CNJ,või,nó
959,stehen::V,seisma,seas
960,sitzen::V,istuma,suigh
961,liegen::V,lamama,luigh
962,hängen::V,rippuma,tá crochta
963,werden::V,saama,éirigh
964,werden::V,hakkama,éirigh
965,passieren::V,juhtuma,tarlaigh
966,beginnen::V,algama,tosaigh
967,beginnen::V,hakkama,tosaigh
968,enden::V,lõppema,críochnaigh
969,wechseln::V,vahelduma,athraigh
970,aufgehen[Sonne]::V,tõusma,éirigh
971,untergehen[Sonne]::V,loojuma,fuin
972,untergehen[Sonne]::V,loojuma,téigh faoi
973,scheinen[Sonne]::V,paistma,taitin
974,scheinen[Sonne]::V,paistma,soilsigh
975,donnern::V,kõmisema,tá toirneach ann
976,wehen::V,puhuma,séid
977,strömen::V,voolama,sil
978,fließen::V,voolama,rith
979,fließen::V,voolama,snigh
980,sich drehen::V,pöörduma,cas
981,sich drehen::V,pöörduma,imrothlaigh
982,schwanken::V,kõikuma,luasc
983,schwingen::V,võnkuma,luasc
984,fallen::V,langema,tit
985,brennen::V,põlema,dóigh
986,rauchen::V,suitsema,plúch toite
987,regnen::V,sadama,báistigh
988,regnen::V,sadama,tá ag cur báistí
989,gefrieren::V,kinni külmuma,sioc
990,gefrieren::V,kinni külmuma,reoigh
991,tauen::V,sulama,leáigh
992,tauen::V,sulama,coscair
993,schmelzen::V,sulama,leáigh
994,trocknen::V,kuivama,triomaigh
995,sieden::V,keema,fiuch
996,sieden::V,keema,beirigh
997,faulen::V,mädanema,lobh
998,faulen::V,mädanema,dreoigh
999,verfaulen::V,mädanema,lobh
1000,verfaulen::V,mädanema,feoigh
1001,reißen::V,rebenema,bris
1002,versinken::V,uppuma,téigh síos
1003,vergehen::V,mööduma,téigh thart
1004,erscheinen::V,ilmuma,tar
1005,verschwinden::V,kaduma,imigh
1006,sinken::V,vajuma,tit
1007,sinken::V,vajuma,ísligh
1008,sinken::V,langema,tit
1009,sinken::V,langema,ísligh
1010,abnehmen::V,vähenema,maolaigh
1011,abnehmen::V,vähenema,laghdaigh
1012,abnehmen::V,kahenema,maolaigh
1013,abnehmen::V,kahenema,laghdaigh
1014,zunehmen::V,kasvama,méadaigh
1015,steigen::V,tõusma,éirigh
1016,steigen::V,üles minema,éirigh
1017,wachsen::V,kasvama,fás
1018,glänzen::V,läikimä,lonraigh
1019,funkeln::V,sädelema,drithligh
1020,lärmen::V,lärmama,tóg callán
1021,läuten::V,helisema,buail
1022,klingeln::V,helisema,buail
1023,klirren::V,kõlisema,cling
1024,brausen::V,kohisema,búir
1025,rauschen::V,kohisema,tá ag siosarnach
1026,klingen::V,kõlama,tá glór ag
1027,bellen::V,haukuma,amhastraigh
1028,heulen::V,uluma,glam
1029,blasen::V,puhuma,séid
1030,pfeifen::V,vilistama,lig fead
1031,schreien::V,karjuma,béic
1032,schreien::V,karjuma,glaoigh
1033,stöhnen::V,oigama,lig cnead
1034,zittern::V,värisema,crith
1035,zittern::V,värisema,creathnaigh
1036,leben::V,elama,mair
1037,leben::V,elus olema,mair
1038,geboren werden::V,sündima,rugadh
1039,atmen::V,hingama,análaigh
1040,trinken::V,jooma,ól
1041,essen::V,sööma,ith
1042,schlucken::V,neelama,slog
1043,müde werden::V,väsima,tuirsigh
1044,einschlafen::V,uinuma,tit ina chodladh
1045,schlafen::V,magama,codail
1046,aufwachen::V,ärkama,múscail
1047,aufstehen::V,ärkama,éirigh
1048,aufstehen::V,üles tõusma,éirigh
1049,sich erholen::V,puhkama,lig scíth
1050,krank werden::V,haigestuma,éirigh tinn
1051,krank werden::V,haigeks jääma,éirigh tinn
1052,krank sein::V,haige olema,tá tinn
1053,schmerzen::V,valutama,tá pian i
1054,husten::V,köhima,déan casacht
1055,genesen::V,toibuma,téarnaigh
1056,sterben::V,surema,éag
1057,sterben::V,surema,faigh bás
1058,umkommen::V,surma saama,caill
1059,sich bewegen::V,liikuma,bog
1060,sich bewegen::V,liikuma,gluais
1061,sich rühren::V,liikuma,corraigh
1062,sich erheben::V,kerkima,seas suas
1063,sich setzen::V,istet võtma,suigh
1064,hinfallen::V,kukkuma,tit
1065,hinfallen::V,maha kukkuma,tit
1066,laufen::V,kõndima,siúil
1067,schreiten::V,astuma,siúil
1068,spazierengehen::V,jalutama,téigh ag spaisteoireacht
1069,eilen::V,ruttama,deifrigh
1070,eilen::V,ruttama,brostaigh
1071,eilen::V,kiirustama,deifrigh
1072,eilen::V,kiirustama,brostaigh
1073,sich beeilen::V,ruttama,deifrigh
1074,sich beeilen::V,ruttama,déan deifir
1075,sich beeilen::V,kiirustama,deifrigh
1076,sich beeilen::V,kiirustama,déan deifir
1077,sausen::V,kihutama,luathaigh
1078,sausen::V,tormama,luathaigh
1079,rennen::V,jooksma,rith
1080,rennen::V,kihutama,rith
1081,springen::V,hüppama,léim
1082,klettern::V,ronima,dreap
1083,schaukeln::V,kiikuma,téigh ar an maide corrach
1084,kriechen::V,roomama,snámh
1085,schwimmen::V,ujuma,snámh
1086,tauchen::V,sukelduma,tum
1087,rudern::V,sõudma,iomair
1088,rudern::V,sõudma,rámhaigh
1089,fahren::V,sõitma,tiomáin
1090,fliegen::V,lendama,eitil
1091,gehen::V,käima,téigh
1092,gehen::V,minema,téigh
1093,weggehen::V,ära minema,imigh
1094,weggehen::V,välja minema,imigh
1095,abfahren::V,väljuma,imigh
1096,abfahren::V,ära sõitma,imigh
1097,anhalten::V,peatuma,stad
1098,hineingehen::V,sisenema,téigh isteach
1099,hineingehen::V,sisse minema,téigh isteach
1100,eintreten::V,sisenema,téigh isteach
1101,eintreten::V,sisse astuma,téigh isteach
1102,kommen::V,tulema,tar
1103,ankommen::V,saabuma,tar
1104,zurückkommen::V,tagasi tulema,fill
1105,bleiben::V,jääma,fan
1106,warten::V,ootama,fan
1107,erwarten::V,ootama,tá ag súil le
1108,erwarten::V,ootama,tá ag dréim le
1109,erwarten::V,lootma,tá ag súil le
1110,erwarten::V,lootma,tá ag dréim le
1111,suchen::V,otsima,lorg
1112,finden::V,leidma,faigh
1113,finden::V,leidma,aimsigh
1114,versuchen::V,püüdma,triail
1115,versuchen::V,üritama,triail
1116,versuchen::V,katsetama,triail
1117,vorbereiten::V,valmistama,réitigh
1118,lieben::V,armastama,gráigh
1119,mögen::V,sallima,taitin le
1120,mögen::V,sallima,is maith le
1121,mögen::V,meeldima,taitin le
1122,mögen::V,meeldima,is maith le
1123,lachen::V,naerma,gáir
1124,rühren::V,liigutama,téigh i bhfeidhm ar
1125,rühren::V,heldima panema,téigh i bhfeidhm ar
1126,weinen::V,nutma,goil
1127,weinen::V,nutma,caoin
1128,schimpfen::V,sõimama,tá ag clamhsán
1129,sich ärgern::V,ärrituma,tá corraithe
1130,sich ärgern::V,vihastuma,tá corraithe
1131,sich fürchten::V,kartma,tá eagla ar
1132,sich fürchten::V,hirmu tundma,tá eagla ar
1133,fürchten::V,kartma,tá eagla ar
1134,fliehen::V,põgenema,teith
1135,flüchten::V,põgenema,éalaigh
1136,sehen::V,nägema,feic
1137,anschauen::V,vaatama,dearc
1138,anschauen::V,vaatama,féach ar
1139,ansehen::V,vaatama,breathnaigh
1140,hören::V,kuulma,cluin
1141,zuhören::V,kuulama,éist
1142,probieren::V,proovima,bliais
1143,riechen::V,nuusutama,bolaigh
1144,fühlen::V,tundma,braith
1145,fühlen::V,tundma,mothaigh
1146,scheinen::V,näida,tá an chuma ar
1147,scheinen::V,ilmuda,tá an chuma ar
1148,zu sehen sein::V,ilmuma,tá le feiceáil
1149,vernehmen::V,üle kuulama,clois
1150,frieren::V,külmetada,tá fuar
1151,tun::V,tegema,déan
1152,können::V,võima,féad
1153,können::V,võima,is féidir le
1154,können::V,oskama,féad
1155,können::V,oskama,is féidir le
1156,wollen::V,tahtma,tá ag iarraidh
1157,anfangen::V,hakkama,tosaigh
1158,anfangen::V,hakkama,cuir tús le
1159,anfangen::V,alustama,tosaigh
1160,anfangen::V,alustama,cuir tús le
1161,beenden::V,lõpetama,críochnaigh
1162,beenden::V,lõpetama,cuir deireadh le
1163,aufhören::V,lakkama,stad
1164,gelingen::V,õnnestuma,éirigh le
1165,geraten::V,jõudma,tá deireadh ar
1166,öffnen::V,avama,oscail
1167,schließen::V,sulgema,dún
1168,schließen::V,sulgema,iaigh
1169,stellen::V,panema,cuir
1170,stellen::V,asetama,cuir
1171,setzen::V,panema,cuir
1172,setzen::V,panema,socraigh
1173,legen::V,panema,cuir
1174,legen::V,asetama,cuir
1175,berühren::V,riivama,teagmhaigh le
1176,berühren::V,puudutama,teagmhaigh le
1177,verbinden::V,ühendama,ceangail
1178,bedecken::V,katma,clúdaigh
1179,bedecken::V,katma,cumhdaigh
1180,aufhängen::V,riputama,croch
1181,anzünden::V,süütama,las
1182,anzünden::V,süütama,adhain
1183,aufheben::V,üles tõstma,tóg
1184,aufheben::V,üles tõstma,ardaigh
1185,zurücklassen::V,jätma,fág
1186,verlieren::V,kaotama,caill
1187,fallen lassen::V,maha pillama,lig uait
1188,fallen lassen::V,maha pillama,caith uait
1189,fallen lassen::V,kukkuda laskma,lig uait
1190,fallen lassen::V,kukkuda laskma,caith uait
1191,machen::V,tegema,déan
1192,machen::V,tegema,réitigh
1193,herstellen::V,valmistama,táirg
1194,bauen::V,ehitama,tóg
1195,reparieren::V,parandama,deisigh
1196,verbessern::V,parandama,feabhsaigh
1197,ändern::V,muutma,athraigh
1198,ändern::V,ümber tegema,athraigh
1199,graben::V,kaevama,tochail
1200,beugen::V,painutama,crom
1201,biegen::V,painutama,lúb
1202,drehen::V,keerama,cas
1203,wenden::V,ümber pöörama,tiontaigh
1204,umdrehen::V,ümber keerama,iompaigh
1205,umdrehen::V,ümber keerama,tiontaigh
1206,heben::V,tõstma,ardaigh
1207,hochheben::V,üles tõstma,tóg
1208,hochheben::V,kõrgele tõstma,tóg
1209,ergreifen::V,haarama,beir ar
1210,halten::V,hoidma,coimeád
1211,halten::V,hoidma,coinnigh
1212,drücken::V,pigistama,brúigh
1213,schieben::V,lükkama,brúigh
1214,kratzen::V,kraapima,scríob
1215,lecken::V,lakkuma,ligh
1216,lecken::V,lakkuma,leadhb
1217,beißen::V,purema,bain greim as
1218,beißen::V,hammustama,bain greim as
1219,abreißen::V,rebima,stróic
1220,abreißen::V,rebima,tarraing
1221,abreißen::V,ära rebima,stróic
1222,abreißen::V,ära rebima,tarraing
1223,abschneiden::V,ära lõikama,scoith
1224,binden::V,siduma,ceangail
1225,stecken::V,pistma,sáigh
1226,brechen::V,murdma,bris
1227,klopfen::V,koputama,cnag
1228,hauen::V,lööma,buail
1229,kleben::V,kleepima,gliúáil
1230,reiben::V,hõõruma,cuimil
1231,streichen::V,silitama,leath
1232,schleifen::V,lihvima,líomh
1233,schleifen::V,teritama,líomh
1234,schneiden::V,lõikama,gearr
1235,rütteln::V,raputama,croith
1236,schütteln::V,raputama,croith
1237,schütteln::V,loksutama,croith
1238,schwenken::V,vehkima,luasc
1239,schwenken::V,lehvitama,luasc
1240,schütten::V,kallama,doirt
1241,füllen::V,täitma,líon
1242,einwickeln::V,sisse mähkima,cuach
1243,einwickeln::V,sisse mähkima,clúdaigh
1244,tragen::V,kandma,iompair
1245,schleppen::V,tassima,tarraing
1246,schleppen::V,lohistama,tarraing
1247,ziehen::V,vedama,tarraing
1248,ziehen::V,tõmbama,tarraing
1249,aufbewahren::V,säilitama,coinnigh
1250,aufbewahren::V,alal hoidma,coinnigh
1251,werfen::V,viskama,caith
1252,fangen::V,püüdma,ceap
1253,packen::V,kinni haarama,beir ar
1254,packen::V,kinni võtma,beir ar
1255,verstecken::V,peitma,folaigh
1256,verstecken::V,peitma,cuir i bhfolach
1257,teilen::V,jagama,roinn
1258,teilen::V,jaotama,roinn
1259,schicken::V,saatma,seol
1260,bringen::V,viima,beir
1261,bringen::V,viima,tabhair
1262,hinzufügen::V,lisama,cuir le
1263,bekommen::V,saama,faigh
1264,erhalten::V,saama,faigh
1265,nehmen::V,võtma,tóg
1266,nehmen::V,võtma,glac
1267,wählen::V,valima,pioc
1268,wählen::V,valima,roghnaigh
1269,auswählen::V,valima,roghnaigh
1270,bewahren::V,hoidma,caomhnaigh
1271,behindern::V,takistama,cuir bac ar
1272,verderben::V,rikkuma,mill
1273,beschädigen::V,rikkuma,loit
1274,beschädigen::V,rikkuma,déan damáiste do
1275,zerbrechen::V,katki tegema,bris
1276,zerreißen::V,katki rebima,stiall
1277,zerstören::V,purustama,mill
1278,zerstören::V,purustama,scrios
1279,verbrennen::V,põletama,las
1280,verbrennen::V,põletama,dóigh
1281,geben::V,andma,tabhair
1282,reichen::V,andma,sín
1283,reichen::V,andma,cuir
1284,reichen::V,ulatama,sín
1285,reichen::V,ulatama,cuir
1286,schenken::V,kinkima,bronn
1287,schenken::V,kinkima,tabhair
1288,versprechen::V,lubama,geall
1289,versprechen::V,tõotama,geall
1290,wünschen::V,soovima,guigh
1291,loben::V,kiitma,mol
1292,küssen::V,suudlema,póg
1293,wiegen::V,hällitama,bog
1294,wiegen::V,hällitama,luasc
1295,zudecken::V,kaanetama,clúdaigh
1296,zudecken::V,kinni katma,clúdaigh
1297,wecken::V,äratama,dúisigh
1298,zeigen::V,näitama,taispeáin
1299,führen::V,juhatama,treoraigh
1300,lehren::V,õpetama,múin
1301,lehren::V,õpetama,teagasc
1302,unterrichten::V,õpetama,múin
1303,unterrichten::V,õpetama,teagasc
1304,aufziehen::V,üles kasvatama,tóg
1305,leiten::V,juhtima,tá i gceannas ar
1306,antreiben::V,ergutama,gríosaigh
1307,lassen::V,laskma,cuir ag
1308,einladen::V,kutsuma,cuir cuireadh ar
1309,vereinigen::V,ühendama,aontaigh
1310,besuchen::V,külastama,tabhair cuairt ar
1311,treffen::V,kohtama,cas ar
1312,treffen::V,kohtama,buail le
1313,sich versammeln::V,kogunema,bailigh
1314,sich versammeln::V,kogunema,cruinnigh
1315,spielen::V,mängima,imir
1316,spielen::V,mängima,tá ag spraoi
1317,singen::V,laulma,can
1318,tanzen::V,tantsima,rinc
1319,tanzen::V,tantsima,damhsaigh
1320,sich trennen::V,lahku minema,scar
1321,verlassen::V,maha jätma,fág
1322,retten::V,päästma,tarrtháil
1323,bewachen::V,valvama,cosain
1324,bewachen::V,valvama,gardáil
1325,schützen::V,kaitsma,cosain
1326,verteidigen::V,kaitsma,cosain
1327,sich schlagen::V,kaklema,tá ag bruíon
1328,schießen::V,tulistama,caith
1329,schießen::V,tulistama,scaoil
1330,siegen::V,võitma,bain
1331,siegen::V,võitma,buaigh
1332,ärgern::V,ärritama,cuir isteach ar
1333,ärgern::V,vihastama,cuir isteach ar
1334,schlagen::V,lööma,buail
1335,treten::V,sõtkuma,ciceáil
1336,stechen::V,pistma,sáigh
1337,stechen::V,torkama,sáigh
1338,stoßen::V,tõukama,brúigh
1339,stoßen::V,tõukama,soncáil
1340,stehlen::V,varastama,goid
1341,stören::V,segama,cuir isteach ar
1342,stören::V,häirima,cuir isteach ar
1343,belästigen::V,ahistama,cuir as do
1344,verbergen::V,peitma,ceil
1345,verbergen::V,varjama,ceil
1346,täuschen::V,petma,cuir dallamullóg ar
1347,täuschen::V,tüssama,cuir dallamullóg ar
1348,betrügen::V,petma,déan calaois ar
1349,betrügen::V,tüssama,déan calaois ar
1350,betrügen::V,truudust murtma,déan calaois ar
1351,töten::V,tapma,maraigh
1352,töten::V,surmama,maraigh
1353,wohnen::V,elama,cuir faoi
1354,wohnen::V,elama,tá ina chónaí
1355,arbeiten::V,töötama,oibrigh
1356,sammeln::V,koguma,bailigh
1357,sammeln::V,koguma,cruinnigh
1358,sammeln::V,korjama,bailigh
1359,sammeln::V,korjama,cruinnigh
1360,pflücken::V,noppima,pioc
1361,jagen::V,jahtima,seilg
1362,fischen::V,kalastama,iasc
1363,fischen::V,kala püüdma,iasc
1364,fassen::V,püüdma,beir ar
1365,hüten::V,karjatama,aoirigh
1366,treiben::V,ajama,seol
1367,treiben::V,ajama,tiomáin
1368,anbinden::V,kinni siduma,ceangail
1369,füttern::V,söötma,cothaigh
1370,füttern::V,söötma,beathaigh
1371,melken::V,lüpsma,bligh
1372,melken::V,lüpsma,crúigh
1373,hacken::V,raiuma,gearr
1374,hacken::V,lõhkuma,gearr
1375,gießen::V,kastma,uiscigh
1376,reifen::V,valmima,aibigh
1377,zubereiten::V,valmistama,cócaráil
1378,kochen::V,keetma,bruith
1379,kochen::V,keetma,beirigh
1380,backen::V,küpsetama,bácáil
1381,braten::V,praadima,róst
1382,braten::V,praadima,frioch
1383,umrühren::V,segama,measc
1384,stricken::V,kuduma,cniotáil
1385,nähen::V,õmblema,fuaigh
1386,färben::V,värvima,dathaigh
1387,reinigen::V,puhastama,glan
1388,waschen::V,pesema,nigh
1389,abwischen::V,puhtaks pühkima,glan
1390,spülen::V,uhtma,sruthlaigh
1391,fegen::V,pühkima,scuab
1392,kehren::V,pühkima,scuab
1393,baden::V,suplema,folc
1394,baden::V,kümblema,folc
1395,sich waschen::V,end pesema,nigh é féin
1396,ausziehen::V,käest võtma,bain de
1397,ausziehen::V,jalast võtma,bain de
1398,ausziehen::V,seljast võtma,bain de
1399,anziehen::V,jalga panema,cuir ar
1400,sich anziehen::V,riietuma,gléas é féin
1401,kämmen::V,kammima,cíor
1402,schmücken::V,kaunistama,maisigh
1403,sagen::V,ütlema,abair
1404,sprechen::V,rääkima,labhair
1405,sprechen::V,kõnelema,labhair
1406,reden::V,kõnelema,caintigh
1407,sich unterhalten::V,vestlema,caintigh
1408,sich unterhalten::V,vestlema,tá ag comhrá
1409,fragen::V,küsima,fiafraigh
1410,fragen::V,küsima,cuir ceist
1411,bitten::V,paluma,iarr
1412,erzählen::V,jutustama,inis
1413,erzählen::V,jutustama,eachtraigh
1414,mitteilen::V,teatama,aithris
1415,mitteilen::V,teatama,cuir in iúl
1416,mitteilen::V,teada andma,aithris
1417,mitteilen::V,teada andma,cuir in iúl
1418,nennen::V,nimetama,ainmnigh
1419,rufen::V,kutsuma,glaoigh
1420,prahlen::V,hooplema,maígh
1421,übersetzen::V,tõlkima,aistrigh
1422,denken::V,mõtlema,síl
1423,denken::V,mõtlema,ceap
1424,glauben::V,uskuma,creid
1425,bemerken::V,märkama,tabhair faoi deara
1426,erkennen::V,ära tundma,aithin
1427,begreifen::V,aru saama,tuig
1428,verstehen::V,mõistma,tuig
1429,lernen::V,õppima,foghlaim
1430,wissen::V,teadma,tá a fhios ag
1431,sich erinnern an::V,mäletama,cuimhnigh ar
1432,sich erinnern an::V,mäletama,is cuimhne ar
1433,vergessen::V,unustama,dearmad
1434,messen::V,mõõtma,tomhais
1435,zählen::V,loendama,cuntais
1436,rechnen::V,arvutama,ríomh
1437,rechnen::V,arvutama,áirigh
1438,lesen::V,lugema,léigh
1439,malen::V,maalima,péinteáil
1440,zeichnen::V,joonistama,línigh
1441,zeichnen::V,joonistama,tarraing
1442,schreiben::V,kirjutama,scríobh
1443,besitzen::V,omama,is le
1444,kaufen::V,ostma,ceannaigh
1445,verkaufen::V,müüma,díol
1446,bezahlen::V,tasuma,íoc as
1447,zahlen::V,maksma,íoc
1448,beherrschen::V,valitsema,rialaigh
1449,ertragen::V,taluma,seas
1450,ertragen::V,taluma,fulaing
1451,ertragen::V,taluma,foighnigh
