,Concept_ID,ba,hr
782,berühmt::A,данлыҡлы,slavan
783,fremd::A,ят,tuđ
784,fremd::A,ят,stran
785,fremd::A,сит,tuđ
786,fremd::A,сит,stran
787,verschieden::A,төрлө,razan
788,verschieden::A,төрлө,različan
789,nah::A,яҡын,blizak
790,fern::A,алыҫ,dalek
791,fern::A,алыҫ,daljnji
792,fern::A,йыраҡ,dalek
793,fern::A,йыраҡ,daljnji
794,linker::A,һул,lijevi
795,rechter::A,уң,desni
796,anderer::A,бутән,drugi
797,anderer::A,бутән,drugačiji
798,erster::A,тәүге,prvi
799,zweiter::A,икенсе,drugi
800,dritter::A,өсөнсө,treći
801,letzter::A,һуңғы,zadnji
802,allein::ADV,бер үҙе,sam
803,allein::ADV,яңғыҙ,sam
804,auf einmal::ADV,бер юлы,istodobno
805,zusammen::ADV,бергә,skupa
806,zusammen::ADV,бергә,zajedno
807,lange::ADV,оҙаҡ,dugo
808,plötzlich::ADV,ҡапыл,naglo
809,plötzlich::ADV,ҡапыл,iznenada
810,sofort::ADV,шунда уҡ,odmah
811,später::ADV,һуңыраҡ,kasnije
812,jetzt::ADV,хәҙер,sad
813,jetzt::ADV,хәҙер,sada
814,heute::ADV,бөгөн,danas
815,morgen::ADV,иртәгә,sutra
816,bald::ADV,тиҙҙән,skoro
817,bald::ADV,тиҙҙән,doskora
818,dann::ADV,һуңынан,zatim
819,gestern::ADV,кисә,juče
820,gestern::ADV,кисә,jučer
821,einst::ADV,ҡасандыр,negda
822,einst::ADV,ҡасандыр,nekada
823,einst::ADV,бер баҡыт,negda
824,einst::ADV,бер баҡыт,nekada
825,damals::ADV,ул саҡта,tada
826,damals::ADV,ул саҡта,onda
827,danach::ADV,һуңынан,poslije
828,danach::ADV,һуңынан,nakon toga
829,vorher::ADV,элек,prije
830,vorher::ADV,элек,prije toga
831,zuerst::ADV,башта,prvo
832,zuerst::ADV,башта,najprije
833,einmal::ADV,бер,jednom
834,einmal::ADV,бер,jedanput
835,manchmal::ADV,ҡайһы берҙә,katkad
836,manchmal::ADV,ҡайһы берҙә,katkada
837,oft::ADV,йыш,često
838,immer::ADV,һәр ҡасан,vazda
839,immer::ADV,һәр ҡасан,uvijek
840,niemals::ADV,бер ҡасан да,nikad
841,niemals::ADV,бер ҡасан да,nikada
842,niemals::ADV,бер ваҡытта ла,nikad
843,niemals::ADV,бер ваҡытта ла,nikada
844,hier::ADV,бында,tu
845,hier::ADV,бында,ovdje
846,hierhin::ADV,бында,amo
847,hierhin::ADV,бында,ovamo
848,von hier::ADV,бынан,odavde
849,von hier::ADV,ошонан,odavde
850,dort::ADV,шунда,ondje
851,dort::ADV,тегендә,ondje
852,dorthin::ADV,шунда,onamo
853,dorthin::ADV,тегеләй,onamo
854,geradeaus::ADV,тура,ravno
855,vorwärts::ADV,алға,naprijed
856,rückwärts::ADV,кирегә,natrag
857,zurück::ADV,кирегә,nazad
858,zurück::ADV,кирегә,natrag
859,unten::ADV,түбәндә,dolje
860,hinab::ADV,түбәнгә,nizbrdo
861,oben::ADV,юғарыла,gore
862,hinauf::ADV,юғарыға,uzbrdo
863,überall::ADV,бөтә урында,svuda
864,überall::ADV,бөтә урында,svagdje
865,nicht::ADV,тугел,ne
866,ein wenig::ADV,аҙ,malo
867,kaum::ADV,көскә,tek
868,kaum::ADV,көскә,jedva
869,kaum::ADV,саҡ-саҡ,tek
870,kaum::ADV,саҡ-саҡ,jedva
871,sehr::ADV,ифат,jako
872,sehr::ADV,ифат,veoma
873,so::ADV,шулай,tako
874,so::ADV,шулай,ovako
875,noch::ADV,йәнә,još
876,nur::ADV,бары,samo
877,schon::ADV,инде,već
878,wieder::ADV,тағы,opet
879,wieder::ADV,тағы,ponovo
880,vergebens::ADV,бушҡа,uzalud
881,vergebens::ADV,бушҡа,zabadava
882,vor::PRP,алдында,pred
883,vor::PRP,алдында,ispred
884,hinter::PRP,артында,za
885,hinter::PRP,артында,iza
886,unter::PRP,аҫтында,pod
887,unter::PRP,аҫтында,ispod
888,durch::PRP,үтә,po
889,durch::PRP,үтә,kroz
890,neben::PRP,эргәһендә,kraj
891,neben::PRP,эргәһендә,pored
892,neben::PRP,эргәһендә,pokraj
893,zwischen::PRP,араһында,među
894,zwischen::PRP,араһында,između
895,wegen::PRP,өсөн,radi
896,wegen::PRP,өсөн,zbog
897,wegen::PRP,сәбәпле,radi
898,wegen::PRP,сәбәпле,zbog
899,dies::PRN,был,ovo
900,dies::PRN,ошо,ovo
901,das::PRN,ул,to
902,das::PRN,ул,ono
903,alles::PRN,бөтә,sve
904,ich::PRN,мин,ja
905,du::PRN,һин,ti
906,er::PRN,ул,on
907,wir::PRN,беҙ,mi
908,ihr::PRN,һеҙ,vi
909,sie::PRN,улар,oni
910,was::FPRN,ә,što
911,was::FPRN,ни,što
912,was::FPRN,нәмә,što
913,wer::FPRN,ҡем,tko
914,wo::FADV,ҡайҙа,gdje
915,wohin::FADV,ҡайҙа,kuda
916,wohin::FADV,ҡайҙа,kamo
917,wie::FADV,инидәй,kako
918,warum::FADV,ин өсөн,zašto
919,wieviel::FNUM,күпме,koliko
920,eins::NUM,бер,jedan
921,zwei::NUM,ике,dva
922,zwei::NUM,икәү,dva
923,drei::NUM,өс,tri
924,vier::NUM,дүрт,četiri
925,fünf::NUM,биш,pet
926,sechs::NUM,алты,šest
927,sieben::NUM,ете,sedam
928,acht::NUM,һигеҙ,osam
929,neun::NUM,туғыҙ,devet
930,zehn::NUM,ун,deset
931,elf::NUM,ун бер,jedanaest
932,zwölf::NUM,ун ике,dvanaest
933,zwanzig::NUM,егерме,dvadeset
934,dreißig::NUM,утыҙ,trideset
935,vierzig::NUM,ҡырҡ,četrdeset
936,fünfzig::NUM,илле,pedeset
937,sechzig::NUM,алтмыш,šezdeset
938,siebzig::NUM,етмеш,sedamdeset
939,achtzig::NUM,һикһән,osamdeset
940,neunzig::NUM,туҡһан,devetdeset
941,hundert::NUM,йөҙ,sto
942,tausend::NUM,мең,tisuća
943,und::CNJ,да,i
944,und::CNJ,да,te
945,oder::CNJ,йәки,ili
946,stehen::V,тороу,stajati
947,sitzen::V,ултырыу,sjediti
948,liegen::V,ятыу,ležati
949,hängen::V,аҫылынып тороу,visiti
950,werden::V,булыу,postati
951,werden::V,булыу,činiti se
952,passieren::V,булыу,desiti se
953,passieren::V,булыу,dogoditi se
954,beginnen::V,башлау,početi
955,enden::V,бөтөү,prestati
956,enden::V,бөтөү,svršiti se
957,enden::V,тамамланыү,prestati
958,enden::V,тамамланыү,svršiti se
959,wechseln::V,үҙгәреү,mijenjati se
960,aufgehen[Sonne]::V,ҡалҡыу,izići
961,untergehen[Sonne]::V,байыу,zaći
962,scheinen[Sonne]::V,яҡтыртып тороу,sijati
963,donnern::V,күкрәү,grmjeti
964,wehen::V,иҫеү,duhati
965,strömen::V,ташыу,strujati
966,fließen::V,ағыу,teći
967,sich drehen::V,әйләнеү,obrtati se
968,sich drehen::V,әйләнеү,vrtjeti se
969,schwanken::V,тирбәлеү,teturati
970,schwanken::V,тирбәлеү,kolebati se
971,schwingen::V,бәүетеү,njihati
972,schwingen::V,бәүетеү,titrati
973,fallen::V,йығылыу,padati
974,brennen::V,яныу,gorjeti
975,rauchen::V,төтәү,dimiti se
976,regnen::V,ямғыр яуа,kišiti
977,regnen::V,ямғыр яуа,daždjeti
978,gefrieren::V,туңыү,smrznuti se
979,tauen::V,иреү,kopnjeti
980,tauen::V,иреү,kraviti se
981,schmelzen::V,иреү,topiti se
982,trocknen::V,кибеү,sušiti se
983,sieden::V,ҡайнау,kipjeti
984,sieden::V,ҡайнау,ključati
985,faulen::V,сереу,gnjiti
986,verfaulen::V,сереу,sagnjiti
987,reißen::V,өҙөү,otrgnuti se
988,reißen::V,йыртылыу,otrgnuti se
989,versinken::V,батыу,tonuti
990,versinken::V,батыу,propasti
991,vergehen::V,үтеү,prolaziti
992,erscheinen::V,килеп сығыу,pojaviti se
993,verschwinden::V,юғалыу,nestati
994,verschwinden::V,юғалыу,izgubiti se
995,sinken::V,түбәнәйеү,trgnuti
996,sinken::V,түбәнәйеү,spustiti se
997,abnehmen::V,кәметеү,opasti
998,zunehmen::V,артыу,povećati se
999,steigen::V,күтәрелеү,uzići
1000,steigen::V,күтәрелеү,nadoći
1001,wachsen::V,үҫеү,rasti
1002,glänzen::V,ялтырау,blistati
1003,glänzen::V,ялтырау,sjati se
1004,funkeln::V,баҙлау,svjetlucati
1005,lärmen::V,шаулау,bučati
1006,lärmen::V,шаулау,galamiti
1007,läuten::V,ҡағыу,zvoniti
1008,klingeln::V,ҡағыу,zvoniti
1009,klingeln::V,шылтыратыу,zvoniti
1010,klirren::V,шылтыратыу,zvečati
1011,brausen::V,ҡотороноу,hujati
1012,rauschen::V,шыптырлау,šumiti
1013,rauschen::V,шыптырлау,šuškati
1014,klingen::V,яңғырау,zvučati
1015,bellen::V,өрөү,lajati
1016,heulen::V,олоу,zavijati
1017,blasen::V,өрөү,puhati
1018,pfeifen::V,һызғырып ебәреү,fućkati
1019,schreien::V,ҡысҡырыу,vikati
1020,schreien::V,ҡысҡырыу,kričati
1021,stöhnen::V,уңғырашыу,stenjati
1022,zittern::V,ҡалтырау,drhtati
1023,zittern::V,ҡалтырау,trepetati
1024,leben::V,йәшәү,živjeti
1025,geboren werden::V,тыуыу,roditi se
1026,atmen::V,тын алыү,disati
1027,trinken::V,эсеү,piti
1028,essen::V,ашау,jesti
1029,schlucken::V,йотоу,gutati
1030,müde werden::V,арыу,umoriti se
1031,einschlafen::V,йоҡлап китеү,usnuti
1032,einschlafen::V,йоҡлап китеү,zaspati
1033,schlafen::V,йоҡлау,spati
1034,aufwachen::V,уяныу,probuditi se
1035,aufstehen::V,тороу,ustati
1036,sich erholen::V,ял итеү,odmoriti se
1037,krank werden::V,сирләү,oboljeti se
1038,krank werden::V,сирләү,razboljeti se
1039,krank sein::V,сирләү,bolovati
1040,schmerzen::V,ауыртыу,boljeti
1041,husten::V,йүтәлләү,kašljati
1042,genesen::V,һауығыу,ozdraviti
1043,genesen::V,һауығыу,oporaviti se
1044,sterben::V,үлеү,umrijeti
1045,umkommen::V,һәләк булыу,skapati
1046,sich bewegen::V,хәрәкәт итеү,gibati se
1047,sich bewegen::V,хәрәкәт итеү,kretati se
1048,sich rühren::V,ҡуҙғалыу,maknuti se
1049,sich erheben::V,тороу,dići se
1050,sich setzen::V,ултырыу,sjesti
1051,hinfallen::V,ҡолау,pasti
1052,laufen::V,йөрөү,hodati
1053,schreiten::V,атлау,stupati
1054,spazierengehen::V,ял итеп йороү,šetati se
1055,eilen::V,ашығыу,hitati
1056,eilen::V,ҡабаланыу,hitati
1057,sich beeilen::V,ашығыу,požuriti se
1058,sich beeilen::V,ҡабаланыу,požuriti se
1059,sausen::V,елеү,juriti
1060,rennen::V,йүгеп йөрөү,trčati
1061,springen::V,һикереү,skakati
1062,klettern::V,үрмәләү,popeti se
1063,klettern::V,үрмәләү,penjati se
1064,klettern::V,үрмәләп менеү,popeti se
1065,klettern::V,үрмәләп менеү,penjati se
1066,schaukeln::V,сайҡалыу,ljuljati se
1067,kriechen::V,шыуышыу,puzati
1068,kriechen::V,шыуышыу,gmizati
1069,schwimmen::V,йоҙөү,plivati
1070,tauchen::V,сумыу,roniti
1071,tauchen::V,сумыу,gnjuriti
1072,rudern::V,ишеү,veslati
1073,fahren::V,йөрөү,voziti se
1074,fliegen::V,осоу,letjeti
1075,fliegen::V,осоу,lijetati
1076,gehen::V,барыу,ići
1077,weggehen::V,китеү,otići
1078,abfahren::V,сығыу,krenuti
1079,abfahren::V,сығыу,otputovati
1080,anhalten::V,тукталыу,stati
1081,anhalten::V,тукталыу,zaustaviti
1082,hineingehen::V,инеү,ulaziti
1083,eintreten::V,инеү,ući
1084,kommen::V,килеү,doći
1085,ankommen::V,килеү,stići
1086,zurückkommen::V,ҡайтыу,vratiti se
1087,zurückkommen::V,ҡайтыу,povratiti se
1088,bleiben::V,ҡалыу,ostati
1089,warten::V,көтөп тороу,čekati
1090,erwarten::V,көтөү,očekivati
1091,suchen::V,эҙләү,tražiti
1092,finden::V,табыу,naći
1093,versuchen::V,тырышып ҡарау,pokušati
1094,vorbereiten::V,әҙерләү,spremiti
1095,vorbereiten::V,әҙерләү,pripremiti
1096,lieben::V,яратыу,voljeti
1097,mögen::V,һөйөү,voljeti
1098,mögen::V,яратыу,voljeti
1099,lachen::V,көлөү,smijati se
1100,rühren::V,ҡағылыу,taknuti
1101,weinen::V,илау,plakati
1102,schimpfen::V,һүгенеү,psovati
1103,schimpfen::V,тиргәнеү,psovati
1104,schimpfen::V,һуҡраныу,psovati
1105,sich ärgern::V,асыуланыу,ljutiti se
1106,sich fürchten::V,ҡурҡыу,bojati se
1107,fürchten::V,ҡурҡыу,bojati se
1108,fliehen::V,ҡасыу,pobjeći
1109,flüchten::V,ҡасыу,utjeći
1110,sehen::V,күреү,vidjeti
1111,anschauen::V,ҡарау,ogledati
1112,ansehen::V,ҡарау,gledati
1113,ansehen::V,тикшереү,gledati
1114,hören::V,ишетеү,čuti
1115,zuhören::V,тыңлау,slušati
1116,probieren::V,татыу,probati
1117,riechen::V,еҫкәү,osjećati miris
1118,fühlen::V,тойоу,osjećati
1119,scheinen::V,кеүек күренеү,činiti se
1120,scheinen::V,тойолоу,činiti se
1121,zu sehen sein::V,күренеү,biti vidljiv
1122,vernehmen::V,ишетеү,saznati
1123,frieren::V,туңыү,zima je
1124,tun::V,яһау,raditi
1125,tun::V,әшләү,raditi
1126,können::V,алыу,moći
1127,können::V,мөмкин булыу,moći
1128,wollen::V,теләү,htjeti
1129,anfangen::V,башлау,početi
1130,beenden::V,бөтөрөү,svršiti
1131,beenden::V,бөтөрөү,dovršiti
1132,beenden::V,тамамлау,svršiti
1133,beenden::V,тамамлау,dovršiti
1134,aufhören::V,туктау,prestati
1135,gelingen::V,уңышлы булыу,uspjeti
1136,geraten::V,булып сығыу,desiti se
1137,öffnen::V,асыу,otvoriti
1138,schließen::V,йомоу,zatvoriti
1139,stellen::V,ҡуйыу,metnuti
1140,stellen::V,ҡуйыу,postaviti
1141,setzen::V,урынлаштырыу,posaditi
1142,legen::V,һалыу,polagati
1143,berühren::V,тейеү,doticati
1144,berühren::V,тейеү,dodirivati
1145,berühren::V,ҡағылыу,doticati
1146,berühren::V,ҡағылыу,dodirivati
1147,verbinden::V,ҡушыу,spojiti
1148,verbinden::V,ҡушыу,zavezati
1149,verbinden::V,бәйләү,spojiti
1150,verbinden::V,бәйләү,zavezati
1151,bedecken::V,ҡаплау,pokriti
1152,aufhängen::V,элеү,objesiti
1153,anzünden::V,тоҡандырыу,upaliti
1154,anzünden::V,тоҡандырыу,zapaliti
1155,aufheben::V,мендереү,podići
1156,aufheben::V,мендереү,podignuti
1157,zurücklassen::V,ҡалдырыу,ostaviti
1158,zurücklassen::V,ҡалдырыу,pustiti natrag
1159,verlieren::V,юғалтыу,izgubiti
1160,fallen lassen::V,төшөрөп ебәреү,ispustiti
1161,machen::V,яһау,uraditi
1162,machen::V,яһау,načiniti
1163,machen::V,яһау,napraviti
1164,machen::V,эшләү,uraditi
1165,machen::V,эшләү,načiniti
1166,machen::V,эшләү,napraviti
1167,herstellen::V,эшләп сығарыу,proizvesti
1168,bauen::V,төҙөү,graditi
1169,reparieren::V,төҙәтеү,popraviti
1170,verbessern::V,яҡшыртыу,poboljšati
1171,ändern::V,үҙгәртеү,promijeniti
1172,graben::V,ҡаҙыу,kopati
1173,graben::V,ҡаҙыу,kopkati
1174,beugen::V,бөгөү,saviti
1175,biegen::V,бөгөү,saviti
1176,biegen::V,бөгөү,sagnuti
1177,drehen::V,өйрөлтөү,vrtjeti
1178,drehen::V,әйләндереү,vrtjeti
1179,wenden::V,әйләндереү,obrnuti
1180,umdrehen::V,түңкәреү,okrenuti
1181,umdrehen::V,түңкәреү,prevŕnuti
1182,heben::V,күтәреү,dizati
1183,heben::V,мендереү,dizati
1184,hochheben::V,күтәреү,dignuti
1185,ergreifen::V,тотоп алыу,uhvatiti
1186,ergreifen::V,тотоп алыу,prihvatiti
1187,halten::V,тотоу,držati
1188,drücken::V,ҡыҫыу,pritiskivati
1189,schieben::V,этеү,gurati
1190,schieben::V,төртөү,gurati
1191,kratzen::V,ҡырыу,česati
1192,kratzen::V,ҡырыу,grepsti
1193,lecken::V,ялау,lizati
1194,beißen::V,тешләү,ujesti
1195,beißen::V,тешләү,gristi
1196,abreißen::V,өҙөү,otkinuti
1197,abschneiden::V,ҡырҡыу,odrezati
1198,binden::V,бәйләү,vezati
1199,stecken::V,ҡаҙау,turiti
1200,brechen::V,боҙоу,slomiti
1201,klopfen::V,шаҡылдау,lupati
1202,klopfen::V,шаҡылдау,kucati
1203,hauen::V,туҡмау,tući
1204,hauen::V,туҡмау,udarati
1205,kleben::V,йәбештереү,lijepiti
1206,reiben::V,ыуыу,trti
1207,reiben::V,ышҡыу,trti
1208,streichen::V,яғыу,namazati
1209,schleifen::V,үткерләү,brusiti
1210,schneiden::V,ҡырҡыу,rezati
1211,rütteln::V,һелкетеү,drmati
1212,schütteln::V,һелкетеү,tresti
1213,schwenken::V,болғау,mahati
1214,schütten::V,ҡойоу,sipati
1215,schütten::V,ҡойоу,lijevati
1216,füllen::V,тултырыу,napuniti
1217,einwickeln::V,төрөү,umotati
1218,einwickeln::V,төрөү,zamotati
1219,tragen::V,алып барыу,nositi
1220,schleppen::V,һөйрәү,tegliti
1221,ziehen::V,тартыу,vući
1222,aufbewahren::V,һаҡлау,čuvati
1223,werfen::V,ырғытыу,bacati
1224,fangen::V,тотоу,loviti
1225,fangen::V,тотоу,hvatati
1226,packen::V,етеү,ščepati
1227,packen::V,етеү,zgrabiti
1228,packen::V,тотоп алыу,ščepati
1229,packen::V,тотоп алыу,zgrabiti
1230,verstecken::V,йәшереү,sakriti
1231,teilen::V,бүлеү,podijeliti
1232,schicken::V,ебәреү,slati
1233,bringen::V,килтереү,donijeti
1234,hinzufügen::V,өтәү,dodati
1235,hinzufügen::V,өтәү,pridati
1236,bekommen::V,алыу,dobiti
1237,erhalten::V,алыу,primiti
1238,nehmen::V,алыу,uzeti
1239,wählen::V,һайлаү,izabrati
1240,auswählen::V,һайлап алыу,odabrati
1241,bewahren::V,һаҡлау,sačuvati
1242,behindern::V,тотҡарлыҡ яһау,smetati
1243,verderben::V,боҙоу,pokvariti
1244,beschädigen::V,боҙоу,oštetiti
1245,zerbrechen::V,ҡыйратыу,razbiti
1246,zerbrechen::V,ҡыйратыу,prelomiti
1247,zerreißen::V,йыртыу,poderati
1248,zerreißen::V,йыртыу,rastrgnuti
1249,zerstören::V,емереү,razoriti
1250,zerstören::V,емереү,razrušiti
1251,verbrennen::V,үртәү,spaliti
1252,verbrennen::V,үртәү,sagorjeti
1253,geben::V,биреү,dati
1254,reichen::V,биреү,pružiti
1255,schenken::V,бүләк итеү,darivati
1256,versprechen::V,вәғәҙә биреү,obećati
1257,wünschen::V,теләу,željeti
1258,loben::V,маҡтау,hvaliti
1259,küssen::V,үбеү,ljubiti
1260,wiegen::V,бәүетеү,njihati
1261,wiegen::V,бәүетеү,ljuljati
1262,wiegen::V,тирбәтеү,njihati
1263,wiegen::V,тирбәтеү,ljuljati
1264,zudecken::V,ҡаплау,pokriti
1265,wecken::V,уятыу,probuditi
1266,zeigen::V,күрһәтеү,pokazati
1267,führen::V,етәкләү,voditi
1268,lehren::V,уҡытыу,učiti
1269,lehren::V,өйрәтеү,učiti
1270,unterrichten::V,уҡытыу,poučiti
1271,aufziehen::V,тәрбиәле,uzgajati
1272,leiten::V,етәкләү,upravljati
1273,leiten::V,етәкселек итеү,upravljati
1274,antreiben::V,ашыҡтырыу,natjeravati
1275,lassen::V,мәжбүр итеү,dati
1276,einladen::V,саҡырыу,pozvati
1277,vereinigen::V,берләштереү,ujediniti
1278,besuchen::V,килеп сығыу,posjetiti
1279,treffen::V,тойоү,sresti
1280,treffen::V,осратыу,sresti
1281,treffen::V,ҡаршылау,sresti
1282,sich versammeln::V,йыйылыу,okupiti se
1283,spielen::V,тартыу,igrati se
1284,singen::V,йырлау,pjevati
1285,tanzen::V,бейеү,plesati
1286,sich trennen::V,айырылышыу,razići se
1287,verlassen::V,ташлау,ostaviti
1288,verlassen::V,ташлау,napustiti
1289,verlassen::V,ташлап китеү,ostaviti
1290,verlassen::V,ташлап китеү,napustiti
1291,retten::V,ҡотҡарыу,spasiti
1292,bewachen::V,һаҡлау,čuvati
1293,bewachen::V,һаҡлау,stražariti
1294,schützen::V,һаҡлау,čuvati
1295,verteidigen::V,яҡлау,obraniti
1296,sich schlagen::V,һуғышыу,biti se
1297,sich schlagen::V,һуғышыу,udariti se
1298,schießen::V,атыу,pucati
1299,schießen::V,атыу,strijeljati
1300,siegen::V,еңеү,pobijediti
1301,ärgern::V,асыуландырыу,ljutiti
1302,schlagen::V,бәреү,biti
1303,schlagen::V,бәреү,udariti
1304,schlagen::V,туҡмау,biti
1305,schlagen::V,туҡмау,udariti
1306,treten::V,тибеү,šutnuti
1307,treten::V,типкеләү,šutnuti
1308,stechen::V,сәнсеү,ubosti
1309,stoßen::V,этеү,gurnuti
1310,stoßen::V,төртөү,gurnuti
1311,stehlen::V,урлау,ukrasti
1312,stören::V,ҡамасаулау,smetati
1313,belästigen::V,бимазалау,smetati
1314,belästigen::V,бимазалау,dosaditi
1315,belästigen::V,ҡамасаулау,smetati
1316,belästigen::V,ҡамасаулау,dosaditi
1317,verbergen::V,йәшереү,skriti
1318,täuschen::V,ултыртыу,obmanuti
1319,betrügen::V,алдау,prevarati
1320,töten::V,үлтереү,ubiti
1321,wohnen::V,йәшәү,stanovati
1322,arbeiten::V,эшләү,raditi
1323,sammeln::V,йыйыу,sabrati
1324,pflücken::V,өҙөү,ubrati
1325,jagen::V,аулау,loviti
1326,fischen::V,аулау,ribati
1327,fischen::V,аулау,loviti ribu
1328,fassen::V,тотоу,uloviti
1329,hüten::V,көтөү,pasti
1330,treiben::V,ҡыуыу,goniti
1331,anbinden::V,бәйләү,privezati
1332,füttern::V,ашатыу,hraniti
1333,melken::V,һауыү,musti
1334,hacken::V,турау,sjeckati
1335,hacken::V,тапау,sjeckati
1336,gießen::V,ҡойоу,politi
1337,reifen::V,өлғөрөү,sazreti
1338,zubereiten::V,бешереү,prigotoviti
1339,kochen::V,бешереү,kuhati
1340,backen::V,бешереү,peći
1341,braten::V,ҡурыу,peći
1342,braten::V,ҡурыу,pržiti
1343,umrühren::V,ҡатнаштырыу,promiješati
1344,stricken::V,бәйләү,plesti
1345,nähen::V,тегеү,šiti
1346,färben::V,буяу,obojiti
1347,reinigen::V,таҙартыу,očistiti
1348,reinigen::V,таҙартыу,počistiti
1349,waschen::V,йыуыу,prati
1350,abwischen::V,һөртөү,otrti
1351,spülen::V,сайҡау,isprati
1352,spülen::V,сайҡау,oplakati
1353,fegen::V,һепереү,mesti
1354,fegen::V,һепереү,pomesti
1355,kehren::V,һепереү,mesti
1356,baden::V,һыу инеү,kupati se
1357,sich waschen::V,йыуыныу,umiti se
1358,sich waschen::V,йыуыныу,prati se
1359,ausziehen::V,сисеү,svući
1360,anziehen::V,кейеү,obući
1361,sich anziehen::V,кейенеү,obući se
1362,kämmen::V,тарау,češljati
1363,schmücken::V,биҙәү,uresiti
1364,schmücken::V,биҙәү,nakititi
1365,sagen::V,әйтеү,reći
1366,sagen::V,әйтеү,kazati
1367,sprechen::V,әйтеү,govoriti
1368,sprechen::V,һөйләшеү,govoriti
1369,reden::V,һөйләшеү,govoriti
1370,reden::V,һөйләшеү,besjediti
1371,sich unterhalten::V,әңгәмәләшеү,razgovarati se
1372,fragen::V,һорау,pitati
1373,bitten::V,үтенеү,moliti
1374,erzählen::V,һөйләү,ispričati
1375,erzählen::V,һөйләү,pripovjediti
1376,mitteilen::V,әйтеү,saopćiti
1377,nennen::V,атау,nazvati
1378,nennen::V,исемләү,nazvati
1379,rufen::V,саҡырыу,zvati
1380,rufen::V,саҡырыу,dozvati
1381,prahlen::V,маҡтаныу,hvalisati se
1382,prahlen::V,шапырыныу,hvalisati se
1383,übersetzen::V,тәржемә итеү,prevesti
1384,denken::V,уйлау,misliti
1385,glauben::V,ышаныу,vjerovati
1386,bemerken::V,күреү,zapaziti
1387,bemerken::V,күреү,primijetiti
1388,erkennen::V,таныу,prepoznati
1389,begreifen::V,аңлау,pojmiti
1390,begreifen::V,аңлау,shvatiti
1391,verstehen::V,аңлау,razabrati
1392,lernen::V,өйрәнеү,učiti se
1393,wissen::V,белеү,znati
1394,sich erinnern an::V,хәтергә алыу,sjetiti se
1395,vergessen::V,онотоу,zaboraviti
1396,messen::V,үлсәү,mjeriti
1397,zählen::V,һанау,brojiti
1398,rechnen::V,һанау,računati
1399,lesen::V,уҡыу,čitati
1400,malen::V,һүрәт яһау,slikati
1401,malen::V,рәсем төшөрөү,slikati
1402,zeichnen::V,һүрәт яһау,crtati
1403,zeichnen::V,рәсем төшөрөү,crtati
1404,schreiben::V,яҙыу,pisati
1405,besitzen::V,биләү,imati
1406,besitzen::V,биләү,posjedovati
1407,kaufen::V,һатып алыу,kupiti
1408,verkaufen::V,һатыу,prodati
1409,verkaufen::V,һатыу,raspačati
1410,bezahlen::V,түләү,platiti
1411,zahlen::V,түләү,plaćati
1412,beherrschen::V,биләү,vladati
1413,beherrschen::V,биләү,gospodariti
1414,ertragen::V,түҙеү,trpjeti
1415,ertragen::V,түҙеү,podnijeti
