,Concept_ID,ko,it
201,Schmetterling::N,나비,farfalla
202,Beere::N,장과,bacca
203,Apfel::N,사과,mela
204,Pilz::N,고방이,fungo
205,Zwiebel::N,양파,cipolla
206,Saat::N,씨,semente
207,Korn::N,알맹이,grano
208,Heu::N,건초,fieno
209,Schale::N,피상,buccia
210,Falle::N,함정,tràppola
211,Schlinge::N,올가미,laccio
212,Schlinge::N,멜빵붕대,laccio
213,Spur::N,발지국,traccia
214,Asche::N,재,cenere
215,Dreck::N,똥,fango
216,Dreck::N,오물,fango
217,Eisen::N,쇠,ferro
218,Eisen::N,철,ferro
219,Gold::N,항금,oro
220,Silber::N,은,argento
221,Kohle::N,슻,carbone
222,Glas::N,유리,vetro
223,Lehm::N,찰흙,argilla
224,Sand::N,모래,arena
225,Sand::N,모래,sabbia
226,Mensch::N,사람,uomo
227,Mensch::N,사람,èssere umano
228,Mann::N,남자,uomo
229,Frau::N,여자,donna
230,Kind::N,아이,bambino
231,Junge::N,소녁,ragazzo
232,Mädchen::N,소녀,ragazza
233,Familie::N,가족,famiglia
234,Großvater::N,할아버지,nonno
235,Großmutter::N,할머니,nonna
236,Eltern::N,어버오,genitori
237,Vater::N,아버지,padre
238,Mutter::N,어머니,madre
239,Sohn::N,아들,figlio
240,Tochter::N,딸기,figlia
241,Bruder::N,형제,fratello
242,Schwester::N,누이,sorella
243,Onkel::N,백부,zio
244,Tante::N,아주머니,zia
245,Ehemann::N,남편,marito
246,Ehefrau::N,아내,moglie
247,Freude::N,기쁨,gioia
248,Freude::N,기쁨,piacere
249,Gelächter::N,웃음,risata
250,Glück::N,즐거움,felicità
251,Kummer::N,슬픔,afflizione
252,Wunsch::N,소망,desiderio
253,Geist::N,할기,mente
254,Geist::N,할기,spìrito
255,Gedanke::N,상념,idea
256,Gedanke::N,상념,pensiero
257,Gedächtnis::N,기억,memoria
258,Verstand::N,분별,intelletto
259,Verstand::N,지능,intelletto
260,Sinn::N,센스,senso
261,Sinn::N,센스,significato
262,Grund::N,까닭,causa
263,Grund::N,까닭,motivo
264,Grund::N,까닭,ragione
265,Wahrheit::N,참,verità
266,Wahrheit::N,진실,verità
267,Gespräch::N,대화,discorso
268,Gespräch::N,대화,conversazione
269,Märchen::N,동화,fiaba
270,Märchen::N,동화,fàvola
271,Erzählung::N,이야기,racconto
272,Erzählung::N,이야기,narrazione
273,Neuigkeit::N,뉴스,notizia
274,Name::N,이름,nome
275,Rätsel::N,수수께끼,indovinello
276,Rede::N,연설,discorso
277,Sprache::N,말,lingua
278,Sprache::N,말,linguaggio
279,Stimme::N,목소리,voce
280,Wort::N,낱말,parola
281,Zeichen::N,신호,segno
282,Zeichen::N,신호,segnale
283,Ruf::N,부름,chiamata
284,Lärm::N,소동,chiasso
285,Lärm::N,소동,strèpito
286,Laut::N,음성,suono
287,Ton::N,목소리,tono
288,Lied::N,노래,canto
289,Lied::N,노래,canzone
290,Ruhe::N,쉼,calma
291,Ruhe::N,쉼,tranquillità
292,Leute::N,사람들,gente
293,Volk::N,국중,pòpolo
294,Arbeit::N,근로,lavoro
295,Arbeit::N,너무,lavoro
296,Gast::N,손님,òspite
297,Gast::N,손님,invitato
298,Geschenk::N,행하,regalo
299,Spiel::N,무리,gioco
300,Gesellschaft::N,교제,compagnìa
301,Hilfe::N,거들음,aiuto
302,Hilfe::N,거들음,soccorso
303,Hilfe::N,보좌,aiuto
304,Hilfe::N,보좌,soccorso
305,Freund::N,친구,amico
306,Kamerad::N,동실자,camerata
307,Angelegenheit::N,용무,affare
308,Angelegenheit::N,용무,faccenda
309,Anzahl::N,어떤,nùmero
310,Anzahl::N,어떤,quantità
311,Anzahl::N,수,nùmero
312,Anzahl::N,수,quantità
313,Art::N,정류,tipo
314,Art::N,정류,specie
315,Stück::N,일부분,pezzo
316,Teil::N,몱,parte
317,Teil::N,구훠,parte
318,Hälfte::N,2분의,metà
319,Kreis::N,고리,cìrcolo
320,Kreuz::N,열십자,croce
321,Linie::N,선,lìnea
322,Strich::N,스침,tratto
323,Abstand::N,거리,distanza
324,Entfernung::N,거리,distanza
325,Entfernung::N,거리,lontananza
326,Gegend::N,곳,regione
327,Gegend::N,부금,regione
328,Platz::N,장소,posto
329,Platz::N,장소,spazio
330,Ort::N,장소,luogo
331,Ort::N,장소,località
332,Seite::N,옆면,lato
333,Seite::N,옆면,parte
334,Mitte::N,궁간,mezzo
335,Mitte::N,궁간,centro
336,Gegenstand::N,항목,oggetto
337,Sache::N,뭉에,cosa
338,Rand::N,가,orlo
339,Rand::N,가,bordo
340,Kante::N,귀퉁,spìgolo
341,Ecke::N,구석,canto
342,Spitze::N,끝,punta
343,Spitze::N,참단,punta
344,Ende::N,말당,capo
345,Ende::N,말당,estremità
346,Loch::N,빙옷,buco
347,Winkel::N,각도,àngolo
348,Muster::N,본,disegno
349,Muster::N,견복,disegno
350,Größe::N,신장,taglia
351,Größe::N,신장,grandezza
352,Länge::N,길이긺,lunghezza
353,Höhe::N,높이,altezza
354,Gewicht::N,추,peso
355,Menge::N,수양,quantità
356,Haufen::N,퇴적,cùmulo
357,Haufen::N,퇴적,mucchio
358,Reihe::N,열,fila
359,Boot::N,보트,barca
360,Boot::N,보트,battello
361,Ruder::N,노,remo
362,Schlitten::N,썰매,slitta
363,Ski::N,스키,sci
364,Lagerfeuer::N,캠프의 모닥불,falò
365,Lagerfeuer::N,캠프의 모닥불,fuoco di bivacco
366,Last::N,무거운짐,càrico
367,Gang::N,걸음,andata
368,Schritt::N,보조,passo
369,Norden::N,북쪽 ,nord
370,Norden::N,북쪽 ,settentrione
371,Süden::N,남쪽,sud
372,Süden::N,남쪽,meridione
373,Westen::N,서쪽,òvest
374,Westen::N,서쪽,occidente
375,Osten::N,동쪽,est
376,Osten::N,동쪽,oriente
377,Holz::N,목재,legno
378,Brett::N,마루널,asse
379,Brett::N,마루널,tàvola
380,Platte::N,탤,lastra
381,Platte::N,탤,piastra
382,Platte::N,금속판,lastra
383,Platte::N,금속판,piastra
384,Stütze::N,버팀목,supporto
385,Stange::N,장대,sbarra
386,Stange::N,장대,pèrtica
387,Stock::N,막대기,verga
388,Stock::N,막대기,bastone
389,Stock::N,막대기,bacchetta
390,Stab::N,작대기,asta
391,Rohr::N,갈대,tubo
392,Haus::N,집,casa
393,Heim::N,집,casa
394,Ofen::N,아궁이,stufa
395,Fußboden::N,마루,pavimento
396,Tisch::N,탁자,tàvolo
397,Stuhl::N,의자,sedia
398,Wiege::N,발상지,culla
399,Bett::N,침대,letto
400,Regal::N,서가,scaffale
401,Kiste::N,짐궤,cassa
402,Fenster::N,눔,finestra
403,Tür::N,문,porta
404,Tor::N,대문,portone
405,Zaun::N,담장,recinto
406,Dach::N,지붕,tetto
407,Leiter::N,사닥다리,scala
408,Leiter::N,사닥다리,scala a pioli
409,Besen::N,비,scopa
410,Spaten::N,가래,vanga
411,Schaufel::N,삽,pala
412,Gabel::N,갈래,forchetta
413,Löffel::N,숟가락,cucchiaio
414,Messer::N,나이프,coltello
415,Nagel::N,발툽,chiodo
416,Netz::N,그물,rete
417,Haken::N,갈고리,uncino
418,Griff::N,움켜쥠,mànico
419,Griff::N,움켜쥠,maniglia
420,Schloss::N,자물쇠,serratura
421,Bild::N,그림,quadro
422,Bild::N,그림,immàgine
423,Figur::N,몸메,figura
424,Puppe::N,인형,bàmbola
425,Beutel::N,클,borsa
426,Beutel::N,클,sacchetto
427,Bündel::N,자근다발,fascio
428,Bündel::N,자근다발,fagotto
429,Tasche::N,가방,borsa
430,Eimer::N,동이,secchio
431,Deckel::N,뚜껑,coperchio
432,Geschirr::N,식시,stoviglie
433,Sack::N,조갑,sacco
434,Tasse::N,차잔,tazza
435,Topf::N,단지,pèntola
436,Kessel::N,주전자,paiolo
437,Kessel::N,주전자,calderone
438,Essen::N,먹기,pasto
439,Essen::N,먹기,mangiare
440,Nahrung::N,식료,cibo
441,Nahrung::N,식료,alimento
442,Speise::N,음식물,piatto
443,Fleisch::N,고기,carne
444,Getreide::N,곡물,cereali
445,Brei::N,젤리,purè
446,Brei::N,젤리,pappa
447,Brot::N,빵,pane
448,Scheibe::N,원반,fetta
449,Scheibe::N,원반,trancia
450,Fett::N,기름,grasso
451,Butter::N,버터,burro
452,Öl::N,올리브유,olio
453,Salz::N,소금,sale
454,Suppe::N,국,zuppa
455,Suppe::N,국,minestra
456,Suppe::N,수프,zuppa
457,Suppe::N,수프,minestra
458,Honig::N,감미,miele
459,Milch::N,유즙,latte
460,Tee::N,차,tè
461,Leder::N,가죽,pelle
462,Wolle::N,양털,lana
463,Stoff::N,패료,panno
464,Stoff::N,패료,tessuto
465,Nadel::N,바늘,ago
466,Faden::N,콘실,filo
467,Knopf::N,단추,bottone
468,Knoten::N,곁절,nodo
469,Farbe::N,색,pittura
470,Kleidung::N,옷입기,vestiti
471,Kleidung::N,옷입기,vestiario
472,Hemd::N,속옷,camicia
473,Kragen::N,깃,bàvero
474,Kragen::N,깃,colletto
475,Ärmel::N,소매,mànica
476,Hose::N,바지,calzoni
477,Gürtel::N,밴드,cintura
478,Mütze::N,모자,berretto
479,Schuh::N,구두,scarpa
480,Stiefel::N,장화,stivale
481,Ring::N,고리,anello
482,Band::N,리본,nastro
483,Band::N,리본,fettuccia
484,Kamm::N,빗,pèttine
485,Spiegel::N,거울,specchio
486,Riemen::N,가죽끈,cinghia
487,Schnur::N,밧줄,corda
488,Leine::N,고삐줄,guinzaglio
489,Decke::N,이부자리,coperta
490,Kissen::N,깔개,cuscino
491,Kissen::N,깔개,guanciale
492,Tuch::N,천,fazzoletto
493,Handtuch::N,수건,asciugamano
494,Kraft::N,세력,forza
495,Stärke::N,힘,forza
496,Stärke::N,힘,vigore
497,Stärke::N,힘,fortezza
498,Gesundheit::N,위생,salute
499,Krankheit::N,병,malattìa
500,Schmerz::N,아픔고통,dolore
501,Wunde::N,상처,piaga
502,Wunde::N,상처,ferita
503,Fieber::N,열별,febbre
504,Arznei::N,약,fàrmaco
505,Arznei::N,약,medicina
506,Brücke::N,교량,ponte
507,Brunnen::N,원천,pozzo
508,Weide::N,목장,pàscolo
509,Pfad::N,좁은길,sentiero
510,Weg::N,길,via
511,Weg::N,길,cammino
512,Straße::N,길,strada
513,Dorf::N,촌,paese
514,Dorf::N,촌,villaggio
515,Dorf::N,촌락,paese
516,Dorf::N,촌락,villaggio
517,Stadt::N,도시,città
518,Brief::N,서한,lèttera
519,Buch::N,책,libro
520,Buchstabe::N,문자,lèttera
521,Zeitung::N,신문,giornale
522,Leben::N,삶,vita
523,Tod::N,죽음,morte
524,Grab::N,무덤,tomba
525,Grab::N,무덤,sepolcro
526,Kirche::N,교회,chiesa
527,Sünde::N,부정,peccato
528,Gott::N,하느님,dio
529,Arbeiter::N,일하는사람,operaio
530,Arbeiter::N,일하는사람,lavoratore
531,Chef::N,사장,capo
532,Chef::N,사장,padrone
533,Meister::N,명인,mastro
534,Meister::N,명인,maestro
535,Meister::N,대가,mastro
536,Meister::N,대가,maestro
537,Arzt::N,의사,mèdico
538,Arzt::N,의사,dottore
539,Lehrer::N,교사,professore
540,Geld::N,돈,soldi
541,Geld::N,돈,denaro
542,Geschäft::N,일,affare
543,Geschäft::N,일,negozio
544,Laden::N,가게,negozio
545,Preis::N,가격,prezzo
546,Ware::N,상품,merce
547,Nutzen::N,이익,ùtile
548,Nutzen::N,이익,profitto
549,Reichtum::N,많음,ricchezza
550,Welt::N,세상,mondo
551,Land::N,지방,paese
552,Staat::N,국가,Stato
553,König::N,국왕,re
554,Macht::N,힘,potere
555,Grenze::N,국경,confine
556,Grenze::N,국경,frontiera
557,Krieg::N,전쟁,guerra
558,Feind::N,적,nemico
559,Gewalt::N,권력,violenza
560,Kampf::N,전투,lotta
561,Bogen[Waffe]::N,활,arco
562,Pfeil::N,화살,freccia
563,Gewehr::N,무기,fucile
564,Fehler::N,오류,errore
565,Fehler::N,오류,sbaglio
566,Lüge::N,거짓말,bugìa
567,Lüge::N,거짓말,menzogna
568,Schaden::N,손상,danno
569,Unglück::N,불행,sfortuna
570,Schuld::N,부채,colpa
571,Alter::N,연령,età
572,Schluss::N,마감,fine
573,Zeit::N,때,tempo
574,Zeit::N,시간,tempo
575,Tag::N,하루,giorno
576,Tag::N,하루,giornata
577,Morgen::N,이침,mattina
578,Mittag::N,대낮,mezzogiorno
579,Abend::N,저녁,sera
580,Abend::N,저녁,serata
581,Nacht::N,밤,notte
582,Woche::N,근무일,settimana
583,Monat::N,달,mese
584,Jahr::N,해,anno
585,Frühling::N,봄,primavera
586,Sommer::N,여름,estate
587,Herbst::N,가을,autunno
588,Winter::N,겨울,inverno
589,Januar::N,일월,gennaio
590,Februar::N,이월,febbraio
591,März::N,삼월,marzo
592,April::N,사월,aprile
593,Mai::N,오월,maggio
594,Juni::N,유월,giugno
595,Juli::N,칠월,luglio
596,August::N,팔월,agosto
597,September::N,구월,settembre
598,Oktober::N,시월,ottobre
599,November::N,십일월,novembre
600,Dezember::N,십이월,dicembre
601,Montag::N,월요일,lunedì
602,Dienstag::N,화요일,martedì
603,Mittwoch::N,수요일,mercoledì
604,Donnerstag::N,모교일,giovedì
605,Freitag::N,그묘일,venerdì
606,Samstag::N,토요일,sàbato
607,Sonntag::N,일요일,domenica
608,groß::A,큰,grande
609,klein::A,자근,pìccolo
610,lang::A,긴,lungo
611,kurz::A,짧은,corto
612,breit::A,넓은,largo
613,schmal::A,좁은,stretto
614,dicht::A,농밀한,denso
615,dick[Gegenstand]::A,두꺼운,spesso
616,dünn::A,얇은,sottile
617,fein::A,미세한,fine
618,fein::A,미세한,delicato
619,fest::A,굳은,sodo
620,fest::A,굳은,fisso
621,flach::A,얕은,piano
622,flach::A,얕은,piatto
623,glatt::A,반들반들한,liscio
624,hart::A,굳은,duro
625,weich::A,연한,molle
626,rund::A,둥근,rotondo
627,spitz::A,뾰족한,aguzzo
628,spitz::A,뾰족한,appuntito
629,scharf::A,날카로운,affilato
630,scharf::A,날카로운,tagliente
631,stumpf::A,무딘,smussato
632,schwer::A,무거운,pesante
633,schön::A,멋진,bello
634,heiß::A,뜨거운,caldo
635,heiß::A,뜨거운,bollente
636,warm::A,따뜻한,caldo
637,kalt::A,찬,freddo
638,kühl::A,서늘한,fresco
639,frisch::A,신선한,fresco
640,feucht::A,축축한,ùmido
641,nass::A,젖은,bagnato
642,trocken::A,마른,secco
643,voll::A,완전한,pieno
644,leer::A,빈,vuoto
645,offen::A,열린,aperto
646,geschlossen::A,닫힌,chiuso
647,sauber::A,깨끗한,netto
648,sauber::A,깨끗한,pulito
649,schmutzig::A,더러운,sporco
650,schmutzig::A,더러운,sùdicio
651,roh::A,날게잇의,crudo
652,reif::A,이근,maturo
653,lecker::A,맛있는,ghiotto
654,lecker::A,맛있는,squisito
655,süß::A,단,dolce
656,bitter::A,찌르는듯한,amaro
657,sauer::A,산성의,aspro
658,sauer::A,산성의,acerbo
659,hell::A,밝은,chiaro
660,dunkel::A,어두운,buio
661,dunkel::A,어두운,oscuro
662,schwarz::A,검은,nero
663,weiß::A,하얀,bianco
664,rot::A,붉은,rosso
665,gelb::A,황색,giallo
666,blau::A,푸른,blu
667,blau::A,푸른,azzurro
668,grün::A,녹색의,verde
669,grau::A,회색의,grigio
670,bunt::A,알록달록한,variopinto
671,billig::A,싼,a buon prezzo
672,billig::A,싼,a buon mercato
673,teuer::A,값비산,caro
674,wertvoll::A,가치가많은,prezioso
675,blind::A,눈먼,cieco
676,taub::A,무감간한,sordo
677,kräftig::A,강장한,forte
678,kräftig::A,강장한,robusto
679,stark::A,강한,forte
680,stark::A,강한,vigoroso
681,schwach::A,약한,dèbole
682,fett::A,실찐,grasso
683,schlank::A,호리호리한,snello
684,schlank::A,호리호리한,slanciato
685,hübsch::A,예쁜,bello
686,hübsch::A,예쁜,carino
687,böse::A,나쁜,cattivo
688,dumm::A,어리석은,stùpido
689,faul::A,너덜너덜한,pigro
690,fleißig::A,근면한,diligente
691,geizig::A,인색한,avaro
692,geschickt::A,교묘한,àbile
693,lieb::A,친애하는,caro
694,lustig::A,유쾌한,gaio
695,lustig::A,유쾌한,allegro
696,sanft::A,온화한,dolce
697,hungrig::A,배고픈,affamato
698,krank::A,병든,malato
699,krank::A,병든,infermo
700,nackt::A,벌거벗은,nudo
701,traurig::A,슬픈,triste
702,lebendig::A,살아있는,vivo
703,gut::A,좋은,buono
704,schlecht::A,나쁜,cattivo
705,richtig::A,바른,giusto
706,schlimm::A,못된,grave
707,wahr::A,참된,vero
708,alt::A,늙은,vecchio
709,neu::A,새,nuovo
710,ehemalig::A,전의,vecchio
711,ehemalig::A,전의,d'una_volta
712,alt[Lebewesen]::A,낡은,anziano
713,jung::A,젊은,giovane
714,arm::A,가난한,pòvero
715,reich::A,풍부한,ricco
716,bekannt::A,저명한,noto
717,bekannt::A,저명한,conosciuto
718,berühmt::A,유명한,famoso
719,berühmt::A,유명한,cèlebre
720,fremd::A,타처이,estràneo
721,fremd::A,타처이,straniero
722,verschieden::A,따른,diverso
723,verschieden::A,따른,differente
724,nah::A,가까운,vicino
725,nah::A,가까운,propinquo
726,fern::A,먼,lontano
727,linker::A,왼쭉의,sinistro
728,rechter::A,오른쪽의,destro
729,anderer::A,다른,altro
730,erster::A,첫째,primo
731,zweiter::A,둘째,secondo
732,dritter::A,셋째,terzo
733,letzter::A,의후자의,ùltimo
734,allein::ADV,훌로,solo
735,allein::ADV,훌로,da solo
736,auf einmal::ADV,갑자기,insieme
737,zusammen::ADV,모아서,insieme
738,lange::ADV,오래,a lungo
739,plötzlich::ADV,둘연한,all'improvviso
740,sofort::ADV,즉시,sùbito
741,sofort::ADV,즉시,all'istante
742,später::ADV,보다늦은,più tardi
743,jetzt::ADV,목하,ora
744,jetzt::ADV,목하,adesso
745,heute::ADV,오늘,oggi
746,morgen::ADV,내일,domani
747,bald::ADV,곱,presto
748,bald::ADV,곱,tra poco
749,dann::ADV,그경우에,allora
750,gestern::ADV,어제,ieri
751,einst::ADV,옛날에,prima
752,einst::ADV,옛날에,un tempo
753,damals::ADV,그때에,allora
754,danach::ADV,그 뒤에,poi
755,danach::ADV,그 뒤에,dopo
756,vorher::ADV,미리,prima
757,zuerst::ADV,최초로,prima
758,zuerst::ADV,최초로,dapprima
759,einmal::ADV,한번,una volta
760,manchmal::ADV,땓대로,talvolta
761,manchmal::ADV,땓대로,qualche volta
762,oft::ADV,땓대로,spesso
763,immer::ADV,늘,sempre
764,niemals::ADV,결코...(하지)않다,non mai
765,hier::ADV,여기,qua
766,hierhin::ADV,여기로,qua
767,dort::ADV,거기,lì
768,dorthin::ADV,저기예,là
769,geradeaus::ADV,곧장,diritto
770,vorwärts::ADV,앞으로,avanti
771,rückwärts::ADV,뒤로,all'indietro
772,zurück::ADV,제자리로,di indietro
773,unten::ADV,아래에,giù
774,unten::ADV,아래에,sotto
775,hinab::ADV,아래쪽으로,giù
776,hinab::ADV,아래쪽으로,in giù
777,oben::ADV,위에,su
778,oben::ADV,위에,sopra
779,hinauf::ADV,위쪽으로,in sù
780,hinauf::ADV,위쪽으로,in alto
781,überall::ADV,도처에,dappertutto
782,nicht::ADV,안,non
783,ein wenig::ADV,적음,un po'
784,ein wenig::ADV,적음,un poco
785,kaum::ADV,가의,a appena
786,sehr::ADV,자주,molto
787,so::ADV,그와같이,così
788,so::ADV,그와같이,tanto
789,noch::ADV,아직,ancora
790,nur::ADV,다만,solo
791,nur::ADV,다만,soltanto
792,schon::ADV,이미,già
793,wieder::ADV,다시,di nuovo
794,vergebens::ADV,헛되이,invano
795,vor::PRP,앞에,davanti a
796,hinter::PRP,뒤에,dietro
797,unter::PRP,잍에,sotto
798,durch::PRP,통고하여,per
799,durch::PRP,통고하여,attraverso
800,neben::PRP,와나란히,a accanto a
801,zwischen::PRP,의사이로,fra
802,wegen::PRP,때문에,a causa di
803,dies::PRN,이,ciò
804,dies::PRN,이,questo
805,das::PRN,저,ciò
806,das::PRN,저,quello
807,alles::PRN,모든것,tutto
808,ich::PRN,나,ìo
809,du::PRN,너,tu
810,er::PRN,그,lui
811,er::PRN,그,egli
812,wir::PRN,우리,noi
813,ihr::PRN,너희들,voi
814,sie::PRN,그들,loro
815,was::FPRN,뭣,che
816,was::FPRN,뭣,che cosa
817,wer::FPRN,누구,chi
818,wo::FADV,어디,dove
819,wohin::FADV,어디로,dove
820,wie::FADV,어떻게,come
821,warum::FADV,왜,perche
822,wieviel::FNUM,얼마만큰,quanto
823,eins::NUM,하나,uno
824,zwei::NUM,둘,due
825,drei::NUM,셋,tre
826,vier::NUM,넷,quattro
827,fünf::NUM,다섯,cinque
828,sechs::NUM,여섯,sei
829,sieben::NUM,일곱,sette
830,acht::NUM,여덟,otto
831,neun::NUM,아홉,nove
832,zehn::NUM,열,dieci
833,elf::NUM,열하나,ùndici
834,zwölf::NUM,열둘,dodici
835,zwanzig::NUM,스물,venti
836,dreißig::NUM,서름,trenta
837,vierzig::NUM,마흔,quaranta
838,fünfzig::NUM,숸,cinquanta
839,sechzig::NUM,에순,sessanta
840,siebzig::NUM,일흔,settanta
841,achtzig::NUM,여든,ottanta
842,neunzig::NUM,아흔,novanta
