,Concept_ID,es,hr
854,nah::A,cercano,blizak
855,fern::A,lejano,dalek
856,fern::A,lejano,daljnji
857,linker::A,izquierdo,lijevi
858,rechter::A,derecho,desni
859,anderer::A,otro,drugi
860,anderer::A,otro,drugačiji
861,erster::A,primero,prvi
862,zweiter::A,segundo,drugi
863,dritter::A,tercero,treći
864,letzter::A,último,zadnji
865,allein::ADV,a solo,sam
866,auf einmal::ADV,de una vez,istodobno
867,zusammen::ADV,juntos,skupa
868,zusammen::ADV,juntos,zajedno
869,lange::ADV,mucho tiempo,dugo
870,plötzlich::ADV,de repente,naglo
871,plötzlich::ADV,de repente,iznenada
872,sofort::ADV,en seguida,odmah
873,später::ADV,más tarde,kasnije
874,jetzt::ADV,ahora,sad
875,jetzt::ADV,ahora,sada
876,heute::ADV,hoy,danas
877,morgen::ADV,mañana,sutra
878,bald::ADV,pronto,skoro
879,bald::ADV,pronto,doskora
880,bald::ADV,en breve,skoro
881,bald::ADV,en breve,doskora
882,dann::ADV,luego,zatim
883,dann::ADV,entonces,zatim
884,gestern::ADV,ayer,juče
885,gestern::ADV,ayer,jučer
886,einst::ADV,antaño,negda
887,einst::ADV,antaño,nekada
888,damals::ADV,entonces,tada
889,damals::ADV,entonces,onda
890,danach::ADV,después,poslije
891,danach::ADV,después,nakon toga
892,vorher::ADV,antes,prije
893,vorher::ADV,antes,prije toga
894,zuerst::ADV,primero,prvo
895,zuerst::ADV,primero,najprije
896,einmal::ADV,una vez,jednom
897,einmal::ADV,una vez,jedanput
898,manchmal::ADV,a veces,katkad
899,manchmal::ADV,a veces,katkada
900,oft::ADV,a menudo,često
901,oft::ADV,con frecuencia,često
902,immer::ADV,siempre,vazda
903,immer::ADV,siempre,uvijek
904,niemals::ADV,jamás,nikad
905,niemals::ADV,jamás,nikada
906,hier::ADV,aquí,tu
907,hier::ADV,aquí,ovdje
908,hierhin::ADV,acá,amo
909,hierhin::ADV,acá,ovamo
910,von hier::ADV,desde aquí,odavde
911,dort::ADV,ahí,ondje
912,dort::ADV,allí,ondje
913,dorthin::ADV,allí,onamo
914,dorthin::ADV,hacia allí,onamo
915,geradeaus::ADV,todo derecho,ravno
916,vorwärts::ADV,adelante,naprijed
917,rückwärts::ADV,hacia atrás,natrag
918,zurück::ADV,atrás,nazad
919,zurück::ADV,atrás,natrag
920,unten::ADV,abajo,dolje
921,hinab::ADV,hacia abajo,nizbrdo
922,oben::ADV,arriba,gore
923,hinauf::ADV,hacia arriba,uzbrdo
924,überall::ADV,por todas partes,svuda
925,überall::ADV,por todas partes,svagdje
926,nicht::ADV,no,ne
927,ein wenig::ADV,un poco,malo
928,kaum::ADV,apenas,tek
929,kaum::ADV,apenas,jedva
930,sehr::ADV,muy,jako
931,sehr::ADV,muy,veoma
932,sehr::ADV,mucho,jako
933,sehr::ADV,mucho,veoma
934,so::ADV,tan,tako
935,so::ADV,tan,ovako
936,noch::ADV,aún,još
937,noch::ADV,todavía,još
938,nur::ADV,solamente,samo
939,schon::ADV,ya,već
940,wieder::ADV,de nuevo,opet
941,wieder::ADV,de nuevo,ponovo
942,vergebens::ADV,en vano,uzalud
943,vergebens::ADV,en vano,zabadava
944,vor::PRP,antes de,pred
945,vor::PRP,antes de,ispred
946,vor::PRP,delante de,pred
947,vor::PRP,delante de,ispred
948,hinter::PRP,tras,za
949,hinter::PRP,tras,iza
950,hinter::PRP,detrás de,za
951,hinter::PRP,detrás de,iza
952,unter::PRP,bajo,pod
953,unter::PRP,bajo,ispod
954,unter::PRP,debajo de,pod
955,unter::PRP,debajo de,ispod
956,durch::PRP,por,po
957,durch::PRP,por,kroz
958,durch::PRP,a través de,po
959,durch::PRP,a través de,kroz
960,neben::PRP,al lado de,kraj
961,neben::PRP,al lado de,pored
962,neben::PRP,al lado de,pokraj
963,zwischen::PRP,entre,među
964,zwischen::PRP,entre,između
965,wegen::PRP,por,radi
966,wegen::PRP,por,zbog
967,wegen::PRP,a causa de,radi
968,wegen::PRP,a causa de,zbog
969,dies::PRN,esto,ovo
970,das::PRN,eso,to
971,das::PRN,eso,ono
972,das::PRN,esto,to
973,das::PRN,esto,ono
974,alles::PRN,todo,sve
975,ich::PRN,yo,ja
976,du::PRN,tú,ti
977,er::PRN,él,on
978,wir::PRN,nosotros,mi
979,ihr::PRN,vosotros,vi
980,sie::PRN,ellos,oni
981,was::FPRN,qué,što
982,wer::FPRN,quién,tko
983,wo::FADV,dónde,gdje
984,wohin::FADV,adónde,kuda
985,wohin::FADV,adónde,kamo
986,wohin::FADV,hacia dónde,kuda
987,wohin::FADV,hacia dónde,kamo
988,wie::FADV,cómo,kako
989,warum::FADV,por qué,zašto
990,wieviel::FNUM,cuánto,koliko
991,eins::NUM,uno,jedan
992,zwei::NUM,dos,dva
993,drei::NUM,tres,tri
994,vier::NUM,cuatro,četiri
995,fünf::NUM,cinco,pet
996,sechs::NUM,seis,šest
997,sieben::NUM,siete,sedam
998,acht::NUM,ocho,osam
999,neun::NUM,nueve,devet
1000,zehn::NUM,diez,deset
1001,elf::NUM,once,jedanaest
1002,zwölf::NUM,doce,dvanaest
1003,zwanzig::NUM,veinte,dvadeset
1004,dreißig::NUM,treinta,trideset
1005,vierzig::NUM,cuarenta,četrdeset
1006,fünfzig::NUM,cincuenta,pedeset
1007,sechzig::NUM,sesenta,šezdeset
1008,siebzig::NUM,setenta,sedamdeset
1009,achtzig::NUM,ochenta,osamdeset
1010,neunzig::NUM,noventa,devetdeset
1011,hundert::NUM,cien,sto
1012,hundert::NUM,ciento,sto
1013,tausend::NUM,mil,tisuća
1014,und::CNJ,y,i
1015,und::CNJ,y,te
1016,oder::CNJ,o,ili
1017,stehen::V,estar de pie,stajati
1018,sitzen::V,estar sentado,sjediti
1019,liegen::V,yacer,ležati
1020,liegen::V,estar acostado,ležati
1021,hängen::V,pender,visiti
1022,werden::V,hacerse,postati
1023,werden::V,hacerse,činiti se
1024,passieren::V,suceder,desiti se
1025,passieren::V,suceder,dogoditi se
1026,beginnen::V,iniciarse,početi
1027,beginnen::V,principiar,početi
1028,enden::V,acabar,prestati
1029,enden::V,acabar,svršiti se
1030,enden::V,terminar,prestati
1031,enden::V,terminar,svršiti se
1032,wechseln::V,variar,mijenjati se
1033,wechseln::V,alternar,mijenjati se
1034,aufgehen[Sonne]::V,salir,izići
1035,untergehen[Sonne]::V,ponerse,zaći
1036,untergehen[Sonne]::V,descender,zaći
1037,scheinen[Sonne]::V,brillar,sijati
1038,donnern::V,tronar,grmjeti
1039,wehen::V,soplar,duhati
1040,strömen::V,afluir,strujati
1041,fließen::V,fluir,teći
1042,fließen::V,correr,teći
1043,sich drehen::V,girar,obrtati se
1044,sich drehen::V,girar,vrtjeti se
1045,schwanken::V,vacilar,teturati
1046,schwanken::V,vacilar,kolebati se
1047,schwingen::V,oscilar,njihati
1048,schwingen::V,oscilar,titrati
1049,fallen::V,caer,padati
1050,brennen::V,arder,gorjeti
1051,brennen::V,quemar,gorjeti
1052,rauchen::V,humear,dimiti se
1053,rauchen::V,echar humo,dimiti se
1054,regnen::V,llover,kišiti
1055,regnen::V,llover,daždjeti
1056,gefrieren::V,helarse,smrznuti se
1057,tauen::V,deshelarse,kopnjeti
1058,tauen::V,deshelarse,kraviti se
1059,schmelzen::V,fundirse,topiti se
1060,schmelzen::V,derretirse,topiti se
1061,trocknen::V,secarse,sušiti se
1062,sieden::V,hervir,kipjeti
1063,sieden::V,hervir,ključati
1064,faulen::V,pudrirse,gnjiti
1065,verfaulen::V,pudrirse,sagnjiti
1066,reißen::V,romperse,otrgnuti se
1067,versinken::V,hundirse,tonuti
1068,versinken::V,hundirse,propasti
1069,vergehen::V,pasar,prolaziti
1070,erscheinen::V,aparecer,pojaviti se
1071,verschwinden::V,desaparecer,nestati
1072,verschwinden::V,desaparecer,izgubiti se
1073,sinken::V,bajar,trgnuti
1074,sinken::V,bajar,spustiti se
1075,abnehmen::V,decrecer,opasti
1076,abnehmen::V,disminuir,opasti
1077,zunehmen::V,crecer,povećati se
1078,zunehmen::V,aumentar,povećati se
1079,steigen::V,subir,uzići
1080,steigen::V,subir,nadoći
1081,steigen::V,ascender,uzići
1082,steigen::V,ascender,nadoći
1083,wachsen::V,crecer,rasti
1084,glänzen::V,brillar,blistati
1085,glänzen::V,brillar,sjati se
1086,glänzen::V,resplandecer,blistati
1087,glänzen::V,resplandecer,sjati se
1088,funkeln::V,chispear,svjetlucati
1089,lärmen::V,hacer ruido,bučati
1090,lärmen::V,hacer ruido,galamiti
1091,läuten::V,sonar,zvoniti
1092,läuten::V,repicar,zvoniti
1093,klingeln::V,tocar el timbre,zvoniti
1094,klirren::V,tintinear,zvečati
1095,brausen::V,zumbar,hujati
1096,rauschen::V,murmurar,šumiti
1097,rauschen::V,murmurar,šuškati
1098,klingen::V,sonar,zvučati
1099,bellen::V,ladrar,lajati
1100,heulen::V,ulular,zavijati
1101,blasen::V,soplar,puhati
1102,pfeifen::V,silbar,fućkati
1103,schreien::V,gritar,vikati
1104,schreien::V,gritar,kričati
1105,stöhnen::V,gemir,stenjati
1106,zittern::V,temblar,drhtati
1107,zittern::V,temblar,trepetati
1108,leben::V,vivir,živjeti
1109,geboren werden::V,nacer,roditi se
1110,atmen::V,respirar,disati
1111,trinken::V,beber,piti
1112,essen::V,comer,jesti
1113,schlucken::V,tragar,gutati
1114,müde werden::V,cansarse,umoriti se
1115,müde werden::V,fatigarse,umoriti se
1116,einschlafen::V,dormirse,usnuti
1117,einschlafen::V,dormirse,zaspati
1118,schlafen::V,dormir,spati
1119,aufwachen::V,despertarse,probuditi se
1120,aufstehen::V,levantarse,ustati
1121,sich erholen::V,reposar,odmoriti se
1122,sich erholen::V,descansar,odmoriti se
1123,krank werden::V,caer enfermo,oboljeti se
1124,krank werden::V,caer enfermo,razboljeti se
1125,krank sein::V,estar enfermo,bolovati
1126,schmerzen::V,doler,boljeti
1127,husten::V,toser,kašljati
1128,genesen::V,convalecer,ozdraviti
1129,genesen::V,convalecer,oporaviti se
1130,genesen::V,restablecerse,ozdraviti
1131,genesen::V,restablecerse,oporaviti se
1132,sterben::V,morir,umrijeti
1133,umkommen::V,perecer,skapati
1134,sich bewegen::V,moverse,gibati se
1135,sich bewegen::V,moverse,kretati se
1136,sich rühren::V,rebullir,maknuti se
1137,sich erheben::V,levantarse,dići se
1138,sich setzen::V,sentarse,sjesti
1139,hinfallen::V,caerse,pasti
1140,laufen::V,andar,hodati
1141,schreiten::V,proceder,stupati
1142,spazierengehen::V,pasear,šetati se
1143,spazierengehen::V,pasearse,šetati se
1144,eilen::V,correr prisa,hitati
1145,sich beeilen::V,darse prisa,požuriti se
1146,sausen::V,correr,juriti
1147,rennen::V,correr,trčati
1148,springen::V,saltar,skakati
1149,klettern::V,trepar,popeti se
1150,klettern::V,trepar,penjati se
1151,klettern::V,escalar,popeti se
1152,klettern::V,escalar,penjati se
1153,schaukeln::V,bambolearse,ljuljati se
1154,kriechen::V,reptar,puzati
1155,kriechen::V,reptar,gmizati
1156,kriechen::V,arrastrarse,puzati
1157,kriechen::V,arrastrarse,gmizati
1158,schwimmen::V,nadar,plivati
1159,tauchen::V,bucear,roniti
1160,tauchen::V,bucear,gnjuriti
1161,tauchen::V,sumergirse,roniti
1162,tauchen::V,sumergirse,gnjuriti
1163,rudern::V,remar,veslati
1164,fahren::V,ir,voziti se
1165,fliegen::V,volar,letjeti
1166,fliegen::V,volar,lijetati
1167,gehen::V,ir,ići
1168,gehen::V,andar,ići
1169,weggehen::V,irse,otići
1170,weggehen::V,marcharse,otići
1171,abfahren::V,salir,krenuti
1172,abfahren::V,salir,otputovati
1173,abfahren::V,partir,krenuti
1174,abfahren::V,partir,otputovati
1175,anhalten::V,parar,stati
1176,anhalten::V,parar,zaustaviti
1177,anhalten::V,pararse,stati
1178,anhalten::V,pararse,zaustaviti
1179,hineingehen::V,entrar,ulaziti
1180,eintreten::V,entrar,ući
1181,kommen::V,venir,doći
1182,ankommen::V,llegar,stići
1183,zurückkommen::V,volver,vratiti se
1184,zurückkommen::V,volver,povratiti se
1185,zurückkommen::V,regresar,vratiti se
1186,zurückkommen::V,regresar,povratiti se
1187,bleiben::V,quedarse,ostati
1188,warten::V,esperar,čekati
1189,erwarten::V,esperar,očekivati
1190,suchen::V,buscar,tražiti
1191,finden::V,hallar,naći
1192,finden::V,encontrar,naći
1193,versuchen::V,intentar,pokušati
1194,vorbereiten::V,preparar,spremiti
1195,vorbereiten::V,preparar,pripremiti
1196,lieben::V,amar,voljeti
1197,lieben::V,querer,voljeti
1198,mögen::V,querer,voljeti
1199,lachen::V,reír,smijati se
1200,rühren::V,conmover,taknuti
1201,weinen::V,llorar,plakati
1202,schimpfen::V,regañar,psovati
1203,sich ärgern::V,enfadarse,ljutiti se
1204,sich fürchten::V,tener miedo,bojati se
1205,fürchten::V,temer,bojati se
1206,fürchten::V,tener miedo a,bojati se
1207,fliehen::V,huir,pobjeći
1208,flüchten::V,escaparse,utjeći
1209,sehen::V,ver,vidjeti
1210,anschauen::V,mirar,ogledati
1211,ansehen::V,mirar,gledati
1212,hören::V,oír,čuti
1213,zuhören::V,escuchar,slušati
1214,probieren::V,probar,probati
1215,probieren::V,degustar,probati
1216,riechen::V,oler,osjećati miris
1217,fühlen::V,sentir,osjećati
1218,scheinen::V,parecer,činiti se
1219,zu sehen sein::V,poder verse,biti vidljiv
1220,vernehmen::V,oír,saznati
1221,vernehmen::V,percibir,saznati
1222,frieren::V,tener frío,zima je
1223,tun::V,hacer,raditi
1224,können::V,poder,moći
1225,wollen::V,querer,htjeti
1226,anfangen::V,iniciar,početi
1227,beenden::V,acabar,svršiti
1228,beenden::V,acabar,dovršiti
1229,beenden::V,terminar,svršiti
1230,beenden::V,terminar,dovršiti
1231,aufhören::V,cesar,prestati
1232,gelingen::V,salir bien,uspjeti
1233,geraten::V,salir,desiti se
1234,geraten::V,dar resultado,desiti se
1235,öffnen::V,abrir,otvoriti
1236,schließen::V,cerrar,zatvoriti
1237,stellen::V,poner,metnuti
1238,stellen::V,poner,postaviti
1239,stellen::V,colocar,metnuti
1240,stellen::V,colocar,postaviti
1241,setzen::V,poner,posaditi
1242,setzen::V,colocar,posaditi
1243,legen::V,poner,polagati
1244,berühren::V,tocar,doticati
1245,berühren::V,tocar,dodirivati
1246,verbinden::V,unir,spojiti
1247,verbinden::V,unir,zavezati
1248,verbinden::V,juntar,spojiti
1249,verbinden::V,juntar,zavezati
1250,bedecken::V,tapar,pokriti
1251,bedecken::V,cubrir,pokriti
1252,aufhängen::V,colgar,objesiti
1253,anzünden::V,encender,upaliti
1254,anzünden::V,encender,zapaliti
1255,aufheben::V,recoger,podići
1256,aufheben::V,recoger,podignuti
1257,zurücklassen::V,dejar,ostaviti
1258,zurücklassen::V,dejar,pustiti natrag
1259,verlieren::V,perder,izgubiti
1260,fallen lassen::V,dejar caer,ispustiti
1261,machen::V,hacer,uraditi
1262,machen::V,hacer,načiniti
1263,machen::V,hacer,napraviti
1264,herstellen::V,fabricar,proizvesti
1265,bauen::V,construir,graditi
1266,reparieren::V,reparar,popraviti
1267,verbessern::V,mejorar,poboljšati
1268,ändern::V,mudar,promijeniti
1269,ändern::V,modificar,promijeniti
1270,graben::V,cavar,kopati
1271,graben::V,cavar,kopkati
1272,beugen::V,doblar,saviti
1273,beugen::V,inclinar,saviti
1274,biegen::V,doblar,saviti
1275,biegen::V,doblar,sagnuti
1276,drehen::V,volver,vrtjeti
1277,drehen::V,hacer girar,vrtjeti
1278,wenden::V,volver,obrnuti
1279,umdrehen::V,revolver,okrenuti
1280,umdrehen::V,revolver,prevŕnuti
1281,heben::V,levantar,dizati
1282,hochheben::V,alzar,dignuti
1283,ergreifen::V,coger,uhvatiti
1284,ergreifen::V,coger,prihvatiti
1285,halten::V,tener,držati
1286,drücken::V,apretar,pritiskivati
1287,schieben::V,empujar,gurati
1288,kratzen::V,rascar,česati
1289,kratzen::V,rascar,grepsti
1290,lecken::V,lamer,lizati
1291,beißen::V,morder,ujesti
1292,beißen::V,morder,gristi
1293,abreißen::V,arrancar,otkinuti
1294,abschneiden::V,cortar,odrezati
1295,binden::V,atar,vezati
1296,stecken::V,meter,turiti
1297,brechen::V,romper,slomiti
1298,brechen::V,quebrar,slomiti
1299,klopfen::V,golpear,lupati
1300,klopfen::V,golpear,kucati
1301,hauen::V,pegar,tući
1302,hauen::V,pegar,udarati
1303,kleben::V,pegar,lijepiti
1304,kleben::V,encolar,lijepiti
1305,reiben::V,frotar,trti
1306,streichen::V,untar,namazati
1307,streichen::V,recubrir,namazati
1308,schleifen::V,afilar,brusiti
1309,schneiden::V,cortar,rezati
1310,rütteln::V,agitar,drmati
1311,schütteln::V,agitar,tresti
1312,schütteln::V,sacudir,tresti
1313,schwenken::V,menear,mahati
1314,schütten::V,verter,sipati
1315,schütten::V,verter,lijevati
1316,füllen::V,llenar,napuniti
1317,einwickeln::V,envolver,umotati
1318,einwickeln::V,envolver,zamotati
1319,tragen::V,llevar,nositi
1320,schleppen::V,arrastrar,tegliti
1321,ziehen::V,tirar,vući
1322,aufbewahren::V,conservar,čuvati
1323,werfen::V,echar,bacati
1324,werfen::V,lanzar,bacati
1325,fangen::V,coger,loviti
1326,fangen::V,coger,hvatati
1327,packen::V,agarrar,ščepati
1328,packen::V,agarrar,zgrabiti
1329,verstecken::V,esconder,sakriti
1330,teilen::V,partir,podijeliti
1331,teilen::V,dividir,podijeliti
1332,schicken::V,enviar,slati
1333,bringen::V,traer,donijeti
1334,hinzufügen::V,añadir,dodati
1335,hinzufügen::V,añadir,pridati
1336,bekommen::V,obtener,dobiti
1337,bekommen::V,conseguir,dobiti
1338,erhalten::V,recibir,primiti
1339,nehmen::V,tomar,uzeti
1340,wählen::V,elegir,izabrati
1341,auswählen::V,escoger,odabrati
1342,auswählen::V,seleccionar,odabrati
1343,bewahren::V,guardar,sačuvati
1344,bewahren::V,preservar,sačuvati
1345,behindern::V,estorbar,smetati
1346,behindern::V,obstaculizar,smetati
1347,verderben::V,estropear,pokvariti
1348,beschädigen::V,deteriorar,oštetiti
1349,zerbrechen::V,romper,razbiti
1350,zerbrechen::V,romper,prelomiti
1351,zerbrechen::V,quebrar,razbiti
1352,zerbrechen::V,quebrar,prelomiti
1353,zerreißen::V,desgarrar,poderati
1354,zerreißen::V,desgarrar,rastrgnuti
1355,zerreißen::V,despedazar,poderati
1356,zerreißen::V,despedazar,rastrgnuti
1357,zerstören::V,destruir,razoriti
1358,zerstören::V,destruir,razrušiti
1359,zerstören::V,destrozar,razoriti
1360,zerstören::V,destrozar,razrušiti
1361,verbrennen::V,quemar,spaliti
1362,verbrennen::V,quemar,sagorjeti
1363,geben::V,dar,dati
1364,reichen::V,pasar,pružiti
1365,schenken::V,regalar,darivati
1366,versprechen::V,prometer,obećati
1367,wünschen::V,desear,željeti
1368,loben::V,alabar,hvaliti
1369,küssen::V,besar,ljubiti
1370,wiegen::V,mecer,njihati
1371,wiegen::V,mecer,ljuljati
1372,zudecken::V,tapar,pokriti
1373,zudecken::V,cubrir,pokriti
1374,wecken::V,despertar,probuditi
1375,zeigen::V,mostrar,pokazati
1376,führen::V,guiar,voditi
1377,führen::V,conducir,voditi
1378,lehren::V,enseñar,učiti
1379,lehren::V,instruir,učiti
1380,unterrichten::V,enseñar,poučiti
1381,aufziehen::V,criar,uzgajati
1382,leiten::V,guiar,upravljati
1383,leiten::V,dirigir,upravljati
1384,antreiben::V,impeler,natjeravati
1385,antreiben::V,impulsar,natjeravati
1386,lassen::V,hacer,dati
1387,einladen::V,invitar,pozvati
1388,vereinigen::V,unir,ujediniti
1389,besuchen::V,visitar,posjetiti
1390,besuchen::V,ir a ver,posjetiti
1391,treffen::V,encontrar,sresti
1392,sich versammeln::V,reunirse,okupiti se
1393,sich versammeln::V,congregarse,okupiti se
1394,spielen::V,jugar,igrati se
1395,singen::V,cantar,pjevati
1396,tanzen::V,bailar,plesati
1397,sich trennen::V,separarse,razići se
1398,verlassen::V,dejar,ostaviti
1399,verlassen::V,dejar,napustiti
1400,verlassen::V,abandonar,ostaviti
1401,verlassen::V,abandonar,napustiti
1402,retten::V,salvar,spasiti
1403,bewachen::V,vigilar,čuvati
1404,bewachen::V,vigilar,stražariti
1405,schützen::V,proteger,čuvati
1406,verteidigen::V,defender,obraniti
1407,sich schlagen::V,batirse,biti se
1408,sich schlagen::V,batirse,udariti se
1409,schießen::V,tirar,pucati
1410,schießen::V,tirar,strijeljati
1411,schießen::V,disparar,pucati
1412,schießen::V,disparar,strijeljati
1413,siegen::V,vencer,pobijediti
1414,ärgern::V,enojar,ljutiti
1415,ärgern::V,enfadar,ljutiti
1416,schlagen::V,pegar,biti
1417,schlagen::V,pegar,udariti
1418,schlagen::V,golpear,biti
1419,schlagen::V,golpear,udariti
1420,treten::V,dar una patada a,šutnuti
1421,stechen::V,pinchar,ubosti
1422,stoßen::V,empujar,gurnuti
1423,stehlen::V,robar,ukrasti
1424,stehlen::V,hurtar,ukrasti
1425,stören::V,molestar,smetati
1426,belästigen::V,molestar,smetati
1427,belästigen::V,molestar,dosaditi
1428,belästigen::V,importunar,smetati
1429,belästigen::V,importunar,dosaditi
1430,verbergen::V,ocultar,skriti
1431,verbergen::V,esconder,skriti
1432,täuschen::V,engañar,obmanuti
1433,betrügen::V,engañar,prevarati
1434,töten::V,matar,ubiti
1435,wohnen::V,vivir,stanovati
1436,wohnen::V,habitar,stanovati
1437,arbeiten::V,trabajar,raditi
1438,sammeln::V,recoger,sabrati
1439,sammeln::V,coleccionar,sabrati
1440,pflücken::V,coger,ubrati
1441,jagen::V,cazar,loviti
1442,fischen::V,pescar,ribati
1443,fischen::V,pescar,loviti ribu
1444,fassen::V,atrapar,uloviti
1445,fassen::V,capturar,uloviti
1446,hüten::V,guardar,pasti
1447,treiben::V,aballar,goniti
1448,anbinden::V,atar,privezati
1449,füttern::V,echar de comer,hraniti
1450,melken::V,ordeñar,musti
1451,hacken::V,picar,sjeckati
1452,hacken::V,cortar,sjeckati
1453,gießen::V,regar,politi
1454,reifen::V,madurar,sazreti
1455,zubereiten::V,preparar,prigotoviti
1456,kochen::V,cocer,kuhati
1457,kochen::V,guisar,kuhati
1458,backen::V,hornear,peći
1459,backen::V,cocer al horno,peći
1460,braten::V,asar,peći
1461,braten::V,asar,pržiti
1462,braten::V,freír,peći
1463,braten::V,freír,pržiti
1464,umrühren::V,remover,promiješati
1465,stricken::V,hacer punto,plesti
1466,stricken::V,hacer calceta,plesti
1467,nähen::V,coser,šiti
1468,färben::V,teñir,obojiti
1469,färben::V,colorear,obojiti
1470,reinigen::V,limpiar,očistiti
1471,reinigen::V,limpiar,počistiti
1472,waschen::V,lavar,prati
1473,abwischen::V,fregar,otrti
1474,abwischen::V,limpiar,otrti
1475,spülen::V,aclarar,isprati
1476,spülen::V,aclarar,oplakati
1477,spülen::V,enjuagar,isprati
1478,spülen::V,enjuagar,oplakati
1479,fegen::V,barrer,mesti
1480,fegen::V,barrer,pomesti
1481,fegen::V,pasar la escoba,mesti
1482,fegen::V,pasar la escoba,pomesti
1483,kehren::V,barrer,mesti
1484,baden::V,bañarse,kupati se
1485,sich waschen::V,lavarse,umiti se
1486,sich waschen::V,lavarse,prati se
1487,ausziehen::V,quitar,svući
1488,ausziehen::V,quitarse,svući
1489,anziehen::V,ponerse,obući
1490,sich anziehen::V,vestirse,obući se
1491,kämmen::V,peinar,češljati
1492,schmücken::V,adornar,uresiti
1493,schmücken::V,adornar,nakititi
1494,sagen::V,decir,reći
1495,sagen::V,decir,kazati
1496,sprechen::V,hablar,govoriti
1497,reden::V,hablar,govoriti
1498,reden::V,hablar,besjediti
1499,reden::V,conversar,govoriti
1500,reden::V,conversar,besjediti
1501,sich unterhalten::V,charlar,razgovarati se
1502,sich unterhalten::V,conversar,razgovarati se
1503,fragen::V,preguntar,pitati
1504,bitten::V,rogar,moliti
1505,erzählen::V,contar,ispričati
1506,erzählen::V,contar,pripovjediti
1507,mitteilen::V,comunicar,saopćiti
1508,mitteilen::V,participar,saopćiti
1509,nennen::V,llamar,nazvati
1510,nennen::V,nombrar,nazvati
1511,rufen::V,llamar,zvati
1512,rufen::V,llamar,dozvati
1513,prahlen::V,jactarse,hvalisati se
1514,übersetzen::V,traducir,prevesti
1515,denken::V,pensar,misliti
1516,glauben::V,creer,vjerovati
1517,bemerken::V,notar,zapaziti
1518,bemerken::V,notar,primijetiti
1519,erkennen::V,reconocer,prepoznati
1520,begreifen::V,concebir,pojmiti
1521,begreifen::V,concebir,shvatiti
1522,verstehen::V,entender,razabrati
1523,verstehen::V,comprender,razabrati
1524,lernen::V,aprender,učiti se
1525,wissen::V,saber,znati
1526,sich erinnern an::V,recordar,sjetiti se
1527,sich erinnern an::V,acordarse de,sjetiti se
1528,vergessen::V,olvidar,zaboraviti
1529,messen::V,medir,mjeriti
1530,zählen::V,contar,brojiti
1531,rechnen::V,contar,računati
1532,rechnen::V,calcular,računati
1533,lesen::V,leer,čitati
1534,malen::V,pintar,slikati
1535,zeichnen::V,dibujar,crtati
1536,schreiben::V,escribir,pisati
1537,besitzen::V,poseer,imati
1538,besitzen::V,poseer,posjedovati
1539,kaufen::V,comprar,kupiti
1540,verkaufen::V,vender,prodati
1541,verkaufen::V,vender,raspačati
1542,bezahlen::V,pagar,platiti
1543,zahlen::V,pagar,plaćati
1544,beherrschen::V,dominar,vladati
1545,beherrschen::V,dominar,gospodariti
1546,ertragen::V,soportar,trpjeti
1547,ertragen::V,soportar,podnijeti
