,Concept_ID,mhr,eu
53,Gehirn::N,вем,garun
54,Gehirn::N,вем,burmuin
55,Gehirn::N,вуйве́м,garun
56,Gehirn::N,вуйве́м,burmuin
57,Herz::N,шӱм,bihotz
58,Magen::N,пага́р,urdail
59,Leber::N,мокш,gibel
60,Atem::N,шӱ́лыш,hats
61,Atem::N,шӱ́лыш,arnasa
62,Hunger::N,шужыма́ш,gose
63,Träne::N,шинчавӱ́д,malko
64,Geschmack::N,там,dasta
65,Geruch::N,пуш,usain
66,Schlaf::N,о́мо,lo
67,Traum::N,йӱдо́мо,amets
68,Himmel::N,кава́,zeru
69,Sonne::N,ке́че,eguzki
70,Mond::N,ты́лзе,ilargi
71,Stern::N,шӱ́дыр,izar
72,Luft::N,юж,aire
73,Wind::N,марде́ж,haize
74,Welle::N,то́лкын,uhin
75,Welle::N,то́лкын,olatu
76,Wasser::N,вӱд,ur
77,Stein::N,кӱ,harri
78,Boden::N,рок,lur
79,Boden::N,рок,zoru
80,Erde::N,мла́нде,lur
81,Staub::N,пура́к,hauts
82,Rauch::N,шикш,ke
83,Funke::N,сеске́м,zirta
84,Funke::N,сеске́м,txinparta
85,Funke::N,тулйы́п,zirta
86,Funke::N,тулйы́п,txinparta
87,Feuer::N,тул,su
88,Licht::N,со́то,argi
89,Schatten::N,ӱ́мыл,itzal
90,Schatten::N,ӱ́мыл,geriza
91,Wetter::N,иге́че,eguraldi
92,Nebel::N,тӱтыра́,laino
93,Wolke::N,пыл,hodei
94,Regen::N,йӱр,euri
95,Schnee::N,лум,elur
96,Eis::N,ий,horma
97,Frost::N,чатлама́,izotzaldi
98,Kälte::N,йӱ́штӧ,hotz
99,Hitze::N,шо́кшо,bero
100,Raureif::N,пӧрш,antzigar
101,Raureif::N,по́кшым,antzigar
102,Regenbogen::N,шонанпы́л,ostadar
103,Regenbogen::N,шонанпы́л,ortzadar
104,Donner::N,кӱ́дырчӧ,ostots
105,Donner::N,кӱ́дырчӧ,ihurtzuri
106,Strömung::N,йо́гын,laster
107,Tropfen::N,чӱча́лтыш,xorta
108,Schaum::N,шоҥ,bits
109,Schmutz::N,лавыра́,lohi
110,Schmutz::N,лавыра́,zikin
111,See::N,ер,laku
112,See::N,ер,aintzira
113,Sumpf::N,лӱ́кӧ,zingira
114,Moor::N,куп,zohikaztegi
115,Wiese::N,о́лык,larre
116,Wiese::N,о́лык,belardi
117,Wald::N,чодыра́,baso
118,Wald::N,чодыра́,oihan
119,Hügel::N,арка́,muino
120,Hügel::N,арка́,pentoka
121,Anhöhe::N,тӧва́,garai
122,Anhöhe::N,тӧва́,goragune
123,Anhöhe::N,кӱкшака́,garai
124,Anhöhe::N,кӱкшака́,goragune
125,Berg::N,ку́рык,mendi
126,Gipfel::N,чаҥга́,gain
127,Gipfel::N,чаҥга́,tontor
128,Gipfel::N,курыкву́й,gain
129,Gipfel::N,курыкву́й,tontor
130,Höhle::N,пеще́р,kobazulo
131,Höhle::N,курыкпо́мыш,kobazulo
132,Abhang::N,та́йыл,aldapa
133,Quelle::N,важ,iturri
134,Quelle::N,важ,iturbegi
135,Quelle::N,вӱдшинча́,iturri
136,Quelle::N,вӱдшинча́,iturbegi
137,Bach::N,изэҥе́р,lats
138,Bach::N,изэҥе́р,erreka
139,Fluss::N,эҥе́р,ibai
140,Fluss::N,эҥе́р,uhaitz
141,Ufer::N,сер,bazter
142,Küste::N,вӱдтӱ́р,itsasalde
143,Festland::N,мла́нде,lehor
144,Meer::N,те́ҥыз,itsaso
145,Bucht::N,икса́,golko
146,Insel::N,отро́,irla
147,Insel::N,отро́,uharte
148,Blume::N,пеле́дыш,lili
149,Gras::N,шу́до,belar
150,Wurzel::N,вож,zuztar
151,Wurzel::N,вож,sustrai
152,Baum::N,пуше́ҥге,zuhaitz
153,Stamm::N,йы́тыр,enbor
154,Rinde::N,шӱм,azal
155,Ast::N,укш,adar
156,Zweig::N,торма́к,abar
157,Blatt::N,лышта́ш,hosto
158,Birke::N,куэ́,urki
159,Kiefer[Baum]::N,пӱ́нчӧ,ler
160,Weide[Baum]::N,уа́,zume
161,Weide[Baum]::N,уа́,sahats
162,Tanne::N,кож,izei
163,Horn::N,шур,adar
164,Feder::N,пы́стыл,luma
165,Feder::N,пы́стыл,hegaki
166,Fell::N,кова́ште,ile
167,Fell::N,кова́ште,larru
168,Flügel::N,шу́лдыр,hego
169,Klaue::N,кӱч,atzapar
170,Kralle::N,ла́па,erpe
171,Kralle::N,ла́па,atzapar
172,Kralle::N,копа́,erpe
173,Kralle::N,копа́,atzapar
174,Schwanz::N,поч,isats
175,Schwanz::N,поч,buztan
176,Ei::N,му́но,arrautza
177,Nest::N,пыжа́ш,habia
178,Bau::N,пыжа́ш,ohantze
179,Tier::N,я́нлык,abere
180,Tier::N,я́нлык,piztia
181,Tier::N,живо́тный,abere
182,Tier::N,живо́тный,piztia
183,Herde::N,кӱ́тӱ,saldo
184,Herde::N,кӱ́тӱ,abere talde
185,Herde::N,тӱшка́,saldo
186,Herde::N,тӱшка́,abere talde
187,Kuh::N,ушка́л,behi
188,Bulle::N,ӱ́шкыж,zezen
189,Pferd::N,и́мне,zaldi
190,Schaf::N,шо́рык,ardi
191,Schwein::N,сӧсна́,urde
192,Schwein::N,сӧсна́,txerri
193,Hund::N,пий,txakur
194,Katze::N,пы́рыс,katu
195,Bär::N,маска́,hartz
196,Eichhörnchen::N,ур,urtxintxa
197,Elch::N,шо́рдо,altze
198,Fuchs::N,ры́выж,azeri
199,Hase::N,мера́ҥ,erbi
200,Maus::N,коля́,sagu
201,Wolf::N,пи́ре,otso
202,Vogel::N,ка́йык,txori
203,Vogel::N,ка́йык,hegazti
204,Schwarm::N,каша́к,aldra
205,Huhn::N,чы́ве,oilo
206,Hahn::N,агыта́н,oilar
207,Gans::N,ко́мбо,antzara
208,Adler::N,карагу́ш,arrano
209,Ente::N,лу́до,ahate
210,Eule::N,тумна́,hontza
211,Kranich::N,турня́,kurrilo
212,Krähe::N,кора́к,bele
213,Kuckuck::N,куку́,kuku
214,Schwan::N,йӱ́ксӧ,beltxarga
215,Fisch::N,кол,arrain
216,Barsch::N,ола́ҥге,perka
217,Hecht::N,нуж,lutxo
218,Hecht::N,чорта́н,lutxo
219,Schlange[Tier]::N,ки́шке,suge
220,Wurm::N,шукш,har
221,Spinne::N,эҥыре́мыш,armiarma
222,Ameise::N,ку́тко,inurri
223,Laus::N,тий,zorri
224,Mücke::N,шыҥа́,eltxo
225,Fliege::N,ка́рме,euli
226,Schmetterling::N,лы́ве,pinpirin
227,Schmetterling::N,лы́ве,tximeleta
228,Beere::N,мӧр,baia
229,Apfel::N,олма́,sagar
230,Pilz::N,по́ҥго,onddo
231,Pilz::N,по́ҥго,perretxiko
232,Zwiebel::N,шога́н,tipula
233,Saat::N,нӧ́шмӧ,haziak
234,Saat::N,туш,haziak
235,Korn::N,шу́рно,ale
236,Korn::N,шу́рно,pikor
237,Heu::N,шу́до,belar ondu
238,Schale::N,шӱм,azal
239,Grube::N,выне́м,hobi
240,Falle::N,лӧ́дӧ,harrapagailu
241,Schlinge::N,о́птыш,bilur
242,Schlinge::N,о́птыш,xedera
243,Schlinge::N,шӧрга́лтыш,bilur
244,Schlinge::N,шӧрга́лтыш,xedera
245,Spur::N,кыша́,lorratz
246,Asche::N,ло́мыж,errauts
247,Dreck::N,лавыра́,satsukeria
248,Eisen::N,кӱ́ртньӧ,burdina
249,Gold::N,шӧ́ртньӧ,urre
250,Gold::N,шӧ́ртньӧ,urregorri
251,Silber::N,ший,zilar
252,Silber::N,ший,urrezuri
253,Kohle::N,мландышӱ́й,ikatz
254,Glas::N,янда́,beira
255,Lehm::N,шун,buztin
256,Sand::N,ошма́,harea
257,Sand::N,ошма́,hondar
258,Mensch::N,еҥ,gizaki
259,Mensch::N,айде́ме,gizaki
260,Mann::N,пӧръе́ҥ,gizon
261,Frau::N,ӱдырама́ш,andere
262,Frau::N,ӱдырама́ш,emakume
263,Kind::N,аза́,haur
264,Junge::N,рве́зе,mutil
265,Mädchen::N,ӱдыра́ш,neska
266,Familie::N,еш,sendi
267,Familie::N,еш,familia
268,Großvater::N,коча́,aitona
269,Großvater::N,коча́,aitatxi
270,Großmutter::N,кова́,amona
271,Großmutter::N,кова́,amatxi
272,Eltern::N,ача́-ава́,gurasoak
273,Vater::N,ача́,aita
274,Mutter::N,ава́,ama
275,Sohn::N,э́рге,seme
276,Tochter::N,ӱ́дыр,alaba
277,Bruder::N,иза́,neba
278,Bruder::N,иза́,anaia
279,Bruder::N,шо́льо,neba
280,Bruder::N,шо́льо,anaia
281,Schwester::N,ака́,ahizpa
282,Onkel::N,иза́,osaba
283,Tante::N,кока́,izeba
284,Ehemann::N,мари́й,senar
285,Ehefrau::N,ва́те,emazte
286,Freude::N,куа́н,poz
287,Freude::N,куа́н,pozkari
288,Freude::N,куаныма́ш,poz
289,Freude::N,куаныма́ш,pozkari
290,Gelächter::N,во́штылтыш,barre
291,Gelächter::N,во́штылтыш,karkara
292,Glück::N,пиа́л,zori
293,Kummer::N,о́йго,xangrin
294,Kummer::N,о́йго,atsekabe
295,Wunsch::N,ку́мыл,nahi
296,Wunsch::N,ку́мыл,nahikunde
297,Lust::N,ку́мыл,gogo
298,Geist::N,ӧрт,gogo
299,Geist::N,чон,gogo
300,Gedanke::N,ой,gogoeta
301,Gedanke::N,шоныма́ш,gogoeta
302,Gedächtnis::N,шарныма́ш,oroimen
303,Gedächtnis::N,шарныма́ш,gogoramen
304,Verstand::N,уш,adimen
305,Verstand::N,уш,ulermen
306,Sinn::N,смысл,zentzu
307,Grund::N,ама́л,zergati
308,Wahrheit::N,чын,egia
309,Gespräch::N,мутланыма́ш,hizketa
310,Gespräch::N,мутланыма́ш,elkarrizketa
311,Märchen::N,йома́к,ipuin
312,Erzählung::N,ойлыма́ш,edesti
313,Erzählung::N,ойлыма́ш,kontakizun
314,Nachricht::N,увертарыма́ш,albiste
315,Neuigkeit::N,уве́р,berri
316,Name::N,лӱм,izen
317,Rätsel::N,ту́што,asmakizun
318,Rede::N,ойлыма́ш,hitzaldi
319,Rede::N,ойлыма́ш,mintzaldi
320,Sprache::N,йы́лме,hizkuntza
321,Stimme::N,йӱк,ahots
322,Wort::N,ой,hitz
323,Wort::N,мут,hitz
324,Zeichen::N,ти́ште,agerbide
325,Zeichen::N,ти́ште,agergarri
326,Zeichen::N,знак,agerbide
327,Zeichen::N,знак,agergarri
328,Ruf::N,ӱжма́ш,dei
329,Lärm::N,лӱшкыма́ш,zarata
330,Lärm::N,лӱшкыма́ш,harrabots
331,Lärm::N,йӱк-йӱа́н,zarata
332,Lärm::N,йӱк-йӱа́н,harrabots
333,Laut::N,йӱк,hots
334,Ton::N,йӱксе́м,tonu
335,Ton::N,йӱксе́м,soinu
336,Lied::N,му́ро,abesti
337,Ruhe::N,ты́мык,nasaitasun
338,Leute::N,еҥ-влак,jende
339,Volk::N,ка́лык,herri
340,Volk::N,ка́лык,populu
341,Arbeit::N,паша́,lan
342,Gast::N,уна́,arrotz
343,Gast::N,уна́,apopilo
344,Geschenk::N,пӧле́к,opari
345,Spiel::N,мо́дыш,jolas
346,Spiel::N,модма́ш,jolas
347,Gesellschaft::N,тӱшка́,gizarte
348,Hilfe::N,по́лыш,helpide
349,Hilfe::N,по́лыш,laguntza
350,Freund::N,таҥ,lagun
351,Freund::N,йолта́ш,lagun
352,Kamerad::N,таҥ,adiskide
353,Kamerad::N,таҥ,lagunkide
354,Angelegenheit::N,паша́,afera
355,Anzahl::N,чот,kopuru
356,Art::N,вид,mota
357,Stück::N,ка́тыш,puska
358,Stück::N,ла́стык,puska
359,Teil::N,ужа́ш,atal
360,Hälfte::N,пел,erdi
361,Hälfte::N,пе́ле,erdi
362,Kreis::N,ты́ртыш,biribilki
363,Kreuz::N,ыре́с,gurutze
364,Linie::N,ли́ний,linea
365,Strich::N,коре́ш,marra
366,Abstand::N,кокла́,tarte
367,Entfernung::N,тора́,urrunera
368,Entfernung::N,ку́жыт,urrunera
369,Gegend::N,кунде́м,alderdi
370,Gegend::N,кунде́м,eskualde
371,Platz::N,ку́мдык,leku
372,Ort::N,вер,toki
373,Ort::N,о́лмо,toki
374,Seite::N,ӧ́рдыж,albo
375,Mitte::N,покше́л,erdi
376,Gegenstand::N,наста́,gauzaki
377,Sache::N,наста́,gauza
378,Rand::N,тӱр,ertz
379,Kante::N,тӱр,ertz
380,Ecke::N,лук,kantoi
381,Spitze::N,вуй,punta
382,Ende::N,муча́ш,buru
383,Ende::N,муча́ш,mutur
384,Loch::N,рож,zulo
385,Winkel::N,лук,zoko
386,Winkel::N,лук,bazter
387,Muster::N,пеза́к,eredu
388,Muster::N,пеза́к,marrazki
389,Muster::N,узо́р,eredu
390,Muster::N,узо́р,marrazki
391,Muster::N,ӱ́лгӧ,eredu
392,Muster::N,ӱ́лгӧ,marrazki
393,Größe::N,кӱ́кшыт,kaizu
394,Größe::N,кӱ́кшыт,tamaina
395,Länge::N,ку́тыш,luzera
396,Höhe::N,кӱ́кшыт,goiera
397,Höhe::N,кӱ́кшыт,garaiera
398,Gewicht::N,не́лыт,hazta
399,Menge::N,чот,kopuru
400,Haufen::N,кы́шыл,pila
401,Haufen::N,кы́шыл,mendoi
402,Reihe::N,рада́м,ilara
403,Reihe::N,рада́м,errenkada
404,Boot::N,пуш,potin
405,Boot::N,пуш,txalupa
406,Ruder::N,эшка́к,arraun
407,Schlitten::N,тер,lera
408,Schlitten::N,тер,narra
409,Schlitten::N,изде́р,lera
410,Schlitten::N,изде́р,narra
411,Ski::N,е́че,eski
412,Lagerfeuer::N,туло́то,su
413,Last::N,нӧ́лтыш,zama
414,Last::N,нӧ́лтыш,karga
415,Gang::N,ошкылма́ш,ibilera
416,Schritt::N,о́шкыл,pauso
417,Schritt::N,о́шкыл,urrats
418,Norden::N,йӱдйыма́л,ipar
419,Norden::N,йӱдйыма́л,iparralde
420,Süden::N,кечывалве́л,hego
421,Süden::N,кечывалве́л,hegoalde
422,Westen::N,касве́л,sartalde
423,Westen::N,касве́л,mendebalde
424,Osten::N,эрве́л,ekialde
425,Osten::N,эрве́л,sortalde
426,Holz::N,пу,zur
427,Brett::N,оҥа́,ohol
428,Platte::N,аста́р,lauza
429,Stütze::N,чара́к,irozgarri
430,Stütze::N,чара́к,bermagailu
431,Stange::N,лома́ш,haga
432,Stock::N,тоя́,makila
433,Stab::N,вара́,makila
434,Stab::N,кашта́,makila
435,Rohr::N,пуч,hodi
436,Haus::N,пӧрт,etxe
437,Heim::N,мӧ́ҥгӧ,etxe
438,Heim::N,мӧ́ҥгӧ,etxaleku
439,Ofen::N,комака́,berogailu
440,Fußboden::N,кӱва́р,zoru
441,Tisch::N,ӱсте́л,mahai
442,Stuhl::N,пӱке́н,aulki
443,Wiege::N,шепка́,kuma
444,Wiege::N,шепка́,sehaska
445,Bett::N,ва́кшыш,ohe
446,Bett::N,ва́кшыш,ohatze
447,Regal::N,шӧ́рлык,apalategi
448,Kiste::N,шо́ндык,kutxa
449,Kiste::N,я́шлык,kutxa
450,Fenster::N,окна́,leiho
451,Tür::N,омса́,ate
452,Tor::N,капка́,atari
453,Zaun::N,сава́р,hesi
454,Dach::N,леве́дыш,teilatu
455,Leiter::N,тошка́лтыш,zurubi
456,Besen::N,ӱштерво́штыр,erratz
457,Spaten::N,ко́льмо,burdinpala
458,Schaufel::N,сово́к,pala
459,Schaufel::N,су́ско,pala
460,Gabel::N,ви́лке,sardexka
461,Löffel::N,па́не,koilara
462,Löffel::N,совла́,koilara
463,Messer::N,кӱ́зӧ,aizto
464,Nagel::N,пуда́,iltze
465,Netz::N,вапш,sare
466,Haken::N,са́гыле,mako
467,Griff::N,кыл,eskutoki
468,Schloss::N,кӧгӧ́н,sarraila
469,Bild::N,сӱре́т,irudi
470,Figur::N,фигу́р,figura
471,Puppe::N,курча́к,panpina
472,Puppe::N,курча́к,andrakila
473,Beutel::N,меша́к,zorro
474,Bündel::N,арша́ш,azao
475,Bündel::N,арша́ш,espal
476,Tasche::N,сумка́,poltsa
477,Eimer::N,ведра́,treska
478,Deckel::N,ко́мдыш,tapa
479,Deckel::N,ко́мдыш,estalki
480,Geschirr::N,а́те,baxera
481,Geschirr::N,а́те,ontziteria
482,Sack::N,куль,zaku
483,Sack::N,меша́к,zaku
484,Tasse::N,чу́кыр,kikara
485,Tasse::N,чашка́,kikara
486,Topf::N,ми́ске,ontzi
487,Topf::N,ми́ске,lapiko
488,Kessel::N,под,pazia
489,Essen::N,ко́чкыш,janaldi
490,Nahrung::N,ку́рго,jan
491,Speise::N,ко́чкыш,jaki
492,Fleisch::N,шыл,okela
493,Fleisch::N,шыл,haragi
494,Getreide::N,шу́рно,labore
495,Brei::N,пу́чымыш,ahi
496,Brei::N,пу́чымыш,pure
497,Brot::N,ки́нде,ogi
498,Scheibe::N,ка́тыш,xerra
499,Scheibe::N,ка́тыш,pirripita
500,Fett::N,коя́,urin
501,Fett::N,коя́,koipe
502,Butter::N,ӱй,gurin
503,Öl::N,ӱй,olio
504,Salz::N,шинча́л,gatz
505,Suppe::N,шӱр,zopa
506,Suppe::N,шӱр,salda
507,Honig::N,мӱй,ezti
508,Milch::N,шӧр,esne
509,Tee::N,чай,te
510,Leder::N,сура́н,larru
511,Leder::N,шӱ́штӧ,larru
512,Wolle::N,пун,artile
513,Stoff::N,куэ́м,ehun
514,Stoff::N,посто́,ehun
515,Nadel::N,и́ме,orratz
516,Nadel::N,и́ме,jostorratz
517,Faden::N,шӱ́ртӧ,hari
518,Knopf::N,по́лдыш,botoi
519,Knoten::N,пышке́м,korapilo
520,Farbe::N,чия́,pintura
521,Kleidung::N,чие́м,arropa
522,Kleidung::N,чие́м,jantziak
523,Kleidung::N,вурге́м,arropa
524,Kleidung::N,вурге́м,jantziak
525,Hemd::N,ту́выр,atorra
526,Hemd::N,ту́выр,alkandora
527,Kragen::N,сога́,idun
528,Ärmel::N,шокш,mahuka
529,Hose::N,йола́ш,prakak
530,Hose::N,йола́ш,galtzak
531,Gürtel::N,ӱ́штӧ,gerriko
532,Mütze::N,упш,txano
533,Mütze::N,упш,txapel
534,Schuh::N,боти́нке,oski
535,Schuh::N,боти́нке,oinetako
536,Stiefel::N,кем,bota
537,Ring::N,шерга́ш,uztai
538,Band::N,тасма́,zinta
539,Band::N,тасма́,xingola
540,Band::N,ле́нте,zinta
541,Band::N,ле́нте,xingola
542,Kamm::N,шерге́,orrazi
543,Spiegel::N,вошто́нчыш,mirail
544,Riemen::N,кӱзанӱ́штӧ,uhal
545,Schnur::N,кере́м,lokailu
546,Schnur::N,кандыра́,lokailu
547,Leine::N,вӱра́ҥ,lotura
548,Decke::N,леве́дыш,burusi
549,Decke::N,одея́л,burusi
550,Kissen::N,кӱ́пчык,kuxin
551,Tuch::N,шо́выч,zapi
552,Tuch::N,шо́выч,oihal
553,Handtuch::N,со́лык,eskuzapi
554,Handtuch::N,со́лык,eskuoihal
555,Kraft::N,вий,indar
556,Kraft::N,куа́т,indar
557,Stärke::N,куа́т,indar
558,Stärke::N,карма́н,indar
559,Gesundheit::N,таза́лык,osasun
560,Krankheit::N,чер,eritasun
561,Krankheit::N,чер,gaixotasun
562,Schmerz::N,ко́рштыш,min
563,Wunde::N,су́сыр,zauri
564,Fieber::N,йӱштыму́ж,sukar
565,Fieber::N,лихора́дке,sukar
566,Arznei::N,эм,osagai
567,Arznei::N,эм,sendagai
568,Brücke::N,кӱва́р,zubi
569,Brunnen::N,вӱдвыне́м,putzu
570,Weide::N,нурше́р,alha
571,Weide::N,нурше́р,bazkaleku
572,Pfad::N,йолго́рно,zidor
573,Pfad::N,йолго́рно,bidexka
574,Pfad::N,сокма́к,zidor
575,Pfad::N,сокма́к,bidexka
576,Weg::N,ко́рно,bide
577,Straße::N,ко́рно,errepide
578,Dorf::N,ял,herri
579,Stadt::N,ола́,hiri
580,Brief::N,се́рыш,gutun
581,Brief::N,се́рыш,eskutitz
582,Buch::N,книга́,liburu
583,Buchstabe::N,буква́,hizki
584,Zeitung::N,газе́т,egunkari
585,Leben::N,и́лыш,bizi
586,Leben::N,и́лыш,bizitza
587,Tod::N,колыма́ш,herio
588,Tod::N,колыма́ш,heriotza
589,Grab::N,шӱга́р,hobi
590,Grab::N,шӱга́р,hilobi
591,Kirche::N,че́рке,eliza
592,Sünde::N,су́лык,hoben
593,Sünde::N,су́лык,bekatu
594,Gott::N,ю́мо,jainko
595,Arbeiter::N,паша́зе,langile
596,Arbeiter::N,паша́зе,behargin
597,Chef::N,тӧра́,nagusi
598,Meister::N,маста́р,maisu
599,Arzt::N,врач,osagile
600,Arzt::N,врач,sendagile
601,Lehrer::N,ту́ныктышо,irakasle
602,Geld::N,окса́,diru
603,Geschäft::N,сатулыма́ш,negozio
604,Laden::N,ке́выт,denda
605,Laden::N,ке́выт,saltegi
606,Preis::N,ак,prezio
607,Preis::N,ак,salneurri
608,Ware::N,сату́,salgai
609,Nutzen::N,пайда́,onura
610,Nutzen::N,пайда́,probetxu
611,Reichtum::N,поя́нлык,aberastasun
612,Welt::N,тӱня́,ludi
613,Welt::N,тӱня́,mundu
614,Land::N,эл,herrialde
615,Staat::N,кугыжа́ныш,estatu
616,König::N,кугыжа́,errege
617,Macht::N,власть,botere
618,Grenze::N,грани́ца,muga
619,Krieg::N,сар,guda
620,Feind::N,тушма́н,etsai
621,Feind::N,тушма́н,arerio
622,Gewalt::N,виешлыма́ш,bortxa
623,Gewalt::N,виешлыма́ш,bortizkeria
624,Kampf::N,кредалма́ш,gudu
625,Kampf::N,кредалма́ш,auska
626,Bogen[Waffe]::N,юҥе́ж,arku
627,Pfeil::N,пикш,gezi
628,Gewehr::N,пыча́л,fusil
629,Fehler::N,йо́ҥылыш,huts
630,Fehler::N,йо́ҥылыш,hutsegin
631,Lüge::N,шоя́к,gezur
632,Schaden::N,зия́н,kalte
633,Unglück::N,эҥге́к,zoritxar
634,Unglück::N,эҥге́к,zorigaitz
635,Schuld::N,тита́к,erru
636,Schuld::N,йола́,erru
637,Alter::N,ийго́т,adin
638,Schluss::N,муча́ш,bukaera
639,Zeit::N,жап,aldi
640,Zeit::N,жап,denbora
641,Zeit::N,па́гыт,aldi
642,Zeit::N,па́гыт,denbora
643,Tag::N,ке́че,egun
644,Morgen::N,эр,goiz
645,Mittag::N,кечыва́л,eguerdi
646,Abend::N,кас,arrats
647,Nacht::N,йӱд,gau
648,Woche::N,арня́,aste
649,Monat::N,ты́лзе,hil
650,Jahr::N,ий,urte
651,Frühling::N,шо́шо,udalehen
652,Sommer::N,кеҥе́ж,uda
653,Herbst::N,шы́же,udazken
654,Herbst::N,шы́же,neguantz
655,Winter::N,те́ле,negu
656,Januar::N,шоркыйол,urtarril
657,Januar::N,идалыкву́й,urtarril
658,Januar::N,янва́рь,urtarril
659,Februar::N,пургыж,otsail
660,Februar::N,февра́ль,otsail
661,März::N,ӱярня,martxo
662,März::N,март,martxo
663,April::N,апре́ль,apiril
664,Mai::N,ага,maiatz
665,Mai::N,май,maiatz
666,Juni::N,пеледыш,ekain
667,Juni::N,ию́нь,ekain
668,Juli::N,сӱрем,uztail
669,Juli::N,ию́ль,uztail
670,August::N,сорла,abuztu
671,August::N,агарма́н,abuztu
672,August::N,а́вгуст,abuztu
673,September::N,идым,irail
674,September::N,сентя́брь,irail
675,Oktober::N,шыжа,urri
676,Oktober::N,октя́брь,urri
677,November::N,кылме тылзе,azaro
678,November::N,ноя́брь,azaro
679,Dezember::N,дека́брь,abendu
680,Montag::N,шо́чмо,astelehen
681,Dienstag::N,ку́шкыжмо,astearte
682,Mittwoch::N,вӱрге́че,asteazken
683,Donnerstag::N,изарня́,ostegun
684,Freitag::N,кугарня́,ostiral
685,Samstag::N,шуматке́че,larunbat
686,Sonntag::N,рушарня́,igande
687,groß::A,кугу́,handi
688,klein::A,изи́,txiki
689,lang::A,кужу́,luze
690,kurz::A,кӱ́чык,labur
691,breit::A,кумда́,zabal
692,schmal::A,а́ҥысыр,mehar
693,dicht::A,ну́гыдо,sarri
694,dicht::A,ну́гыдо,trinko
695,dick[Gegenstand]::A,кӱ́жгӧ,lodi
696,dünn::A,ви́чкыж,mehe
697,fein::A,ты́гыде,fin
698,fest::A,чо́ткыдо,tinko
699,flach::A,лапка́,lau
700,flach::A,лапка́,ordoki
701,glatt::A,яклака́,leun
702,hart::A,пе́ҥгыде,gogor
703,weich::A,пу́шкыдо,bigun
704,weich::A,пу́шкыдо,beratz
705,rund::A,йырге́шке,biribil
706,spitz::A,коша́р,puntadun
707,scharf::A,пӱ́сӧ,zorrotz
708,stumpf::A,токма́к,kamuts
709,schwer::A,не́ле,astun
710,schwer::A,не́ле,pisutsu
711,schön::A,сы́лне,eder
712,heiß::A,шо́кшо,bero
713,heiß::A,шо́кшо,oso bero
714,warm::A,ле́ве,bero
715,kalt::A,йӱ́штӧ,hotz
716,kühl::A,юа́лге,hotzil
717,kühl::A,южгата́,hotzil
718,frisch::A,свежа́,fresko
719,frisch::A,свежа́,hozkirri
720,feucht::A,вӱ́дыжгӧ,heze
721,nass::A,нӧ́рӧ,busti
722,trocken::A,ку́кшо,siku
723,trocken::A,ку́кшо,lehor
724,voll::A,тич,bete
725,leer::A,яра́,huts
726,offen::A,виш,ireki
727,geschlossen::A,пе́тырыме,itxita
728,geschlossen::A,тӱ́чмӧ,itxita
729,sauber::A,ару́,xahu
730,sauber::A,ару́,garbi
731,sauber::A,янда́р,xahu
732,sauber::A,янда́р,garbi
733,schmutzig::A,лавыра́н,lohi
734,schmutzig::A,лавыра́н,zikin
735,schmutzig::A,ла́выргыше,lohi
736,schmutzig::A,ла́выргыше,zikin
