,Concept_ID,sah,ko
111,Abhang::N,эниэ,몰매
112,Quelle::N,дьүүктэ,근원
113,Bach::N,үрүйэ,내
114,Fluss::N,өрүс,강
115,Ufer::N,биэрэк,강변
116,Ufer::N,биэрэк,바닷가
117,Küste::N,кытыл,해변
118,Küste::N,кытыл,해변가
119,Festland::N,кураанах сир,본토
120,Meer::N,муора,바다
121,Bucht::N,хомо,협만
122,Bucht::N,бухта,협만
123,Insel::N,арыы,섬
124,Blume::N,сибэкки,꽃
125,Gras::N,от,풀
126,Wurzel::N,силис,뿌리
127,Baum::N,мас,나무
128,Stamm::N,умнас,대
129,Rinde::N,хатырык,나무껍질
130,Ast::N,мутук,가지
131,Zweig::N,лабаа,가지
132,Blatt::N,сэбирдэх,잎
133,Birke::N,хатыҥ,자작나무
134,Kiefer[Baum]::N,бэс,소나무
135,Weide[Baum]::N,үөт,쉬양버들
136,Weide[Baum]::N,талах,쉬양버들
137,Tanne::N,харыйа,전나무
138,Horn::N,муос,뿔
139,Feder::N,куорсун,깃털
140,Fell::N,тирии,피혁모피
141,Flügel::N,кынат,날개
142,Klaue::N,тыҥырах,갈고리 발톺
143,Kralle::N,баппаҕай,발툭
144,Schwanz::N,кутурук,꼬리
145,Ei::N,сымыыт,알
146,Nest::N,уйа,보금자리
147,Bau::N,хороон,굴
148,Tier::N,кыыл,짐승
149,Tier::N,харамай,짐승
150,Herde::N,үөр,가축의떼
151,Kuh::N,ынах,암소
152,Bulle::N,оҕус,황소
153,Pferd::N,сылгы,말
154,Schaf::N,овца,양
155,Schwein::N,сибиинньэ,돼지
156,Hund::N,ыт,개
157,Katze::N,куоска,고양이
158,Bär::N,эһэ,콤
159,Eichhörnchen::N,тииҥ,다람쥐
160,Elch::N,тайах,고라니
161,Fuchs::N,саһыл,여우
162,Hase::N,куобах,토끼
163,Maus::N,кутуйах,쥐
164,Wolf::N,бөрө,늑대
165,Vogel::N,көтөр,새
166,Schwarm::N,бөлөх,뗴
167,Huhn::N,куурусса,암탉
168,Hahn::N,бөтүүк,수탉
169,Gans::N,хаас,거위
170,Adler::N,хотой,수리
171,Ente::N,кус,오리
172,Eule::N,мэкчиргэ,부엉이
173,Kranich::N,туруйа,두루미
174,Krähe::N,тураах,까마귀
175,Kuckuck::N,кэҕэ,뻐꾸기
176,Schwan::N,куба,배조
177,Fisch::N,балык,물고기
178,Barsch::N,алыһар,농어
179,Hecht::N,сордон,에속스
180,Schlange[Tier]::N,моҕой,뱀
181,Schlange[Tier]::N,эриэн үөн,뱀
182,Wurm::N,үөн,벌레
183,Spinne::N,ооҕуй,거미
184,Ameise::N,кымырдаҕас,개미
185,Laus::N,быт,이
186,Mücke::N,кумаар,모기
187,Fliege::N,сахсырҕа,날기
188,Schmetterling::N,лыах,나비
189,Schmetterling::N,үрүмэччи,나비
190,Beere::N,отон,장과
191,Apfel::N,яблоко,사과
192,Pilz::N,тэллэй,고방이
193,Zwiebel::N,луук,양파
194,Saat::N,сиэмэ,씨
195,Korn::N,сиэмэ,알맹이
196,Heu::N,от,건초
197,Schale::N,хах,피상
198,Grube::N,дьаама,
199,Falle::N,сохсо,함정
200,Schlinge::N,уктаа,올가미
201,Schlinge::N,уктаа,멜빵붕대
202,Spur::N,суол,발지국
203,Asche::N,күл,재
204,Dreck::N,бадараан,똥
205,Dreck::N,бадараан,오물
206,Eisen::N,тимир,쇠
207,Eisen::N,тимир,철
208,Gold::N,көмүс,항금
209,Gold::N,кыһыл көмүс,항금
210,Silber::N,көмүс,은
211,Silber::N,үрүҥ көмүс,은
212,Kohle::N,чох,슻
213,Glas::N,өстүөкүлэ,유리
214,Lehm::N,туой,찰흙
215,Sand::N,кумах,모래
216,Mensch::N,киһи,사람
217,Mann::N,эр,남자
218,Frau::N,дьахтар,여자
219,Kind::N,оҕо,아이
220,Junge::N,уол,소녁
221,Mädchen::N,кыыс оҕо,소녀
222,Familie::N,кэргэн,가족
223,Großvater::N,эһэ,할아버지
224,Großmutter::N,эбэ,할머니
225,Eltern::N,аҕа-ийэ,어버오
226,Vater::N,аҕа,아버지
227,Mutter::N,ийэ,어머니
228,Sohn::N,уол,아들
229,Tochter::N,кыыс,딸기
230,Bruder::N,убай,형제
231,Bruder::N,быраат,형제
232,Schwester::N,аҕас,누이
233,Schwester::N,балыс,누이
234,Onkel::N,таай,백부
235,Onkel::N,абаҕа,백부
236,Tante::N,эдьиий,아주머니
237,Ehemann::N,эр,남편
238,Ehefrau::N,ойох,아내
239,Freude::N,үөрүү,기쁨
240,Gelächter::N,күлүү,웃음
241,Glück::N,дьол,즐거움
242,Glück::N,соргу,즐거움
243,Kummer::N,кутурҕан,슬픔
244,Wunsch::N,баҕарыы,소망
245,Lust::N,баҕа,
246,Geist::N,тыын,할기
247,Gedanke::N,санаа,상념
248,Gedächtnis::N,өй,기억
249,Verstand::N,өй,분별
250,Verstand::N,өй,지능
251,Sinn::N,суолта,센스
252,Grund::N,төрүөт,까닭
253,Wahrheit::N,кырдьык,참
254,Wahrheit::N,кырдьык,진실
255,Gespräch::N,бэсиэдэ,대화
256,Gespräch::N,кэпсэтии,대화
257,Märchen::N,остуоруйа,동화
258,Erzählung::N,кэпсээн,이야기
259,Nachricht::N,биллэриллии,
260,Neuigkeit::N,сонун,뉴스
261,Name::N,аат,이름
262,Rätsel::N,таабырын,수수께끼
263,Rede::N,этии,연설
264,Sprache::N,тыл,말
265,Stimme::N,куолас,목소리
266,Wort::N,тыл,낱말
267,Zeichen::N,бэлиэ,신호
268,Ruf::N,ыҥырыы,부름
269,Lärm::N,айдаан,소동
270,Laut::N,тыас,음성
271,Ton::N,дорҕоон,목소리
272,Lied::N,ырыа,노래
273,Ruhe::N,уу чуумпу,쉼
274,Leute::N,дьон,사람들
275,Volk::N,дьон,국중
276,Volk::N,норуот,국중
277,Arbeit::N,үлэ,근로
278,Arbeit::N,үлэ,너무
279,Gast::N,ыалдьыт,손님
280,Geschenk::N,бэлэх,행하
281,Spiel::N,оонньуу,무리
282,Gesellschaft::N,общество,교제
283,Hilfe::N,көмө,거들음
284,Hilfe::N,көмө,보좌
285,Freund::N,доҕор,친구
286,Kamerad::N,атас,동실자
287,Angelegenheit::N,дьыала,용무
288,Anzahl::N,ахсаан,어떤
289,Anzahl::N,ахсаан,수
290,Art::N,биис,정류
291,Stück::N,кырбас,일부분
292,Teil::N,ирээт,몱
293,Teil::N,ирээт,구훠
294,Hälfte::N,аҥар,2분의
295,Kreis::N,төгүрүк,고리
296,Kreis::N,төгүрүмтэ,고리
297,Kreuz::N,кириэс,열십자
298,Linie::N,сурааһын,선
299,Strich::N,сурааһын,스침
300,Abstand::N,арыт,거리
301,Entfernung::N,ыраах,거리
302,Gegend::N,сир,곳
303,Gegend::N,сир,부금
304,Platz::N,арыт,장소
305,Ort::N,сир,장소
306,Seite::N,өрүт,옆면
307,Seite::N,сирэй,옆면
308,Mitte::N,орто,궁간
309,Gegenstand::N,предмет,항목
310,Sache::N,мал,뭉에
311,Rand::N,кытыы,가
312,Rand::N,ойоҕос,가
313,Kante::N,кырыы,귀퉁
314,Ecke::N,муннук,구석
315,Spitze::N,чыпчаал,끝
316,Spitze::N,чыпчаал,참단
317,Ende::N,төбө,말당
318,Loch::N,тэһэҕэс,빙옷
319,Loch::N,дьөлөҕөс,빙옷
320,Winkel::N,муннук,각도
321,Muster::N,оһуор,본
322,Muster::N,оһуор,견복
323,Größe::N,кээмэй,신장
324,Länge::N,уста,길이긺
325,Höhe::N,үрдүк,높이
326,Gewicht::N,ыйааһын,추
327,Menge::N,ахсаан,수양
328,Haufen::N,чөмчөх,퇴적
329,Reihe::N,кэккэ,열
330,Boot::N,оҥочо,보트
331,Ruder::N,эрдии,노
332,Schlitten::N,сыарҕа,썰매
333,Ski::N,хайыһар,스키
334,Lagerfeuer::N,кутаа,캠프의 모닥불
335,Last::N,ыарахан,무거운짐
336,Gang::N,хаамыы,걸음
337,Schritt::N,хардыы,보조
338,Norden::N,хоту,북쪽 
339,Süden::N,соҕуруу,남쪽
340,Westen::N,арҕаа,서쪽
341,Osten::N,илин,동쪽
342,Holz::N,мас,목재
343,Brett::N,дуоска,마루널
344,Brett::N,хаптаһын,마루널
345,Platte::N,билиитэ,탤
346,Platte::N,билиитэ,금속판
347,Stütze::N,тулааһын,버팀목
348,Stange::N,ураҕас,장대
349,Stock::N,мас,막대기
350,Stock::N,баалкы,막대기
351,Stab::N,ураҕас,작대기
352,Rohr::N,турба,갈대
353,Haus::N,дьиэ,집
354,Heim::N,дьиэ,집
355,Ofen::N,оһох,아궁이
356,Fußboden::N,муоста,마루
357,Tisch::N,остуол,탁자
358,Stuhl::N,устуул,의자
359,Wiege::N,биһик,발상지
360,Bett::N,кырабаат,침대
361,Regal::N,долбуур,서가
362,Kiste::N,дьааһык,짐궤
363,Fenster::N,түннүк,눔
364,Tür::N,аан,문
365,Tor::N,аан,대문
366,Zaun::N,соппулуот,담장
367,Dach::N,кырыыса,지붕
368,Leiter::N,кирилиэс,사닥다리
369,Besen::N,миинньик,비
370,Spaten::N,күрдьэх,가래
371,Schaufel::N,күрдьэх,삽
372,Gabel::N,биилкэ,갈래
373,Löffel::N,луоска,숟가락
374,Messer::N,быһах,나이프
375,Nagel::N,тоһоҕо,발툽
376,Netz::N,илим,그물
377,Haken::N,көхө,갈고리
378,Griff::N,ук,움켜쥠
379,Griff::N,тутаах,움켜쥠
380,Schloss::N,күлүүс,자물쇠
381,Bild::N,хартыына,그림
382,Figur::N,фигура,몸메
383,Puppe::N,куукула,인형
384,Beutel::N,мөһөөччук,클
385,Bündel::N,баайыы,자근다발
386,Tasche::N,суумка,가방
387,Eimer::N,биэдэрэ,동이
388,Deckel::N,хаппах,뚜껑
389,Geschirr::N,иһит,식시
390,Sack::N,куул,조갑
391,Tasse::N,сэлиэнэй,차잔
392,Topf::N,көстүрүүҥкэ,단지
393,Kessel::N,хочуол,주전자
394,Essen::N,аһылык,먹기
395,Nahrung::N,ас,식료
396,Speise::N,аһылык,음식물
397,Fleisch::N,эт,고기
398,Getreide::N,злактар,곡물
399,Brei::N,хааһы,젤리
400,Brot::N,килиэп,빵
401,Scheibe::N,куһуок,원반
402,Fett::N,сыа,기름
403,Butter::N,арыы,버터
404,Öl::N,арыы,올리브유
405,Salz::N,туус,소금
406,Suppe::N,мин,국
407,Suppe::N,мин,수프
408,Honig::N,мүөт,감미
409,Milch::N,үүт,유즙
410,Tee::N,чэй,차
411,Leder::N,тирии,가죽
412,Wolle::N,түү,양털
413,Stoff::N,таҥас,패료
414,Nadel::N,иннэ,바늘
415,Faden::N,сап,콘실
416,Knopf::N,тимэх,단추
417,Knoten::N,түмүк,곁절
418,Farbe::N,кырааска,색
419,Kleidung::N,таҥас,옷입기
420,Hemd::N,ырбаахы,속옷
421,Kragen::N,саҕа,깃
422,Ärmel::N,сиэх,소매
423,Hose::N,ыстаан,바지
424,Hose::N,бүрүүкэ,바지
425,Gürtel::N,кур,밴드
426,Mütze::N,бэргэһэ,모자
427,Schuh::N,бачыыҥка,구두
428,Stiefel::N,саппыкы,장화
429,Ring::N,биһилэх,고리
430,Band::N,лиэнтэ,리본
431,Kamm::N,тараах,빗
432,Spiegel::N,сиэркилэ,거울
433,Riemen::N,кур,가죽끈
434,Schnur::N,быа,밧줄
435,Leine::N,тэһиин,고삐줄
436,Decke::N,суорҕан,이부자리
437,Kissen::N,сыттык,깔개
438,Tuch::N,былаат,천
439,Handtuch::N,соттор,수건
440,Kraft::N,сыра,세력
441,Stärke::N,күүс,힘
442,Gesundheit::N,доруобуйа,위생
443,Krankheit::N,ыарыы,병
444,Schmerz::N,ыарыы,아픔고통
445,Wunde::N,баас,상처
446,Fieber::N,түрүлгэн,열별
447,Fieber::N,лихорадка,열별
448,Fieber::N,температура,열별
449,Arznei::N,эмп,약
450,Brücke::N,күргэ,교량
451,Brunnen::N,холуодьас,원천
452,Weide::N,мэччирэҥ,목장
453,Pfad::N,ыллык,좁은길
454,Weg::N,суол,길
455,Straße::N,суол,길
456,Dorf::N,дэриэбинэ,촌
457,Dorf::N,дэриэбинэ,촌락
458,Stadt::N,куорат,도시
459,Brief::N,сурук,서한
460,Buch::N,кинигэ,책
461,Buchstabe::N,буква,문자
462,Zeitung::N,хаһыат,신문
463,Leben::N,тыын,삶
464,Tod::N,өлүү,죽음
465,Grab::N,иин,무덤
466,Kirche::N,таҥара дьиэтэ,교회
467,Sünde::N,айыы,부정
468,Gott::N,тангара,하느님
469,Arbeiter::N,үлэһит,일하는사람
470,Chef::N,баһылык,사장
471,Chef::N,начальник,사장
472,Meister::N,уус,명인
473,Meister::N,уус,대가
474,Meister::N,маастар,명인
475,Meister::N,маастар,대가
476,Arzt::N,врач,의사
477,Lehrer::N,учуутал,교사
478,Geld::N,харчы,돈
479,Geschäft::N,идэ,일
480,Laden::N,маҕаһыын,가게
481,Preis::N,сыана,가격
482,Ware::N,табаар,상품
483,Nutzen::N,туһа,이익
484,Reichtum::N,баай,많음
485,Welt::N,аан дойду,세상
486,Land::N,дойду,지방
487,Staat::N,государство,국가
488,König::N,король,국왕
489,Macht::N,былаас,힘
490,Grenze::N,кыраныысса,국경
491,Krieg::N,сэрии,전쟁
492,Feind::N,өстөөх,적
493,Gewalt::N,күүһүлээһин,권력
494,Kampf::N,охсуһуу,전투
495,Bogen[Waffe]::N,ох,활
496,Pfeil::N,ох,화살
497,Gewehr::N,саа,무기
498,Fehler::N,сыыһа,오류
499,Lüge::N,сымыйа,거짓말
500,Schaden::N,хоромньу,손상
501,Unglück::N,алдьархай,불행
502,Schuld::N,буруй,부채
503,Alter::N,саас,연령
504,Schluss::N,тиһэх,마감
505,Zeit::N,бириэмэ,때
506,Zeit::N,бириэмэ,시간
507,Tag::N,күн,하루
508,Morgen::N,сарсыарда,이침
509,Mittag::N,күн ортото,대낮
510,Abend::N,киэһэ,저녁
511,Nacht::N,түүн,밤
512,Woche::N,нэдиэлэ,근무일
513,Monat::N,ый,달
514,Jahr::N,сыл,해
515,Jahr::N,дьыл,해
516,Frühling::N,саас,봄
517,Sommer::N,сайын,여름
518,Herbst::N,күһүн,가을
519,Winter::N,кыһын,겨울
520,Januar::N,тохсунньу,일월
521,Februar::N,олунньу,이월
522,März::N,кулун тутар,삼월
523,April::N,муус устар ый,사월
524,Mai::N,ыам ыйа,오월
525,Juni::N,бэс ыйа,유월
526,Juli::N,от ыйа,칠월
527,August::N,атырдьах ыйа,팔월
528,September::N,балаҕан ыйа,구월
529,Oktober::N,алтынньы,시월
530,November::N,сэтинньи,십일월
531,Dezember::N,ахсынньы,십이월
532,Montag::N,бэнидиэнньик,월요일
533,Dienstag::N,оптуорунньук,화요일
534,Mittwoch::N,сэрэдэ,수요일
535,Donnerstag::N,чэппиэр,모교일
536,Freitag::N,бээтинсэ,그묘일
537,Samstag::N,субуота,토요일
538,Sonntag::N,баскыһыанньа,일요일
539,groß::A,бөдөҥ,큰
540,groß::A,улахан,큰
541,klein::A,кыр,자근
542,lang::A,уһун,긴
543,kurz::A,кылгас,짧은
544,breit::A,кэтит,넓은
545,schmal::A,кыараҕас,좁은
546,dicht::A,хойуу,농밀한
547,dick[Gegenstand]::A,суон,두꺼운
548,dick[Gegenstand]::A,хойуу,두꺼운
549,dünn::A,чараас,얇은
550,fein::A,бытархай,미세한
551,fein::A,синньигес,미세한
552,fest::A,бөҕө,굳은
553,fest::A,кытаанах,굳은
554,flach::A,хаптаҕай,얕은
555,glatt::A,кылааккай,반들반들한
556,hart::A,хатан,굳은
557,hart::A,кытаанах,굳은
558,weich::A,сымнаҕас,연한
559,rund::A,төгүрүк,둥근
560,spitz::A,сытыы,뾰족한
561,spitz::A,уһуктаах,뾰족한
562,scharf::A,сытыы,날카로운
563,stumpf::A,сыппах,무딘
564,schwer::A,ыарахан,무거운
565,schön::A,кыраһыабай,멋진
566,heiß::A,итии,뜨거운
567,warm::A,ичигэс,따뜻한
568,kalt::A,тымныы,찬
569,kühl::A,сөрүүн,서늘한
570,frisch::A,ыраас,신선한
571,frisch::A,сөрүүн,신선한
572,frisch::A,тымныы,신선한
573,feucht::A,сииктээх,축축한
574,nass::A,инчэҕэй,젖은
575,trocken::A,кураан,마른
576,voll::A,толору,완전한
577,leer::A,иччитэх,빈
578,offen::A,аһаҕас,열린
579,geschlossen::A,бүтэй,닫힌
580,sauber::A,сэбэр,깨끗한
581,schmutzig::A,кирдээх,더러운
582,roh::A,сиикэй,날게잇의
583,reif::A,буспут,이근
584,reif::A,сиппит-хоппут,이근
585,lecker::A,минньигэс,맛있는
586,süß::A,минньигэс,단
587,bitter::A,аһыы,찌르는듯한
588,sauer::A,аһыы,산성의
589,hell::A,сырдык,밝은
590,dunkel::A,хараҥа,어두운
591,schwarz::A,хара,검은
592,weiß::A,үрүҥ,하얀
593,weiß::A,маҥан,하얀
594,rot::A,кыһыл,붉은
595,gelb::A,саһархай,황색
596,blau::A,күөх,푸른
597,grün::A,күөх,녹색의
598,grün::A,от күөҕэ,녹색의
599,grau::A,сиэрэй,회색의
600,bunt::A,эриэн,알록달록한
601,billig::A,чэпчэки,싼
602,teuer::A,сыаналаах,값비산
603,wertvoll::A,сыаналаах,가치가많은
604,blind::A,хараҕа суох,눈먼
605,taub::A,дьүлэй,무감간한
606,kräftig::A,модун,강장한
607,stark::A,күүстээх,강한
608,schwach::A,мөлтөх,약한
609,fett::A,эмис,실찐
610,schlank::A,дьылҕан,호리호리한
611,schlank::A,дьыпсаҕай,호리호리한
612,hübsch::A,олус кэрэ,예쁜
613,hübsch::A,көрүөхтэн үчүгэй,예쁜
614,böse::A,өһүөннээх,나쁜
615,dumm::A,акаары,어리석은
616,faul::A,нэс,너덜너덜한
617,fleißig::A,кыһамньылаах,근면한
618,geizig::A,иҥсэлээх,인색한
619,klug::A,өйдөөх,
620,geschickt::A,наһаа дьоҕурдаах,교묘한
621,lieb::A,тапталлаах,친애하는
622,lustig::A,көрдөөх,유쾌한
623,sanft::A,намчы,온화한
624,sanft::A,сымнаҕас,온화한
625,hungrig::A,аччык,배고픈
626,krank::A,ыалдьар,병든
627,nackt::A,сыгынньах,벌거벗은
628,traurig::A,санаарҕабыллаах,슬픈
629,lebendig::A,тыыннаах,살아있는
630,gut::A,үтүө,좋은
631,gut::A,үчүгэй,좋은
632,schlecht::A,куһаҕан,나쁜
633,richtig::A,сөп,바른
634,schlimm::A,сидьиҥ,못된
635,schlimm::A,быдьар,못된
636,wahr::A,кырдьык,참된
637,alt::A,былыргы,늙은
638,neu::A,саҥа,새
639,ehemalig::A,урукку,전의
640,alt[Lebewesen]::A,кырдьаҕас,낡은
641,jung::A,эдэр,젊은
642,arm::A,дьадаҥы,가난한
643,reich::A,баай,풍부한
644,bekannt::A,билэр,저명한
645,berühmt::A,аатырбыт,유명한
646,fremd::A,атын,타처이
647,verschieden::A,араас,따른
648,nah::A,чугас,가까운
649,fern::A,ыраах,먼
650,linker::A,хаҥас,왼쭉의
651,rechter::A,уҥа,오른쪽의
652,anderer::A,атын,다른
653,erster::A,маҥнайгы,첫째
654,zweiter::A,иккис,둘째
655,dritter::A,үһүс,셋째
656,letzter::A,тиһэх,의후자의
657,allein::ADV,соҕотох,훌로
658,auf einmal::ADV,биирдэ,갑자기
659,zusammen::ADV,холбуу,모아서
660,lange::ADV,уһуннук,오래
661,plötzlich::ADV,эмискэ,둘연한
662,sofort::ADV,тута,즉시
663,später::ADV,хойут,보다늦은
664,jetzt::ADV,билигин,목하
665,heute::ADV,бүгүн,오늘
666,morgen::ADV,сарсын,내일
667,bald::ADV,өтөр,곱
668,dann::ADV,кэнна,그경우에
669,gestern::ADV,бэҕэһээ,어제
670,einst::ADV,биир төгүл,옛날에
671,einst::ADV,арай биирдэ,옛날에
672,damals::ADV,оччоҕо,그때에
673,danach::ADV,аары,그 뒤에
674,danach::ADV,ол кэнниттэн,그 뒤에
675,vorher::ADV,урут,미리
676,zuerst::ADV,маҥнай,최초로
677,einmal::ADV,биирдэ,한번
678,manchmal::ADV,арыт,땓대로
679,oft::ADV,чаастатык,땓대로
680,immer::ADV,мэлдьи,늘
681,niemals::ADV,хаһан да,결코...(하지)않다
682,hier::ADV,маныаха,여기
683,hierhin::ADV,бэттэх,여기로
684,von hier::ADV,мантан,
685,dort::ADV,онно,거기
686,dorthin::ADV,онно,저기예
687,geradeaus::ADV,быһа,곧장
688,geradeaus::ADV,быһаччы,곧장
689,vorwärts::ADV,инники,앞으로
690,rückwärts::ADV,төттөру,뒤로
691,zurück::ADV,төттөрү,제자리로
692,unten::ADV,аллара,아래에
693,hinab::ADV,аллара,아래쪽으로
694,oben::ADV,үөһэ,위에
695,hinauf::ADV,өрө,위쪽으로
696,hinauf::ADV,үөһэ,위쪽으로
697,überall::ADV,бэйдиэ,도처에
698,nicht::ADV,буолбатах,안
699,ein wenig::ADV,кыратык,적음
700,kaum::ADV,нэһиилэ,가의
701,sehr::ADV,бэрт,자주
702,sehr::ADV,наһаа,자주
703,so::ADV,оччо,그와같이
704,so::ADV,оннук,그와같이
705,noch::ADV,өссө,아직
706,nur::ADV,эрэ,다만
707,nur::ADV,сыччах,다만
708,schon::ADV,бэлиэр,이미
709,wieder::ADV,эмиэ,다시
710,vergebens::ADV,таак,헛되이
711,vor::PRP,иннигэр,앞에
712,hinter::PRP,кэлин,뒤에
713,unter::PRP,-ҕа,잍에
714,unter::PRP,оһох түгэҕэ,잍에
715,durch::PRP,курдары,통고하여
716,neben::PRP,аттыгар,와나란히
717,zwischen::PRP,ыккардынан,의사이로
718,wegen::PRP,уҥуортан,때문에
719,dies::PRN,ити,이
720,dies::PRN,бу,이
721,das::PRN,били,저
722,alles::PRN,барыта,모든것
723,ich::PRN,мин,나
724,du::PRN,эн,너
725,er::PRN,кнни,그
726,wir::PRN,биһиги,우리
727,ihr::PRN,эһиги,너희들
728,sie::PRN,кинилэр,그들
729,was::FPRN,туох,뭣
730,wer::FPRN,ким,누구
731,wo::FADV,ханна,어디
732,wohin::FADV,ханна,어디로
733,wie::FADV,хайдах,어떻게
734,warum::FADV,тоҕо,왜
735,wieviel::FNUM,төһө,얼마만큰
736,eins::NUM,биир,하나
737,zwei::NUM,икки,둘
738,drei::NUM,үс,셋
739,vier::NUM,түөрт,넷
740,fünf::NUM,биэс,다섯
741,sechs::NUM,алта,여섯
742,sieben::NUM,сэттэ,일곱
743,acht::NUM,аҕыс,여덟
744,neun::NUM,тоҕус,아홉
745,zehn::NUM,уон,열
746,elf::NUM,уон биир,열하나
747,zwölf::NUM,уон икки,열둘
748,zwanzig::NUM,сүүрбэ,스물
749,dreißig::NUM,отут,서름
750,vierzig::NUM,түөрт уон,마흔
751,fünfzig::NUM,биэс уон,숸
752,sechzig::NUM,алта уон,에순
753,siebzig::NUM,сэттэ уон,일흔
754,achtzig::NUM,аҕыс уон,여든
755,neunzig::NUM,тоҕус уонус,아흔
756,hundert::NUM,сүүс,백
757,tausend::NUM,тыһыынча,천
758,und::CNJ,да,와
759,und::CNJ,уонна,와
760,und::CNJ,итиэннэ,와
761,oder::CNJ,эбэтэр,아니면
762,stehen::V,тур,서다
763,sitzen::V,олор,앉다
764,liegen::V,сыт,눕다
765,hängen::V,санньылый,달다
766,werden::V,буол,되다
767,passieren::V,буол,지장옶다
768,beginnen::V,саҕалан,시작되다
769,enden::V,бүт,큳내다
770,wechseln::V,уларый,병경하다
771,aufgehen[Sonne]::V,ой,뜨다
772,untergehen[Sonne]::V,киир,지다
773,scheinen[Sonne]::V,сырдат,빛나다
774,donnern::V,эт,천둥치다
775,wehen::V,үр,풀다
776,strömen::V,кутулун,흐르다
777,fließen::V,сүүр,흐르다
778,sich drehen::V,эргий,돌다
779,schwanken::V,биэтэҥнээ,동요하다
780,schwingen::V,эйэҥнээ,흔들다
781,fallen::V,оҕут,떨어지다
782,brennen::V,умай,타다
783,rauchen::V,буруолаа,김이나다
