,Concept_ID,sq,bg
835,dort::ADV,aty,там
836,dort::ADV,atje,там
837,dorthin::ADV,anej,натам
838,dorthin::ADV,anej,нататък
839,geradeaus::ADV,drejt,направо
840,vorwärts::ADV,mbroth,напред
841,vorwärts::ADV,përpara,напред
842,rückwärts::ADV,mbrapsht,назад
843,zurück::ADV,prapa,обратно
844,zurück::ADV,mbrapsht,обратно
845,unten::ADV,poshtë,долу
846,hinab::ADV,përposh,надолу
847,oben::ADV,lart,горе
848,oben::ADV,sipër,горе
849,hinauf::ADV,lart,нагоре
850,hinauf::ADV,përpjetë,нагоре
851,überall::ADV,kudo,навсякъде
852,nicht::ADV,s',не
853,nicht::ADV,nuk,не
854,ein wenig::ADV,një tis,малко
855,kaum::ADV,mezi,едва
856,kaum::ADV,mezi,едвам
857,sehr::ADV,fort,много
858,sehr::ADV,fort,твърде
859,sehr::ADV,shumë,много
860,sehr::ADV,shumë,твърде
861,so::ADV,ashtu,тъй
862,so::ADV,ashtu,така
863,so::ADV,kështu,тъй
864,so::ADV,kështu,така
865,noch::ADV,ende,още
866,noch::ADV,akoma,още
867,nur::ADV,vetëm,само
868,schon::ADV,tashmë,вече
869,wieder::ADV,përsëri,пак
870,wieder::ADV,përsëri,отново
871,vergebens::ADV,kot,напразно
872,vor::PRP,para,пред
873,hinter::PRP,prapa,зад
874,hinter::PRP,mbrapa,зад
875,unter::PRP,nën,под
876,durch::PRP,nëpër,през
877,neben::PRP,pranë,до
878,neben::PRP,pranë,при
879,neben::PRP,përbri,до
880,neben::PRP,përbri,при
881,zwischen::PRP,midis,между
882,zwischen::PRP,midis,помежду
883,zwischen::PRP,ndërmjet,между
884,zwischen::PRP,ndërmjet,помежду
885,wegen::PRP,për,заради
886,dies::PRN,ky,този
887,das::PRN,ky,туй
888,das::PRN,ky,това
889,alles::PRN,gjithçka,всичко
890,ich::PRN,unë,аз
891,du::PRN,ti,ти
892,er::PRN,ai,той
893,wir::PRN,ne,ние
894,ihr::PRN,ju,вие
895,sie::PRN,ata,те
896,was::FPRN,ç',що
897,was::FPRN,ç',какво
898,was::FPRN,çfarë,що
899,was::FPRN,çfarë,какво
900,wer::FPRN,kush,кой
901,wo::FADV,ku,къде
902,wohin::FADV,për ku,накъде
903,wohin::FADV,për ku,накъдето
904,wie::FADV,si,как
905,warum::FADV,pse,защо
906,warum::FADV,përse,защо
907,wieviel::FNUM,sa,колко
908,eins::NUM,një,един
909,zwei::NUM,dy,два
910,drei::NUM,tre,три
911,vier::NUM,katër,четири
912,fünf::NUM,pesë,пет
913,sechs::NUM,gjashtë,шест
914,sieben::NUM,shtatë,седем
915,acht::NUM,tetë,осем
916,neun::NUM,nëntë,девет
917,zehn::NUM,dhjetë,десет
918,elf::NUM,njëmbëdhjetë,единайсет
919,elf::NUM,njëmbëdhjetë,единадесет
920,zwölf::NUM,dymbëdhjetë,дванайсет
921,zwölf::NUM,dymbëdhjetë,дванадесет
922,zwanzig::NUM,njëzet,двайсет
923,zwanzig::NUM,njëzet,двадесет
924,dreißig::NUM,tridhjetë,тридесет
925,vierzig::NUM,dyzet,четиридесет
926,fünfzig::NUM,pesëdhjetë,петдесет
927,sechzig::NUM,gjashtëdhjetë,шестдесет
928,siebzig::NUM,shtatëdhjetë,седемдесет
929,achtzig::NUM,tetëdhjetë,осемдесет
930,neunzig::NUM,nëntëdhjetë,деветдесет
931,hundert::NUM,qind,сто
932,tausend::NUM,mijë,хиляда
933,und::CNJ,e,а
934,und::CNJ,e,та
935,und::CNJ,dhe,а
936,und::CNJ,dhe,та
937,oder::CNJ,a,или
938,oder::CNJ,apo,или
939,stehen::V,rri,стоя
940,sitzen::V,rri,седя
941,liegen::V,rri shtrirë,лежа
942,hängen::V,varem,вися
943,werden::V,bëhem,бъда
944,werden::V,bëhem,стана
945,passieren::V,ndodh,случа се
946,beginnen::V,filloj,започна
947,enden::V,përfundoj,свърша
948,wechseln::V,ndërroj,променям
949,aufgehen[Sonne]::V,hapem,изгрея
950,untergehen[Sonne]::V,hyj,заляза
951,untergehen[Sonne]::V,perëndoj,заляза
952,scheinen[Sonne]::V,ndriçoj,грея
953,scheinen[Sonne]::V,ndriçoj,светя
954,donnern::V,gjëmoj,гърмя
955,donnern::V,bubulloj,гърмя
956,wehen::V,fryj,вея
957,wehen::V,fryj,духам
958,strömen::V,derdh,тека
959,strömen::V,derdh,лея се
960,fließen::V,rrjedh,тека
961,sich drehen::V,rrotullohem,въртя се
962,schwanken::V,dyzoj,клатя се
963,schwingen::V,dridhem,трептя
964,fallen::V,bie,падам
965,brennen::V,digjem,горя
966,rauchen::V,nxjerr tym,димя
967,regnen::V,bie shi,вали дъжд
968,gefrieren::V,ngrij,замръзна
969,tauen::V,shkrij,топя се
970,schmelzen::V,shkrij,разтопя се
971,trocknen::V,thaj,съхна
972,sieden::V,ziej,вря
973,sieden::V,ziej,кипя
974,faulen::V,kalbem,гния
975,faulen::V,prishem,гния
976,verfaulen::V,kalbem,изгния
977,reißen::V,grisem,напукам се
978,reißen::V,shqyhem,напукам се
979,versinken::V,humboj,потъна
980,vergehen::V,kaloj,минавам
981,erscheinen::V,dukem,явя се
982,verschwinden::V,zhdukem,изчезна
983,sinken::V,ulem,падна
984,abnehmen::V,pakësohem,отслабна
985,abnehmen::V,zvogëlohem,отслабна
986,zunehmen::V,shtohem,нарасна
987,steigen::V,rritem,увелича се
988,steigen::V,rritem,покачвам се
989,wachsen::V,rritem,раста
990,glänzen::V,vezulloj,лъщя
991,glänzen::V,vezulloj,блестя
992,funkeln::V,xixoj,искря
993,funkeln::V,xixëlloj,искря
994,lärmen::V,oshtij,шумя
995,lärmen::V,zhurmoj,шумя
996,läuten::V,bie,звъня
997,klingeln::V,i bie ziles,звъня
998,klirren::V,kërcëlloj,звънтя
999,klirren::V,kërcëlloj,дрънкам
1000,brausen::V,gjëmoj,буча
1001,rauschen::V,fëshfërij,шумя
1002,klingen::V,tingëlloj,звуча
1003,bellen::V,leh,лая
1004,heulen::V,ulërij,вия
1005,heulen::V,ulërij,рева
1006,blasen::V,fryj,духна
1007,pfeifen::V,fishkëllej,свиря
1008,schreien::V,bërtas,крещя
1009,stöhnen::V,rënkoj,стена
1010,stöhnen::V,rënkoj,пъшкам
1011,zittern::V,trembem,треперя
1012,leben::V,rroj,живея
1013,leben::V,jetoj,живея
1014,geboren werden::V,lind,родя се
1015,atmen::V,marr frymë,дишам
1016,trinken::V,pi,пия
1017,essen::V,ha,ям
1018,schlucken::V,gëlltis,гълтам
1019,schlucken::V,kapërdij,гълтам
1020,müde werden::V,lodhem,уморя се
1021,einschlafen::V,bie të fle,заспя
1022,schlafen::V,fle,спя
1023,aufwachen::V,zgjohem,събудя се
1024,aufstehen::V,çohem,стана
1025,aufstehen::V,ngrihem,стана
1026,sich erholen::V,qetësohem,отдъхвам си
1027,sich erholen::V,shtendosem,отдъхвам си
1028,krank werden::V,bie i sëmurë,заболея
1029,krank sein::V,jam i sëmurë,боледувам
1030,schmerzen::V,dhemb,боля
1031,husten::V,kollitem,кашлям
1032,genesen::V,shërohem,оздравея
1033,sterben::V,vdes,умра
1034,umkommen::V,vdes,загина
1035,umkommen::V,mbaroj,загина
1036,sich bewegen::V,shkundem,движа се
1037,sich bewegen::V,shkundem,мърдам се
1038,sich rühren::V,lëviz,движа се
1039,sich erheben::V,ngrihem,стана
1040,sich setzen::V,ulem,седна
1041,hinfallen::V,gremisem,падна
1042,laufen::V,eci,ходя
1043,schreiten::V,çapem,крача
1044,spazierengehen::V,shëtis,разхождам се
1045,eilen::V,ngas,бързам
1046,sich beeilen::V,nxitoj,побързам
1047,sausen::V,eci shpejt,тичам
1048,rennen::V,vrapoj,бягам
1049,springen::V,kërcej,скачам
1050,klettern::V,hipi,катеря се
1051,schaukeln::V,kolovitem,люлея се
1052,kriechen::V,zvarritem,лазя
1053,kriechen::V,zvarritem,пълзя
1054,schwimmen::V,notoj,плувам
1055,tauchen::V,zhytem,гмуркам се
1056,rudern::V,vozis,греба
1057,fahren::V,shkoj,пътувам
1058,fliegen::V,fluturoj,летя
1059,fliegen::V,fluturoj,хвърча
1060,gehen::V,eci,ида
1061,gehen::V,eci,вървя
1062,gehen::V,shkoj,ида
1063,gehen::V,shkoj,вървя
1064,weggehen::V,vete,отида си
1065,abfahren::V,nisem,отпътувам
1066,anhalten::V,ndalem,спра се
1067,hineingehen::V,futem,влизам
1068,eintreten::V,hyj,вляза
1069,kommen::V,vij,ида
1070,kommen::V,vij,дойда
1071,ankommen::V,arrij,пристигна
1072,ankommen::V,mbërrij,пристигна
1073,zurückkommen::V,kthehem,върна се
1074,bleiben::V,mbetem,остана
1075,bleiben::V,qëndroj,остана
1076,warten::V,pres,чакам
1077,erwarten::V,pres,очаквам
1078,suchen::V,kërkoj,търся
1079,finden::V,gjej,намеря
1080,versuchen::V,mundohem,опитам
1081,vorbereiten::V,përgatis,подготвя
1082,lieben::V,dashuroj,любя
1083,mögen::V,dua,обичам
1084,lachen::V,qesh,смея се
1085,rühren::V,mallëngjej,трогна
1086,weinen::V,qaj,плача
1087,schimpfen::V,shaj,ругая
1088,schimpfen::V,shaj,псувам
1089,sich ärgern::V,bëhem verem,ядосам се
1090,sich fürchten::V,kam frikë,боя се
1091,sich fürchten::V,kam frikë,страхувам се
1092,sich fürchten::V,frikësohem,боя се
1093,sich fürchten::V,frikësohem,страхувам се
1094,fürchten::V,kam frikë nga,боя се от
1095,fürchten::V,kam frikë nga,страхувам се от
1096,fliehen::V,arratisem,бягам
1097,flüchten::V,iki,бягам
1098,flüchten::V,iki,избягам
1099,sehen::V,shoh,видя
1100,anschauen::V,shikoj,гледам
1101,ansehen::V,shikoj,поглеждам
1102,hören::V,dëgjoj,чувам
1103,zuhören::V,veshtoj,слушам
1104,probieren::V,provoj,опитам
1105,riechen::V,nuhas,подуша
1106,fühlen::V,ndiej,усещам
1107,fühlen::V,ndiej,чувствувам
1108,scheinen::V,ndriçoj,изглеждам
1109,zu sehen sein::V,dukem,виждам се
1110,vernehmen::V,dëgjoj,доловя
1111,frieren::V,mërdhij,мръзна
1112,tun::V,bëj,правя
1113,können::V,mund,мога
1114,wollen::V,dua,ща
1115,wollen::V,dua,искам
1116,wollen::V,dëshiroj,ща
1117,wollen::V,dëshiroj,искам
1118,anfangen::V,filloj,започна
1119,beenden::V,kryej,свърша
1120,beenden::V,kryej,завърша
1121,beenden::V,mbaroj,свърша
1122,beenden::V,mbaroj,завърша
1123,aufhören::V,pushoj,престана
1124,gelingen::V,më shkon mbarë,успея
1125,gelingen::V,më shkon mbarë,сполуча
1126,geraten::V,del,удам се
1127,öffnen::V,hap,отворя
1128,schließen::V,mbyll,затворя
1129,stellen::V,vë,поставя
1130,setzen::V,vë,туря
1131,legen::V,vë,сложа
1132,legen::V,vë,слагам
1133,berühren::V,rrok,докосна
1134,verbinden::V,bashkoj,свържа
1135,bedecken::V,mbuloj,покрия
1136,aufhängen::V,var,закача
1137,anzünden::V,ndez,запаля
1138,aufheben::V,ngre,вдигна
1139,aufheben::V,ngre,повдигна
1140,zurücklassen::V,lë pas,оставя
1141,verlieren::V,humb,загубя
1142,fallen lassen::V,lëshoj,изпусна
1143,machen::V,bëj,направя
1144,herstellen::V,prodhoj,произведа
1145,bauen::V,ndërtoj,строя
1146,reparieren::V,ndreq,поправя
1147,reparieren::V,meremetoj,поправя
1148,verbessern::V,përmirësoj,подобря
1149,ändern::V,ndërroj,променя
1150,graben::V,gërmoj,копая
1151,beugen::V,kërrus,прегъна
1152,biegen::V,përkul,прегъна
1153,drehen::V,dredh,въртя
1154,drehen::V,rrotulloj,въртя
1155,wenden::V,kthej,обърна
1156,umdrehen::V,kthej,обърна
1157,heben::V,ngre,вдигам
1158,hochheben::V,ngre,издигна
1159,ergreifen::V,rrëmbej,хвана
1160,ergreifen::V,rrëmbej,обхвана
1161,halten::V,mbaj,държа
1162,drücken::V,shtyp,натискам
1163,drücken::V,shtyp,притискам
1164,schieben::V,shtyj,тикам
1165,kratzen::V,kruaj,одраскам
1166,kratzen::V,gërvisht,одраскам
1167,lecken::V,lëpij,лижа
1168,lecken::V,lëpij,ближа
1169,beißen::V,kafshoj,хапя
1170,beißen::V,kafshoj,ухапя
1171,abreißen::V,shkëpus,откъсна
1172,abschneiden::V,cungoj,отрежа
1173,binden::V,lidh,вържа
1174,stecken::V,fus,пъхна
1175,stecken::V,ngul,пъхна
1176,brechen::V,thyej,троша
1177,klopfen::V,trokas,чукам
1178,hauen::V,godas,бия
1179,kleben::V,ngjis,лепя
1180,kleben::V,ngjis,залепя
1181,reiben::V,fërkoj,трия
1182,reiben::V,fërkoj,търкам
1183,streichen::V,lyej,намажа
1184,schleifen::V,mpreh,остря
1185,schneiden::V,pres,режа
1186,rütteln::V,shkund,разтърсвам
1187,schütteln::V,lëkund,клатя
1188,schütteln::V,lëkund,друсам
1189,schwenken::V,valëvit,размахам
1190,schütten::V,mbush,сипя
1191,füllen::V,mbush,напълня
1192,einwickeln::V,mbështjell,увия
1193,einwickeln::V,mbështjell,завия
1194,tragen::V,mbaj,нося
1195,tragen::V,mbart,нося
1196,schleppen::V,heq,влача
1197,schleppen::V,zhgërryej,влача
1198,ziehen::V,tërheq,тегля
1199,ziehen::V,tërheq,дръпна
1200,aufbewahren::V,ruaj,съхраня
1201,werfen::V,hedh,хвърля
1202,fangen::V,kap,ловя
1203,fangen::V,kap,уловя
1204,packen::V,rrëmbej,хвана
1205,verstecken::V,fsheh,крия
1206,verstecken::V,fsheh,скрия
1207,teilen::V,ndaj,разделя
1208,schicken::V,dërgoj,изпращам
1209,bringen::V,sjell,донеса
1210,hinzufügen::V,shtoj,прибавя
1211,bekommen::V,kap,сдобия се
1212,erhalten::V,marr,получа
1213,nehmen::V,marr,взема
1214,wählen::V,zgjedh,избирам
1215,auswählen::V,përzgjedh,избера
1216,bewahren::V,ruaj,пазя
1217,behindern::V,pengoj,преча
1218,behindern::V,pengoj,спъвам
1219,verderben::V,prish,разваля
1220,beschädigen::V,dëmtoj,повредя
1221,zerbrechen::V,thyej,счупя
1222,zerreißen::V,çjerr,скъсам
1223,zerreißen::V,zheloj,скъсам
1224,zerstören::V,prish,разруша
1225,zerstören::V,shkatërroj,разруша
1226,verbrennen::V,djeg,изгоря
1227,geben::V,jap,дам
1228,reichen::V,jap,подам
1229,schenken::V,fal,подаря
1230,schenken::V,dhuroj,подаря
1231,versprechen::V,premtoj,обещая
1232,wünschen::V,uroj,желая
1233,loben::V,lëvdoj,хваля
1234,loben::V,lavdëroj,хваля
1235,küssen::V,puth,целувам
1236,wiegen::V,tund,люлея
1237,zudecken::V,mbuloj,покрия
1238,wecken::V,zgjoj,събудя
1239,zeigen::V,dëftej,покажа
1240,führen::V,çoj,водя
1241,führen::V,çoj,заведа
1242,lehren::V,arsej,уча
1243,unterrichten::V,arsimoj,преподавам
1244,aufziehen::V,rris,отгледам
1245,leiten::V,udhëheq,ръководя
1246,leiten::V,udhëheq,управлявам
1247,antreiben::V,nxis,подкарвам
1248,lassen::V,detyroj,накарам
1249,einladen::V,ftoj,поканя
1250,vereinigen::V,bashkoj,съединя
1251,besuchen::V,vizitoj,посетя
1252,treffen::V,ndesh,срещна
1253,sich versammeln::V,tubohem,събера се
1254,spielen::V,loz,играя
1255,spielen::V,luaj,играя
1256,singen::V,këndoj,пея
1257,tanzen::V,kërcej,танцувам
1258,tanzen::V,vallëzoj,танцувам
1259,sich trennen::V,ndahem,разделя се
1260,verlassen::V,braktis,напусна
1261,retten::V,shpëtoj,спася
1262,bewachen::V,ruaj,охранявам
1263,schützen::V,ruaj,запазя
1264,schützen::V,mbroj,запазя
1265,verteidigen::V,mbroj,защитя
1266,sich schlagen::V,zihem,бия се
1267,schießen::V,shtie,стрелям
1268,siegen::V,fitoj,победя
1269,siegen::V,ngadhënjej,победя
1270,ärgern::V,zemëroj,ядосам
1271,schlagen::V,rrah,бия
1272,schlagen::V,rrah,ударя
1273,schlagen::V,godas,бия
1274,schlagen::V,godas,ударя
1275,treten::V,shtyj,ритам
1276,treten::V,shtyj më këmbë,ритам
1277,stechen::V,ther,бодна
1278,stechen::V,shpoj,бодна
1279,stoßen::V,shtyj,бутна
1280,stoßen::V,shtyj,блъсна
1281,stehlen::V,vjedh,
1282,stören::V,pengoj,смутя
1283,belästigen::V,bezdis,отегча
1284,belästigen::V,bezdis,безпокоя
1285,verbergen::V,fsheh,скрия
1286,täuschen::V,mashtroj,измамя
1287,betrügen::V,kobis,измамя
1288,töten::V,vras,убия
1289,töten::V,vras,умъртвя
1290,wohnen::V,banoj,живея
1291,arbeiten::V,punoj,работя
1292,arbeiten::V,vardoj,работя
1293,sammeln::V,mbledh,събера
1294,sammeln::V,grumbulloj,събера
1295,pflücken::V,vjel,бера
1296,pflücken::V,vjel,откъсна
1297,pflücken::V,mbledh,бера
1298,pflücken::V,mbledh,откъсна
1299,jagen::V,gjuaj,ловувам
1300,fischen::V,peshkoj,ловя риба
1301,fischen::V,gjuaj peshk,ловя риба
1302,fassen::V,zë,хвана
1303,hüten::V,kullos,пазя
1304,treiben::V,vë përpara,карам
1305,anbinden::V,lidh,завържа
1306,füttern::V,grazhdoj,храня
1307,melken::V,mjel,доя
1308,hacken::V,grij,сека
1309,gießen::V,ujis,полея
1310,reifen::V,piqem,узрея
1311,zubereiten::V,gatuaj,приготвя
1312,kochen::V,ziej,варя
1313,backen::V,pjek,пека
1314,backen::V,furroj,пека
1315,braten::V,fërgoj,пържа
1316,braten::V,tiganis,пържа
1317,umrühren::V,trazoj,разбъркам
1318,stricken::V,thur,плета
1319,nähen::V,qep,шия
1320,färben::V,ngjyej,боядисам
1321,färben::V,bojatis,боядисам
1322,reinigen::V,qëroj,почистя
1323,reinigen::V,pastroj,почистя
1324,waschen::V,laj,мия
1325,waschen::V,laj,пера
1326,waschen::V,finjos,мия
1327,waschen::V,finjos,пера
1328,abwischen::V,fshij,избърша
1329,spülen::V,kulloj,плакна
1330,fegen::V,fshij,измета
1331,kehren::V,fshij,мета
1332,baden::V,lahem,къпя се
1333,sich waschen::V,lahem,мия се
1334,ausziehen::V,heq,съблека
1335,ausziehen::V,zbath,съблека
1336,anziehen::V,vesh,облека
1337,anziehen::V,mbath,облека
1338,sich anziehen::V,vishem,облека се
1339,kämmen::V,kreh,реша
1340,kämmen::V,kreh,вчеша
1341,schmücken::V,hijeshoj,накича
1342,sagen::V,them,кажа
1343,sprechen::V,flas,говоря
1344,reden::V,fjalos,говоря
1345,reden::V,fjalëtoj,говоря
1346,sich unterhalten::V,bisedoj,разговарям
1347,fragen::V,pyes,запитам
1348,bitten::V,lus,моля
1349,bitten::V,lutem,моля
1350,erzählen::V,rrëfej,разкажа
1351,mitteilen::V,kumtoj,съобщя
1352,nennen::V,quaj,нарека
1353,rufen::V,thërras,викам
1354,rufen::V,thërras,повикам
1355,prahlen::V,mburrem,хваля се
1356,prahlen::V,kapardisem,хваля се
1357,übersetzen::V,përkthej,преведа
1358,denken::V,mendoj,мисля
1359,glauben::V,besoj,вярвам
1360,bemerken::V,vërej,забележа
1361,erkennen::V,njoh,позная
1362,erkennen::V,shquaj,позная
1363,begreifen::V,marr vesh,схвана
1364,verstehen::V,marr vesh,разбера
1365,lernen::V,mësoj,уча се
1366,wissen::V,di,зная
1367,sich erinnern an::V,kujtoj,спомня си за
1368,vergessen::V,harroj,забравя
1369,messen::V,mas,меря
1370,zählen::V,njeh,броя
1371,rechnen::V,llogaris,сметна
1372,lesen::V,lexoj,чета
1373,lesen::V,këndoj,чета
1374,malen::V,lyej,рисувам
1375,zeichnen::V,vizatoj,рисувам
1376,schreiben::V,shkruaj,пиша
1377,besitzen::V,kam,имам
1378,besitzen::V,kam,притежавам
1379,kaufen::V,blej,купя
1380,kaufen::V,blej,купувам
1381,verkaufen::V,shes,продам
1382,bezahlen::V,paguaj,заплатя
1383,zahlen::V,paguaj,платя
1384,beherrschen::V,zotëroj,владея
1385,ertragen::V,duroj,понеса
