,Concept_ID,ml,uk
645,damals::ADV,അപ്പോൾ,тоді
646,danach::ADV,പിന്നീട്,згодом
647,vorher::ADV,മുൻപ്,раніше
648,zuerst::ADV,ആദ്യം,спершу
649,zuerst::ADV,ആദ്യം,спочатку
650,einmal::ADV,ഒരിക്കൽ,один раз
651,manchmal::ADV,ചിലപ്പോൾ,іноді
652,manchmal::ADV,ചിലപ്പോൾ,інколи
653,oft::ADV,പലപ്പോഴും,часто
654,immer::ADV,എപ്പോഴും,завжди
655,niemals::ADV,ഒരിക്കലും,ніколи
656,hier::ADV,ഇവിടെ,тут
657,hierhin::ADV,ഇവിടേക്ക്,сюди
658,von hier::ADV,ഇവിടെനിന്ന്,звідси
659,dort::ADV,അവിടെ,там
660,dorthin::ADV,അവിടേക്ക്,туди
661,geradeaus::ADV,മുമ്പിൽ,прямо
662,geradeaus::ADV,മുമന്നോട്ട്,прямо
663,vorwärts::ADV,മുന്നോട്ട്,вперед
664,rückwärts::ADV,തലതിരിച്ച്,назад
665,zurück::ADV,പുറകിലേക്ക്,назад
666,unten::ADV,താഴെ,внизу
667,hinab::ADV,താഴേക്ക്,вниз
668,oben::ADV,മുകളിൽ,вгорі
669,hinauf::ADV,മുകളിൽ,вгору
670,überall::ADV,എല്ലായിടത്തും,скрізь
671,nicht::ADV,ഇല്ല,не
672,ein wenig::ADV,കുറച്ച്,трохи
673,ein wenig::ADV,കുറച്ച്,небагато
674,kaum::ADV,കഷ്ടിച്ച്,ледве
675,sehr::ADV,വളരെ,дуже
676,so::ADV,അങ്ങനെ,так
677,noch::ADV,ഇപ്പോഴും,ще
678,nur::ADV,മാത്രം,лише
679,nur::ADV,മാത്രം,тільки
680,schon::ADV,നേരത്തേ തന്നെ,вже
681,wieder::ADV,വീണ്ടും,знову
682,vergebens::ADV,വിഫല,дарма
683,vor::PRP,മുമ്പിൽ,перед
684,hinter::PRP,പുറകിൽ,ззаду
685,hinter::PRP,പുറകിൽ,позаду
686,unter::PRP,കീഴിൽ,під
687,durch::PRP,ഉള്ളിലൂടെ,крізь
688,neben::PRP,അടുത്ത്,біля
689,zwischen::PRP,ഇടയ്ക്ക്,між
690,wegen::PRP,നിമിത്തം,з-за
691,wegen::PRP,നിമിത്തം,через
692,dies::PRN,ഇത്,це
693,das::PRN,അത്,то
694,alles::PRN,എല്ലാം,все
695,ich::PRN,ഞാൻ,я
696,du::PRN,നിങ്ങൾ,ти
697,er::PRN,അദ്ദേഹം,він
698,er::PRN,അയാൾ,він
699,er::PRN,അവൻ,він
700,er::PRN,അവർ,він
701,er::PRN,അവൾ,він
702,wir::PRN,നമ്മൾ,ми
703,ihr::PRN,നിങ്ങൾ,ви
704,sie::PRN,അവർ,вони
705,was::FPRN,എന്ത്,що
706,wer::FPRN,ആര്,хто
707,wo::FADV,എവിടെ,де
708,wohin::FADV,എവിടേക്ക്,куди
709,wie::FADV,എങ്ങനെ,як
710,warum::FADV,എന്തുകൊണ്ട്,чому
711,wieviel::FNUM,എത്ര,скільки
712,eins::NUM,ഒന്ന്,один
713,zwei::NUM,രണ്ട്,два
714,drei::NUM,മൂന്ന്,три
715,vier::NUM,നാല്,чотири
716,fünf::NUM,അഞ്ച്,п’ять
717,sechs::NUM,ആറ്,шість
718,sieben::NUM,ഏഴ്,сім
719,acht::NUM,എട്ട്,вісім
720,neun::NUM,ഒമ്പത്,дев’ять
721,zehn::NUM,പത്ത്,десять
722,elf::NUM,പതിനൊന്ന്,одинадцять
723,zwölf::NUM,പന്ത്രണ്ട്,дванадцять
724,zwanzig::NUM,ഇരുപത്,двадцять
725,dreißig::NUM,മുപ്പത്,тридцять
726,vierzig::NUM,നാൽപ്പത്,сорок
727,fünfzig::NUM,അൻപത്,п’ятдесят
728,sechzig::NUM,അറുപത്,шістдесят
729,siebzig::NUM,എഴുപത്,сімдесят
730,achtzig::NUM,എൺപത്,вісімдесят
731,neunzig::NUM,തൊണ്ണൂറ്,дев’яносто
732,hundert::NUM,നൂറ്,сто
733,tausend::NUM,ആയിരം,тисяча
734,und::CNJ,ഉം,і
735,oder::CNJ,അഥവാ,або
736,stehen::V,നിൽക്കുക,стояти
737,sitzen::V,ഇരിക്കുക,сидіти
738,liegen::V,കിടക്കുക,лежати
739,hängen::V,തൂങ്ങുക,висіти
740,werden::V,ആയിത്തീരുക,стати
741,werden::V,ആയിത്തീരുക,робитися
742,passieren::V,സംഭവിക്കുക,трапитися
743,beginnen::V,ആരംഭിക്കുക,початися
744,enden::V,അവസാനിപ്പിക്കുക,кінчитися
745,wechseln::V,മാറ്റുക,мінятися
746,aufgehen[Sonne]::V,ഉയരുക,зійти
747,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,зайти
748,scheinen[Sonne]::V,പ്രകാശിക്കുക,світити
749,donnern::V,ഇടിവെട്ടുക,гриміти
750,wehen::V,വീശുക,віяти
751,strömen::V,ഒഴുകുക,литися
752,fließen::V,ഒഴുകുക,текти
753,sich drehen::V,ചുറ്റുക,обертатися
754,sich drehen::V,കറക്കുക,обертатися
755,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,коливатися
756,schwingen::V,ആടുക,хитатися
757,schwingen::V,ആടുക,гойдатися
758,fallen::V,വീഴുക,падати
759,brennen::V,കത്തുക,горіти
760,rauchen::V,പുകയുക,диміти
761,regnen::V,മഴ_പെയ്യുക,дощити
762,gefrieren::V,തണത്ത്_മരവിക്കുക,змерзнути
763,tauen::V,അലിയുക,танути
764,schmelzen::V,ഉരുകുക,плавитися
765,trocknen::V,വരളുക,сохнути
766,sieden::V,തിളപ്പിക്കുക,кипіти
767,faulen::V,ചീയുക,гнити
768,verfaulen::V,അഴുകുക,згнити
769,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,рватися
770,versinken::V,മുക്കുക,тонути
771,vergehen::V,കടന്നുപോകുക,проходити
772,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,з’явитися
773,verschwinden::V,അദൃശ്യമാകുക,щезнути
774,verschwinden::V,അദൃശ്യമാകുക,зникнути
775,sinken::V,താഴുക,спадати
776,abnehmen::V,കുറിയുക,поменшитися
777,zunehmen::V,വർദ്ധിക്കുക,збільшуватися
778,steigen::V,ഉയരുക,підніматися
779,wachsen::V,വളരുക,рости
780,glänzen::V,മിന്നുക,блищати
781,funkeln::V,തിളങ്ങുക,блискати
782,lärmen::V,ശബ്ദമുണ്ടാക്കുക,шуміти
783,läuten::V,മണിമുഴങ്ങുക,дзвонити
784,klingeln::V,ചിലമ്പുക,дзвонити
785,klirren::V,കിലുക്കുക,дзвякати
786,brausen::V,മുഴങ്ങുക,бушувати
787,rauschen::V,അനങ്ങുക,шелестіти
788,klingen::V,മുഴക്കുക,лунати
789,klingen::V,മുഴക്കുക,звучати
790,bellen::V,കുരയ്ക്കുക,гавкати
791,heulen::V,ഓരിയിടുക,вити
792,blasen::V,ഊതുക,дунути
793,pfeifen::V,വിസിലടിക്കുക,свистіти
794,schreien::V,ആക്രോശിക്കുക,кричати
795,stöhnen::V,അരക്കം,стогнати
796,stöhnen::V,ആർത്തനാദം,стогнати
797,zittern::V,വിറയ്ക്കുക,тремтіти
798,leben::V,താമസിക്കുക,жити
799,geboren werden::V,ജനിക്കുക,народитися
800,atmen::V,ശ്വസിക്കുക,дихати
801,trinken::V,കുടിക്കുക,пити
802,essen::V,കഴിക്കുക,їсти
803,schlucken::V,വിഴുങ്ങുക,ковтати
804,müde werden::V,ക്ഷീണിക്കുക,втомитися
805,einschlafen::V,നിദ്രിക്കുക,заснути
806,schlafen::V,ഉറങ്ങുക,спати
807,aufwachen::V,ഉണരുക,прокинутися
808,aufstehen::V,എഴുന്നേൽക്കുക,встати
809,sich erholen::V,വിശ്രമിക്കുക,відпочивати
810,krank werden::V,ദീനംപിടിക്കുക,захворіти
811,krank sein::V,രോഗികളാകുക,хворіти
812,schmerzen::V,വേദനിക്കുക,боліти
813,husten::V,ചുമയ്ക്കുക,кашляти
814,genesen::V,സുഖപ്പെടുക,одужати
815,genesen::V,സുഖപ്പെടുക,видужати
816,sterben::V,മരിക്കുക,померти
817,umkommen::V,മരിക്കുക,згинути
818,sich bewegen::V,സ്ഥലം_മാറുക,рухатися
819,sich rühren::V,ചലിക്കുക,ворушитися
820,sich erheben::V,നിൽക്കുക,встати
821,sich setzen::V,ഇരിക്കുക,сісти
822,hinfallen::V,വീഴുക,упасти
823,laufen::V,നടക്കുക,ходити
824,schreiten::V,നടക്കുക,крокувати
825,spazierengehen::V,ഉലാത്തുക,гуляти
826,eilen::V,പാഞ്ഞെത്തുക,спішити
827,sich beeilen::V,തിരിക്കുകൂട്ടുക,поспішати
828,sich beeilen::V,തിടുക്കം_കാട്ടുക,поспішати
829,sausen::V,കുതിക്കുക,мчатися
830,rennen::V,ഓടുക,бігати
831,springen::V,ചാടുക,скакати
832,springen::V,ചാടുക,стрибати
833,klettern::V,കയറുക,лазити
834,schaukeln::V,ഇളകുക,гойдатися
835,kriechen::V,പതുങ്ങികയറുക,повзати
836,schwimmen::V,നീന്തുക,пливти
837,schwimmen::V,നീന്തുക,плавати
838,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,пірнати
839,rudern::V,തുഴയുക,гребти
840,rudern::V,തുഴയുക,веслувати
841,fahren::V,വാഹനം ഓടിക്കുക,їхати
842,fliegen::V,പറക്കുക,літати
843,gehen::V,പോകുക,іти
844,weggehen::V,വിടുക,піти
845,abfahren::V,പുറപ്പെടുക,від’їхати
846,abfahren::V,പുറപ്പെടുക,відправитися
847,anhalten::V,നിർത്തുക,зупинитися
848,hineingehen::V,പ്രവേശിക്കുക,входити
849,eintreten::V,പ്രവേശിക്കുക,увійти
850,kommen::V,വരുക,прийти
851,ankommen::V,എത്തിച്ചേരുക,прибути
852,zurückkommen::V,തിരിച്ചു വരുക,повернутися
853,bleiben::V,തുടരുക,залишитися
854,warten::V,കാത്തിരിക്കുക,чекати
855,erwarten::V,പ്രതീക്ഷിക്കുക,чекати
856,suchen::V,തിരയുക,шукати
857,finden::V,കണ്ടെത്തുക,знайти
858,versuchen::V,ശ്രമിക്കുക,випробовувати
859,vorbereiten::V,തയ്യാറെടുക്കുക,підготувати
860,lieben::V,സ്നേഹിക്കുക,любити
861,mögen::V,ഇഷ്ടപ്പെടുക,любити
862,mögen::V,ഇഷ്ടപ്പെടുക,подобатися
863,lachen::V,ചിരിക്കുക,сміятися
864,rühren::V,ഹൃദയം സ്പർശിക്കുക,розчулити
865,weinen::V,തേങ്ങുക,плакати
866,schimpfen::V,പിറുപിറുക്കുക,лаятися
867,sich ärgern::V,കോപിക്കുക,сердитися
868,sich fürchten::V,പേടിക്കുക,боятися
869,fürchten::V,പേടിക്കുക,боятися
870,fliehen::V,രക്ഷപ്പെടുക,тікати
871,flüchten::V,രക്ഷപ്പെടുക,утекти
872,sehen::V,കാണുക,бачити
873,anschauen::V,നോക്കുക,поглянути
874,ansehen::V,നോക്കുക,дивитися на
875,hören::V,കേൾക്കുക,чути
876,zuhören::V,ശ്രദ്ധിക്കുക,слухати
877,probieren::V,രുചിയുള്ളതായി_തോന്നുക,покуштувати
878,riechen::V,മണത്തു_നോക്കുക,нюхати
879,fühlen::V,സ്പർശിച്ചറിയുക,відчувати
880,scheinen::V,കാണപ്പെടുക,здаватися
881,zu sehen sein::V,വെളിച്ചപ്പെടുക,виднітися
882,vernehmen::V,കേൾക്കുക,почути
883,frieren::V,വിറയ്ക്കുക,мерзнути
884,tun::V,ചെയ്യുക,робити
885,können::V,കഴിയുക,могти
886,wollen::V,വേണുക,хотіти
887,anfangen::V,തുടങ്ങുക,почати
888,beenden::V,പൂർത്തിയാക്കുക,закінчити
889,aufhören::V,നിർത്തുക,перестати
890,gelingen::V,വിജയിക്കുക,вдатися
891,geraten::V,പരിണമിക്കുക,опинитися
892,öffnen::V,തുറക്കുക,відкрити
893,schließen::V,അടയ്ക്കുക,закрити
894,stellen::V,വയ്ക്കുക,поставити
895,setzen::V,വയ്ക്കുക,посадити
896,legen::V,ഇടുക,класти
897,berühren::V,തൊടുക,чіпати
898,verbinden::V,ഘടിപ്പിക്കുക,зв’язати
899,bedecken::V,മുടുക,покрити
900,aufhängen::V,കെട്ടിതൂക്കുക,повісити
901,anzünden::V,കത്തിക്കുക,запалити
902,aufheben::V,പെറുക്കിയെടുക്കുക,підняти
903,zurücklassen::V,വച്ചുപോരുക,залишити
904,verlieren::V,നഷ്ടപ്പെടുക,загубити
905,fallen lassen::V,വീഴ്ത്തുക,упустити
906,machen::V,ഉണ്ടാക്കുക,зробити
907,herstellen::V,ഉൽപാദിപ്പിക്കുക,виготовити
908,bauen::V,നിർമ്മിക്കുക,будувати
909,reparieren::V,നന്നാക്കുക,лагодити
910,verbessern::V,മെച്ചപ്പെടുക,поліпшити
911,ändern::V,മാറ്റംവരുത്തുക,змінити
912,graben::V,കുഴിക്കുക,копати
913,beugen::V,വണങ്ങുക,зігнути
914,biegen::V,കുനിയുക,погнути
915,drehen::V,തിരിക്കുക,вертіти
916,wenden::V,തിരിയുക,повернути
917,umdrehen::V,തിരിയുക,перевернути
918,heben::V,ഉയർത്തുക,піднімати
919,hochheben::V,ഉയർത്തുക,підняти
920,ergreifen::V,ബലമായി_പിടിക്കുക,схопити
921,halten::V,പിടിക്കുക,тримати
922,drücken::V,അമർത്തുക,натискати
923,schieben::V,തള്ളുക,пхати
924,schieben::V,തള്ളുക,штовхати
925,kratzen::V,ചുരണ്ടുക,шкребти
926,lecken::V,നക്കുക,лизати
927,beißen::V,കടിക്കുക,кусати
928,abreißen::V,കീറിക്കളയുക,відірвати
929,abschneiden::V,മുറിച്ചുമാറ്റുക,відрізати
930,binden::V,കെട്ടുക,в’язати
931,stecken::V,തുളയ്ക്കുക,увіткнути
932,brechen::V,ഉടയുക,зламати
933,klopfen::V,തട്ടുക,стукати
934,hauen::V,അടിക്കുക,бити
935,kleben::V,ഒട്ടിക്കുക,клеїти
936,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,терти
937,streichen::V,പടർത്തുക,намазати
938,schleifen::V,പൊടിക്കുക,точити
939,schneiden::V,മുറിക്കുക,різати
940,rütteln::V,മുട്ടുക,хитати
941,schütteln::V,കുലുക്കുക,трясти
942,schwenken::V,ആടുക,махати
943,schütten::V,ഒഴിക്കുക,налити
944,füllen::V,നിറയ്ക്കുക,наповнити
945,einwickeln::V,പൊതിയുക,загорнути
946,tragen::V,വഹിക്കുക,нести
947,schleppen::V,വലിച്ചിഴയ്ക്കുക,тягти
948,ziehen::V,വലിക്കുക,тягнути
949,aufbewahren::V,വയ്ക്കുക,зберігати
950,werfen::V,എറിയുക,кидати
951,fangen::V,പിടിക്കുക,ловити
952,packen::V,തട്ടിപ്പറിക്കുക,схопити
953,verstecken::V,മറയ്ക്കുക,сховати
954,teilen::V,വിഭജിക്കുക,розділити
955,schicken::V,അയയ്ക്കുക,посилати
956,bringen::V,കൊണ്ടുവരുക,принести
957,hinzufügen::V,കൂട്ടുക,додати
958,bekommen::V,കിട്ടുക,дістати
959,erhalten::V,സ്വീകരിക്കുക,одержати
960,nehmen::V,എടുക്കുക,взяти
961,wählen::V,തിരഞ്ഞെടുക്കുക,вибрати
962,auswählen::V,തിരഞ്ഞെടുക്കുക,відібрати
963,bewahren::V,പുലർത്തുക,зберегти
964,behindern::V,തടയിടുക,перешкоджати
965,verderben::V,നശിപ്പിക്കുക,зіпсувати
966,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,зашкодити
967,zerbrechen::V,ഉടയുക,розбити
968,zerreißen::V,കീറുക,розірвати
969,zerstören::V,നശിപ്പിക്കുക,зруйнувати
970,verbrennen::V,കത്തിനശിക്കുക,спалити
971,verbrennen::V,കത്തിച്ചുകളയുക,спалити
972,geben::V,കൊടുക്കുക,дати
973,geben::V,തരുക,дати
974,reichen::V,കൈമാറുക,передати
975,schenken::V,സമ്മാനം കൊടുക്കുക,дарувати
976,versprechen::V,വാഗ്ദാനം_നൽകുക,обіцяти
977,wünschen::V,ആഗ്രഹിക്കുക,бажати
978,loben::V,പുകഴ്ത്തുക,хвалити
979,küssen::V,ഉമ്മവയ്ക്കുക,цілувати
980,wiegen::V,ഇളകുക,качати
981,zudecken::V,മുടുക,накрити
982,wecken::V,ഉണർത്തുക,розбудити
983,zeigen::V,കാണിക്കുക,показати
984,führen::V,നടത്തുക,вести
985,lehren::V,പഠിപ്പിക്കുക,вчити
986,unterrichten::V,പരിശീലിപ്പിക്കുക,викладати
987,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,виховати
988,leiten::V,നയിക്കുക,керувати
989,antreiben::V,പ്രേരിപ്പിക്കുക,підганяти
990,lassen::V,അനുവദിക്കുക,змусити
991,einladen::V,ക്ഷണിക്കുക,запросити
992,vereinigen::V,കൂടിച്ചേരുക,об’єднати
993,besuchen::V,സന്ദർശിക്കുക,завітати
994,besuchen::V,സന്ദർശിക്കുക,відвідати
995,treffen::V,തമ്മിൽ കാണുക,зустріти
996,sich versammeln::V,സംയോജിപ്പിക്കുക,зібратися
997,spielen::V,കളിക്കുക,грати
998,singen::V,പാടുക,співати
999,tanzen::V,നൃത്തം ചെയ്യുക,танцювати
1000,sich trennen::V,നേർപെടുത്തുക,розлучитися
1001,verlassen::V,പിൻവാങ്ങുക,покинути
1002,retten::V,രക്ഷിക്കുക,врятувати
1003,bewachen::V,കാവൽനിൽക്കുക,охороняти
1004,schützen::V,പരിരക്ഷിക്കുക,уберігати
1005,verteidigen::V,പ്രതിരോധിക്കുക,захистити
1006,sich schlagen::V,കലഹിക്കുക,битися
1007,sich schlagen::V,കലഹിക്കുക,дратися
1008,schießen::V,വെടിവെക്കുക,стріляти
1009,siegen::V,വിജയിക്കുക,перемогти
1010,ärgern::V,വിഷമിപ്പിക്കുക,сердити
1011,schlagen::V,അടിക്കുക,ударити
1012,treten::V,തൊഴിക്കുക,штовхати
1013,stechen::V,കുത്തുക,вколоти
1014,stoßen::V,തള്ളുക,штовхнути
1015,stehlen::V,മോഷ്ടിക്കുക,украсти
1016,stören::V,ശല്യപ്പെടുത്തുക,перешкодити
1017,belästigen::V,മെനക്കെടുക,докучати
1018,verbergen::V,മറയ്ക്കുക,сховати
1019,verbergen::V,ഒളിക്കുക,сховати
1020,täuschen::V,കബളിപ്പിക്കുക,обдурити
1021,betrügen::V,ചതിക്കുക,зшахраювати
1022,töten::V,കൊല്ലുക,убити
1023,wohnen::V,താമസിക്കുക,жити
1024,wohnen::V,താമസിക്കുക,мешкати
1025,arbeiten::V,ജോലിചെയ്യുക,працювати
1026,sammeln::V,സഞ്ചയിക്കുക,зібрати
1027,pflücken::V,പറിച്ചെടുക്കുക,зривати
1028,jagen::V,വേട്ടയാടുക,полювати
1029,fischen::V,മീൻ പിടിക്കുക,рибалити
1030,fassen::V,പിടിക്കുക,піймати
1031,hüten::V,ചേർക്കുക,пасти
1032,treiben::V,വാഹനം_ഓടിക്കുക,гнати
1033,anbinden::V,കെട്ടിയിടുക,прив’язати
1034,füttern::V,തീറ്റുക,годувати
1035,füttern::V,തീറ്റുക,харчувати
1036,melken::V,പാലുകറക്കുക,доїти
1037,hacken::V,വെട്ടിമുറിക്കുക,рубати
1038,gießen::V,നനയ്ക്കുക,полити
1039,reifen::V,പാകമാകുക,дозріти
1040,zubereiten::V,പാചകം_ചെയ്യുക,зготовити
1041,zubereiten::V,പാചകം_ചെയ്യുക,приготувати
1042,kochen::V,വേവിക്കുക,варити
1043,kochen::V,വേവിക്കുക,готувати
1044,backen::V,ബേക്ക് ചെയ്യുക,пекти
1045,braten::V,പോരിക്കുക,смажити
1046,umrühren::V,ഇളക്കുക,переміщати
1047,stricken::V,മെടയുക,в’язати
1048,nähen::V,തുന്നുക,шити
1049,färben::V,ചായം പൂശുക,пофарбувати
1050,reinigen::V,വൃത്തിയാക്കുക,очистити
1051,waschen::V,കഴുകുക,мити
1052,abwischen::V,തുടയ്ക്കുക,витерти
1053,spülen::V,കഴുകുക,полоскати
1054,fegen::V,അടിച്ചുവാരുക,підмітати
1055,kehren::V,അടിച്ചുവാരുക,мести
1056,baden::V,നീന്തിത്തുടിക്കുക,купатися
1057,sich waschen::V,കഴുകുക,митися
1058,ausziehen::V,ഇഴുക്കുക,зняти
1059,anziehen::V,ഉടുക്കുക,надіти
1060,sich anziehen::V,ധരിച്ച നേടുകയുക,одягтися
1061,sich anziehen::V,ധരിച്ച നേടുകയുക,одягнутися
1062,kämmen::V,മുടിചീകുക,зачесати
1063,schmücken::V,അലങ്കരിക്കുക,оздобити
1064,sagen::V,പറയുക,сказати
1065,sprechen::V,സംസാരിക്കുക,говорити
1066,reden::V,സംസാരിക്കുക,розмовляти
1067,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,бесідувати
1068,fragen::V,ചോദിക്കുക,запитати
1069,bitten::V,അപേക്ഷിക്കുക,просити
1070,erzählen::V,പറയുക,розповісти
1071,mitteilen::V,അറിയിക്കുക,повідомити
1072,nennen::V,പേരിടുക,назвати
1073,rufen::V,വിളിക്കുക,кликати
1074,prahlen::V,പൊങ്ങച്ചം പറയുക,хвалитися
1075,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,перекласти
1076,denken::V,ചിന്തിക്കുക,думати
1077,denken::V,ചിന്തിക്കുക,мислити
1078,glauben::V,വിശ്വസിക്കുക,вірити
1079,bemerken::V,ശ്രദ്ധിക്കുക,помітити
1080,erkennen::V,തിരിചറിയുക,пізнати
1081,begreifen::V,കൈപ്പിടിയിലാക്കുക,осягнути
1082,verstehen::V,മനസ്സിലാക്കുക,почути
1083,lernen::V,പഠിക്കുക,навчатися
1084,wissen::V,അറിയുക,знати
1085,sich erinnern an::V,ഓർമിക്കുക,пам’ятати
1086,vergessen::V,മറക്കുക,забути
1087,messen::V,അളക്കുക,міряти
1088,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,лічити
1089,rechnen::V,ഗണിക്കുക,рахувати
1090,lesen::V,വായിക്കുക,читати
1091,malen::V,ചിത്രം വരയ്ക്കുക,малювати
1092,zeichnen::V,വരയ്ക്കുക,рисувати
1093,schreiben::V,എഴുതുക,писати
1094,besitzen::V,സ്വന്തമാക്കുക,мати
1095,kaufen::V,വാങ്ങുക,купити
1096,verkaufen::V,വിൽക്കുക,продати
1097,bezahlen::V,പരിഹാരം ചെയ്യുക,заплатити
1098,zahlen::V,പണം അടയ്ക്കുക,платити
1099,beherrschen::V,ഭരിക്കുക,володіти
1100,ertragen::V,താങ്ങുക,витерпіти
