,Concept_ID,mn,xal
81,Rauch::N,утаа,утан
82,Funke::N,оч,очн
83,Feuer::N,гал,һал
84,Licht::N,гэрэл,герл
85,Licht::N,гэгээ,герл
86,Schatten::N,сүүдэр,сүүдр
87,Wetter::N,тэнгэр,теңгр
88,Wetter::N,цаг уур,теңгр
89,Nebel::N,будан,будн
90,Wolke::N,үүл,үүлн
91,Regen::N,бороо,хур
92,Schnee::N,цас,цасн
93,Eis::N,мөс,мөсн
94,Frost::N,хүйт,киитн
95,Kälte::N,хүйт,киитн
96,Hitze::N,халуун,халун
97,Raureif::N,цан,цаң
98,Raureif::N,цан,кирү
99,Raureif::N,хяруу,цаң
100,Raureif::N,хяруу,кирү
101,Regenbogen::N,солонго,солңһ
102,Donner::N,тэнгэрийн дуу,оһтрһун дун
103,Strömung::N,урсгал,урсхл
104,Tropfen::N,дусал,дусал
105,Schaum::N,хөөс,көөсн
106,Schmutz::N,хир,кир
107,Schmutz::N,шавхай,кир
108,See::N,нуур,нур
109,Sumpf::N,намаг,унул
110,Sumpf::N,балчиг,унул
111,Moor::N,хүлрийн намаг,улм
112,Wiese::N,нуга,хадлһн
113,Wald::N,ой,ө-модн
114,Hügel::N,болдог,толһа
115,Anhöhe::N,гүвээ,хамр
116,Berg::N,уул,уул
117,Gipfel::N,орой,ора
118,Gipfel::N,оргил,ора
119,Höhle::N,агуй,хадин көндә
120,Abhang::N,хүр,ташу
121,Quelle::N,булаг,булг
122,Bach::N,горхи,һооҗур
123,Fluss::N,гол,һол
124,Fluss::N,мөрөн,һол
125,Ufer::N,эрэг,көвә
126,Küste::N,эрэг,көвә
127,Küste::N,эрэг,теңгсин көвә
128,Festland::N,хуурай газар,хүүрә һазр
129,Meer::N,далай,теңгс
130,Meer::N,тэнгис,теңгс
131,Bucht::N,булан,цекә
132,Bucht::N,булан,теңгсин цекә
133,Bucht::N,далайн тохой,цекә
134,Bucht::N,далайн тохой,теңгсин цекә
135,Insel::N,арал,арл
136,Blume::N,цэцэг,цецг
137,Gras::N,өвс,ноһан
138,Gras::N,ногоо,ноһан
139,Wurzel::N,үндэс,уңг
140,Baum::N,мод,модн
141,Stamm::N,иш,шилв
142,Stamm::N,иш,һол модн
143,Stamm::N,гуалин,шилв
144,Stamm::N,гуалин,һол модн
145,Rinde::N,холтос,көрсн
146,Ast::N,гишүү,ац
147,Zweig::N,салаа,ац
148,Blatt::N,навч,хамтхасн
149,Birke::N,хус,хусм модн
150,Kiefer[Baum]::N,нарс,шар харһа
151,Weide[Baum]::N,уд,удн
152,Weide[Baum]::N,бургас,удн
153,Tanne::N,гачуур,җөөлн цаһан модн
154,Horn::N,эвэр,өвр
155,Feder::N,өд,өрвлг
156,Fell::N,арьс,арсн
157,Flügel::N,жигүүр,җивр
158,Flügel::N,далавч,җивр
159,Klaue::N,савар,хумсн
160,Klaue::N,хумс,хумсн
161,Kralle::N,савар,тавг
162,Schwanz::N,сүүл,сүл
163,Ei::N,өндөг,өндгн
164,Nest::N,үүр,үр
165,Bau::N,нүх,нүкн
166,Bau::N,элүү,нүкн
167,Tier::N,амьтан,мал
168,Tier::N,адгуус,мал
169,Herde::N,сүрэг,сүрг мал
170,Kuh::N,үнээ,үкр
171,Bulle::N,бух,бух
172,Pferd::N,морь,мөрн
173,Pferd::N,адуу,мөрн
174,Schaf::N,хонь,хөн
175,Schwein::N,гахай,һаха
176,Hund::N,нохой,ноха
177,Katze::N,муур,мис
178,Katze::N,мигуй,мис
179,Bär::N,баавгай,аю
180,Eichhörnchen::N,хэрэм,кермн
181,Elch::N,хандгай,хандһа
182,Fuchs::N,үнэг,арат
183,Hase::N,туулай,туула
184,Maus::N,хулгана,хулһн
185,Wolf::N,чоно,чон
186,Vogel::N,шувуу,шовун
187,Schwarm::N,сүрэг,зел
188,Huhn::N,тахиа,така
189,Hahn::N,эр тахиа,эр така
190,Gans::N,галуу,һалун
191,Adler::N,бүргэд,һәрд
192,Ente::N,нугас,нуһсн
193,Eule::N,ууль,һурвлһ
194,Kranich::N,тогоруу,тоһрун
195,Krähe::N,хэрээ,шаазһа
196,Kuckuck::N,хөхөө,эргин хуцдг
197,Schwan::N,хун,хун
198,Fisch::N,загас,заһсн
199,Barsch::N,алгана,шүрг
200,Hecht::N,цурхай,цурх
201,Schlange[Tier]::N,могой,моһа
202,Wurm::N,өт,өтн
203,Wurm::N,хорхой,өтн
204,Spinne::N,аалз,аралҗн
205,Ameise::N,шоргоолж,шорһлҗн
206,Laus::N,бөөс,бөөсн
207,Mücke::N,шумуул,бөкүн
208,Fliege::N,ялаа,батхн
209,Schmetterling::N,эрвээхэй,эрвәкә
210,Beere::N,жимсгэнэ,бөөлҗрһн
211,Apfel::N,алим,альмн
212,Pilz::N,мөөг,теңгрин ки
213,Zwiebel::N,сонгино,мәңгрснә толһа
214,Saat::N,тариа,буудян экн
215,Korn::N,үр,экн
216,Korn::N,мөхлөг,экн
217,Heu::N,өвс,өвсн
218,Schale::N,хальс,хальсн
219,Grube::N,алам,нүкн
220,Grube::N,нүх,нүкн
221,Falle::N,хавх,урх
222,Falle::N,хавх,хавх
223,Falle::N,занга,урх
224,Falle::N,занга,хавх
225,Schlinge::N,урхи,бүтү
226,Spur::N,мөр,мөр
227,Asche::N,үнс,үмсн
228,Dreck::N,хир,бальчг
229,Eisen::N,төмөр,төмр
230,Gold::N,алт,алтн
231,Silber::N,мөнгө,мөңгн
232,Silber::N,мөнгө,цаһан мөңгн
233,Kohle::N,нүүрс,нүүрсн
234,Glas::N,шил,шил
235,Lehm::N,шавар,шавр
236,Sand::N,элс,элсн
237,Mensch::N,хүн,күн
238,Mensch::N,хүн,күмн
239,Mann::N,эр,эр
240,Mann::N,эрэгтэй,эр
241,Frau::N,эмэгтэй,күүкд күн
242,Frau::N,хатагтай,күүкд күн
243,Kind::N,хүүхэд,үрн
244,Junge::N,хүү,көвүн
245,Mädchen::N,охин,бичкн күүкн
246,Mädchen::N,бүсгүй,бичкн күүкн
247,Familie::N,айл,бүл
248,Großvater::N,өвгөн аав,өвк эцк
249,Großvater::N,өвгөн аав,наһц эцк
250,Großmutter::N,эмэг эх,эмг эк
251,Großmutter::N,эмэг эх,наһц эк
252,Großmutter::N,эмгээ,эмг эк
253,Großmutter::N,эмгээ,наһц эк
254,Eltern::N,эцэг эх,эк эцк хойр
255,Vater::N,аав,эцк
256,Vater::N,эцэг,эцк
257,Mutter::N,эх,эк
258,Mutter::N,ээж,эк
259,Sohn::N,хүү,көвүн
260,Tochter::N,охин,күүкн
261,Bruder::N,ах,дү көвүн
262,Bruder::N,дүү,дү көвүн
263,Schwester::N,эгч,эгч
264,Schwester::N,эгч,дү күүкн
265,Schwester::N,охин дүү,эгч
266,Schwester::N,охин дүү,дү күүкн
267,Onkel::N,авга ах,авһ
268,Onkel::N,авга ах,наһцх
269,Onkel::N,нагац ах,авһ
270,Onkel::N,нагац ах,наһцх
271,Tante::N,авга эгч,наһц эгч
272,Tante::N,нагац эгч,наһц эгч
273,Ehemann::N,нөхөр,залу
274,Ehefrau::N,эхнэр,гергн
275,Ehefrau::N,гэргий,гергн
276,Freude::N,баяр,байр
277,Freude::N,баясгалан,байр
278,Gelächter::N,инээдэм,инәдн
279,Glück::N,жаргалан,җирһл
280,Glück::N,жаргалан,сәәхн җирһл
281,Kummer::N,гаслан,зовлң
282,Wunsch::N,ерөөл,дурн
283,Lust::N,дур,җилвтлһн
284,Lust::N,хүсэл,җилвтлһн
285,Geist::N,оюун,зөрг
286,Gedanke::N,сэтгэл,ухан
287,Gedächtnis::N,ой,чееҗин тодлвр
288,Gedächtnis::N,цээж,чееҗин тодлвр
289,Verstand::N,ухаан,ухан
290,Sinn::N,утга,учр-утх
291,Grund::N,учир,учр
292,Grund::N,учир,шалтан
293,Wahrheit::N,үнэн,үнн
294,Gespräch::N,яриа,күүндвүр
295,Märchen::N,явган үлгэр,тууль
296,Erzählung::N,тууж,келвр
297,Nachricht::N,мэдээ,медүллһн
298,Neuigkeit::N,сонин,зәңг
299,Name::N,нэр,нерн
300,Rätsel::N,оньсого,тәәлвртә тууль
301,Rede::N,хэлсэн үг,келлһн
302,Sprache::N,хэл,келн
303,Stimme::N,дуу,дун
304,Wort::N,үг,үг
305,Zeichen::N,тамга,темдг
306,Zeichen::N,тэмдэг,темдг
307,Ruf::N,дуудлага,дуудлһн
308,Lärm::N,шуугиан,шууган
309,Lärm::N,чимээ,шууган
310,Laut::N,анир,ә
311,Laut::N,дуу,ә
312,Ton::N,авиа,дун
313,Ton::N,аялгуу,дун
314,Lied::N,дуу,дун
315,Ruhe::N,энх,амулң
316,Ruhe::N,тайван,амулң
317,Leute::N,хүмүүс,әмтн
318,Volk::N,улс,улс
319,Arbeit::N,ажил,көдлмш
320,Arbeit::N,хөдөлмөр,көдлмш
321,Gast::N,зочин,гиич
322,Gast::N,айлчин,гиич
323,Geschenk::N,бэлэг,белг
324,Spiel::N,наадам,наадн
325,Spiel::N,тоглоом,наадн
326,Gesellschaft::N,хамт байх,олн
327,Hilfe::N,тусламж,нөкд
328,Freund::N,найз,иньг
329,Freund::N,нөхөр,иньг
330,Kamerad::N,хань,үр
331,Kamerad::N,нөхөр,үр
332,Angelegenheit::N,хэрэг,керг
333,Anzahl::N,тоо,то
334,Art::N,төрөл,зүүл
335,Art::N,янз,зүүл
336,Stück::N,хэсэг,хусг
337,Teil::N,хувь,хүв
338,Teil::N,хэсэг,хүв
339,Hälfte::N,хагас,өрәл
340,Kreis::N,тойрог,төгрг
341,Kreis::N,хүрээ,төгрг
342,Kreuz::N,загалмай,кирс
343,Linie::N,шугам,зурасн
344,Strich::N,зураас,татасн
345,Abstand::N,зай,зә
346,Entfernung::N,зай,һазр
347,Entfernung::N,хол ойр,һазр
348,Gegend::N,хавь,һазр
349,Gegend::N,газар,һазр
350,Platz::N,зай,зә
351,Platz::N,завсар,зә
352,Ort::N,газар,бәәрн
353,Ort::N,байр,бәәрн
354,Seite::N,тал,тал
355,Seite::N,тал,хаҗу
356,Seite::N,тал,хәврһ
357,Seite::N,этгээд,тал
358,Seite::N,этгээд,хаҗу
359,Seite::N,этгээд,хәврһ
360,Mitte::N,төв,дунд
361,Mitte::N,дунд,дунд
362,Gegenstand::N,юм,юмн
363,Sache::N,үйл,юмн
364,Sache::N,хэрэг,юмн
365,Rand::N,зах,зах
366,Rand::N,хөвөө,зах
367,Kante::N,ирмэг,ирмәг
368,Ecke::N,өнцөг,өнцг
369,Spitze::N,үзүүр,үзүр
370,Ende::N,зах,үзүр
371,Ende::N,үзүүр,үзүр
372,Loch::N,цоорхой,хаһрха
373,Loch::N,онгорхой,хаһрха
374,Winkel::N,өнцөг,булң
375,Muster::N,хээ,намч
376,Muster::N,угалз,намч
377,Größe::N,хэмжээ,кемҗән
378,Länge::N,урт,ут
379,Höhe::N,өндөр,өндр
380,Gewicht::N,жин,күнд
381,Gewicht::N,жин,чиңнүр
382,Menge::N,тоо,ик
383,Haufen::N,бөөн,ова
384,Reihe::N,эгнээ,зерг
385,Reihe::N,эгнээ,зерглән
386,Boot::N,завь,оңһц
387,Ruder::N,сэлүүр,хәәв
388,Schlitten::N,чарга,цан
389,Ski::N,цана,лыҗ
390,Lagerfeuer::N,түүдэг,костёр
391,Last::N,ачаа,күнд
392,Gang::N,явдал,йовлһн
393,Schritt::N,алхам,ишкм
394,Norden::N,умар,ар үзг
395,Süden::N,урд,өмн
396,Süden::N,урд,өмн үзг
397,Süden::N,өмнө,өмн
398,Süden::N,өмнө,өмн үзг
399,Westen::N,өрнө,барун
400,Westen::N,өрнө,барун үзг
401,Westen::N,баруун,барун
402,Westen::N,баруун,барун үзг
403,Osten::N,зүүн,зүн
404,Osten::N,зүүн,зүн үзг
405,Osten::N,дорно,зүн
406,Osten::N,дорно,зүн үзг
407,Holz::N,мод,модн
408,Brett::N,банз,харһа
409,Platte::N,хавтан,хавтха чолун
410,Stütze::N,тулгуур,тулг
411,Stütze::N,тулга,тулг
412,Stange::N,сургааг,уньн
413,Stock::N,саваа,модн
414,Stab::N,таяг,шуург
415,Rohr::N,хоолой,турва
416,Haus::N,гэр,гер
417,Haus::N,байшин,гер
418,Heim::N,гэр,гер-бул
419,Ofen::N,зуух,беш
420,Ofen::N,пийшин,беш
421,Fußboden::N,шал,девскр
422,Tisch::N,ширээ,ширә
423,Stuhl::N,сандал,стул
424,Wiege::N,өлгий,өлгә
425,Wiege::N,өлгий,дүүҗң
426,Bett::N,ор,орн
427,Bett::N,ор,орндг
428,Regal::N,тавиур,таг
429,Regal::N,тавиур,тәвц
430,Kiste::N,авдар,яршг
431,Kiste::N,хайрцаг,яршг
432,Fenster::N,гэгээвч,терз
433,Tür::N,үүд,үүдн
434,Tür::N,хаалга,үүдн
435,Tor::N,хаалга,үүдн
436,Tor::N,хаалга,өргн үүдн
437,Tor::N,хаалга,хашан үүдн
438,Zaun::N,хашаа,хаша
439,Dach::N,дээвэр,деевр
440,Leiter::N,шат,шат
441,Leiter::N,шат,давшур
442,Besen::N,хамуур,сәвүр
443,Besen::N,туужуу,сәвүр
444,Spaten::N,хүрз,күрз
445,Schaufel::N,хүрз,совг
446,Gabel::N,сэрээ,серә
447,Löffel::N,халбага,ухр
448,Messer::N,хутга,утх
449,Nagel::N,хадаас,хадасн
450,Netz::N,өөш,гөлм
451,Netz::N,тор,гөлм
452,Haken::N,гох,дегә
453,Griff::N,иш,иш
454,Griff::N,иш,бәрүл
455,Griff::N,сэнж,иш
456,Griff::N,сэнж,бәрүл
457,Schloss::N,цуурга,оньс
458,Schloss::N,цоож,оньс
459,Bild::N,зураг,зург
460,Figur::N,баримал,фигур
461,Puppe::N,хүүхэлдэй,наадһа
462,Beutel::N,агсаа,мишг
463,Beutel::N,уут,мишг
464,Bündel::N,боодол,багла
465,Bündel::N,боодол,боодһа
466,Tasche::N,цүнх,сумк
467,Eimer::N,хөнөг,суулһ
468,Eimer::N,хувин,суулһ
469,Deckel::N,таг,бүркәсн
470,Deckel::N,хавхаг,бүркәсн
471,Geschirr::N,сав суулга,сав
472,Geschirr::N,сав суулга,сав-сарх
473,Sack::N,шуудай,мишг
474,Tasse::N,аяга,ааһ
475,Topf::N,тогоо,кастрюль
476,Kessel::N,тогоо,хәәсн
477,Essen::N,идээ,зоогллһн
478,Nahrung::N,хүнс,теҗәл
479,Speise::N,идээ,хот
480,Fleisch::N,мах,махн
481,Getreide::N,будаа,хот болҗ эдлгддг цецгүдтә урһмл
482,Brei::N,богшмол,хаш
483,Brei::N,будаа,хаш
484,Brot::N,талх,өдмг
485,Scheibe::N,зүсэм,зүсм
486,Scheibe::N,хэрчим,зүсм
487,Fett::N,өөх,өөкн
488,Butter::N,тос,тосн
489,Öl::N,тос,тосн
490,Salz::N,давс,давсн
491,Suppe::N,шөл,шөлн
492,Honig::N,бал,бал
493,Milch::N,сүү,үсн
494,Tee::N,цай,цә
495,Leder::N,арьс,арсн
496,Leder::N,савхи,арсн
497,Wolle::N,ноос,утцн
498,Wolle::N,ноос,эд
499,Wolle::N,унгас,утцн
500,Wolle::N,унгас,эд
501,Stoff::N,бөс,эд
502,Nadel::N,зүү,зүн
503,Faden::N,боолт,утцн
504,Faden::N,утас,утцн
505,Knopf::N,товч,товч
506,Knoten::N,зангилаа,зәңгдә
507,Farbe::N,будаг,будг
508,Kleidung::N,хувцас,хувцн
509,Kleidung::N,хувцас,хувц-хунр
510,Hemd::N,цамц,киилг
511,Kragen::N,зах заам,зах
512,Ärmel::N,ханцуй,ханцн
513,Hose::N,өмд,шалвур
514,Gürtel::N,бүс,бүс
515,Mütze::N,малгай,махла
516,Mütze::N,бүрх,махла
517,Schuh::N,туфли,башмгуд
518,Stiefel::N,гутал,һосн
519,Ring::N,бөгж,билцг
520,Band::N,тууз,лент
521,Kamm::N,сам,сам
522,Spiegel::N,толь,толь
523,Riemen::N,тасам,бүс
524,Riemen::N,сур,бүс
525,Schnur::N,татлага,деесн
526,Leine::N,оосор,бурнтг
527,Leine::N,оосор,нохан көтлвр
528,Decke::N,хөнжил,көнҗл
529,Decke::N,хучлага,көнҗл
530,Kissen::N,дэр,дер
531,Tuch::N,алчуур,альчур
532,Tuch::N,даавуу,альчур
533,Handtuch::N,алчуур,полотенц
534,Handtuch::N,алчуур,һар-нүүрин альчур
535,Kraft::N,чадал,күчн
536,Kraft::N,хүч,күчн
537,Stärke::N,эрч,чидл
538,Stärke::N,тэнхээ,чидл
539,Gesundheit::N,бие,эрүл-менд
540,Gesundheit::N,эрүүл мэнд,эрүл-менд
541,Krankheit::N,эмгэг,өвчн
542,Schmerz::N,өвчин,өвдлһн
543,Wunde::N,шарх,шав
544,Fieber::N,халуун,безг
545,Arznei::N,эм,эм
546,Brücke::N,гүүр,тагт
547,Brunnen::N,худаг,худг
548,Weide::N,бэлчээр,малын идг
549,Pfad::N,жим,цувг
550,Pfad::N,зөрөг,цувг
551,Weg::N,зам,хаалһ
552,Weg::N,харгуй,хаалһ
553,Straße::N,зам,зам
554,Straße::N,харгуй,зам
555,Dorf::N,тосгон,хотн
556,Dorf::N,гацаа,хотн
557,Stadt::N,хот,балһсн
558,Brief::N,захидал,бичг
559,Brief::N,захиа,бичг
560,Buch::N,ном,дегтр
561,Buch::N,бичиг,дегтр
562,Buchstabe::N,үсэг,үзг
563,Zeitung::N,сонин,газет
564,Leben::N,амь,җирһл
565,Leben::N,амьдрал,җирһл
566,Tod::N,үхэл,үкл
567,Tod::N,үхэл,өңгрлһн
568,Grab::N,булш,оршалһна нүкн
569,Kirche::N,сүм,чонҗ
570,Sünde::N,нүгэл,нүл
571,Sünde::N,нүгэл,килнц
572,Sünde::N,хилэнц,нүл
573,Sünde::N,хилэнц,килнц
574,Gott::N,бурхан,бурхн
575,Arbeiter::N,ажилчин,көдлмшч
576,Arbeiter::N,хөдөлмөрчин,көдлмшч
577,Chef::N,дарга,толһач
578,Meister::N,дархан,урн
579,Arzt::N,эмч,эмч
580,Lehrer::N,багш,багш
581,Geld::N,цаас,мөңгн
582,Geld::N,мөнгө,мөңгн
583,Geschäft::N,наймаа,көдлмш
584,Laden::N,дэлгүүр,лавк
585,Preis::N,үнэ,үн
586,Ware::N,таваар,эд-тавр
587,Ware::N,бараа,эд-тавр
588,Nutzen::N,ашиг,олз
589,Reichtum::N,баялаг,зөөр
590,Welt::N,дэлхий,орчлң
591,Welt::N,дэлхий,делкә
592,Welt::N,орчлон,орчлң
593,Welt::N,орчлон,делкә
594,Land::N,улс,орн-нутг
595,Land::N,орон,орн-нутг
596,Staat::N,төр,государств
597,Staat::N,гүрэн,государств
598,König::N,ван,хан
599,Macht::N,засаг,йосн
600,Grenze::N,хил,меҗә
601,Krieg::N,дайн,дән
602,Feind::N,дайсан,дәәсн
603,Gewalt::N,хүчирхэх,күч һарһлһн
604,Kampf::N,тэмцэл,ноолдан
605,Kampf::N,тэмцэл,бәрлдлһн
606,Kampf::N,байлдаан,ноолдан
607,Kampf::N,байлдаан,бәрлдлһн
608,Bogen[Waffe]::N,нум,саадг
609,Pfeil::N,годил,сумн
610,Pfeil::N,сум,сумн
611,Gewehr::N,буу,бу
612,Fehler::N,эндэл,алдг
613,Fehler::N,алдаа,алдг
614,Lüge::N,худал,худл
615,Schaden::N,хор,хорлт
616,Schaden::N,хөнөөл,хорлт
617,Unglück::N,гай,гүрм
618,Unglück::N,гамшиг,гүрм
619,Schuld::N,гэм,гем
620,Schuld::N,гэм,буру
621,Schuld::N,буруу,гем
622,Schuld::N,буруу,буру
623,Alter::N,нас,насн
624,Schluss::N,эцэс,чилгч
625,Schluss::N,төгсгөл,чилгч
626,Zeit::N,цаг,цаг
627,Tag::N,өдөр,өдр
628,Morgen::N,өглөө,өрүн
629,Mittag::N,үд,үд
630,Abend::N,үдэш,асхн
631,Nacht::N,шөнө,сө
632,Woche::N,долоо хоног,долан хонг
633,Monat::N,сар,сар
634,Jahr::N,жил,җил
635,Frühling::N,хавар,хавр
636,Sommer::N,зун,зун
637,Herbst::N,намар,намр
638,Winter::N,өвөл,үвл
639,Januar::N,нэгдүгээр сар,январь
640,Februar::N,хоёрдугаар сар,февраль
641,März::N,гуравдугаар сар,март
642,März::N,гуравдугаар сар,моһа сар
643,April::N,дөрөвдүгээр сар,апрель
644,Mai::N,тавдугаар сар,май
645,Juni::N,зургаадугаар сар,июнь
646,Juni::N,зургаадугаар сар,мөчн сар
647,Juli::N,долдугаар сар,июль
648,August::N,наймдугаар сар,август
649,September::N,есдүгээр сар,һаха сар
650,Oktober::N,аравдугаар сар,октябрь
651,November::N,арван нэгдүгээр сар,ноябрь
652,November::N,арван нэгдүгээр сар,үкр сар
653,Dezember::N,арван хоёрдугаар сар,бар сар
654,Montag::N,даваа,понедельник
655,Dienstag::N,мягмар,вторник
656,Mittwoch::N,лхагва,среда
657,Mittwoch::N,лхагва,үлмҗ өдр
658,Donnerstag::N,пүрэв,четверг
659,Donnerstag::N,пүрэв,пүрвә өдр
660,Freitag::N,баасан,пятниц
661,Samstag::N,бямба,суббот
662,Sonntag::N,ням,нарн өдр
663,Sonntag::N,ням,воскресень
664,groß::A,их,ик
665,groß::A,том,ик
666,klein::A,бага,бичкн
667,klein::A,жаахан,бичкн
668,lang::A,урт,ут
669,kurz::A,охор,оһтр
670,kurz::A,богино,оһтр
671,breit::A,өргөн,өргн
672,schmal::A,уйтан,уутьхн
673,schmal::A,нарийн,уутьхн
674,dicht::A,нягт,нигт
675,dicht::A,чигжүү,нигт
676,dick[Gegenstand]::A,зузаан,зузан
677,dünn::A,нимгэн,нимгн
678,fein::A,нарийн,нәрхн
679,fest::A,бөх,бат
680,fest::A,хатуу,бат
681,flach::A,хавтгай,хавтха
682,glatt::A,цагаан,тегш
683,glatt::A,цагаан,тиньгр
684,hart::A,хатуу,хату
685,weich::A,зөөлөн,җөөлн
686,weich::A,зөөлөн,җөөлкн
687,rund::A,дугуй,төгрг
688,rund::A,дугариг,төгрг
689,spitz::A,шовх,шовһр
690,spitz::A,шовгор,шовһр
691,scharf::A,хурц,хурц
692,scharf::A,иртэй,хурц
693,stumpf::A,мохоо,мука
694,schwer::A,хүнд,күнд
695,schön::A,гуа,сәәхн
696,schön::A,сайхан,сәәхн
697,heiß::A,халуун,халун
698,warm::A,дулаан,дулан
699,kalt::A,хүйтэн,киитн
700,kühl::A,сэрүүн,серүн
701,frisch::A,эрүүл,серүн
702,frisch::A,жихүүн,серүн
703,feucht::A,чийгтэй,чиигтә
704,nass::A,нойтон,чиигтә
705,trocken::A,хатсан,хагсу
706,voll::A,дүүрэн,дүүрң
707,leer::A,хоосон,сул
708,leer::A,хоосон,хоосн
709,offen::A,онгорхой,секәтә
710,geschlossen::A,битүү,хаалһата
711,geschlossen::A,хаалтай,хаалһата
712,sauber::A,цэвэр,цевр
713,sauber::A,хиргүй,цевр
714,schmutzig::A,бохир,киртә
715,schmutzig::A,хиртэй,киртә
716,roh::A,түүхий,түүкә
717,reif::A,болсон,болсн
718,lecker::A,амттай,әмтәхн
719,süß::A,амттай,әмтәхн
720,süß::A,чихэрлэг,әмтәхн
721,bitter::A,гашуун,һашун
722,bitter::A,гашуун,һашута
723,sauer::A,эсгэлэн,ишклң
724,hell::A,гэгээн,герлтә
725,hell::A,гэрэлтэй,герлтә
726,dunkel::A,бараан,харңһу
727,dunkel::A,харанхуй,харңһу
728,schwarz::A,хар,хар
729,weiß::A,цагаан,цаһан
730,rot::A,улаан,улан
731,gelb::A,шар,шар
732,blau::A,хөх,көк
733,blau::A,цэнхэр,көк
734,grün::A,ногоон,көк
735,grau::A,орог,бор
736,grau::A,саарал,бор
737,bunt::A,эрээн,алг
738,bunt::A,эрээн,эрәтә
739,billig::A,хямд,кимд
740,teuer::A,үнэтэй,үнтә
741,wertvoll::A,үнэт,үнтә
742,wertvoll::A,үнэт,эрднь
743,blind::A,сохор,сохр
744,taub::A,чих хатуу,дүлә
745,kräftig::A,чийрэг,күчтә
746,stark::A,хүчтэй,чаңһ
747,stark::A,чадалтай,чаңһ
748,schwach::A,сул,күчн тату
749,fett::A,тарган,тарһн
750,fett::A,голигор,тарһн
751,schlank::A,голшиг,эццн
752,hübsch::A,сайхан,көркхн
753,hübsch::A,хөөрхөн,көркхн
754,böse::A,муу,уурта
755,böse::A,хортой,уурта
756,dumm::A,тэнэг,тенг
757,faul::A,залхуу,залху
758,fleißig::A,чармайлтгай,кинән
759,fleißig::A,чармайлтгай,кинмһә
760,geizig::A,харамч,ховдг
761,klug::A,цэцэн,ухата
762,geschickt::A,дүйтэй,чадмг
763,lieb::A,хайрт,эңкр
764,lustig::A,цэнгэлтэй,сергмҗтә
765,lustig::A,цэнгэлтэй,җирһлтә
766,sanft::A,наалинхай,номһн
767,hungrig::A,өлөн,өлн
768,hungrig::A,өлөн,харһнсн
769,hungrig::A,өлссөн,өлн
