,Concept_ID,hi,de
0,Auge::N,आँख,Auge
1,Auge::N,चक्षु,Auge
2,Ohr::N,कान,Ohr
3,Ohr::N,कर्ण,Ohr
4,Nase::N,नाक,Nase
5,Nase::N,नासा,Nase
6,Mund::N,मुख,Mund
7,Mund::N,मुँह,Mund
8,Zahn::N,दंत,Zahn
9,Zahn::N,दाँत,Zahn
10,Zunge::N,जीभ,Zunge
11,Zunge::N,ज़बान,Zunge
12,Zunge::N,जिह्वा,Zunge
13,Lippe::N,ओंठ,Lippe
14,Lippe::N,होंठ,Lippe
15,Wange::N,गाल,Wange
16,Wange::N,कपोल,Wange
17,Gesicht::N,मुँह,Gesicht
18,Gesicht::N,चेहरा,Gesicht
19,Stirn::N,माथा,Stirn
20,Stirn::N,मस्तक,Stirn
21,Haar::N,बाल,Haar
22,Schnurrbart::N,मूँछें,Schnurrbart
23,Bart::N,दाढ़ी,Bart
24,Kinn::N,चिबुक,Kinn
25,Kiefer[Anatomie]::N,जबड़ा,Kiefer
26,Kehle::N,गला,Kehle
27,Hals::N,गला,Hals
28,Hals::N,गरदन,Hals
29,Genick::N,गरदन,Genick
30,Genick::N,ग्रीवा,Genick
31,Kopf::N,सिर,Kopf
32,Kopf::N,शीर्ष,Kopf
33,Rücken::N,पीठ,Rücken
34,Bauch::N,उदर,Bauch
35,Nabel::N,नाभि,Nabel
36,Nabel::N,ढोंढी,Nabel
37,Busen::N,कुच,Busen
38,Busen::N,स्तन,Busen
39,Brust::N,वक्ष,Brust
40,Schulter::N,कंधा,Schulter
41,Schulter::N,स्कंध,Schulter
42,Arm::N,बाँह,Arm
43,Arm::N,बाज़ू,Arm
44,Ellenbogen::N,कुहनी,Ellenbogen
45,Hand::N,हाथ,Hand
46,Hand::N,हस्त,Hand
47,Handfläche::N,हथेली,Handfläche
48,Finger::N,उँगली,Finger
49,Finger::N,अँगुली,Finger
50,Fingernagel::N,नख,Fingernagel
51,Fingernagel::N,नाख़ून,Fingernagel
52,Nagel[Anatomie]::N,नख,Nagel
53,Nagel[Anatomie]::N,नाख़ून,Nagel
54,Zeh::N,उँगली,Zeh
55,Zeh::N,पाँव की उँगली,Zeh
56,Fuß::N,चरण,Fuß
57,Fuß::N,पाँव,Fuß
58,Ferse::N,एड़ी,Ferse
59,Knie::N,जानु,Knie
60,Knie::N,घुटना,Knie
61,Oberschenkel::N,उरु,Oberschenkel
62,Bein::N,टाँग,Bein
63,Körper::N,तन,Körper
64,Körper::N,देह,Körper
65,Körper::N,शरीर,Körper
66,Haut::N,चर्म,Haut
67,Haut::N,त्वचा,Haut
68,Blut::N,लहू,Blut
69,Blut::N,ख़ून,Blut
70,Ader::N,रग,Ader
71,Ader::N,शिरा,Ader
72,Sehne::N,कंडरा,Sehne
73,Sehne::N,स्नायु,Sehne
74,Knochen::N,अस्थि,Knochen
75,Gehirn::N,दिमाग़,Gehirn
76,Gehirn::N,मस्तिष्क,Gehirn
77,Herz::N,दिल,Herz
78,Herz::N,हृदय,Herz
79,Magen::N,मेदा,Magen
80,Magen::N,अमाशय,Magen
81,Leber::N,जिगर,Leber
82,Leber::N,यकृत्,Leber
83,Atem::N,दम,Atem
84,Atem::N,साँस,Atem
85,Atem::N,श्वास,Atem
86,Hunger::N,भूख,Hunger
87,Hunger::N,क्षुधा,Hunger
88,Träne::N,आँसू,Träne
89,Träne::N,अश्रु,Träne
90,Geschmack::N,स्वाद,Geschmack
91,Geschmack::N,ज़ायक़ा,Geschmack
92,Geruch::N,बू,Geruch
93,Geruch::N,गंध,Geruch
94,Schlaf::N,नींद,Schlaf
95,Schlaf::N,निद्रा,Schlaf
96,Traum::N,सपना,Traum
97,Traum::N,स्वप्न,Traum
98,Himmel::N,आकाश,Himmel
99,Himmel::N,आसमान,Himmel
100,Sonne::N,रवि,Sonne
101,Sonne::N,सूरज,Sonne
102,Sonne::N,सूर्य,Sonne
103,Mond::N,चाँद,Mond
104,Mond::N,चंद्र,Mond
105,Stern::N,तारा,Stern
106,Stern::N,सितारा,Stern
107,Luft::N,हवा,Luft
108,Luft::N,वायु,Luft
109,Wind::N,पाद,Wind
110,Welle::N,लहर,Welle
111,Welle::N,तरंग,Welle
112,Wasser::N,जल,Wasser
113,Wasser::N,पानी,Wasser
114,Stein::N,पत्थर,Stein
115,Boden::N,मिट्टी,Boden
116,Erde::N,भूमि,Erde
117,Erde::N,ज़मीन,Erde
118,Staub::N,धूल,Staub
119,Rauch::N,धूआँ,Rauch
120,Rauch::N,धुम्र,Rauch
121,Funke::N,चिनगारी,Funke
122,Funke::N,स्फुलिंग,Funke
123,Feuer::N,आग,Feuer
124,Feuer::N,आतिश,Feuer
125,Feuer::N,अग्नि,Feuer
126,Licht::N,रोशनी,Licht
127,Licht::N,प्रकाश,Licht
128,Schatten::N,छाया,Schatten
129,Schatten::N,परछाई,Schatten
130,Wetter::N,ऋतु,Wetter
131,Wetter::N,मौसम,Wetter
132,Nebel::N,धुँध,Nebel
133,Nebel::N,कुहरा,Nebel
134,Wolke::N,मेघ,Wolke
135,Wolke::N,अभ्र,Wolke
136,Regen::N,मेंह,Regen
137,Regen::N,बारिश,Regen
138,Schnee::N,हिम,Schnee
139,Schnee::N,बर्फ़,Schnee
140,Eis::N,हिम,Eis
141,Eis::N,बर्फ़,Eis
142,Frost::N,ठंड,Frost
143,Kälte::N,सर्दी,Kälte
144,Kälte::N,शीतलता,Kälte
145,Hitze::N,ताप,Hitze
146,Hitze::N,गरमी,Hitze
147,Raureif::N,पाला,Raureif
148,Regenbogen::N,इंद्र-धनुष,Regenbogen
149,Donner::N,गरज,Donner
150,Donner::N,मेघ-गर्जन,Donner
151,Strömung::N,बहाव,Strömung
152,Strömung::N,प्रवाह,Strömung
153,Tropfen::N,बूँद,Tropfen
154,Schaum::N,झाग,Schaum
155,Schmutz::N,गंद,Schmutz
156,Schmutz::N,कीचड़,Schmutz
157,See::N,झील,See
158,See::N,सरोवर,See
159,Sumpf::N,दलदल,Sumpf
160,Sumpf::N,धँसान,Sumpf
161,Moor::N,झाबर,Moor
162,Moor::N,धँसान,Moor
163,Wiese::N,घास-स्थल,Wiese
164,Wald::N,जंगल,Wald
165,Hügel::N,टीला,Hügel
166,Hügel::N,पहाड़,Hügel
167,Anhöhe::N,टीला,Anhöhe
168,Anhöhe::N,पहाड़ी,Anhöhe
169,Berg::N,पहाड़,Berg
170,Gipfel::N,शिखर,Gipfel
171,Höhle::N,गुहा,Höhle
172,Höhle::N,गुफ़ा,Höhle
173,Abhang::N,ढाल,Abhang
174,Abhang::N,ढलान,Abhang
175,Quelle::N,चश्मा,Quelle
176,Bach::N,सोता,Bach
177,Bach::N,नदिका,Bach
178,Fluss::N,नदी,Fluss
179,Fluss::N,सरिता,Fluss
180,Ufer::N,तट,Ufer
181,Ufer::N,किनारा,Ufer
182,Küste::N,समुद्र-तट,Küste
183,Festland::N,महाद्वीप,Festland
184,Meer::N,सागर,Meer
185,Meer::N,समुद्र,Meer
186,Bucht::N,खाड़ी,Bucht
187,Insel::N,टापू,Insel
188,Insel::N,द्वीप,Insel
189,Blume::N,फूल,Blume
190,Blume::N,पुष्प,Blume
191,Gras::N,घास,Gras
192,Wurzel::N,मूल,Wurzel
193,Baum::N,पेड़,Baum
194,Baum::N,वृक्ष,Baum
195,Stamm::N,धड़,Stamm
196,Rinde::N,छाल,Rinde
197,Rinde::N,वल्कल,Rinde
198,Ast::N,डाल,Ast
199,Ast::N,शाखा,Ast
200,Zweig::N,टहनी,Zweig
201,Blatt::N,पत्र,Blatt
202,Blatt::N,पत्ता,Blatt
203,Birke::N,भूर्ज,Birke
204,Kiefer[Baum]::N,पाइन-वृक्ष,Kiefer
205,Weide[Baum]::N,बेंत,Weide
206,Tanne::N,फ़र,Tanne
207,Horn::N,सींग,Horn
208,Horn::N,विषाण,Horn
209,Feder::N,पर,Feder
210,Feder::N,पंख,Feder
211,Fell::N,खाल,Fell
212,Fell::N,पशु-चर्म,Fell
213,Flügel::N,पंख,Flügel
214,Flügel::N,डैना,Flügel
215,Klaue::N,पंजा,Klaue
216,Kralle::N,पंजा,Kralle
217,Kralle::N,नाख़ून,Kralle
218,Schwanz::N,पूँछ,Schwanz
219,Ei::N,अंडा,Ei
220,Nest::N,नीड़,Nest
221,Nest::N,घोंसला,Nest
222,Bau::N,बिल,Bau
223,Bau::N,माँद,Bau
224,Tier::N,पशु,Tier
225,Tier::N,जानवर,Tier
226,Herde::N,गल्ला,Herde
227,Kuh::N,गौ,Kuh
228,Kuh::N,गाय,Kuh
229,Bulle::N,साँड़,Bulle
230,Pferd::N,अश्व,Pferd
231,Pferd::N,घोड़ा,Pferd
232,Schaf::N,भेड़,Schaf
233,Schwein::N,शूकर,Schwein
234,Hund::N,श्वान,Hund
235,Hund::N,कुत्ता,Hund
236,Katze::N,बिल्ली,Katze
237,Bär::N,रीछ,Bär
238,Bär::N,भालू,Bär
239,Eichhörnchen::N,गिलहरी,Eichhörnchen
240,Elch::N,एल्क,Elch
241,Fuchs::N,लोमड़ी,Fuchs
242,Hase::N,खरहा,Hase
243,Hase::N,ख़रगोश,Hase
244,Maus::N,मूष,Maus
245,Maus::N,चूहा,Maus
246,Wolf::N,वृक,Wolf
247,Wolf::N,भेड़िया,Wolf
248,Vogel::N,पक्षी,Vogel
249,Vogel::N,चिड़िया,Vogel
250,Schwarm::N,झुंड,Schwarm
251,Huhn::N,मुर्ग़ी,Huhn
252,Hahn::N,मुर्ग़ा,Hahn
253,Gans::N,हंस,Gans
254,Gans::N,हंसिनी,Gans
255,Adler::N,उक़ाब,Adler
256,Ente::N,बतख़,Ente
257,Ente::N,बत्तक,Ente
258,Eule::N,उल्लू,Eule
259,Kranich::N,सारस,Kranich
260,Kranich::N,क्रौंंच,Kranich
261,Krähe::N,काक,Krähe
262,Kuckuck::N,कोयल,Kuckuck
263,Kuckuck::N,कोकिल,Kuckuck
264,Schwan::N,हंस,Schwan
265,Schwan::N,मराल,Schwan
266,Fisch::N,मछली,Fisch
267,Fisch::N,मत्स्य,Fisch
268,Barsch::N,पर्च,Barsch
269,Hecht::N,पाइक,Hecht
270,Schlange[Tier]::N,सर्प,Schlange
271,Wurm::N,कृमि,Wurm
272,Wurm::N,कीड़ा,Wurm
273,Spinne::N,लूता,Spinne
274,Spinne::N,मकड़ी,Spinne
275,Ameise::N,चींटी,Ameise
276,Laus::N,जूँ,Laus
277,Mücke::N,डाँस,Mücke
278,Fliege::N,मक्खी,Fliege
279,Fliege::N,मक्षिका,Fliege
280,Schmetterling::N,तितली,Schmetterling
281,Beere::N,बेरी,Beere
282,Apfel::N,सेब,Apfel
283,Pilz::N,खुंबी,Pilz
284,Zwiebel::N,प्याज़,Zwiebel
285,Saat::N,बीज,Saat
286,Korn::N,दाना,Korn
287,Heu::N,मूखी घास,Heu
288,Schale::N,बकला,Schale
289,Schale::N,छिलका,Schale
290,Grube::N,गड्ढा,Grube
291,Falle::N,जाल,Falle
292,Falle::N,फँदा,Falle
293,Schlinge::N,फँदा,Schlinge
294,Spur::N,सुराग़,Spur
295,Spur::N,पद-चिह्न,Spur
296,Asche::N,राख,Asche
297,Dreck::N,मैल,Dreck
298,Dreck::N,गंदगी,Dreck
299,Eisen::N,लोहा,Eisen
300,Gold::N,सोना,Gold
301,Gold::N,स्वर्ण,Gold
302,Silber::N,रजत,Silber
303,Silber::N,चाँदी,Silber
304,Kohle::N,कोयला,Kohle
305,Glas::N,काँच,Glas
306,Lehm::N,चिकनी मिट्टी,Lehm
307,Sand::N,रेत,Sand
308,Sand::N,बालू,Sand
309,Mensch::N,मानव,Mensch
310,Mensch::N,इनसान,Mensch
311,Mensch::N,मनुष्य,Mensch
312,Mann::N,आदमी,Mann
313,Mann::N,पुरुष,Mann
314,Frau::N,औरत,Frau
315,Frau::N,महिला,Frau
316,Frau::N,स्त्री,Frau
317,Kind::N,बाल,Kind
318,Kind::N,बच्चा,Kind
319,Junge::N,लड़का,Junge
320,Mädchen::N,लड़की,Mädchen
321,Mädchen::N,कुमारी,Mädchen
322,Familie::N,परिवार,Familie
323,Großvater::N,दादा,Großvater
324,Großmutter::N,नानी,Großmutter
325,Eltern::N,माँ-बाप,Eltern
326,Eltern::N,माता-पिता,Eltern
327,Vater::N,बाप,Vater
328,Vater::N,पिता,Vater
329,Mutter::N,माँ,Mutter
330,Mutter::N,माता,Mutter
331,Sohn::N,बेटा,Sohn
332,Sohn::N,पुत्र,Sohn
333,Tochter::N,बेटी,Tochter
334,Tochter::N,पुत्री,Tochter
335,Bruder::N,भाई,Bruder
336,Bruder::N,भ्राता,Bruder
337,Schwester::N,बहन,Schwester
338,Schwester::N,भगिनी,Schwester
339,Onkel::N,ताऊ,Onkel
340,Onkel::N,काका,Onkel
341,Tante::N,बूआ,Tante
342,Tante::N,फूफी,Tante
343,Tante::N,ख़ाला,Tante
344,Ehemann::N,पति,Ehemann
345,Ehemann::N,शौहर,Ehemann
346,Ehefrau::N,बीवी,Ehefrau
347,Freude::N,आनंद,Freude
348,Freude::N,प्रसन्नता,Freude
349,Gelächter::N,हँसी,Gelächter
350,Gelächter::N,क़हक़हा,Gelächter
351,Glück::N,आनंद,Glück
352,Glück::N,ख़ुशी,Glück
353,Kummer::N,शोक,Kummer
354,Kummer::N,दुःख,Kummer
355,Wunsch::N,इच्छा,Wunsch
356,Wunsch::N,अभिलाषा,Wunsch
357,Lust::N,चाह,Lust
358,Lust::N,कामना,Lust
359,Geist::N,जान,Geist
360,Geist::N,प्राण,Geist
361,Gedanke::N,विचार,Gedanke
362,Gedächtnis::N,याददाश्त,Gedächtnis
363,Gedächtnis::N,स्मरण-शक्ति,Gedächtnis
364,Verstand::N,समझ,Verstand
365,Verstand::N,अक़्ल,Verstand
366,Verstand::N,बुद्धि,Verstand
367,Sinn::N,अर्थ,Sinn
368,Grund::N,वजह,Grund
369,Grund::N,कारण,Grund
370,Wahrheit::N,सत्य,Wahrheit
371,Wahrheit::N,सच्चाई,Wahrheit
372,Gespräch::N,चर्चा,Gespräch
373,Gespräch::N,वार्ता,Gespräch
374,Gespräch::N,बात-चीत,Gespräch
375,Märchen::N,क़िस्सा,Märchen
376,Erzählung::N,कथा,Erzählung
377,Erzählung::N,कहानी,Erzählung
378,Nachricht::N,सूचना,Nachricht
379,Nachricht::N,समाचार,Nachricht
380,Neuigkeit::N,ख़बर,Neuigkeit
381,Neuigkeit::N,समाचार,Neuigkeit
382,Name::N,नाम,Name
383,Rätsel::N,पहेली,Rätsel
384,Rede::N,वचन,Rede
385,Rede::N,भाषण,Rede
386,Sprache::N,भाषा,Sprache
387,Sprache::N,ज़बान,Sprache
388,Stimme::N,स्वर,Stimme
389,Stimme::N,आवाज़,Stimme
390,Wort::N,शब्द,Wort
391,Wort::N,लफ़्ज़,Wort
392,Zeichen::N,निशान,Zeichen
393,Ruf::N,पुकार,Ruf
394,Ruf::N,आह्वान,Ruf
395,Lärm::N,शोर,Lärm
396,Lärm::N,हुल्लड़,Lärm
397,Laut::N,स्वर,Laut
398,Laut::N,ध्वनि,Laut
399,Ton::N,सुर,Ton
400,Ton::N,स्वर,Ton
401,Lied::N,गीत,Lied
402,Ruhe::N,आराम,Ruhe
403,Ruhe::N,ख़ामोशी,Ruhe
404,Leute::N,लोग,Leute
405,Volk::N,क़ौम,Volk
406,Volk::N,प्रजा,Volk
407,Arbeit::N,काम,Arbeit
408,Gast::N,अतिथि,Gast
409,Gast::N,मेहमान,Gast
410,Geschenk::N,उपहार,Geschenk
411,Geschenk::N,तोहफ़ा,Geschenk
412,Spiel::N,खेल,Spiel
413,Spiel::N,क्रीड़ा,Spiel
414,Gesellschaft::N,साथ,Gesellschaft
415,Hilfe::N,मदद,Hilfe
416,Hilfe::N,सहायता,Hilfe
417,Freund::N,मित्र,Freund
418,Kamerad::N,साथी,Kamerad
419,Kamerad::N,कामरेड,Kamerad
420,Angelegenheit::N,बात,Angelegenheit
421,Angelegenheit::N,मामला,Angelegenheit
422,Anzahl::N,तादाद,Anzahl
423,Anzahl::N,संख्या,Anzahl
424,Art::N,तरह,Art
425,Art::N,क़िस्म,Art
426,Stück::N,फाँक,Stück
427,Stück::N,टुकड़ा,Stück
428,Teil::N,भाग,Teil
429,Teil::N,हिस्सा,Teil
430,Hälfte::N,अर्धभाग,Hälfte
431,Kreis::N,चक्कर,Kreis
432,Kreuz::N,सलीब,Kreuz
433,Kreuz::N,क्रूस,Kreuz
434,Linie::N,लाइन,Linie
435,Strich::N,लकीर,Strich
436,Abstand::N,अंतर,Abstand
437,Abstand::N,फ़ासला,Abstand
438,Entfernung::N,दूरी,Entfernung
439,Entfernung::N,फ़ासला,Entfernung
440,Gegend::N,इलाक़ा,Gegend
441,Platz::N,जगह,Platz
442,Platz::N,स्थान,Platz
443,Ort::N,स्थल,Ort
444,Ort::N,स्थान,Ort
445,Seite::N,ओर,Seite
446,Seite::N,तरफ़,Seite
447,Mitte::N,बीच,Mitte
448,Mitte::N,मध्य,Mitte
449,Gegenstand::N,चीज़,Gegenstand
450,Gegenstand::N,पदार्थ,Gegenstand
451,Sache::N,चीज़,Sache
452,Sache::N,वस्तु,Sache
453,Rand::N,छोर,Rand
454,Rand::N,उपांत,Rand
455,Kante::N,कोर,Kante
456,Kante::N,किनारा,Kante
457,Ecke::N,कोना,Ecke
458,Ecke::N,नुक्कड़,Ecke
459,Spitze::N,नोक,Spitze
460,Ende::N,छोर,Ende
461,Ende::N,सिरा,Ende
462,Loch::N,छेद,Loch
463,Loch::N,सूराख़,Loch
464,Winkel::N,कोण,Winkel
465,Winkel::N,कोना,Winkel
466,Muster::N,नमूना,Muster
467,Muster::N,डिज़ाइन,Muster
468,Größe::N,परिमाण,Größe
469,Größe::N,विस्तार,Größe
470,Länge::N,लंबाई,Länge
471,Höhe::N,ऊँचाई,Höhe
472,Höhe::N,उच्चता,Höhe
473,Gewicht::N,भार,Gewicht
474,Gewicht::N,वज़न,Gewicht
475,Menge::N,मात्रा,Menge
476,Haufen::N,ढेर,Haufen
477,Haufen::N,अंबार,Haufen
478,Reihe::N,क़तार,Reihe
479,Reihe::N,पंक्ति,Reihe
480,Boot::N,नाव,Boot
481,Boot::N,नौका,Boot
482,Ruder::N,चप्पू,Ruder
483,Schlitten::N,बर्फ़-गाड़ी,Schlitten
484,Ski::N,स्की,Ski
485,Lagerfeuer::N,अलाव,Lagerfeuer
486,Lagerfeuer::N,कैंप-फ़ायर,Lagerfeuer
487,Last::N,भार,Last
488,Gang::N,चाल,Gang
489,Schritt::N,डग,Schritt
490,Schritt::N,क़दम,Schritt
491,Norden::N,उत्तर,Norden
492,Süden::N,दक्खिन,Süden
493,Westen::N,पश्चिम,Westen
494,Osten::N,पूरब,Osten
495,Holz::N,काठ,Holz
496,Holz::N,काष्ठ,Holz
497,Brett::N,पटरा,Brett
498,Brett::N,तख़्ता,Brett
499,Platte::N,फलक,Platte
