,Concept_ID,hi,de
500,Platte::N,तख़्ता,Platte
501,Stütze::N,टेक,Stütze
502,Stütze::N,थूनी,Stütze
503,Stange::N,छड़,Stange
504,Stange::N,बाँस,Stange
505,Stock::N,लाठी,Stock
506,Stab::N,लग्गा,Stab
507,Rohr::N,नल,Rohr
508,Haus::N,घर,Haus
509,Haus::N,मकान,Haus
510,Heim::N,घर,Heim
511,Heim::N,गृह,Heim
512,Ofen::N,चूल्हा,Ofen
513,Fußboden::N,फ़र्श,Fußboden
514,Tisch::N,मेज़,Tisch
515,Stuhl::N,कुरसी,Stuhl
516,Wiege::N,पालना,Wiege
517,Wiege::N,हिंडोला,Wiege
518,Bett::N,खाट,Bett
519,Bett::N,पलंग,Bett
520,Regal::N,शेल्फ़,Regal
521,Kiste::N,पेटी,Kiste
522,Kiste::N,डिब्बा,Kiste
523,Fenster::N,खिड़की,Fenster
524,Tür::N,द्वार,Tür
525,Tür::N,दरवाज़ा,Tür
526,Tor::N,फाटक,Tor
527,Zaun::N,बाड़ा,Zaun
528,Dach::N,छत,Dach
529,Dach::N,छप्पर,Dach
530,Leiter::N,सीढ़ी,Leiter
531,Besen::N,झाड़ू,Besen
532,Besen::N,बुहारी,Besen
533,Spaten::N,कुदाल,Spaten
534,Schaufel::N,बेलचा,Schaufel
535,Schaufel::N,फावड़ा,Schaufel
536,Gabel::N,काँटा,Gabel
537,Löffel::N,चम्मच,Löffel
538,Messer::N,छुरा,Messer
539,Messer::N,चाक़ू,Messer
540,Nagel::N,कील,Nagel
541,Nagel::N,मेख़,Nagel
542,Netz::N,जाल,Netz
543,Haken::N,अंकुश,Haken
544,Griff::N,मूठ,Griff
545,Griff::N,हत्था,Griff
546,Schloss::N,ताला,Schloss
547,Bild::N,चित्र,Bild
548,Figur::N,मूर्ति,Figur
549,Puppe::N,पुतली,Puppe
550,Puppe::N,गुड़िया,Puppe
551,Beutel::N,झोला,Beutel
552,Bündel::N,पुलिंदा,Bündel
553,Tasche::N,बेग,Tasche
554,Tasche::N,बस्ता,Tasche
555,Eimer::N,बाल्टी,Eimer
556,Deckel::N,ढक्कन,Deckel
557,Geschirr::N,बरतन-भाँड़े,Geschirr
558,Sack::N,बोरा,Sack
559,Tasse::N,प्याला,Tasse
560,Topf::N,देग़चा,Topf
561,Kessel::N,देग़,Kessel
562,Kessel::N,बटलोई,Kessel
563,Essen::N,खाना,Essen
564,Nahrung::N,भोजन,Nahrung
565,Speise::N,खाना,Speise
566,Speise::N,व्यंजन,Speise
567,Fleisch::N,मांस,Fleisch
568,Fleisch::N,गोश्त,Fleisch
569,Getreide::N,अनाज,Getreide
570,Brei::N,भरता,Brei
571,Brei::N,दलिया,Brei
572,Brot::N,रोटी,Brot
573,Scheibe::N,कतला,Scheibe
574,Fett::N,वसा,Fett
575,Fett::N,चरबी,Fett
576,Butter::N,मक्खन,Butter
577,Öl::N,तेल,Öl
578,Salz::N,नमक,Salz
579,Suppe::N,सूप,Suppe
580,Suppe::N,शोरबा,Suppe
581,Honig::N,शहद,Honig
582,Milch::N,दूध,Milch
583,Tee::N,चाय,Tee
584,Leder::N,चमड़ा,Leder
585,Wolle::N,ऊन,Wolle
586,Stoff::N,कपड़ा,Stoff
587,Nadel::N,सूई,Nadel
588,Faden::N,डोरा,Faden
589,Knopf::N,बटन,Knopf
590,Knopf::N,घुंडी,Knopf
591,Knoten::N,गाँठ,Knoten
592,Knoten::N,गुत्थी,Knoten
593,Farbe::N,रंग,Farbe
594,Farbe::N,वर्ण,Farbe
595,Kleidung::N,पहनावा,Kleidung
596,Hemd::N,कुरता,Hemd
597,Hemd::N,क़मीज़,Hemd
598,Kragen::N,गरदनी,Kragen
599,Kragen::N,गरेबान,Kragen
600,Ärmel::N,आस्तीन,Ärmel
601,Hose::N,पैंट,Hose
602,Hose::N,पतलून,Hose
603,Gürtel::N,पेटी,Gürtel
604,Gürtel::N,मेखला,Gürtel
605,Mütze::N,टोपी,Mütze
606,Schuh::N,जूता,Schuh
607,Stiefel::N,बूट,Stiefel
608,Ring::N,अँगूठी,Ring
609,Band::N,पट्टी,Band
610,Kamm::N,कंघी,Kamm
611,Spiegel::N,आईना,Spiegel
612,Spiegel::N,दर्पण,Spiegel
613,Riemen::N,तसमा,Riemen
614,Riemen::N,पट्टा,Riemen
615,Schnur::N,डोरी,Schnur
616,Schnur::N,सुतली,Schnur
617,Leine::N,रस्सी,Leine
618,Decke::N,रज़ाई,Decke
619,Kissen::N,तकिया,Kissen
620,Kissen::N,गाद्दा,Kissen
621,Tuch::N,रूमाल,Tuch
622,Tuch::N,वस्त्र,Tuch
623,Handtuch::N,अँगोछा,Handtuch
624,Kraft::N,ज़ोर,Kraft
625,Kraft::N,शक्ति,Kraft
626,Stärke::N,बल,Stärke
627,Stärke::N,ताक़त,Stärke
628,Gesundheit::N,स्वास्थ्य,Gesundheit
629,Gesundheit::N,तंदुरुस्ती,Gesundheit
630,Krankheit::N,रोग,Krankheit
631,Krankheit::N,बीमारी,Krankheit
632,Schmerz::N,दर्द,Schmerz
633,Schmerz::N,पीड़ा,Schmerz
634,Wunde::N,घाव,Wunde
635,Wunde::N,ज़ख़्म,Wunde
636,Fieber::N,ज्वर,Fieber
637,Fieber::N,बुख़ार,Fieber
638,Arznei::N,दवा,Arznei
639,Arznei::N,औषाधि,Arznei
640,Brücke::N,पुल,Brücke
641,Brücke::N,सेतु,Brücke
642,Brunnen::N,कुआँ,Brunnen
643,Weide::N,चरागाह,Weide
644,Pfad::N,पथ,Pfad
645,Pfad::N,पगडंडी,Pfad
646,Weg::N,मार्ग,Weg
647,Straße::N,राह,Straße
648,Straße::N,रास्ता,Straße
649,Dorf::N,गाँव,Dorf
650,Dorf::N,ग्राम,Dorf
651,Stadt::N,शहर,Stadt
652,Brief::N,ख़त,Brief
653,Brief::N,पत्र,Brief
654,Brief::N,चिट्ठी,Brief
655,Buch::N,किताब,Buch
656,Buch::N,पुस्तक,Buch
657,Buchstabe::N,अक्षर,Buchstabe
658,Zeitung::N,अख़बार,Zeitung
659,Zeitung::N,समाचार-पत्र,Zeitung
660,Leben::N,जीवन,Leben
661,Leben::N,ज़िंदगी,Leben
662,Tod::N,मौत,Tod
663,Tod::N,मृत्यु,Tod
664,Grab::N,क़ब्र,Grab
665,Kirche::N,चर्च,Kirche
666,Kirche::N,गिरजा,Kirche
667,Sünde::N,पाप,Sünde
668,Sünde::N,गुनाह,Sünde
669,Gott::N,देव,Gott
670,Gott::N,ईश्वर,Gott
671,Arbeiter::N,मज़दूर,Arbeiter
672,Chef::N,अध्यक्ष,Chef
673,Meister::N,शिल्पज्ञ,Meister
674,Arzt::N,वैद्य,Arzt
675,Arzt::N,डॉक्टर,Arzt
676,Arzt::N,चिकित्सक,Arzt
677,Lehrer::N,शिक्षक,Lehrer
678,Lehrer::N,अध्यापक,Lehrer
679,Geld::N,धन,Geld
680,Geld::N,पैसा,Geld
681,Geschäft::N,सौदा,Geschäft
682,Geschäft::N,व्यापार,Geschäft
683,Laden::N,दुकान,Laden
684,Preis::N,दाम,Preis
685,Preis::N,मूल्य,Preis
686,Ware::N,माल,Ware
687,Ware::N,पण्य,Ware
688,Nutzen::N,लाभ,Nutzen
689,Nutzen::N,फ़ायदा,Nutzen
690,Reichtum::N,धन,Reichtum
691,Reichtum::N,दौलत,Reichtum
692,Welt::N,विश्व,Welt
693,Welt::N,दुनिया,Welt
694,Land::N,देश,Land
695,Land::N,मुल्क,Land
696,Staat::N,राज्य,Staat
697,Staat::N,राष्ट्र,Staat
698,König::N,राजा,König
699,König::N,बादशाह,König
700,Macht::N,शासन,Macht
701,Macht::N,सत्ता,Macht
702,Grenze::N,सरहद,Grenze
703,Krieg::N,जंग,Krieg
704,Krieg::N,युद्ध,Krieg
705,Feind::N,शत्रु,Feind
706,Feind::N,दुश्मन,Feind
707,Gewalt::N,हिंसा,Gewalt
708,Kampf::N,लड़ाई,Kampf
709,Kampf::N,संघर्ष,Kampf
710,Bogen[Waffe]::N,कमान,Bogen
711,Pfeil::N,बान,Pfeil
712,Gewehr::N,बंदूक़,Gewehr
713,Fehler::N,भूल,Fehler
714,Fehler::N,ग़लती,Fehler
715,Lüge::N,झूठ,Lüge
716,Lüge::N,असत्य,Lüge
717,Schaden::N,हानि,Schaden
718,Schaden::N,नुक़सान,Schaden
719,Unglück::N,मुसीबत,Unglück
720,Unglück::N,विपात्ति,Unglück
721,Schuld::N,दोष,Schuld
722,Schuld::N,क़सूर,Schuld
723,Alter::N,आयु,Alter
724,Alter::N,उम्र,Alter
725,Schluss::N,अंत,Schluss
726,Schluss::N,समाप्ति,Schluss
727,Zeit::N,काल,Zeit
728,Zeit::N,वक़्त,Zeit
729,Tag::N,दिन,Tag
730,Tag::N,रोज़,Tag
731,Morgen::N,सुबह,Morgen
732,Mittag::N,दोपहर,Mittag
