,Concept_ID,udm,de
66,Welle::N,тулкым,Welle
67,Wasser::N,ву,Wasser
68,Stein::N,из,Stein
69,Boden::N,музъем,Boden
70,Erde::N,му,Erde
71,Staub::N,пыль,Staub
72,Rauch::N,ӵын,Rauch
73,Funke::N,гизьы,Funke
74,Feuer::N,тыл,Feuer
75,Licht::N,тыл,Licht
76,Schatten::N,вужер,Schatten
77,Wetter::N,куазь,Wetter
78,Nebel::N,бус,Nebel
79,Wolke::N,пилем,Wolke
80,Regen::N,зор,Regen
81,Schnee::N,лымы,Schnee
82,Eis::N,йӧ,Eis
83,Frost::N,кезьыт,Frost
84,Kälte::N,кезьыт,Kälte
85,Hitze::N,пӧсь,Hitze
86,Raureif::N,гӧр,Raureif
87,Regenbogen::N,вуюись,Regenbogen
88,Donner::N,гудыри,Donner
89,Strömung::N,бызён,Strömung
90,Tropfen::N,шапык,Tropfen
91,Schaum::N,шукы,Schaum
92,Schmutz::N,нӧд,Schmutz
93,Schmutz::N,дэри,Schmutz
94,See::N,ты,See
95,Sumpf::N,нюр,Sumpf
96,Moor::N,нюр,Moor
97,Wiese::N,возь,Wiese
98,Wiese::N,возьвыл,Wiese
99,Wald::N,сик,Wald
100,Wald::N,нюлэс,Wald
101,Hügel::N,выр,Hügel
102,Hügel::N,вырйыл,Hügel
103,Anhöhe::N,выр,Anhöhe
104,Anhöhe::N,вырйыл,Anhöhe
105,Berg::N,гурезь,Berg
106,Gipfel::N,йыл,Gipfel
107,Höhle::N,гу,Höhle
108,Abhang::N,бам,Abhang
109,Quelle::N,ошмес,Quelle
110,Bach::N,пичи шур,Bach
111,Fluss::N,шур,Fluss
112,Ufer::N,ярдур,Ufer
113,Küste::N,вудур,Küste
114,Festland::N,мувыр,Festland
115,Meer::N,зарезь,Meer
116,Bucht::N,вукож,Bucht
117,Insel::N,вумуӵ,Insel
118,Insel::N,шормуӵ,Insel
119,Blume::N,сяська,Blume
120,Gras::N,турын,Gras
121,Wurzel::N,выжы,Wurzel
122,Baum::N,пу,Baum
123,Stamm::N,модос,Stamm
124,Rinde::N,сул,Rinde
125,Ast::N,ул,Ast
126,Zweig::N,вай,Zweig
127,Blatt::N,куар,Blatt
128,Birke::N,кызьпу,Birke
129,Kiefer[Baum]::N,пужым,Kiefer
130,Weide[Baum]::N,бадьпу,Weide
131,Tanne::N,кыз,Tanne
132,Horn::N,сюр,Horn
133,Feder::N,тылы,Feder
134,Fell::N,ку,Fell
135,Flügel::N,бурд,Flügel
136,Klaue::N,гижы,Klaue
137,Kralle::N,пыд,Kralle
138,Schwanz::N,быж,Schwanz
139,Ei::N,пуз,Ei
140,Ei::N,кукей,Ei
141,Nest::N,кар,Nest
142,Nest::N,пузкар,Nest
143,Bau::N,кар,Bau
144,Bau::N,гу,Bau
145,Tier::N,пӧйшур,Tier
146,Herde::N,уллё,Herde
147,Kuh::N,скал,Kuh
148,Bulle::N,ош,Bulle
149,Bulle::N,пороз,Bulle
150,Pferd::N,вал,Pferd
151,Schaf::N,ыж,Schaf
152,Schwein::N,парсь,Schwein
153,Hund::N,пуны,Hund
154,Katze::N,коӵыш,Katze
155,Bär::N,гондыр,Bär
156,Eichhörnchen::N,коньы,Eichhörnchen
157,Elch::N,койык,Elch
158,Fuchs::N,ӟичы,Fuchs
159,Hase::N,кеч,Hase
160,Maus::N,шыр,Maus
161,Wolf::N,кион,Wolf
162,Vogel::N,тылобурдо,Vogel
163,Schwarm::N,уллё,Schwarm
164,Huhn::N,курег,Huhn
165,Hahn::N,атас,Hahn
166,Gans::N,ӟазег,Gans
167,Adler::N,ӧрзи,Adler
168,Ente::N,ӵӧж,Ente
169,Eule::N,кучыран,Eule
170,Kranich::N,тури,Kranich
171,Krähe::N,куака,Krähe
172,Kuckuck::N,кикы,Kuckuck
173,Schwan::N,юсь,Schwan
174,Fisch::N,чорыг,Fisch
175,Barsch::N,юш,Barsch
176,Hecht::N,чипей,Hecht
177,Schlange[Tier]::N,кый,Schlange
178,Wurm::N,нумыр,Wurm
179,Spinne::N,чонари,Spinne
180,Ameise::N,кузьыли,Ameise
181,Laus::N,тэй,Laus
182,Mücke::N,нымы,Mücke
183,Mücke::N,чибинь,Mücke
184,Fliege::N,кут,Fliege
185,Schmetterling::N,бубыли,Schmetterling
186,Beere::N,узы-боры,Beere
187,Apfel::N,яблок,Apfel
188,Pilz::N,губи,Pilz
189,Zwiebel::N,сугон,Zwiebel
190,Saat::N,кидыс,Saat
191,Korn::N,тысь,Korn
192,Heu::N,турын,Heu
193,Schale::N,кыд,Schale
194,Grube::N,гу,Grube
195,Grube::N,гоп,Grube
196,Falle::N,налик,Falle
197,Schlinge::N,гиӟ,Schlinge
198,Schlinge::N,герд,Schlinge
199,Spur::N,пытьы,Spur
200,Spur::N,бервыл,Spur
201,Asche::N,пень,Asche
202,Dreck::N,дэри,Dreck
203,Eisen::N,корт,Eisen
204,Gold::N,зарни,Gold
205,Silber::N,азвесь,Silber
206,Kohle::N,эгыр,Kohle
207,Glas::N,стекло,Glas
208,Glas::N,пияла,Glas
209,Lehm::N,сюй,Lehm
210,Sand::N,луо,Sand
211,Mensch::N,мурт,Mensch
212,Mensch::N,адями,Mensch
213,Mann::N,воргорон,Mann
214,Frau::N,кышномурт,Frau
215,Kind::N,нуны,Kind
216,Kind::N,пинал,Kind
217,Junge::N,пи,Junge
218,Mädchen::N,ныл,Mädchen
219,Familie::N,семья,Familie
220,Großvater::N,песятай,Großvater
221,Großvater::N,пересь атай,Großvater
222,Großmutter::N,песянай,Großmutter
223,Großmutter::N,пересь анай,Großmutter
224,Eltern::N,атай-анай,Eltern
225,Eltern::N,бубы-мумы,Eltern
226,Vater::N,айы,Vater
227,Vater::N,атай,Vater
228,Mutter::N,мумы,Mutter
229,Sohn::N,пи,Sohn
230,Tochter::N,ныл,Tochter
231,Bruder::N,агай,Bruder
232,Schwester::N,апа,Schwester
233,Schwester::N,сузэр,Schwester
234,Onkel::N,агай,Onkel
235,Tante::N,апа,Tante
236,Tante::N,кенак,Tante
237,Ehemann::N,карт,Ehemann
238,Ehefrau::N,кышно,Ehefrau
239,Freude::N,шумпотон,Freude
240,Gelächter::N,горем,Gelächter
241,Glück::N,шуд,Glück
242,Kummer::N,кайгу,Kummer
243,Kummer::N,куректон,Kummer
244,Wunsch::N,мылпотон,Wunsch
245,Lust::N,потон,Lust
246,Geist::N,лул,Geist
247,Gedanke::N,малпан,Gedanke
248,Gedächtnis::N,йырсазь,Gedächtnis
249,Gedächtnis::N,тодэваён,Gedächtnis
250,Verstand::N,йырвизь,Verstand
251,Sinn::N,смысл,Sinn
252,Grund::N,муг,Grund
253,Grund::N,ньӧм,Grund
254,Wahrheit::N,зэм,Wahrheit
255,Wahrheit::N,шонер,Wahrheit
256,Gespräch::N,вераськон,Gespräch
257,Märchen::N,выжыкыл,Märchen
258,Erzählung::N,верос,Erzählung
259,Nachricht::N,ивор,Nachricht
260,Neuigkeit::N,выльивор,Neuigkeit
261,Name::N,ним,Name
262,Rätsel::N,мадькыл,Rätsel
263,Rede::N,верам,Rede
264,Sprache::N,кыл,Sprache
265,Stimme::N,куара,Stimme
266,Wort::N,кыл,Wort
267,Zeichen::N,пус,Zeichen
268,Zeichen::N,тодмет,Zeichen
269,Ruf::N,ӧтён,Ruf
270,Ruf::N,чортон,Ruf
271,Lärm::N,ӵашетон,Lärm
272,Laut::N,куара,Laut
273,Ton::N,куара,Ton
274,Lied::N,кырӟан,Lied
275,Ruhe::N,чалмыт улон,Ruhe
276,Leute::N,адямиос,Leute
277,Volk::N,калык,Volk
278,Arbeit::N,уж,Arbeit
279,Gast::N,куно,Gast
280,Geschenk::N,салам,Geschenk
281,Geschenk::N,кузьым,Geschenk
282,Spiel::N,шудон,Spiel
283,Gesellschaft::N,калык,Gesellschaft
284,Hilfe::N,юрттон,Hilfe
285,Freund::N,эш,Freund
286,Freund::N,юлтош,Freund
287,Kamerad::N,тодмо,Kamerad
288,Angelegenheit::N,уж,Angelegenheit
289,Anzahl::N,лыд,Anzahl
290,Art::N,тус,Art
291,Stück::N,юдэс,Stück
292,Teil::N,люкет,Teil
293,Hälfte::N,ӝыны,Hälfte
294,Kreis::N,котырес,Kreis
295,Kreuz::N,крест,Kreuz
296,Linie::N,гож,Linie
297,Strich::N,гож,Strich
298,Abstand::N,вис,Abstand
299,Abstand::N,кусып,Abstand
300,Entfernung::N,кусып,Entfernung
301,Gegend::N,инты,Gegend
302,Platz::N,инты,Platz
303,Ort::N,инты,Ort
304,Ort::N,места,Ort
305,Seite::N,пал,Seite
306,Mitte::N,шор,Mitte
307,Gegenstand::N,арбери,Gegenstand
308,Sache::N,котыр,Sache
309,Rand::N,дур,Rand
310,Rand::N,шаер,Rand
311,Kante::N,дур,Kante
312,Ecke::N,сэрег,Ecke
313,Spitze::N,йыл,Spitze
314,Ende::N,пум,Ende
315,Loch::N,пась,Loch
316,Winkel::N,сэрег,Winkel
317,Muster::N,пужы,Muster
318,Größe::N,быдӟала,Größe
319,Länge::N,кузьдала,Länge
320,Höhe::N,ӝуждала,Höhe
321,Gewicht::N,сектала,Gewicht
322,Gewicht::N,секытлык,Gewicht
323,Menge::N,лыд,Menge
324,Menge::N,лыдпус,Menge
325,Haufen::N,люк,Haufen
326,Reihe::N,чур,Reihe
327,Boot::N,пыж,Boot
328,Boot::N,лодка,Boot
329,Ruder::N,полыс,Ruder
330,Schlitten::N,додьы,Schlitten
331,Ski::N,куас,Ski
332,Lagerfeuer::N,тылскем,Lagerfeuer
333,Last::N,секыт,Last
334,Gang::N,ветлон,Gang
335,Schritt::N,вамыш,Schritt
336,Norden::N,уйпал,Norden
337,Süden::N,лымшор,Süden
338,Westen::N,шунды пуксён,Westen
339,Osten::N,шунды ӝужан,Osten
340,Holz::N,пу,Holz
341,Brett::N,пул,Brett
342,Platte::N,плита,Platte
343,Stütze::N,пыкет,Stütze
344,Stange::N,пуӵ,Stange
345,Stock::N,боды,Stock
346,Stab::N,пуӵ,Stab
347,Stab::N,боды,Stab
348,Rohr::N,труба,Rohr
349,Haus::N,юрт,Haus
350,Heim::N,корка,Heim
351,Ofen::N,гур,Ofen
352,Fußboden::N,выж,Fußboden
353,Tisch::N,ӝӧк,Tisch
354,Stuhl::N,пукон,Stuhl
355,Wiege::N,кӧкы,Wiege
356,Wiege::N,зыбка,Wiege
357,Bett::N,валес,Bett
358,Regal::N,ӝажы,Regal
359,Kiste::N,ящик,Kiste
360,Fenster::N,укно,Fenster
361,Fenster::N,косяк,Fenster
362,Tür::N,ӧс,Tür
363,Tor::N,ӟезьы,Tor
364,Zaun::N,забор,Zaun
365,Dach::N,липет,Dach
366,Leiter::N,падӟа,Leiter
367,Besen::N,ӵужон,Besen
368,Besen::N,исьнер,Besen
369,Spaten::N,лопатка,Spaten
370,Schaufel::N,ютырон,Schaufel
371,Gabel::N,тэчы,Gabel
372,Gabel::N,вилка,Gabel
373,Löffel::N,пуньы,Löffel
374,Messer::N,пурт,Messer
375,Nagel::N,кортӵог,Nagel
376,Netz::N,сеть,Netz
377,Haken::N,курик,Haken
378,Griff::N,ныд,Griff
379,Schloss::N,тунгон,Schloss
380,Bild::N,суред,Bild
381,Figur::N,фигура,Figur
382,Puppe::N,мунё,Puppe
383,Beutel::N,пуйы,Beutel
384,Bündel::N,керттэт,Bündel
385,Tasche::N,пуйы,Tasche
386,Tasche::N,сумка,Tasche
387,Eimer::N,ведра,Eimer
388,Deckel::N,ӵоксэт,Deckel
389,Geschirr::N,тусьты-пуньы,Geschirr
390,Sack::N,пуйы,Sack
391,Tasse::N,ӵаша,Tasse
392,Topf::N,миска,Topf
393,Kessel::N,пурты,Kessel
394,Essen::N,сиськон,Essen
395,Nahrung::N,сион,Nahrung
396,Speise::N,сиён,Speise
397,Fleisch::N,сӥль,Fleisch
398,Getreide::N,ю тысь,Getreide
399,Brei::N,ӝук,Brei
400,Brot::N,нянь,Brot
401,Scheibe::N,шорем,Scheibe
402,Fett::N,кӧй,Fett
403,Butter::N,вӧй,Butter
404,Öl::N,вӧй,Öl
405,Salz::N,сылал,Salz
406,Suppe::N,шыд,Suppe
407,Honig::N,чечы,Honig
408,Milch::N,йӧл,Milch
409,Tee::N,чай,Tee
410,Leder::N,сурон,Leder
411,Wolle::N,гон,Wolle
412,Wolle::N,ыжгон,Wolle
413,Stoff::N,куэм,Stoff
414,Nadel::N,вень,Nadel
415,Faden::N,сӥньыс,Faden
416,Knopf::N,бирды,Knopf
417,Knoten::N,герд,Knoten
418,Farbe::N,буёл,Farbe
419,Kleidung::N,дӥсь,Kleidung
420,Hemd::N,дэрем,Hemd
421,Kragen::N,сирес,Kragen
422,Ärmel::N,саес,Ärmel
423,Hose::N,брюки,Hose
424,Hose::N,штань,Hose
425,Gürtel::N,кускерттон,Gürtel
426,Mütze::N,ызьы,Mütze
427,Schuh::N,ботинка,Schuh
428,Stiefel::N,сапег,Stiefel
429,Ring::N,зундэс,Ring
430,Band::N,лента,Band
431,Kamm::N,сын,Kamm
432,Spiegel::N,синучкон,Spiegel
433,Riemen::N,е,Riemen
434,Schnur::N,гозы,Schnur
435,Leine::N,думет,Leine
436,Decke::N,шобрет,Decke
437,Kissen::N,миндэр,Kissen
438,Tuch::N,кышет,Tuch
439,Handtuch::N,ӵушкон,Handtuch
440,Kraft::N,кать,Kraft
441,Kraft::N,ӟигар,Kraft
442,Stärke::N,юнлык,Stärke
443,Gesundheit::N,тазалык,Gesundheit
444,Krankheit::N,висён,Krankheit
445,Schmerz::N,висён,Schmerz
446,Wunde::N,яра,Wunde
447,Fieber::N,кезег,Fieber
448,Arznei::N,эмъюм,Arznei
449,Brücke::N,выж,Brücke
450,Brunnen::N,колдэч,Brunnen
451,Weide::N,возь,Weide
452,Pfad::N,сюрес,Pfad
453,Weg::N,сюрес,Weg
454,Straße::N,сюрес,Straße
455,Dorf::N,гурт,Dorf
456,Stadt::N,кар,Stadt
457,Stadt::N,город,Stadt
458,Brief::N,гожтэт,Brief
459,Buch::N,книга,Buch
460,Buchstabe::N,буква,Buchstabe
461,Zeitung::N,газет,Zeitung
462,Leben::N,улон,Leben
463,Tod::N,кулон,Tod
464,Grab::N,шайгу,Grab
465,Kirche::N,черк,Kirche
466,Sünde::N,сьӧлык,Sünde
467,Gott::N,ӥнмар,Gott
468,Arbeiter::N,рабочий,Arbeiter
469,Chef::N,начальник,Chef
470,Meister::N,кибашлы,Meister
471,Arzt::N,врач,Arzt
472,Lehrer::N,дышетӥсь,Lehrer
473,Geld::N,уксё,Geld
474,Geld::N,коньдон,Geld
475,Geschäft::N,уж,Geschäft
476,Laden::N,магазин,Laden
477,Preis::N,дун,Preis
478,Ware::N,вуз,Ware
479,Nutzen::N,пайда,Nutzen
480,Reichtum::N,узырлык,Reichtum
481,Welt::N,дунне,Welt
482,Land::N,шаер,Land
483,Staat::N,кун,Staat
484,König::N,эксэй,König
485,Macht::N,власть,Macht
486,Grenze::N,кунгож,Grenze
487,Krieg::N,ож,Krieg
488,Feind::N,тушмон,Feind
489,Gewalt::N,эриктэман,Gewalt
490,Kampf::N,нюръяськон,Kampf
491,Bogen[Waffe]::N,пукыӵ,Bogen
492,Pfeil::N,пукыӵ вень,Pfeil
493,Gewehr::N,пыӵал,Gewehr
494,Fehler::N,янгыш,Fehler
495,Lüge::N,пӧян,Lüge
496,Lüge::N,алдан,Lüge
497,Lüge::N,ӧрекчан,Lüge
498,Schaden::N,изъян,Schaden
499,Unglück::N,куректон,Unglück
500,Unglück::N,шудтэме усён,Unglück
501,Schuld::N,янгыш,Schuld
502,Alter::N,арлыд,Alter
503,Schluss::N,пум,Schluss
504,Zeit::N,дыр,Zeit
505,Tag::N,нунал,Tag
506,Morgen::N,ӵукна,Morgen
507,Mittag::N,лымшор,Mittag
508,Abend::N,ӝыт,Abend
509,Abend::N,акшан,Abend
510,Nacht::N,уй,Nacht
511,Woche::N,арня,Woche
512,Monat::N,толэзь,Monat
513,Jahr::N,ар,Jahr
514,Frühling::N,тулыс,Frühling
515,Sommer::N,гужем,Sommer
516,Herbst::N,сӥзьыл,Herbst
517,Winter::N,тол,Winter
518,Januar::N,выльартолэзь,Januar
519,Februar::N,тулыспал,Februar
520,März::N,южтолэзь,März
521,April::N,оштолэзь,April
522,Mai::N,куартолэзь,Mai
523,Juni::N,вожотолэзь,Juni
524,Juli::N,пӧсьтолэзь,Juli
525,August::N,гудырикошкон,August
526,September::N,куарусён,September
527,Oktober::N,выльӝуктолэзь,Oktober
528,November::N,шуркынмон,November
529,Dezember::N,толсур,Dezember
530,Montag::N,вордӥськон,Montag
531,Dienstag::N,вторник,Dienstag
532,Mittwoch::N,вирнунал,Mittwoch
533,Donnerstag::N,покчиарня,Donnerstag
534,Freitag::N,удмуртарня,Freitag
535,Samstag::N,кӧснунал,Samstag
536,Sonntag::N,арня,Sonntag
537,groß::A,бадӟым,groß
538,klein::A,пичи,klein
539,lang::A,кузь,lang
540,kurz::A,вакчи,kurz
541,breit::A,паськыт,breit
542,schmal::A,сюлэг,schmal
543,dicht::A,ӵем,dicht
544,dick[Gegenstand]::A,зӧк,dick
545,dünn::A,векчи,dünn
546,fein::A,векчи,fein
547,fest::A,юн,fest
548,fest::A,чурыт,fest
549,flach::A,ӵошкыт,flach
550,glatt::A,гылыт,glatt
551,glatt::A,вольыт,glatt
552,hart::A,чурыт,hart
553,weich::A,небыт,weich
554,rund::A,котырес,rund
555,spitz::A,йылсо,spitz
556,scharf::A,лэчыт,scharf
557,stumpf::A,ныж,stumpf
558,schwer::A,секыт,schwer
559,schön::A,чебер,schön
560,heiß::A,пӧсь,heiß
561,warm::A,шуныт,warm
562,kalt::A,кезьыт,kalt
563,kühl::A,юзмыт,kühl
564,kühl::A,салкым,kühl
565,frisch::A,выль,frisch
566,feucht::A,мускыт,feucht
567,nass::A,котмем,nass
568,trocken::A,кӧс,trocken
569,voll::A,тыр,voll
570,leer::A,буш,leer
571,leer::A,тырттэм,leer
572,offen::A,усьтэм,offen
573,geschlossen::A,ӵогам,geschlossen
574,geschlossen::A,пунням,geschlossen
575,sauber::A,ӝикыт,sauber
576,sauber::A,чылкыт,sauber
577,schmutzig::A,нӧд,schmutzig
578,roh::A,ыль,roh
579,reif::A,вуэм,reif
580,lecker::A,ческыт,lecker
581,süß::A,ческыт,süß
582,bitter::A,курыт,bitter
583,sauer::A,чырс,sauer
584,hell::A,югыт,hell
585,dunkel::A,пеймыт,dunkel
586,schwarz::A,сьӧд,schwarz
587,weiß::A,тӧдьы,weiß
588,rot::A,горд,rot
589,gelb::A,ӵуж,gelb
590,blau::A,лыз,blau
591,grün::A,вож,grün
592,grau::A,пурысь,grau
593,bunt::A,куӵо,bunt
594,billig::A,дунтэм,billig
595,teuer::A,дуно,teuer
596,wertvoll::A,дуно,wertvoll
597,blind::A,сукыр,blind
598,blind::A,синтэм,blind
599,taub::A,пельтэм,taub
600,kräftig::A,кужмо,kräftig
601,stark::A,юн,stark
602,stark::A,кужмо,stark
603,schwach::A,ляб,schwach
604,schwach::A,начар,schwach
605,fett::A,кӧй,fett
606,schlank::A,веськыт,schlank
607,schlank::A,веськрес,schlank
608,hübsch::A,чебер,hübsch
609,hübsch::A,синмаськымон,hübsch
610,böse::A,лек,böse
611,dumm::A,шузи,dumm
612,dumm::A,визьтэм,dumm
613,faul::A,азьтэм,faul
614,fleißig::A,сюлмо,fleißig
615,geizig::A,сук,geizig
616,klug::A,визьмо,klug
617,geschickt::A,усто,geschickt
618,geschickt::A,быгатӥсь,geschickt
619,lieb::A,мусо,lieb
620,lustig::A,шулдыр,lustig
621,sanft::A,мусо,sanft
622,sanft::A,эрке,sanft
623,hungrig::A,сютэм,hungrig
624,krank::A,висись,krank
625,nackt::A,гольык,nackt
626,traurig::A,мӧзмыт,traurig
627,lebendig::A,улэп,lebendig
628,gut::A,ӟеч,gut
629,gut::A,умой,gut
630,schlecht::A,урод,schlecht
631,schlecht::A,алама,schlecht
632,richtig::A,шонер,richtig
633,schlimm::A,алама,schlimm
634,wahr::A,зэмос,wahr
635,alt::A,вуж,alt
636,neu::A,выль,neu
637,ehemalig::A,азьвылэз,ehemalig
638,alt[Lebewesen]::A,пересь,alt
639,jung::A,егит,jung
640,jung::A,пинал,jung
641,arm::A,начар,arm
642,arm::A,куанер,arm
643,reich::A,узыр,reich
644,bekannt::A,тодмо,bekannt
645,berühmt::A,дано,berühmt
646,fremd::A,ят,fremd
647,verschieden::A,пӧртэм,verschieden
648,nah::A,матысь,nah
649,fern::A,кыдёкысь,fern
650,linker::A,паллян,linker
651,rechter::A,бур,rechter
652,rechter::A,бурпал,rechter
653,anderer::A,мукет,anderer
654,erster::A,нырысетӥез,erster
655,zweiter::A,кыктэтӥез,zweiter
656,dritter::A,кунньметӥез,dritter
657,letzter::A,берло,letzter
658,letzter::A,берпум,letzter
659,allein::ADV,огназ,allein
660,auf einmal::ADV,огдыре,auf einmal
661,zusammen::ADV,ӵош,zusammen
662,zusammen::ADV,валче,zusammen
663,lange::ADV,кема,lange
664,plötzlich::ADV,мапламтэ шорысь,plötzlich
665,sofort::ADV,али ик,sofort
666,später::ADV,бергес,später
667,später::ADV,берлогес,später
668,jetzt::ADV,али,jetzt
669,jetzt::ADV,табере,jetzt
670,heute::ADV,туннэ,heute
671,morgen::ADV,ӵуказе,morgen
672,bald::ADV,ӝоген,bald
673,dann::ADV,берло,dann
674,gestern::ADV,толон,gestern
675,einst::ADV,огпол,einst
676,einst::ADV,одӥг пол,einst
677,damals::ADV,соку,damals
678,danach::ADV,собере,danach
679,vorher::ADV,азьло,vorher
680,vorher::ADV,азьвыл,vorher
681,zuerst::ADV,азьло,zuerst
682,einmal::ADV,огпол,einmal
683,manchmal::ADV,куддыръя,manchmal
684,oft::ADV,ӵем,oft
685,immer::ADV,пыр,immer
686,immer::ADV,котьку,immer
687,niemals::ADV,уз ноку,niemals
688,hier::ADV,татын,hier
689,hierhin::ADV,татчы,hierhin
690,von hier::ADV,татысь,von hier
691,dort::ADV,отӥ,dort
692,dort::ADV,отын,dort
693,dorthin::ADV,отчы,dorthin
694,geradeaus::ADV,меӵак,geradeaus
695,vorwärts::ADV,азьлань,vorwärts
696,rückwärts::ADV,берлань,rückwärts
697,zurück::ADV,берен,zurück
698,zurück::ADV,берлань,zurück
699,unten::ADV,улын,unten
700,hinab::ADV,улэ,hinab
701,oben::ADV,вылын,oben
702,oben::ADV,вылӥын,oben
703,hinauf::ADV,вылэ,hinauf
704,hinauf::ADV,вылӥе,hinauf
705,hinauf::ADV,выллань,hinauf
706,überall::ADV,котькытын,überall
707,überall::ADV,пасьтана,überall
708,nicht::ADV,уз,nicht
709,ein wenig::ADV,ичи,ein wenig
710,ein wenig::ADV,ӧжыт,ein wenig
711,ein wenig::ADV,огшап,ein wenig
712,kaum::ADV,муртса,kaum
713,sehr::ADV,туж,sehr
714,sehr::ADV,лекос,sehr
715,so::ADV,озьы,so
716,so::ADV,тазьы,so
717,noch::ADV,на,noch
718,nur::ADV,гинэ,nur
719,schon::ADV,ни,schon
720,schon::ADV,ини,schon
721,wieder::ADV,нош,wieder
722,wieder::ADV,кайта,wieder
723,vergebens::ADV,юнме,vergebens
724,vor::PRP,азьын,vor
725,hinter::PRP,берын,hinter
726,hinter::PRP,бӧрсьы,hinter
727,unter::PRP,улын,unter
728,durch::PRP,пыр,durch
729,durch::PRP,пыртӥ,durch
730,neben::PRP,бордын,neben
731,zwischen::PRP,вискын,zwischen
732,wegen::PRP,сэрен,wegen
733,dies::PRN,та,dies
734,das::PRN,со,das
735,alles::PRN,ваньмыз,alles
736,ich::PRN,мон,ich
737,du::PRN,тон,du
738,er::PRN,со,er
739,wir::PRN,ми,wir
740,ihr::PRN,тӥ,ihr
741,sie::PRN,соос,sie
742,was::FPRN,ма,was
743,wer::FPRN,кин,wer
744,wo::FADV,кытын,wo
745,wohin::FADV,кытчы,wohin
746,wie::FADV,кызьы,wie
747,warum::FADV,малы,warum
748,wieviel::FNUM,кӧня,wieviel
749,eins::NUM,одӥг,eins
750,zwei::NUM,кык,zwei
751,drei::NUM,куинь,drei
752,vier::NUM,ньыль,vier
753,fünf::NUM,вить,fünf
754,sechs::NUM,куать,sechs
755,sieben::NUM,сизьым,sieben
756,acht::NUM,тямыс,acht
757,neun::NUM,укмыс,neun
758,zehn::NUM,дас,zehn
759,elf::NUM,дас одӥг,elf
760,zwölf::NUM,дас кык,zwölf
761,zwanzig::NUM,кызь,zwanzig
762,dreißig::NUM,куамын,dreißig
763,vierzig::NUM,ньыльдон,vierzig
764,fünfzig::NUM,витьтон,fünfzig
765,sechzig::NUM,куатьтон,sechzig
766,siebzig::NUM,сизьымдон,siebzig
767,achtzig::NUM,тямыстон,achtzig
768,neunzig::NUM,укмыстон,neunzig
769,hundert::NUM,сю,hundert
770,tausend::NUM,сюрс,tausend
771,und::CNJ,и,und
772,und::CNJ,но,und
773,oder::CNJ,яке,oder
774,stehen::V,сылыны,stehen
775,sitzen::V,пукыны,sitzen
776,liegen::V,кылльыны,liegen
777,hängen::V,ошкыса улыны,hängen
778,werden::V,луыны,werden
779,passieren::V,луыны,passieren
780,beginnen::V,кутскыны,beginnen
781,enden::V,бырыны,enden
782,wechseln::V,воштӥськыны,wechseln
783,aufgehen[Sonne]::V,ӝужаны,aufgehen
