,Concept_ID,vep,lbe
150,Flügel::N,suug,ххурупӏайрал тӏиму
151,Klaue::N,künz',михь
152,Kralle::N,künz',ххяппа
153,Schwanz::N,händ,магъ
154,Ei::N,muna,ккунук
155,Nest::N,peza,кюру
156,Bau::N,uru,цукъуккутӏ
157,Tier::N,živat,хӏайван
158,Herde::N,kogo,газу
159,Kuh::N,lehm,оьл
160,Bulle::N,härg,ниц
161,Pferd::N,hebo,чу
162,Schaf::N,lambaz,тта
163,Schwein::N,siga,дунгъуз
164,Hund::N,koir,ккаччи
165,Katze::N,kaži,ччиту
166,Bär::N,kondi,цуша
167,Eichhörnchen::N,orav,бюрхттукку
168,Elch::N,hirb',ниц-бюрин
169,Fuchs::N,reboi,цулчӏа
170,Fuchs::N,reboi,куча цулчӏа
171,Hase::N,jäniš,бюрх
172,Maus::N,hir',кӏулу
173,Wolf::N,händikaz,барцӏ
174,Vogel::N,lind,лелуххи
175,Schwarm::N,parveh,гьухъала
176,Huhn::N,kana,аьнакӏи
177,Hahn::N,kukoi,ажари
178,Gans::N,hanh',къаз
179,Adler::N,orl,барзу
180,Ente::N,sorz,урдак
181,Eule::N,hir'pulo,ису
182,Eule::N,hir'pulo,ччиккумяв
183,Kranich::N,kurg,кьурукь
184,Krähe::N,variš,хъатӏу
185,Kuckuck::N,kägi,ччикку
186,Schwan::N,joucen,урттил къаз
187,Fisch::N,kala,чавахъ
188,Barsch::N,ahven,
189,Hecht::N,haug',
190,Schlange[Tier]::N,kü,шатта
191,Schlange[Tier]::N,mado,шатта
192,Wurm::N,mado,кьюнукьай шатта
193,Spinne::N,hämähouk,ххялцу
194,Ameise::N,murahaine,митӏикьукьу
195,Laus::N,täi,
196,Mücke::N,säs'k,мичӏак
197,Fliege::N,kärbhaine,зимиз
198,Schmetterling::N,lipkaine,чӏимучӏали
199,Beere::N,marj,хӏаллил ахъулсса
200,Apfel::N,jablok,гьивч
201,Pilz::N,sen',ттуккул иис
202,Pilz::N,babuk,ттуккул иис
203,Zwiebel::N,lauk,лаччул чсмусул бакӏ
204,Saat::N,semned,гьанна
205,Korn::N,jüvä,къама
206,Korn::N,vill',къама
207,Heu::N,hein,ххулув
208,Schale::N,kor',ккиртту
209,Grube::N,kop,кӏаланг
210,Falle::N,rida,къатӏа
211,Schlinge::N,rihm,хӏатӏ
212,Spur::N,jäl'g,ша
213,Asche::N,tuhk,лах
214,Dreck::N,redu,кьяркьи
215,Dreck::N,redu,венп
216,Dreck::N,pačak,кьяркьи
217,Dreck::N,pačak,венп
218,Eisen::N,raud,мах
219,Gold::N,kuld,муси
220,Silber::N,hobed,арцу
221,Kohle::N,hil',кӏалаш
222,Kohle::N,hil',хъуручӏ
223,Glas::N,stökol,пюрун
224,Lehm::N,savi,сина аьрщи
225,Sand::N,lete,къун
226,Mensch::N,mez',инсан
227,Mensch::N,ristit,инсан
228,Mann::N,mez',чув
229,Mann::N,mez',адимина
230,Frau::N,naine,щарсса
231,Frau::N,naine,хъамитайпа
232,Kind::N,laps',чӏиви оьрчӏ
233,Junge::N,poig,оьрчӏ
234,Junge::N,poig,бурхьин оьрчӏ
235,Junge::N,prihaine,оьрчӏ
236,Junge::N,prihaine,бурхьин оьрчӏ
237,Mädchen::N,neičukaine,душ
238,Familie::N,kanz,кулпат
239,Familie::N,pereh,кулпат
240,Großvater::N,ded,ттатта
241,Großvater::N,ded,ниттил ппу
242,Großmutter::N,bab,буттал нину
243,Eltern::N,vanhembad,нину-ппу
244,Eltern::N,kazvatajad,нину-ппу
245,Vater::N,tat,ппу
246,Mutter::N,mam,нину
247,Sohn::N,poig,арс
248,Tochter::N,tütär,душ
249,Bruder::N,veik,уссу
250,Bruder::N,vell',уссу
251,Schwester::N,čiža,ссу
252,Schwester::N,sizar,ссу
253,Onkel::N,däd',буттауссу
254,Tante::N,tädi,буттал ссу
255,Ehemann::N,mužik,лас
256,Ehefrau::N,ak,щар
257,Ehefrau::N,ak,щарсса
258,Freude::N,ilo,шадшиву
259,Freude::N,ilo,ххаришиву
260,Freude::N,ihastuz,шадшиву
261,Freude::N,ihastuz,ххаришиву
262,Gelächter::N,nagr,хъяхъаву
263,Glück::N,oza,талихӏ
264,Kummer::N,gor'a,дард
265,Wunsch::N,taht,мурад
266,Lust::N,himo,гьавас
267,Lust::N,himo,ччаву
268,Geist::N,heng,рухӏ
269,Gedanke::N,meletuz,пикри
270,Gedächtnis::N,mušt,дакӏний личӏаву
271,Verstand::N,mel',аькьлу
272,Sinn::N,jüvä,мяъна
273,Grund::N,sü,багьана
274,Wahrheit::N,tozi,тӏайламур
275,Wahrheit::N,tozi,хӏакьмур
276,Gespräch::N,lodu,ихтилат
277,Gespräch::N,pagin,ихтилат
278,Märchen::N,sarn,магьа
279,Erzählung::N,sanutez,хавар
280,Nachricht::N,tedotuz,хавар
281,Neuigkeit::N,uzištuz,хавар
282,Name::N,nimi,цӏа
283,Rätsel::N,ozoitez,ссигьа
284,Rede::N,pagin,гъалгъа
285,Rede::N,sanad,гъалгъа
286,Sprache::N,kel',маз
287,Stimme::N,än',чӏу
288,Stimme::N,än',чӏукӏа
289,Wort::N,sana,махъ
290,Zeichen::N,znam,лишан
291,Ruf::N,kida,
292,Ruf::N,kucund,
293,Lärm::N,judu,чӏу
294,Laut::N,kulund,чӏу
295,Ton::N,kulund,чӏу
296,Lied::N,pajo,балай
297,Ruhe::N,lebu,дигьалагру
298,Leute::N,rahvaz,инсантал
299,Volk::N,rahvaz,ил
300,Volk::N,rahvaz,халкь
301,Arbeit::N,tö,заву
302,Arbeit::N,rad,заву
303,Gast::N,adiv,хъамаличу
304,Geschenk::N,lahj,бухчакарши
305,Geschenk::N,lahj,лажинккакку
306,Spiel::N,vänd,тӏуркӏу
307,Gesellschaft::N,sebr,жямат
308,Gesellschaft::N,sebr,ккуран
309,Hilfe::N,abu,кумаг
310,Freund::N,sebranik,дус
311,Kamerad::N,sebranik,хӏаласу
312,Angelegenheit::N,azj,иш
313,Anzahl::N,lugu,аьдад
314,Art::N,rod,жинс
315,Art::N,rodsugu,жинс
316,Stück::N,pala,касак
317,Stück::N,supal,касак
318,Teil::N,pala,бутӏа
319,Hälfte::N,pol',дачӏи
320,Kreis::N,ümbruz,кюрщан
321,Kreis::N,kehkruz,кюрщан
322,Kreuz::N,rist,ххач
323,Linie::N,pird,щва
324,Strich::N,pird,щва
325,Abstand::N,keskust,манзил
326,Entfernung::N,matk,манзил
327,Gegend::N,taho,кӏану
328,Platz::N,avaruz',
329,Ort::N,koht,кӏану
330,Seite::N,pol',чул
331,Seite::N,pol',чулухалу
332,Seite::N,kül'g,чул
333,Seite::N,kül'g,чулухалу
334,Mitte::N,kesk,дя
335,Gegenstand::N,kalu,зат
336,Sache::N,azj,зат
337,Rand::N,röun,зума
338,Kante::N,röun,
339,Ecke::N,saum,мурцӏу
340,Spitze::N,agjaine,мицӏ
341,Ende::N,agj,зума
342,Loch::N,reig,ккутӏ
343,Winkel::N,čoga,мурцӏу
344,Winkel::N,saum,мурцӏу
345,Muster::N,kirjam,накьич
346,Größe::N,suruz',
347,Länge::N,piduz,лахъишиву
348,Höhe::N,korktuz',лахъшиву
349,Gewicht::N,jügu,дуццин
350,Gewicht::N,jügu,кӏушиву
351,Gewicht::N,vedäduz,дуццин
352,Gewicht::N,vedäduz,кӏушиву
353,Menge::N,äjüz',
354,Haufen::N,kogo,бакӏу
355,Reihe::N,rivi,кьюкьа
356,Boot::N,veneh,луткка
357,Ruder::N,air,весло
358,Ruder::N,air,чӏатӏа
359,Schlitten::N,regi,чана
360,Schlitten::N,regi,санкка
361,Schlitten::N,regut,чана
362,Schlitten::N,regut,санкка
363,Ski::N,suks',лижарду
364,Lagerfeuer::N,nodj,къавтӏн
365,Lagerfeuer::N,pažag,къавтӏн
366,Last::N,jüguz,гьиву
367,Gang::N,astund,нанаву
368,Schritt::N,hašk,ша
369,Norden::N,pohjoine,ухссав
370,Norden::N,pohjoine,ухссавнил чулухалу
371,Süden::N,suvi,кьилва
372,Westen::N,päivlaskm,баргълагавал
373,Westen::N,päivlaskm,баргълагавал чул
374,Osten::N,päivnouzm,баргъбуккай чулухалу
375,Holz::N,pu,тӏама
376,Brett::N,laud,тахта
377,Platte::N,keitim,гъуни
378,Stütze::N,tugi,гьалакӏу
379,Stange::N,arz',къазихъ
380,Stock::N,kalu,ттархь
381,Stab::N,seibaz,ччантӏакъу
382,Rohr::N,torv,бургъу
383,Haus::N,pert',къатта
384,Heim::N,kodi,къатта
385,Ofen::N,päč,пач
386,Fußboden::N,lava,чӏанкъатта
387,Tisch::N,laud,усттул
388,Tisch::N,stal'c,усттул
389,Stuhl::N,ištim,кӏану
390,Wiege::N,kätte,оьрчӏал кӏану
391,Bett::N,sija,тах
392,Bett::N,magaduzsija,тах
393,Regal::N,palič,чӏаму
394,Kiste::N,mülütim,яшикӏ
395,Kiste::N,mülütim,къурши
396,Fenster::N,ikun,чӏавахьулу
397,Tür::N,uks',нуз
398,Tür::N,uks',нузкьун
399,Tor::N,verai,къапу
400,Tor::N,verai,дарваза
401,Zaun::N,aid,дайгьузанну
402,Dach::N,katuz,магъи
403,Dach::N,katuz,цӏиялу
404,Leiter::N,pordhad,чуртту
405,Besen::N,lud,чӏатлу
406,Besen::N,vast,чӏатлу
407,Spaten::N,labid,бил
408,Schaufel::N,labid,чӏатӏа
409,Gabel::N,hangoine,гьиссилу
410,Löffel::N,luzik,къуса
411,Messer::N,veič,чӏила
412,Nagel::N,nagl,мяр
413,Netz::N,verk,къери
414,Haken::N,kouk,къича
415,Griff::N,kägä,куяму
416,Griff::N,varz',куяму
417,Schloss::N,lukkol,кьункьула
418,Bild::N,kuva,сурат
419,Figur::N,figur,
420,Puppe::N,tätüine,ссихьу
421,Beutel::N,havad,чантай
422,Bündel::N,toppaz,гьи
423,Bündel::N,toppaz,къар
424,Bündel::N,käč,гьи
425,Bündel::N,käč,къар
426,Tasche::N,sumk,
427,Eimer::N,vädr,бадра
428,Deckel::N,katuz,къапаза
429,Geschirr::N,astii,пюрунчӏул
430,Geschirr::N,astii,тӏахӏникӏичӏу
431,Sack::N,havad,къап
432,Sack::N,havad,дарваг
433,Tasse::N,čašk,пижан
434,Tasse::N,čašk,пинжан
435,Tasse::N,čašk,инкираччатӏи
436,Tasse::N,čašk,цинцилттал бушкъап
437,Topf::N,pada,кӏункӏур
438,Kessel::N,katil,чаг
439,Kessel::N,katil,кӏункӏур
440,Essen::N,sönd,дукия
441,Essen::N,sönd,дукин
442,Nahrung::N,söm,дукра
443,Speise::N,sömine,дукра
444,Fleisch::N,liha,дикӏ
445,Getreide::N,vill',къама
446,Brei::N,pudr,ккурч
447,Brot::N,leib,ччатӏ
448,Scheibe::N,bibaleh,парча
449,Scheibe::N,šlik,парча
450,Fett::N,razv,аьгъушиву
451,Butter::N,voi,нагь
452,Butter::N,voi,лагаву
453,Öl::N,voi,
454,Salz::N,sol,цӏву
455,Suppe::N,lem',накь
456,Suppe::N,keitoz,накь
457,Honig::N,mezi,ницӏ
458,Milch::N,maid,накӏ
459,Tee::N,čai,чяй
460,Leder::N,nahk,бурчу
461,Wolle::N,vill,ппал
462,Stoff::N,kangaz,янна
463,Nadel::N,negl,ххалаххи
464,Faden::N,nit',ххал
465,Knopf::N,nübl',банд
466,Knoten::N,sol'm,къурхъ
467,Farbe::N,muju,сир
468,Kleidung::N,sobad,янна
469,Kleidung::N,sobad,лаххия
470,Hemd::N,paid,гьухъа
471,Kragen::N,kagluz,дарвач
472,Ärmel::N,hijam,кахха
473,Hose::N,štanad,хӏажак
474,Gürtel::N,vö,мухӏлу
475,Mütze::N,šapuk,кьяпа
476,Schuh::N,keng',
477,Stiefel::N,sapug,чакма
478,Ring::N,rengaz,кӏисса
479,Band::N,lentaine,линт
480,Kamm::N,suga,ттарал
481,Spiegel::N,zerkol,дагьани
482,Riemen::N,vö,эн
483,Schnur::N,nor,хьхьа
484,Leine::N,talutimnor,
485,Decke::N,sijakatuz,виргъан
486,Kissen::N,pöluz,кӏаралу
487,Tuch::N,paik,карщи
488,Handtuch::N,käzipaik,калихьу
489,Handtuch::N,käzipaik,лажинлихьу
490,Kraft::N,vägi,эллаж
491,Stärke::N,vahvuz',гуж
492,Gesundheit::N,tervhuz,цӏуллу-сагъшиву
493,Krankheit::N,läžund,къашайшиву
494,Schmerz::N,kibu,къюву
495,Wunde::N,čapatez,щаву
496,Fieber::N,säru,кӏиришиву
497,Arznei::N,zel'l',дару
498,Brücke::N,sild,ламу
499,Brunnen::N,kaiv,къуй
500,Weide::N,omaluine,бизантту
501,Pfad::N,tehut,жегъир ххуллу
502,Weg::N,te,ххуллу
503,Straße::N,te,ххуллу
504,Dorf::N,külä,щар
505,Dorf::N,külä,шяравалу
506,Stadt::N,lidn,шагьру
507,Brief::N,kirjeine,чагъар
508,Buch::N,kirj,лу
509,Buchstabe::N,kirjam,хӏарп
510,Zeitung::N,lehtez,кказит
511,Leben::N,elo,оьрму
512,Tod::N,surm,ажал
513,Tod::N,surm,бивкӏу
514,Tod::N,surm,ивчӏаву
515,Grab::N,kaum,гьав
516,Kirche::N,jumalanpert',килиса
517,Sünde::N,grähk,бунагъ
518,Gott::N,jumal,зал
519,Arbeiter::N,radnik,зузала
520,Chef::N,pämez',ялувма
521,Meister::N,mastar,усттар
522,Arzt::N,lekar',хӏакин
523,Lehrer::N,opendai,учитель
524,Geld::N,rahad,арцу
525,Geschäft::N,biznes,даву
526,Laden::N,lauk,ттучан
527,Preis::N,arv,багъа
528,Ware::N,tavar,хъус
529,Nutzen::N,liža,хайр
530,Nutzen::N,liža,мюнпат
531,Reichtum::N,kodielo,давлат
532,Reichtum::N,kodielo,аваданшиву
533,Reichtum::N,kal'huz',давлат
534,Reichtum::N,kal'huz',аваданшиву
535,Welt::N,mail'm,дуниял
536,Land::N,ma,билаят
537,Staat::N,valdkund,паччахӏлугъ
538,König::N,kunigaz,
539,Macht::N,vald,власть
540,Grenze::N,röun,дазу
541,Krieg::N,soda,дяъви
542,Feind::N,vihanik,душман
543,Feind::N,vastustai,душман
544,Gewalt::N,vägivald,къия
545,Kampf::N,tora,лачӏуи уккаву
546,Bogen[Waffe]::N,taug,ккуртта
547,Pfeil::N,nol,чӏатӏаракӏ
548,Gewehr::N,oružj,ттупанг
549,Fehler::N,viga,гъалатӏ
550,Lüge::N,kelastuz,щялмахъ
551,Schaden::N,pahuz',зарал
552,Unglück::N,bed,бала
553,Unglück::N,gor'a,бала
554,Schuld::N,värhuz',тахсир
555,Alter::N,igä,оьрму
556,Schluss::N,lop,ахир
557,Zeit::N,aig,чӏун
558,Tag::N,päiv,кьини
559,Morgen::N,homendez,кӏюрх
560,Mittag::N,keskpäiv,ахттайн
561,Mittag::N,keskpäiv,дяахттайн
562,Mittag::N,keskpäiv,ахттайн чӏун
563,Abend::N,eht,маркӏачӏан
564,Nacht::N,ö,хьхьу
565,Woche::N,nedal',нюжмар
566,Monat::N,ku,барз
567,Jahr::N,voz',шин
568,Frühling::N,keväz',инт
569,Sommer::N,keza,гъи
570,Herbst::N,sügüz',ссут
571,Winter::N,tal'v,кӏи
572,Januar::N,viluku,цалчинмур барз
573,Februar::N,uhoku,кӏилчинмур барз
574,März::N,keväz'ku,шамилчинмур барз
575,April::N,sulaku,апрель
576,April::N,sulaku,мукьилчинмур барз
577,Mai::N,semendku,май
578,Mai::N,semendku,ххюлчинмур барз
579,Juni::N,kezaku,июнь
580,Juni::N,kezaku,ряххилчинмур барз
581,Juli::N,heinku,июль
582,Juli::N,heinku,Арулчинмур барз
583,August::N,eloku,мяйлчинмур барз
584,September::N,sügüz'ku,урчӏилчинмур барз
585,Oktober::N,reduku,ацӏилчинмур барз
586,November::N,kül'mku,ацӏния цалчинмур барз
587,Dezember::N,tal'vku,ацӏния кӏилчинмур барз
588,Montag::N,ezmärg,итин
589,Montag::N,ezmärg,итин кьини
590,Dienstag::N,tožnarg,тталат
591,Dienstag::N,tožnarg,тталат кьини
592,Mittwoch::N,koumanz'päiv,арвахӏ
593,Donnerstag::N,nellänz'päiv,хамис
594,Freitag::N,pätnič,нюжмар
595,Freitag::N,pätnič,нюжмар кьини
596,Freitag::N,videnz'päiv,нюжмар
597,Freitag::N,videnz'päiv,нюжмар кьини
598,Samstag::N,sobat,ххуллун
599,Samstag::N,sobat,ххуллун кьини
600,Sonntag::N,pühäpäiv,алхӏат
601,Sonntag::N,pühäpäiv,алхӏат кьини
602,groß::A,sur',бугъарасса
603,groß::A,järed,бугъарасса
604,klein::A,pen',чӏивисса
605,klein::A,pičuine,чӏивисса
606,lang::A,pit'k,лахъисса
607,kurz::A,lühüd,кутӏасса
608,breit::A,leved,уттасса
609,schmal::A,kaid,уттакӏюласса
610,dicht::A,tihed,ццунсса
611,dick[Gegenstand]::A,paks,ганзсса
612,dünn::A,hoik,кӏюласса
613,fein::A,hen,
614,fest::A,luja,цӏакьсса
615,fest::A,luja,кьянкьасса
616,fest::A,ninev,цӏакьсса
617,fest::A,ninev,кьянкьасса
618,flach::A,lapak,баягъисса
619,flach::A,lapak,цӏубакъасса
620,flach::A,lapak,куртӏ дакъасса
621,glatt::A,siled,дюрчӏусса
622,hart::A,kova,кьянкьасса
623,weich::A,pehmed,кӏукӏлусса
624,rund::A,kehker,ккурккисса
625,spitz::A,nügu,ярксса
626,spitz::A,nügu,дайлсса
627,spitz::A,nügu,мицӏ бусса
628,spitz::A,terav,ярксса
629,spitz::A,terav,дайлсса
630,spitz::A,terav,мицӏ бусса
631,scharf::A,terav,ярксса
632,scharf::A,terav,дайлсса
633,scharf::A,terav,мицӏ бусса
634,stumpf::A,tül'c,къуркъасса
635,schwer::A,jüged,кӏусса
636,schön::A,čoma,аьнтӏикӏасса
637,heiß::A,räk,кӏирисса
638,warm::A,läm',гъелисса
639,kalt::A,vilu,дяркъусса
640,kühl::A,raibak,дюхлулсса
641,kühl::A,viluhk,дюхлулсса
642,frisch::A,lahed,цӏусса
643,feucht::A,neps,атилсса
644,feucht::A,neps,хъавтусса
645,feucht::A,toreh,атилсса
646,feucht::A,toreh,хъавтусса
647,nass::A,märg,атилсса
648,nass::A,märg,хъавтусса
649,trocken::A,kuiv,кьавкьсса
650,trocken::A,kuiv,кьакьан бувсса
651,voll::A,täuz',бувцӏусса
652,leer::A,joudai,бачӏвасса
653,offen::A,avoin,тӏивтӏусса
654,offen::A,avol'jaine,тӏивтӏусса
655,geschlossen::A,saubaline,лавкьусса
656,sauber::A,puhtaz,марцӏсса
657,schmutzig::A,redukaz,чапалсса
658,roh::A,rohk,шакъавхьсса
659,roh::A,toreh,шакъавхьсса
660,reif::A,küps,дирсса
661,lecker::A,magukaz,нахӏусса
662,lecker::A,magukaz,тӏааьнсса
663,süß::A,maged,нацӏусса
664,bitter::A,karged,кьурчӏисса
665,sauer::A,muiged,туршсса
666,hell::A,kirkas,чаннасса
667,hell::A,valgei,чаннасса
668,dunkel::A,pimed,цӏансса
669,schwarz::A,must,лухӏисса
670,weiß::A,vauged,кӏяласса
671,rot::A,rusked,ятӏулсса
672,gelb::A,pakuine,хъахъисса
673,blau::A,sinine,някӏсса
674,grün::A,vihand,щюлисса
675,grau::A,hahk,оьрусса
676,bunt::A,kirjav,оьрчӏикӏурисса
677,billig::A,odav,кьювкьусса
678,teuer::A,kalliž,ххирасса
679,wertvoll::A,arvokas,багьасса
680,blind::A,soged,мурчӏисса
681,taub::A,kurdiž,къюкӏсса
682,kräftig::A,vägev,гужсса
683,stark::A,vahv,кьянкьасса
684,stark::A,vägekaz,кьянкьасса
685,schwach::A,väll',заэвсса
686,fett::A,razvakaz,бучсса
687,schlank::A,kapos,бювхъусса
688,hübsch::A,čoma,янусса
689,böse::A,äred,оьсса
690,böse::A,käred,оьсса
691,dumm::A,el'getoi,ахӏмакьсса
692,faul::A,lašk,танмалсса
693,faul::A,lašk,курчӏилсса
694,fleißig::A,radonnavedii,хӏарачат бусса
695,geizig::A,ažlak,янттарцӏансса
696,klug::A,melev,аькьлу бусса
697,klug::A,melekaz,аькьлу бусса
698,geschickt::A,mahtokaz,паргалсса
699,lieb::A,izo,аьзизсса
700,lieb::A,sula,аьзизсса
701,lustig::A,ilokaz,тяхъасса
702,sanft::A,laskav,иминсса
703,hungrig::A,näl'ghine,ккашилсса
704,krank::A,läžui,къашавайсса
705,nackt::A,alastoi,кӏачӏасса
706,traurig::A,opalahine,пашмансса
707,lebendig::A,eläb,уттавасса
708,gut::A,hüvä,ххуйсса
709,schlecht::A,huba,оьккисса
710,richtig::A,oiged,саргъунсса
711,schlimm::A,paha,оьккисса
712,wahr::A,todesine,хӏакьсса
713,alt::A,vanh,кугьнасса
714,neu::A,uz',цӏусса
715,ehemalig::A,edeline,хъхъичӏвасса
716,alt[Lebewesen]::A,ravaz,агьилсса
717,jung::A,nor',чӏавасса
718,jung::A,nor',жагьилсса
719,arm::A,gol'l',мискинсса
720,reich::A,elokaz,авадансса
721,bekannt::A,tutab,дусъсса
722,berühmt::A,tetab,машгьурсса
723,fremd::A,veraz,чил
724,verschieden::A,erazvuitte,личӏи-личӏисса
725,nah::A,läheline,гъансса
726,fern::A,edahaine,архсса
727,linker::A,hura,кияхсса
728,linker::A,hura,кюччахсса
729,rechter::A,oiged,урчӏахсса
730,anderer::A,toine,цамур
731,erster::A,ezmäine,цалчинмур
732,erster::A,ezmäine,цалчиннсса
733,zweiter::A,toine,кӏилчиимур
734,dritter::A,koumanz',шамулчинмур
735,letzter::A,jäl'gmäine,махъва-махъмур
736,allein::ADV,üksnäze,ялгъузну
737,auf einmal::ADV,ühten aigan,
738,zusammen::ADV,ühtes,цачӏу
739,zusammen::ADV,ühtes,архӏал
740,lange::ADV,hätken,батӏи къабуклай
741,lange::ADV,hätken,хъунмасса хӏаллай
742,plötzlich::ADV,äkkid,цакуну
743,sofort::ADV,kerdalaz,мугьлат бакъа
744,später::ADV,möhemba,махъ
745,jetzt::ADV,nügüd',утти
746,jetzt::ADV,nügüd',цӏана
747,heute::ADV,tämbei,хӏакьину
748,morgen::ADV,homen,гьуит
749,morgen::ADV,homen,гьунттий
750,bald::ADV,pigai,
751,dann::ADV,sid',яла
752,gestern::ADV,eglai,лахьхьу
753,einst::ADV,ende,
754,einst::ADV,kerdan,
