,Concept_ID,ps,udm
110,Wiese::N,شنېلی,возьвыл
111,Wald::N,ځنګل,сик
112,Wald::N,ځنګل,нюлэс
113,Hügel::N,تپه,выр
114,Hügel::N,تپه,вырйыл
115,Anhöhe::N,غونډۍ,выр
116,Anhöhe::N,غونډۍ,вырйыл
117,Berg::N,غ‍‍‍‍‍ر,гурезь
118,Gipfel::N,څوکه,йыл
119,Höhle::N,کاز,гу
120,Abhang::N,لمن,бам
121,Quelle::N,چینه,ошмес
122,Bach::N,واله,пичи шур
123,Fluss::N,سیند,шур
124,Ufer::N,غاړه,ярдур
125,Küste::N,ساحل,вудур
126,Festland::N,وچه,мувыр
127,Meer::N,بحر,зарезь
128,Meer::N,سمندر,зарезь
129,Bucht::N,کارۍ,вукож
130,Insel::N,ټاپو,вумуӵ
131,Insel::N,ټاپو,шормуӵ
132,Insel::N,جزيره,вумуӵ
133,Insel::N,جزيره,шормуӵ
134,Blume::N,ګل,сяська
135,Gras::N,واښه,турын
136,Wurzel::N,ریښه,выжы
137,Baum::N,ونه,пу
138,Stamm::N,ډډ,модос
139,Rinde::N,پوستکی,сул
140,Ast::N,ښاخ,ул
141,Zweig::N,څانګه,вай
142,Blatt::N,پاڼه,куар
143,Birke::N,توس,кызьпу
144,Kiefer[Baum]::N,نښتر,пужым
145,Weide[Baum]::N,وله,бадьпу
146,Tanne::N,ناجو,кыз
147,Horn::N,ښکر,сюр
148,Feder::N,بڼکه,тылы
149,Fell::N,پوستکی,ку
150,Flügel::N,وزر,бурд
151,Klaue::N,پنجه,гижы
152,Klaue::N,منګول,гижы
153,Kralle::N,پنجه,пыд
154,Kralle::N,منګول,пыд
155,Schwanz::N,لکۍ,быж
156,Ei::N,وۍ,пуз
157,Ei::N,وۍ,кукей
158,Ei::N,هګۍ,пуз
159,Ei::N,هګۍ,кукей
160,Nest::N,جاله,кар
161,Nest::N,جاله,пузкар
162,Bau::N,کاز,кар
163,Bau::N,کاز,гу
164,Tier::N,ژوی,пӧйшур
165,Tier::N,حیوان,пӧйшур
166,Herde::N,رمه,уллё
167,Herde::N,غېله,уллё
168,Kuh::N,غوا,скал
169,Bulle::N,غوئی,ош
170,Bulle::N,غوئی,пороз
171,Pferd::N,آس,вал
172,Schaf::N,پسه,ыж
173,Schwein::N,سرکوزی,парсь
174,Hund::N,سپی,пуны
175,Katze::N,پشه,коӵыш
176,Bär::N,خرس,гондыр
177,Eichhörnchen::N,خړ لمی,коньы
178,Elch::N,ګوزن,койык
179,Fuchs::N,سپلم,ӟичы
180,Hase::N,سوی,кеч
181,Maus::N,مږک,шыр
182,Wolf::N,لېوه,кион
183,Vogel::N,مرغه,тылобурдо
184,Schwarm::N,سېل,уллё
185,Huhn::N,چرګه,курег
186,Hahn::N,چرګ,атас
187,Gans::N,بته,ӟазег
188,Adler::N,عقاب,ӧрзи
189,Ente::N,ایلۍ,ӵӧж
190,Eule::N,ګونګی,кучыран
191,Kranich::N,کلنګ,тури
192,Krähe::N,کارغه,куака
193,Kuckuck::N,فاخته,кикы
194,Schwan::N,قو,юсь
195,Fisch::N,کب,чорыг
196,Fisch::N,ماهی,чорыг
197,Schlange[Tier]::N,مار,кый
198,Wurm::N,چینجی,нумыр
199,Spinne::N,غڼه,чонари
200,Spinne::N,تارکښ,чонари
201,Ameise::N,مېږی,кузьыли
202,Laus::N,سپږه,тэй
203,Mücke::N,ماشی,нымы
204,Mücke::N,ماشی,чибинь
205,Fliege::N,مچ,кут
206,Schmetterling::N,پتنګ,бубыли
207,Beere::N,مېوۍ,узы-боры
208,Apfel::N,مڼه,яблок
209,Pilz::N,خرېړی,губи
210,Zwiebel::N,پیاز,сугон
211,Saat::N,تخم,кидыс
212,Korn::N,تخم,тысь
213,Korn::N,دانه,тысь
214,Heu::N,بوس,турын
215,Heu::N,پروړه,турын
216,Schale::N,پوستکی,кыд
217,Grube::N,کنده,гу
218,Grube::N,کنده,гоп
219,Falle::N,دام,налик
220,Falle::N,لومه,налик
221,Schlinge::N,کړۍ,гиӟ
222,Schlinge::N,کړۍ,герд
223,Spur::N,نښه,пытьы
224,Spur::N,نښه,бервыл
225,Asche::N,آس,пень
226,Asche::N,ایره,пень
227,Dreck::N,ناپاکي,дэри
228,Eisen::N,اوسپنه,корт
229,Gold::N,سره زر,зарни
230,Silber::N,نقره,азвесь
231,Silber::N,سپین زر,азвесь
232,Kohle::N,سکور,эгыр
233,Kohle::N,سکاره,эгыр
234,Glas::N,ښيښه,стекло
235,Glas::N,ښيښه,пияла
236,Lehm::N,خټه,сюй
237,Sand::N,شګه,луо
238,Mensch::N,انسان,мурт
239,Mensch::N,انسان,адями
240,Mann::N,سړی,воргорон
241,Mann::N,نارینه,воргорон
242,Frau::N,ښځه,кышномурт
243,Kind::N,بچی,нуны
244,Kind::N,بچی,пинал
245,Kind::N,ماشوم,нуны
246,Kind::N,ماشوم,пинал
247,Junge::N,هلک,пи
248,Mädchen::N,نجلۍ,ныл
249,Familie::N,کورنۍ,семья
250,Großvater::N,بابا,песятай
251,Großvater::N,بابا,пересь атай
252,Großmutter::N,انا,песянай
253,Großmutter::N,انا,пересь анай
254,Eltern::N,مور او پلار,атай-анай
255,Eltern::N,مور او پلار,бубы-мумы
256,Vater::N,پلار,айы
257,Vater::N,پلار,атай
258,Mutter::N,مور,мумы
259,Sohn::N,زوی,пи
260,Tochter::N,لور,ныл
261,Bruder::N,ورور,агай
262,Schwester::N,خور,апа
263,Schwester::N,خور,сузэр
264,Onkel::N,تره,агай
265,Onkel::N,ماما,агай
266,Tante::N,خاله,апа
267,Tante::N,خاله,кенак
268,Ehemann::N,مېړه,карт
269,Ehefrau::N,مېرمن,кышно
270,Freude::N,خوشحالي,шумпотон
271,Gelächter::N,خندا,горем
272,Glück::N,بخت,шуд
273,Kummer::N,غم,кайгу
274,Kummer::N,غم,куректон
275,Wunsch::N,هيله,мылпотон
276,Wunsch::N,غوښتنه,мылпотон
277,Lust::N,شوق,потон
278,Lust::N,مینه,потон
279,Geist::N,روح,лул
280,Gedanke::N,فکر,малпан
281,Gedächtnis::N,یاد,йырсазь
282,Gedächtnis::N,یاد,тодэваён
283,Gedächtnis::N,حافظه,йырсазь
284,Gedächtnis::N,حافظه,тодэваён
285,Verstand::N,عقل,йырвизь
286,Verstand::N,شعور,йырвизь
287,Sinn::N,معنی,смысл
288,Grund::N,علت,муг
289,Grund::N,علت,ньӧм
290,Grund::N,اساس,муг
291,Grund::N,اساس,ньӧм
292,Wahrheit::N,حقیقت,зэм
293,Wahrheit::N,حقیقت,шонер
294,Gespräch::N,مرکه,вераськон
295,Gespräch::N,خبرې اترې,вераськон
296,Märchen::N,افسانه,выжыкыл
297,Erzählung::N,قصه,верос
298,Erzählung::N,کیسه,верос
299,Nachricht::N,خبر,ивор
300,Neuigkeit::N,نوی خبر,выльивор
301,Name::N,نوم,ним
302,Rätsel::N,کیسۍ,мадькыл
303,Rätsel::N,چیستان,мадькыл
304,Rede::N,وینا,верам
305,Sprache::N,ژبه,кыл
306,Stimme::N,غږ,куара
307,Stimme::N,اواز,куара
308,Wort::N,لغت,кыл
309,Wort::N,کلمه,кыл
310,Zeichen::N,نښه,пус
311,Zeichen::N,نښه,тодмет
312,Zeichen::N,اشاره,пус
313,Zeichen::N,اشاره,тодмет
314,Ruf::N,ږغ,ӧтён
315,Ruf::N,ږغ,чортон
316,Ruf::N,بلنه,ӧтён
317,Ruf::N,بلنه,чортон
318,Lärm::N,غالمغال,ӵашетон
319,Laut::N,ږغ,куара
320,Ton::N,اواز,куара
321,Lied::N,غزله,кырӟан
322,Lied::N,سندره,кырӟан
323,Ruhe::N,ارامي,чалмыт улон
324,Leute::N,خلک,адямиос
325,Volk::N,ولس,калык
326,Arbeit::N,کار,уж
327,Gast::N,مېلمه,куно
328,Geschenk::N,تحفه,салам
329,Geschenk::N,تحفه,кузьым
330,Geschenk::N,سوغات,салам
331,Geschenk::N,سوغات,кузьым
332,Spiel::N,لوبه,шудон
333,Gesellschaft::N,ډله,калык
334,Hilfe::N,کومک,юрттон
335,Hilfe::N,مرسته,юрттон
336,Freund::N,ملګری,эш
337,Freund::N,ملګری,юлтош
338,Kamerad::N,انډيوال,тодмо
339,Angelegenheit::N,موضوع,уж
340,Anzahl::N,شمېر,лыд
341,Anzahl::N,تعداد,лыд
342,Art::N,ډول,тус
343,Stück::N,ټوټه,юдэс
344,Teil::N,برخه,люкет
345,Hälfte::N,نیم,ӝыны
346,Kreis::N,دایره,котырес
347,Kreuz::N,صلیب,крест
348,Linie::N,خط,гож
349,Linie::N,لیکه,гож
350,Strich::N,کرښه,гож
351,Abstand::N,فاصله,вис
352,Abstand::N,فاصله,кусып
353,Entfernung::N,واټن,кусып
354,Gegend::N,سیمه,инты
355,Gegend::N,منطقه,инты
356,Platz::N,ځای,инты
357,Ort::N,ځای,инты
358,Ort::N,ځای,места
359,Seite::N,مخ,пал
360,Seite::N,اړخ,пал
361,Mitte::N,وسط,шор
362,Mitte::N,مینځ,шор
363,Gegenstand::N,شی,арбери
364,Sache::N,شی,котыр
365,Sache::N,څيز,котыр
366,Rand::N,څنډه,дур
367,Rand::N,څنډه,шаер
368,Rand::N,کناره,дур
369,Rand::N,کناره,шаер
370,Kante::N,اړخ,дур
371,Ecke::N,ګوټ,сэрег
372,Spitze::N,څوکه,йыл
373,Ende::N,څوکه,пум
374,Loch::N,سوری,пась
375,Winkel::N,کنج,сэрег
376,Winkel::N,کوتی,сэрег
377,Muster::N,نمونه,пужы
378,Größe::N,قد,быдӟала
379,Größe::N,لويوالی,быдӟала
380,Länge::N,طول,кузьдала
381,Länge::N,اوږد والی,кузьдала
382,Höhe::N,جګوالی,ӝуждала
383,Gewicht::N,وزن,сектала
384,Gewicht::N,وزن,секытлык
385,Menge::N,اندازه,лыд
386,Menge::N,اندازه,лыдпус
387,Haufen::N,کوټه,люк
388,Reihe::N,صف,чур
389,Reihe::N,کتار,чур
390,Boot::N,قايق,пыж
391,Boot::N,قايق,лодка
392,Ruder::N,چپه,полыс
393,Schlitten::N,ښویېدونی,додьы
394,Ski::N,سکي,куас
395,Lagerfeuer::N,اور,тылскем
396,Last::N,بار,секыт
397,Last::N,پېټی,секыт
398,Gang::N,تګ,ветлон
399,Schritt::N,ګام,вамыш
400,Norden::N,شمال,уйпал
401,Süden::N,سوېل,лымшор
402,Westen::N,لوېدېځ,шунды пуксён
403,Osten::N,شرق,шунды ӝужан
404,Osten::N,ختیځ,шунды ӝужан
405,Holz::N,لرګی,пу
406,Brett::N,تخته,пул
407,Platte::N,تخته,плита
408,Stütze::N,تکیوان,пыкет
409,Stange::N,ډاګه,пуӵ
410,Stock::N,لرګی,боды
411,Stab::N,چيخله,пуӵ
412,Stab::N,چيخله,боды
413,Rohr::N,نل,труба
414,Haus::N,کور,юрт
415,Heim::N,کور,корка
416,Ofen::N,تودنۍ,гур
417,Fußboden::N,غولی,выж
418,Tisch::N,مېز,ӝӧк
419,Stuhl::N,چوکۍ,пукон
420,Wiege::N,زانګو,кӧкы
421,Wiege::N,زانګو,зыбка
422,Bett::N,کټ,валес
423,Bett::N,چپرکټ,валес
424,Regal::N,تاخچۍ,ӝажы
425,Kiste::N,صندوق,ящик
426,Fenster::N,کړکۍ,укно
427,Fenster::N,کړکۍ,косяк
428,Tür::N,دروازه,ӧс
429,Tor::N,دروازه,ӟезьы
430,Zaun::N,کټاره,забор
431,Dach::N,بام,липет
432,Leiter::N,زينه,падӟа
433,Besen::N,جارو,ӵужон
434,Besen::N,جارو,исьнер
435,Spaten::N,یوم,лопатка
436,Schaufel::N,بېلچه,ютырон
437,Gabel::N,پنجه,тэчы
438,Gabel::N,پنجه,вилка
439,Löffel::N,کاشوغه,пуньы
440,Messer::N,چاقو,пурт
441,Nagel::N,ميخ,кортӵог
442,Netz::N,جال,сеть
443,Haken::N,څنګک,курик
444,Griff::N,لاستی,ныд
445,Schloss::N,کلپ,тунгон
446,Bild::N,رسم,суред
447,Figur::N,قدوقامت,фигура
448,Puppe::N,ګوډۍ,мунё
449,Beutel::N,کڅوړه,пуйы
450,Bündel::N,دسته,керттэт
451,Tasche::N,بکس,пуйы
452,Tasche::N,بکس,сумка
453,Tasche::N,توبره,пуйы
454,Tasche::N,توبره,сумка
455,Eimer::N,سطل,ведра
456,Deckel::N,سرپوښ,ӵоксэт
457,Geschirr::N,لوښی,тусьты-пуньы
458,Sack::N,جوال,пуйы
459,Tasse::N,پیاله,ӵаша
460,Topf::N,دېګی,миска
461,Kessel::N,دېګ,пурты
462,Essen::N,خوراک,сиськон
463,Nahrung::N,خوراک,сион
464,Speise::N,خواړه,сиён
465,Fleisch::N,غوښه,сӥль
466,Getreide::N,غله,ю тысь
467,Brei::N,اوګره,ӝук
468,Brot::N,ډوډۍ,нянь
469,Scheibe::N,مړۍ,шорем
470,Fett::N,غوړي,кӧй
471,Butter::N,کوچ,вӧй
472,Öl::N,تېل,вӧй
473,Salz::N,مالګه,сылал
474,Suppe::N,شوربا,шыд
475,Honig::N,شات,чечы
476,Milch::N,شوده,йӧл
477,Tee::N,چای,чай
478,Leder::N,څرمن,сурон
479,Wolle::N,پشم,гон
480,Wolle::N,پشم,ыжгон
481,Stoff::N,ټوټه,куэм
482,Nadel::N,ستن,вень
483,Faden::N,تار,сӥньыс
484,Knopf::N,تڼۍ,бирды
485,Knopf::N,تکمه,бирды
486,Knoten::N,غوټه,герд
487,Farbe::N,رنګ,буёл
488,Kleidung::N,کالي,дӥсь
489,Hemd::N,کميس,дэрем
490,Kragen::N,غاړه,сирес
491,Ärmel::N,لستوڼی,саес
492,Hose::N,پطلون,брюки
493,Hose::N,پطلون,штань
494,Gürtel::N,کمربند,кускерттон
495,Mütze::N,خولۍ,ызьы
496,Schuh::N,بوټ,ботинка
497,Stiefel::N,موزه,сапег
498,Ring::N,ګوته,зундэс
499,Band::N,فيته,лента
500,Kamm::N,ګمنځ,сын
501,Spiegel::N,ایینه,синучкон
502,Spiegel::N,هنداره,синучкон
503,Riemen::N,تسمه,е
504,Schnur::N,مزی,гозы
505,Leine::N,رسۍ,думет
506,Decke::N,بړستن,шобрет
507,Kissen::N,بالښت,миндэр
508,Tuch::N,ټیکری,кышет
509,Handtuch::N,دسمال,ӵушкон
510,Kraft::N,زور,кать
511,Kraft::N,زور,ӟигар
512,Kraft::N,توان,кать
513,Kraft::N,توان,ӟигар
514,Stärke::N,قوت,юнлык
515,Gesundheit::N,صحت,тазалык
516,Gesundheit::N,روغتیا,тазалык
517,Krankheit::N,مرض,висён
518,Krankheit::N,ناروغي,висён
519,Schmerz::N,درد,висён
520,Wunde::N,ټپ,яра
521,Wunde::N,زخم,яра
522,Fieber::N,تبه,кезег
523,Arznei::N,دوا,эмъюм
524,Arznei::N,دارو,эмъюм
525,Brücke::N,پول,выж
526,Brunnen::N,څاه,колдэч
527,Brunnen::N,کوهی,колдэч
528,Weide::N,وله,возь
529,Pfad::N,تړه,сюрес
530,Weg::N,لیار,сюрес
531,Straße::N,سړک,сюрес
532,Dorf::N,کلی,гурт
533,Stadt::N,ښار,кар
534,Stadt::N,ښار,город
535,Brief::N,لیک,гожтэт
536,Brief::N,مکتوب,гожтэт
537,Buch::N,کتاب,книга
538,Buchstabe::N,حرف,буква
539,Buchstabe::N,توری,буква
540,Zeitung::N,اخبار,газет
541,Leben::N,ژوند,улон
542,Tod::N,مرګ,кулон
543,Tod::N,مړینه,кулон
544,Grab::N,قبر,шайгу
545,Grab::N,ډورۍ,шайгу
546,Kirche::N,کلیسا,черк
547,Sünde::N,ګناه,сьӧлык
548,Gott::N,خدای,ӥнмар
549,Arbeiter::N,کاریګر,рабочий
550,Chef::N,آمر,начальник
551,Meister::N,استاد,кибашлы
552,Arzt::N,طبیب,врач
553,Arzt::N,ډاکټر,врач
554,Lehrer::N,معلم,дышетӥсь
555,Lehrer::N,ښوونکی,дышетӥсь
556,Geld::N,پیسې,уксё
557,Geld::N,پیسې,коньдон
558,Geschäft::N,سوداګري,уж
559,Laden::N,دکان,магазин
560,Laden::N,مغازه,магазин
561,Preis::N,بیه,дун
562,Ware::N,مال,вуз
563,Nutzen::N,ګټه,пайда
564,Reichtum::N,شتمني,узырлык
565,Welt::N,نړۍ,дунне
566,Welt::N,دنیا,дунне
567,Land::N,هېواد,шаер
568,Staat::N,دولت,кун
569,König::N,باچا,эксэй
570,König::N,پادشاه,эксэй
571,Macht::N,قدرت,власть
572,Grenze::N,حد,кунгож
573,Grenze::N,سرحد,кунгож
574,Krieg::N,جګړه,ож
575,Feind::N,دښمن,тушмон
576,Gewalt::N,زور,эриктэман
577,Gewalt::N,تشدد,эриктэман
578,Kampf::N,جنګ,нюръяськон
579,Kampf::N,مبارزه,нюръяськон
580,Bogen[Waffe]::N,لیندۍ,пукыӵ
581,Pfeil::N,غشی,пукыӵ вень
582,Gewehr::N,ټوپک,пыӵал
583,Fehler::N,خطا,янгыш
584,Fehler::N,غلطي,янгыш
585,Lüge::N,دروغ,пӧян
586,Lüge::N,دروغ,алдан
587,Lüge::N,دروغ,ӧрекчан
588,Schaden::N,زیان,изъян
589,Schaden::N,تاوان,изъян
590,Unglück::N,بدبختي,куректон
591,Unglück::N,بدبختي,шудтэме усён
592,Schuld::N,ګناه,янгыш
593,Alter::N,منګ,арлыд
594,Schluss::N,اخر,пум
595,Zeit::N,وخت,дыр
596,Tag::N,ورځ,нунал
597,Morgen::N,سبا,ӵукна
598,Morgen::N,سهار,ӵукна
599,Mittag::N,غرمه,лымшор
600,Abend::N,ماښام,ӝыт
601,Abend::N,ماښام,акшан
602,Nacht::N,شپه,уй
603,Woche::N,اونۍ,арня
604,Monat::N,مياشت,толэзь
605,Jahr::N,کال,ар
606,Frühling::N,پسرلی,тулыс
607,Sommer::N,دوبی,гужем
608,Herbst::N,منی,сӥзьыл
609,Herbst::N,خزان,сӥзьыл
610,Winter::N,ژمی,тол
611,Januar::N,جنوري,выльартолэзь
612,Februar::N,فبروري,тулыспал
613,März::N,مارچ,южтолэзь
614,April::N,اپریل,оштолэзь
615,Mai::N,مې,куартолэзь
616,Juni::N,جون,вожотолэзь
617,Juli::N,جولای,пӧсьтолэзь
618,August::N,اګست,гудырикошкон
619,September::N,سپټامبر,куарусён
620,Oktober::N,اکتوبر,выльӝуктолэзь
621,November::N,نومبر,шуркынмон
622,Dezember::N,دسمبر,толсур
623,Montag::N,دوشنبه,вордӥськон
624,Dienstag::N,سه شنبه,вторник
625,Mittwoch::N,چارشنبه,вирнунал
626,Donnerstag::N,پنجشنبه,покчиарня
627,Freitag::N,جمعه,удмуртарня
628,Samstag::N,خالي,кӧснунал
629,Sonntag::N,یکشنبه,арня
630,groß::A,لوی,бадӟым
631,klein::A,وړوکی,пичи
632,lang::A,اوړد,кузь
633,kurz::A,لنډ,вакчи
634,breit::A,پراخه,паськыт
635,schmal::A,تنګ,сюлэг
636,dicht::A,ګڼ,ӵем
637,dick[Gegenstand]::A,پنډ,зӧк
638,dünn::A,نری,векчи
639,fein::A,نازک,векчи
640,fest::A,کلک,юн
641,fest::A,کلک,чурыт
642,fest::A,ټینګ,юн
643,fest::A,ټینګ,чурыт
644,flach::A,هوار,ӵошкыт
645,glatt::A,ښوی,гылыт
646,glatt::A,ښوی,вольыт
647,hart::A,کلک,чурыт
648,weich::A,نرم,небыт
649,weich::A,پوست,небыт
650,rund::A,ګرد,котырес
651,spitz::A,تېره,йылсо
652,scharf::A,تېز,лэчыт
653,scharf::A,تېره,лэчыт
654,stumpf::A,پڅ,ныж
655,schwer::A,دروند,секыт
656,schön::A,ښکلی,чебер
657,heiß::A,تود,пӧсь
658,warm::A,تود,шуныт
659,kalt::A,ېخ,кезьыт
660,kalt::A,سوړ,кезьыт
661,kühl::A,ېخ,юзмыт
662,kühl::A,ېخ,салкым
663,kühl::A,سوړ,юзмыт
664,kühl::A,سوړ,салкым
665,frisch::A,تازه,выль
666,feucht::A,مرطوب,мускыт
667,nass::A,لوند,котмем
668,trocken::A,وچ,кӧс
669,voll::A,ډک,тыр
670,leer::A,خالی,буш
671,leer::A,خالی,тырттэм
672,offen::A,خلاص,усьтэм
673,offen::A,پرانیستی,усьтэм
674,geschlossen::A,تړلی,ӵогам
675,geschlossen::A,تړلی,пунням
676,sauber::A,پاک,ӝикыт
677,sauber::A,پاک,чылкыт
678,schmutzig::A,چټل,нӧд
679,roh::A,خام,ыль
680,reif::A,پوخ,вуэм
681,reif::A,رسېدلی,вуэм
682,lecker::A,خوندور,ческыт
683,lecker::A,مزه دار,ческыт
684,süß::A,خوږ,ческыт
685,süß::A,شیرین,ческыт
686,bitter::A,تریخ,курыт
687,sauer::A,ټاک,чырс
688,sauer::A,تريو,чырс
689,hell::A,روڼ,югыт
690,hell::A,روښان,югыт
691,dunkel::A,تیاره,пеймыт
692,schwarz::A,تور,сьӧд
693,weiß::A,سپين,тӧдьы
694,rot::A,سور,горд
695,gelb::A,زېړ,ӵуж
696,blau::A,شین,лыз
697,blau::A,اسماني رنګه,лыз
698,grün::A,زرغون,вож
699,grau::A,خړ,пурысь
700,bunt::A,رنګارنګ,куӵо
701,billig::A,ارزان,дунтэм
702,teuer::A,ګران,дуно
703,wertvoll::A,قیمتي,дуно
704,blind::A,ړوند,сукыр
705,blind::A,ړوند,синтэм
706,taub::A,کوڼ,пельтэм
707,kräftig::A,قوی,кужмо
708,stark::A,قوی,юн
709,stark::A,قوی,кужмо
710,stark::A,تکړه,юн
711,stark::A,تکړه,кужмо
712,schwach::A,ضعیف,ляб
713,schwach::A,ضعیف,начар
714,schwach::A,کمزوری,ляб
715,schwach::A,کمزوری,начар
716,fett::A,چاغ,кӧй
717,schlank::A,خوش اندام,веськыт
718,schlank::A,خوش اندام,веськрес
719,hübsch::A,ښکلی,чебер
720,hübsch::A,ښکلی,синмаськымон
721,hübsch::A,ښایسته,чебер
722,hübsch::A,ښایسته,синмаськымон
723,böse::A,شریر,лек
724,böse::A,قهرناک,лек
725,dumm::A,احمق,шузи
726,dumm::A,احمق,визьтэм
727,faul::A,لټ,азьтэм
728,faul::A,تنبل,азьтэм
729,fleißig::A,زحمت کښ,сюлмо
730,geizig::A,بخیل,сук
731,klug::A,عاقل,визьмо
732,klug::A,هوښیار,визьмо
733,geschickt::A,ماهر,усто
734,geschickt::A,ماهر,быгатӥсь
735,lieb::A,عزیز,мусо
736,lieb::A,محبوب,мусо
737,lustig::A,خوشحال,шулдыр
738,sanft::A,پوست,мусо
739,sanft::A,پوست,эрке
740,sanft::A,ملایم,мусо
741,sanft::A,ملایم,эрке
742,hungrig::A,وږی,сютэм
743,krank::A,مريض,висись
744,krank::A,ناروغ,висись
745,nackt::A,لوڅ,гольык
746,traurig::A,غمجن,мӧзмыт
747,lebendig::A,ژوندی,улэп
748,gut::A,ښه,ӟеч
749,gut::A,ښه,умой
750,schlecht::A,بد,урод
751,schlecht::A,بد,алама
752,schlecht::A,خراب,урод
753,schlecht::A,خراب,алама
754,richtig::A,سم,шонер
755,richtig::A,صحیح,шонер
756,schlimm::A,بد,алама
757,schlimm::A,مخوف,алама
758,wahr::A,واقعي,зэмос
759,alt::A,زوړ,вуж
760,neu::A,نوی,выль
761,ehemalig::A,پخوانی,азьвылэз
762,alt[Lebewesen]::A,زوړ,пересь
763,jung::A,ځوان,егит
764,jung::A,ځوان,пинал
765,arm::A,غریب,начар
766,arm::A,غریب,куанер
767,arm::A,بې وزله,начар
768,arm::A,بې وزله,куанер
769,reich::A,شتمن,узыр
770,reich::A,دولتمند,узыр
771,bekannt::A,اشنا,тодмо
772,berühmt::A,مشهور,дано
773,fremd::A,پردی,ят
774,fremd::A,بېګانه,ят
775,verschieden::A,مختلف,пӧртэм
776,nah::A,نژدې,матысь
777,fern::A,لیری,кыдёкысь
