,Concept_ID,hr,hy
489,Essen::N,obrok,կերակուր
490,Nahrung::N,hrana,ուտելիք
491,Speise::N,jelo,խորտիկ
492,Speise::N,jelo,կերակուր
493,Fleisch::N,meso,միս
494,Getreide::N,žito,հացահատիկ
495,Getreide::N,žitarice,հացահատիկ
496,Brei::N,kaša,լանդակ
497,Brot::N,kruh,հաց
498,Scheibe::N,kriška,կտոր
499,Scheibe::N,kriška,պատառ
500,Fett::N,mast,ճարպ
501,Fett::N,salo,ճարպ
502,Butter::N,buter,կարագ
503,Butter::N,maslac,կարագ
504,Öl::N,ulje,ձեթ
505,Salz::N,sol,աղ
506,Suppe::N,supa,սուպ
507,Suppe::N,supa,ապուր
508,Honig::N,med,մեղր
509,Milch::N,mlijeko,կաթ
510,Tee::N,čaj,թեյ
511,Leder::N,koža,կաշի
512,Wolle::N,vuna,բուրդ
513,Stoff::N,štof,գործվածք
514,Stoff::N,tkanina,գործվածք
515,Nadel::N,igla,ասեղ
516,Faden::N,nit,թել
517,Faden::N,konac,թել
518,Knopf::N,dugme,կոճակ
519,Knoten::N,čvor,հանգույց
520,Knoten::N,uzao,հանգույց
521,Farbe::N,farba,ներկ
522,Kleidung::N,odjeća,հագուստ
523,Hemd::N,košulja,վերնաշապիկ
524,Kragen::N,ovratnik,օձիք
525,Ärmel::N,rukav,թեւք
526,Hose::N,hlače,շալվար
527,Gürtel::N,pas,գոտի
528,Gürtel::N,pojas,գոտի
529,Mütze::N,kapa,կեպի
530,Schuh::N,cipela,կոշիկ
531,Stiefel::N,čizma,երկարաճիթ կոշիկ
532,Ring::N,prsten,զնգալ
533,Band::N,vrpca,ժապավեն
534,Kamm::N,češalj,սանր
535,Spiegel::N,zrcalo,հայելի
536,Spiegel::N,ogledalo,հայելի
537,Riemen::N,kaiš,փոկ
538,Riemen::N,remen,փոկ
539,Schnur::N,vrpca,լար
540,Leine::N,uzica,փոկ
541,Decke::N,ćebe,վերմակ
542,Decke::N,pokrivač,վերմակ
543,Kissen::N,jastuk,բարձ
544,Tuch::N,rubac,թաշկինակ
545,Tuch::N,marama,թաշկինակ
546,Handtuch::N,ručnik,սրբիչ
547,Kraft::N,snaga,ուժ
548,Stärke::N,jakost,պնդություն
549,Stärke::N,jakost,ամրություն
550,Gesundheit::N,zdravlje,առողջություն
551,Krankheit::N,bolest,ախտ
552,Krankheit::N,bolest,հիվանդություն
553,Schmerz::N,bol,ցավ
554,Schmerz::N,bol,տանջանք
555,Wunde::N,rana,վերք
556,Fieber::N,groznica,տենդ
557,Arznei::N,lijek,դեղ
558,Brücke::N,most,կամուրջ
559,Brücke::N,ćuprija,կամուրջ
560,Brunnen::N,bunar,հոր
561,Brunnen::N,bunar,ջրհոր
562,Brunnen::N,zdenac,հոր
563,Brunnen::N,zdenac,ջրհոր
564,Weide::N,paša,արոտավայր
565,Weide::N,pašnjak,արոտավայր
566,Pfad::N,staza,արահետ
567,Weg::N,put,ուղի
568,Straße::N,drum,ճանապարհ
569,Straße::N,cesta,ճանապարհ
570,Dorf::N,selo,գյուղ
571,Stadt::N,grad,քաղաք
572,Stadt::N,varoš,քաղաք
573,Brief::N,list,նամակ
574,Brief::N,pismo,նամակ
575,Buch::N,knjiga,գիրք
576,Buchstabe::N,slovo,տառ
577,Buchstabe::N,slovo,գիր
578,Zeitung::N,novine,լրագիր
579,Leben::N,život,կյանք
580,Tod::N,smrt,մահ
581,Grab::N,raka,գերեզման
582,Kirche::N,crkva,եկեղեցի
583,Sünde::N,grijeh,մեղք
584,Gott::N,bog,աստված
585,Arbeiter::N,radnik,բանվոր
586,Arbeiter::N,radnik,աշխատող
587,Chef::N,šef,տեր
588,Meister::N,majstor,վարպետ
589,Arzt::N,liječnik,բժիշկ
590,Lehrer::N,učitelj,ուսուցիչ
591,Geld::N,novac,փող
592,Geschäft::N,posao,գործ
593,Geschäft::N,posao,աշխատանք
594,Geschäft::N,trgovina,գործ
595,Geschäft::N,trgovina,աշխատանք
596,Laden::N,dućan,կրպակ
597,Laden::N,dućan,խանութ
598,Preis::N,cijena,գին
599,Ware::N,roba,ապրանք
600,Nutzen::N,korist,օգուտ
601,Reichtum::N,bogatstvo,հարստություն
602,Welt::N,svijet,աշխարհ
603,Land::N,zemlja,երկիր
604,Staat::N,država,պետություն
605,König::N,kralj,արքա
606,König::N,kralj,թագավոր
607,Macht::N,moć,իշխանություն
608,Macht::N,vlast,իշխանություն
609,Grenze::N,granica,սահման
610,Krieg::N,rat,պատերազմ
611,Feind::N,neprijatelj,թշնամի
612,Gewalt::N,sila,բռնություն
613,Gewalt::N,sila,սաստկություն
614,Gewalt::N,nasilje,բռնություն
615,Gewalt::N,nasilje,սաստկություն
616,Kampf::N,boj,մարտ
617,Kampf::N,borba,մարտ
618,Bogen[Waffe]::N,luk,աղեղ
619,Pfeil::N,strijela,նետ
620,Gewehr::N,puška,հրացան
621,Fehler::N,pogreška,սխալ
622,Fehler::N,griješka,սխալ
623,Lüge::N,laž,սուտ
624,Schaden::N,šteta,վնաս
625,Unglück::N,nesreća,դժբախտություն
626,Schuld::N,krivnja,պակասություն
627,Alter::N,dob,հասակ
628,Schluss::N,kraj,վերջ
629,Schluss::N,kraj,վախճան
630,Schluss::N,konac,վերջ
631,Schluss::N,konac,վախճան
632,Zeit::N,doba,ժամանակ
633,Zeit::N,vrijeme,ժամանակ
634,Tag::N,dan,օր
635,Morgen::N,jutro,առավոտ
636,Mittag::N,podne,կեսօր
637,Abend::N,veče,երեկո
638,Abend::N,večer,երեկո
639,Nacht::N,noć,գիշեր
640,Woche::N,sedmica,շաբաթ
641,Monat::N,mjesec,ամիս
642,Jahr::N,godina,տարի
643,Frühling::N,proljeće,գարուն
644,Sommer::N,ljeto,ամառ
645,Herbst::N,jesen,աշուն
646,Winter::N,zima,ձմեռ
647,Januar::N,januar,հունվար
648,Januar::N,siječanj,հունվար
649,Februar::N,veljača,փետրվար
650,Februar::N,februar,փետրվար
651,März::N,mart,մարտ
652,März::N,ožujak,մարտ
653,April::N,april,ապրիլ
654,April::N,travanj,ապրիլ
655,Mai::N,maj,մայիս
656,Mai::N,svibanj,մայիս
657,Juni::N,juni,հունիս
658,Juni::N,lipanj,հունիս
659,Juli::N,juli,հուլիս
660,Juli::N,srpanj,հուլիս
661,August::N,august,օգոստոս
662,August::N,kolovoz,օգոստոս
663,September::N,rujan,սեպտեմբեր
664,September::N,septembar,սեպտեմբեր
665,Oktober::N,oktobar,հոկտեմբեր
666,Oktober::N,listopad,հոկտեմբեր
667,November::N,studeni,նոյեմբեր
668,November::N,novembar,նոյեմբեր
669,Dezember::N,prosinac,դեկտեմբեր
670,Montag::N,ponedjeljak,երկուշաբթի
671,Montag::N,ponedjeljnik,երկուշաբթի
672,Dienstag::N,utorak,երեքշաբթի
673,Dienstag::N,utornik,երեքշաբթի
674,Mittwoch::N,srijeda,չորեքշաբթի
675,Donnerstag::N,četvrtak,հինգշաբթի
676,Freitag::N,petak,ուրբաթ
677,Samstag::N,subota,շաբաթ
678,Sonntag::N,nedjelja,կիրակի
679,groß::A,velik,մեծ
680,groß::A,velik,խոշոր
681,klein::A,mali,պստիկ
682,klein::A,mali,փոքրիկ
683,klein::A,malen,պստիկ
684,klein::A,malen,փոքրիկ
685,lang::A,dug,երկար
686,lang::A,dugačak,երկար
687,kurz::A,kratak,կարճ
688,breit::A,širok,լայն
689,schmal::A,uski,նեղ
690,schmal::A,uzak,նեղ
691,dicht::A,gust,խիտ
692,dick[Gegenstand]::A,debeo,հաստ
693,dünn::A,tanak,բարակ
694,fein::A,fin,նուրբ
695,fein::A,tanak,նուրբ
696,fest::A,čvrst,ամուր
697,fest::A,čvrst,պինդ
698,flach::A,ravan,տափակ
699,flach::A,plosnat,տափակ
700,glatt::A,gladak,հարթ
701,hart::A,tvrd,կարծր
702,weich::A,mek,մեղմ
703,weich::A,mek,փափուկ
704,weich::A,mekan,մեղմ
705,weich::A,mekan,փափուկ
706,rund::A,okrugao,կլոր
707,spitz::A,oštar,սրածայր
708,spitz::A,šiljast,սրածայր
709,scharf::A,oštar,սուր
710,scharf::A,bridak,սուր
711,stumpf::A,tup,գուլ
712,schwer::A,težak,ծանր
713,schön::A,krasan,սիրուն
714,schön::A,krasan,գեղեցիկ
715,heiß::A,vruć,թեժ
716,warm::A,topao,տաք
717,warm::A,topao,ջերմ
718,kalt::A,hladan,ցուրտ
719,kühl::A,hladan,զով
720,frisch::A,svjež,թարմ
721,feucht::A,vlažan,ղոնավ
722,nass::A,mokar,թաց
723,trocken::A,suh,ցամաք
724,voll::A,pun,լի
725,voll::A,pun,լիքը
726,leer::A,prazan,դատարկ
727,offen::A,otvoren,բաց
728,geschlossen::A,zatvoren,գոց
729,sauber::A,čist,մաքուր
730,schmutzig::A,nečist,կեղտոտ
731,schmutzig::A,blatan,կեղտոտ
732,roh::A,sirov,հում
733,reif::A,zreo,հասած
734,reif::A,zreo,հասուն
735,lecker::A,tečan,համեղ
736,lecker::A,ukusan,համեղ
737,süß::A,sladak,անուշ
738,bitter::A,gorak,կծու
739,sauer::A,kiseo,թթու
740,sauer::A,kiseo,թթված
741,hell::A,vedar,պայծառ
742,hell::A,vedar,խելամիտ
743,hell::A,svijetao,պայծառ
744,hell::A,svijetao,խելամիտ
745,dunkel::A,taman,մութ
746,schwarz::A,crn,սեւ
747,weiß::A,bio,սպիտակ
748,weiß::A,bijel,սպիտակ
749,rot::A,crven,կարմիր
750,gelb::A,žut,դեղին
751,blau::A,plav,կապույտ
752,blau::A,modar,կապույտ
753,grün::A,zelen,կանաչ
754,grau::A,siv,գորշ
755,bunt::A,šaren,գոյնզգոյն
756,billig::A,jeftin,էժան
757,teuer::A,skup,թանկ
758,wertvoll::A,vrijedan,թանկարժեք
759,wertvoll::A,dragocjen,թանկարժեք
760,blind::A,slijep,կույր
761,taub::A,gluh,խուլ
762,kräftig::A,snažan,հզոր
763,stark::A,jak,ուժեղ
764,stark::A,snažan,ուժեղ
765,schwach::A,slab,տկար
