,Concept_ID,te,bg
205,Spur::N,జాడ,следа
206,Asche::N,బూడిద,пепел
207,Dreck::N,ముఱికి,кал
208,Eisen::N,ఇనుము,желязо
209,Gold::N,బంగారము,злато
210,Silber::N,వెండి,сребро
211,Kohle::N,నేలబొగ్గు,въглища
212,Glas::N,గాజు,стъкло
213,Lehm::N,బంకమన్ను,глина
214,Sand::N,ఇసుక,пясък
215,Mensch::N,నరుడు,човек
216,Mann::N,పురుమడు,мъж
217,Frau::N,ఆడుది,жена
218,Kind::N,బిడ్డ,дете
219,Junge::N,బాలుడు,момче
220,Mädchen::N,బాలిక,момиче
221,Familie::N,కుటుంబము,фамилия
222,Familie::N,కుటుంబము,семейство
223,Großvater::N,తాత,дядо
224,Großmutter::N,అయ్యమ్మ,баба
225,Eltern::N,తల్లితండ్రులు,родители
226,Vater::N,తండ్రి,баща
227,Mutter::N,తల్లి,майка
228,Sohn::N,కొడుకు,син
229,Tochter::N,కూతురు,дъщеря
230,Bruder::N,పోదరుడు,брат
231,Schwester::N,సోదరి,сестра
232,Onkel::N,మేనమామ,чичо
233,Onkel::N,మేనమామ,вуйчо
234,Tante::N,మేనత్త,леля
235,Tante::N,పినతల్లి,леля
236,Ehemann::N,భర్త,съпруг
237,Ehefrau::N,భార్య,съпруга
238,Freude::N,సంతోషము,радост
239,Gelächter::N,నవ్వు,смях
240,Glück::N,సంతోషము,щастие
241,Kummer::N,దుఃఖము,тъга
242,Wunsch::N,కోరిక,желание
243,Lust::N,కోరిక,желание
244,Geist::N,ఆత్మ,дух
245,Gedanke::N,ఆలోచన,мисъл
246,Gedächtnis::N,జ్ఞాపకము,памет
247,Verstand::N,మనస్సు,ум
248,Verstand::N,మనస్సు,разум
249,Sinn::N,అర్థము,смисъл
250,Grund::N,కారణము,причина
251,Wahrheit::N,సత్యము,правда
252,Gespräch::N,పంభాషణ,разговор
253,Märchen::N,అద్భుతకథ,приказка
254,Erzählung::N,కథ,разказ
255,Nachricht::N,వార్త,вест
256,Nachricht::N,వార్త,известие
257,Neuigkeit::N,వార్త,новина
258,Name::N,పేరు,име
259,Rätsel::N,చిక్కు,гатанка
260,Rede::N,ఉపన్యాసము,реч
261,Rede::N,ఉపన్యాసము,слово
262,Sprache::N,భాష,език
263,Stimme::N,కంరథ్సని,глас
264,Wort::N,మాట,дума
265,Zeichen::N,గుర్తు,знак
266,Ruf::N,పిలువు,зов
267,Lärm::N,సందడి,шум
268,Lärm::N,సందడి,глъчка
269,Laut::N,ధ్వని,звук
270,Ton::N,స్వరము,тон
271,Lied::N,పాట,песен
272,Ruhe::N,గాలిలేమి,тишина
273,Ruhe::N,గాలిలేమి,спокойствие
274,Leute::N,జనులు,хора
275,Volk::N,జాతి,народ
276,Arbeit::N,పని,труд
277,Arbeit::N,పని,работа
278,Gast::N,అతిధి,гост
279,Geschenk::N,దానము,дар
280,Geschenk::N,దానము,подарък
281,Spiel::N,ఆట,игра
282,Gesellschaft::N,జట్టు,общество
283,Hilfe::N,సాహాయ్యము,помощ
284,Freund::N,స్నేహితుడు,приятел
285,Kamerad::N,చెలికాడు,другар
286,Angelegenheit::N,విషయము,работа
287,Anzahl::N,లెక్క,брой
288,Anzahl::N,లెక్క,количество
289,Art::N,జాతి,вид
290,Stück::N,తునుక,къс
291,Stück::N,తునుక,парче
292,Teil::N,భాగము,дял
293,Teil::N,భాగము,част
294,Hälfte::N,సగము,половина
295,Kreis::N,వృత్తము,кръг
296,Kreuz::N,సిలువ,кръст
297,Linie::N,గీత,черта
298,Strich::N,గీత,щрих
299,Strich::N,గీత,черта
300,Abstand::N,సందు,дистанция
301,Abstand::N,సందు,разстояние
302,Entfernung::N,దూరము,разстояние
303,Gegend::N,విస్తీర్ణము,местност
304,Platz::N,ఎడము,място
305,Ort::N,స్థలము,място
306,Seite::N,ప్రక్క,страна
307,Mitte::N,నడిమి,среда
308,Gegenstand::N,పద్దు,предмет
309,Sache::N,వస్తువు,вещ
310,Rand::N,అంచు,ръб
311,Kante::N,అంచు,ръб
312,Kante::N,అంచు,кант
313,Ecke::N,మూల,ъгъл
314,Spitze::N,మొన,връх
315,Spitze::N,మొన,острие
316,Ende::N,కొన,край
317,Loch::N,రంధ్రము,дупка
318,Winkel::N,కోణము,кът
319,Winkel::N,కోణము,ъгъл
320,Muster::N,మాదిరి,десен
321,Muster::N,మాదిరి,образец
322,Größe::N,పరిమాణము,големина
323,Länge::N,పొడుగు,дължина
324,Höhe::N,పొడుగు,висота
325,Höhe::N,పొడుగు,височина
326,Gewicht::N,భారము,тегло
327,Gewicht::N,భారము,тежест
328,Menge::N,మొత్తము,количество
329,Haufen::N,రాశి,куп
330,Haufen::N,రాశి,грамада
331,Reihe::N,వరుస,ред
332,Reihe::N,వరుస,редица
333,Boot::N,పడవ,лодка
334,Ruder::N,అడక,весло
335,Ruder::N,అడక,гребло
336,Schlitten::N,సరవండ్లు,шейна
337,Ski::N,స్కీ,ски
338,Lagerfeuer::N,నెగడు,огнище
339,Last::N,బరువు,товар
340,Gang::N,నడక,ход
341,Gang::N,నడక,вървеж
342,Schritt::N,అడుగు,стъпка
343,Norden::N,ఉత్తరదిక్కు,север
344,Süden::N,దక్షిణము,юг
345,Westen::N,పడమర,запад
346,Osten::N,తూర్పు,изток
347,Holz::N,కొయ్య,дърво
348,Brett::N,పలక,дъска
349,Platte::N,పలక,
350,Stütze::N,వాల్సేడ్లు,
351,Stange::N,స్తంభము,прът
352,Stange::N,స్తంభము,върлина
353,Stock::N,కఱ్ఱ,прът
354,Stock::N,కఱ్ఱ,тояга
355,Stab::N,కఱ్ఱ,прът
356,Rohr::N,గొట్టము,цев
357,Rohr::N,గొట్టము,тръба
358,Haus::N,ఇల్లు,къща
359,Heim::N,స్వగృహము,дом
360,Ofen::N,పొయ్యి,печка
361,Fußboden::N,నేల,под
362,Tisch::N,మేజా,маса
363,Stuhl::N,కుర్చీ,стол
364,Wiege::N,ఉయ్యాల,люлка
365,Bett::N,పడక,легло
366,Bett::N,పడక,креват
367,Bett::N,మంచం,легло
368,Bett::N,మంచం,креват
369,Regal::N,అటక,рафт
370,Regal::N,అటక,етажерка
371,Kiste::N,వెట్టె,кутия
372,Kiste::N,వెట్టె,сандък
373,Fenster::N,కిటికి,прозорец
374,Tür::N,ద్వారము,врата
375,Tor::N,ద్వారము,врата
376,Zaun::N,కంచె,ограда
377,Dach::N,ఇంటివైకప్పు,покрив
378,Leiter::N,నిచ్చెన,стълба
379,Besen::N,చీపురుకట్ట,метла
380,Spaten::N,పాఱ,лопата
381,Schaufel::N,పాఱ,лопата
382,Gabel::N,ముండ్లగరిటె,вилица
383,Löffel::N,గరిటె,лъжица
384,Messer::N,కత్తి,нож
385,Nagel::N,మేకు,гвоздей
386,Netz::N,వల,мрежа
387,Haken::N,కొక్కెము,кука
388,Haken::N,కొక్కెము,закачалка
389,Griff::N,పిడి,ръчка
390,Griff::N,పిడి,дръжка
391,Schloss::N,తాళము,брава
392,Schloss::N,తాళము,ключалка
393,Bild::N,చిత్రము,картина
394,Figur::N,రూపము,фигура
395,Puppe::N,బొమ్మ,кукла
396,Beutel::N,సంచి,кесия
397,Bündel::N,మూట,връзка
398,Tasche::N,సంచి,чанта
399,Eimer::N,చేద,кофа
400,Deckel::N,మూత,капак
401,Deckel::N,మూత,похлупак
402,Geschirr::N,వంటకాలు,съдове
403,Sack::N,గోనెసంచి,чувал
404,Tasse::N,గిన్నె,чаша
405,Topf::N,కుండ,гърне
406,Topf::N,కుండ,тенджера
407,Kessel::N,నీరుకాచుపాత్ర,котел
408,Essen::N,ఆహారము,ядене
409,Nahrung::N,ఆహారము,храна
410,Speise::N,ఆహారము,ястие
411,Fleisch::N,మాంసము,месо
412,Getreide::N,ధాన్యము,зърнено храни
413,Brei::N,గుజ్జు,каша
414,Brot::N,రొట్టె,хляб
415,Scheibe::N,బద్ద,резен
416,Fett::N,క్రొవ్వు,мазнина
417,Butter::N,వెన్న,масло
418,Öl::N,నూనె,олио
419,Öl::N,నూనె,оливия
420,Salz::N,ఉప్పు,сол
421,Suppe::N,చారు,супа
422,Honig::N,తెనె,мед
423,Milch::N,పాలు,мляко
424,Tee::N,తేనీరు,чай
425,Leder::N,బాగుచేసివతోలు,кожа
426,Wolle::N,ఉన్ని,вълна
427,Stoff::N,బట్ట,плат
428,Stoff::N,బట్ట,материал
429,Nadel::N,సూది,игла
430,Faden::N,దారము,конец
431,Knopf::N,బొత్తాము,копче
432,Knoten::N,ముడి,възел
433,Farbe::N,రంగు,боя
434,Kleidung::N,బట్టలు,дрехи
435,Kleidung::N,బట్టలు,облекло
436,Hemd::N,చొక్కాయ,риза
437,Kragen::N,మాల,яка
438,Ärmel::N,చొక్కాయచెయ్యి,ръкав
439,Hose::N,ఇజారు,панталони
440,Gürtel::N,పటకా,пояс
441,Gürtel::N,పటకా,колан
442,Mütze::N,టోపి,каскет
443,Mütze::N,టోపి,фуражка
444,Schuh::N,పాదరక్ష,обувка
445,Stiefel::N,బూటు,ботуш
446,Ring::N,ఉంగరము,пръстен
447,Band::N,నాడా,лента
448,Band::N,నాడా,връзка
449,Kamm::N,దువ్వెన,гребен
450,Spiegel::N,అద్దము,огледало
451,Riemen::N,వాడా,каиш
452,Riemen::N,వాడా,ремък
453,Schnur::N,దారము,връв
454,Leine::N,వారు,връв
455,Leine::N,వారు,въже
456,Decke::N,కంబళి,покривка
457,Kissen::N,తలగడ,възглавница
458,Tuch::N,బట్ట,сукно
459,Handtuch::N,తువాలు,пешкир
460,Handtuch::N,తువాలు,кърпа за лице
461,Kraft::N,బలము,мощ
462,Kraft::N,బలము,сила
463,Stärke::N,శక్తి,сила
464,Gesundheit::N,ఆరోగ్యము,здраве
465,Krankheit::N,రోగము,болест
466,Schmerz::N,నొప్పి,болка
467,Wunde::N,గాయము,рана
468,Fieber::N,జ్వరము,треска
469,Fieber::N,జ్వరము,температура
470,Arznei::N,మందు,лек
471,Arznei::N,మందు,лекарство
472,Brücke::N,వంతెన,мост
473,Brunnen::N,బావి,чешма
474,Brunnen::N,బావి,кладенец
475,Brunnen::N,కూపము,чешма
476,Brunnen::N,కూపము,кладенец
477,Brunnen::N,నుయ్యి,чешма
478,Brunnen::N,నుయ్యి,кладенец
479,Weide::N,పచ్చికబయలు,паша
480,Weide::N,పచ్చికబయలు,пасище
481,Pfad::N,కాలిత్రోవ,пътека
482,Weg::N,మార్గము,път
483,Straße::N,బాట,шосе
484,Dorf::N,గ్రామము,село
485,Stadt::N,పట్టణము,град
486,Brief::N,జాబు,писмо
487,Buch::N,పుస్తకము,книга
488,Buchstabe::N,అక్షరము,буква
489,Zeitung::N,వార్తాపత్రిక,вестник
490,Leben::N,ప్రాణము,живот
491,Tod::N,మరణము,смърт
492,Grab::N,సమాధి,гроб
493,Kirche::N,క్రెస్తవులగుడి,църква
494,Sünde::N,పాపము,грях
495,Gott::N,దేవుడు,бог
496,Arbeiter::N,పనిపాటుచేశేవాడు,работник
497,Chef::N,యజమానుడు,шеф
498,Chef::N,యజమానుడు,началник
499,Meister::N,కళాకారుడు,майстор
500,Arzt::N,వైద్యుడు,лекар
501,Lehrer::N,ఉపాధ్యాయుడు,учител
502,Geld::N,ద్రవ్యము,пари
503,Geschäft::N,వ్యాపారము,сделка
504,Laden::N,అంగడి,дюкян
505,Laden::N,అంగడి,магазин
506,Preis::N,వెల,цена
507,Ware::N,సరకులు,стока
508,Nutzen::N,ప్రయోజనము,полза
509,Nutzen::N,ప్రయోజనము,облага
510,Reichtum::N,ధనము,богатство
511,Welt::N,ప్రపంచము,свят
512,Land::N,దేశము,страна
513,Staat::N,రాజ్యము,щат
514,Staat::N,రాజ్యము,държава
515,König::N,రాజు,крал
516,Macht::N,అధికారము,мощ
517,Macht::N,అధికారము,власт
518,Grenze::N,సరిహద్దు,граница
519,Krieg::N,యుద్ధము,война
520,Feind::N,శత్రువు,враг
521,Feind::N,శత్రువు,неприятел
522,Gewalt::N,దౌర్జన్యము,сила
523,Gewalt::N,దౌర్జన్యము,насилие
524,Kampf::N,పోట్లాట,борба
525,Kampf::N,పోట్లాట,сражение
526,Bogen[Waffe]::N,విల్లు,лък
527,Pfeil::N,బాణము,стрела
528,Gewehr::N,తుపాకి,пушка
529,Fehler::N,తప్ప,грешка
530,Lüge::N,అసత్యము,лъжа
531,Schaden::N,నష్టము,повреда
532,Unglück::N,దురదృష్టము,нещастие
533,Schuld::N,తప్పు,вина
534,Alter::N,వయస్సు,възраст
535,Schluss::N,ముగింపు,край
536,Zeit::N,కాలము,време
537,Tag::N,దినము,ден
538,Morgen::N,ఉదయము,утро
539,Morgen::N,ఉదయము,сутрин
540,Mittag::N,మధ్యాహ్నము,обед
541,Mittag::N,మధ్యాహ్నము,пладне
542,Abend::N,సాయంకాలము,вечер
543,Nacht::N,రత్రి,нощ
544,Woche::N,వారము,седмица
545,Monat::N,నెల,месец
546,Jahr::N,సంవత్సరము,година
547,Frühling::N,వసంతకాలము,пролет
548,Sommer::N,వేసవికాము,лято
549,Herbst::N,ఆకురాలుకాలము,есен
550,Winter::N,శీతకాలము,зима
551,Januar::N,జనవరి,януари
552,Februar::N,ఫిబ్రవరి,февруари
553,März::N,మార్చి,март
554,April::N,ఏప్రిలు,април
555,Mai::N,మే,май
556,Juni::N,జూన్,юни
557,Juli::N,జూలై,юли
558,August::N,ఆగస్టు,август
559,September::N,సెప్ఠెంబరు,септември
560,Oktober::N,అక్టోబరు,октомври
561,November::N,నవంబరు,ноември
562,Dezember::N,డిసెంబర్,декември
563,Montag::N,సోమవారము,понеделник
564,Dienstag::N,మంగళవారము,вторник
565,Mittwoch::N,బుధవారము,сряда
566,Donnerstag::N,గురువారము,четвъртък
567,Freitag::N,శుక్రవారము,петък
568,Samstag::N,శనివారము,събота
569,Sonntag::N,ఆదివారము,неделя
570,groß::A,గొప్పైన,едър
571,groß::A,గొప్పైన,голям
572,klein::A,చిన్న,малък
573,klein::A,చిన్న,дребен
574,lang::A,పొడుగాటి,дълъг
575,kurz::A,పొట్టి,къс
576,breit::A,వెడల్పైన,широк
577,schmal::A,ఇఱుకైన,тесен
578,dicht::A,దట్టమైన,гъст
579,dick[Gegenstand]::A,దట్టమైన,дебел
580,dünn::A,పలుచని,тънък
581,fein::A,నాజాకైన,фин
582,fein::A,నాజాకైన,тънък
583,fest::A,దృడమైవ,твърд
584,fest::A,దృడమైవ,плътен
585,flach::A,చదువైన,равен
586,flach::A,చదువైన,плосък
587,glatt::A,నున్నని,гладък
588,hart::A,కఠినమైన,твърд
589,hart::A,కఠినమైన,корав
590,weich::A,మృదువైన,мек
591,rund::A,గుండ్రని,кръгъл
592,spitz::A,మొనగల,островръх
593,scharf::A,పదనైన,остър
594,stumpf::A,వాడిలేని,тъп
595,schwer::A,బరువ్తెన,тежък
596,schön::A,సుందరమైన,хубав
597,schön::A,సుందరమైన,красив
598,heiß::A,వేడియైన,жарък
599,warm::A,వెచ్చని,топъл
600,kalt::A,చల్లని,студен
601,kühl::A,చల్లని,хладен
602,frisch::A,తాజాయైన,свеж
603,feucht::A,చెమ్మగానున్న,влажен
604,nass::A,తడిగామన్న,мокър
605,trocken::A,ఎండిన,сух
606,voll::A,నిండు,пълен
607,leer::A,శూన్యమైన,празен
608,offen::A,తెఱచియున్న,откровен
609,geschlossen::A,మూసిన,закрит
610,geschlossen::A,మూసిన,затворен
611,sauber::A,పరిశుద్ధమైన,чист
612,schmutzig::A,ముఱికియైన,мръсен
613,roh::A,పచ్చి,суров
614,reif::A,పండివ,зрял
615,lecker::A,రుచి గల,вкусен
616,süß::A,తియ్యని,сладък
617,bitter::A,చేదైన,горчив
618,sauer::A,పుల్లని,кисел
619,hell::A,కాంతిగల,ясен
620,hell::A,కాంతిగల,светъл
621,dunkel::A,చీకటియైన,тъмен
622,schwarz::A,నల్లని,черен
623,weiß::A,తెలుపు,бял
624,rot::A,ఎఱ్ఱని,червен
625,gelb::A,పసుపు పచ్చ,жълт
626,blau::A,నీలవర్ణము,син
627,grün::A,ఆకుపచ్చని,зелен
628,grau::A,నెరిసిన,сив
629,bunt::A,రంగేలీ,шарен
630,bunt::A,రంగేలీ,пъстър
631,billig::A,చౌకయైన,евтин
632,teuer::A,వెలపొడుగైన,скъп
633,wertvoll::A,విలుప్తెన,ценен
634,blind::A,గ్రుడ్డి,сляп
635,taub::A,చెవిటి,глух
636,kräftig::A,శక్తి గల,силен
637,stark::A,బలమైన,здрав
638,stark::A,బలమైన,силен
639,schwach::A,బలహీనమైన,слаб
640,fett::A,క్రొవ్విన,тлъст
641,schlank::A,సన్నని,тънък
642,schlank::A,సన్నని,строен
643,hübsch::A,సాగప్తెన,хубав
644,böse::A,చెడ్డ,зъл
645,dumm::A,తెలివిలేని,глупав
646,faul::A,సోమరియైన,ленив
647,faul::A,సోమరియైన,мързелив
648,fleißig::A,శ్రద్దగల,прилежен
649,geizig::A,పిసినారియైన,скъпернически
650,klug::A,తెలివిగల,умен
651,klug::A,తెలివిగల,разумен
652,geschickt::A,నిపుణతగల,умел
653,geschickt::A,నిపుణతగల,сръчен
654,lieb::A,ప్రియమైన,мил
655,lieb::A,ప్రియమైన,драг
656,lustig::A,ఉల్లాసము గల,весел
657,sanft::A,సాధువైన,нежен
658,sanft::A,సాధువైన,кротък
659,hungrig::A,ఆకలిగొనిన,гладен
660,krank::A,వ్యాధిగల,болен
661,nackt::A,దిగంబరమైన,гол
662,traurig::A,విచారముగల,тъжен
663,traurig::A,విచారముగల,печален
664,lebendig::A,ప్రాణముతో నున్న,жив
665,gut::A,మంచి,добър
666,schlecht::A,చెడ్డ,лош
667,richtig::A,సరియైన,правилен
668,schlimm::A,అసహ్యమైన,лош
669,wahr::A,నిజమైన,верен
670,wahr::A,నిజమైన,истински
671,alt::A,ముసలి,стар
672,alt::A,ముసలి,древен
673,neu::A,క్రొత్త,нов
674,ehemalig::A,పూర్వపు,бивш
675,alt[Lebewesen]::A,ముసలి,стар
676,jung::A,పసి,млад
677,arm::A,బీద,беден
678,reich::A,ధనవంతుడైన,богат
679,bekannt::A,తెలిసిన,познат
680,bekannt::A,తెలిసిన,известен
681,berühmt::A,ప్రపిద్దికెక్కివ,почут
682,berühmt::A,ప్రపిద్దికెక్కివ,известен
683,fremd::A,అన్యమైన,чужд
684,verschieden::A,భేదమైన,разен
685,verschieden::A,భేదమైన,различен
686,nah::A,దగ్గఱనున్న,близък
687,fern::A,దూరమందున్న,далечен
688,linker::A,ఎడమప్రక్కగ,ляв
689,rechter::A,కుడి,прав
690,anderer::A,వేఱ్తెన,друг
691,erster::A,మొదటి,пръв
692,erster::A,మొదటి,първи
693,zweiter::A,రెండన,втори
694,dritter::A,మూడో,трети
695,letzter::A,కడపటి,последен
696,allein::ADV,ఒంటిగా,само
697,auf einmal::ADV,హరాత్తుగ,същевременно
698,zusammen::ADV,కలిసి,заедно
699,lange::ADV,బహుకాలము,дълго
700,plötzlich::ADV,హరాత్తుగ,изведнъж
701,sofort::ADV,తక్షణము,веднага
702,später::ADV,ఇటీవలి,по-късно
703,jetzt::ADV,ఇప్పుడు,сега
704,heute::ADV,నేడు,днес
705,morgen::ADV,ఱేపు,утре
706,bald::ADV,శీఘ్రముగ,скоро
707,dann::ADV,అప్పుడు,после
708,dann::ADV,అప్పుడు,тогава
709,gestern::ADV,నిన్నటి దినము,вчера
710,einst::ADV,పూర్వమొకప్పుడు,някога
711,damals::ADV,అప్పుడు,тогава
712,danach::ADV,అప్పుడు,после
713,danach::ADV,అప్పుడు,след това
714,vorher::ADV,ఎదుట,преди
715,vorher::ADV,ఎదుట,преди това
716,zuerst::ADV,మొదటిలో,най-напред
717,einmal::ADV,ఒకసారి,веднъж
718,einmal::ADV,ఒకసారి,един път
