,Concept_ID,el,ba
695,bekannt::A,γνωστός,таныш
696,berühmt::A,περίφημος,атаҡлы
697,berühmt::A,περίφημος,данлыҡлы
698,berühmt::A,ξακουσμένος,атаҡлы
699,berühmt::A,ξακουσμένος,данлыҡлы
700,fremd::A,ξένος,ят
701,fremd::A,ξένος,сит
702,verschieden::A,διαφορετικός,төрлө
703,nah::A,κοντινός,яҡын
704,fern::A,μακριά,алыҫ
705,fern::A,μακριά,йыраҡ
706,linker::A,αριστερός,һул
707,rechter::A,δεξιός,уң
708,anderer::A,άλλος,бутән
709,erster::A,πρώτος,тәүге
710,zweiter::A,δεύτερος,икенсе
711,dritter::A,τρίτος,өсөнсө
712,letzter::A,τελευταίος,һуңғы
713,allein::ADV,μόνος,бер үҙе
714,allein::ADV,μόνος,яңғыҙ
715,auf einmal::ADV,εφάπαξ,бер юлы
716,zusammen::ADV,μαζί,бергә
717,lange::ADV,πολύν καιρό,оҙаҡ
718,plötzlich::ADV,έξαφνα,ҡапыл
719,sofort::ADV,αμέσως,шунда уҡ
720,später::ADV,αργότερα,һуңыраҡ
721,jetzt::ADV,τώρα,хәҙер
722,heute::ADV,σήμερα,бөгөн
723,morgen::ADV,αύριο,иртәгә
724,bald::ADV,σε λίγο,тиҙҙән
725,bald::ADV,εντός ολίγου,тиҙҙән
726,dann::ADV,ύστερα,һуңынан
727,gestern::ADV,χτες,кисә
728,einst::ADV,ποτέ,ҡасандыр
729,einst::ADV,ποτέ,бер баҡыт
730,einst::ADV,άλλοτε,ҡасандыр
731,einst::ADV,άλλοτε,бер баҡыт
732,damals::ADV,τότε,ул саҡта
733,danach::ADV,μετά,һуңынан
734,danach::ADV,ύστερα,һуңынан
735,vorher::ADV,πριν,элек
736,vorher::ADV,προηγουμένως,элек
737,zuerst::ADV,πρώτα,башта
738,einmal::ADV,μία φορά,бер
739,manchmal::ADV,κάποτε,ҡайһы берҙә
740,oft::ADV,συχνά,йыш
741,oft::ADV,πολλές φορές,йыш
742,immer::ADV,πάντα,һәр ҡасан
743,immer::ADV,πάντοτε,һәр ҡасан
744,niemals::ADV,ποτέ,бер ҡасан да
745,niemals::ADV,ποτέ,бер ваҡытта ла
746,hier::ADV,εδώ,бында
747,hierhin::ADV,εδώ,бында
748,von hier::ADV,από δω,бынан
749,von hier::ADV,από δω,ошонан
750,dort::ADV,εκεί,шунда
751,dort::ADV,εκεί,тегендә
752,dorthin::ADV,προς τα κει,шунда
753,dorthin::ADV,προς τα κει,тегеләй
754,geradeaus::ADV,κατευθείαν,тура
755,vorwärts::ADV,εμπρός,алға
756,rückwärts::ADV,πίσω,кирегә
757,zurück::ADV,πίσω,кирегә
758,unten::ADV,κάτω,түбәндә
759,hinab::ADV,προς τα κάτω,түбәнгә
760,oben::ADV,πάνω,юғарыла
761,oben::ADV,επάνω,юғарыла
762,hinauf::ADV,προς τα πάνω,юғарыға
763,überall::ADV,παντού,бөтә урында
764,nicht::ADV,δεν,тугел
765,ein wenig::ADV,λιγάκι,аҙ
766,kaum::ADV,μόλις,көскә
767,kaum::ADV,μόλις,саҡ-саҡ
768,sehr::ADV,πολύ,ифат
769,so::ADV,έτσι,шулай
770,noch::ADV,ακόμα,йәнә
771,nur::ADV,μόνο,бары
772,schon::ADV,ήδη,инде
773,schon::ADV,κιόλας,инде
774,wieder::ADV,ξανά,тағы
775,vergebens::ADV,μάταια,бушҡа
776,vor::PRP,μπροστά σε,алдында
777,vor::PRP,μπροστά από,алдында
778,hinter::PRP,πίσω από ,артында
779,unter::PRP,υπό,аҫтында
780,unter::PRP,κάτω από,аҫтында
781,durch::PRP,διά,үтә
782,durch::PRP,διά μέσου,үтә
783,neben::PRP,δίπλα σε,эргәһендә
784,zwischen::PRP,μεταξύ,араһында
785,zwischen::PRP,ανάμεσα σε,араһында
786,wegen::PRP,για,өсөн
787,wegen::PRP,για,сәбәпле
788,wegen::PRP,λόγω,өсөн
789,wegen::PRP,λόγω,сәбәпле
790,dies::PRN,αυτό,был
791,dies::PRN,αυτό,ошо
792,das::PRN,το,ул
793,alles::PRN,όλα,бөтә
794,ich::PRN,εγώ,мин
795,du::PRN,σύ,һин
796,du::PRN,εσύ,һин
797,er::PRN,αυτός,ул
798,wir::PRN,εμείς,беҙ
799,ihr::PRN,εσείς,һеҙ
800,sie::PRN,αυτοί,улар
801,was::FPRN,τι,ә
802,was::FPRN,τι,ни
803,was::FPRN,τι,нәмә
804,wer::FPRN,ποιος,ҡем
805,wo::FADV,πού,ҡайҙа
806,wohin::FADV,πού,ҡайҙа
807,wohin::FADV,για πού,ҡайҙа
808,wie::FADV,πώς,инидәй
809,warum::FADV,γιατί,ин өсөн
810,wieviel::FNUM,πόσος,күпме
811,eins::NUM,ένα,бер
812,zwei::NUM,δύο,ике
813,zwei::NUM,δύο,икәү
814,drei::NUM,τρία,өс
815,drei::NUM,τρεις,өс
816,vier::NUM,τέσσερα,дүрт
817,vier::NUM,τέσσερις,дүрт
818,fünf::NUM,πέντε,биш
819,sechs::NUM,έξι,алты
820,sieben::NUM,εφτά,ете
821,acht::NUM,οχτώ,һигеҙ
822,neun::NUM,εννιά,туғыҙ
823,zehn::NUM,δέκα,ун
824,elf::NUM,έντεκα,ун бер
825,zwölf::NUM,δώδεκα,ун ике
826,zwanzig::NUM,είκοσι,егерме
827,dreißig::NUM,τριάντα,утыҙ
828,vierzig::NUM,σαράντα,ҡырҡ
829,fünfzig::NUM,πενήντα,илле
830,sechzig::NUM,εξήντα,алтмыш
831,siebzig::NUM,εβδομήντα,етмеш
832,achtzig::NUM,ογδόντα,һикһән
833,neunzig::NUM,ενενήντα,туҡһан
834,hundert::NUM,εκατό,йөҙ
835,tausend::NUM,χίλιοι,мең
836,und::CNJ,και,да
837,oder::CNJ,ή,йәки
838,stehen::V,στέκομαι,тороу
839,stehen::V,είμαι όρθιος,тороу
840,sitzen::V,κάθομαι,ултырыу
841,liegen::V,είμαι ξαπλωμένος,ятыу
842,hängen::V,κρέμομαι,аҫылынып тороу
843,werden::V,γίνομαι,булыу
844,passieren::V,συμβαίνω,булыу
845,beginnen::V,αρχίζω,башлау
846,enden::V,τελειώνω,бөтөү
847,enden::V,τελειώνω,тамамланыү
848,wechseln::V,αλλάζω,үҙгәреү
849,aufgehen[Sonne]::V,βγαίνω,ҡалҡыу
850,aufgehen[Sonne]::V,ανατέλλω,ҡалҡыу
851,untergehen[Sonne]::V,δύω,байыу
852,untergehen[Sonne]::V,βασιλεύω,байыу
853,scheinen[Sonne]::V,λάμπω,яҡтыртып тороу
854,donnern::V,βροντώ,күкрәү
855,wehen::V,φυσώ,иҫеү
856,strömen::V,ρέω,ташыу
857,strömen::V,τρέχω,ташыу
858,fließen::V,ρέω,ағыу
859,sich drehen::V,γυρίζω,әйләнеү
860,sich drehen::V,στρέφομαι,әйләнеү
861,schwanken::V,ταλαντεύομαι,тирбәлеү
862,schwingen::V,αιωρούμαι,бәүетеү
863,schwingen::V,ταλαντεύομαι,бәүетеү
864,fallen::V,πέφτω,йығылыу
865,brennen::V,καίω,яныу
866,rauchen::V,καπνίζω,төтәү
867,regnen::V,βρέχω,ямғыр яуа
868,gefrieren::V,παγώνω,туңыү
869,tauen::V,λειώνω,иреү
870,schmelzen::V,λειώνω,иреү
871,trocknen::V,στεγνώνω,кибеү
872,sieden::V,βράζω,ҡайнау
873,faulen::V,σαπίζω,сереу
874,verfaulen::V,σαπίζω,сереу
875,reißen::V,σχίζω,өҙөү
876,reißen::V,σχίζω,йыртылыу
877,versinken::V,βουλιάζω,батыу
878,versinken::V,βυθίζομαι,батыу
879,vergehen::V,περνώ,үтеү
880,erscheinen::V,εμφανίζομαι,килеп сығыу
881,verschwinden::V,χάνομαι,юғалыу
882,verschwinden::V,εξαφανίζομαι,юғалыу
883,sinken::V,κατεβαίνω,түбәнәйеү
884,abnehmen::V,μειώνομαι ,кәметеү
885,zunehmen::V,αυξάνω,артыу
886,zunehmen::V,μεγαλώνω,артыу
887,steigen::V,ανεβαίνω,күтәрелеү
888,wachsen::V,μεγαλώνω,үҫеү
889,glänzen::V,γυαλίζω,ялтырау
890,funkeln::V,αστράφτω,баҙлау
891,funkeln::V,σπιθοβολώ,баҙлау
892,lärmen::V,θορυβώ,шаулау
893,läuten::V,χτυπώ ,ҡағыу
894,klingeln::V,κουδουνίζω,ҡағыу
895,klingeln::V,κουδουνίζω,шылтыратыу
896,klirren::V,κουδουνίζω,шылтыратыу
897,brausen::V,βουΐζω,ҡотороноу
898,rauschen::V,βουΐζω,шыптырлау
899,klingen::V,ηχώ,яңғырау
900,bellen::V,γαυγίζω,өрөү
901,heulen::V,ουρλιάζω,олоу
902,blasen::V,φυσώ,өрөү
903,pfeifen::V,σφυρίζω,һызғырып ебәреү
904,schreien::V,κραυγάζω,ҡысҡырыу
905,stöhnen::V,βογγώ,уңғырашыу
906,zittern::V,τρέμω,ҡалтырау
907,leben::V,ζω,йәшәү
908,geboren werden::V,γεννιέμαι,тыуыу
909,atmen::V,αναπνέω,тын алыү
910,trinken::V,πίνω,эсеү
911,essen::V,τρώω,ашау
912,schlucken::V,καταπίνω,йотоу
913,müde werden::V,κουράζομαι,арыу
914,einschlafen::V,αποκοιμιέμαι,йоҡлап китеү
915,schlafen::V,κοιμάμαι,йоҡлау
916,aufwachen::V,ξυπνώ,уяныу
917,aufstehen::V,σηκώνομαι,тороу
918,sich erholen::V,ξεκουράζομαι,ял итеү
919,krank werden::V,αρρωσταίνω,сирләү
920,krank sein::V,ασθενώ,сирләү
921,schmerzen::V,πονώ,ауыртыу
922,husten::V,βήχω,йүтәлләү
923,genesen::V,θεραπεύομαι,һауығыу
924,sterben::V,πεθαίνω,үлеү
925,umkommen::V,πεθαίνω,һәләк булыу
926,sich bewegen::V,κουνιέμαι,хәрәкәт итеү
927,sich rühren::V,σαλεύω,ҡуҙғалыу
928,sich erheben::V,επαναστατώ,тороу
929,sich setzen::V,κάθομαι,ултырыу
930,hinfallen::V,πέφτω κάτω,ҡолау
931,laufen::V,τρέχω,йөрөү
932,schreiten::V,βαδίζω,атлау
933,spazierengehen::V,κάνω βόλτα,ял итеп йороү
934,spazierengehen::V,πηγαίνω περίπατο,ял итеп йороү
935,eilen::V,σπεύδω,ашығыу
936,eilen::V,σπεύδω,ҡабаланыу
937,sich beeilen::V,βιάζομαι,ашығыу
938,sich beeilen::V,βιάζομαι,ҡабаланыу
939,sausen::V,τρέχω γρήγορα,елеү
940,rennen::V,τρέχω,йүгеп йөрөү
941,springen::V,πηδώ,һикереү
942,klettern::V,σκαρφαλώνω,үрмәләү
943,klettern::V,σκαρφαλώνω,үрмәләп менеү
944,schaukeln::V,κουνιέμαι,сайҡалыу
945,kriechen::V,έρπω,шыуышыу
946,kriechen::V,σέρνομαι,шыуышыу
947,schwimmen::V,κολυμπώ,йоҙөү
948,tauchen::V,βουτώ,сумыу
949,rudern::V,κωπηλατώ,ишеү
950,fahren::V,πηγαίνω,йөрөү
951,fliegen::V,πετώ,осоу
952,gehen::V,βαδίζω,барыу
953,gehen::V,πηγαίνω,барыу
954,weggehen::V,φεύγω,китеү
955,abfahren::V,ξεκινώ,сығыу
956,abfahren::V,αναχωρώ,сығыу
957,anhalten::V,σταματώ,тукталыу
958,hineingehen::V,μπαίνω,инеү
959,eintreten::V,μπαίνω,инеү
960,eintreten::V,εισέρχομαι,инеү
961,kommen::V,έρχομαι,килеү
962,ankommen::V,φτάνω,килеү
963,zurückkommen::V,επιστρέφω,ҡайтыу
964,bleiben::V,μένω,ҡалыу
965,warten::V,περιμένω,көтөп тороу
966,erwarten::V,αναμένω,көтөү
967,erwarten::V,περιμένω,көтөү
968,suchen::V,ψάχνω,эҙләү
969,finden::V,βρίσκω,табыу
970,versuchen::V,προσπαθώ,тырышып ҡарау
971,vorbereiten::V,προετοιμάζω,әҙерләү
972,lieben::V,αγαπώ,яратыу
973,mögen::V,μου αρέσει,һөйөү
974,mögen::V,μου αρέσει,яратыу
975,lachen::V,γελώ,көлөү
976,rühren::V,συγκινώ,ҡағылыу
977,weinen::V,κλαίω,илау
978,schimpfen::V,βρίζω,һүгенеү
979,schimpfen::V,βρίζω,тиргәнеү
980,schimpfen::V,βρίζω,һуҡраныу
981,sich ärgern::V,θυμώνω,асыуланыу
982,sich fürchten::V,φοβάμαι,ҡурҡыу
983,fürchten::V,φοβάμαι,ҡурҡыу
984,fliehen::V,φεύγω,ҡасыу
985,flüchten::V,δραπετεύω,ҡасыу
986,sehen::V,βλέπω,күреү
987,anschauen::V,κοιτάζω,ҡарау
988,ansehen::V,βλέπω,ҡарау
989,ansehen::V,βλέπω,тикшереү
990,hören::V,ακούω,ишетеү
991,zuhören::V,ακούω,тыңлау
992,probieren::V,δοκιμάζω,татыу
993,riechen::V,μυρίζω,еҫкәү
994,riechen::V,οσφραίνομαι,еҫкәү
995,fühlen::V,αισθάνομαι,тойоу
996,scheinen::V,φαίνομαι,кеүек күренеү
997,scheinen::V,φαίνομαι,тойолоу
998,zu sehen sein::V,φαίνομαι,күренеү
999,vernehmen::V,ακούω,ишетеү
1000,vernehmen::V,μαθαίνω,ишетеү
1001,frieren::V,κρυώνω,туңыү
1002,tun::V,κάνω,яһау
1003,tun::V,κάνω,әшләү
1004,können::V,ξέρω,алыу
1005,können::V,ξέρω,мөмкин булыу
1006,können::V,μπορώ,алыу
1007,können::V,μπορώ,мөмкин булыу
1008,wollen::V,θέλω,теләү
1009,anfangen::V,αρχίζω,башлау
1010,beenden::V,τελειώνω,бөтөрөү
1011,beenden::V,τελειώνω,тамамлау
1012,aufhören::V,παύω,туктау
1013,gelingen::V,πετυχαίνω,уңышлы булыу
1014,geraten::V,γίνομαι,булып сығыу
1015,öffnen::V,ανοίγω,асыу
1016,schließen::V,κλείνω,йомоу
1017,stellen::V,θέτω,ҡуйыу
1018,setzen::V,θέτω,урынлаштырыу
1019,legen::V,θέτω,һалыу
1020,berühren::V,εγγίζω,тейеү
1021,berühren::V,εγγίζω,ҡағылыу
1022,verbinden::V,συνδέω,ҡушыу
1023,verbinden::V,συνδέω,бәйләү
1024,bedecken::V,σκεπάζω,ҡаплау
1025,aufhängen::V,κρεμώ,элеү
1026,anzünden::V,ανάβω,тоҡандырыу
1027,aufheben::V,σηκώνω,мендереү
1028,zurücklassen::V,εγκαταλείπω,ҡалдырыу
1029,verlieren::V,χάνω,юғалтыу
1030,fallen lassen::V,αφήνω να πέσει,төшөрөп ебәреү
1031,machen::V,κάνω,яһау
1032,machen::V,κάνω,эшләү
1033,machen::V,φτιάχνω,яһау
1034,machen::V,φτιάχνω,эшләү
1035,herstellen::V,κατασκευάζω,эшләп сығарыу
1036,bauen::V,χτίζω,төҙөү
1037,bauen::V,οικοδομώ,төҙөү
1038,reparieren::V,επισκευάζω,төҙәтеү
1039,reparieren::V,επιδιορθώνω,төҙәтеү
1040,verbessern::V,βελτιώνω,яҡшыртыу
1041,verbessern::V,καλυτερεύω,яҡшыртыу
1042,ändern::V,αλλάζω,үҙгәртеү
1043,graben::V,σκάβω,ҡаҙыу
1044,beugen::V,λυγίζω,бөгөү
1045,biegen::V,κάμπτω,бөгөү
1046,drehen::V,στρέφω,өйрөлтөү
1047,drehen::V,στρέφω,әйләндереү
1048,wenden::V,γυρίζω,әйләндереү
1049,umdrehen::V,γυρίζω,түңкәреү
1050,heben::V,υψώνω,күтәреү
1051,heben::V,υψώνω,мендереү
1052,heben::V,σηκώνω,күтәреү
1053,heben::V,σηκώνω,мендереү
1054,hochheben::V,υψώνω,күтәреү
1055,hochheben::V,σηκώνω,күтәреү
1056,ergreifen::V,πιάνω,тотоп алыу
1057,ergreifen::V,αρπάζω,тотоп алыу
1058,halten::V,βαστώ,тотоу
1059,drücken::V,πιέζω,ҡыҫыу
1060,schieben::V,σπρώχνω,этеү
1061,schieben::V,σπρώχνω,төртөү
1062,kratzen::V,γρατσουνίζω,ҡырыу
1063,lecken::V,γλείφω,ялау
1064,beißen::V,δαγκάνω,тешләү
1065,abreißen::V,κόβω,өҙөү
1066,abreißen::V,σχίζω,өҙөү
1067,abschneiden::V,αποκόπτω,ҡырҡыу
1068,binden::V,δένω,бәйләү
1069,stecken::V,χώνω,ҡаҙау
1070,brechen::V,σπάζω,боҙоу
1071,klopfen::V,χτυπώ,шаҡылдау
1072,klopfen::V,τινάζω,шаҡылдау
1073,hauen::V,χτυπώ,туҡмау
1074,kleben::V,κολλώ,йәбештереү
1075,reiben::V,τρίβω,ыуыу
1076,reiben::V,τρίβω,ышҡыу
1077,streichen::V,αλείφω,яғыу
1078,schleifen::V,ακονίζω,үткерләү
1079,schneiden::V,κόβω,ҡырҡыу
1080,rütteln::V,σείω,һелкетеү
1081,rütteln::V,τινάζω,һелкетеү
1082,schütteln::V,σείω,һелкетеү
1083,schütteln::V,κουνώ,һелкетеү
1084,schwenken::V,κουνώ,болғау
1085,schütten::V,χύνω,ҡойоу
1086,füllen::V,γεμίζω,тултырыу
1087,einwickeln::V,τυλίγω,төрөү
1088,tragen::V,φέρνω,алып барыу
1089,schleppen::V,κουβαλώ,һөйрәү
1090,ziehen::V,τραβώ,тартыу
1091,aufbewahren::V,φυλάω,һаҡлау
1092,werfen::V,ρίχνω,ырғытыу
1093,fangen::V,πιάνω,тотоу
1094,packen::V,τσακώνω,етеү
1095,packen::V,τσακώνω,тотоп алыу
1096,verstecken::V,κρύβω,йәшереү
1097,teilen::V,μερίζω,бүлеү
1098,schicken::V,στέλνω,ебәреү
1099,bringen::V,φέρνω,килтереү
1100,hinzufügen::V,προσθέτω,өтәү
1101,bekommen::V,προσκομίζω,алыу
1102,erhalten::V,παίρνω,алыу
1103,erhalten::V,λαμβάνω,алыу
1104,nehmen::V,πιάνω,алыу
1105,nehmen::V,παίρνω,алыу
1106,wählen::V,εκλέγω,һайлаү
1107,auswählen::V,διαλέγω,һайлап алыу
1108,bewahren::V,διατηρώ,һаҡлау
1109,behindern::V,εμποδίζω,тотҡарлыҡ яһау
1110,verderben::V,χαλώ,боҙоу
1111,beschädigen::V,ζημιώνω,боҙоу
1112,zerbrechen::V,σπάζω,ҡыйратыу
1113,zerreißen::V,σχίζω,йыртыу
1114,zerstören::V,καταστρέφω,емереү
1115,verbrennen::V,καίω,үртәү
1116,geben::V,δίνω,биреү
1117,reichen::V,δίνω,биреү
1118,schenken::V,χαρίζω,бүләк итеү
1119,versprechen::V,υπόσχομαι,вәғәҙә биреү
1120,wünschen::V,εύχομαι,теләу
1121,loben::V,επαινώ,маҡтау
1122,küssen::V,φιλώ,үбеү
1123,wiegen::V,κουνώ,бәүетеү
1124,wiegen::V,κουνώ,тирбәтеү
1125,wiegen::V,νανουρίζω,бәүетеү
1126,wiegen::V,νανουρίζω,тирбәтеү
1127,zudecken::V,σκεπάζω,ҡаплау
1128,wecken::V,ξυπνώ,уятыу
1129,zeigen::V,δείχνω,күрһәтеү
1130,führen::V,οδηγώ,етәкләү
1131,lehren::V,διδάσκω,уҡытыу
1132,lehren::V,διδάσκω,өйрәтеү
1133,unterrichten::V,διδάσκω,уҡытыу
1134,aufziehen::V,ανατρέφω,тәрбиәле
1135,leiten::V,ηγούμαι,етәкләү
1136,leiten::V,ηγούμαι,етәкселек итеү
1137,leiten::V,διευθύνω,етәкләү
1138,leiten::V,διευθύνω,етәкселек итеү
1139,antreiben::V,σπρώχνω,ашыҡтырыу
1140,antreiben::V,παρακινώ,ашыҡтырыу
1141,lassen::V,αφήνω,мәжбүр итеү
1142,einladen::V,προσκαλώ,саҡырыу
1143,vereinigen::V,ενώνω,берләштереү
1144,besuchen::V,επισκέπτομαι,килеп сығыу
1145,treffen::V,συναντώ,тойоү
1146,treffen::V,συναντώ,осратыу
1147,treffen::V,συναντώ,ҡаршылау
1148,sich versammeln::V,μαζεύομαι,йыйылыу
1149,spielen::V,παίζω,тартыу
1150,singen::V,τραγουδώ,йырлау
1151,tanzen::V,χορεύω,бейеү
1152,sich trennen::V,αποχωρίζομαι,айырылышыу
1153,verlassen::V,εγκαταλείπω,ташлау
1154,verlassen::V,εγκαταλείπω,ташлап китеү
1155,retten::V,σώζω,ҡотҡарыу
1156,bewachen::V,φρουρώ,һаҡлау
1157,schützen::V,προστατεύω,һаҡлау
1158,verteidigen::V,υπερασπίζω,яҡлау
1159,sich schlagen::V,χτυπιέμαι,һуғышыу
1160,schießen::V,πυροβολώ,атыу
1161,siegen::V,νικώ,еңеү
1162,ärgern::V,τσαντίζω,асыуландырыу
1163,schlagen::V,χτυπώ,бәреү
1164,schlagen::V,χτυπώ,туҡмау
1165,treten::V,κλοτσώ,тибеү
1166,treten::V,κλοτσώ,типкеләү
1167,stechen::V,τρυπώ,сәнсеү
1168,stoßen::V,ωθώ,этеү
1169,stoßen::V,ωθώ,төртөү
1170,stoßen::V,σπρώχνω,этеү
1171,stoßen::V,σπρώχνω,төртөү
1172,stehlen::V,κλέβω,урлау
1173,stören::V,διαταράσσω,ҡамасаулау
1174,belästigen::V,ενοχλώ,бимазалау
1175,belästigen::V,ενοχλώ,ҡамасаулау
1176,verbergen::V,κρύβω,йәшереү
1177,täuschen::V,παραπλανώ,ултыртыу
1178,betrügen::V,απατώ,алдау
1179,töten::V,σκοτώνω,үлтереү
1180,töten::V,θανατώνω,үлтереү
1181,wohnen::V,μένω,йәшәү
1182,wohnen::V,κατοικώ,йәшәү
1183,arbeiten::V,δουλεύω,эшләү
1184,arbeiten::V,εργάζομαι,эшләү
1185,sammeln::V,μαζεύω,йыйыу
1186,sammeln::V,συλλέγω,йыйыу
1187,pflücken::V,κόβω,өҙөү
1188,jagen::V,κυνηγώ,аулау
1189,fischen::V,ψαρεύω,аулау
1190,fassen::V,πιάνω,тотоу
1191,hüten::V,φυλάγω,көтөү
1192,hüten::V,προσέχω,көтөү
1193,treiben::V,οδηγώ,ҡыуыу
1194,anbinden::V,δένω,бәйләү
1195,füttern::V,ταΐζω,ашатыу
1196,melken::V,αρμέγω,һауыү
1197,hacken::V,κόβω,турау
1198,hacken::V,κόβω,тапау
1199,gießen::V,ποτίζω,ҡойоу
1200,reifen::V,ωριμάζω,өлғөрөү
1201,zubereiten::V,ετοιμάζω,бешереү
1202,kochen::V,βράζω,бешереү
1203,backen::V,ψήνω,бешереү
1204,braten::V,τηγανίζω,ҡурыу
1205,umrühren::V,ανακατεύω,ҡатнаштырыу
1206,stricken::V,πλέκω,бәйләү
1207,nähen::V,ράβω,тегеү
1208,färben::V,βάφω,буяу
1209,färben::V,χρωματίζω,буяу
1210,reinigen::V,καθαρίζω,таҙартыу
1211,waschen::V,πλένω,йыуыу
1212,abwischen::V,σφουγγίζω,һөртөү
1213,spülen::V,ξεπλένω,сайҡау
1214,fegen::V,σκουπίζω,һепереү
1215,kehren::V,σκουπίζω,һепереү
1216,baden::V,κάνω μπάνιο,һыу инеү
1217,sich waschen::V,πλένομαι,йыуыныу
1218,ausziehen::V,βγάζω,сисеү
1219,anziehen::V,φορώ,кейеү
1220,sich anziehen::V,ντύνομαι,кейенеү
1221,kämmen::V,χτενίζω,тарау
1222,schmücken::V,στολίζω,биҙәү
1223,sagen::V,λέω,әйтеү
1224,sprechen::V,μιλώ,әйтеү
1225,sprechen::V,μιλώ,һөйләшеү
1226,reden::V,μιλώ,һөйләшеү
1227,reden::V,κουβεντιάζω,һөйләшеү
1228,sich unterhalten::V,συνομιλώ,әңгәмәләшеү
1229,sich unterhalten::V,κουβεντιάζω,әңгәмәләшеү
1230,fragen::V,ρωτώ,һорау
1231,bitten::V,ζητώ,үтенеү
1232,bitten::V,παρακαλώ,үтенеү
1233,erzählen::V,διηγούμαι,һөйләү
1234,mitteilen::V,πληροφορώ,әйтеү
1235,nennen::V,ονομάζω,атау
1236,nennen::V,ονομάζω,исемләү
1237,rufen::V,φωνάζω,саҡырыу
1238,prahlen::V,καυχιέμαι,маҡтаныу
1239,prahlen::V,καυχιέμαι,шапырыныу
1240,übersetzen::V,μεταφράζω,тәржемә итеү
1241,denken::V,σκέφτομαι,уйлау
1242,glauben::V,πιστεύω,ышаныу
1243,bemerken::V,παρατηρώ,күреү
1244,erkennen::V,αναγνωρίζω,таныу
1245,begreifen::V,καταλαβαίνω,аңлау
1246,verstehen::V,ακούω,аңлау
1247,lernen::V,μαθαίνω,өйрәнеү
1248,wissen::V,ξέρω,белеү
1249,sich erinnern an::V,θυμάμαι,хәтергә алыу
1250,vergessen::V,ξεχνώ,онотоу
1251,messen::V,μετρώ,үлсәү
1252,zählen::V,μετρώ,һанау
1253,rechnen::V,λογαριάζω,һанау
1254,lesen::V,διαβάζω,уҡыу
1255,malen::V,ζωγραφίζω,һүрәт яһау
1256,malen::V,ζωγραφίζω,рәсем төшөрөү
1257,zeichnen::V,σχεδιάζω,һүрәт яһау
1258,zeichnen::V,σχεδιάζω,рәсем төшөрөү
1259,schreiben::V,γράφω,яҙыу
1260,besitzen::V,κατέχω,биләү
1261,kaufen::V,αγοράζω,һатып алыу
1262,verkaufen::V,πουλώ,һатыу
1263,bezahlen::V,πληρώνω,түләү
1264,zahlen::V,πληρώνω,түләү
1265,beherrschen::V,κυριαρχώ,биләү
1266,ertragen::V,βαστώ,түҙеү
1267,ertragen::V,αντέχω,түҙеү
