,Concept_ID,tr,bn
204,Korn::N,tane,শস্য
205,Heu::N,kuru ot,খড়
206,Schale::N,kabuk,খোসা
207,Grube::N,çukur,গর্ত
208,Falle::N,tuzak,ফাঁদ
209,Schlinge::N,ilmik,পাশ
210,Spur::N,iz,চিহ্ন
211,Asche::N,kül,ভস্ম
212,Dreck::N,pislik,ময়লা
213,Eisen::N,demir,লোহা
214,Gold::N,altın,স্বর্ণ
215,Silber::N,gümüş,রৌপ্য
216,Kohle::N,kömür,অঙ্গার
217,Glas::N,cam,কাচ
218,Lehm::N,balçık,মৃত্তিকা
219,Sand::N,kum,বালি
220,Mensch::N,insan,নর
221,Mensch::N,insan,মানুষ
222,Mann::N,adam,মানুষ
223,Mann::N,erkek,মানুষ
224,Frau::N,bayan,নারী
225,Kind::N,çocuk,বাচ্চা
226,Junge::N,erkek çocuk,ছেলে
227,Mädchen::N,kız,মেয়ে
228,Familie::N,aile,পরিবার
229,Großvater::N,dede,মাতামহ
230,Großvater::N,büyükbaba,মাতামহ
231,Großmutter::N,nine,মাতামহী
232,Großmutter::N,büyükanne,মাতামহী
233,Eltern::N,ebeveyn,মাতাপিতা
234,Eltern::N,ana baba,মাতাপিতা
235,Vater::N,ata,পিতা
236,Vater::N,baba,পিতা
237,Mutter::N,ana,মাতা
238,Mutter::N,anne,মাতা
239,Sohn::N,oğul,ছেলে
240,Tochter::N,kız,মেয়ে
241,Tochter::N,kız evlât,মেয়ে
242,Bruder::N,abi,দাদা
243,Bruder::N,erkek kardeş,দাদা
244,Schwester::N,abla,বোন
245,Schwester::N,abla,দিদি
246,Schwester::N,kız kardeş,বোন
247,Schwester::N,kız kardeş,দিদি
248,Onkel::N,dayı,মামা
249,Tante::N,hala,মাসী
250,Tante::N,teyze,মাসী
251,Ehemann::N,koca,স্বামী
252,Ehefrau::N,karı,পত্নী
253,Freude::N,neşe,উল্লাস
254,Freude::N,sevinç,উল্লাস
255,Gelächter::N,gülme,হাসি
256,Gelächter::N,kahkaha,হাসি
257,Glück::N,mutluluk,সুখ
258,Kummer::N,dert,দুঃখ
259,Kummer::N,keder,দুঃখ
260,Wunsch::N,arzu,আকাঙ্ক্ষা
261,Wunsch::N,istek,আকাঙ্ক্ষা
262,Lust::N,arzu,বাসনা
263,Lust::N,heves,বাসনা
264,Geist::N,tin,আত্না
265,Gedanke::N,fikir,চিন্তা
266,Gedanke::N,düşünce,চিন্তা
267,Gedächtnis::N,bellek,স্মরণশক্তি
268,Verstand::N,zekâ,মন
269,Sinn::N,anlam,পদার্থ
270,Grund::N,sebep,কারণ
271,Wahrheit::N,doğruluk,সত্য
272,Wahrheit::N,gerçeklik,সত্য
273,Gespräch::N,görüşme,কথাবার্তা
274,Märchen::N,masal,রূপকথা
275,Erzählung::N,öykü,গল্প
276,Erzählung::N,hikâye,গল্প
277,Nachricht::N,haber,তথ্য
278,Neuigkeit::N,haber,খবরাখবর
279,Name::N,ad,নাম
280,Name::N,isim,নাম
281,Rätsel::N,bilmece,ধাঁধা
282,Rede::N,söylev,বক্তৃতা
283,Rede::N,konuşma,বক্তৃতা
284,Sprache::N,dil,ভাষা
285,Sprache::N,lisan,ভাষা
286,Stimme::N,ses,স্বর
287,Wort::N,kelime,শব্দ
288,Zeichen::N,işaret,প্রতীক
289,Ruf::N,çağırma,ডাক
290,Lärm::N,şamata,হৈচৈ
291,Lärm::N,gürültü,হৈচৈ
292,Laut::N,ses,ধ্বনি
293,Ton::N,ses,স্বর
294,Lied::N,türkü,গান
295,Ruhe::N,sakinlik,শান্তি
296,Leute::N,halk,প্রজাপুঞ্জ
297,Leute::N,insanlar,প্রজাপুঞ্জ
298,Volk::N,ulus,জাতি
299,Volk::N,millet,জাতি
300,Arbeit::N,iş,চাকরি
301,Arbeit::N,çalışma,চাকরি
302,Gast::N,konuk,অতিথি
303,Gast::N,misafir,অতিথি
304,Geschenk::N,hediye,উপহার
305,Geschenk::N,armağan,উপহার
306,Spiel::N,oyun,খেলা
307,Gesellschaft::N,çevre,সঙ্গিগণ
308,Gesellschaft::N,arkadaşlık,সঙ্গিগণ
309,Hilfe::N,yardım,সাহায্য
310,Freund::N,dost,বন্ধু
311,Freund::N,arkadaş,বন্ধু
312,Kamerad::N,arkadaş,সঙ্গী
313,Angelegenheit::N,iş,বিষয়
314,Angelegenheit::N,husus,বিষয়
315,Anzahl::N,sayı,পরিমাণ
316,Art::N,çeşit,রকম
317,Stück::N,tane,টুকরো
318,Stück::N,parça,টুকরো
319,Teil::N,kısım,অংশ
320,Hälfte::N,yarı,অর্ধেক
321,Kreis::N,daire,বৃত্ত
322,Kreuz::N,haç,ক্রুশ
323,Linie::N,hat,রেখা
324,Linie::N,çizgi,রেখা
325,Strich::N,çizgi,কষি
326,Abstand::N,aralık,ফাঁক
327,Entfernung::N,mesafe,ব্যবধান
328,Entfernung::N,uzaklık,ব্যবধান
329,Gegend::N,yöre,ক্ষেত্র
330,Platz::N,yer,জায়গা
331,Ort::N,yer,স্থান
332,Seite::N,yan,পার্শ্ব
333,Seite::N,taraf,পার্শ্ব
334,Mitte::N,orta,মধ্য
335,Mitte::N,merkez,মধ্য
336,Gegenstand::N,şey,জিনিস
337,Sache::N,iş,বস্তু
338,Sache::N,şey,বস্তু
339,Rand::N,kenar,কানা
340,Kante::N,kenar,ধার
341,Ecke::N,köşe,কোণ
342,Spitze::N,uç,ডগা
343,Spitze::N,baş,ডগা
344,Ende::N,uç,প্রান্ত
345,Loch::N,oyuk,গর্ত
346,Loch::N,delik,গর্ত
347,Winkel::N,köşe,কোণ
348,Muster::N,örnek,নমুন্
349,Größe::N,büyüklük,আয়তন
350,Länge::N,uzunluk,দৈর্ঘ্য
351,Höhe::N,yükseklik,উচ্চতা
352,Gewicht::N,ağırlık,ওজন
353,Menge::N,miktar,পরিমাণ
354,Haufen::N,küme,পুঞ্জ
355,Haufen::N,yığın,পুঞ্জ
356,Reihe::N,sıra,শ্রেণী
357,Boot::N,kayık,নৌকা
358,Boot::N,sandal,নৌকা
359,Ruder::N,kürek,দাঁড়
360,Schlitten::N,kızak,স্নেজ্-গাড়ি
361,Ski::N,kayak,শী
362,Lagerfeuer::N,kamp ateşi,অগ্নি
363,Last::N,yük,বোঝা
364,Gang::N,gidiş,হণ্টন
365,Gang::N,yürüyüş,হণ্টন
366,Schritt::N,adım,পদ
367,Norden::N,kuzey,উত্তরদিক্
368,Süden::N,güney,দক্ষিণদিক
369,Westen::N,batı,পশ্চিমদিক্
370,Osten::N,doğu,পূর্বদিক
371,Holz::N,ağaç,কাঠ
372,Holz::N,tahta,কাঠ
373,Brett::N,tahta,তক্তা
374,Platte::N,levha,ফলক
375,Stütze::N,dayak,নাগদণ্ড
376,Stütze::N,destek,নাগদণ্ড
377,Stange::N,çubuk,দণ্ড
378,Stock::N,sopa,ছড়ি
379,Stock::N,değnek,ছড়ি
380,Stab::N,sırık,যষ্টি
381,Stab::N,baston,যষ্টি
382,Rohr::N,boru,নল
383,Haus::N,ev,ঘর
384,Heim::N,ev,বাসা
385,Heim::N,yurt,বাসা
386,Ofen::N,soba,স্টোভ্
387,Fußboden::N,taban,গহতল
388,Fußboden::N,döşeme,গহতল
389,Tisch::N,masa,মেজ
390,Tisch::N,masa,টেবিল
391,Stuhl::N,iskemle,চেয়ার
392,Stuhl::N,iskemle,কেদারা
393,Stuhl::N,sandalye,চেয়ার
394,Stuhl::N,sandalye,কেদারা
395,Wiege::N,beşik,দোলনা
396,Bett::N,yatak,শয্যা
397,Regal::N,raf,তাক
398,Kiste::N,sandık,বাক্স
399,Fenster::N,pencere,জানালা
400,Tür::N,kapı,দ্বার
401,Tor::N,kapı,দ্বার
402,Zaun::N,çit,বেড়া
403,Dach::N,dam,ছাদ
404,Dach::N,çatı,ছাদ
405,Leiter::N,merdiven,মই
406,Besen::N,süpürge,গুল্মবিশেষ
407,Spaten::N,bel,কোদাল
408,Schaufel::N,kürek,বেলচা
409,Gabel::N,çatal,কাঁটা
410,Löffel::N,kaşık,চামচ
411,Messer::N,bıçak,ছুরি
412,Nagel::N,çivi,পেরেক
413,Netz::N,ağ,জাল
414,Haken::N,çengel,কাচি
415,Griff::N,kulp,হাতল
416,Griff::N,tutamak,হাতল
417,Schloss::N,kilit,তালা
418,Bild::N,imaj,ছবি
419,Bild::N,imaj,চিত্র
420,Bild::N,resim,ছবি
421,Bild::N,resim,চিত্র
422,Figur::N,şekil,আকার
423,Figur::N,heykel,আকার
424,Puppe::N,kukla,পুতুল
425,Beutel::N,kese,বটুয়া
426,Beutel::N,torba,বটুয়া
427,Bündel::N,deste,আঁটি
428,Tasche::N,çanta,থলি
429,Eimer::N,kova,বাল্তি
430,Deckel::N,kapak,আবরণ
431,Geschirr::N,kap kacak,থালা-বাসন
432,Sack::N,torba,বস্তা
433,Tasse::N,fincan,কাপ
434,Topf::N,tencere,পাত্র
435,Kessel::N,kazan,কেটলি
436,Essen::N,yemek,আহার
437,Nahrung::N,gıda,খাদ্য
438,Nahrung::N,besin,খাদ্য
439,Speise::N,yemek,খাদ্য
440,Fleisch::N,et,মাংস
441,Getreide::N,tahıl,শস্য
442,Getreide::N,hububat,শস্য
443,Brei::N,ezme,মণ্ড
444,Brot::N,ekmek,রুটি
445,Scheibe::N,dilim,ফালি
446,Fett::N,yağ,মেদ
447,Butter::N,tereyağı,মাখন
448,Öl::N,yağ,তৈল
449,Öl::N,akar yağ,তৈল
450,Salz::N,tuz,নুন
451,Suppe::N,çorba,শুরুয়া
452,Honig::N,bal,মধু
453,Milch::N,süt,দুধ
454,Tee::N,çay,চা
455,Leder::N,deri,পাকা চামড়া
456,Leder::N,meşin,পাকা চামড়া
457,Wolle::N,yün,পশম
458,Stoff::N,kumaş,বস্ত্র
459,Nadel::N,iğne,সুচ
460,Faden::N,tire,সূত্র
461,Faden::N,iplik,সূত্র
462,Knopf::N,düğme,বোতাম
463,Knoten::N,düğüm,গিঁট
464,Farbe::N,boya,রং
465,Kleidung::N,giyim,কাপড়
466,Hemd::N,gömlek,শার্ট
467,Kragen::N,yaka,গলবন্ধ
468,Ärmel::N,yen,আস্তিন্
469,Ärmel::N,elbise kolu,আস্তিন্
470,Hose::N,pantolon,ট্রাউজার
471,Gürtel::N,kuşak,কটিবন্ধ
472,Mütze::N,bere,টুপি
473,Mütze::N,kasket,টুপি
474,Schuh::N,kundura,জুতো
475,Schuh::N,ayakkabı,জুতো
476,Stiefel::N,çizme,বুট
477,Ring::N,yüzük,আংটি
478,Band::N,bağ,ফিতা
479,Band::N,şerit,ফিতা
480,Kamm::N,tarak,চিরুনি
481,Spiegel::N,ayna,আয়না
482,Riemen::N,kayış,চাবুক
483,Schnur::N,ip,দড়ি
484,Schnur::N,sicim,দড়ি
485,Leine::N,kayış,শিকল
486,Decke::N,örtü,কম্বল
487,Decke::N,yorgan,কম্বল
488,Kissen::N,yastık,উপাধান
489,Tuch::N,bez,বস্ত্র
490,Handtuch::N,havlu,তোয়ালে
491,Kraft::N,güç,জোর
492,Kraft::N,kuvvet,জোর
493,Stärke::N,kuvvet,শক্তি
494,Gesundheit::N,sağlık,স্বাস্থ্য
495,Krankheit::N,hastalık,অসুখ
496,Krankheit::N,hastalık,ব্যামো
497,Schmerz::N,ağrı,যন্ত্রণা
498,Schmerz::N,sancı,যন্ত্রণা
499,Wunde::N,yara,ক্ষত
500,Fieber::N,ateş,জ্বর
501,Arznei::N,ilâç,ঔষধ
502,Brücke::N,köprü,সেতু
503,Brunnen::N,kuyu,কূপ
504,Brunnen::N,çeşme,কূপ
505,Weide::N,otlak,পশুচারণভূমি
506,Pfad::N,patika,পথ
507,Pfad::N,keçiyolu,পথ
508,Weg::N,yol,পথ
509,Straße::N,yol,রাস্তা
510,Straße::N,cadde,রাস্তা
511,Dorf::N,köy,গ্রাম
512,Stadt::N,kent,শহর
513,Stadt::N,şehir,শহর
514,Brief::N,mektup,চিঠি
515,Buch::N,kitap,বই
516,Buchstabe::N,harf,অক্ষর
517,Zeitung::N,gazete,সংবাদপত্র
518,Leben::N,hayat,জীবন
519,Tod::N,ölüm,মৃত্যু
520,Grab::N,kabir,কবর
521,Kirche::N,kilise,গির্জা
522,Sünde::N,günah,পাপ
523,Gott::N,tanrı,দেবতা
524,Arbeiter::N,işçi,শ্রমিক
525,Chef::N,şef,নেতা
526,Chef::N,müdür,নেতা
527,Meister::N,usta,ব্যক্তি
528,Arzt::N,hekim,চিকিৎসক
529,Arzt::N,doktor,চিকিৎসক
530,Lehrer::N,hoca,অধ্যাপক
531,Lehrer::N,öğretmen,অধ্যাপক
532,Geld::N,para,মুদ্রা
533,Geld::N,para,টাকাপয়সা
534,Geschäft::N,ticaret,ব্যস্ততা
535,Laden::N,dükkân,দোকান
536,Preis::N,fiyat,মূল্য
537,Ware::N,mal,পণ্যদ্রব্য
538,Nutzen::N,fayda,সুবিধা
539,Reichtum::N,servet,ধনদৌলত
540,Reichtum::N,zenginlik,ধনদৌলত
541,Welt::N,dünya,জগৎ
542,Land::N,ülke,খেত
543,Staat::N,devlet,রাষ্ট্র
544,König::N,kral,রাজা
545,Macht::N,kudret,প্রভাব
546,Macht::N,iktidar,প্রভাব
547,Grenze::N,had,সীমা
548,Grenze::N,sınır,সীমা
549,Krieg::N,savaş,যুদ্ধ
550,Feind::N,düşman,শত্রু
551,Gewalt::N,zor,জোর
552,Gewalt::N,cebir,জোর
553,Kampf::N,savaş,লড়াই
554,Bogen[Waffe]::N,yay,ধনুক
555,Pfeil::N,ok,বাণ
556,Gewehr::N,tüfek,বন্দুক
557,Fehler::N,hata,ভুল
558,Fehler::N,yanlış,ভুল
559,Lüge::N,yalan,মিথ্যা
560,Schaden::N,zarar,ক্ষতি
561,Unglück::N,felâket,দুর্ভাগ্য
562,Unglück::N,talihsizlik,দুর্ভাগ্য
563,Schuld::N,suç,অপরাধ
564,Schuld::N,kabahat,অপরাধ
565,Alter::N,yaş,আয়ু
566,Schluss::N,son,শেষ
567,Zeit::N,zaman,সময়
568,Tag::N,gün,দিন
569,Morgen::N,sabah,সকাল
570,Mittag::N,öğle,মধ্যাহু
571,Abend::N,akşam,সন্ধ্যা
572,Nacht::N,gece,রাত্রি
573,Woche::N,hafta,সপ্তাহ
574,Monat::N,ay,মাস
575,Jahr::N,yıl,সৌরবর্ষ
576,Jahr::N,sene,সৌরবর্ষ
577,Frühling::N,ilkbahar,বসন্তকাল
578,Sommer::N,yaz,গ্রীষ্মকাল
579,Herbst::N,güz,শরংঋতু
580,Herbst::N,sonbahar,শরংঋতু
581,Winter::N,kış,শীতকাল
582,Januar::N,ocak,জানুয়ারী
583,Februar::N,şubat,ফেব্রুয়ারী
584,März::N,mart,মার্চ
585,April::N,nisan,এপ্রিল
586,Mai::N,mayıs,মে
587,Juni::N,haziran,জুন
588,Juli::N,temmuz,জুলাই
589,August::N,ağustos,অগাস্ট
590,September::N,eylül,সেপ্টেম্বর
591,Oktober::N,ekim,অক্টোবর
592,November::N,kasım,নভেম্বর
593,Dezember::N,aralık,ডিসেম্বর
594,Montag::N,pazartesi,সোমবার
595,Dienstag::N,salı,মঙ্গলবার
596,Mittwoch::N,çarşamba,বুধবার
597,Donnerstag::N,perşembe,বৃহম্পতিবার
598,Freitag::N,cuma,শুক্রবার
599,Samstag::N,cumartesi,শনিবার
600,Sonntag::N,pazar,রবিবার
601,groß::A,büyük,বৃহৎ
602,klein::A,ufak,ছোট
603,klein::A,küçük,ছোট
604,lang::A,uzun,দীর্ঘ
605,kurz::A,kısa,খর্ব
606,kurz::A,kısa,হ্রস্ব
607,breit::A,enli,চওড়া
608,breit::A,geniş,চওড়া
609,schmal::A,dar,সরু
610,dicht::A,sık,ঘন
611,dicht::A,yoğun,ঘন
612,dick[Gegenstand]::A,kalın,পুরু
613,dick[Gegenstand]::A,iri,পুরু
614,dünn::A,ince,কৃশ
615,fein::A,ince,সূক্ষ্ম
616,fein::A,narin,সূক্ষ্ম
617,fest::A,sabit,দৃঢ়
618,fest::A,sağlam,দৃঢ়
619,flach::A,düz,সমতল
620,flach::A,yassı,সমতল
621,glatt::A,düz,মসৃণ
622,hart::A,katı,শক্ত
623,weich::A,yumuşak,নরম
624,rund::A,yuvarlak,গোলাকার
625,spitz::A,sivri,তীক্ষ্ন
626,scharf::A,keskin,শাণিত
627,stumpf::A,kör,ভোঁতা
628,schwer::A,ağır,ভারী
629,schön::A,güzel,সুন্দর
630,heiß::A,kızgın,গরম
631,warm::A,sıcak,ঈষদুষ্ণ
632,kalt::A,soğuk,ঠাণ্ডা
633,kühl::A,serin,শীতল
634,frisch::A,taze,তাজা
635,feucht::A,nemli,ভিজা
636,feucht::A,rutubetli,ভিজা
637,nass::A,yaş,ভিজা
638,nass::A,ıslak,ভিজা
639,trocken::A,kuru,শুষ্ক
640,voll::A,dolu,পূর্ণ
641,voll::A,dolmuş,পূর্ণ
642,leer::A,boş,খালি
643,offen::A,açık,খোলা
644,geschlossen::A,kapalı,বন্ধ
645,sauber::A,pak,নির্মল
646,sauber::A,temiz,নির্মল
647,schmutzig::A,pis,নোংরা
648,schmutzig::A,kirli,নোংরা
649,roh::A,çiğ,কাঁচা
650,reif::A,olgun,পাকা
651,lecker::A,lezzetli,সুস্বাদ
652,süß::A,tatlı,মিষ্ট
653,süß::A,şekerli,মিষ্ট
654,bitter::A,acı,তিক্ত
655,sauer::A,ekşi,টক
656,hell::A,aydınlık,উজ্জ্বল
657,dunkel::A,karanlık,অন্ধকারময়
658,schwarz::A,kara,কালো
659,schwarz::A,siyah,কালো
660,weiß::A,ak,সাদা
661,weiß::A,beyaz,সাদা
662,rot::A,kırmızı,লাল
663,gelb::A,sarı,হলদে
664,blau::A,mavi,নীল
665,grün::A,yeşil,সবুজ
666,grau::A,boz,ছাই-রঙা
667,bunt::A,renkli,রঙিন
668,billig::A,ucuz,সস্তা
669,teuer::A,pahalı,আক্রা
670,wertvoll::A,değerli,মহার্ঘ
671,blind::A,kör,কানা
672,taub::A,sağır,বধির
673,kräftig::A,dinç,বিশাল
674,kräftig::A,kuvvetli,বিশাল
675,stark::A,güçlü,শক্তিশালী
676,stark::A,kuvvetli,শক্তিশালী
677,schwach::A,zayıf,দুর্বল
678,schwach::A,güçsüz,দুর্বল
679,fett::A,şişman,মোটা
680,schlank::A,narin,কৃশ
681,hübsch::A,güzel,সুন্দর
682,hübsch::A,sevimli,সুন্দর
683,böse::A,kötü,খারাপ
684,dumm::A,aptal,মূর্খ
685,faul::A,tembel,শ্রমবিমুখ
686,fleißig::A,çalışkan,পরিশ্রমী
687,geizig::A,cimri,ব্যয়কুণ্ঠ
688,klug::A,zekî,দক্ষ
689,klug::A,akıllı,দক্ষ
690,geschickt::A,becerikli,পটু
691,lieb::A,sevimli,প্রেয়
692,lustig::A,neşeli,প্রফুল্ল
693,sanft::A,nazik,নম্র
694,hungrig::A,aç,ক্ষুধার্ত
695,krank::A,hasta,অসুস্থ
696,krank::A,rahatsız,অসুস্থ
697,nackt::A,çıplak,উলঙ্গ
698,traurig::A,kederli,দুঃখিত
699,traurig::A,üzüntülü,দুঃখিত
700,lebendig::A,canlı,জীবিত
701,gut::A,iyi,ভালো
702,schlecht::A,kötü,মন্দ
703,richtig::A,doğru,ঠিক
704,schlimm::A,kötü,কদর্য
705,wahr::A,doğru,বাস্তব
706,wahr::A,gerçek,বাস্তব
707,alt::A,eski,পুরাতন
708,neu::A,yeni,নব
709,neu::A,yeni,নূতন
710,ehemalig::A,önceki,পূর্বকালীন
711,alt[Lebewesen]::A,yaşlı,বৃদ্ধ
712,jung::A,genç,তরুণ
713,arm::A,fakir,ক্ষুদ্র
714,reich::A,zengin,ধনবান্
715,bekannt::A,bilinen,সুপরিচিত
716,berühmt::A,ünlü,বিখ্যাত
717,berühmt::A,meşhur,বিখ্যাত
