,Concept_ID,ml,mdf
631,geizig::A,പിശുക്കനായ,кирьжя
632,geizig::A,പിശുക്കനായ,жаднай
633,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,ёню
634,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,пря́ви
635,geschickt::A,പ്രതിഭാശാലി,маштозь тиф
636,lieb::A,പ്രിയപ്പെട്ട,цебярь
637,lustig::A,ആനന്ദകരമായ,ра́хси
638,sanft::A,സൌമ്യമായ,сетьме
639,hungrig::A,വിശപ്പുള്ള,вача
640,hungrig::A,വിശപ്പുള്ള,вачеда
641,krank::A,അസുഖമുള്ള,сяряди
642,nackt::A,നഡമായ,штада
643,nackt::A,നഡമായ,кърхтапа
644,traurig::A,വിഷമമുള്ള,ла́жнай
645,lebendig::A,ഉപജീവനം,эряй
646,gut::A,നല്ല,пара
647,gut::A,നല്ല,цебярь
648,schlecht::A,മോശമായ,кальдяв
649,richtig::A,ശരിയായ,виде
650,schlimm::A,വൃത്തികെട്ട,кальдяв
651,wahr::A,ശരിയായ,афкуксонь
652,alt::A,പഴയ,ташта
653,neu::A,പുതിയ,од
654,ehemalig::A,മുൻ,и́нгольдень
655,alt[Lebewesen]::A,വയസ്സുള്ള,сире
656,jung::A,കൌമാരമായ,од
657,arm::A,പാവപ്പെട്ട,а́шу
658,reich::A,സമ്പന്നമായ,козя
659,bekannt::A,പരിചിതമായ,содаф
660,berühmt::A,പ്രശസ്തനായ,содавикс
661,fremd::A,വൈദേശികമായ,лия
662,fremd::A,വൈദേശികമായ,аф содаф
663,verschieden::A,വ്യത്യസ്തമായ,аф фкя ла́цонь
664,nah::A,അരികത്തുള്ള,мала
665,nah::A,അരികത്തുള്ള,аф ичкоздень
666,fern::A,അകലെയുള്ള,и́чкоздень
667,fern::A,അകലെയുള്ള,куна́рдонь
668,linker::A,അവശേഷിച്ച,кержи
669,rechter::A,വലത്തേ,види
670,anderer::A,മറ്റുള്ള,лия
671,erster::A,ആദ്യത്തെ,васенце
672,zweiter::A,രണ്ടാം,омбоце
673,dritter::A,മൂന്നാമത്,колмоце
674,letzter::A,അവസാനത്തെ,ме́кольце
675,allein::ADV,തനിച്ചുള്ള,ськамонза
676,auf einmal::ADV,ഉടന്,вихцок
677,zusammen::ADV,ഒരുമിച്ച,марс
678,zusammen::ADV,ഒരുമിച്ച,ма́рса
679,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,кува́тьс
680,plötzlich::ADV,പെട്ടെന്ന്,а́пак учт
681,sofort::ADV,തത്ക്ഷണം,тяникиге
682,später::ADV,പിന്നീട്,ме́ле
683,jetzt::ADV,ഇപ്പോൾ,тяни
684,heute::ADV,ഇന്ന്,тячи
685,morgen::ADV,നാളെ,ва́нды
686,bald::ADV,ഉടനെ,курок
687,dann::ADV,അപ്പോൾ,меле
688,dann::ADV,അപ്പോൾ,сяда меле
689,gestern::ADV,ഇന്നലെ,ися́к
690,einst::ADV,പണ്ടൊരിക്കല്,весть
691,einst::ADV,പണ്ടൊരിക്കല്,мзя́рда-бди
692,damals::ADV,അപ്പോൾ,эста
693,danach::ADV,പിന്നീട്,меле
694,vorher::ADV,മുൻപ്,инголи
695,zuerst::ADV,ആദ്യം,ва́сенда
696,einmal::ADV,ഒരിക്കൽ,весть
697,manchmal::ADV,ചിലപ്പോൾ,лия́ста
698,manchmal::ADV,ചിലപ്പോൾ,ко́ста-ко́ста
699,oft::ADV,പലപ്പോഴും,си́деста
700,immer::ADV,എപ്പോഴും,фалу
701,immer::ADV,എപ്പോഴും,най
702,niemals::ADV,ഒരിക്കലും,аф мзя́рдонга
703,hier::ADV,ഇവിടെ,тяса
704,hierhin::ADV,ഇവിടേക്ക്,сей
705,hierhin::ADV,ഇവിടേക്ക്,тяза
706,von hier::ADV,ഇവിടെനിന്ന്,тя́ста
707,dort::ADV,അവിടെ,тоса
708,dorthin::ADV,അവിടേക്ക്,тов
709,dorthin::ADV,അവിടേക്ക്,тоза
710,geradeaus::ADV,മുമ്പിൽ,ви́деста
711,geradeaus::ADV,മുമന്നോട്ട്,ви́деста
712,vorwärts::ADV,മുന്നോട്ട്,и́нголи
713,rückwärts::ADV,തലതിരിച്ച്,ме́ки
714,zurück::ADV,പുറകിലേക്ക്,ме́ки
715,unten::ADV,താഴെ,ала
716,hinab::ADV,താഴേക്ക്,алу
717,oben::ADV,മുകളിൽ,вяре
718,hinauf::ADV,മുകളിൽ,вяри
719,überall::ADV,എല്ലായിടത്തും,се́мбе ва́стова
720,nicht::ADV,ഇല്ല,аф
721,ein wenig::ADV,കുറച്ച്,аф лама
722,kaum::ADV,കഷ്ടിച്ച്,а́ньцек
723,sehr::ADV,വളരെ,пяк
724,so::ADV,അങ്ങനെ,ста́не
725,noch::ADV,ഇപ്പോഴും,нинге
726,nur::ADV,മാത്രം,аньцек
727,schon::ADV,നേരത്തേ തന്നെ,ни
728,wieder::ADV,വീണ്ടും,та́га
729,vergebens::ADV,വിഫല,стак
730,vor::PRP,മുമ്പിൽ,инголе
731,hinter::PRP,പുറകിൽ,фтала
732,hinter::PRP,പുറകിൽ,мельге
733,unter::PRP,കീഴിൽ,ала
734,durch::PRP,ഉള്ളിലൂടെ,пачк
735,neben::PRP,അടുത്ത്,ваксса
736,zwischen::PRP,ഇടയ്ക്ക്,ёткса
737,wegen::PRP,നിമിത്തം,сюнеда
738,dies::PRN,ഇത്,тя
739,das::PRN,അത്,ся
740,das::PRN,അത്,тона
741,alles::PRN,എല്ലാം,сембе
742,ich::PRN,ഞാൻ,мон
743,du::PRN,നിങ്ങൾ,тон
744,er::PRN,അദ്ദേഹം,сон
745,er::PRN,അയാൾ,сон
746,er::PRN,അവൻ,сон
747,er::PRN,അവർ,сон
748,er::PRN,അവൾ,сон
749,wir::PRN,നമ്മൾ,минь
750,ihr::PRN,നിങ്ങൾ,тинь
751,sie::PRN,അവർ,синь
752,was::FPRN,എന്ത്,мезе
753,wer::FPRN,ആര്,кие
754,wo::FADV,എവിടെ,коса
755,wohin::FADV,എവിടേക്ക്,ков
756,wohin::FADV,എവിടേക്ക്,коза
757,wie::FADV,എങ്ങനെ,ко́да
758,warum::FADV,എന്തുകൊണ്ട്,мес
759,wieviel::FNUM,എത്ര,мзя́ра
760,eins::NUM,ഒന്ന്,фкя
761,zwei::NUM,രണ്ട്,кафта
762,drei::NUM,മൂന്ന്,колма
763,vier::NUM,നാല്,ниле
764,fünf::NUM,അഞ്ച്,вете
765,sechs::NUM,ആറ്,кота
766,sieben::NUM,ഏഴ്,сисем
767,acht::NUM,എട്ട്,кафкса
768,neun::NUM,ഒമ്പത്,ве́йхкса
769,zehn::NUM,പത്ത്,кемонь
770,elf::NUM,പതിനൊന്ന്,кефкие
771,zwölf::NUM,പന്ത്രണ്ട്,кемгафтува
772,zwanzig::NUM,ഇരുപത്,комсь
773,dreißig::NUM,മുപ്പത്,колмогемонь
774,vierzig::NUM,നാൽപ്പത്,нильге́монь
775,fünfzig::NUM,അൻപത്,ве́дьгемонь
776,sechzig::NUM,അറുപത്,ко́дгемонь
777,siebzig::NUM,എഴുപത്,сизьге́монь
778,achtzig::NUM,എൺപത്,ка́фксогемонь
779,neunzig::NUM,തൊണ്ണൂറ്,ве́йхксогемонь
780,hundert::NUM,നൂറ്,сяда
781,tausend::NUM,ആയിരം,тёжянь
782,und::CNJ,ഉം,и
783,und::CNJ,ഉം,дъ
784,oder::CNJ,അഥവാ,или
785,oder::CNJ,അഥവാ,али
786,stehen::V,നിൽക്കുക,а́щемс стя́да
787,sitzen::V,ഇരിക്കുക,ащемс озада
788,liegen::V,കിടക്കുക,ма́дозь а́щемс
789,hängen::V,തൂങ്ങുക,нюрьгомс
790,werden::V,ആയിത്തീരുക,арамс
791,werden::V,ആയിത്തീരുക,тиевомс
792,passieren::V,സംഭവിക്കുക,лисэмс
793,passieren::V,സംഭവിക്കുക,эвондамс
794,beginnen::V,ആരംഭിക്കുക,ушедомс
795,enden::V,അവസാനിപ്പിക്കുക,лоткамс
796,wechseln::V,മാറ്റുക,по́лафнемс
797,aufgehen[Sonne]::V,ഉയരുക,стямс
798,aufgehen[Sonne]::V,ഉയരുക,лисемс
799,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,валгомс
800,scheinen[Sonne]::V,പ്രകാശിക്കുക,ва́лдоптомс
801,donnern::V,ഇടിവെട്ടുക,торамс
802,wehen::V,വീശുക,уфа́мс
803,strömen::V,ഒഴുകുക,шудемс
804,fließen::V,ഒഴുകുക,шудемс
805,sich drehen::V,ചുറ്റുക,шаромс
806,sich drehen::V,കറക്കുക,шаромс
807,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,якамс
808,schwingen::V,ആടുക,люксемс
809,schwingen::V,ആടുക,нюрьсемс
810,fallen::V,വീഴുക,прамс
811,fallen::V,വീഴുക,прашендомс
812,brennen::V,കത്തുക,паломс
813,rauchen::V,പുകയുക,качадомс
814,regnen::V,മഴ_പെയ്യുക,пиземс
815,gefrieren::V,തണത്ത്_മരവിക്കുക,эйндамс
816,gefrieren::V,തണത്ത്_മരവിക്കുക,кельмомс
817,tauen::V,അലിയുക,соламс
818,schmelzen::V,ഉരുകുക,соламс
819,trocknen::V,വരളുക,коськомс
820,sieden::V,തിളപ്പിക്കുക,лакамс
821,faulen::V,ചീയുക,наксадомс
822,verfaulen::V,അഴുകുക,наксадомс
823,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,сязевомс
824,versinken::V,മുക്കുക,ваямс
825,vergehen::V,കടന്നുപോകുക,ётамс
826,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,эвондамс
827,verschwinden::V,അദൃശ്യമാകുക,юма́мс
828,sinken::V,താഴുക,валгомс
829,abnehmen::V,കുറിയുക,киремс
830,zunehmen::V,വർദ്ധിക്കുക,ламокстомс
831,zunehmen::V,വർദ്ധിക്കുക,рашнемс
832,steigen::V,ഉയരുക,кеподемс
833,wachsen::V,വളരുക,касомс
834,glänzen::V,മിന്നുക,цинзелдомс
835,glänzen::V,മിന്നുക,цифордомс
836,funkeln::V,തിളങ്ങുക,ци́фтордомс
837,lärmen::V,ശബ്ദമുണ്ടാക്കുക,жалнамс
838,läuten::V,മണിമുഴങ്ങുക,гайфтемс
839,klingeln::V,ചിലമ്പുക,гайфтемс
840,klirren::V,കിലുക്കുക,ка́нзеркшнемс
841,brausen::V,മുഴങ്ങുക,жоледемс
842,rauschen::V,അനങ്ങുക,вжнамс
843,rauschen::V,അനങ്ങുക,гамнамс
844,klingen::V,മുഴക്കുക,кайгомс
845,bellen::V,കുരയ്ക്കുക,ува́мс
846,heulen::V,ഓരിയിടുക,сувомс
847,heulen::V,ഓരിയിടുക,урнамс
848,blasen::V,ഊതുക,уфа́мс
849,pfeifen::V,വിസിലടിക്കുക,вяшкомс
850,schreien::V,ആക്രോശിക്കുക,пешкодомс
851,stöhnen::V,അരക്കം,куфцемс
852,stöhnen::V,ആർത്തനാദം,куфцемс
853,zittern::V,വിറയ്ക്കുക,таромс
854,leben::V,താമസിക്കുക,эрямс
855,geboren werden::V,ജനിക്കുക,шачемс
856,atmen::V,ശ്വസിക്കുക,ажнамс
857,trinken::V,കുടിക്കുക,симомс
858,essen::V,കഴിക്കുക,ярхцамс
859,schlucken::V,വിഴുങ്ങുക,нилемс
860,müde werden::V,ക്ഷീണിക്കുക,сиземс
861,einschlafen::V,നിദ്രിക്കുക,матодовомс
862,schlafen::V,ഉറങ്ങുക,удомс
863,aufwachen::V,ഉണരുക,съргоземс
864,aufstehen::V,എഴുന്നേൽക്കുക,стямс
865,sich erholen::V,വിശ്രമിക്കുക,ваймосемс
866,krank werden::V,ദീനംപിടിക്കുക,сярядькстомс
867,krank sein::V,രോഗികളാകുക,сярядемс
868,schmerzen::V,വേദനിക്കുക,сярядемс
869,husten::V,ചുമയ്ക്കുക,козомс
870,genesen::V,സുഖപ്പെടുക,пъ́чкамс
871,sterben::V,മരിക്കുക,куломс
872,umkommen::V,മരിക്കുക,юма́мс
873,sich bewegen::V,സ്ഥലം_മാറുക,шаштомс
874,sich rühren::V,ചലിക്കുക,сърхка́мс
875,sich erheben::V,നിൽക്കുക,стямс
876,sich setzen::V,ഇരിക്കുക,озамс
877,hinfallen::V,വീഴുക,прамс
878,hinfallen::V,വീഴുക,сяворемс
879,laufen::V,നടക്കുക,якамс
880,schreiten::V,നടക്കുക,молемс
881,schreiten::V,നടക്കുക,аськолямс
882,spazierengehen::V,ഉലാത്തുക,якамс
883,eilen::V,പാഞ്ഞെത്തുക,эряскодомс
884,sich beeilen::V,തിരിക്കുകൂട്ടുക,эряскодомс
885,sich beeilen::V,തിടുക്കം_കാട്ടുക,эряскодомс
886,sausen::V,കുതിക്കുക,лиемс
887,rennen::V,ഓടുക,арнемс
888,springen::V,ചാടുക,комотнемс
889,klettern::V,കയറുക,ку́цемс
890,schaukeln::V,ഇളകുക,нюрямс
891,kriechen::V,പതുങ്ങികയറുക,шаштомс комада
892,schwimmen::V,നീന്തുക,уемс
893,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,юпиемс
894,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,чёпафнемс
895,rudern::V,തുഴയുക,па́немс ве́неж
896,fahren::V,വാഹനം ഓടിക്കുക,ардомс
897,fliegen::V,പറക്കുക,лиемс
898,gehen::V,പോകുക,молемс
899,weggehen::V,വിടുക,тумс
900,abfahren::V,പുറപ്പെടുക,тумс
901,anhalten::V,നിർത്തുക,лоткамс
902,hineingehen::V,പ്രവേശിക്കുക,сува́мс
903,eintreten::V,പ്രവേശിക്കുക,сува́мс
904,kommen::V,വരുക,самс
905,ankommen::V,എത്തിച്ചേരുക,самс
906,ankommen::V,എത്തിച്ചേരുക,пачкодемс
907,zurückkommen::V,തിരിച്ചു വരുക,мърдамс
908,bleiben::V,തുടരുക,иля́домс
909,warten::V,കാത്തിരിക്കുക,учемс
910,erwarten::V,പ്രതീക്ഷിക്കുക,учемс
911,suchen::V,തിരയുക,вешемс
912,finden::V,കണ്ടെത്തുക,мумс
913,versuchen::V,ശ്രമിക്കുക,варчсемс
914,vorbereiten::V,തയ്യാറെടുക്കുക,анокламс
915,lieben::V,സ്നേഹിക്കുക,кельгомс
916,mögen::V,ഇഷ്ടപ്പെടുക,кельгомс
917,lachen::V,ചിരിക്കുക,рахамс
918,lachen::V,ചിരിക്കുക,рахсемс
919,rühren::V,ഹൃദയം സ്പർശിക്കുക,токамс седи
920,weinen::V,തേങ്ങുക,авардемс
921,schimpfen::V,പിറുപിറുക്കുക,сюцемс
922,sich ärgern::V,കോപിക്കുക,кяжиямс
923,sich fürchten::V,പേടിക്കുക,пелемс
924,fürchten::V,പേടിക്കുക,пелемс
925,fliehen::V,രക്ഷപ്പെടുക,ворьгодемс
926,flüchten::V,രക്ഷപ്പെടുക,ша́домс
927,flüchten::V,രക്ഷപ്പെടുക,во́рьгодемс
928,sehen::V,കാണുക,няемс
929,anschauen::V,നോക്കുക,ваномс
930,ansehen::V,നോക്കുക,ваномс
931,hören::V,കേൾക്കുക,марямс
932,zuhören::V,ശ്രദ്ധിക്കുക,ку́лхдоньомс
933,probieren::V,രുചിയുള്ളതായി_തോന്നുക,варжамс
934,riechen::V,മണത്തു_നോക്കുക,никса́мс
935,fühlen::V,സ്പർശിച്ചറിയുക,марямс
936,scheinen::V,കാണപ്പെടുക,ня́евомс
937,zu sehen sein::V,വെളിച്ചപ്പെടുക,ня́евомс
938,vernehmen::V,കേൾക്കുക,марямс
939,frieren::V,വിറയ്ക്കുക,паломс
940,frieren::V,വിറയ്ക്കുക,кельмомс
941,tun::V,ചെയ്യുക,тиемс
942,können::V,കഴിയുക,маштомс
943,wollen::V,വേണുക,-не-
944,anfangen::V,തുടങ്ങുക,ушедомс
945,beenden::V,പൂർത്തിയാക്കുക,аде́ламс
946,aufhören::V,നിർത്തുക,лоткамс
947,gelingen::V,വിജയിക്കുക,удалакшнемс
948,geraten::V,പരിണമിക്കുക,лисемс
949,öffnen::V,തുറക്കുക,панжемс
950,schließen::V,അടയ്ക്കുക,сёлгомс
951,stellen::V,വയ്ക്കുക,путомс
952,setzen::V,വയ്ക്കുക,озафнемс
953,setzen::V,വയ്ക്കുക,озавтнемс
954,legen::V,ഇടുക,путомс
955,berühren::V,തൊടുക,токамс
956,verbinden::V,ഘടിപ്പിക്കുക,сотомс
957,bedecken::V,മുടുക,комачамс
958,bedecken::V,മുടുക,вельхтямс
959,aufhängen::V,കെട്ടിതൂക്കുക,повфтамс
960,anzünden::V,കത്തിക്കുക,крьвя́стемс
961,aufheben::V,പെറുക്കിയെടുക്കുക,кеподемс
962,aufheben::V,പെറുക്കിയെടുക്കുക,касфтомс
963,zurücklassen::V,വച്ചുപോരുക,ка́домс
964,verlieren::V,നഷ്ടപ്പെടുക,юма́фтомс
965,fallen lassen::V,വീഴ്ത്തുക,прафтомс
966,machen::V,ഉണ്ടാക്കുക,тиемс
967,herstellen::V,ഉൽപാദിപ്പിക്കുക,анокламс
968,bauen::V,നിർമ്മിക്കുക,путомс
969,reparieren::V,നന്നാക്കുക,петемс
970,verbessern::V,മെച്ചപ്പെടുക,цебярьгофтомс
971,ändern::V,മാറ്റംവരുത്തുക,полафтомс
972,graben::V,കുഴിക്കുക,шу́вомс
973,graben::V,കുഴിക്കുക,та́ргамс
974,beugen::V,വണങ്ങുക,мяндемс
975,biegen::V,കുനിയുക,комафтомс
976,drehen::V,തിരിക്കുക,шо́вамс
977,drehen::V,തിരിക്കുക,ша́рфнемс
978,wenden::V,തിരിയുക,ша́рфтомс
979,umdrehen::V,തിരിയുക,шарфтомс
980,heben::V,ഉയർത്തുക,ке́подемс
981,hochheben::V,ഉയർത്തുക,ке́подемс
982,hochheben::V,ഉയർത്തുക,ка́сфтомс
983,ergreifen::V,ബലമായി_പിടിക്കുക,фатямс
984,halten::V,പിടിക്കുക,кирдемс
985,drücken::V,അമർത്തുക,люпшта́мс
986,schieben::V,തള്ളുക,шашфтомс
987,kratzen::V,ചുരണ്ടുക,а́нгорямс
988,kratzen::V,ചുരണ്ടുക,киськоря́мс
989,lecken::V,നക്കുക,нолсемс
990,beißen::V,കടിക്കുക,сускомс
991,abreißen::V,കീറിക്കളയുക,сяземс
992,abschneiden::V,മുറിച്ചുമാറ്റുക,керомс
993,binden::V,കെട്ടുക,сотомс
994,stecken::V,തുളയ്ക്കുക,сялгомс
995,brechen::V,ഉടയുക,си́ннемс
996,brechen::V,ഉടയുക,ка́лафтомс
997,klopfen::V,തട്ടുക,чакамс
998,klopfen::V,തട്ടുക,чакиемс
999,hauen::V,അടിക്കുക,шавомс
1000,hauen::V,അടിക്കുക,пиксомс
1001,kleben::V,ഒട്ടിക്കുക,пе́тфнемс
1002,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,шо́вамс
1003,streichen::V,പടർത്തുക,вадемс
1004,schleifen::V,പൊടിക്കുക,шо́вамс
1005,schneiden::V,മുറിക്കുക,керомс
1006,rütteln::V,മുട്ടുക,та́рфтомс
1007,schütteln::V,കുലുക്കുക,шука́демс
1008,schwenken::V,ആടുക,яфодемс
1009,schütten::V,ഒഴിക്കുക,каямс
1010,schütten::V,ഒഴിക്കുക,нюрьхтя́мс
1011,füllen::V,നിറയ്ക്കുക,пяшкодемс
1012,einwickeln::V,പൊതിയുക,тапардамс
1013,tragen::V,വഹിക്കുക,кандомс
1014,schleppen::V,വലിച്ചിഴയ്ക്കുക,ускомс
1015,ziehen::V,വലിക്കുക,ускомс
1016,aufbewahren::V,വയ്ക്കുക,ванфтомс
1017,werfen::V,എറിയുക,ёрямс
1018,fangen::V,പിടിക്കുക,кунда́мс
1019,packen::V,തട്ടിപ്പറിക്കുക,фатямс
1020,verstecken::V,മറയ്ക്കുക,кяшемс
1021,teilen::V,വിഭജിക്കുക,явомс
1022,schicken::V,അയയ്ക്കുക,кучемс
1023,bringen::V,കൊണ്ടുവരുക,кандомс
1024,bringen::V,കൊണ്ടുവരുക,пачфтемс
1025,hinzufügen::V,കൂട്ടുക,пу́томс та́га
1026,hinzufügen::V,കൂട്ടുക,ма́ксомс та́га
1027,bekommen::V,കിട്ടുക,сявомс
1028,erhalten::V,സ്വീകരിക്കുക,сявомс
1029,nehmen::V,എടുക്കുക,сявомс
1030,wählen::V,തിരഞ്ഞെടുക്കുക,ко́чкамс
1031,auswählen::V,തിരഞ്ഞെടുക്കുക,кочкамс
1032,bewahren::V,പുലർത്തുക,ванфтомс
1033,behindern::V,തടയിടുക,шорямс
1034,verderben::V,നശിപ്പിക്കുക,коламс
1035,verderben::V,നശിപ്പിക്കുക,гастямс
1036,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,тиендемс зиян
1037,zerbrechen::V,ഉടയുക,тапамс
1038,zerreißen::V,കീറുക,сяземс
1039,zerstören::V,നശിപ്പിക്കുക,ка́лафтомс
1040,verbrennen::V,കത്തിനശിക്കുക,пълхта́мс
1041,verbrennen::V,കത്തിച്ചുകളയുക,пълхта́мс
1042,geben::V,കൊടുക്കുക,ма́ксомс
1043,geben::V,തരുക,ма́ксомс
1044,reichen::V,കൈമാറുക,максомс
1045,schenken::V,സമ്മാനം കൊടുക്കുക,каземс
1046,versprechen::V,വാഗ്ദാനം_നൽകുക,ма́ксомс вал
1047,wünschen::V,ആഗ്രഹിക്കുക,арьсемс
1048,loben::V,പുകഴ്ത്തുക,шна́мс
1049,küssen::V,ഉമ്മവയ്ക്കുക,палсемс
1050,wiegen::V,ഇളകുക,нюря́фтомс
1051,zudecken::V,മുടുക,вельхтямс
1052,wecken::V,ഉണർത്തുക,стя́фтомс
1053,wecken::V,ഉണർത്തുക,съ́ргозьфтемс
1054,zeigen::V,കാണിക്കുക,няфтемс
1055,führen::V,നടത്തുക,вятемс
1056,lehren::V,പഠിപ്പിക്കുക,тонафтомс
1057,unterrichten::V,പരിശീലിപ്പിക്കുക,тонафтомс
1058,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,касфтомс
1059,leiten::V,നയിക്കുക,вятемс
1060,antreiben::V,പ്രേരിപ്പിക്കുക,вятемс
1061,lassen::V,അനുവദിക്കുക,кошардомс
1062,einladen::V,ക്ഷണിക്കുക,тердемс
1063,einladen::V,ക്ഷണിക്കുക,серьгядемс
1064,vereinigen::V,കൂടിച്ചേരുക,пуроптомс
1065,vereinigen::V,കൂടിച്ചേരുക,кочкамс марса
1066,besuchen::V,സന്ദർശിക്കുക,варжамс
1067,treffen::V,തമ്മിൽ കാണുക,васьфтомс
1068,sich versammeln::V,സംയോജിപ്പിക്കുക,кочкавомс
1069,spielen::V,കളിക്കുക,налхксемс
1070,singen::V,പാടുക,морамс
1071,tanzen::V,നൃത്തം ചെയ്യുക,кштимс
1072,sich trennen::V,നേർപെടുത്തുക,явомс
1073,verlassen::V,പിൻവാങ്ങുക,кадондомс
1074,retten::V,രക്ഷിക്കുക,идемс
1075,retten::V,രക്ഷിക്കുക,араламс
1076,bewachen::V,കാവൽനിൽക്കുക,ваномс
1077,schützen::V,പരിരക്ഷിക്കുക,а́раламс
1078,verteidigen::V,പ്രതിരോധിക്കുക,а́раламс
1079,sich schlagen::V,കലഹിക്കുക,тюремс
1080,schießen::V,വെടിവെക്കുക,ляцемс
1081,siegen::V,വിജയിക്കുക,сяськомс
1082,ärgern::V,വിഷമിപ്പിക്കുക,кяжияфтомс
1083,schlagen::V,അടിക്കുക,токамс
1084,treten::V,തൊഴിക്കുക,тапамс
1085,stechen::V,കുത്തുക,пупамс
1086,stechen::V,കുത്തുക,сялгомс
1087,stoßen::V,തള്ളുക,тостядемс
1088,stehlen::V,മോഷ്ടിക്കുക,саламс
1089,stören::V,ശല്യപ്പെടുത്തുക,шорсемс
1090,belästigen::V,മെനക്കെടുക,токсамс
1091,belästigen::V,മെനക്കെടുക,аф кадомс ваймама
1092,verbergen::V,മറയ്ക്കുക,кяшемс
1093,verbergen::V,ഒളിക്കുക,кяшемс
1094,täuschen::V,കബളിപ്പിക്കുക,васькафтомс
1095,täuschen::V,കബളിപ്പിക്കുക,кяльготнемс
1096,betrügen::V,ചതിക്കുക,васькафнемс
1097,töten::V,കൊല്ലുക,шавомс
1098,töten::V,കൊല്ലുക,аде́ламс
1099,wohnen::V,താമസിക്കുക,эрямс
1100,arbeiten::V,ജോലിചെയ്യുക,покодемс
1101,sammeln::V,സഞ്ചയിക്കുക,кочкамс
1102,sammeln::V,സഞ്ചയിക്കുക,пу́роптомс
1103,pflücken::V,പറിച്ചെടുക്കുക,фатнемс
1104,pflücken::V,പറിച്ചെടുക്കുക,нотфнемс
1105,jagen::V,വേട്ടയാടുക,кунда́мс
1106,fischen::V,മീൻ പിടിക്കുക,калонь кунда́мс
1107,fassen::V,പിടിക്കുക,кунда́мс
1108,hüten::V,ചേർക്കുക,ваномс
1109,treiben::V,വാഹനം_ഓടിക്കുക,панемс
1110,anbinden::V,കെട്ടിയിടുക,сотомс
1111,füttern::V,തീറ്റുക,трямс
1112,füttern::V,തീറ്റുക,а́ндомс
1113,melken::V,പാലുകറക്കുക,потямс
1114,hacken::V,വെട്ടിമുറിക്കുക,лазондомс
1115,gießen::V,നനയ്ക്കുക,валомс
1116,reifen::V,പാകമാകുക,кенеремс
1117,zubereiten::V,പാചകം_ചെയ്യുക,анокламс
1118,kochen::V,വേവിക്കുക,пидемс
1119,backen::V,ബേക്ക് ചെയ്യുക,пидемс
1120,braten::V,പോരിക്കുക,пуштомс
1121,umrühren::V,ഇളക്കുക,шорямс
1122,stricken::V,മെടയുക,кодамс
1123,nähen::V,തുന്നുക,стамс
1124,färben::V,ചായം പൂശുക,а́рхтомс
1125,reinigen::V,വൃത്തിയാക്കുക,ва́ткамс
1126,reinigen::V,വൃത്തിയാക്കുക,а́роптомс
1127,waschen::V,കഴുകുക,муськомс
1128,abwischen::V,തുടയ്ക്കുക,нардамс
1129,spülen::V,കഴുകുക,оргалдомс
1130,fegen::V,അടിച്ചുവാരുക,тяемс
1131,kehren::V,അടിച്ചുവാരുക,тяемс
1132,baden::V,നീന്തിത്തുടിക്കുക,э́шелямс
1133,sich waschen::V,കഴുകുക,штамс
1134,ausziehen::V,ഇഴുക്കുക,кайсефтемс
1135,anziehen::V,ഉടുക്കുക,ща́фтомс
1136,sich anziehen::V,ധരിച്ച നേടുകയുക,щамс
1137,kämmen::V,മുടിചീകുക,се́ендемс
1138,schmücken::V,അലങ്കരിക്കുക,на́ряжамс
1139,schmücken::V,അലങ്കരിക്കുക,ма́зоптомс
1140,sagen::V,പറയുക,азомс
1141,sagen::V,പറയുക,мярьгомс
1142,sprechen::V,സംസാരിക്കുക,корхтамс
1143,reden::V,സംസാരിക്കുക,корхнемс
1144,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,корхнемс
1145,fragen::V,ചോദിക്കുക,ки́зефтемс
1146,bitten::V,അപേക്ഷിക്കുക,а́намс
1147,bitten::V,അപേക്ഷിക്കുക,ве́шемс
1148,erzählen::V,പറയുക,а́зондомс
1149,mitteilen::V,അറിയിക്കുക,азомс
1150,nennen::V,പേരിടുക,лемдемс
1151,nennen::V,പേരിടുക,путомс лем
1152,rufen::V,വിളിക്കുക,серьгядемс
1153,prahlen::V,പൊങ്ങച്ചം പറയുക,шна́фтомс пря́
1154,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ётафтомс
1155,denken::V,ചിന്തിക്കുക,арьсемс
1156,glauben::V,വിശ്വസിക്കുക,кемамс
1157,bemerken::V,ശ്രദ്ധിക്കുക,ня́емс
1158,erkennen::V,തിരിചറിയുക,содамс
1159,begreifen::V,കൈപ്പിടിയിലാക്കുക,сатомс
1160,verstehen::V,മനസ്സിലാക്കുക,шарьхкодемс
