,Concept_ID,sk,ml
646,fleißig::A,snaživý,അദ്ധ്വാനശീലമുള്ള
647,fleißig::A,usilovný,അദ്ധ്വാനശീലമുള്ള
648,geizig::A,skupý,പിശുക്കനായ
649,geizig::A,lakomý,പിശുക്കനായ
650,klug::A,múdry,ബുദ്ധിസാമർഥ്യമുള്ള
651,klug::A,bystrý,ബുദ്ധിസാമർഥ്യമുള്ള
652,geschickt::A,zručný,പ്രതിഭാശാലി
653,geschickt::A,šikovný,പ്രതിഭാശാലി
654,lieb::A,milý,പ്രിയപ്പെട്ട
655,lustig::A,veselý,ആനന്ദകരമായ
656,sanft::A,nežný,സൌമ്യമായ
657,hungrig::A,lačný,വിശപ്പുള്ള
658,hungrig::A,hladný,വിശപ്പുള്ള
659,krank::A,chorý,അസുഖമുള്ള
660,krank::A,nemocný,അസുഖമുള്ള
661,nackt::A,nahý,നഡമായ
662,traurig::A,smutný,വിഷമമുള്ള
663,lebendig::A,živý,ഉപജീവനം
664,gut::A,dobrý,നല്ല
665,schlecht::A,zlý,മോശമായ
666,richtig::A,správny,ശരിയായ
667,schlimm::A,zlý,വൃത്തികെട്ട
668,schlimm::A,nepríjemný,വൃത്തികെട്ട
669,wahr::A,pravý,ശരിയായ
670,wahr::A,pravdivý,ശരിയായ
671,alt::A,starý,പഴയ
672,neu::A,nový,പുതിയ
673,ehemalig::A,bývalý,മുൻ
674,alt[Lebewesen]::A,starý,വയസ്സുള്ള
675,jung::A,mladý,കൌമാരമായ
676,arm::A,chudobný,പാവപ്പെട്ട
677,reich::A,bohatý,സമ്പന്നമായ
678,bekannt::A,známy,പരിചിതമായ
679,berühmt::A,slávny,പ്രശസ്തനായ
680,berühmt::A,povestný,പ്രശസ്തനായ
681,fremd::A,cudzí,വൈദേശികമായ
682,verschieden::A,rôzny,വ്യത്യസ്തമായ
683,verschieden::A,rozličný,വ്യത്യസ്തമായ
684,nah::A,blízky,അരികത്തുള്ള
685,fern::A,ďaleký,അകലെയുള്ള
686,linker::A,ľavý,അവശേഷിച്ച
687,rechter::A,pravý,വലത്തേ
688,anderer::A,iný,മറ്റുള്ള
689,anderer::A,druhý,മറ്റുള്ള
690,erster::A,prvý,ആദ്യത്തെ
691,zweiter::A,druhý,രണ്ടാം
692,dritter::A,tretí,മൂന്നാമത്
693,letzter::A,ostatný,അവസാനത്തെ
694,letzter::A,posledný,അവസാനത്തെ
695,allein::ADV,sám,തനിച്ചുള്ള
696,auf einmal::ADV,zároveň,ഉടന്
697,zusammen::ADV,spolu,ഒരുമിച്ച
698,zusammen::ADV,spoločne,ഒരുമിച്ച
699,lange::ADV,dlho,നീണ്ട_കാലത്തേയ്ക്ക്
700,plötzlich::ADV,náhle,പെട്ടെന്ന്
701,sofort::ADV,hneď,തത്ക്ഷണം
702,sofort::ADV,ihneď,തത്ക്ഷണം
703,später::ADV,neskoršie,പിന്നീട്
704,jetzt::ADV,teraz,ഇപ്പോൾ
705,heute::ADV,dnes,ഇന്ന്
706,morgen::ADV,zajtra,നാളെ
707,bald::ADV,skoro,ഉടനെ
708,dann::ADV,nato,അപ്പോൾ
709,dann::ADV,potom,അപ്പോൾ
710,gestern::ADV,včera,ഇന്നലെ
711,einst::ADV,kedysi,പണ്ടൊരിക്കല്
712,einst::ADV,niekedy,പണ്ടൊരിക്കല്
713,damals::ADV,vtedy,അപ്പോൾ
714,danach::ADV,potom,പിന്നീട്
715,danach::ADV,podľa toho,പിന്നീട്
716,vorher::ADV,napred,മുൻപ്
717,vorher::ADV,predtým,മുൻപ്
718,zuerst::ADV,najprv,ആദ്യം
719,einmal::ADV,raz,ഒരിക്കൽ
720,einmal::ADV,jedenkrát,ഒരിക്കൽ
721,manchmal::ADV,občas,ചിലപ്പോൾ
722,manchmal::ADV,niekedy,ചിലപ്പോൾ
723,oft::ADV,často,പലപ്പോഴും
724,immer::ADV,vždy,എപ്പോഴും
725,immer::ADV,ustavične,എപ്പോഴും
726,niemals::ADV,nikdy,ഒരിക്കലും
727,hier::ADV,tu,ഇവിടെ
728,hierhin::ADV,sem,ഇവിടേക്ക്
729,hierhin::ADV,tade,ഇവിടേക്ക്
730,von hier::ADV,odtiaľto,ഇവിടെനിന്ന്
731,dort::ADV,tam,അവിടെ
732,dorthin::ADV,ta,അവിടേക്ക്
733,dorthin::ADV,tam,അവിടേക്ക്
734,geradeaus::ADV,rovno,മുമ്പിൽ
735,geradeaus::ADV,rovno,മുമന്നോട്ട്
736,geradeaus::ADV,priamo,മുമ്പിൽ
737,geradeaus::ADV,priamo,മുമന്നോട്ട്
738,vorwärts::ADV,napred,മുന്നോട്ട്
739,rückwärts::ADV,nazad,തലതിരിച്ച്
740,zurück::ADV,späť,പുറകിലേക്ക്
741,zurück::ADV,naspäť,പുറകിലേക്ക്
742,unten::ADV,dolu,താഴെ
743,unten::ADV,naspodku,താഴെ
744,hinab::ADV,dolu,താഴേക്ക്
745,oben::ADV,hore,മുകളിൽ
746,oben::ADV,navrchu,മുകളിൽ
747,hinauf::ADV,hore,മുകളിൽ
748,hinauf::ADV,navrch,മുകളിൽ
749,überall::ADV,všade,എല്ലായിടത്തും
750,nicht::ADV,nie,ഇല്ല
751,ein wenig::ADV,trocha,കുറച്ച്
752,kaum::ADV,ledva,കഷ്ടിച്ച്
753,sehr::ADV,veľmi,വളരെ
754,so::ADV,tak,അങ്ങനെ
755,so::ADV,takto,അങ്ങനെ
756,noch::ADV,ešte,ഇപ്പോഴും
757,nur::ADV,len,മാത്രം
758,schon::ADV,už,നേരത്തേ തന്നെ
759,wieder::ADV,zasa,വീണ്ടും
760,vergebens::ADV,márne,വിഫല
761,vergebens::ADV,nadarmo,വിഫല
762,vor::PRP,pred,മുമ്പിൽ
763,hinter::PRP,za,പുറകിൽ
764,unter::PRP,pod,കീഴിൽ
765,durch::PRP,cez,ഉള്ളിലൂടെ
766,neben::PRP,pri,അടുത്ത്
767,neben::PRP,vedľa,അടുത്ത്
768,zwischen::PRP,medzi,ഇടയ്ക്ക്
769,wegen::PRP,pre,നിമിത്തം
770,wegen::PRP,kvôli,നിമിത്തം
771,dies::PRN,to,ഇത്
772,dies::PRN,táto,ഇത്
773,das::PRN,to,അത്
774,alles::PRN,všetko,എല്ലാം
775,ich::PRN,ja,ഞാൻ
776,du::PRN,ty,നിങ്ങൾ
777,er::PRN,on,അദ്ദേഹം
778,er::PRN,on,അയാൾ
779,er::PRN,on,അവൻ
780,er::PRN,on,അവർ
781,er::PRN,on,അവൾ
782,wir::PRN,my,നമ്മൾ
783,ihr::PRN,vy,നിങ്ങൾ
784,sie::PRN,oni,അവർ
785,was::FPRN,čo,എന്ത്
786,wer::FPRN,kto,ആര്
787,wo::FADV,kde,എവിടെ
788,wohin::FADV,kam,എവിടേക്ക്
789,wie::FADV,ako,എങ്ങനെ
790,warum::FADV,prečo,എന്തുകൊണ്ട്
791,wieviel::FNUM,koľko,എത്ര
792,eins::NUM,jeden,ഒന്ന്
793,zwei::NUM,dva,രണ്ട്
794,drei::NUM,tri,മൂന്ന്
795,vier::NUM,štyri,നാല്
796,fünf::NUM,päť,അഞ്ച്
797,sechs::NUM,šesť,ആറ്
798,sieben::NUM,sedem,ഏഴ്
799,acht::NUM,osem,എട്ട്
800,neun::NUM,deväť,ഒമ്പത്
801,zehn::NUM,desať,പത്ത്
802,elf::NUM,jedenásť,പതിനൊന്ന്
803,zwölf::NUM,dvanásť,പന്ത്രണ്ട്
804,zwanzig::NUM,dvadsať,ഇരുപത്
805,dreißig::NUM,tridsať,മുപ്പത്
806,vierzig::NUM,štyridsať,നാൽപ്പത്
807,fünfzig::NUM,päťdesiat,അൻപത്
808,sechzig::NUM,šesťdesiat,അറുപത്
809,siebzig::NUM,sedemdesiat,എഴുപത്
810,achtzig::NUM,osemdesiat,എൺപത്
811,neunzig::NUM,deväťdesiat,തൊണ്ണൂറ്
812,hundert::NUM,sto,നൂറ്
813,tausend::NUM,tisíc,ആയിരം
814,und::CNJ,i,ഉം
815,oder::CNJ,alebo,അഥവാ
816,stehen::V,stáť,നിൽക്കുക
817,sitzen::V,sedieť,ഇരിക്കുക
818,liegen::V,ležať,കിടക്കുക
819,hängen::V,visieť,തൂങ്ങുക
820,werden::V,stať sa,ആയിത്തീരുക
821,passieren::V,stať sa,സംഭവിക്കുക
822,beginnen::V,začať sa,ആരംഭിക്കുക
823,enden::V,končiť sa,അവസാനിപ്പിക്കുക
824,wechseln::V,meniť sa,മാറ്റുക
825,aufgehen[Sonne]::V,vychádzať,ഉയരുക
826,untergehen[Sonne]::V,zapadnúť,അടുക്കി_വയ്ക്കുക
827,scheinen[Sonne]::V,svietiť,പ്രകാശിക്കുക
828,donnern::V,hrmieť,ഇടിവെട്ടുക
829,wehen::V,viať,വീശുക
830,strömen::V,prúdiť,ഒഴുകുക
831,fließen::V,tiecť,ഒഴുകുക
832,sich drehen::V,točiť sa,ചുറ്റുക
833,sich drehen::V,točiť sa,കറക്കുക
834,sich drehen::V,krútiť sa,ചുറ്റുക
835,sich drehen::V,krútiť sa,കറക്കുക
836,schwanken::V,kolísať,ഇരുവശത്തേയ്ക്കും_ആടുക
837,schwanken::V,klátiť sa,ഇരുവശത്തേയ്ക്കും_ആടുക
838,schwingen::V,kývať sa,ആടുക
839,schwingen::V,chvieť sa,ആടുക
840,fallen::V,padať,വീഴുക
841,brennen::V,páliť,കത്തുക
842,brennen::V,horieť,കത്തുക
843,rauchen::V,dymiť sa,പുകയുക
844,regnen::V,pršať,മഴ_പെയ്യുക
845,gefrieren::V,zamrznút,തണത്ത്_മരവിക്കുക
846,tauen::V,taviť sa,അലിയുക
847,schmelzen::V,taviť sa,ഉരുകുക
848,trocknen::V,schnúť,വരളുക
849,sieden::V,vrieť,തിളപ്പിക്കുക
850,faulen::V,hniť,ചീയുക
851,verfaulen::V,zhniť,അഴുകുക
852,reißen::V,pretrhnúť sa,ശബ്ദത്തോടെ_മുറിയുക
853,versinken::V,zapadnúť,മുക്കുക
854,versinken::V,potopiť sa,മുക്കുക
855,vergehen::V,plynúť,കടന്നുപോകുക
856,erscheinen::V,objaviť sa,പ്രത്യക്ഷപ്പെടുക
857,verschwinden::V,zmiznúť,അദൃശ്യമാകുക
858,sinken::V,klesať,താഴുക
859,abnehmen::V,ubúdať,കുറിയുക
860,zunehmen::V,pribúdať,വർദ്ധിക്കുക
861,steigen::V,stúpať,ഉയരുക
862,wachsen::V,rásť,വളരുക
863,glänzen::V,jagať sa,മിന്നുക
864,glänzen::V,lesknúť sa,മിന്നുക
865,funkeln::V,iskriť sa,തിളങ്ങുക
866,lärmen::V,lomoziť,ശബ്ദമുണ്ടാക്കുക
867,läuten::V,cengať,മണിമുഴങ്ങുക
868,klingeln::V,zvoniť,ചിലമ്പുക
869,klirren::V,rinčať,കിലുക്കുക
870,brausen::V,hučať,മുഴങ്ങുക
871,rauschen::V,šumieť,അനങ്ങുക
872,klingen::V,znieť,മുഴക്കുക
873,klingen::V,zvoniť,മുഴക്കുക
874,bellen::V,štekať,കുരയ്ക്കുക
875,bellen::V,brechať,കുരയ്ക്കുക
876,heulen::V,vyť,ഓരിയിടുക
877,blasen::V,duť,ഊതുക
878,blasen::V,fúkať,ഊതുക
879,pfeifen::V,pískať,വിസിലടിക്കുക
880,pfeifen::V,hvízdať,വിസിലടിക്കുക
881,schreien::V,kričať,ആക്രോശിക്കുക
882,stöhnen::V,stenať,അരക്കം
883,stöhnen::V,stenať,ആർത്തനാദം
884,zittern::V,triasť sa,വിറയ്ക്കുക
885,leben::V,žiť,താമസിക്കുക
886,geboren werden::V,narodiť sa,ജനിക്കുക
887,atmen::V,dýchať,ശ്വസിക്കുക
888,trinken::V,piť,കുടിക്കുക
889,essen::V,jesť,കഴിക്കുക
890,schlucken::V,zhltnuť,വിഴുങ്ങുക
891,müde werden::V,unaviť sa,ക്ഷീണിക്കുക
892,einschlafen::V,usnúť,നിദ്രിക്കുക
893,einschlafen::V,zaspať,നിദ്രിക്കുക
894,schlafen::V,spať,ഉറങ്ങുക
895,aufwachen::V,zobudiť sa,ഉണരുക
896,aufstehen::V,vstať,എഴുന്നേൽക്കുക
897,sich erholen::V,zotavovať sa,വിശ്രമിക്കുക
898,sich erholen::V,oddýchovať si,വിശ്രമിക്കുക
899,krank werden::V,ochorieť,ദീനംപിടിക്കുക
900,krank sein::V,chorieť,രോഗികളാകുക
901,krank sein::V,byť chorý,രോഗികളാകുക
902,schmerzen::V,bolieť,വേദനിക്കുക
903,husten::V,kašľať,ചുമയ്ക്കുക
904,genesen::V,uzdraviť sa,സുഖപ്പെടുക
905,sterben::V,umrieť,മരിക്കുക
906,sterben::V,zomrieť,മരിക്കുക
907,umkommen::V,zahynúť,മരിക്കുക
908,sich bewegen::V,pohybovať sa,സ്ഥലം_മാറുക
909,sich rühren::V,hnúť sa,ചലിക്കുക
910,sich erheben::V,zdvihnúť sa,നിൽക്കുക
911,sich setzen::V,sadnúť si,ഇരിക്കുക
912,hinfallen::V,spadnúť,വീഴുക
913,laufen::V,bežať,നടക്കുക
914,schreiten::V,kráčať,നടക്കുക
915,spazierengehen::V,prechádzať sa,ഉലാത്തുക
916,eilen::V,súriť,പാഞ്ഞെത്തുക
917,sich beeilen::V,ponáhľať sa,തിരിക്കുകൂട്ടുക
918,sich beeilen::V,ponáhľať sa,തിടുക്കം_കാട്ടുക
919,sausen::V,hučať,കുതിക്കുക
920,rennen::V,bežať,ഓടുക
921,springen::V,skákať,ചാടുക
922,klettern::V,liezť,കയറുക
923,schaukeln::V,húpať,ഇളകുക
924,schaukeln::V,hojdať,ഇളകുക
925,kriechen::V,liezť,പതുങ്ങികയറുക
926,kriechen::V,plaziť sa,പതുങ്ങികയറുക
927,schwimmen::V,plávať,നീന്തുക
928,tauchen::V,ponoriť sa,വെള്ളത്തിലേക്ക് ചാടുക
929,rudern::V,veslovať,തുഴയുക
930,fahren::V,ísť,വാഹനം ഓടിക്കുക
931,fahren::V,jazdiť,വാഹനം ഓടിക്കുക
932,fliegen::V,letieť,പറക്കുക
933,gehen::V,ísť,പോകുക
934,weggehen::V,odísť,വിടുക
935,weggehen::V,odchádzať,വിടുക
936,abfahren::V,odcestovať,പുറപ്പെടുക
937,anhalten::V,zadržať sa,നിർത്തുക
938,anhalten::V,zastaviť sa,നിർത്തുക
939,hineingehen::V,vchádzať,പ്രവേശിക്കുക
940,eintreten::V,vojsť,പ്രവേശിക്കുക
941,eintreten::V,vstúpiť,പ്രവേശിക്കുക
942,kommen::V,prísť,വരുക
943,ankommen::V,prísť,എത്തിച്ചേരുക
944,ankommen::V,doraziť,എത്തിച്ചേരുക
945,zurückkommen::V,vrátiť sa,തിരിച്ചു വരുക
946,bleiben::V,ostať,തുടരുക
947,bleiben::V,zostať,തുടരുക
948,warten::V,čakať,കാത്തിരിക്കുക
949,erwarten::V,očakávať,പ്രതീക്ഷിക്കുക
950,suchen::V,hľadať,തിരയുക
951,finden::V,nájsť,കണ്ടെത്തുക
952,versuchen::V,skúsiť,ശ്രമിക്കുക
953,versuchen::V,pokúsiť sa,ശ്രമിക്കുക
954,vorbereiten::V,pripraviť,തയ്യാറെടുക്കുക
955,lieben::V,ľúbiť,സ്നേഹിക്കുക
956,lieben::V,milovať,സ്നേഹിക്കുക
957,mögen::V,mať rád,ഇഷ്ടപ്പെടുക
958,lachen::V,smiať sa,ചിരിക്കുക
959,rühren::V,dojať,ഹൃദയം സ്പർശിക്കുക
960,weinen::V,plakať,തേങ്ങുക
961,schimpfen::V,nadávať,പിറുപിറുക്കുക
962,sich ärgern::V,hnevať sa,കോപിക്കുക
963,sich ärgern::V,zlostiť sa,കോപിക്കുക
964,sich fürchten::V,báť sa,പേടിക്കുക
965,fürchten::V,báť sa,പേടിക്കുക
966,fliehen::V,utekať,രക്ഷപ്പെടുക
967,flüchten::V,utiecť,രക്ഷപ്പെടുക
968,sehen::V,vidieť,കാണുക
969,anschauen::V,pozrieť sa na,നോക്കുക
970,ansehen::V,pozrieť,നോക്കുക
971,hören::V,počúvať,കേൾക്കുക
972,zuhören::V,počúvať,ശ്രദ്ധിക്കുക
973,probieren::V,ochutnať,രുചിയുള്ളതായി_തോന്നുക
974,riechen::V,ňuchať,മണത്തു_നോക്കുക
975,fühlen::V,cítiť,സ്പർശിച്ചറിയുക
976,fühlen::V,pociťovať,സ്പർശിച്ചറിയുക
977,scheinen::V,zdať sa,കാണപ്പെടുക
978,zu sehen sein::V,byť vidieť,വെളിച്ചപ്പെടുക
979,vernehmen::V,počuť,കേൾക്കുക
980,frieren::V,mrznúť,വിറയ്ക്കുക
981,frieren::V,oziabať,വിറയ്ക്കുക
982,tun::V,robiť,ചെയ്യുക
983,können::V,môcť,കഴിയുക
984,wollen::V,chcieť,വേണുക
985,anfangen::V,začať,തുടങ്ങുക
986,beenden::V,skončiť,പൂർത്തിയാക്കുക
987,aufhören::V,prestať,നിർത്തുക
988,gelingen::V,podariť sa,വിജയിക്കുക
989,geraten::V,dariť sa,പരിണമിക്കുക
990,öffnen::V,otvoriť,തുറക്കുക
991,schließen::V,zavrieť,അടയ്ക്കുക
992,stellen::V,postaviť,വയ്ക്കുക
993,setzen::V,posadiť,വയ്ക്കുക
994,legen::V,klásť,ഇടുക
995,legen::V,položiť,ഇടുക
996,berühren::V,dotykať sa,തൊടുക
997,verbinden::V,spojiť,ഘടിപ്പിക്കുക
998,bedecken::V,pokryť,മുടുക
999,aufhängen::V,zavesiť,കെട്ടിതൂക്കുക
1000,anzünden::V,zapáliť,കത്തിക്കുക
1001,aufheben::V,zdvihnúť,പെറുക്കിയെടുക്കുക
1002,zurücklassen::V,zanechať,വച്ചുപോരുക
1003,verlieren::V,stratiť,നഷ്ടപ്പെടുക
1004,fallen lassen::V,pustiť,വീഴ്ത്തുക
1005,machen::V,robiť,ഉണ്ടാക്കുക
1006,herstellen::V,vyrobiť,ഉൽപാദിപ്പിക്കുക
1007,bauen::V,stavať,നിർമ്മിക്കുക
1008,bauen::V,budovať,നിർമ്മിക്കുക
1009,reparieren::V,opraviť,നന്നാക്കുക
1010,verbessern::V,zlepšiť,മെച്ചപ്പെടുക
1011,ändern::V,zmeniť,മാറ്റംവരുത്തുക
1012,ändern::V,preinačiť,മാറ്റംവരുത്തുക
1013,graben::V,ryť,കുഴിക്കുക
1014,graben::V,kopať,കുഴിക്കുക
1015,beugen::V,ohnúť,വണങ്ങുക
1016,biegen::V,ohnúť,കുനിയുക
1017,drehen::V,točiť,തിരിക്കുക
1018,drehen::V,krútiť,തിരിക്കുക
1019,wenden::V,obrátiť,തിരിയുക
1020,wenden::V,prevrátiť,തിരിയുക
1021,umdrehen::V,otočiť,തിരിയുക
1022,umdrehen::V,obrátiť,തിരിയുക
1023,heben::V,dvíhať,ഉയർത്തുക
1024,heben::V,povzniesť,ഉയർത്തുക
1025,hochheben::V,zdvihnúť,ഉയർത്തുക
1026,ergreifen::V,uchopiť sa,ബലമായി_പിടിക്കുക
1027,halten::V,držať,പിടിക്കുക
1028,drücken::V,tisnúť,അമർത്തുക
1029,schieben::V,posunovať,തള്ളുക
1030,kratzen::V,škrabať,ചുരണ്ടുക
1031,lecken::V,lízať,നക്കുക
1032,beißen::V,kúsať,കടിക്കുക
1033,abreißen::V,odtrhnúť,കീറിക്കളയുക
1034,abschneiden::V,odrezať,മുറിച്ചുമാറ്റുക
1035,abschneiden::V,odkrojiť,മുറിച്ചുമാറ്റുക
1036,binden::V,zaviazať,കെട്ടുക
1037,binden::V,priviazať,കെട്ടുക
1038,stecken::V,strčiť,തുളയ്ക്കുക
1039,brechen::V,zlomiť,ഉടയുക
1040,klopfen::V,tĺcť,തട്ടുക
1041,klopfen::V,klopať,തട്ടുക
1042,hauen::V,nabiť,അടിക്കുക
1043,kleben::V,lepiť,ഒട്ടിക്കുക
1044,kleben::V,nalepiť,ഒട്ടിക്കുക
1045,reiben::V,trieť,തിരുമ്മിത്തുടയ്ക്കുക
1046,streichen::V,namazať,പടർത്തുക
1047,schleifen::V,ostríť,പൊടിക്കുക
1048,schneiden::V,rezať,മുറിക്കുക
1049,schneiden::V,strihať,മുറിക്കുക
1050,rütteln::V,triasť,മുട്ടുക
1051,rütteln::V,lomcovať,മുട്ടുക
1052,schütteln::V,triasť,കുലുക്കുക
1053,schütteln::V,potriasť,കുലുക്കുക
1054,schwenken::V,mávať,ആടുക
1055,schütten::V,sypať,ഒഴിക്കുക
1056,füllen::V,plniť,നിറയ്ക്കുക
1057,einwickeln::V,zabaliť,പൊതിയുക
1058,tragen::V,niesť,വഹിക്കുക
1059,schleppen::V,vliecť,വലിച്ചിഴയ്ക്കുക
1060,ziehen::V,ťahať,വലിക്കുക
1061,aufbewahren::V,uložiť,വയ്ക്കുക
1062,aufbewahren::V,uschovať,വയ്ക്കുക
1063,werfen::V,hodiť,എറിയുക
1064,werfen::V,vrhnúť,എറിയുക
1065,fangen::V,chytať,പിടിക്കുക
1066,packen::V,baliť,തട്ടിപ്പറിക്കുക
1067,packen::V,chytiť,തട്ടിപ്പറിക്കുക
1068,verstecken::V,skryť,മറയ്ക്കുക
1069,verstecken::V,schovať,മറയ്ക്കുക
1070,teilen::V,podeliť,വിഭജിക്കുക
1071,teilen::V,rozdeliť,വിഭജിക്കുക
1072,schicken::V,posielať,അയയ്ക്കുക
1073,bringen::V,priniesť,കൊണ്ടുവരുക
1074,hinzufügen::V,pripojiť,കൂട്ടുക
1075,bekommen::V,dostať,കിട്ടുക
1076,erhalten::V,prijať,സ്വീകരിക്കുക
1077,nehmen::V,vziať,എടുക്കുക
1078,wählen::V,voliť,തിരഞ്ഞെടുക്കുക
1079,auswählen::V,vybrať,തിരഞ്ഞെടുക്കുക
1080,auswählen::V,vyvoliť,തിരഞ്ഞെടുക്കുക
1081,bewahren::V,zachovať,പുലർത്തുക
1082,behindern::V,zavadzať,തടയിടുക
1083,behindern::V,byť v ceste,തടയിടുക
1084,verderben::V,skaziť,നശിപ്പിക്കുക
1085,beschädigen::V,ublížiť,ക്ഷതമേൽപ്പിക്കുക
1086,beschädigen::V,poškodiť,ക്ഷതമേൽപ്പിക്കുക
1087,zerbrechen::V,rozbiť,ഉടയുക
1088,zerbrechen::V,prelomiť,ഉടയുക
1089,zerreißen::V,pretrhnúť,കീറുക
1090,zerstören::V,zničiť,നശിപ്പിക്കുക
1091,verbrennen::V,spáliť,കത്തിനശിക്കുക
1092,verbrennen::V,spáliť,കത്തിച്ചുകളയുക
1093,geben::V,dať,കൊടുക്കുക
1094,geben::V,dať,തരുക
1095,reichen::V,podať,കൈമാറുക
1096,schenken::V,darovať,സമ്മാനം കൊടുക്കുക
1097,versprechen::V,sľúbiť,വാഗ്ദാനം_നൽകുക
1098,wünschen::V,želať,ആഗ്രഹിക്കുക
1099,loben::V,chváliť,പുകഴ്ത്തുക
1100,küssen::V,bozkať,ഉമ്മവയ്ക്കുക
1101,wiegen::V,kolísať,ഇളകുക
1102,zudecken::V,prikryť,മുടുക
1103,wecken::V,zobudiť,ഉണർത്തുക
1104,zeigen::V,ukázať,കാണിക്കുക
1105,führen::V,viesť,നടത്തുക
1106,lehren::V,učiť,പഠിപ്പിക്കുക
1107,unterrichten::V,vyučovať,പരിശീലിപ്പിക്കുക
1108,aufziehen::V,vychovať,വളർത്തിക്കൊണ്ടുവരുക
1109,leiten::V,viesť,നയിക്കുക
1110,antreiben::V,popudiť,പ്രേരിപ്പിക്കുക
1111,lassen::V,dať,അനുവദിക്കുക
1112,einladen::V,pozvať,ക്ഷണിക്കുക
1113,einladen::V,povolať,ക്ഷണിക്കുക
1114,vereinigen::V,spojiť,കൂടിച്ചേരുക
1115,vereinigen::V,zjednotiť,കൂടിച്ചേരുക
1116,besuchen::V,navštíviť,സന്ദർശിക്കുക
1117,treffen::V,stretnúť,തമ്മിൽ കാണുക
1118,sich versammeln::V,zhromaždiť sa,സംയോജിപ്പിക്കുക
1119,spielen::V,hrať,കളിക്കുക
1120,singen::V,spievať,പാടുക
1121,tanzen::V,tancovať,നൃത്തം ചെയ്യുക
1122,sich trennen::V,rozísť sa,നേർപെടുത്തുക
1123,verlassen::V,opustiť,പിൻവാങ്ങുക
1124,retten::V,zachrániť,രക്ഷിക്കുക
1125,bewachen::V,strážiť,കാവൽനിൽക്കുക
1126,schützen::V,chrániť,പരിരക്ഷിക്കുക
1127,verteidigen::V,brániť,പ്രതിരോധിക്കുക
1128,sich schlagen::V,biť sa,കലഹിക്കുക
1129,schießen::V,streliť,വെടിവെക്കുക
1130,schießen::V,strieľať,വെടിവെക്കുക
1131,siegen::V,zvíťaziť,വിജയിക്കുക
1132,ärgern::V,hnevať,വിഷമിപ്പിക്കുക
1133,ärgern::V,zlostiť,വിഷമിപ്പിക്കുക
1134,schlagen::V,biť,അടിക്കുക
1135,schlagen::V,udrieť,അടിക്കുക
1136,treten::V,kopnúť,തൊഴിക്കുക
1137,stechen::V,bodnúť,കുത്തുക
1138,stechen::V,pichnúť,കുത്തുക
1139,stoßen::V,udrieť,തള്ളുക
1140,stehlen::V,kradnúť,മോഷ്ടിക്കുക
1141,stören::V,vyrušiť,ശല്യപ്പെടുത്തുക
1142,belästigen::V,obťažovať,മെനക്കെടുക
1143,verbergen::V,skryť,മറയ്ക്കുക
1144,verbergen::V,skryť,ഒളിക്കുക
1145,täuschen::V,sklamať,കബളിപ്പിക്കുക
1146,betrügen::V,klamať,ചതിക്കുക
1147,betrügen::V,podvádzať,ചതിക്കുക
1148,töten::V,zabiť,കൊല്ലുക
1149,töten::V,usmrtiť,കൊല്ലുക
1150,wohnen::V,bývať,താമസിക്കുക
1151,arbeiten::V,pracovať,ജോലിചെയ്യുക
1152,sammeln::V,zbierať,സഞ്ചയിക്കുക
1153,pflücken::V,trhať,പറിച്ചെടുക്കുക
1154,pflücken::V,oberať,പറിച്ചെടുക്കുക
1155,jagen::V,poľovať,വേട്ടയാടുക
1156,fischen::V,loviť ryby,മീൻ പിടിക്കുക
1157,fischen::V,chytať ryby,മീൻ പിടിക്കുക
1158,fassen::V,uloviť,പിടിക്കുക
1159,hüten::V,pásť,ചേർക്കുക
1160,treiben::V,hnať,വാഹനം_ഓടിക്കുക
1161,anbinden::V,priviazať,കെട്ടിയിടുക
1162,füttern::V,kŕmiť,തീറ്റുക
1163,melken::V,dojiť,പാലുകറക്കുക
1164,hacken::V,seknúť,വെട്ടിമുറിക്കുക
1165,gießen::V,polievať,നനയ്ക്കുക
1166,reifen::V,dozrieť,പാകമാകുക
1167,zubereiten::V,pripraviť,പാചകം_ചെയ്യുക
1168,kochen::V,variť,വേവിക്കുക
1169,backen::V,piecť,ബേക്ക് ചെയ്യുക
1170,backen::V,smažiť,ബേക്ക് ചെയ്യുക
1171,braten::V,piecť,പോരിക്കുക
1172,braten::V,pražiť,പോരിക്കുക
1173,umrühren::V,pomiešať,ഇളക്കുക
1174,stricken::V,pliesť,മെടയുക
1175,nähen::V,šiť,തുന്നുക
1176,färben::V,zafarbiť,ചായം പൂശുക
1177,reinigen::V,čistiť,വൃത്തിയാക്കുക
1178,waschen::V,myť,കഴുകുക
1179,abwischen::V,utrieť,തുടയ്ക്കുക
1180,spülen::V,vyplachovať,കഴുകുക
1181,fegen::V,zametať,അടിച്ചുവാരുക
1182,kehren::V,zametať,അടിച്ചുവാരുക
1183,baden::V,kúpať sa,നീന്തിത്തുടിക്കുക
1184,sich waschen::V,umývať sa,കഴുകുക
1185,ausziehen::V,zobliecť,ഇഴുക്കുക
1186,anziehen::V,obliecť,ഉടുക്കുക
1187,sich anziehen::V,obliecť sa,ധരിച്ച നേടുകയുക
1188,kämmen::V,česať,മുടിചീകുക
1189,schmücken::V,ozdobiť,അലങ്കരിക്കുക
1190,sagen::V,povedať,പറയുക
