,Concept_ID,ady,no
703,neben::PRP,дэжь,ved siden av
704,zwischen::PRP,азыфа́гу,mellom
705,wegen::PRP,къы-,på grunn av
706,dies::PRN,ар,dette
707,das::PRN,а,det
708,das::PRN,мо,det
709,alles::PRN,зэкӏэ́,alt
710,ich::PRN,сэ,jeg
711,du::PRN,о,du
712,er::PRN,ар,han
713,wir::PRN,тэ,vi
714,ihr::PRN,шъо,dere
715,sie::PRN,ахэр,de
716,was::FPRN,сыд,hva
717,wer::FPRN,хэт,hvem
718,wo::FADV,тыдэ́,hvor
719,wohin::FADV,тыдэ́,hvor ... hen
720,wie::FADV,сыдэущтэ́у,hvordan
721,warum::FADV,сыд пае́,hvorfor
722,wieviel::FNUM,тхьапш,hvor mye
723,wieviel::FNUM,сыд фэди́з,hvor mye
724,eins::NUM,зы,en
725,eins::NUM,зы,ett
726,zwei::NUM,тӏу,to
727,drei::NUM,щы,tre
728,vier::NUM,плӏы,fire
729,fünf::NUM,тфы,fem
730,sechs::NUM,хы,seks
731,sieben::NUM,блы,sju
732,acht::NUM,и,åtte
733,neun::NUM,бгъу,ni
734,zehn::NUM,пшӏы,ti
735,elf::NUM,пшӏыкӏузы́,elleve
736,zwölf::NUM,пшӏыкӏутӏу,tolv
737,zwanzig::NUM,тӏокӏы́,tjue
738,dreißig::NUM,щэкӏы,tretti
739,vierzig::NUM,тӏокӏи́тӏу,førti
740,fünfzig::NUM,шъэны́ыкъу,femti
741,sechzig::NUM,тӏокӏи́щ,seksti
742,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,sytti
743,achtzig::NUM,тӏокӏи́пӏ,åtti
744,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,nitti
745,hundert::NUM,шъэ,hundre
746,tausend::NUM,мин,tusen
747,und::CNJ,ыкӏи,og
748,oder::CNJ,е,eller
749,stehen::V,ущытын,stå
750,stehen::V,умыхъыен,stå
751,sitzen::V,уисын,sitte
752,sitzen::V,утесын,sitte
753,liegen::V,телъы́н,ligge
754,hängen::V,къыщылэлын,henge
755,hängen::V,къыщылэлын щыгъын быхъур,henge
756,werden::V,хъун,bli
757,passieren::V,къэхъун,skje
758,passieren::V,къэхъун,hende
759,beginnen::V,къежьэн,begynne
760,beginnen::V,къыублэн,begynne
761,enden::V,ухы́н,ende
762,enden::V,ухы́н,slutte
763,wechseln::V,зэхъожьы́н,veksle
764,aufgehen[Sonne]::V,къыкъокӏы́н,stå opp
765,untergehen[Sonne]::V,къохьан,gå ned
766,scheinen[Sonne]::V,къепсыи,skinne
767,donnern::V,гъогъон,tordne
768,wehen::V,епщэ́н,blåse
769,strömen::V,чъэн,strømme
770,fließen::V,чъэн,flyte
771,sich drehen::V,зыгъэчэрэгъу́н,dreie seg
772,schwanken::V,хъые́н,svaie
773,schwingen::V,зыгъэхъые́н,svinge
774,fallen::V,къефэхы́н,falle
775,brennen::V,стын,brenne
776,rauchen::V,ӏугъо къикӏын,ryke
777,regnen::V,къещхы́н,regne
778,gefrieren::V,дыкъын,fryse
779,tauen::V,жъун,tine
780,schmelzen::V,ткӏун,smelte
781,trocknen::V,гъушъы́н,tørre
782,trocknen::V,чъэпхъу́н,tørre
783,sieden::V,жъон,koke
784,faulen::V,шъун,råtne
785,verfaulen::V,шъун,råtne
786,reißen::V,зэӏэтхъы́н,briste
787,versinken::V,чӏихьан,synke
788,versinken::V,чӏихьан,synke ned
789,vergehen::V,блэкӏы́н,forløpe
790,erscheinen::V,къэлъэгъон,synes
791,verschwinden::V,кӏодыжьы́н,forsvinne
792,abnehmen::V,къыкӏичын,avta
793,abnehmen::V,къыкӏичын,minske
794,zunehmen::V,хэхъо́н,tilta
795,steigen::V,къежьэн,stige
796,wachsen::V,хэхъо́н,gro
797,wachsen::V,хэхъо́н,vokse
798,wachsen::V,къэкӏы́н,gro
799,wachsen::V,къэкӏы́н,vokse
800,glänzen::V,цӏыу́н,skinne
801,funkeln::V,жъыу́н,tindre
802,lärmen::V,бырсыры́н,bråke
803,läuten::V,теон,ringe
804,klingeln::V,теон,ringe
805,brausen::V,шъуин,bruse
806,rauschen::V,макъэ гъэӏун,suse
807,klingen::V,къыхэӏукӏын,lyde
808,klingen::V,къыхэӏукӏын,klinge
809,bellen::V,хьакъу́н,gjø
810,bellen::V,хьакъу́н,bjeffe
811,heulen::V,быун,ule
812,blasen::V,епщэ́н,blåse
813,pfeifen::V,шъуин,plystre
814,schreien::V,куо́н,skrike
815,schreien::V,кӏыи́н,skrike
816,stöhnen::V,щэӏун,stønne
817,zittern::V,кӏэзэзын,dirre
818,zittern::V,кӏэзэзын,skjelve
819,leben::V,псэу́н,leve
820,geboren werden::V,къэхъун,fødes
821,atmen::V,жьы къэщэ́н,ånde
822,atmen::V,жьы къэщэ́н,puste
823,trinken::V,ешъо́н,drikke
824,essen::V,шхын,spise
825,schlucken::V,бдырыин,svelge
826,müde werden::V,пшъын,bli trett
827,einschlafen::V,хэчъыен,sovne
828,schlafen::V,чъые́н,sove
829,aufwachen::V,къэущы́н,våkne
830,aufstehen::V,уцу́н,stå opp
831,sich erholen::V,зыгъэпсэфын,bli bra
832,sich erholen::V,зыгъэпсэфын,komme seg
833,krank werden::V,сымаджэ́ хъун,bli syk
834,krank sein::V,сымэджэ́н,være syk
835,schmerzen::V,сымэджэ́н,gjøre vondt
836,husten::V,пскэ́н,hoste
837,genesen::V,хъужьын,komme seg
838,sterben::V,лӏэн,dø
839,umkommen::V,хэкӏодэн,omkomme
840,sich bewegen::V,хъые́н,bevege seg
841,sich rühren::V,хъые́н,røre på seg
842,sich erheben::V,къэтэджын,reise seg
843,sich setzen::V,тӏысы́н,sette sig
844,hinfallen::V,ебэджы́н,falle over ende
845,laufen::V,кӏон,løpe
846,schreiten::V,кӏон,skride
847,spazierengehen::V,къэкӏухьэн,spasere
848,spazierengehen::V,къэкӏухьэн,gå en tur
849,eilen::V,гузэжъон,ile
850,sich beeilen::V,гуӏэ́н,skynde seg
851,sausen::V,псынкӏэ́у чъэн,suse
852,rennen::V,чъэн,løpe
853,springen::V,пкӏэн,hoppe
854,springen::V,пкӏэн,springe
855,klettern::V,дэцохъоен,klatre
856,schaukeln::V,уешӏэн,huske
857,kriechen::V,цохъо́н,krype
858,schwimmen::V,есы́н,svømme
859,tauchen::V,зычӏэгъэо́н,dykke
860,rudern::V,къошъо бэщкӏэ фын,ro
861,fahren::V,кӏон,kjøre
862,fliegen::V,быбы́н,fly
863,gehen::V,кӏон,gå
864,weggehen::V,ӏукӏын,gå bort
865,abfahren::V,ежьэн,reise
866,anhalten::V,къэуцу́н,stanse
867,hineingehen::V,ихьан,gå inn
868,eintreten::V,чӏэхьан,tre inn
869,kommen::V,къэкӏо́н,komme
870,ankommen::V,къэсы́н,ankomme
871,ankommen::V,къэсы́н,komme til
872,zurückkommen::V,гъэзэжьын,komme tilbake
873,bleiben::V,къэнэ́н,bli
874,bleiben::V,къэнэ́н,forbli
875,warten::V,пэплъэ́н,vente
876,erwarten::V,ежэн,vente
877,suchen::V,лъыхъу́н,søke
878,finden::V,къэгъоты́н,finne
879,finden::V,къыхэгъэщы́н,finne
880,versuchen::V,пылъы́н,prøve
881,versuchen::V,пылъы́н,forsøke
882,vorbereiten::V,гъэхьазыры́н,forberede
883,lieben::V,шӏу плъэгъу́н,elske
884,mögen::V,шӏу плъэгъу́н,like
885,lachen::V,щхын,le
886,rühren::V,гур гъэузын,røre
887,weinen::V,гъын,gråte
888,schimpfen::V,хъонэн,skjelle
889,sich ärgern::V,губжы́н,ergre seg
890,sich fürchten::V,щынэ́н,være redd
891,fürchten::V,щынэ́н,være redd for
892,sehen::V,льэгъу́н,se
893,anschauen::V,плъэн,se på
894,anschauen::V,плъэн,betrakte
895,anschauen::V,еплъы́н,se på
896,anschauen::V,еплъы́н,betrakte
897,ansehen::V,плъэн,anse
898,hören::V,зэхэхын,høre
899,zuhören::V,дэӏо́н,tilhøre
900,probieren::V,хэӏэн,smake
901,probieren::V,хэӏэн,smake på
902,riechen::V,пэмэ́н,lukte
903,fühlen::V,зэхэпшӏэн,føle
904,scheinen::V,уащыхъу́н,se ut
905,scheinen::V,уашӏошӏы́н,se ut
906,zu sehen sein::V,зэрэлъэгъу́н,synes
907,vernehmen::V,зэхэхын,få vite
908,frieren::V,дыкъын,fryse
909,frieren::V,пӏыкӏэн,fryse
910,frieren::V,чъыӏэ́ лӏэн,fryse
911,tun::V,шӏын,gjøre
912,können::V,лъэкӏы́н,kunne
913,wollen::V,фэе́н,ville
914,anfangen::V,ублэн,begynne
915,beenden::V,ухы́н,avslutte
916,aufhören::V,щыгъэтын,slutte
917,aufhören::V,щыгъэтын,holde opp
918,gelingen::V,хъун,lykkes
919,öffnen::V,ӏухы́н,åpne
920,schließen::V,игъэсэн,lukke
921,schließen::V,игъэсэн,stenge
922,stellen::V,бгъэуцун,stille
923,setzen::V,гъэтӏысы́н,sette
924,legen::V,хэлъхьа́н,legge
925,berühren::V,эӏэн,berøre
926,berühren::V,нэсын,berøre
927,verbinden::V,зэхэпхэ́н,forbinde
928,verbinden::V,пхын,forbinde
929,bedecken::V,техъо́н,dekke
930,aufhängen::V,пылъэ́н,henge
931,aufhängen::V,пылъэ́н,henge opp
932,anzünden::V,хэгъэнэ́н,tenne
933,anzünden::V,хэгъэнэ́н,antenne
934,anzünden::V,хэгъэнэ́н,tenne på
935,zurücklassen::V,къэгъэнэ́н,slippe tilbake
936,verlieren::V,чӏэ́нэн,miste
937,verlieren::V,шӏокӏоды́н,miste
938,fallen lassen::V,чӏэунэн,droppe
939,fallen lassen::V,чӏэунэн,la falle
940,fallen lassen::V,пӏэпызын,droppe
941,fallen lassen::V,пӏэпызын,la falle
942,machen::V,шӏын,lage
943,machen::V,шӏын,gjøre
944,herstellen::V,шӏы́н,fremstille
945,bauen::V,шӏы́н,bygge
946,reparieren::V,дыжьы́н,reparere
947,verbessern::V,нахьышӏу пшӏын,rette
948,verbessern::V,нахьышӏу пшӏын,forbedre
949,verbessern::V,нахь дэгъу пшӏын,rette
950,verbessern::V,нахь дэгъу пшӏын,forbedre
951,ändern::V,зэблэхъу́н,forandre
952,graben::V,тӏын,grave
953,biegen::V,уфэн,bøye
954,drehen::V,гъэчэрегъу́,dreie
955,wenden::V,пӏонтӏэн,vende
956,wenden::V,бгъэзэн,vende
957,wenden::V,уӏубын,vende
958,heben::V,ӏэты́н,heve
959,hochheben::V,ӏэты́н,løfte
960,ergreifen::V,къэубыты́н,gripe
961,ergreifen::V,къэубыты́н,få tak i
962,halten::V,ӏыгъы́н,holde
963,drücken::V,тэӏункӏэн,trykke
964,schieben::V,уеӏункӏын,skyve
965,schieben::V,уетӏыргун,skyve
966,kratzen::V,цӏэнтхъун,klø
967,kratzen::V,цӏэнтхъун,klore
968,lecken::V,бзэи́н,slikke
969,beißen::V,ецэкъэ́н,bite
970,abreißen::V,къичын,rive av
971,abreißen::V,пытхъын,rive av
972,abschneiden::V,пыупкӏын,skjære av
973,abschneiden::V,гобзыкӏын,skjære av
974,binden::V,епхын,binde
975,stecken::V,хэсэн,stikke
976,brechen::V,зэпыпкӏын,bryte
977,brechen::V,зэпыпкӏын,briste
978,klopfen::V,теон,banke
979,hauen::V,теон,hogge
980,kleben::V,щхэн,klistre
981,reiben::V,пӏотын,gni
982,streichen::V,щыфэн,stryke
983,schleifen::V,гъэчаны́н,slipe
984,schleifen::V,кӏэлыкӏы́н,slipe
985,schneiden::V,бзын,klippe
986,rütteln::V,гъэсысын,ruske
987,schütteln::V,гъэсысын,riste
988,schwenken::V,ӏэ шӏын,svinge
989,schütten::V,икӏэ́н,helle
990,füllen::V,из шӏын,fylle
991,einwickeln::V,кӏоцӏыщыхьа́н,vikle inn
992,tragen::V,хьын,bære
993,schleppen::V,пхьын,slepe
994,schleppen::V,плъэшъун,slepe
995,ziehen::V,пкъудыин,dra
996,ziehen::V,пкъудыин,trekke
997,ziehen::V,пщэн,dra
998,ziehen::V,пщэн,trekke
999,ziehen::V,плъэшъун,dra
1000,ziehen::V,плъэшъун,trekke
1001,aufbewahren::V,пӏыгъын,oppbevare
1002,aufbewahren::V,пӏыгъын,ta vare på
1003,aufbewahren::V,уухъумэн,oppbevare
1004,aufbewahren::V,уухъумэн,ta vare på
1005,werfen::V,дзын,kaste
1006,fangen::V,къэубыты́н,fange
1007,packen::V,къэубыты́н,gripe
1008,packen::V,къэубыты́н,gripe tak i
1009,verstecken::V,бгъэбылъын,gjemme
1010,teilen::V,гощы́н,dele
1011,schicken::V,гъахьы́н,sende
1012,bringen::V,къэхьы́н,bringe
1013,hinzufügen::V,хэгъэхъо́н,tilføye
1014,nehmen::V,къытехы́н,ta
1015,wählen::V,къыхэхы́н,velge
1016,auswählen::V,къыхэхы́н,velge ut
1017,bewahren::V,къэухъумэн,bevare
1018,behindern::V,пэрыохъу хъун,hindre
1019,behindern::V,пэрыохъу хъун,forhindre
1020,verderben::V,къутэн,ødelegge
1021,beschädigen::V,къутэн,skade
1022,zerbrechen::V,къутэн,brekke i stykker
1023,zerreißen::V,зэӏэтхъы́н,rive i stykker
1024,zerstören::V,къутэ́н,ødelegge
1025,verbrennen::V,гъэсты́н,brenne
1026,verbrennen::V,гъэсты́н,brenne opp
1027,geben::V,еты́н,gi
1028,reichen::V,еты́н,rekke
1029,schenken::V,еты́н,forære
1030,schenken::V,еты́н,skjenke
1031,versprechen::V,гъэгугъэ́н,love
1032,wünschen::V,шӏоигъо́н,ønske
1033,loben::V,щытхъун,rose
1034,küssen::V,ебэу́н,kysse
1035,wiegen::V,гъэхъыен,vogge
1036,zudecken::V,техъо́н,dekke til
1037,wecken::V,къэгъэущы́н,vekke
1038,zeigen::V,гъэлъэгъо́н,vise
1039,führen::V,щэн,føre
1040,lehren::V,егъэджэ́н,lære
1041,lehren::V,егъэшӏэн,lære
1042,unterrichten::V,егъэджэ́н,undervise
1043,aufziehen::V,пӏун,oppdra
1044,leiten::V,гъэзекӏон,lede
1045,antreiben::V,къепфылӏэн,drive på
1046,lassen::V,еты́н,få til å
1047,einladen::V,къегъэблэгъэн,be
1048,einladen::V,къегъэблэгъэн,invitere
1049,vereinigen::V,зэгогъэхьан,forene
1050,besuchen::V,щыӏэ́н,besøke
1051,treffen::V,ӏукӏэ́н,møte
1052,treffen::V,ӏукӏэ́н,treffe
1053,treffen::V,пэгъокӏы́н,møte
1054,treffen::V,пэгъокӏы́н,treffe
1055,sich versammeln::V,зэхэхьан,forsamles
1056,spielen::V,джэгу́н,leke
1057,spielen::V,джэгу́н,spille
1058,singen::V,орэ́д къэӏо́н,synge
1059,tanzen::V,къэшъо́н,danse
1060,sich trennen::V,зэгокӏыжьы́ных,skilles
1061,verlassen::V,бгынэн,forlate
1062,verlassen::V,хэкӏыжьын,forlate
1063,retten::V,къыхэпхыжьын,redde
1064,retten::V,къэбгъэнэжьын,redde
1065,bewachen::V,къэгъэгъунэн,bevokte
1066,schützen::V,ухъумэ́н,verne
1067,schützen::V,ухъумэ́н,beskytte
1068,verteidigen::V,къэухъумэн,forsvare
1069,sich schlagen::V,эзэон,slåss
1070,schießen::V,он,skyte
1071,siegen::V,текӏо́н,seire
1072,ärgern::V,бгъэгубжын,ergre
1073,schlagen::V,ео́н,
1074,stechen::V,хэӏун,stikke
1075,stoßen::V,тӏыро́н,støte
1076,stoßen::V,уеӏункӏын,støte
1077,stehlen::V,тыгъу́н,stjele
1078,stören::V,бгъэгумэкӏын,forstyrre
1079,belästigen::V,бгъэгумэкӏын,plage
1080,belästigen::V,бгъэгумэкӏын,sjenere
1081,verbergen::V,ушъэфын,gjemme
1082,täuschen::V,гъэпцӏэ́н,villede
1083,betrügen::V,гъэпцӏэ́н,bedra
1084,töten::V,уикӏын,drepe
1085,wohnen::V,дэсын,bo
1086,arbeiten::V,лэжьэ́н,arbeide
1087,sammeln::V,угъои́н,samle
1088,pflücken::V,къыпычы́н,plukke
1089,jagen::V,шэкӏон,jage
1090,jagen::V,ешэкӏон,jage
1091,fischen::V,пцэжъые уешэн,fiske
1092,fassen::V,къэубыты́н,fange
1093,hüten::V,хэхъо́н,vokte
1094,treiben::V,пфын,drive
1095,anbinden::V,епхын,feste
1096,füttern::V,гъэшхэ́н,fore
1097,melken::V,щын,melke
1098,hacken::V,упкӏэтэн,hakke
1099,gießen::V,тепкӏэн,helle
1100,reifen::V,игъо хъун,modne
1101,zubereiten::V,бгъэхьазырын,lage
1102,zubereiten::V,бгъэхьазырын,tilberede
1103,kochen::V,шӏы́н,koke
1104,backen::V,гъэжъэ́н,bake
1105,braten::V,гъэжъэ́н,steke
1106,umrühren::V,зэхэгъэкӏухьан,røre om
1107,stricken::V,хъын,strikke
1108,nähen::V,дэн,sy
1109,färben::V,бгъэлэн,farge
1110,reinigen::V,укъэбзы́н,rense
1111,reinigen::V,укъэбзы́н,gjøre ren
1112,waschen::V,бгыкӏын,vaske
1113,abwischen::V,лъэкӏы́н,tørke av
1114,spülen::V,дэгъэчъыхьан,spyle
1115,spülen::V,дэгъэчъыхьан,skylle
1116,fegen::V,пхъэнкӏы́н,feie
1117,kehren::V,пхъэнкӏы́н,koste
1118,baden::V,зыгъэпскӏын,bade
1119,sich waschen::V,зытхьакӏы́н,vaske seg
1120,ausziehen::V,къытехы́н,ta av
1121,anziehen::V,щылъэ́н,ta på
1122,sich anziehen::V,зыфэпэн,kle på seg
1123,kämmen::V,жьын,gre
1124,kämmen::V,жьын,kjemme
1125,schmücken::V,гъэдэхэ́н,pynte
1126,schmücken::V,гъэдэхэ́н,smykke
1127,sagen::V,къэӏон,si
1128,sprechen::V,псэлъэ́н,snakke
1129,reden::V,гущыӏэ́н,tale
1130,reden::V,гущыӏэ́н,snakke
1131,sich unterhalten::V,зэдэгущыӏэн,samtale
1132,fragen::V,упчӏэ́н,spørre
1133,bitten::V,лъэӏо́н,be
1134,erzählen::V,къэпӏотэ́н,fortelle
1135,mitteilen::V,макъэ егъэӏун,meddele
1136,nennen::V,цӏэ фэусы́н,kalle
1137,rufen::V,джэн,rope
1138,prahlen::V,узыщытхъужьы́н,skryte
1139,übersetzen::V,бгъэкӏотэн,oversette
1140,denken::V,егупшысэ́н,tenke
1141,glauben::V,уивыхъэ́ телъы́н,tro
1142,bemerken::V,гу лъыптэ́н,bemerke
1143,bemerken::V,гу лъыптэ́н,legge merke til
1144,erkennen::V,зэхэпхын,gjenkjenne
1145,erkennen::V,зэбгъэшӏэн,gjenkjenne
1146,begreifen::V,гурыӏо́н,begripe
1147,verstehen::V,зэхэхын,forstå
1148,verstehen::V,зэхэхын,skjønne
1149,lernen::V,еджэ́н,lære
1150,wissen::V,шӏэн,vite
1151,sich erinnern an::V,къэшӏэжьын,huske på
1152,vergessen::V,пщыгъупшэжьы́н,glemme
1153,messen::V,шын,måle
1154,zählen::V,плъытэ́н,telle
1155,rechnen::V,плъытэ́н,regne
1156,rechnen::V,угугъэ́н,regne
1157,lesen::V,еджэ́н,lese
1158,malen::V,шӏын,male
1159,zeichnen::V,шӏын,tegne
1160,schreiben::V,тхын,skrive
1161,besitzen::V,иӏэн,eie
1162,besitzen::V,иӏэн,inneha
1163,kaufen::V,щэфы́н,kjøpe
1164,verkaufen::V,щэн,selge
1165,bezahlen::V,птын,betale
1166,bezahlen::V,лъыптын,betale
1167,bezahlen::V,птыжьы́н,betale
1168,zahlen::V,птын,betale
1169,zahlen::V,лъыптын,betale
1170,beherrschen::V,иунаеу иӏэн,beherske
1171,ertragen::V,щэчы́н,orke
1172,Schnurrbart::N,,bart
1173,Nabel::N,,navle
1174,Wetter::N,,vær
1175,Frost::N,,frost
1176,Raureif::N,,rimfrost
1177,Adler::N,,ørn
1178,Schwan::N,,svane
1179,Ton::N,,tone
1180,Sache::N,,sak
1181,Schlitten::N,,slede
1182,Schlitten::N,,kjelke
1183,Last::N,,bør
1184,Last::N,,last
1185,Figur::N,,figur
1186,Bündel::N,,bylt
1187,Schuh::N,,sko
1188,Arzt::N,,lege
1189,lebendig::A,,levende
1190,zuerst::ADV,,først
1191,manchmal::ADV,,somme tider
1192,niemals::ADV,,aldri
1193,hier::ADV,,her
1194,hierhin::ADV,,hit
1195,von hier::ADV,,herfra
1196,schon::ADV,,alt
1197,schon::ADV,,allerede
1198,sinken::V,,synke
1199,klirren::V,,klirre
1200,fliehen::V,,rømme
1201,fliehen::V,,flykte
1202,flüchten::V,,flykte
1203,geraten::V,,bli
1204,aufheben::V,,løfte
1205,aufheben::V,,ta opp
1206,beugen::V,,bøye
1207,umdrehen::V,,snu
1208,bekommen::V,,få
1209,erhalten::V,,få
1210,treten::V,,sparke
