,Concept_ID,la,es
842,neunzig::NUM,nonaginta,noventa
843,hundert::NUM,centum,cien
844,hundert::NUM,centum,ciento
845,tausend::NUM,mille,mil
846,und::CNJ,et,y
847,und::CNJ,-que,y
848,oder::CNJ,vel,o
849,stehen::V,stare,estar de pie
850,sitzen::V,sedere,estar sentado
851,liegen::V,iacere,yacer
852,liegen::V,iacere,estar acostado
853,hängen::V,pendere,pender
854,werden::V,fieri,hacerse
855,passieren::V,accidere,suceder
856,beginnen::V,incipere,iniciarse
857,beginnen::V,incipere,principiar
858,enden::V,finem habere,acabar
859,enden::V,finem habere,terminar
860,wechseln::V,mutari,variar
861,wechseln::V,mutari,alternar
862,aufgehen[Sonne]::V,oriri,salir
863,untergehen[Sonne]::V,occidere,ponerse
864,untergehen[Sonne]::V,occidere,descender
865,scheinen[Sonne]::V,lucere,brillar
866,donnern::V,tonare,tronar
867,wehen::V,flare,soplar
868,strömen::V,fluere,afluir
869,fließen::V,manare,fluir
870,fließen::V,manare,correr
871,sich drehen::V,torqueri,girar
872,schwanken::V,vacillare,vacilar
873,schwingen::V,vibrare,oscilar
874,fallen::V,cadere,caer
875,brennen::V,ardere,arder
876,brennen::V,ardere,quemar
877,rauchen::V,fumare,humear
878,rauchen::V,fumare,echar humo
879,regnen::V,pluere,llover
880,gefrieren::V,congelari,helarse
881,tauen::V,rorare,deshelarse
882,schmelzen::V,liquescere,fundirse
883,schmelzen::V,liquescere,derretirse
884,trocknen::V,arescere,secarse
885,sieden::V,fervere,hervir
886,faulen::V,putescere,pudrirse
887,verfaulen::V,putescere,pudrirse
888,reißen::V,scindi,romperse
889,versinken::V,mergi,hundirse
890,vergehen::V,praeterire,pasar
891,erscheinen::V,apparere,aparecer
892,verschwinden::V,discedere,desaparecer
893,sinken::V,labi,bajar
894,abnehmen::V,deminui,decrecer
895,abnehmen::V,deminui,disminuir
896,zunehmen::V,augeri,crecer
897,zunehmen::V,augeri,aumentar
898,steigen::V,augescere,subir
899,steigen::V,augescere,ascender
900,wachsen::V,crescere,crecer
901,glänzen::V,splendere,brillar
902,glänzen::V,splendere,resplandecer
903,funkeln::V,micare,chispear
904,lärmen::V,strepere,hacer ruido
905,läuten::V,sonare,sonar
906,läuten::V,sonare,repicar
907,klingeln::V,tinnire,tocar el timbre
908,klirren::V,crepare,tintinear
909,brausen::V,saevire,zumbar
910,rauschen::V,crepare,murmurar
911,klingen::V,sonare,sonar
912,bellen::V,latrare,ladrar
913,heulen::V,ululare,ulular
914,blasen::V,flare,soplar
915,pfeifen::V,sibilare,silbar
916,schreien::V,clamare,gritar
917,stöhnen::V,gemere,gemir
918,zittern::V,tremere,temblar
919,zittern::V,trepidare,temblar
920,leben::V,vivere,vivir
921,geboren werden::V,nasci,nacer
922,atmen::V,spirare,respirar
923,trinken::V,bibere,beber
924,essen::V,edere,comer
925,schlucken::V,devorare,tragar
926,müde werden::V,fatigari,cansarse
927,müde werden::V,fatigari,fatigarse
928,einschlafen::V,obdormiscere,dormirse
929,schlafen::V,dormire,dormir
930,aufwachen::V,expergisci,despertarse
931,aufstehen::V,exsurgere,levantarse
932,sich erholen::V,se reficere,reposar
933,sich erholen::V,se reficere,descansar
934,krank werden::V,aegrescere,caer enfermo
935,krank sein::V,aegrotare,estar enfermo
936,schmerzen::V,dolere,doler
937,husten::V,tussire,toser
938,genesen::V,convalescere,convalecer
939,genesen::V,convalescere,restablecerse
940,sterben::V,mori,morir
941,umkommen::V,perire,perecer
942,sich bewegen::V,se movere,moverse
943,sich rühren::V,micare,rebullir
944,sich erheben::V,surgere,levantarse
945,sich setzen::V,considere,sentarse
946,hinfallen::V,cadere,caerse
947,laufen::V,vadere,andar
948,schreiten::V,gradi,proceder
949,spazierengehen::V,ambulare,pasear
950,spazierengehen::V,ambulare,pasearse
951,eilen::V,properare,correr prisa
952,sich beeilen::V,festinare,darse prisa
953,sausen::V,currere,correr
954,rennen::V,currere,correr
955,springen::V,salire,saltar
956,klettern::V,niti,trepar
957,klettern::V,niti,escalar
958,schaukeln::V,oscillare,bambolearse
959,kriechen::V,repere,reptar
960,kriechen::V,repere,arrastrarse
961,kriechen::V,serpere,reptar
962,kriechen::V,serpere,arrastrarse
963,schwimmen::V,nare,nadar
964,schwimmen::V,natare,nadar
965,tauchen::V,mergere,bucear
966,tauchen::V,mergere,sumergirse
967,rudern::V,remigare,remar
968,fahren::V,vehi,ir
969,fliegen::V,volare,volar
970,gehen::V,ire,ir
971,gehen::V,ire,andar
972,gehen::V,vadere,ir
973,gehen::V,vadere,andar
974,weggehen::V,abire,irse
975,weggehen::V,abire,marcharse
976,weggehen::V,discedere,irse
977,weggehen::V,discedere,marcharse
978,abfahren::V,proficisci,salir
979,abfahren::V,proficisci,partir
980,anhalten::V,consistere,parar
981,anhalten::V,consistere,pararse
982,hineingehen::V,inire,entrar
983,hineingehen::V,ingredi,entrar
984,eintreten::V,intrare,entrar
985,kommen::V,venire,venir
986,ankommen::V,advenire,llegar
987,zurückkommen::V,revenire,volver
988,zurückkommen::V,revenire,regresar
989,bleiben::V,manere,quedarse
990,warten::V,opperiri,esperar
991,erwarten::V,opperiri,esperar
992,erwarten::V,expectare,esperar
993,suchen::V,quaerere,buscar
994,finden::V,reperire,hallar
995,finden::V,reperire,encontrar
996,versuchen::V,conari,intentar
997,versuchen::V,temptare,intentar
998,vorbereiten::V,parare,preparar
999,lieben::V,amare,amar
1000,lieben::V,amare,querer
1001,mögen::V,amare,querer
1002,lachen::V,ridere,reír
1003,rühren::V,commovere,conmover
1004,weinen::V,flere,llorar
1005,schimpfen::V,increpare,regañar
1006,sich ärgern::V,indignari,enfadarse
1007,sich fürchten::V,vereri,tener miedo
1008,fürchten::V,timere,temer
1009,fürchten::V,timere,tener miedo a
1010,fliehen::V,fugere,huir
1011,flüchten::V,effugere,escaparse
1012,sehen::V,videre,ver
1013,anschauen::V,aspectare,mirar
1014,ansehen::V,spectare,mirar
1015,hören::V,audire,oír
1016,zuhören::V,auscultare,escuchar
1017,probieren::V,gustare,probar
1018,probieren::V,gustare,degustar
1019,riechen::V,olfacere,oler
1020,fühlen::V,sentire,sentir
1021,scheinen::V,videri,parecer
1022,zu sehen sein::V,conspici,poder verse
1023,vernehmen::V,comperire,oír
1024,vernehmen::V,comperire,percibir
1025,frieren::V,algere,tener frío
1026,tun::V,facere,hacer
1027,können::V,posse,poder
1028,wollen::V,velle,querer
1029,anfangen::V,incipere,iniciar
1030,beenden::V,finire,acabar
1031,beenden::V,finire,terminar
1032,aufhören::V,desistere,cesar
1033,gelingen::V,contingere,salir bien
1034,geraten::V,evenire,salir
1035,geraten::V,evenire,dar resultado
1036,öffnen::V,aperire,abrir
1037,schließen::V,claudere,cerrar
1038,stellen::V,sistere,poner
1039,stellen::V,sistere,colocar
1040,setzen::V,ponere,poner
1041,setzen::V,ponere,colocar
1042,legen::V,ponere,poner
1043,berühren::V,tangere,tocar
1044,verbinden::V,iungere,unir
1045,verbinden::V,iungere,juntar
1046,bedecken::V,tegere,tapar
1047,bedecken::V,tegere,cubrir
1048,bedecken::V,operire,tapar
1049,bedecken::V,operire,cubrir
1050,aufhängen::V,suspendere,colgar
1051,anzünden::V,accendere,encender
1052,anzünden::V,inflammare,encender
1053,aufheben::V,tollere,recoger
1054,zurücklassen::V,relinquere,dejar
1055,verlieren::V,perdere,perder
1056,verlieren::V,amittere,perder
1057,fallen lassen::V,dimittere,dejar caer
1058,machen::V,facere,hacer
1059,herstellen::V,fabricare,fabricar
1060,bauen::V,construere,construir
1061,reparieren::V,reparare,reparar
1062,verbessern::V,emendare,mejorar
1063,ändern::V,mutare,mudar
1064,ändern::V,mutare,modificar
1065,graben::V,fodere,cavar
1066,beugen::V,flectere,doblar
1067,beugen::V,flectere,inclinar
1068,biegen::V,curvare,doblar
1069,drehen::V,torquere,volver
1070,drehen::V,torquere,hacer girar
1071,wenden::V,vertere,volver
1072,umdrehen::V,convertere,revolver
1073,heben::V,tollere,levantar
1074,hochheben::V,levare,alzar
1075,ergreifen::V,capessere,coger
1076,halten::V,tenere,tener
1077,drücken::V,premere,apretar
1078,schieben::V,promovere,empujar
1079,kratzen::V,radere,rascar
1080,lecken::V,lambere,lamer
1081,beißen::V,mordere,morder
1082,abreißen::V,avellere,arrancar
1083,abschneiden::V,desecare,cortar
1084,binden::V,ligare,atar
1085,stecken::V,inserere,meter
1086,brechen::V,rumpere,romper
1087,brechen::V,rumpere,quebrar
1088,klopfen::V,pultare,golpear
1089,hauen::V,ferire,pegar
1090,kleben::V,agglutinare,pegar
1091,kleben::V,agglutinare,encolar
1092,reiben::V,terere,frotar
1093,streichen::V,oblinere,untar
1094,streichen::V,oblinere,recubrir
1095,schleifen::V,acuere,afilar
1096,schneiden::V,secare,cortar
1097,rütteln::V,quassare,agitar
1098,schütteln::V,quatere,agitar
1099,schütteln::V,quatere,sacudir
1100,schwenken::V,ventilare,menear
1101,schütten::V,fundere,verter
1102,füllen::V,complere,llenar
1103,einwickeln::V,involvere,envolver
1104,tragen::V,ferre,llevar
1105,tragen::V,portare,llevar
1106,schleppen::V,pertrahere,arrastrar
1107,ziehen::V,trahere,tirar
1108,aufbewahren::V,asservare,conservar
1109,werfen::V,iacere,echar
1110,werfen::V,iacere,lanzar
1111,fangen::V,capere,coger
1112,packen::V,capessere,agarrar
1113,verstecken::V,abdere,esconder
1114,teilen::V,partiri,partir
1115,teilen::V,partiri,dividir
1116,teilen::V,dividere,partir
1117,teilen::V,dividere,dividir
1118,schicken::V,mittere,enviar
1119,bringen::V,apportare,traer
1120,hinzufügen::V,addere,añadir
1121,bekommen::V,adipisci,obtener
1122,bekommen::V,adipisci,conseguir
1123,erhalten::V,accipere,recibir
1124,nehmen::V,sumere,tomar
1125,wählen::V,eligere,elegir
1126,auswählen::V,deligere,escoger
1127,auswählen::V,deligere,seleccionar
1128,bewahren::V,conservare,guardar
1129,bewahren::V,conservare,preservar
1130,behindern::V,impedire,estorbar
1131,behindern::V,impedire,obstaculizar
1132,verderben::V,corrumpere,estropear
1133,beschädigen::V,laedere,deteriorar
1134,zerbrechen::V,rumpere,romper
1135,zerbrechen::V,rumpere,quebrar
1136,zerbrechen::V,frangere,romper
1137,zerbrechen::V,frangere,quebrar
1138,zerreißen::V,discindere,desgarrar
1139,zerreißen::V,discindere,despedazar
1140,zerstören::V,delere,destruir
1141,zerstören::V,delere,destrozar
1142,verbrennen::V,urere,quemar
1143,verbrennen::V,cremare,quemar
1144,geben::V,dare,dar
1145,reichen::V,praebere,pasar
1146,schenken::V,donare,regalar
1147,schenken::V,largiri,regalar
1148,versprechen::V,polliceri,prometer
1149,versprechen::V,promittere,prometer
1150,loben::V,laudare,alabar
1151,küssen::V,osculari,besar
1152,zudecken::V,tegere,tapar
1153,zudecken::V,tegere,cubrir
1154,wecken::V,excitare,despertar
1155,zeigen::V,monstrare,mostrar
1156,führen::V,ducere,guiar
1157,führen::V,ducere,conducir
1158,lehren::V,docere,enseñar
1159,lehren::V,docere,instruir
1160,unterrichten::V,instituere,enseñar
1161,aufziehen::V,nutrire,criar
1162,leiten::V,ducere,guiar
1163,leiten::V,ducere,dirigir
1164,antreiben::V,incitare,impeler
1165,antreiben::V,incitare,impulsar
1166,lassen::V,iubere,hacer
1167,einladen::V,invitare,invitar
1168,vereinigen::V,coniungere,unir
1169,besuchen::V,visere,visitar
1170,besuchen::V,visere,ir a ver
1171,treffen::V,convenire,encontrar
1172,sich versammeln::V,convenire,reunirse
1173,sich versammeln::V,convenire,congregarse
1174,spielen::V,ludere,jugar
1175,singen::V,cantare,cantar
1176,tanzen::V,saltare,bailar
1177,sich trennen::V,digredi,separarse
1178,sich trennen::V,discedere,separarse
1179,verlassen::V,deserere,dejar
1180,verlassen::V,deserere,abandonar
1181,verlassen::V,relinquere,dejar
1182,verlassen::V,relinquere,abandonar
1183,retten::V,servare,salvar
1184,bewachen::V,custodire,vigilar
1185,schützen::V,tueri,proteger
1186,schützen::V,tutari,proteger
1187,verteidigen::V,defendere,defender
1188,sich schlagen::V,luctari,batirse
1189,schießen::V,iaculari,tirar
1190,schießen::V,iaculari,disparar
1191,siegen::V,vincere,vencer
1192,ärgern::V,irritare,enojar
1193,ärgern::V,irritare,enfadar
1194,schlagen::V,ferire,pegar
1195,schlagen::V,ferire,golpear
1196,treten::V,calcare,dar una patada a
1197,stechen::V,pungere,pinchar
1198,stoßen::V,tundere,empujar
1199,stehlen::V,furari,robar
1200,stehlen::V,furari,hurtar
1201,stören::V,turbare,molestar
1202,belästigen::V,obtundere,molestar
1203,belästigen::V,obtundere,importunar
1204,verbergen::V,celare,ocultar
1205,verbergen::V,celare,esconder
1206,verbergen::V,occultare,ocultar
1207,verbergen::V,occultare,esconder
1208,täuschen::V,fallere,engañar
1209,betrügen::V,fraudare,engañar
1210,töten::V,necare,matar
1211,töten::V,caedere,matar
1212,wohnen::V,habitare,vivir
1213,wohnen::V,habitare,habitar
1214,arbeiten::V,laborare,trabajar
1215,sammeln::V,colligere,recoger
1216,sammeln::V,colligere,coleccionar
1217,pflücken::V,carpere,coger
1218,jagen::V,venari,cazar
1219,fischen::V,piscari,pescar
1220,fassen::V,capere,atrapar
1221,fassen::V,capere,capturar
1222,hüten::V,custodire,guardar
1223,treiben::V,agere,aballar
1224,anbinden::V,alligare,atar
1225,füttern::V,nutrire,echar de comer
1226,melken::V,mulgere,ordeñar
1227,hacken::V,findere,picar
1228,hacken::V,findere,cortar
1229,gießen::V,rigare,regar
1230,reifen::V,maturescere,madurar
1231,zubereiten::V,apparare,preparar
1232,kochen::V,coquere,cocer
1233,kochen::V,coquere,guisar
1234,backen::V,coquere,hornear
1235,backen::V,coquere,cocer al horno
1236,braten::V,torrere,asar
1237,braten::V,torrere,freír
1238,umrühren::V,commovere,remover
1239,stricken::V,texere,hacer punto
1240,stricken::V,texere,hacer calceta
1241,nähen::V,suere,coser
1242,färben::V,tingere,teñir
1243,färben::V,tingere,colorear
1244,reinigen::V,purgare,limpiar
1245,waschen::V,lavare,lavar
1246,abwischen::V,abstergere,fregar
1247,abwischen::V,abstergere,limpiar
1248,spülen::V,perluere,aclarar
1249,spülen::V,perluere,enjuagar
1250,fegen::V,verrere,barrer
1251,fegen::V,verrere,pasar la escoba
1252,kehren::V,purgare,barrer
1253,baden::V,lavari,bañarse
1254,sich waschen::V,lavari,lavarse
1255,ausziehen::V,exuere,quitar
1256,ausziehen::V,exuere,quitarse
1257,anziehen::V,induere,ponerse
1258,sich anziehen::V,vestiri,vestirse
1259,kämmen::V,pectere,peinar
1260,schmücken::V,ornare,adornar
1261,schmücken::V,decorare,adornar
1262,sagen::V,dicere,decir
1263,sprechen::V,fari,hablar
1264,reden::V,loqui,hablar
1265,reden::V,loqui,conversar
1266,sich unterhalten::V,colloqui,charlar
1267,sich unterhalten::V,colloqui,conversar
1268,sich unterhalten::V,disputare,charlar
1269,sich unterhalten::V,disputare,conversar
1270,fragen::V,rogare,preguntar
1271,fragen::V,quaerere,preguntar
1272,bitten::V,orare,rogar
1273,bitten::V,rogare,rogar
1274,erzählen::V,narrare,contar
1275,mitteilen::V,communicare,comunicar
1276,mitteilen::V,communicare,participar
1277,nennen::V,appellare,llamar
1278,nennen::V,appellare,nombrar
1279,rufen::V,vocare,llamar
1280,prahlen::V,gloriari,jactarse
1281,übersetzen::V,vertere,traducir
1282,denken::V,cogitare,pensar
1283,glauben::V,credere,creer
1284,bemerken::V,animadvertere,notar
1285,erkennen::V,cognoscere,reconocer
1286,begreifen::V,comprehendere,concebir
1287,verstehen::V,intellegere,entender
1288,verstehen::V,intellegere,comprender
1289,lernen::V,discere,aprender
1290,wissen::V,scire,saber
1291,sich erinnern an::V,meminisse,recordar
1292,sich erinnern an::V,meminisse,acordarse de
1293,vergessen::V,oblivisci,olvidar
1294,messen::V,metiri,medir
1295,zählen::V,numerare,contar
1296,rechnen::V,reri,contar
1297,rechnen::V,reri,calcular
1298,rechnen::V,calculare,contar
1299,rechnen::V,calculare,calcular
1300,lesen::V,legere,leer
1301,malen::V,pingere,pintar
1302,zeichnen::V,scribere,dibujar
1303,schreiben::V,scribere,escribir
1304,besitzen::V,possidere,poseer
1305,kaufen::V,emere,comprar
1306,verkaufen::V,vendere,vender
1307,bezahlen::V,pendere,pagar
1308,zahlen::V,solvere,pagar
1309,beherrschen::V,regere,dominar
1310,beherrschen::V,imperare,dominar
1311,ertragen::V,tolerare,soportar
1312,ertragen::V,sustinere,soportar
1313,wünschen::V,,desear
1314,wiegen::V,,mecer
