,Concept_ID,br,mdf
790,dreißig::NUM,tregont,колмогемонь
791,vierzig::NUM,daou-ugent,нильге́монь
792,fünfzig::NUM,hanter-kant,ве́дьгемонь
793,sechzig::NUM,tri-ugent,ко́дгемонь
794,siebzig::NUM,dek ha tri-ugent,сизьге́монь
795,achtzig::NUM,pevar-ugent,ка́фксогемонь
796,neunzig::NUM,dek ha pevar-ugent,ве́йхксогемонь
797,hundert::NUM,kant,сяда
798,tausend::NUM,mil,тёжянь
799,und::CNJ,ha,и
800,und::CNJ,ha,дъ
801,oder::CNJ,pe,или
802,oder::CNJ,pe,али
803,stehen::V,bezañ a-sav,а́щемс стя́да
804,sitzen::V,azezañ,ащемс озада
805,sitzen::V,bezañ en e goazez,ащемс озада
806,liegen::V,bezañ en e c'hourvez,ма́дозь а́щемс
807,hängen::V,krougañ,нюрьгомс
808,werden::V,dazonet,арамс
809,werden::V,dazonet,тиевомс
810,passieren::V,c'hoarvezout,лисэмс
811,passieren::V,c'hoarvezout,эвондамс
812,beginnen::V,stagañ,ушедомс
813,enden::V,achuiñ,лоткамс
814,wechseln::V,cheñch,по́лафнемс
815,aufgehen[Sonne]::V,dirouzañ,стямс
816,aufgehen[Sonne]::V,dirouzañ,лисемс
817,scheinen[Sonne]::V,lugernañ,ва́лдоптомс
818,donnern::V,taranal,торамс
819,wehen::V,c'hwezhañ,уфа́мс
820,strömen::V,deredek,шудемс
821,fließen::V,redek,шудемс
822,sich drehen::V,troiñ,шаромс
823,schwanken::V,trantellat,якамс
824,schwingen::V,froumal,люксемс
825,schwingen::V,froumal,нюрьсемс
826,fallen::V,kouezhañ,прамс
827,fallen::V,kouezhañ,прашендомс
828,brennen::V,deviñ,паломс
829,rauchen::V,divogedañ,качадомс
830,regnen::V,glavañ,пиземс
831,gefrieren::V,reviñ,эйндамс
832,gefrieren::V,reviñ,кельмомс
833,tauen::V,diskornañ,соламс
834,schmelzen::V,teuziñ,соламс
835,trocknen::V,sec'hañ,коськомс
836,sieden::V,berviñ,лакамс
837,faulen::V,breinañ,наксадомс
838,verfaulen::V,breinañ,наксадомс
839,reißen::V,darnaouiñ,сязевомс
840,versinken::V,sodellañ,ваямс
841,vergehen::V,tremen,ётамс
842,erscheinen::V,donet war-wel,эвондамс
843,verschwinden::V,monet diwar wel,юма́мс
844,sinken::V,en em izelat,валгомс
845,abnehmen::V,nebeutaat,киремс
846,zunehmen::V,kreskiñ,ламокстомс
847,zunehmen::V,kreskiñ,рашнемс
848,steigen::V,sevel,кеподемс
849,wachsen::V,kreskiñ,касомс
850,glänzen::V,lugernañ,цинзелдомс
851,glänzen::V,lugernañ,цифордомс
852,funkeln::V,elieniñ,ци́фтордомс
853,lärmen::V,rabotat,жалнамс
854,klirren::V,diridignat,ка́нзеркшнемс
855,klirren::V,sterlinkañ,ка́нзеркшнемс
856,brausen::V,gwegal,жоледемс
857,rauschen::V,trouzal,вжнамс
858,rauschen::V,trouzal,гамнамс
859,klingen::V,seniñ,кайгомс
860,bellen::V,harzhal,ува́мс
861,heulen::V,yudal,сувомс
862,heulen::V,yudal,урнамс
863,blasen::V,c'hwezhañ,уфа́мс
864,pfeifen::V,c'hwitellat,вяшкомс
865,schreien::V,huchal,пешкодомс
866,stöhnen::V,hirvoudiñ,куфцемс
867,zittern::V,krenañ,таромс
868,leben::V,bevañ,эрямс
869,geboren werden::V,genel,шачемс
870,atmen::V,tennañ e anal,ажнамс
871,trinken::V,evañ,симомс
872,essen::V,debriñ,ярхцамс
873,schlucken::V,lonkañ,нилемс
874,müde werden::V,skuizhañ,сиземс
875,einschlafen::V,menel kousket,матодовомс
876,schlafen::V,kousket,удомс
877,aufwachen::V,dihuniñ,съргоземс
878,aufstehen::V,sevel,стямс
879,sich erholen::V,diskuizhañ,ваймосемс
880,krank werden::V,klañviñ,сярядькстомс
881,krank sein::V,bezañ klañv,сярядемс
882,schmerzen::V,skourjezañ,сярядемс
883,husten::V,pasaat,козомс
884,husten::V,peudal,козомс
885,genesen::V,pareañ,пъ́чкамс
886,sterben::V,mervel,куломс
887,umkommen::V,perisañ,юма́мс
888,sich bewegen::V,bouljal,шаштомс
889,sich rühren::V,fiñval,сърхка́мс
890,sich erheben::V,sevel,стямс
891,sich setzen::V,azezañ,озамс
892,sich setzen::V,mont en e goazez,озамс
893,hinfallen::V,kouezhañ,прамс
894,hinfallen::V,kouezhañ,сяворемс
895,laufen::V,redek,якамс
896,schreiten::V,kerzhet,молемс
897,schreiten::V,kerzhet,аськолямс
898,spazierengehen::V,pourmen,якамс
899,eilen::V,hastañ,эряскодомс
900,sich beeilen::V,hastañ,эряскодомс
901,sausen::V,karzhañ,лиемс
902,rennen::V,redek,арнемс
903,springen::V,lammat,комотнемс
904,klettern::V,krimpat,ку́цемс
905,schaukeln::V,brañsellat,нюрямс
906,kriechen::V,skrampañ,шаштомс комада
907,schwimmen::V,neuial,уемс
908,tauchen::V,splujañ,юпиемс
909,tauchen::V,splujañ,чёпафнемс
910,rudern::V,roeñvat,па́немс ве́неж
911,fahren::V,kas,ардомс
912,fahren::V,bleniañ,ардомс
913,fliegen::V,nijal,лиемс
914,gehen::V,mont,молемс
915,weggehen::V,mont kuit,тумс
916,abfahren::V,mont kuit,тумс
917,anhalten::V,chom a-sav,лоткамс
918,hineingehen::V,monet e-barzh,сува́мс
919,eintreten::V,monet e-barzh,сува́мс
920,kommen::V,dont,самс
921,ankommen::V,erruout,самс
922,ankommen::V,erruout,пачкодемс
923,zurückkommen::V,addonet,мърдамс
924,bleiben::V,chom,иля́домс
925,warten::V,gortoz,учемс
926,erwarten::V,gortoz,учемс
927,suchen::V,klask,вешемс
928,finden::V,kavout,мумс
929,versuchen::V,klask,варчсемс
930,vorbereiten::V,aozañ,анокламс
931,lieben::V,karout,кельгомс
932,mögen::V,karout,кельгомс
933,lachen::V,c'hoarzin,рахамс
934,lachen::V,c'hoarzin,рахсемс
935,rühren::V,tenerañ,токамс седи
936,weinen::V,gouelañ,авардемс
937,schimpfen::V,krozal,сюцемс
938,sich ärgern::V,fachañ,кяжиямс
939,sich ärgern::V,en em fachañ,кяжиямс
940,fliehen::V,tec'het,ворьгодемс
941,flüchten::V,tuzañ,ша́домс
942,flüchten::V,tuzañ,во́рьгодемс
943,sehen::V,gwelet,няемс
944,anschauen::V,sellout ouzh,ваномс
945,ansehen::V,sellout ouzh,ваномс
946,hören::V,klevet,марямс
947,zuhören::V,selaou,ку́лхдоньомс
948,probieren::V,blasa,варжамс
949,riechen::V,klevet,никса́мс
950,fühlen::V,santout,марямс
951,scheinen::V,diskouez bezañ,ня́евомс
952,zu sehen sein::V,bezañ gwelus,ня́евомс
953,vernehmen::V,merzhañ,марямс
954,frieren::V,anoued,паломс
955,frieren::V,anoued,кельмомс
956,tun::V,ober,тиемс
957,können::V,gouzout,маштомс
958,wollen::V,fellout da,-не-
959,wollen::V,kaout c'hoant da,-не-
960,anfangen::V,kregiñ,ушедомс
961,beenden::V,achuiñ,аде́ламс
962,aufhören::V,paouez,лоткамс
963,öffnen::V,digeriñ,панжемс
964,schließen::V,serriñ,сёлгомс
965,stellen::V,lakaat,путомс
966,setzen::V,lakaat,озафнемс
967,setzen::V,lakaat,озавтнемс
968,legen::V,lakaat,путомс
969,berühren::V,touch,токамс
970,verbinden::V,eren,сотомс
971,bedecken::V,goloiñ,комачамс
972,bedecken::V,goloiñ,вельхтямс
973,aufhängen::V,istribilhañ,повфтамс
974,anzünden::V,alumiñ,крьвя́стемс
975,anzünden::V,c'hwezzañ,крьвя́стемс
976,aufheben::V,dastum,кеподемс
977,aufheben::V,dastum,касфтомс
978,zurücklassen::V,lezel,ка́домс
979,verlieren::V,koll,юма́фтомс
980,fallen lassen::V,laoskel,прафтомс
981,fallen lassen::V,lezel da gouezhel,прафтомс
982,machen::V,ober,тиемс
983,herstellen::V,fardañ,анокламс
984,bauen::V,sevel,путомс
985,reparieren::V,adaozañ,петемс
986,verbessern::V,gwellaat,цебярьгофтомс
987,ändern::V,cheñch,полафтомс
988,graben::V,kleuzañ,шу́вомс
989,graben::V,kleuzañ,та́ргамс
990,beugen::V,plegañ,мяндемс
991,biegen::V,krommañ,комафтомс
992,drehen::V,treiñ,шо́вамс
993,drehen::V,treiñ,ша́рфнемс
994,wenden::V,treiñ,ша́рфтомс
995,umdrehen::V,treiñ,шарфтомс
996,heben::V,sevel,ке́подемс
997,hochheben::V,sevel,ке́подемс
998,hochheben::V,sevel,ка́сфтомс
999,ergreifen::V,kemer,фатямс
1000,halten::V,dalc'hen,кирдемс
1001,drücken::V,bountañ,люпшта́мс
1002,schieben::V,poulzañ,шашфтомс
1003,kratzen::V,skrabat,а́нгорямс
1004,kratzen::V,skrabat,киськоря́мс
1005,lecken::V,lipat,нолсемс
1006,beißen::V,kregiñ,сускомс
1007,abreißen::V,diframmañ,сяземс
1008,abschneiden::V,troc'hañ,керомс
1009,binden::V,stagañ,сотомс
1010,stecken::V,sankañ,сялгомс
1011,brechen::V,darnaouiñ,си́ннемс
1012,brechen::V,darnaouiñ,ка́лафтомс
1013,klopfen::V,skoiñ,чакамс
1014,klopfen::V,skoiñ,чакиемс
1015,hauen::V,dornañ,шавомс
1016,hauen::V,dornañ,пиксомс
1017,kleben::V,pegañ,пе́тфнемс
1018,reiben::V,taravat,шо́вамс
1019,reiben::V,trekiñ,шо́вамс
1020,streichen::V,toazañ,вадемс
1021,schleifen::V,lemmañ,шо́вамс
1022,schneiden::V,troc'hañ,керомс
1023,rütteln::V,tordorosañ,та́рфтомс
1024,schütteln::V,hejañ,шука́демс
1025,schütten::V,diskargañ,каямс
1026,schütten::V,diskargañ,нюрьхтя́мс
1027,füllen::V,kargañ,пяшкодемс
1028,einwickeln::V,gronnañ,тапардамс
1029,tragen::V,dougen,кандомс
1030,schleppen::V,stlejal,ускомс
1031,ziehen::V,sachañ,ускомс
1032,aufbewahren::V,miret,ванфтомс
1033,werfen::V,teuler,ёрямс
1034,fangen::V,tapañ,кунда́мс
1035,packen::V,krapat,фатямс
1036,verstecken::V,kuzhat,кяшемс
1037,teilen::V,rannañ,явомс
1038,schicken::V,kas,кучемс
1039,bringen::V,degas,кандомс
1040,bringen::V,degas,пачфтемс
1041,hinzufügen::V,lakat ouzhpenn,пу́томс та́га
1042,hinzufügen::V,lakat ouzhpenn,ма́ксомс та́га
1043,bekommen::V,kaout,сявомс
1044,erhalten::V,kaout,сявомс
1045,nehmen::V,kemer,сявомс
1046,wählen::V,choaz,ко́чкамс
1047,auswählen::V,dibab,кочкамс
1048,bewahren::V,mirout,ванфтомс
1049,behindern::V,diaezañ,шорямс
1050,verderben::V,lovrañ,коламс
1051,verderben::V,lovrañ,гастямс
1052,beschädigen::V,gwallegañ,тиендемс зиян
1053,zerbrechen::V,torriñ,тапамс
1054,zerreißen::V,diroegiñ,сяземс
1055,zerstören::V,distrujañ,ка́лафтомс
1056,verbrennen::V,deviñ,пълхта́мс
1057,geben::V,reiñ,ма́ксомс
1058,schenken::V,donezonañ,каземс
1059,versprechen::V,prometiñ,ма́ксомс вал
1060,wünschen::V,hetiñ,арьсемс
1061,loben::V,feurmiñ,шна́мс
1062,küssen::V,pokat,палсемс
1063,wiegen::V,pouezañ,нюря́фтомс
1064,zudecken::V,goloiñ,вельхтямс
1065,wecken::V,dihuniñ,стя́фтомс
1066,wecken::V,dihuniñ,съ́ргозьфтемс
1067,zeigen::V,diskouez,няфтемс
1068,führen::V,kas,вятемс
1069,lehren::V,deskiñ,тонафтомс
1070,unterrichten::V,kelenn,тонафтомс
1071,leiten::V,bleinañ,вятемс
1072,antreiben::V,poulzañ,вятемс
1073,lassen::V,leuskel,кошардомс
1074,einladen::V,pediñ,тердемс
1075,einladen::V,pediñ,серьгядемс
1076,vereinigen::V,unisañ,пуроптомс
1077,vereinigen::V,unisañ,кочкамс марса
1078,besuchen::V,gweladenniñ,варжамс
1079,treffen::V,kejal,васьфтомс
1080,treffen::V,ankontrañ,васьфтомс
1081,sich versammeln::V,bodennañ,кочкавомс
1082,spielen::V,c'hoari,налхксемс
1083,singen::V,kanañ,морамс
1084,tanzen::V,dañsal,кштимс
1085,sich trennen::V,dispartiañ,явомс
1086,verlassen::V,lezel,кадондомс
1087,retten::V,saveteiñ,идемс
1088,retten::V,saveteiñ,араламс
1089,bewachen::V,mesa,ваномс
1090,schützen::V,diwall,а́раламс
1091,verteidigen::V,difenn,а́раламс
1092,sich schlagen::V,lopañ,тюремс
1093,siegen::V,trec'hiñ,сяськомс
1094,ärgern::V,hegasiñ,кяжияфтомс
1095,schlagen::V,skeiñ,токамс
1096,treten::V,botaouiñ,тапамс
1097,stechen::V,pikat,пупамс
1098,stechen::V,pikat,сялгомс
1099,stoßen::V,stokañ,тостядемс
1100,stehlen::V,laerezh,саламс
1101,stören::V,direnkañ,шорсемс
1102,belästigen::V,dregasiñ,токсамс
1103,belästigen::V,dregasiñ,аф кадомс ваймама
1104,verbergen::V,skoachañ,кяшемс
1105,täuschen::V,tromplañ,васькафтомс
1106,täuschen::V,tromplañ,кяльготнемс
1107,betrügen::V,lorbañ,васькафнемс
1108,töten::V,lazhañ,шавомс
1109,töten::V,lazhañ,аде́ламс
1110,wohnen::V,bezañ o chom,эрямс
1111,arbeiten::V,labourat,покодемс
1112,sammeln::V,dastum,кочкамс
1113,sammeln::V,dastum,пу́роптомс
1114,pflücken::V,kuntuilhañ,фатнемс
1115,pflücken::V,kuntuilhañ,нотфнемс
1116,jagen::V,chaseal,кунда́мс
1117,fischen::V,pesketa,калонь кунда́мс
1118,fassen::V,pakañ,кунда́мс
1119,hüten::V,geota,ваномс
1120,anbinden::V,stagañ,сотомс
1121,füttern::V,boueta,трямс
1122,füttern::V,boueta,а́ндомс
1123,melken::V,goro,потямс
1124,hacken::V,difrakal,лазондомс
1125,gießen::V,dourañ,валомс
1126,reifen::V,azviñ,кенеремс
1127,zubereiten::V,keginañ,анокламс
1128,kochen::V,poazhañ,пидемс
1129,backen::V,fritañ,пидемс
1130,braten::V,rostañ,пуштомс
1131,stricken::V,stammañ,кодамс
1132,nähen::V,gwriat,стамс
1133,färben::V,livañ,а́рхтомс
1134,reinigen::V,naetañ,ва́ткамс
1135,reinigen::V,naetañ,а́роптомс
1136,waschen::V,gwalc'hiñ,муськомс
1137,abwischen::V,torchañ,нардамс
1138,spülen::V,disgwalc'hiñ,оргалдомс
1139,fegen::V,skubañ,тяемс
1140,kehren::V,skubañ,тяемс
1141,baden::V,kouronkañ,э́шелямс
1142,sich waschen::V,en em walc'hiñ,штамс
1143,sich anziehen::V,gwiskañ,щамс
1144,kämmen::V,kribat,се́ендемс
1145,schmücken::V,kinklañ,на́ряжамс
1146,schmücken::V,kinklañ,ма́зоптомс
1147,sagen::V,larêt,азомс
1148,sagen::V,larêt,мярьгомс
1149,sagen::V,lavaret,азомс
1150,sagen::V,lavaret,мярьгомс
1151,sprechen::V,komz,корхтамс
1152,reden::V,kaozeal,корхнемс
1153,sich unterhalten::V,balbotal,корхнемс
1154,fragen::V,goulenn,ки́зефтемс
1155,bitten::V,goulenn,а́намс
1156,bitten::V,goulenn,ве́шемс
1157,erzählen::V,kontañ,а́зондомс
1158,mitteilen::V,kemenn,азомс
1159,nennen::V,anviñ,лемдемс
1160,nennen::V,anviñ,путомс лем
1161,rufen::V,gelver,серьгядемс
1162,prahlen::V,fougeal,шна́фтомс пря́
1163,übersetzen::V,treiñ,ётафтомс
1164,denken::V,soñjal,арьсемс
1165,glauben::V,krediñ,кемамс
1166,bemerken::V,apresevañ,ня́емс
1167,erkennen::V,anavout,содамс
1168,begreifen::V,meizañ,сатомс
1169,verstehen::V,kompren,шарьхкодемс
1170,lernen::V,deskiñ,тонафнемс
1171,wissen::V,gouzout,со́дамс
1172,sich erinnern an::V,kaout soñj e,лятфтамс
1173,vergessen::V,ankouaat,юкстамс
1174,messen::V,muzuliañ,ункснемс
1175,zählen::V,kontañ,лу́вомс
1176,zählen::V,kontañ,а́рьсемс
1177,rechnen::V,jedañ,лувомс
1178,lesen::V,lenn,лувомс
1179,lesen::V,lenn,морафтомс
1180,malen::V,livañ,рисова́ндамс
1181,zeichnen::V,tresañ,рисова́ндамс
1182,schreiben::V,skrivañ,сёрмадомс
1183,besitzen::V,kaout,улемс азоркс
1184,kaufen::V,prenañ,рамамс
1185,verkaufen::V,gwerzhañ,мимс
1186,bezahlen::V,paeañ,пандомс
1187,zahlen::V,paeañ,па́ндомс
1188,beherrschen::V,mestroniañ,азорондамс
1189,ertragen::V,anduriñ,кирдемс
1190,Grube::N,,лотка
1191,Spur::N,,пильгоки́
1192,Lehm::N,,сёвонь
1193,Laut::N,,вайгяль
1194,Winkel::N,,ужа
1195,Lagerfeuer::N,,то́лмар
1196,vergebens::ADV,,стак
1197,untergehen[Sonne]::V,,валгомс
1198,läuten::V,,гайфтемс
1199,klingeln::V,,гайфтемс
1200,sich fürchten::V,,пелемс
1201,fürchten::V,,пелемс
1202,gelingen::V,,удалакшнемс
1203,geraten::V,,лисемс
1204,schwenken::V,,яфодемс
1205,reichen::V,,максомс
1206,aufziehen::V,,касфтомс
1207,schießen::V,,ляцемс
1208,treiben::V,,панемс
1209,umrühren::V,,шорямс
1210,ausziehen::V,,кайсефтемс
1211,anziehen::V,,ща́фтомс
