,Concept_ID,cs,lv
313,Feder::N,pero,тывборд
314,Feder::N,pero,spalva
315,Fell::N,srst,ку
316,Fell::N,srst,āda
317,Flügel::N,křídlo,борд
318,Flügel::N,křídlo,spārns
319,Klaue::N,dráp,гыж
320,Klaue::N,dráp,nags
321,Klaue::N,pazneht,гыж
322,Klaue::N,pazneht,nags
323,Kralle::N,dráp,гыж
324,Kralle::N,dráp,nags
325,Schwanz::N,ocas,бӧж
326,Schwanz::N,ocas,ļipa
327,Ei::N,vejce,кольк
328,Ei::N,vejce,ola
329,Nest::N,hnízdo,поз
330,Nest::N,hnízdo,ligzda
331,Bau::N,nora,горс
332,Bau::N,nora,пырмӧс
333,Bau::N,nora,гу
334,Bau::N,nora,ala
335,Tier::N,zvíře,пемӧс
336,Tier::N,zvíře,dzīvnieks
337,Herde::N,stádo,стада
338,Herde::N,stádo,кельӧб
339,Herde::N,stádo,ganāmpulks
340,Kuh::N,kráva,мӧс
341,Kuh::N,kráva,govs
342,Bulle::N,býk,ӧш
343,Bulle::N,býk,bullis
344,Pferd::N,kůň,вӧв
345,Pferd::N,kůň,zirgs
346,Schaf::N,ovce,ыж
347,Schaf::N,ovce,aita
348,Schwein::N,vepř,порсь
349,Schwein::N,vepř,cūka
350,Schwein::N,prase,порсь
351,Schwein::N,prase,cūka
352,Hund::N,pes,пон
353,Hund::N,pes,suns
354,Katze::N,kočka,кань
355,Katze::N,kočka,kaķis
356,Bär::N,medvěd,ош
357,Bär::N,medvěd,lācis
358,Eichhörnchen::N,veverka,ур
359,Eichhörnchen::N,veverka,vāvere
360,Elch::N,los,йӧра
361,Elch::N,los,alnis
362,Fuchs::N,liška,руч
363,Fuchs::N,liška,lapsa
364,Hase::N,zajíc,кӧч
365,Hase::N,zajíc,zaķis
366,Maus::N,myš,шыр
367,Maus::N,myš,pele
368,Wolf::N,vlk,кӧин
369,Wolf::N,vlk,vilks
370,Vogel::N,pták,кай
371,Vogel::N,pták,лэбач
372,Vogel::N,pták,putns
373,Schwarm::N,roj,чукӧр
374,Schwarm::N,roj,spiets
375,Schwarm::N,hejno,чукӧр
376,Schwarm::N,hejno,spiets
377,Huhn::N,kuře,курӧг
378,Huhn::N,kuře,vista
379,Huhn::N,slepice,курӧг
380,Huhn::N,slepice,vista
381,Hahn::N,kohout,петук
382,Hahn::N,kohout,gailis
383,Gans::N,husa,дзодзӧг
384,Gans::N,husa,zoss
385,Adler::N,orel,кутш
386,Adler::N,orel,ērglis
387,Ente::N,kachna,утка
388,Ente::N,kachna,pīle
389,Eule::N,sova,сюзь
390,Eule::N,sova,pūce
391,Kranich::N,jeřáb,тури
392,Kranich::N,jeřáb,dzērve
393,Krähe::N,vrána,рака
394,Krähe::N,vrána,vārna
395,Kuckuck::N,kukačka,кӧк
396,Kuckuck::N,kukačka,dzeguze
397,Schwan::N,labuť,юсь
398,Schwan::N,labuť,gulbis
399,Fisch::N,ryba,чери
400,Fisch::N,ryba,zivs
401,Barsch::N,okoun,ёкыш
402,Barsch::N,okoun,asaris
403,Hecht::N,štika,сир
404,Hecht::N,štika,līdaka
405,Schlange[Tier]::N,had,кый
406,Schlange[Tier]::N,had,čūska
407,Wurm::N,červ,номыр
408,Wurm::N,červ,tārps
409,Spinne::N,pavouk,черань
410,Spinne::N,pavouk,zirneklis
411,Ameise::N,mravenec,кодзувкот
412,Ameise::N,mravenec,skudra
413,Laus::N,veš,той
414,Laus::N,veš,uts
415,Mücke::N,komár,ном
416,Mücke::N,komár,ods
417,Fliege::N,moucha,гут
418,Fliege::N,moucha,muša
419,Schmetterling::N,motýl,бобув
420,Schmetterling::N,motýl,tauriņš
421,Beere::N,bobule,тусь
422,Beere::N,bobule,вотӧс
423,Beere::N,bobule,oga
424,Apfel::N,jablko,яблӧг
425,Apfel::N,jablko,ābols
426,Pilz::N,houba,тшак
427,Pilz::N,houba,sēne
428,Zwiebel::N,cibule,луккок
429,Zwiebel::N,cibule,йӧнгыль
430,Zwiebel::N,cibule,sīpols
431,Saat::N,osivo,тусь
432,Saat::N,osivo,кӧйдыс
433,Saat::N,osivo,sēkla
434,Korn::N,zrno,тусь
435,Korn::N,zrno,grauds
436,Heu::N,seno,турун
437,Heu::N,seno,siens
438,Schale::N,slupka,кор
439,Schale::N,slupka,čaula
440,Schale::N,slupka,čaumala
441,Schale::N,skořápka,кор
442,Schale::N,skořápka,čaula
443,Schale::N,skořápka,čaumala
444,Grube::N,jáma,гу
445,Grube::N,jáma,bedre
446,Falle::N,past,лэч
447,Falle::N,past,slazds
448,Falle::N,past,lamatas
449,Falle::N,léčka,лэч
450,Falle::N,léčka,slazds
451,Falle::N,léčka,lamatas
452,Schlinge::N,smyčka,лэч
453,Schlinge::N,smyčka,cilpa
454,Spur::N,stopa,туй
455,Spur::N,stopa,pēda
456,Asche::N,popel,пӧм
457,Asche::N,popel,pelni
458,Dreck::N,špína,няйт
459,Dreck::N,špína,dubļi
460,Eisen::N,železo,кӧрт
461,Eisen::N,železo,dzelzs
462,Gold::N,zlato,зарни
463,Gold::N,zlato,zelts
464,Silber::N,stříbro,эзысь
465,Silber::N,stříbro,sudrabs
466,Kohle::N,uhlí,шом
467,Kohle::N,uhlí,ogle
468,Glas::N,sklo,стеклӧ
469,Glas::N,sklo,stikls
470,Lehm::N,jíl,сёй
471,Lehm::N,jíl,māls
472,Lehm::N,hlína,сёй
473,Lehm::N,hlína,māls
474,Sand::N,písek,лыа
475,Sand::N,písek,smiltis
476,Mensch::N,člověk,морт
477,Mensch::N,člověk,cilvēks
478,Mann::N,muž,аймӧрт
479,Mann::N,muž,мужичӧй
480,Mann::N,muž,vīrietis
481,Frau::N,žena,ань
482,Frau::N,žena,нывбаба
483,Frau::N,žena,sieviete
484,Kind::N,dítě,кага
485,Kind::N,dítě,bērns
486,Junge::N,hoch,пи
487,Junge::N,hoch,zēns
488,Junge::N,hoch,puika
489,Junge::N,hoch,puisis
490,Junge::N,chlapec,пи
491,Junge::N,chlapec,zēns
492,Junge::N,chlapec,puika
493,Junge::N,chlapec,puisis
494,Mädchen::N,děvče,ныв
495,Mädchen::N,děvče,meiča
496,Mädchen::N,děvče,skuķis
497,Mädchen::N,děvče,meitene
498,Familie::N,rodina,семья
499,Familie::N,rodina,ģimene
500,Großvater::N,děd,пӧль
501,Großvater::N,děd,vecaistēvs
502,Großvater::N,dědeček,пӧль
503,Großvater::N,dědeček,vecaistēvs
504,Großmutter::N,babička,баб
505,Großmutter::N,babička,vecāmāte
506,Eltern::N,rodiče,ай-мам
507,Eltern::N,rodiče,бать-мам
508,Eltern::N,rodiče,vecāki
509,Vater::N,otec,бать
510,Vater::N,otec,ай
511,Vater::N,otec,tēvs
512,Mutter::N,matka,мам
513,Mutter::N,matka,māte
514,Sohn::N,syn,пи
515,Sohn::N,syn,dēls
516,Tochter::N,dcera,ныв
517,Tochter::N,dcera,meita
518,Bruder::N,bratr,вок
519,Bruder::N,bratr,brālis
520,Schwester::N,sestra,чой
521,Schwester::N,sestra,māsa
522,Onkel::N,strýc,дядь
523,Onkel::N,strýc,tēvocis
524,Tante::N,teta,тьӧт
525,Tante::N,teta,tante
526,Ehemann::N,choť,верӧс
527,Ehemann::N,choť,vīrs
528,Ehemann::N,manžel,верӧс
529,Ehemann::N,manžel,vīrs
530,Ehefrau::N,choť,гӧтыр
531,Ehefrau::N,choť,sieva
532,Ehefrau::N,manželka,гӧтыр
533,Ehefrau::N,manželka,sieva
534,Freude::N,radost,радлун
535,Freude::N,radost,prieks
536,Gelächter::N,smích,серам
537,Gelächter::N,smích,smiekli
538,Glück::N,štěstí,шуд
539,Glück::N,štěstí,laime
540,Kummer::N,žal,шог
541,Kummer::N,žal,bēdas
542,Kummer::N,žal,raizes
543,Kummer::N,trápení,шог
544,Kummer::N,trápení,bēdas
545,Kummer::N,trápení,raizes
546,Wunsch::N,přání,кӧсйӧм
547,Wunsch::N,přání,vēlme
548,Wunsch::N,přání,vēlējums
549,Lust::N,chuť,кыскӧм
550,Lust::N,chuť,радейтӧм
551,Lust::N,chuť,kāre
552,Geist::N,duch,лов
553,Geist::N,duch,gars
554,Gedanke::N,myšlenka,мӧвп
555,Gedanke::N,myšlenka,doma
556,Gedächtnis::N,paměť,паметь
557,Gedächtnis::N,paměť,atmiņa
558,Verstand::N,rozum,вежӧр
559,Verstand::N,rozum,prāts
560,Sinn::N,smysl,мог
561,Sinn::N,smysl,вежӧртас
562,Sinn::N,smysl,nozīme
563,Grund::N,důvod,помка
564,Grund::N,důvod,pamats
565,Grund::N,důvod,iemesls
566,Wahrheit::N,pravda,збыль
567,Wahrheit::N,pravda,збыльтор
568,Wahrheit::N,pravda,taisnība
569,Wahrheit::N,pravda,patiesība
570,Gespräch::N,rozhovor,сёрни
571,Gespräch::N,rozhovor,saruna
572,Märchen::N,pohádka,мойд
573,Märchen::N,pohádka,pasaka
574,Erzählung::N,povídka,висьт
575,Erzählung::N,povídka,stāsts
576,Erzählung::N,povídka,nostāsts
577,Nachricht::N,zpráva,юӧртӧм
578,Nachricht::N,zpráva,ziņa
579,Neuigkeit::N,novina,выльтор
580,Neuigkeit::N,novina,jaunums
581,Neuigkeit::N,novinka,выльтор
582,Neuigkeit::N,novinka,jaunums
583,Name::N,jméno,ним
584,Name::N,jméno,vārds
585,Rätsel::N,hádanka,нӧдкыв
586,Rätsel::N,hádanka,mīkla
587,Rede::N,řeč,сёрни
588,Rede::N,řeč,runa
589,Rede::N,proslov,сёрни
590,Rede::N,proslov,runa
591,Sprache::N,řeč,кыв
592,Sprache::N,řeč,valoda
593,Sprache::N,jazyk,кыв
594,Sprache::N,jazyk,valoda
595,Stimme::N,hlas,гӧлӧс
596,Stimme::N,hlas,вом шы
597,Stimme::N,hlas,balss
598,Wort::N,slovo,кыв
599,Wort::N,slovo,vārds
600,Zeichen::N,znamení,пас
601,Zeichen::N,znamení,zīme
602,Ruf::N,zavolání,чукӧстчӧм
603,Ruf::N,zavolání,корӧм
604,Ruf::N,zavolání,sauciens
605,Lärm::N,hluk,шы
606,Lärm::N,hluk,зык
607,Lärm::N,hluk,зычитӧм
608,Lärm::N,hluk,troksnis
609,Laut::N,zvuk,шы
610,Laut::N,zvuk,skaņa
611,Ton::N,tón,шы
612,Ton::N,tón,tonis
613,Lied::N,píseň,сьылан
614,Lied::N,píseň,сьыланкыв
615,Lied::N,píseň,dziesma
616,Ruhe::N,klid,чӧв
617,Ruhe::N,klid,miers
618,Ruhe::N,pokoj,чӧв
619,Ruhe::N,pokoj,miers
620,Leute::N,lidé,йӧз
621,Leute::N,lidé,войтыр
622,Leute::N,lidé,ļaudis
623,Leute::N,lidé,cilvēki
624,Volk::N,národ,йӧз
625,Volk::N,národ,войтыр
626,Volk::N,národ,tauta
627,Arbeit::N,práce,удж
628,Arbeit::N,práce,darbs
629,Gast::N,host,гӧсть
630,Gast::N,host,viešņa
631,Gast::N,host,ciemiņš
632,Geschenk::N,dar,козин
633,Geschenk::N,dar,dāvana
634,Spiel::N,hra,ворсан
635,Spiel::N,hra,rotaļa
636,Gesellschaft::N,společnost,котыр
637,Gesellschaft::N,společnost,biedrība
638,Gesellschaft::N,společnost,kompānija
639,Hilfe::N,pomoc,отсӧг
640,Hilfe::N,pomoc,palīdzība
641,Freund::N,přítel,ёрт
642,Freund::N,přítel,draugs
643,Kamerad::N,kamarád,ёрт
644,Kamerad::N,kamarád,biedrs
645,Angelegenheit::N,záležitost,мог
646,Angelegenheit::N,záležitost,делӧ
647,Angelegenheit::N,záležitost,darīšana
648,Anzahl::N,počet,лыд
649,Anzahl::N,počet,тшӧт
650,Anzahl::N,počet,skaits
651,Anzahl::N,počet,daudzums
652,Art::N,druh,сикас
653,Art::N,druh,suga
654,Art::N,druh,šķira
655,Stück::N,kus,тор
656,Stück::N,kus,gabals
657,Stück::N,kousek,тор
658,Stück::N,kousek,gabals
659,Teil::N,díl,юкӧн
660,Teil::N,díl,daļa
661,Teil::N,část,юкӧн
662,Teil::N,část,daļa
663,Hälfte::N,půl,пӧв
664,Hälfte::N,půl,джын
665,Hälfte::N,půl,puse
666,Kreis::N,kruh,кытш
667,Kreis::N,kruh,aplis
668,Kreis::N,kruh,riņķis
669,Kreuz::N,kříž,перна
670,Kreuz::N,kříž,крест
671,Kreuz::N,kříž,krusts
672,Linie::N,linka,визь
673,Linie::N,linka,līnija
674,Strich::N,čára,визь
675,Strich::N,čára,svītra
676,Strich::N,čárka,визь
677,Strich::N,čárka,svītra
678,Abstand::N,vzdálenost,кост
679,Abstand::N,vzdálenost,коласт
680,Abstand::N,vzdálenost,atstarpe
681,Entfernung::N,vzdálenost,ылна
682,Entfernung::N,vzdálenost,attālums
683,Entfernung::N,vzdálenost,atstatums
684,Gegend::N,krajina,му-ва
685,Gegend::N,krajina,apvidus
686,Gegend::N,krajina,apgabals
687,Platz::N,prostor,ылдӧс
688,Platz::N,prostor,йир
689,Platz::N,prostor,гӧгӧртас
690,Platz::N,prostor,vieta
691,Ort::N,místo,ин
692,Ort::N,místo,места
693,Ort::N,místo,vieta
694,Seite::N,strana,бок
695,Seite::N,strana,ӧтарладор
696,Seite::N,strana,sāns
697,Mitte::N,střed,шӧр
698,Mitte::N,střed,vidus
699,Mitte::N,prostředek,шӧр
700,Mitte::N,prostředek,vidus
701,Gegenstand::N,předmět,кӧлуй
702,Gegenstand::N,předmět,priekšmets
703,Sache::N,věc,добра
704,Sache::N,věc,lieta
705,Rand::N,kraj,дор
706,Rand::N,kraj,mala
707,Rand::N,kraj,apmale
708,Rand::N,okraj,дор
709,Rand::N,okraj,mala
710,Rand::N,okraj,apmale
711,Kante::N,hrana,дор
712,Kante::N,hrana,šķautne
713,Ecke::N,roh,пельӧс
714,Ecke::N,roh,kakts
715,Ecke::N,roh,stūris
716,Spitze::N,hrot,йыв
717,Spitze::N,hrot,smaile
718,Spitze::N,hrot,galotne
719,Spitze::N,špička,йыв
720,Spitze::N,špička,smaile
721,Spitze::N,špička,galotne
722,Ende::N,konec,пом
723,Ende::N,konec,gals
724,Ende::N,konec,uzgalis
725,Loch::N,díra,розь
726,Loch::N,díra,caurums
727,Winkel::N,kout,пельӧс
728,Winkel::N,kout,leņķis
729,Muster::N,vzor,сер
730,Muster::N,vzor,piemērs
731,Größe::N,velikost,ыджда
732,Größe::N,velikost,lielums
733,Länge::N,délka,кузьта
734,Länge::N,délka,garums
735,Höhe::N,výška,джуджда
736,Höhe::N,výška,augstums
737,Gewicht::N,váha,сьӧкта
738,Gewicht::N,váha,сьӧкталун
739,Gewicht::N,váha,svars
740,Gewicht::N,váha,smagums
741,Menge::N,množství,лун
742,Menge::N,množství,числӧ
743,Menge::N,množství,masa
744,Menge::N,množství,daudzums
745,Haufen::N,kupa,чукӧр
746,Haufen::N,kupa,čupa
747,Haufen::N,kupa,grēda
748,Haufen::N,kupa,kaudze
749,Haufen::N,hromada,чукӧр
750,Haufen::N,hromada,čupa
751,Haufen::N,hromada,grēda
752,Haufen::N,hromada,kaudze
753,Reihe::N,řada,рад
754,Reihe::N,řada,rinda
755,Reihe::N,řada,virkne
756,Reihe::N,řádek,рад
757,Reihe::N,řádek,rinda
758,Reihe::N,řádek,virkne
759,Boot::N,člun,пыж
760,Boot::N,člun,laiva
761,Ruder::N,veslo,пелыс
762,Ruder::N,veslo,ӧпаснӧй
763,Ruder::N,veslo,airis
764,Ruder::N,veslo,irklis
765,Schlitten::N,sáně,дадь
766,Schlitten::N,sáně,ragavas
767,Ski::N,lyže,лызь
768,Ski::N,lyže,slēpe
769,Lagerfeuer::N,táborák,бипур
770,Lagerfeuer::N,táborák,ugunskurs
771,Last::N,náklad,сьӧкыдтор
772,Last::N,náklad,krava
773,Last::N,břemeno,сьӧкыдтор
774,Last::N,břemeno,krava
775,Gang::N,chůze,мунӧм
776,Gang::N,chůze,ветлӧм
777,Gang::N,chůze,eja
778,Gang::N,chůze,gājums
779,Gang::N,chodba,мунӧм
780,Gang::N,chodba,ветлӧм
781,Gang::N,chodba,eja
782,Gang::N,chodba,gājums
783,Schritt::N,krok,воськов
784,Schritt::N,krok,воськовтӧм
785,Schritt::N,krok,solis
786,Norden::N,sever,войвыв
787,Norden::N,sever,ziemeļi
788,Süden::N,jih,лунвыв
789,Süden::N,jih,dienvidi
790,Westen::N,západ,рытыв
791,Westen::N,západ,rietumi
792,Osten::N,východ,асыв
793,Osten::N,východ,austrumi
794,Holz::N,dřevo,пу
795,Holz::N,dřevo,koks
796,Holz::N,dřevo,koksne
797,Brett::N,prkno,пӧв
798,Brett::N,prkno,dēlis
799,Platte::N,deska,плита
800,Platte::N,deska,plate
801,Platte::N,deska,plāksne
802,Stütze::N,opěra,пыкӧд
803,Stütze::N,opěra,мыджӧд
804,Stütze::N,opěra,balsts
805,Stütze::N,opěra,atspaids
806,Stange::N,tyč,потш
807,Stange::N,tyč,maikste
808,Stange::N,tyčka,потш
809,Stange::N,tyčka,maikste
810,Stock::N,hůlka,бедь
811,Stock::N,hůlka,boze
812,Stock::N,hůlka,spieķis
