,Concept_ID,ta,kv
672,hinter::PRP,பின்பக்கம்,бӧрӧ
673,unter::PRP,கீழே,увтын
674,durch::PRP,ஊடே,пыр
675,neben::PRP,அடுத்து,бокам
676,neben::PRP,அடுத்து,боксиным
677,zwischen::PRP,இடையில்,коласас
678,wegen::PRP,ஏனெனில்,понда
679,dies::PRN,இது,эта
680,das::PRN,அது,сiя
681,alles::PRN,ஒவ்வொன்றும்,быдӧс
682,ich::PRN,நான்,ме
683,du::PRN,நீ,тэ
684,er::PRN,அவன்,сiя
685,wir::PRN,நாம்,мийӧ
686,wir::PRN,நாங்கள்,мийӧ
687,ihr::PRN,நீங்கள்,ті
688,sie::PRN,அவர்கள்,нія
689,was::FPRN,என்ன,мый
690,wer::FPRN,யார்,кин
691,wo::FADV,எங்கே,кытӧн
692,wohin::FADV,எதற்கு,кытчӧ
693,wie::FADV,எப்படி,дзик
694,warum::FADV,ஏன்,мыля
695,warum::FADV,ஏன்,мыйсянь
696,wieviel::FNUM,எவ்வளவு,мымда
697,eins::NUM,ஒன்று,ӧт
698,zwei::NUM,இரண்டு,кык
699,drei::NUM,மூன்று,куим
700,vier::NUM,நான்கு,нёль
701,fünf::NUM,ஐந்து,вит
702,sechs::NUM,ஆறு,квать
703,sieben::NUM,ஏழு,сизим
704,acht::NUM,எட்டு,кыкьямыс
705,neun::NUM,ஒன்பது,ӧкмыс
706,zehn::NUM,பத்து,дас
707,elf::NUM,பதினொன்று,дасотік
708,zwölf::NUM,பன்னிரண்டு,даскык
709,zwanzig::NUM,இருபது,кыкдас
710,dreißig::NUM,முப்பது,куимдас
711,vierzig::NUM,நாற்பது,нёльдас
712,fünfzig::NUM,ஐமபது,витдас
713,sechzig::NUM,அறுபது,кватьдас
714,siebzig::NUM,எழுபது,сизимдас
715,achtzig::NUM,எண்பது,кыкьямысдас
716,neunzig::NUM,தொன்னூறு,ӧкмысдас
717,hundert::NUM,நூறு,сто
718,tausend::NUM,ஆயிரம்,тысяча
719,und::CNJ,மற்றும்,и
720,und::CNJ,மற்றும்,да
721,oder::CNJ,அல்லது,или
722,stehen::V,நில்,сулавны
723,sitzen::V,உட்கார்,пукавны
724,liegen::V,படு,куйлыны
725,hängen::V,தொங்கச் செய்,ӧшавны
726,werden::V,ஆகு,лоны
727,passieren::V,நிகழ்,аркмыны
728,beginnen::V,ஆரம்பி,петны
729,enden::V,முடி,-сь
730,enden::V,முடி,бырны
731,wechseln::V,மாற்று,вежсьыны
732,aufgehen[Sonne]::V,உயர எழு,петавны
733,untergehen[Sonne]::V,பொறுத்து,пуксьыны
734,scheinen[Sonne]::V,பிரகாசி,югьявны
735,donnern::V,இடி,гымавны
736,wehen::V,வீசு,пӧлявны
737,strömen::V,பாயதல்,киссьыны
738,fließen::V,நீரோட்டம் போக்கில் போ,визывтны
739,sich drehen::V,சுழல்,бергавны
740,schwanken::V,தள்ளாடு,кӧвьясьны
741,schwingen::V,ஆடு,дюттясьны
742,fallen::V,விழு,усьны
743,brennen::V,எரி,сотчыны
744,rauchen::V,பகை பிடி,тшынасьны
745,regnen::V,மழை பெய்,зэрны
746,gefrieren::V,உறைந்துவிடு,гегдыны
747,tauen::V,உருகு,сывны
748,schmelzen::V,உருகு,сывны
749,trocknen::V,உலர்த்து,косьмыны
750,sieden::V,கொதிக்க வை,пизьны
751,faulen::V,அழுகச் செய்,нёльзьыны
752,verfaulen::V,அழுகச் செய்,тӧрмыны
753,verfaulen::V,அழுகச் செய்,сiсьмыны
754,reißen::V,திடீரென அறு,косясьны
755,versinken::V,மூழ்கு,вӧйны
756,vergehen::V,கடந்துசெல்,мунны
757,erscheinen::V,தோன்றச்,мыччисьны
758,verschwinden::V,மறைந்து போ,ӧшны
759,sinken::V,பதைவுறு,ямны
760,abnehmen::V,குறை,ямны
761,zunehmen::V,உயர்த்து,паськавны
762,steigen::V,உயர எழு,лэбтiсьны
763,wachsen::V,வளர்,быдмыны
764,glänzen::V,மிளிர்,свиттявны
765,funkeln::V,பிரகாசி,югйовтлыны
766,funkeln::V,பிரகாசி,югйӧв-керны
767,lärmen::V,கொம்பு,чавзыны
768,läuten::V,மணியொலியிசை,диньгыны
769,klingeln::V,மணி அடி,силькӧтны
770,klirren::V,கிலுங்கு,жольӧтны
771,brausen::V,இரைதல்,гуасьны
772,rauschen::V,சலசலப்பு,кышӧтны
773,klingen::V,சிலம்புதல்,горавны
774,bellen::V,குரை,увтны
775,bellen::V,குரை,вувтны
776,heulen::V,ஊளையிடு,уннявны
777,blasen::V,ஊது,пӧлявны
778,pfeifen::V,சீழ்க்கை எழப்பு,пиксыны
779,schreien::V,கூச்சலிடு,айзыны
780,stöhnen::V,வேதனை,ойзыны
781,stöhnen::V,வேதனை,ружтыны
782,zittern::V,நடுங்கு,легьявны
783,leben::V,உயிருடனிரு,овны
784,geboren werden::V,பிற,шогмыны
785,atmen::V,சுவாசி,лолавны
786,trinken::V,குடி,юны
787,essen::V,சாப்பிடு,сёйны
788,schlucken::V,முழுங்கு,ньылавны
789,müde werden::V,கையயர்தல்,мыдзны
790,einschlafen::V,தூங்க,ланьтны
791,schlafen::V,தூங்கு,узьны
792,aufwachen::V,எழுப்பு,саймыны
793,aufwachen::V,எழுப்பு,пальмыны
794,aufstehen::V,எழுந்திரு,сувтны
795,sich erholen::V,இளைப்பாறு,шоччисьлыны
796,krank werden::V,விழுதல்,моржитны
797,krank sein::V,நருக்கலாயிருக்க,шогавны
798,krank sein::V,நருக்கலாயிருக்க,визьӧтны
799,schmerzen::V,நோவுறு,висьны
800,husten::V,இருமு,кашляйтны
801,genesen::V,குணம் அடை,бурдны
802,sterben::V,மரணமடை,кувны
803,umkommen::V,நசி,вийсьыны
804,sich bewegen::V,நகர்த்து,локны
805,sich bewegen::V,நகர்த்து,ветлӧтны
806,sich rühren::V,அசை,вӧрзьӧтчыны
807,sich erheben::V,எழுந்து நில்,сувтны
808,sich setzen::V,உட்கார்,пуксьыны
809,hinfallen::V,விழு,пӧрласьны
810,laufen::V,நட,мунны
811,schreiten::V,கவடுவைத்தல்,тальччавны
812,spazierengehen::V,உலவு,котрасьны
813,eilen::V,விரைந்து,тэрмасьны
814,sich beeilen::V,அவசரப்படுத்து,тэрмасьны
815,sausen::V,விரைந்து செல்,вирдавны-котӧртны
816,rennen::V,ஓடு,
817,springen::V,குதி,чеччавны
818,klettern::V,ஏறு,кышасьны
819,schaukeln::V,தள்ளாடு,чурликасьны
820,kriechen::V,மெதுவாக நடந்து செல்,кыскасьны-мунны
821,schwimmen::V,நீந்து,вартчыны
822,tauchen::V,மூழ்கி நீச்சலடி,сунгисьны ваӧ
823,rudern::V,துடுப்புப் போடு,сынны
824,fahren::V,ஓட்டு,мунны
825,fliegen::V,பற,лэбавны
826,gehen::V,போ,мунны
827,weggehen::V,விலகிச் செல்,мунны
828,abfahren::V,புறப்பட்டுச் செல்,иньдӧтчыны
829,abfahren::V,புறப்பட்டுச் செல்,мунны
830,anhalten::V,நின்றுவிடு,сувтны
831,hineingehen::V,மறையச் செய்,пырны
832,eintreten::V,நுழை,пырны
833,kommen::V,வா,локны
834,ankommen::V,வநது சேர்,локны
835,zurückkommen::V,திரும்பி வா,бертны
836,zurückkommen::V,திரும்பி வா,панӧвтсьыны
837,bleiben::V,இரு,кольччыны
838,warten::V,தாமதி,видзчисьны
839,erwarten::V,எதிர்நோக்கு,видзчисьны
840,suchen::V,தேடு,кошшыны
841,finden::V,கண்டுபிடி,адззыны
842,versuchen::V,முயற்சி செய்,пондыны
843,versuchen::V,முயற்சி செய்,пондӧтны
844,vorbereiten::V,ஆயத்தம் செய்,лӧсьӧтны
845,lieben::V,அன்பு செலுத்து,милуйтны
846,mögen::V,விரும்பு,радейтны
847,lachen::V,சிரி,серавны
848,rühren::V,இதயத்தைத் தொடு,сьӧлӧм вӧрзьӧтны
849,weinen::V,அழு,горзыны
850,schimpfen::V,சாபமிடு,видчыны
851,sich ärgern::V,கோப்பபடு,лёкавны
852,sich fürchten::V,பயப்படு,повны
853,fürchten::V,பயப்படுத்து,повны
854,fliehen::V,ஓடு,пышшыны
855,flüchten::V,தப்பிவிடு,пышшыны
856,sehen::V,பார்,адззыны
857,anschauen::V,கூர்ந்து கவனி,видзӧтны
858,ansehen::V,கவனி,видзӧтны
859,hören::V,கேள்,кывны
860,zuhören::V,சுவைத்துப் பார்,кывзыны
861,probieren::V,ருசி,пешлыны
862,riechen::V,முகர்ந்து பார்,дукавны
863,fühlen::V,தொட்டுணர்,кывны
864,scheinen::V,காணப்படு,декуйтчыны
865,zu sehen sein::V,தோன்றுதல்,тыдавны
866,vernehmen::V,கேள்,тӧдмавны
867,frieren::V,குதுகுதுகு,гегдыны
868,tun::V,செய்,керны
869,können::V,இயல்வது,вермыны
870,wollen::V,விரும்பு,мӧдны
871,anfangen::V,தொடங்கு,петны
872,beenden::V,முடி,ештӧтны
873,beenden::V,முடி,керыштны
874,aufhören::V,நிறுத்து,дугдыны
875,gelingen::V,வெற்றி,шогмыны
876,geraten::V,ஏற்படுத்து,мыччисьны
877,öffnen::V,திற,осьтны
878,schließen::V,மூடு,пӧднавны
879,stellen::V,வை,сувтӧтны
880,setzen::V,வை,пуксьӧтны
881,legen::V,பரப்பி வை,пуктыны
882,berühren::V,பதி,вӧрзьӧтны
883,verbinden::V,சேர்,йитны
884,bedecken::V,உறைபோடு,вевттьыны
885,aufhängen::V,தொங்கவிடு,ӧшӧтны
886,anzünden::V,எரியூட்டு,ӧзтыны
887,aufheben::V,பொறுக்கி எடு,лэбтыны
888,zurücklassen::V,விட்டுச் செல்,кольны
889,verlieren::V,இழ,ӧштыны
890,fallen lassen::V,அளவில் குறைவு,уськӧтны
891,machen::V,தயார்செய்,керны
892,herstellen::V,உற்பத்தி செய்,вӧчны
893,bauen::V,கட்டு,строитны
894,reparieren::V,பழுது பார்,вочны
895,verbessern::V,மேம்படுத்து,бурсьӧтны
896,ändern::V,மாற்றி அமை,вежны
897,graben::V,குழி வெட்டு,гарйыны
898,beugen::V,வனை,кусіньтны
899,biegen::V,வனை,чукыльтыштны
900,drehen::V,சுழல்,бергӧтны
901,wenden::V,குடைகவிழு,бергӧтны
902,umdrehen::V,சுற்றும் முற்றும் பார்,бергӧтны
903,heben::V,தூக்கு,лэбтыны
904,hochheben::V,தூக்கு,лэбтыны
905,ergreifen::V,பறி,кватитны
906,halten::V,பிடித்துக் கொள்,видзны
907,drücken::V,அழுத்து,личкыны
908,schieben::V,தள்ளு,тойлавны
909,kratzen::V,கீறு,шаркӧтны
910,lecken::V,நக்கு,нювны
911,beißen::V,கடி,йирны
912,abreißen::V,கிழி,орӧтны
913,abschneiden::V,வெட்டி எடு,шӧрыштны
914,abschneiden::V,வெட்டி எடு,вундыштны
915,binden::V,கட்டு,гӧрдззыны
916,stecken::V,பதிய வை,мӧртны
917,brechen::V,உடை,жугдыны
918,klopfen::V,தட்டு,зукӧтны
919,hauen::V,அடி,желльыны
920,kleben::V,ஒட்டு,лякӧтны
921,reiben::V,தேய்,зыртны
922,streichen::V,பரவச்செய்,мавтны
923,schleifen::V,அரை,кыскыны
924,schneiden::V,துண்டாக்கு,вундавны
925,rütteln::V,மெல்ல தள்ளு,шатлавны
926,schütteln::V,குலுக்கு,зыбӧтны
927,schwenken::V,ஊஞ்சலாடு,ӧвтны
928,schwenken::V,ஊஞ்சலாடு,макайтны
929,schütten::V,ஊற்று,кисьтны
930,füllen::V,நிரப்பு,тыртны
931,füllen::V,நிரப்பு,тырсьӧтны
932,einwickeln::V,சுற்று,тубны
933,tragen::V,எடுத்துச் செல்,новйӧтны
934,schleppen::V,இழுத்துச் செல்,кыскыны
935,ziehen::V,இழு,кыскыны
936,aufbewahren::V,வைத்துக் கொள்,видзны
937,werfen::V,வீசி எறி,шентывлыны
938,fangen::V,பிடி,кутны
939,packen::V,பிடித்துக்கொள்,кутасьны
940,packen::V,பிடித்துக்கொள்,кватитны
941,verstecken::V,மறை,дзебны
942,teilen::V,பாகங்களாகப் பிரி,торйӧтны
943,schicken::V,அனுப்பு,иньдыны
944,bringen::V,கொண்டு வா,вайны
945,hinzufügen::V,சேர்,содтыны
946,bekommen::V,பெறு,получитны
947,erhalten::V,பெறு,получитны
948,nehmen::V,எடு,босьтны
949,wählen::V,தேர்ந்தெடு,бӧрйыны
950,auswählen::V,தேர்ல்தெடு,бӧрйыны
951,bewahren::V,கெடாது பேணு,видзны
952,behindern::V,தடங்கல் செய்,падтыны
953,verderben::V,நாசமாக்கு,изводавны
954,beschädigen::V,சேதப்படுத்து,паздыны
955,zerbrechen::V,உடை,паздыны
956,zerreißen::V,கிழி,косявны
957,zerstören::V,அழி,паздыны
958,verbrennen::V,எரியூட்டு,сотны
959,geben::V,கொடு,сетны
960,reichen::V,வழங்கு,сетны
961,schenken::V,மொயத்தல்,козьнавны
962,versprechen::V,உறுதியளி,кӧсйыны
963,wünschen::V,ஆசைப்படு,бурсьыны
964,loben::V,புகழ்ச்சி கூறு,ошкыны
965,küssen::V,முத்தமிடு,окавны
966,wiegen::V,ஆட்டுத்தல்,тюттьӧтны
967,zudecken::V,உறைபோடு,вевттьыны
968,wecken::V,எழுப்பு,саймӧтны
969,zeigen::V,காட்டு,мыччавны
970,führen::V,வழிகாட்டி,нуӧтны
971,lehren::V,சொல்லிக் கொடு,велӧтны
972,unterrichten::V,அறிவுரை கூறு,велӧтны
973,aufziehen::V,வளர்,быдтыны
974,leiten::V,அழைத்துச் செல்,юравны
975,leiten::V,அழைத்துச் செல்,веськӧтлыны
976,antreiben::V,தூண்டு,тэрмӧтны
977,lassen::V,விடு,-ӧтыны
978,einladen::V,அழை,корны
979,vereinigen::V,ஒன்றாகச் சேர்,ӧтувтны
980,vereinigen::V,ஒன்றாகச் சேர்,ӧтлаавны
981,besuchen::V,வருகை புரி,пыравлыны
982,treffen::V,சந்தி,пантавны
983,sich versammeln::V,தொகுப்பு,ӧксьыны
984,spielen::V,விளையாடு,орсны
985,singen::V,பாடு,сьывны
986,tanzen::V,நடனமாடு,йӧктыны
987,sich trennen::V,தனிப்படடுத்து,торьясьны
988,verlassen::V,கைவிடு,кольны
989,retten::V,காப்பாற்று,мынтны
990,bewachen::V,காவல் செய்,смекайтны
991,schützen::V,பாதுகாப்பு செய்,дорйыны
992,verteidigen::V,எதிர்த்து நில்,дорйыны
993,sich schlagen::V,பூசலிடு,тышкасьны
994,schießen::V,சுட்டுக் கொல்,лыйны
995,siegen::V,வெற்றி பெறு,вермыны
996,ärgern::V,எரிச்சலூட்டு,лӧгӧтны
997,schlagen::V,அடி,базнитны
998,treten::V,உதை,чужьявны
999,stechen::V,கொட்டு,бытшкыны
1000,stoßen::V,நெருக்கு,тапкыны
1001,stoßen::V,நெருக்கு,тойыштны
1002,stehlen::V,திருடு,гусявны
1003,stören::V,தொல்லைகொடு,костіавны
1004,belästigen::V,தொல்லை கொடு,назыляйтны
1005,verbergen::V,மறை,дзебны
1006,täuschen::V,ஏமாற்று,бӧбӧтны
1007,täuschen::V,ஏமாற்று,пӧрьявны
1008,betrügen::V,ஏமாற்று,муклачитны
1009,töten::V,கொல்,вийны
1010,wohnen::V,தங்கியிரு,овны
1011,arbeiten::V,வேலை செய்,уджавны
1012,sammeln::V,ஒன்றுசேர்,ӧктыны
1013,pflücken::V,கொய்து எடு,судзлавны
1014,jagen::V,வேட்டையாடு,вӧравны
1015,fischen::V,மீன் பிடி,чериавны
1016,fassen::V,பிடி,кутны
1017,hüten::V,காவல் செய்,вердны
1018,hüten::V,காவல் செய்,йирсьӧтны
1019,treiben::V,ஓட்டு,вашӧтны
1020,anbinden::V,கட்டு,кӧртавны
1021,füttern::V,உணவளி,вердны
1022,melken::V,பால் கற,высьтыны
1023,melken::V,பால் கற,чилькӧтны
1024,hacken::V,வெட்டி எடு,керавны
1025,gießen::V,நீர்ப் பாய்ச்சு,киськавны
1026,reifen::V,பழு,кисьмыны
1027,zubereiten::V,சமையல் செய்,лӧсьӧтны
1028,kochen::V,வேகவை,пуны
1029,backen::V,வெப்பத்தில் வாட்டு,пӧжавны
1030,braten::V,பொரியச் செய்,жаритны
1031,umrühren::V,கலக்கு,соравны
1032,stricken::V,பின்னியிழை,домавны
1033,nähen::V,தையல் வேலை செய்,вурны
1034,färben::V,வண்ணம் பெறச் செய்,краситны
1035,reinigen::V,சுத்தம் செய்,весӧтны
1036,waschen::V,கழுவு,пеславны
1037,abwischen::V,துடை,чышкыны
1038,spülen::V,அலசு,гывьявны
1039,fegen::V,பெறுக்கு,чышкыны
1040,kehren::V,பெறுக்கு,чышкыны
1041,baden::V,குளி,купайтчыны 
1042,sich waschen::V,கழுவு,миссьыны
1043,ausziehen::V,கழற்று,гыжтӧтны
1044,ausziehen::V,கழற்று,пӧрччавны
1045,anziehen::V,புனைதல்,пасьтавны
1046,sich anziehen::V,உடுத்துதல்,пасьтасьны
1047,kämmen::V,தலை வாரிக் கொள்,сынавны
1048,schmücken::V,அழகுபடுத்து,баситны
1049,sagen::V,சொல்,висьтавны
1050,sprechen::V,பேசு,шуны
1051,reden::V,பெசு,баитны
1052,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,сёрнитны
1053,fragen::V,கேள்,юавны
1054,bitten::V,வேண்டு,корны
1055,erzählen::V,சொல்,висьтавны
1056,mitteilen::V,சொல்,висьтавны
1057,nennen::V,பெயரிடுதல்,нимтны
1058,rufen::V,கூச்சலிடு,китсавны
1059,rufen::V,கூச்சலிடு,корны
1060,rufen::V,கூச்சலிடு,чукӧстны
1061,prahlen::V,தற்பெருமை பேசு,ошшасьны
1062,übersetzen::V,மொழிபெயர்ப்பு செய்,вуджӧтны
1063,denken::V,யோசி,чайтны
1064,glauben::V,நம்பு,веритны
1065,bemerken::V,கவனி,казявны
1066,erkennen::V,அடையாளம் கண்டுகொள்,тӧдсавны
1067,begreifen::V,பற்றிக்கொள்,вежӧртны
1068,verstehen::V,புரிந்து கொள்,кывны
1069,lernen::V,கற்றுக்கொள்,велӧтчыны
1070,wissen::V,தெரிந்திரு,тӧдны
1071,sich erinnern an::V,நினைவு கூர்,касьтывны
1072,vergessen::V,மற,вунӧтны
1073,messen::V,அளவிடு,меряйтны
1074,zählen::V,எண்ணு,лыддьыны
1075,rechnen::V,கணக்கிடு,лыддьыны
1076,lesen::V,படி,лыддьӧтны
1077,malen::V,வண்ணச்சித்திரம்,
1078,zeichnen::V,வரை,гижмавны
1079,schreiben::V,எழுது,гижны
1080,besitzen::V,உடைமையாகக் கொண்டிரு,лоны
1081,kaufen::V,வாங்கு,небны
1082,verkaufen::V,விற்பனை செய்,вузавны
1083,bezahlen::V,இறுத்தல்,вештыны
1084,zahlen::V,பணம் செலுத்து,вештыны
1085,beherrschen::V,ஆட்சிசெய்,
1086,ertragen::V,தாங்கு,терпитны
