,Concept_ID,de,uk
111,Blume::N,Blume,квітка
112,Gras::N,Gras,трава
113,Wurzel::N,Wurzel,корінь
114,Baum::N,Baum,дерево
115,Stamm::N,Stamm,стовбур
116,Rinde::N,Rinde,кора
117,Ast::N,Ast,гілка
118,Zweig::N,Zweig,галузь
119,Blatt::N,Blatt,лист
120,Birke::N,Birke,береза
121,Kiefer[Baum]::N,Kiefer,сосна
122,Weide[Baum]::N,Weide,верба
123,Tanne::N,Tanne,ялиця
124,Horn::N,Horn,ріг
125,Feder::N,Feder,перо
126,Fell::N,Fell,хутро
127,Flügel::N,Flügel,крило
128,Klaue::N,Klaue,кіготь
129,Kralle::N,Kralle,лапа
130,Schwanz::N,Schwanz,хвіст
131,Ei::N,Ei,яйце
132,Nest::N,Nest,гніздо
133,Bau::N,Bau,лігво
134,Tier::N,Tier,тварина
135,Herde::N,Herde,стадо
136,Kuh::N,Kuh,корова
137,Bulle::N,Bulle,бик
138,Bulle::N,Bulle,бугай
139,Pferd::N,Pferd,кінь
140,Schaf::N,Schaf,вівця
141,Schwein::N,Schwein,свиня
142,Hund::N,Hund,собака
143,Katze::N,Katze,кішка
144,Bär::N,Bär,ведмідь
145,Eichhörnchen::N,Eichhörnchen,білка
146,Elch::N,Elch,лось
147,Fuchs::N,Fuchs,лисиця
148,Hase::N,Hase,заєць
149,Maus::N,Maus,миша
150,Wolf::N,Wolf,вовк
151,Vogel::N,Vogel,птах
152,Schwarm::N,Schwarm,зграя
153,Huhn::N,Huhn,курка
154,Hahn::N,Hahn,півень
155,Gans::N,Gans,гуска
156,Adler::N,Adler,орел
157,Ente::N,Ente,качка
158,Eule::N,Eule,сова
159,Kranich::N,Kranich,журавель
160,Krähe::N,Krähe,ворона
161,Kuckuck::N,Kuckuck,зозуля
162,Schwan::N,Schwan,лебідь
163,Fisch::N,Fisch,риба
164,Barsch::N,Barsch,окунь
165,Hecht::N,Hecht,щука
166,Schlange[Tier]::N,Schlange,змія
167,Wurm::N,Wurm,черв’як
168,Spinne::N,Spinne,павук
169,Ameise::N,Ameise,мурашка
170,Laus::N,Laus,воша
171,Mücke::N,Mücke,комар
172,Fliege::N,Fliege,муха
173,Schmetterling::N,Schmetterling,метелик
174,Beere::N,Beere,ягода
175,Apfel::N,Apfel,яблуко
176,Pilz::N,Pilz,гриб
177,Zwiebel::N,Zwiebel,цибуля
178,Saat::N,Saat,сім’я
179,Korn::N,Korn,зерно
180,Heu::N,Heu,сіно
181,Schale::N,Schale,шкірка
182,Grube::N,Grube,яма
183,Falle::N,Falle,пастка
184,Schlinge::N,Schlinge,петля
185,Spur::N,Spur,слід
186,Asche::N,Asche,зола
187,Asche::N,Asche,попіл
188,Dreck::N,Dreck,бруд
189,Eisen::N,Eisen,залізо
190,Gold::N,Gold,золото
191,Silber::N,Silber,срібло
192,Kohle::N,Kohle,вугілля
193,Glas::N,Glas,скло
194,Lehm::N,Lehm,глина
195,Sand::N,Sand,пісок
196,Mensch::N,Mensch,людина
197,Mann::N,Mann,чоловік
198,Frau::N,Frau,жінка
199,Kind::N,Kind,дитина
200,Junge::N,Junge,хлопець
201,Mädchen::N,Mädchen,дівчина
202,Familie::N,Familie,сім’я
203,Familie::N,Familie,родина
204,Großvater::N,Großvater,дідусь
205,Großmutter::N,Großmutter,бабуся
206,Eltern::N,Eltern,батьки
207,Vater::N,Vater,батько
208,Mutter::N,Mutter,мати
209,Sohn::N,Sohn,син
210,Tochter::N,Tochter,дочка
211,Bruder::N,Bruder,брат
212,Schwester::N,Schwester,сестра
213,Onkel::N,Onkel,дядько
214,Tante::N,Tante,тітка
215,Ehemann::N,Ehemann,чоловік
216,Ehefrau::N,Ehefrau,жінка
217,Ehefrau::N,Ehefrau,дружина
218,Freude::N,Freude,радощі
219,Gelächter::N,Gelächter,сміх
220,Glück::N,Glück,щастя
221,Kummer::N,Kummer,горе
222,Wunsch::N,Wunsch,бажання
223,Lust::N,Lust,бажання
224,Geist::N,Geist,дух
225,Gedanke::N,Gedanke,думка
226,Gedächtnis::N,Gedächtnis,пам’ять
227,Verstand::N,Verstand,розум
228,Sinn::N,Sinn,зміст
229,Sinn::N,Sinn,значення
230,Grund::N,Grund,причина
231,Wahrheit::N,Wahrheit,правда
232,Gespräch::N,Gespräch,розмова
233,Märchen::N,Märchen,байка
234,Erzählung::N,Erzählung,повість
235,Erzählung::N,Erzählung,оповідання
236,Nachricht::N,Nachricht,повідомлення
237,Neuigkeit::N,Neuigkeit,новина
238,Name::N,Name,ім’я
239,Rätsel::N,Rätsel,загадка
240,Rede::N,Rede,промова
241,Sprache::N,Sprache,мова
242,Stimme::N,Stimme,голос
243,Wort::N,Wort,слово
244,Zeichen::N,Zeichen,знак
245,Ruf::N,Ruf,оклик
246,Lärm::N,Lärm,шум
247,Laut::N,Laut,звук
248,Ton::N,Ton,тон
249,Lied::N,Lied,пісня
250,Ruhe::N,Ruhe,спокій
251,Leute::N,Leute,люди
252,Volk::N,Volk,народ
253,Arbeit::N,Arbeit,робота
254,Gast::N,Gast,гість
255,Geschenk::N,Geschenk,подарунок
256,Spiel::N,Spiel,гра
257,Gesellschaft::N,Gesellschaft,товариство
258,Hilfe::N,Hilfe,допомога
259,Freund::N,Freund,друг
260,Freund::N,Freund,приятель
261,Kamerad::N,Kamerad,товариш
262,Angelegenheit::N,Angelegenheit,справа
263,Anzahl::N,Anzahl,число
264,Art::N,Art,рід
265,Stück::N,Stück,кусок
266,Teil::N,Teil,частина
267,Hälfte::N,Hälfte,половина
268,Kreis::N,Kreis,круг
269,Kreis::N,Kreis,коло
270,Kreuz::N,Kreuz,хрест
271,Linie::N,Linie,лінія
272,Strich::N,Strich,штрих
273,Abstand::N,Abstand,проміжок
274,Entfernung::N,Entfernung,відстань
275,Gegend::N,Gegend,місцевість
276,Platz::N,Platz,площа
277,Ort::N,Ort,місце
278,Seite::N,Seite,сторона
279,Mitte::N,Mitte,середина
280,Gegenstand::N,Gegenstand,предмет
281,Sache::N,Sache,річ
282,Rand::N,Rand,край
283,Kante::N,Kante,ребро
284,Ecke::N,Ecke,ріг
285,Spitze::N,Spitze,кінчик
286,Ende::N,Ende,кінець
287,Loch::N,Loch,діра
288,Winkel::N,Winkel,куток
289,Muster::N,Muster,узор
290,Größe::N,Größe,розмір
291,Länge::N,Länge,довжина
292,Höhe::N,Höhe,висота
293,Gewicht::N,Gewicht,вага
294,Menge::N,Menge,кількість
295,Haufen::N,Haufen,купа
296,Reihe::N,Reihe,ряд
297,Boot::N,Boot,човен
298,Ruder::N,Ruder,весло
299,Schlitten::N,Schlitten,сани
300,Ski::N,Ski,лижа
301,Lagerfeuer::N,Lagerfeuer,вогнище
302,Last::N,Last,тягар
303,Last::N,Last,вантаж
304,Gang::N,Gang,хід
305,Schritt::N,Schritt,крок
306,Norden::N,Norden,північ
307,Süden::N,Süden,південь
308,Westen::N,Westen,захід
309,Osten::N,Osten,схід
310,Holz::N,Holz,дрова
311,Brett::N,Brett,дошка
312,Platte::N,Platte,плита
313,Stütze::N,Stütze,підпірка
314,Stange::N,Stange,жердина
315,Stock::N,Stock,палиця
316,Stab::N,Stab,палиця
317,Rohr::N,Rohr,труба
318,Haus::N,Haus,дім
319,Haus::N,Haus,хата
320,Heim::N,Heim,житло
321,Ofen::N,Ofen,піч
322,Fußboden::N,Fußboden,підлога
323,Tisch::N,Tisch,стіл
324,Stuhl::N,Stuhl,стілець
325,Wiege::N,Wiege,колиска
326,Bett::N,Bett,ліжко
327,Bett::N,Bett,постіль
328,Regal::N,Regal,полиця
329,Kiste::N,Kiste,ящик
330,Fenster::N,Fenster,вікно
331,Tür::N,Tür,двері
332,Tor::N,Tor,ворота
333,Zaun::N,Zaun,паркан
334,Zaun::N,Zaun,огорожа
335,Dach::N,Dach,дах
336,Leiter::N,Leiter,драбина
337,Besen::N,Besen,мітла
338,Spaten::N,Spaten,заступ
339,Schaufel::N,Schaufel,совок
340,Schaufel::N,Schaufel,лопата
341,Gabel::N,Gabel,виделка
342,Löffel::N,Löffel,ложка
343,Messer::N,Messer,ніж
344,Nagel::N,Nagel,цвях
345,Netz::N,Netz,сіть
346,Haken::N,Haken,крюк
347,Griff::N,Griff,ручка
348,Griff::N,Griff,держак
349,Schloss::N,Schloss,замок
350,Bild::N,Bild,картина
351,Figur::N,Figur,фігура
352,Puppe::N,Puppe,лялька
353,Beutel::N,Beutel,мішечок
354,Beutel::N,Beutel,торбинка
355,Bündel::N,Bündel,в’язка
356,Tasche::N,Tasche,сумка
357,Eimer::N,Eimer,відро
358,Deckel::N,Deckel,кришка
359,Geschirr::N,Geschirr,посуд
360,Sack::N,Sack,мішок
361,Tasse::N,Tasse,чашка
362,Topf::N,Topf,горщик
363,Kessel::N,Kessel,котел
364,Essen::N,Essen,їжа
365,Nahrung::N,Nahrung,харч
366,Speise::N,Speise,страва
367,Fleisch::N,Fleisch,м’ясо
368,Getreide::N,Getreide,хліб
369,Getreide::N,Getreide,збіжжя
370,Brei::N,Brei,каша
371,Brot::N,Brot,хліб
372,Scheibe::N,Scheibe,скибочка
373,Fett::N,Fett,жир
374,Butter::N,Butter,масло
375,Öl::N,Öl,олія
376,Salz::N,Salz,сіль
377,Suppe::N,Suppe,суп
378,Honig::N,Honig,мед
379,Milch::N,Milch,молоко
380,Tee::N,Tee,чай
381,Leder::N,Leder,шкіра
382,Wolle::N,Wolle,шерсть
383,Stoff::N,Stoff,тканина
384,Nadel::N,Nadel,голка
385,Faden::N,Faden,нитка
386,Knopf::N,Knopf,ґудзик
387,Knoten::N,Knoten,вузол
388,Farbe::N,Farbe,фарба
389,Kleidung::N,Kleidung,одяг
390,Kleidung::N,Kleidung,убрання
391,Hemd::N,Hemd,сорочка
392,Kragen::N,Kragen,комір
393,Ärmel::N,Ärmel,рукав
394,Hose::N,Hose,брюки
395,Gürtel::N,Gürtel,пояс
396,Mütze::N,Mütze,шапка
397,Schuh::N,Schuh,ботинок
398,Stiefel::N,Stiefel,чобіт
399,Ring::N,Ring,кільце
400,Band::N,Band,стрічка
401,Kamm::N,Kamm,гребінець
402,Spiegel::N,Spiegel,дзеркало
403,Riemen::N,Riemen,ремінь
404,Schnur::N,Schnur,вірьовка
405,Leine::N,Leine,шворка
406,Decke::N,Decke,ковдра
407,Kissen::N,Kissen,подушка
408,Tuch::N,Tuch,хустка
409,Handtuch::N,Handtuch,рушник
410,Kraft::N,Kraft,сила
411,Stärke::N,Stärke,сила
412,Gesundheit::N,Gesundheit,здоров’я
413,Krankheit::N,Krankheit,хвороба
414,Schmerz::N,Schmerz,біль
415,Wunde::N,Wunde,рана
416,Fieber::N,Fieber,гарячка
417,Arznei::N,Arznei,ліки
418,Brücke::N,Brücke,міст
419,Brunnen::N,Brunnen,колодязь
420,Weide::N,Weide,пасовище
421,Pfad::N,Pfad,стежка
422,Weg::N,Weg,шлях
423,Weg::N,Weg,дорога
424,Straße::N,Straße,вулиця
425,Dorf::N,Dorf,село
426,Stadt::N,Stadt,місто
427,Brief::N,Brief,лист
428,Buch::N,Buch,книга
429,Buch::N,Buch,книжка
430,Buchstabe::N,Buchstabe,буква
431,Buchstabe::N,Buchstabe,літера
432,Zeitung::N,Zeitung,газета
433,Leben::N,Leben,життя
434,Tod::N,Tod,смерть
435,Grab::N,Grab,могила
436,Kirche::N,Kirche,церква
437,Sünde::N,Sünde,гріх
438,Gott::N,Gott,бог
439,Arbeiter::N,Arbeiter,робітник
440,Chef::N,Chef,хазяїн
441,Meister::N,Meister,умілець
442,Arzt::N,Arzt,лікар
443,Lehrer::N,Lehrer,вчитель
444,Geld::N,Geld,гроші
445,Geschäft::N,Geschäft,заняття
446,Laden::N,Laden,магазин
447,Laden::N,Laden,крамниця
448,Preis::N,Preis,ціна
449,Ware::N,Ware,товар
450,Nutzen::N,Nutzen,вигода
451,Nutzen::N,Nutzen,користь
452,Reichtum::N,Reichtum,багатство
453,Welt::N,Welt,світ
454,Land::N,Land,країна
455,Staat::N,Staat,держава
456,König::N,König,король
457,Macht::N,Macht,влада
458,Grenze::N,Grenze,кордон
459,Krieg::N,Krieg,війна
460,Feind::N,Feind,ворог
461,Gewalt::N,Gewalt,насильство
462,Kampf::N,Kampf,бій
463,Kampf::N,Kampf,боротьба
464,Bogen[Waffe]::N,Bogen,лук
465,Pfeil::N,Pfeil,стріла
466,Gewehr::N,Gewehr,рушниця
467,Gewehr::N,Gewehr,гвинтівка
468,Fehler::N,Fehler,помилка
469,Lüge::N,Lüge,брехня
470,Schaden::N,Schaden,шкода
471,Schaden::N,Schaden,збиток
472,Unglück::N,Unglück,нещастя
473,Schuld::N,Schuld,провина
474,Alter::N,Alter,вік
475,Alter::N,Alter,літа
476,Schluss::N,Schluss,кінець
477,Zeit::N,Zeit,час
478,Tag::N,Tag,день
479,Morgen::N,Morgen,ранок
480,Mittag::N,Mittag,південь
481,Abend::N,Abend,вечір
482,Nacht::N,Nacht,ніч
483,Woche::N,Woche,тиждень
484,Monat::N,Monat,місяць
485,Jahr::N,Jahr,рік
486,Frühling::N,Frühling,весна
487,Sommer::N,Sommer,літо
488,Herbst::N,Herbst,осінь
489,Winter::N,Winter,зима
490,Januar::N,Januar,січень
491,Februar::N,Februar,лютий
492,März::N,März,березень
493,April::N,April,квітень
494,Mai::N,Mai,травень
495,Juni::N,Juni,червень
496,Juli::N,Juli,липень
497,August::N,August,серпень
498,September::N,September,вересень
499,Oktober::N,Oktober,жовтень
500,November::N,November,листопад
501,Dezember::N,Dezember,грудень
502,Montag::N,Montag,понеділок
503,Dienstag::N,Dienstag,вівторок
504,Mittwoch::N,Mittwoch,середа
505,Donnerstag::N,Donnerstag,четвер
506,Freitag::N,Freitag,п’ятниця
507,Samstag::N,Samstag,субота
508,Sonntag::N,Sonntag,неділя
509,groß::A,groß,великий
510,klein::A,klein,малий
511,klein::A,klein,маленький
512,lang::A,lang,довгий
513,kurz::A,kurz,короткий
514,breit::A,breit,широкий
515,schmal::A,schmal,вузький
516,dicht::A,dicht,густий
517,dick[Gegenstand]::A,dick,товстий
518,dünn::A,dünn,тонкий
519,fein::A,fein,дрібний
520,fest::A,fest,міцний
521,flach::A,flach,плоский
522,glatt::A,glatt,рівний
523,glatt::A,glatt,гладенький
524,hart::A,hart,твердий
525,weich::A,weich,м’який
526,rund::A,rund,круглий
527,spitz::A,spitz,гострокінцевий
528,scharf::A,scharf,гострий
529,stumpf::A,stumpf,тупий
530,schwer::A,schwer,важкий
531,schön::A,schön,вродливий
532,heiß::A,heiß,жаркий
533,heiß::A,heiß,гарячий
534,warm::A,warm,теплий
535,kalt::A,kalt,холодний
536,kühl::A,kühl,прохолодний
537,frisch::A,frisch,свіжий
538,feucht::A,feucht,вогкий
539,nass::A,nass,мокрий
540,trocken::A,trocken,сухий
541,voll::A,voll,повний
542,leer::A,leer,пустий
543,offen::A,offen,відкритий
544,geschlossen::A,geschlossen,закритий
545,geschlossen::A,geschlossen,зачинений
546,sauber::A,sauber,чистий
547,sauber::A,sauber,охайний
548,schmutzig::A,schmutzig,брудний
549,roh::A,roh,сирий
550,reif::A,reif,зрілий
551,lecker::A,lecker,смачний
552,süß::A,süß,солодкий
553,bitter::A,bitter,гіркий
554,sauer::A,sauer,кислий
555,hell::A,hell,світлий
556,dunkel::A,dunkel,темний
557,schwarz::A,schwarz,чорний
558,weiß::A,weiß,сивий
559,rot::A,rot,червоний
560,gelb::A,gelb,жовтий
561,blau::A,blau,синій
562,grün::A,grün,зелений
563,grau::A,grau,сірий
564,bunt::A,bunt,барвистий
565,billig::A,billig,дешевий
566,teuer::A,teuer,дорогий
567,wertvoll::A,wertvoll,цінний
568,blind::A,blind,сліпий
569,taub::A,taub,глухий
570,kräftig::A,kräftig,могутній
571,stark::A,stark,сильний
572,schwach::A,schwach,слабкий
573,fett::A,fett,жирний
574,fett::A,fett,товстий
575,schlank::A,schlank,тонкий
576,schlank::A,schlank,стрункий
577,hübsch::A,hübsch,чарівний
578,böse::A,böse,злий
579,böse::A,böse,лихий
580,dumm::A,dumm,дурний
581,faul::A,faul,ледачий
582,fleißig::A,fleißig,старанний
583,geizig::A,geizig,скупий
584,klug::A,klug,мудрий
585,klug::A,klug,розумний
586,geschickt::A,geschickt,умілий
587,lieb::A,lieb,милий
588,lustig::A,lustig,веселий
589,sanft::A,sanft,лагідний
590,hungrig::A,hungrig,голодний
591,krank::A,krank,слабий
592,nackt::A,nackt,голий
593,traurig::A,traurig,сумний
594,lebendig::A,lebendig,живий
595,gut::A,gut,добрий
596,schlecht::A,schlecht,поганий
597,schlecht::A,schlecht,кепський
598,richtig::A,richtig,правильний
599,schlimm::A,schlimm,бридкий
600,wahr::A,wahr,справжній
601,alt::A,alt,старий
602,neu::A,neu,новий
603,ehemalig::A,ehemalig,колишній
604,alt[Lebewesen]::A,alt,старий
605,jung::A,jung,молодий
606,arm::A,arm,бідний
607,reich::A,reich,багатий
608,bekannt::A,bekannt,знайомий
609,berühmt::A,berühmt,славетний
610,fremd::A,fremd,чужий
611,verschieden::A,verschieden,різний
612,nah::A,nah,близький
613,fern::A,fern,далекий
614,linker::A,linker,лівий
615,rechter::A,rechter,правий
616,anderer::A,anderer,інакший
617,erster::A,erster,перший
618,zweiter::A,zweiter,другий
619,dritter::A,dritter,третій
620,letzter::A,letzter,останній
621,allein::ADV,allein,сам
622,allein::ADV,allein,один
623,auf einmal::ADV,auf einmal,відразу
624,zusammen::ADV,zusammen,разом
625,zusammen::ADV,zusammen,спільно
626,lange::ADV,lange,довго
627,plötzlich::ADV,plötzlich,раптом
628,sofort::ADV,sofort,зараз
629,später::ADV,später,пізніше
630,jetzt::ADV,jetzt,тепер
631,heute::ADV,heute,сьогодні
632,morgen::ADV,morgen,завтра
633,bald::ADV,bald,незабаром
634,dann::ADV,dann,потім
635,gestern::ADV,gestern,вчора
636,einst::ADV,einst,колись
637,damals::ADV,damals,тоді
638,danach::ADV,danach,згодом
639,vorher::ADV,vorher,раніше
640,zuerst::ADV,zuerst,спершу
641,zuerst::ADV,zuerst,спочатку
642,einmal::ADV,einmal,один раз
643,manchmal::ADV,manchmal,іноді
644,manchmal::ADV,manchmal,інколи
645,oft::ADV,oft,часто
646,immer::ADV,immer,завжди
647,niemals::ADV,niemals,ніколи
648,hier::ADV,hier,тут
649,hierhin::ADV,hierhin,сюди
650,von hier::ADV,von hier,звідси
651,dort::ADV,dort,там
652,dorthin::ADV,dorthin,туди
653,geradeaus::ADV,geradeaus,прямо
654,vorwärts::ADV,vorwärts,вперед
655,rückwärts::ADV,rückwärts,назад
656,zurück::ADV,zurück,назад
657,unten::ADV,unten,внизу
658,hinab::ADV,hinab,вниз
659,oben::ADV,oben,вгорі
660,hinauf::ADV,hinauf,вгору
661,überall::ADV,überall,скрізь
662,nicht::ADV,nicht,не
663,ein wenig::ADV,ein wenig,трохи
664,ein wenig::ADV,ein wenig,небагато
665,kaum::ADV,kaum,ледве
666,sehr::ADV,sehr,дуже
667,so::ADV,so,так
668,noch::ADV,noch,ще
669,nur::ADV,nur,лише
670,nur::ADV,nur,тільки
671,schon::ADV,schon,вже
672,wieder::ADV,wieder,знову
673,vergebens::ADV,vergebens,дарма
674,vor::PRP,vor,перед
675,hinter::PRP,hinter,ззаду
676,hinter::PRP,hinter,позаду
677,unter::PRP,unter,під
678,durch::PRP,durch,крізь
679,neben::PRP,neben,біля
680,zwischen::PRP,zwischen,між
681,wegen::PRP,wegen,з-за
682,wegen::PRP,wegen,через
683,dies::PRN,dies,це
684,das::PRN,das,то
685,alles::PRN,alles,все
686,ich::PRN,ich,я
687,du::PRN,du,ти
688,er::PRN,er,він
689,wir::PRN,wir,ми
690,ihr::PRN,ihr,ви
691,sie::PRN,sie,вони
692,was::FPRN,was,що
693,wer::FPRN,wer,хто
694,wo::FADV,wo,де
695,wohin::FADV,wohin,куди
696,wie::FADV,wie,як
697,warum::FADV,warum,чому
698,wieviel::FNUM,wieviel,скільки
699,eins::NUM,eins,один
700,zwei::NUM,zwei,два
701,drei::NUM,drei,три
702,vier::NUM,vier,чотири
703,fünf::NUM,fünf,п’ять
704,sechs::NUM,sechs,шість
705,sieben::NUM,sieben,сім
706,acht::NUM,acht,вісім
707,neun::NUM,neun,дев’ять
708,zehn::NUM,zehn,десять
709,elf::NUM,elf,одинадцять
710,zwölf::NUM,zwölf,дванадцять
711,zwanzig::NUM,zwanzig,двадцять
712,dreißig::NUM,dreißig,тридцять
713,vierzig::NUM,vierzig,сорок
714,fünfzig::NUM,fünfzig,п’ятдесят
715,sechzig::NUM,sechzig,шістдесят
716,siebzig::NUM,siebzig,сімдесят
717,achtzig::NUM,achtzig,вісімдесят
718,neunzig::NUM,neunzig,дев’яносто
719,hundert::NUM,hundert,сто
720,tausend::NUM,tausend,тисяча
721,und::CNJ,und,і
722,oder::CNJ,oder,або
723,stehen::V,stehen,стояти
724,sitzen::V,sitzen,сидіти
725,liegen::V,liegen,лежати
726,hängen::V,hängen,висіти
727,werden::V,werden,стати
728,werden::V,werden,робитися
729,passieren::V,passieren,трапитися
730,beginnen::V,beginnen,початися
731,enden::V,enden,кінчитися
732,wechseln::V,wechseln,мінятися
733,aufgehen[Sonne]::V,aufgehen,зійти
734,untergehen[Sonne]::V,untergehen,зайти
735,scheinen[Sonne]::V,scheinen,світити
736,donnern::V,donnern,гриміти
737,wehen::V,wehen,віяти
738,strömen::V,strömen,литися
739,fließen::V,fließen,текти
740,sich drehen::V,sich drehen,обертатися
741,schwanken::V,schwanken,коливатися
742,schwingen::V,schwingen,хитатися
743,schwingen::V,schwingen,гойдатися
744,fallen::V,fallen,падати
745,brennen::V,brennen,горіти
746,rauchen::V,rauchen,диміти
747,regnen::V,regnen,дощити
748,gefrieren::V,gefrieren,змерзнути
749,tauen::V,tauen,танути
750,schmelzen::V,schmelzen,плавитися
751,trocknen::V,trocknen,сохнути
752,sieden::V,sieden,кипіти
753,faulen::V,faulen,гнити
754,verfaulen::V,verfaulen,згнити
755,reißen::V,reißen,рватися
756,versinken::V,versinken,тонути
757,vergehen::V,vergehen,проходити
758,erscheinen::V,erscheinen,з’явитися
759,verschwinden::V,verschwinden,щезнути
760,verschwinden::V,verschwinden,зникнути
761,sinken::V,sinken,спадати
762,abnehmen::V,abnehmen,поменшитися
763,zunehmen::V,zunehmen,збільшуватися
764,steigen::V,steigen,підніматися
765,wachsen::V,wachsen,рости
766,glänzen::V,glänzen,блищати
767,funkeln::V,funkeln,блискати
768,lärmen::V,lärmen,шуміти
769,läuten::V,läuten,дзвонити
770,klingeln::V,klingeln,дзвонити
771,klirren::V,klirren,дзвякати
772,brausen::V,brausen,бушувати
773,rauschen::V,rauschen,шелестіти
774,klingen::V,klingen,лунати
775,klingen::V,klingen,звучати
776,bellen::V,bellen,гавкати
777,heulen::V,heulen,вити
778,blasen::V,blasen,дунути
779,pfeifen::V,pfeifen,свистіти
780,schreien::V,schreien,кричати
781,stöhnen::V,stöhnen,стогнати
782,zittern::V,zittern,тремтіти
783,leben::V,leben,жити
784,geboren werden::V,geboren werden,народитися
785,atmen::V,atmen,дихати
786,trinken::V,trinken,пити
787,essen::V,essen,їсти
788,schlucken::V,schlucken,ковтати
789,müde werden::V,müde werden,втомитися
790,einschlafen::V,einschlafen,заснути
791,schlafen::V,schlafen,спати
792,aufwachen::V,aufwachen,прокинутися
793,aufstehen::V,aufstehen,встати
794,sich erholen::V,sich erholen,відпочивати
795,krank werden::V,krank werden,захворіти
796,krank sein::V,krank sein,хворіти
797,schmerzen::V,schmerzen,боліти
798,husten::V,husten,кашляти
799,genesen::V,genesen,одужати
800,genesen::V,genesen,видужати
801,sterben::V,sterben,померти
802,umkommen::V,umkommen,згинути
803,sich bewegen::V,sich bewegen,рухатися
804,sich rühren::V,sich rühren,ворушитися
805,sich erheben::V,sich erheben,встати
806,sich setzen::V,sich setzen,сісти
807,hinfallen::V,hinfallen,упасти
