,Concept_ID,se,is
0,Auge::N,tjelmie,auga
1,Auge::N,tjalmme,auga
2,Auge::N,čalbmi,auga
3,Auge::N,čalme,auga
4,Auge::N,čâ´lmm,auga
5,Auge::N,ча̄лльм,auga
6,Ohr::N,bieljie,eyra
7,Ohr::N,biellje,eyra
8,Ohr::N,beallji,eyra
9,Ohr::N,pelji,eyra
10,Ohr::N,pe´llj,eyra
11,Ohr::N,пе̄лльй,eyra
12,Nase::N,njuenie,nef
13,Nase::N,njunnje,nef
14,Nase::N,njunni,nef
15,Nase::N,njuṇe,nef
16,Nase::N,njuu´nn,nef
17,Nase::N,нюннҍ,nef
18,Mund::N,njaelmie,munnur
19,Mund::N,njálmme,munnur
20,Mund::N,njálbmi,munnur
21,Mund::N,njälmi,munnur
22,Mund::N,njä´lmm,munnur
23,Mund::N,ня̄лльм,munnur
24,Zahn::N,baenie,tönn
25,Zahn::N,bádne,tönn
26,Zahn::N,bátni,tönn
27,Zahn::N,pääṇi,tönn
28,Zahn::N,pää´nn,tönn
29,Zahn::N,па̄ннҍ,tönn
30,Zunge::N,njoektjeme,tunga
31,Zunge::N,njuovtjav,tunga
32,Zunge::N,njuovčča,tunga
33,Zunge::N,njuovčâ,tunga
34,Zunge::N,njuhččâm,tunga
35,Zunge::N,нюхчем,tunga
36,Lippe::N,bangseme,vör
37,Lippe::N,njálmmerabdda,vör
38,Lippe::N,bavssa,vör
39,Lippe::N,poovsâ,vör
40,Lippe::N,põõus,vör
41,Lippe::N,пэ̄кс,vör
42,Wange::N,skiehrie,kinn
43,Wange::N,skiehrie,vangi
44,Wange::N,nierra,kinn
45,Wange::N,nierra,vangi
46,Wange::N,muohtu,kinn
47,Wange::N,muohtu,vangi
48,Wange::N,nieṛâ,kinn
49,Wange::N,nieṛâ,vangi
50,Wange::N,njiõrr,kinn
51,Wange::N,njiõrr,vangi
52,Wange::N,нӣрр,kinn
53,Wange::N,нӣрр,vangi
54,Gesicht::N,ååredæjja,andlit
55,Gesicht::N,muohto,andlit
56,Gesicht::N,muođut,andlit
57,Gesicht::N,ámadadju,andlit
58,Gesicht::N,muáđuh,andlit
59,Gesicht::N,muâđ,andlit
60,Gesicht::N,ка̄ссв,andlit
61,Stirn::N,gaalloe,enni
62,Stirn::N,gállo,enni
63,Stirn::N,gállu,enni
64,Stirn::N,kállu,enni
65,Stirn::N,käll,enni
66,Stirn::N,вуэххьц,enni
67,Haar::N,voepte,hár
68,Haar::N,vuoppta,hár
69,Haar::N,vuokta,hár
70,Haar::N,vuop'tâ,hár
71,Haar::N,vuõpt,hár
72,Haar::N,вӯппт,hár
73,Schnurrbart::N,bijjie-skaavtjoe,yfirskegg
74,Schnurrbart::N,njunjevuolskávttjá,yfirskegg
75,Schnurrbart::N,seamu,yfirskegg
76,Schnurrbart::N,siämu,yfirskegg
77,Schnurrbart::N,ää´bben,yfirskegg
78,Schnurrbart::N,о̄а̄бпан,yfirskegg
79,Bart::N,skaavtja,skegg
80,Bart::N,skaavtjoe,skegg
81,Bart::N,skávttjá,skegg
82,Bart::N,seamu,skegg
83,Bart::N,siämu,skegg
84,Bart::N,seäm,skegg
85,Bart::N,ся̄м,skegg
86,Kinn::N,gaejpie,haka
87,Kinn::N,gájbbe,haka
88,Kinn::N,gáibi,haka
89,Kinn::N,käibi,haka
90,Kinn::N,käi´bb,haka
91,Kinn::N,ка̄ййп,haka
92,Kiefer[Anatomie]::N,gaejpie,kjálki
93,Kiefer[Anatomie]::N,gaejpie,skoltur
94,Kiefer[Anatomie]::N,oalol,kjálki
95,Kiefer[Anatomie]::N,oalol,skoltur
96,Kiefer[Anatomie]::N,oaloldákte,kjálki
97,Kiefer[Anatomie]::N,oaloldákte,skoltur
98,Kiefer[Anatomie]::N,gáibi,kjálki
99,Kiefer[Anatomie]::N,gáibi,skoltur
100,Kiefer[Anatomie]::N,uá'lultähti,kjálki
101,Kiefer[Anatomie]::N,uá'lultähti,skoltur
102,Kiefer[Anatomie]::N,vuâl'lõš,kjálki
103,Kiefer[Anatomie]::N,vuâl'lõš,skoltur
104,Kiefer[Anatomie]::N,вуаллнешш,kjálki
105,Kiefer[Anatomie]::N,вуаллнешш,skoltur
106,Kehle::N,gealoe,kverk
107,Kehle::N,tjåttå,kverk
108,Kehle::N,njiello,kverk
109,Kehle::N,čotta,kverk
110,Kehle::N,čuudâ,kverk
111,Kehle::N,čoodd,kverk
112,Kehle::N,чонт,kverk
113,Kehle::N,кэ̄ҏс,kverk
114,Hals::N,tjeapohke,háls
115,Hals::N,tjiebet,háls
116,Hals::N,čeabet,háls
117,Hals::N,čiäppát,háls
118,Hals::N,čeäppat,háls
119,Hals::N,ча̄пэх,háls
120,Genick::N,tjovrese,hnakki
121,Genick::N,nisske,hnakki
122,Genick::N,niehkki,hnakki
123,Genick::N,niski,hnakki
124,Genick::N,niek'ki,hnakki
125,Genick::N,nji´šǩǩmaadd,hnakki
126,Genick::N,нышшькмоант,hnakki
127,Kopf::N,åejjie,höfuð
128,Kopf::N,oajvve,höfuð
129,Kopf::N,oaivi,höfuð
130,Kopf::N,uái'vi,höfuð
131,Kopf::N,vuei´vv,höfuð
132,Kopf::N,вуэййв,höfuð
133,Rücken::N,rudtje,hryggur
134,Rücken::N,hárddo,hryggur
135,Rücken::N,tjavelk,hryggur
136,Rücken::N,sealgi,hryggur
137,Rücken::N,selgi,hryggur
138,Rücken::N,čielgi,hryggur
139,Rücken::N,seä´lǧǧ,hryggur
140,Rücken::N,се̄лльк,hryggur
141,Bauch::N,tjåejjie,kviður
142,Bauch::N,tjoajvve,kviður
143,Bauch::N,čoavji,kviður
144,Bauch::N,čuáv'ji,kviður
145,Bauch::N,čåu´jj,kviður
146,Bauch::N,чо̄ввьй,kviður
147,Nabel::N,naepie,nafli
148,Nabel::N,náhpe,nafli
149,Nabel::N,náhpi,nafli
150,Nabel::N,nääpi,nafli
151,Nabel::N,nää´pp,nafli
152,Nabel::N,на̄бпь,nafli
153,Busen::N,boenge,barmur
154,Busen::N,bållå,barmur
155,Busen::N,čižži,barmur
156,Busen::N,njamma,barmur
157,Busen::N,njižže,barmur
158,Busen::N,nje´ǯǯ,barmur
159,Busen::N,раннҍт,barmur
160,Brust::N,mïelke,brjóst
161,Brust::N,radde,brjóst
162,Brust::N,mielgga,brjóst
163,Brust::N,raddi,brjóst
164,Brust::N,radde,brjóst
165,Brust::N,râ´dd,brjóst
166,Brust::N,раннҍт,brjóst
167,Schulter::N,åelkie,öxl
168,Schulter::N,oalgge,öxl
169,Schulter::N,hárdu,öxl
170,Schulter::N,ärdee,öxl
171,Schulter::N,uál'gi,öxl
172,Schulter::N,a´rddi,öxl
173,Schulter::N,vuä´lǧǧ,öxl
174,Schulter::N,вуэллык,öxl
175,Arm::N,gïete,armur
176,Arm::N,giehta,armur
177,Arm::N,giehta,armur
178,Arm::N,kietâ,armur
179,Arm::N,kie'tâkaaṿâ,armur
180,Arm::N,ǩiõtt,armur
181,Arm::N,кӣдт,armur
182,Ellenbogen::N,gernjere,olnbogi
183,Ellenbogen::N,garŋŋel,olnbogi
184,Ellenbogen::N,gargŋil,olnbogi
185,Ellenbogen::N,käŋŋir,olnbogi
186,Ellenbogen::N,kõõnjâr,olnbogi
187,Ellenbogen::N,карьнэль,olnbogi
188,Hand::N,gïete,hönd
189,Hand::N,giehta,hönd
190,Hand::N,giehta,hönd
191,Hand::N,kietâ,hönd
192,Hand::N,ǩiõtt,hönd
193,Hand::N,кӣдт,hönd
194,Handfläche::N,gïeten-låapoe,lófi
195,Handfläche::N,giehtavuodo,lófi
196,Handfläche::N,tjårmmåvuodo,lófi
197,Handfläche::N,giehtaloahpu,lófi
198,Handfläche::N,kiämád,lófi
199,Handfläche::N,kuámmir,lófi
200,Handfläche::N,kuä´m'mer,lófi
201,Handfläche::N,ǩiõttǩeä´m'men,lófi
202,Handfläche::N,ко̄а̄ллдэгк,lófi
203,Handfläche::N,кӣдткоалдэгк,lófi
204,Finger::N,soerme,fingur
205,Finger::N,tjuvdde,fingur
206,Finger::N,suorbma,fingur
207,Finger::N,čuvde,fingur
208,Finger::N,suor'mâ,fingur
209,Finger::N,suõrmm,fingur
210,Finger::N,це̄ххп,fingur
211,Fingernagel::N,gadtse,fingurnögl
212,Fingernagel::N,guehpere,fingurnögl
213,Fingernagel::N,gadtsa,fingurnögl
214,Fingernagel::N,gazza,fingurnögl
215,Fingernagel::N,kozzâ,fingurnögl
216,Fingernagel::N,kõʒʒ,fingurnögl
