,Concept_ID,bn,ku
715,wieviel::FNUM,কত,çend
716,eins::NUM,অক,yek
717,zwei::NUM,দুই,didu
718,drei::NUM,তিন,sisê
719,vier::NUM,চার,çar
720,fünf::NUM,পাঁচ,penç
721,sechs::NUM,ছয়,şeş
722,sieben::NUM,সাত,heft
723,acht::NUM,আট,heşt
724,neun::NUM,নয়,neh
725,zehn::NUM,দশ,deh
726,elf::NUM,এগারো,yazdeh
727,zwölf::NUM,দ্বাদশ,diwazdeh
728,zwanzig::NUM,বিশ,bîst
729,dreißig::NUM,ত্রিশ,sih
730,vierzig::NUM,চল্লিশ,çil
731,fünfzig::NUM,পঞ্চাশ,pençi
732,sechzig::NUM,ষাট,şêst
733,siebzig::NUM,সত্তর,heftê
734,achtzig::NUM,আশি,heştê
735,neunzig::NUM,নব্বুই,nod
736,hundert::NUM,শত,sêd
737,tausend::NUM,হাজার,hezar
738,und::CNJ,আর,û
739,und::CNJ,এবং,û
740,oder::CNJ,বা,an
741,oder::CNJ,বা,yan
742,stehen::V,দাঁড়ানো,sekinîn
743,sitzen::V,বসা,rûniştin
744,liegen::V,শোয়া,paldan
745,hängen::V,ঝোলা,darve kirin
746,werden::V,হইয়া উঠা,bûn
747,passieren::V,ঘটা,hatin holê
748,passieren::V,ঘটা,hatin serê kesî
749,beginnen::V,আরম্ভ হওয়া,li dest pêkirin
750,enden::V,শেষ হওয়া,xalas bû
751,wechseln::V,রূপাস্তর করা,guherandin
752,wechseln::V,রূপাস্তর করা,dêgiş kirin
753,aufgehen[Sonne]::V,উদিত হওয়া,hilatin
754,untergehen[Sonne]::V,অস্ত যাওয়া,çun ava
755,scheinen[Sonne]::V,আলো দেওয়া,şewk de
756,donnern::V,বজ্রধ্বনি করা,gire-gir
757,wehen::V,প্রবাহিত হওয়া,ba le de
758,strömen::V,প্রবাহিত হওয়া,xwe girtin
759,fließen::V,ছুটা,herikîn
760,sich drehen::V,পাক খাওয়া,xwe zivirandin
761,schwanken::V,দোলা,hejandin
762,schwingen::V,দোলা,libakirin
763,fallen::V,পড়া,ketin
764,brennen::V,সেঁকা,şewitîn
765,rauchen::V,ধোঁয়া ছড়ান,kişandin
766,regnen::V,বর্ষণ_করা,bahran tê
767,gefrieren::V,হিমায়িত হওয়া,qefilandin
768,tauen::V,গলা,helandin
769,schmelzen::V,গলা,helandin
770,trocknen::V,শুষ্ক করা,zuwabûn
771,sieden::V,ফোঁড়া,kelîn
772,faulen::V,ক্ষয় হওয়া,xerabûn
773,verfaulen::V,ক্ষয় হওয়া ,xerabûn
774,reißen::V,ছিঁড়া,jêkirin
775,versinken::V,ডুবা,xerq bûn
776,vergehen::V,যাওয়া,derbas bûn
777,erscheinen::V,আসা,peyda bûn
778,verschwinden::V,অদৃশ্য হওয়া,wendabûn
779,sinken::V,হ্রাস হওয়া,noq bûn
780,abnehmen::V,হ্রাস হওয়া,kêm bûn
781,zunehmen::V,বৃদ্ধি পাওয়া,qelew bûn
782,steigen::V,ওঠা,hildan
783,wachsen::V,বড় হওয়া,mezin bûn
784,glänzen::V,জ্বলা,biriqîn
785,funkeln::V,জ্বল্জ্বল করা,çikisîn
786,läuten::V,রুসুঝুসু করা,lê de
787,klingeln::V,বাজা,sîl dan
788,klingeln::V,বাজা,ringerin
789,klirren::V,টুংটাং-শব্দ করা,zingzing hat
790,brausen::V,গর্জন করা,guşîn
791,rauschen::V,মর্মরধ্বনি করা,guşîn
792,klingen::V,শব্দ করা,deng pe ketin
793,bellen::V,ঘেউ ঘেউ করা,kewtîn
794,heulen::V,গর্জন করা,ûrîn
795,blasen::V,ফুঁ দেওয়া,puf kirin
796,pfeifen::V,শিস্ দেওয়া,fîkandin
797,schreien::V,চিৎকার করা,qîrîn
798,stöhnen::V,গোঁ-গো করা,nalîn
799,zittern::V,কাঁপা,hejîn
800,leben::V,বাঁচা,jihîn
801,geboren werden::V,জন্মানো,hatin dinyê
802,geboren werden::V,জন্মানো,bûn
803,atmen::V,শ্বাস ফেলা,hilmijîn
804,trinken::V,পান করা,vexwarin
805,essen::V,ভক্ষণ করা,xwarin
806,schlucken::V,গেলা,daqulbandin
807,müde werden::V,পরিশ্রান্ত হওয়া,betilîln
808,müde werden::V,পরিশ্রান্ত হওয়া,qerimîn
809,einschlafen::V,নিদ্রামগ্ন হওয়া,razan
810,schlafen::V,নিদ্রা যাওয়া,razan
811,schlafen::V,নিদ্রা যাওয়া,razandin
812,aufwachen::V,জাগা,şiyarbûn
813,aufstehen::V,জাগা,rabûn
814,sich erholen::V,আরাম করা,baş bûn
815,krank werden::V,অসুস্থ হত্তয়া,nexweş kêt
816,krank sein::V,রূগ্ণ হত্তয়া,nexweş bû
817,schmerzen::V,কন্কন করা,êşandin
818,husten::V,কাশা,kuxin
819,genesen::V,আরোগ্য হওয়া,baş bûn
820,sterben::V,মারা যাওয়া,mirin
821,umkommen::V,মারা যাওয়া,mirin
822,sich bewegen::V,চলা,leqîn
823,sich rühren::V,নড়া,leqîn
824,sich erheben::V,উদিত হওয়া,rabûn
825,sich setzen::V,বসা,runiştin
826,hinfallen::V,পড়া,kêtin
827,laufen::V,হাঁটা,meşîn
828,schreiten::V,হাঁটা,meşkirin
829,spazierengehen::V,পায়চারি করা,gerandin
830,eilen::V,ত্বরাম্বিত করা,lezandin
831,sich beeilen::V,ত্বরাম্বিত করা,zûkirin
832,sausen::V,ধেয়ে যাওয়া,fîzîn
833,rennen::V,চলা,baz dan
834,springen::V,লাফানো,hilpekîn
835,klettern::V,আরোহণ করা,hilperikîn
836,schaukeln::V,দোলা,lorandin
837,kriechen::V,হামাগুড়ি দেওয়া,xuşandin
838,schwimmen::V,সাঁতার কাটা,avjenîn
839,tauchen::V,ডোবা,qutxuyardin
840,tauchen::V,ডোবা,noqîn
841,rudern::V,দাঁড় টানা,qaîq ajotin
842,fahren::V,চালান,ajotin
843,fliegen::V,ওড়া,firîn
844,gehen::V,যাওয়া,çûn
845,weggehen::V,প্রস্থান করা,çûn
846,abfahren::V,প্রস্থান করা,çûyin
847,anhalten::V,থামা,rawestîn
848,hineingehen::V,ঢোকা,ketin hundir
849,eintreten::V,ঢোকা,têketin
850,kommen::V,আসা,hatin
851,ankommen::V,আসা,gihan
852,ankommen::V,আসা,gihîştin
853,zurückkommen::V,ফিরা,vegerandin
854,bleiben::V,থাকা,sekinîn
855,warten::V,অপেক্ষা করা,payîn
856,erwarten::V,অপেক্ষা করা,payîn
857,suchen::V,খোঁজ করা,lêgerîn
858,finden::V,পাওয়া,peyda kirin
859,versuchen::V,পরখ করা,çeribandin
860,vorbereiten::V,প্রস্তুত করা,amade kirin
861,lieben::V,ভালবাসা,hez kirin
862,mögen::V,পছন্দ করা,dil kirin
863,lachen::V,হাসা,kenîn
864,rühren::V,হৃদয়ম্পর্শ করা,hêjan
865,weinen::V,কাঁদা,girîn
866,schimpfen::V,নালিশ করা,pevçûn
867,sich ärgern::V,রাগ হত্তয়া,enirîn
868,sich fürchten::V,ভয় করা,tirsîn
869,fürchten::V,ডরা,tirsin
870,fliehen::V,পালানো,bazdan
871,flüchten::V,পালানো,revîn
872,sehen::V,দেখা,dîtin
873,anschauen::V,দেখা,sêr kirin
874,ansehen::V,দেখা,hesibandin
875,hören::V,শোনা,guhdar jirin
876,zuhören::V,শোনা,guhdarî kirin
877,probieren::V,পরখ করা,tehm kirin
878,riechen::V,শুঁকা,bihn kirin
879,fühlen::V,অনুভব করা,hîs kirin
880,scheinen::V,মনে হত্তয়া,xoyer kir
881,zu sehen sein::V,দেখা দেত্তয়া,diyar bûn
882,vernehmen::V,শোনা,bihîstin
883,frieren::V,শীত লাগা,qerişîn
884,tun::V,করা,kirin
885,können::V,পারা,karin
886,wollen::V,ইচ্ছা করা,xwestîn
887,anfangen::V,আরম্ভ করা,dest pêkirin
888,beenden::V,শেষ করা,xelas kirin
889,aufhören::V,থামা,xelas kirin
890,gelingen::V,সিদ্ধিলাভ করা,çe bûn
891,geraten::V,পরিণত হত্তয়া,qewîmîn
892,öffnen::V,খোলা,vekirin
893,schließen::V,বন্ধ করা,girtin
894,stellen::V,স্থাপন করা,danîn
895,setzen::V,স্থাপন করা,rûniştin
896,legen::V,স্থাপন করা,danîn
897,legen::V,স্থাপন করা,razandin
898,berühren::V,স্পর্শ করা,lêketin
899,verbinden::V,সংযুক্ত করা,anîn pê
900,bedecken::V,ঢাকা,sergirtin
901,aufhängen::V,ঝুলানো,aliqandin
902,anzünden::V,জ্বালান,pêxistin
903,aufheben::V,কুড়াইয়া তোলা,hildan
904,zurücklassen::V,পরিত্যাগ করা,hiştin
905,zurücklassen::V,পরিত্যাগ করা,vehiştin
906,verlieren::V,হারান,wendakirin
907,fallen lassen::V,ফেলা,xistin bixe
908,fallen lassen::V,ফেলা,xistin
909,machen::V,গঠন করা,kirin
910,machen::V,গঠন করা,çêkirin
911,herstellen::V,সৃষ্টি করা,çê kirin
912,herstellen::V,সৃষ্টি করা,peyda kirin
913,bauen::V,নির্মাণ করা,lêkirin
914,reparieren::V,মেরামত করা,veherînerîn
915,verbessern::V,উন্নতিলাভ করা,sererastkirin
916,ändern::V,পরিবর্তিত করা,degiş kirin
917,graben::V,খনন করা,kolandin
918,beugen::V,নোয়া,tewîn
919,beugen::V,নোয়া,xwar kirin
920,biegen::V,নোয়া,tewandin
921,biegen::V,নোয়া,xwarkirin
922,drehen::V,ঘোরান,fitilandin
923,wenden::V,উলটাইয়া দেত্তয়া,zivîrin
924,umdrehen::V,উলটানো,vegerandin
925,heben::V,উত্তোলন করা,hildan
926,hochheben::V,উঁচু করা,hildan
927,ergreifen::V,দখল করা,dest avêtin
928,halten::V,ধরা,hîştin
929,halten::V,ধরা,sekinîn
930,drücken::V,টেপা,pêl kirin
931,schieben::V,ঠেলা,damdan
932,kratzen::V,চাঁচা,xurandin
933,lecken::V,চাটা,alastin
934,beißen::V,দংশন করা,gez kirin
935,abreißen::V,বিচ্ছিন্ন করা,hilşandin
936,abschneiden::V,বিচ্ছিন্ন করা,jêkirin
937,binden::V,বন্ধন করা,girêdan
938,stecken::V,বিদ্ধ করা,têxistin
939,brechen::V,ভাঙা,şikandin
940,klopfen::V,আঘাত করা,kutandin
941,hauen::V,আঘাত করা,li dan
942,kleben::V,সাঁটা,zeliqîn
943,kleben::V,সাঁটা,şirêz kirin
944,reiben::V,ঘষা,firikandin
945,streichen::V,ছড়াইয়া,bax dan
946,schleifen::V,ধার দেওয়া,çarkirin
947,schneiden::V,কাটা,jêkirin
948,rütteln::V,নাড়ান,hejandin
949,schütteln::V,নড়া,daweşîn
950,schwenken::V,দোলা,têwdan
951,schütten::V,বর্ষণ করা,rijandin
952,füllen::V,পরিপূর্ণ করা,dagirtin
953,einwickeln::V,মুড়া,pêçandin
954,tragen::V,বহন করা,kişandin
955,tragen::V,বহন করা,rajtin
956,schleppen::V,টানা,kişandin
957,ziehen::V,টানা,kişandin
958,aufbewahren::V,রাখা,hilandin
959,werfen::V,ছুড়া,avêtin
960,fangen::V,লোফা,sem kirin
961,fangen::V,লোফা,girtin
962,packen::V,ধরা,pê girtin
963,verstecken::V,গোপন করা,hîlanin
964,teilen::V,বিভক্ত করা,parvekirin
965,schicken::V,প্রেরণ করা,şandin
966,bringen::V,আনা,anîn
967,bringen::V,আনা,birin
968,hinzufügen::V,একত্র করা,dan ser
969,hinzufügen::V,একত্র করা,li tiştekî zêde kirin
970,bekommen::V,পাওয়া,standin
971,erhalten::V,পাওয়া,standin
972,nehmen::V,নেওয়া,girtin
973,wählen::V,বাছা,ray dan
974,auswählen::V,বাছা,bijartin
975,bewahren::V,বাঁচাইয়া রাখা,rê li ber girtin
976,bewahren::V,বাঁচাইয়া রাখা,lê xwedî derketin
977,behindern::V,বাধা দেওয়া,bara wi
978,verderben::V,নষ্ট করা,heram bûn
979,beschädigen::V,ক্ষতি করা,xerab kirin
980,zerbrechen::V,ভাঙ্গিয়া যাওয়া,şikênandin
981,zerbrechen::V,ভাঙ্গিয়া যাওয়া,perçe kirin
982,zerreißen::V,ছিঁড়া,qelişandin
983,zerstören::V,বিনাশ করা,hilşandin
984,verbrennen::V,দহন করা,şewitandin
985,geben::V,দেওয়া,dan
986,geben::V,দেওয়া,dayin
987,reichen::V,দেওয়া,besbûn
988,reichen::V,দেওয়া,têrkirin
989,schenken::V,উপহার দেত্তয়া,diyarî kirin
990,versprechen::V,প্রতিশ্রুতি দেওয়া,soz dan
991,wünschen::V,আকাঙ্ক্ষা করা,dil kirin
992,loben::V,প্রশংসা করা,pesinandin
993,küssen::V,চুম্বন করা,maçkirin
994,wiegen::V,দুলানো,lorandin
995,wiegen::V,দুলানো,wezinandin
996,zudecken::V,ঢাকা,nixumandin
997,wecken::V,জাগানো,bixwe hesandin
998,zeigen::V,দেখানো,şanîdan
999,führen::V,পথ দেখানো,raber kirin
1000,lehren::V,শেখানো,hîn kirin
1001,unterrichten::V,শিক্ষা দেওয়া,ders dan
1002,aufziehen::V,পালন করা,mesinkirin
1003,leiten::V,পরিচালনা করা,rêberî kirin
1004,antreiben::V,চালনা করা,bezandin
1005,lassen::V,অনুমতি দেওয়া,berdan
1006,lassen::V,অনুমতি দেওয়া,hiştin
1007,einladen::V,নিমন্ত্রণ করা,dawet kirin
1008,vereinigen::V,এক করা,bi yek kirin
1009,besuchen::V,দেখিতে যাওয়া,mêvan bûn
1010,treffen::V,সন্মুখীন হওয়া,rast hatin
1011,sich versammeln::V,জড়ো হওয়া,li hev çivîn
1012,spielen::V,খেলা,listin
1013,singen::V,গাওয়া,stran
1014,tanzen::V,নাচা,reqisîn
1015,sich trennen::V,পৃথক করা,hew berdan
1016,verlassen::V,পরিত্যাগ করা,tanê hişt
1017,verlassen::V,পরিত্যাগ করা,bêkes
1018,retten::V,উদ্ধার করা,rihakirin
1019,bewachen::V,পাহারা দেওয়া,raçavkirin
1020,schützen::V,রক্ষা করা,hemet kirin
1021,verteidigen::V,রক্ষা করা,paraztin
1022,sich schlagen::V,লড়াই করা,li hev bezîn
1023,schießen::V,তীরবেগে ছোটা,agir kirin
1024,siegen::V,জেতা,biser ketin
1025,ärgern::V,বিরক্ত করা,xeyirandin
1026,schlagen::V,আঘাত করা,lêdan
1027,schlagen::V,আঘাত করা,lêxistin
1028,treten::V,লাথি মারা,têlekirin
1029,stechen::V,দংশন করা,têrekirin
1030,stoßen::V,ঠেলা,lêketin
1031,stehlen::V,অপহরণ করা,dizîn
1032,stehlen::V,অপহরণ করা,dizî birin
1033,stören::V,ঘাঁটান,aciz kirin
1034,belästigen::V,বিরক্ত করা,li tela yeki ketin
1035,verbergen::V,গোপন করা,veşartin
1036,verbergen::V,গোপন করা,kemîndanîn
1037,täuschen::V,প্রবঞ্চনা করা,xapandin
1038,täuschen::V,প্রবঞ্চনা করা,lê zexeli kirin
1039,betrügen::V,প্রতারণা করা,xapandin
1040,töten::V,হত্যা করা,kûştin
1041,wohnen::V,বাস করা,rûniştin
1042,arbeiten::V,কাজ করা,kar kirin
1043,arbeiten::V,কাজ করা,şêxulin
1044,sammeln::V,সংগ্রহ করা,komkirin
1045,pflücken::V,চয়ন করা,çinîn
1046,jagen::V,শিকার করা,nêçîr kirin
1047,fischen::V,মাছ ধরা,masî girtin
1048,fassen::V,ধরা,pê girtin
1049,fassen::V,ধরা,sêm kirin
1050,hüten::V,যুথভুক্ত করা,hei jê man
1051,treiben::V,চালনা করা,bêherandin
1052,anbinden::V,বন্ধন করা,tewilandin
1053,füttern::V,ভোজন করানো,xwarine dan lê
1054,melken::V,দুগ্ধ দোহন করা,dotin
1055,hacken::V,কাটা,kolandin
1056,gießen::V,বর্ষণ করা,av dan
1057,reifen::V,পাকা,kemilîn
1058,zubereiten::V,রন্ধন করা,çe kirin
1059,kochen::V,রন্ধন করা,xwarin çe kirin
1060,kochen::V,রন্ধন করা,kelandin
1061,backen::V,সেকা,pijandin
1062,braten::V,ভাজা,qelandin
1063,braten::V,ভাজা,sor kirin
1064,umrühren::V,নড়ানো,têvdan
1065,stricken::V,বোনা,hûnan
1066,nähen::V,সেলাই করা,kêl kirin
1067,färben::V,রঞ্জিত করা,boyax kirin
1068,reinigen::V,পরিষ্কার করা,paqijkirin
1069,waschen::V,পরিষ্কার করা,şuştin
1070,abwischen::V,মুছা,pakîj kirin
1071,spülen::V,পরিষ্কার করা,şuştin
1072,fegen::V,ঝাঁট দেওয়া,maliştin
1073,kehren::V,ঝাঁট দেওয়া,maliştin
1074,baden::V,অবগাহন করা,serîşûştin
1075,sich waschen::V,ধোয়া,serîşûştin
1076,ausziehen::V,খুলা,jê kirin
1077,anziehen::V,গায়ে দেত্তয়া,pê kirin
1078,sich anziehen::V,পোশাক পরা,xwe kirin
1079,kämmen::V,আঁচড়ানো,şeh kirin
1080,schmücken::V,সাজান করা,xemilandin
1081,sagen::V,উচ্চারণ করা,gotin
1082,sagen::V,উচ্চারণ করা,peyivîn
1083,sprechen::V,বলা,peyivîn
1084,reden::V,আলাপ করা,axaftin
1085,sich unterhalten::V,আড্ডা দেওয়া,hev biştaxilin
1086,fragen::V,জিজ্ঞাসা করা,pirsîn
1087,fragen::V,জিজ্ঞাসা করা,pirs kirin
1088,bitten::V,প্রার্থনা করা,tika kirin
1089,erzählen::V,বর্ণনা করা,behs kirin
1090,mitteilen::V,বলা,vegotin
1091,nennen::V,নাম দেওয়া,bi nav kirin
1092,rufen::V,আমন্ত্রণ করা,bakirin
1093,prahlen::V,বড়াই করা,pesnê xwe dan
1094,übersetzen::V,ভাষাস্তরিত করা,qulibandin
1095,übersetzen::V,ভাষাস্তরিত করা,derbas kirin
1096,denken::V,ভাবা,fikirîn
1097,glauben::V,বিশ্বাস করা,bawer bûn
1098,bemerken::V,লক্ষ্য করা,bala xwe dan
1099,bemerken::V,লক্ষ্য করা,çac lê ketin
1100,erkennen::V,চিনিতে পারা,pêhesîn
1101,begreifen::V,উপলব্ধি করা,fêmkirin
1102,verstehen::V,উপলব্ধি করা,fêmkirin
1103,lernen::V,শেখা,halmandin
1104,lernen::V,শেখা,fêrbun
1105,wissen::V,জানা,zanîn
1106,sich erinnern an::V,মনে করা,bir bûn
1107,vergessen::V,বিস্মৃত হওয়া,ji bir kirin
1108,messen::V,মাপা,pê kanîn
1109,zählen::V,গণনা করা,hejmardin
1110,rechnen::V,হিসাব করা,hesibandin
1111,lesen::V,পাঠ করা,xwendin
1112,malen::V,আঁকা,rengandin
1113,malen::V,আঁকা,boyax kirin
1114,zeichnen::V,ছকা,işaret kirin
1115,schreiben::V,লেখা,nivîsandin
1116,besitzen::V,অধিকার করা,hebûn
1117,kaufen::V,ক্রয় করা,kirîn
1118,verkaufen::V,বেচা,firotin
1119,bezahlen::V,প্রদান করা,pere dan
1120,zahlen::V,প্রদান করা,pere dan
1121,zahlen::V,প্রদান করা,dayin
1122,beherrschen::V,শাসন করা,zebt kirin
1123,beherrschen::V,শাসন করা,hukim kirin
1124,ertragen::V,বহন করা,bihêzkirin
1125,lärmen::V,,guşîn
