,Concept_ID,no,eu
846,oben::ADV,ovenpå,goian
847,hinauf::ADV,opp,gora
848,hinauf::ADV,opp,gorantz
849,hinauf::ADV,oppover,gora
850,hinauf::ADV,oppover,gorantz
851,überall::ADV,overalt,edonon
852,nicht::ADV,ikke,ez
853,ein wenig::ADV,litt,apur bat
854,ein wenig::ADV,litt,pixka bat
855,kaum::ADV,neppe,ozta
856,kaum::ADV,neppe,nekez
857,sehr::ADV,svært,oso
858,so::ADV,så,hala
859,so::ADV,så,honela
860,noch::ADV,enda,oraindik
861,nur::ADV,bare,bakarrik
862,schon::ADV,alt,ja
863,schon::ADV,alt,jada
864,schon::ADV,allerede,ja
865,schon::ADV,allerede,jada
866,wieder::ADV,igjen,berriro
867,vergebens::ADV,forgjeves,alferrik
868,vor::PRP,foran,aurrean
869,vor::PRP,utenfor,aurrean
870,hinter::PRP,bak,ostean
871,hinter::PRP,bak,gibelean
872,hinter::PRP,bakom,ostean
873,hinter::PRP,bakom,gibelean
874,unter::PRP,under,pean
875,unter::PRP,under,azpian
876,durch::PRP,gjennom,zehar
877,durch::PRP,igjennom,zehar
878,neben::PRP,ved siden av,ondoan
879,neben::PRP,ved siden av,aldamenean
880,zwischen::PRP,mellom,artean
881,wegen::PRP,på grunn av,-gatik
882,dies::PRN,dette,hau
883,das::PRN,det,hura
884,alles::PRN,alt,dena
885,ich::PRN,jeg,ni
886,du::PRN,du,zu
887,er::PRN,han,bera
888,wir::PRN,vi,gu
889,ihr::PRN,dere,zuek
890,sie::PRN,de,berak
891,was::FPRN,hva,zer
892,wer::FPRN,hvem,nor
893,wo::FADV,hvor,non
894,wohin::FADV,hvor ... hen,nora
895,wie::FADV,hvordan,nola
896,wie::FADV,hvordan,zelan
897,warum::FADV,hvorfor,zeren
898,warum::FADV,hvorfor,zergatik
899,wieviel::FNUM,hvor mye,zenbat
900,eins::NUM,en,bat
901,eins::NUM,ett,bat
902,zwei::NUM,to,bi
903,zwei::NUM,to,biga
904,drei::NUM,tre,hiru
905,vier::NUM,fire,lau
906,fünf::NUM,fem,bost
907,sechs::NUM,seks,sei
908,sieben::NUM,sju,zazpi
909,acht::NUM,åtte,zortzi
910,neun::NUM,ni,bederatzi
911,zehn::NUM,ti,hamar
912,elf::NUM,elleve,hamaika
913,zwölf::NUM,tolv,hamabi
914,zwanzig::NUM,tjue,hogei
915,dreißig::NUM,tretti,hogeita hamar
916,vierzig::NUM,førti,berrogei
917,fünfzig::NUM,femti,berrogeita hamar
918,sechzig::NUM,seksti,hirurogei
919,siebzig::NUM,sytti,hirurogeita hamar
920,achtzig::NUM,åtti,laurogei
921,neunzig::NUM,nitti,laurogeita hamar
922,hundert::NUM,hundre,ehun
923,tausend::NUM,tusen,mila
924,und::CNJ,og,eta
925,oder::CNJ,eller,edo
926,stehen::V,stå,zutik egon
927,sitzen::V,sitte,eserita egon
928,liegen::V,ligge,etzan
929,hängen::V,henge,eskegita egon
930,hängen::V,henge,zintzilik egon
931,werden::V,bli,bihurtu
932,werden::V,bli,bilakatu
933,passieren::V,skje,pasatu
934,passieren::V,skje,gertatu
935,passieren::V,hende,pasatu
936,passieren::V,hende,gertatu
937,beginnen::V,begynne,hasi
938,enden::V,ende,bukatu
939,enden::V,slutte,bukatu
940,wechseln::V,veksle,aldatu
941,aufgehen[Sonne]::V,stå opp,ilki
942,aufgehen[Sonne]::V,stå opp,sortu
943,untergehen[Sonne]::V,gå ned,sartu
944,scheinen[Sonne]::V,skinne,eguzkia egon
945,donnern::V,tordne,trumoia jo
946,wehen::V,blåse,haizea ibili
947,strömen::V,strømme,zorrotadaka isuri
948,fließen::V,flyte,isuri
949,sich drehen::V,dreie seg,biratu
950,schwanken::V,svaie,zabuka ibili
951,schwingen::V,svinge,kulunkatu
952,fallen::V,falle,erori
953,brennen::V,brenne,sutan egon
954,rauchen::V,ryke,kea bota
955,regnen::V,regne,euria ari izan
956,gefrieren::V,fryse,izoztu
957,gefrieren::V,fryse,hormatu
958,tauen::V,tine,gesaldu
959,schmelzen::V,smelte,urtu
960,trocknen::V,tørre,idortu
961,trocknen::V,tørre,lehortu
962,sieden::V,koke,irakin
963,faulen::V,råtne,hirotu
964,faulen::V,råtne,usteldu
965,verfaulen::V,råtne,hirotu
966,verfaulen::V,råtne,usteldu
967,reißen::V,briste,eten
968,reißen::V,briste,tarrat egin
969,versinken::V,synke,urperatu
970,versinken::V,synke ned,urperatu
971,vergehen::V,forløpe,iragan
972,erscheinen::V,synes,agertu
973,verschwinden::V,forsvinne,desagertu
974,sinken::V,synke,beheititu
975,abnehmen::V,avta,gutxitu
976,abnehmen::V,avta,beheratu
977,abnehmen::V,minske,gutxitu
978,abnehmen::V,minske,beheratu
979,zunehmen::V,tilta,gora egin
980,steigen::V,stige,igo
981,wachsen::V,gro,hazi
982,wachsen::V,vokse,hazi
983,glänzen::V,skinne,distiratu
984,funkeln::V,tindre,izarniatu
985,lärmen::V,bråke,zarata atera
986,läuten::V,ringe,jo
987,läuten::V,ringe,hots egin
988,klingeln::V,ringe,txirrina jo
989,klirren::V,klirre,tintin egin
990,brausen::V,bruse,marru egin
991,rauschen::V,suse,fir-fir egin
992,klingen::V,lyde,soinu egin
993,klingen::V,klinge,soinu egin
994,bellen::V,gjø,zaunkatu
995,bellen::V,bjeffe,zaunkatu
996,heulen::V,ule,ulu egin
997,heulen::V,ule,uhuri egin
998,blasen::V,blåse,ufa egin
999,blasen::V,blåse,putz egin
1000,pfeifen::V,plystre,txistu egin
1001,schreien::V,skrike,oihu egin
1002,schreien::V,skrike,garrasi egin
1003,stöhnen::V,stønne,intziri egin
1004,zittern::V,dirre,ikara egin
1005,zittern::V,dirre,dar-dar egin
1006,zittern::V,skjelve,ikara egin
1007,zittern::V,skjelve,dar-dar egin
1008,leben::V,leve,bizi izan
1009,geboren werden::V,fødes,jaio
1010,atmen::V,ånde,hats egin
1011,atmen::V,ånde,arnasa egin
1012,atmen::V,puste,hats egin
1013,atmen::V,puste,arnasa egin
1014,trinken::V,drikke,edan
1015,essen::V,spise,jan
1016,schlucken::V,svelge,irentsi
1017,müde werden::V,bli trett,unatu
1018,müde werden::V,bli trett,nekatu
1019,einschlafen::V,sovne,lokartu
1020,schlafen::V,sove,lo egin
1021,aufwachen::V,våkne,esnatu
1022,aufwachen::V,våkne,atzarri
1023,aufstehen::V,stå opp,jaiki
1024,sich erholen::V,bli bra,atseden egin
1025,sich erholen::V,komme seg,atseden egin
1026,krank werden::V,bli syk,gaixotu
1027,krank sein::V,være syk,eri izan
1028,krank sein::V,være syk,gaixo izan
1029,schmerzen::V,gjøre vondt,min egin
1030,husten::V,hoste,eztul egin
1031,genesen::V,komme seg,osatu
1032,sterben::V,dø,hil
1033,sterben::V,dø,zendu
1034,umkommen::V,omkomme,istripuz hil
1035,sich bewegen::V,bevege seg,higitu
1036,sich rühren::V,røre på seg,zirkin egin
1037,sich erheben::V,reise seg,zutitu
1038,sich erheben::V,reise seg,altxatu
1039,sich setzen::V,sette sig,eseri
1040,sich setzen::V,sette sig,jesarri
1041,hinfallen::V,falle over ende,erori
1042,laufen::V,løpe,ibili
1043,schreiten::V,skride,oinkatu
1044,spazierengehen::V,spasere,paseatu
1045,spazierengehen::V,spasere,ostera bat egin
1046,spazierengehen::V,gå en tur,paseatu
1047,spazierengehen::V,gå en tur,ostera bat egin
1048,eilen::V,ile,lasterkatu
1049,sich beeilen::V,skynde seg,lehiatu
1050,sausen::V,suse,ziztu bizian joan
1051,rennen::V,løpe,lasterka egin
1052,springen::V,hoppe,jauzi egin
1053,springen::V,springe,jauzi egin
1054,klettern::V,klatre,igo
1055,schaukeln::V,huske,zabu egin
1056,schaukeln::V,huske,zanbulu egin
1057,kriechen::V,krype,narras egin
1058,schwimmen::V,svømme,igerikatu
1059,schwimmen::V,svømme,igeri egin
1060,tauchen::V,dykke,murgildu
1061,tauchen::V,dykke,pulunpatu
1062,rudern::V,ro,bogatu
1063,rudern::V,ro,arraun egin
1064,fahren::V,kjøre,joan
1065,fliegen::V,fly,hegaldatu
1066,fliegen::V,fly,hegan egin
1067,gehen::V,gå,joan
1068,weggehen::V,gå bort,alde egin
1069,abfahren::V,reise,abiatu
1070,anhalten::V,stanse,geratu
1071,anhalten::V,stanse,gelditu
1072,hineingehen::V,gå inn,sartu
1073,eintreten::V,tre inn,sartu
1074,kommen::V,komme,etorri
1075,ankommen::V,ankomme,heldu
1076,ankommen::V,ankomme,iritsi
1077,ankommen::V,komme til,heldu
1078,ankommen::V,komme til,iritsi
1079,zurückkommen::V,komme tilbake,itzuli
1080,bleiben::V,bli,gelditu
1081,bleiben::V,forbli,gelditu
1082,warten::V,vente,itxaron
1083,warten::V,vente,zain egon
1084,erwarten::V,vente,iguriki
1085,suchen::V,søke,bilatu
1086,finden::V,finne,idoro
1087,finden::V,finne,aurkitu
1088,versuchen::V,prøve,saiatu
1089,versuchen::V,prøve,ahalegindu
1090,versuchen::V,forsøke,saiatu
1091,versuchen::V,forsøke,ahalegindu
1092,vorbereiten::V,forberede,gertatu
1093,lieben::V,elske,maitatu
1094,lieben::V,elske,maite izan
1095,mögen::V,like,laket izan
1096,mögen::V,like,atsegin izan
1097,lachen::V,le,irri egin
1098,lachen::V,le,barre egin
1099,rühren::V,røre,hunkitu
1100,weinen::V,gråte,negar egin
1101,schimpfen::V,skjelle,erneguka ari izan
1102,sich ärgern::V,ergre seg,ernegatu
1103,sich ärgern::V,ergre seg,haserretu
1104,sich fürchten::V,være redd,beldur izan
1105,fürchten::V,være redd for,beldur izan
1106,fliehen::V,rømme,ihes egin
1107,fliehen::V,flykte,ihes egin
1108,flüchten::V,flykte,ihes egin
1109,sehen::V,se,ikusi
1110,anschauen::V,se på,begietsi
1111,anschauen::V,betrakte,begietsi
1112,ansehen::V,anse,begiratu
1113,hören::V,høre,aditu
1114,zuhören::V,tilhøre,entzun
1115,probieren::V,smake,dastatu
1116,probieren::V,smake på,dastatu
1117,riechen::V,lukte,usnatu
1118,riechen::V,lukte,usaindu
1119,fühlen::V,føle,sentitu
1120,scheinen::V,se ut,iruditu
1121,scheinen::V,se ut,begitandu
1122,zu sehen sein::V,synes,azaldu
1123,vernehmen::V,få vite,aditu
1124,frieren::V,fryse,hotz izan
1125,tun::V,gjøre,egin
1126,können::V,kunne,ahal izan
1127,wollen::V,ville,nahi izan
1128,anfangen::V,begynne,hasi
1129,beenden::V,avslutte,bukatu
1130,aufhören::V,slutte,utzi
1131,aufhören::V,holde opp,utzi
1132,gelingen::V,lykkes,lortu
1133,geraten::V,bli,heldu
1134,öffnen::V,åpne,ireki
1135,öffnen::V,åpne,zabaldu
1136,schließen::V,lukke,itxi
1137,schließen::V,stenge,itxi
1138,stellen::V,stille,ipini
1139,setzen::V,sette,jesarri
1140,legen::V,legge,jarri
1141,berühren::V,berøre,ukitu
1142,verbinden::V,forbinde,uztartu
1143,bedecken::V,dekke,estali
1144,aufhängen::V,henge,eseki
1145,aufhängen::V,henge,eskegi
1146,aufhängen::V,henge opp,eseki
1147,aufhängen::V,henge opp,eskegi
1148,anzünden::V,tenne,piztu
1149,anzünden::V,antenne,piztu
1150,anzünden::V,tenne på,piztu
1151,aufheben::V,løfte,jaso
1152,aufheben::V,ta opp,jaso
1153,zurücklassen::V,slippe tilbake,atzean utzi
1154,verlieren::V,miste,galdu
1155,fallen lassen::V,droppe,erortzen utzi
1156,fallen lassen::V,la falle,erortzen utzi
1157,machen::V,lage,egin
1158,machen::V,gjøre,egin
1159,herstellen::V,fremstille,ekoiztu
1160,bauen::V,bygge,eraiki
1161,reparieren::V,reparere,konpondu
1162,verbessern::V,rette,hobetu
1163,verbessern::V,forbedre,hobetu
1164,ändern::V,forandre,mudatu
1165,graben::V,grave,aitzurtu
1166,beugen::V,bøye,makurtu
1167,biegen::V,bøye,malgutu
1168,biegen::V,bøye,makolatu
1169,drehen::V,dreie,jiratu
1170,wenden::V,vende,bihurtu
1171,umdrehen::V,snu,biratu
1172,umdrehen::V,snu,alderantzikatu
1173,heben::V,heve,jaso
1174,heben::V,heve,goratu
1175,hochheben::V,løfte,goratu
1176,hochheben::V,løfte,altxatu
1177,ergreifen::V,gripe,oratu
1178,ergreifen::V,få tak i,oratu
1179,halten::V,holde,eutsi
1180,drücken::V,trykke,sakatu
1181,schieben::V,skyve,bultzatu
1182,kratzen::V,klø,hatz egin
1183,kratzen::V,klø,hazka egin
1184,kratzen::V,klore,hatz egin
1185,kratzen::V,klore,hazka egin
1186,lecken::V,slikke,miaztu
1187,lecken::V,slikke,lamikatu
1188,beißen::V,bite,hozka egin
1189,beißen::V,bite,ausiki egin
1190,abreißen::V,rive av,kendu
1191,abschneiden::V,skjære av,moztu
1192,abschneiden::V,skjære av,pikatu
1193,binden::V,binde,lotu
1194,binden::V,binde,estekatu
1195,stecken::V,stikke,sartu
1196,brechen::V,bryte,apurtu
1197,brechen::V,briste,apurtu
1198,klopfen::V,banke,jo
1199,hauen::V,hogge,jo
1200,kleben::V,klistre,itsatsi
1201,reiben::V,gni,igurtzi
1202,streichen::V,stryke,igurtzi
1203,schleifen::V,slipe,zorroztu
1204,schneiden::V,klippe,moztu
1205,rütteln::V,ruske,astindu
1206,rütteln::V,ruske,inarrosi
1207,schütteln::V,riste,astindu
1208,schütteln::V,riste,inarrosi
1209,schwenken::V,svinge,zabukatu
1210,schütten::V,helle,isuri
1211,füllen::V,fylle,bete
1212,einwickeln::V,vikle inn,bildu
1213,tragen::V,bære,eroan
1214,tragen::V,bære,eraman
1215,schleppen::V,slepe,narrastu
1216,schleppen::V,slepe,herrestatu
1217,ziehen::V,dra,tira egin
1218,ziehen::V,trekke,tira egin
1219,aufbewahren::V,oppbevare,gorde
1220,aufbewahren::V,ta vare på,gorde
1221,werfen::V,kaste,jaurti
1222,werfen::V,kaste,aurtiki
1223,fangen::V,fange,atzeman
1224,packen::V,gripe,heldu
1225,packen::V,gripe tak i,heldu
1226,verstecken::V,gjemme,ostendu
1227,verstecken::V,gjemme,ezkutatu
1228,teilen::V,dele,zatitu
1229,schicken::V,sende,bidali
1230,bringen::V,bringe,ekarri
1231,hinzufügen::V,tilføye,eratxiki
1232,hinzufügen::V,tilføye,gaineratu
1233,bekommen::V,få,jaso
1234,erhalten::V,få,jaso
1235,nehmen::V,ta,hartu
1236,wählen::V,velge,hautatu
1237,wählen::V,velge,aukeratu
1238,auswählen::V,velge ut,hautatu
1239,auswählen::V,velge ut,aukeratu
1240,bewahren::V,bevare,begiratu
1241,behindern::V,hindre,oztopatu
1242,behindern::V,forhindre,oztopatu
1243,verderben::V,ødelegge,hondatu
1244,beschädigen::V,skade,akastu
1245,zerbrechen::V,brekke i stykker,apurtu
1246,zerreißen::V,rive i stykker,zarratatu
1247,zerstören::V,ødelegge,suntsitu
1248,verbrennen::V,brenne,erre
1249,verbrennen::V,brenne,kiskali
1250,verbrennen::V,brenne opp,erre
1251,verbrennen::V,brenne opp,kiskali
1252,geben::V,gi,eman
1253,reichen::V,rekke,luzatu
1254,reichen::V,rekke,helarazi
1255,schenken::V,forære,oparitu
1256,schenken::V,skjenke,oparitu
1257,versprechen::V,love,agindu
1258,wünschen::V,ønske,opatu
1259,wünschen::V,ønske,opetsi
1260,loben::V,rose,laudatu
1261,loben::V,rose,goraipatu
1262,küssen::V,kysse,musu eman
1263,wiegen::V,vogge,kulunkatu
1264,zudecken::V,dekke til,estali
1265,wecken::V,vekke,esnatu
1266,wecken::V,vekke,iratzartu
1267,zeigen::V,vise,erakutsi
1268,führen::V,føre,gidatu
1269,lehren::V,lære,irakatsi
1270,unterrichten::V,undervise,eskolak eman
1271,aufziehen::V,oppdra,hazi
1272,leiten::V,lede,arteztu
1273,antreiben::V,drive på,bulkatu
1274,lassen::V,få til å,-arazi
1275,einladen::V,be,gonbidatu
1276,einladen::V,invitere,gonbidatu
1277,vereinigen::V,forene,batu
1278,vereinigen::V,forene,bateratu
1279,besuchen::V,besøke,ikustatu
1280,treffen::V,møte,topatu
1281,treffen::V,treffe,topatu
1282,sich versammeln::V,forsamles,bildu
1283,spielen::V,leke,jolastu
1284,spielen::V,spille,jolastu
1285,singen::V,synge,abestu
1286,singen::V,synge,kantatu
1287,tanzen::V,danse,dantzatu
1288,tanzen::V,danse,dantzan egin
1289,sich trennen::V,skilles,banandu
1290,verlassen::V,forlate,utzietsi
1291,retten::V,redde,salbatu
1292,retten::V,redde,gaizkatu
1293,bewachen::V,bevokte,jagon
1294,bewachen::V,bevokte,zaindu
1295,schützen::V,verne,babestu
1296,schützen::V,verne,gerizatu
1297,schützen::V,beskytte,babestu
1298,schützen::V,beskytte,gerizatu
1299,verteidigen::V,forsvare,aldeztu
1300,sich schlagen::V,slåss,elkar jo
1301,sich schlagen::V,slåss,elkar borrokatu
1302,schießen::V,skyte,tiro egin
1303,siegen::V,seire,irabazi
1304,ärgern::V,ergre,ernegatu
1305,ärgern::V,ergre,haserretu
1306,treten::V,sparke,zapaldu
1307,treten::V,sparke,ostiaktu
1308,stechen::V,stikke,sastatu
1309,stoßen::V,støte,bultzatu
1310,stehlen::V,stjele,ostu
1311,stehlen::V,stjele,lapurtu
1312,stören::V,forstyrre,galarazi
1313,belästigen::V,plage,gohaindu
1314,belästigen::V,plage,alamena eman
1315,belästigen::V,sjenere,gohaindu
1316,belästigen::V,sjenere,alamena eman
1317,verbergen::V,gjemme,ezkutatu
1318,täuschen::V,villede,tronpatu
1319,täuschen::V,villede,engainatu
1320,betrügen::V,bedra,iruzurtu
1321,töten::V,drepe,hil
1322,töten::V,drepe,heriotza eman
1323,wohnen::V,bo,bizi izan
1324,arbeiten::V,arbeide,lan egin
1325,arbeiten::V,arbeide,behar egin
1326,sammeln::V,samle,bildu
1327,sammeln::V,samle,bildumatu
1328,pflücken::V,plukke,batu
1329,pflücken::V,plukke,bildu
1330,jagen::V,jage,ehizatu
1331,fischen::V,fiske,arrantzatu
1332,fischen::V,fiske,arrantza egin
1333,fassen::V,fange,harrapatu
1334,hüten::V,vokte,begiratu
1335,treiben::V,drive,bultza egin
1336,anbinden::V,feste,estekatu
1337,füttern::V,fore,bazkatu
1338,melken::V,melke,jetzi
1339,hacken::V,hakke,xehatu
1340,gießen::V,helle,isuri
1341,reifen::V,modne,heldu
1342,reifen::V,modne,zoritu
1343,zubereiten::V,lage,prestatu
1344,zubereiten::V,tilberede,prestatu
1345,kochen::V,koke,egosi
1346,backen::V,bake,labean egin
1347,braten::V,steke,erregosi
1348,umrühren::V,røre om,eragin
1349,stricken::V,strikke,trikotatu
1350,stricken::V,strikke,puntu egin
1351,nähen::V,sy,josi
1352,färben::V,farge,tindatu
1353,reinigen::V,rense,ikuzi
1354,reinigen::V,rense,garbitu
1355,reinigen::V,gjøre ren,ikuzi
1356,reinigen::V,gjøre ren,garbitu
1357,waschen::V,vaske,xahutu
1358,waschen::V,vaske,garbitu
1359,abwischen::V,tørke av,xukatu
1360,spülen::V,spyle,irakutzi
1361,spülen::V,skylle,irakutzi
1362,fegen::V,feie,erraztatu
1363,kehren::V,koste,isastu
1364,baden::V,bade,bainatu
1365,baden::V,bade,bainua hartu
1366,sich waschen::V,vaske seg,burua garbitu
1367,ausziehen::V,ta av,erantzi
1368,anziehen::V,ta på,jantzi
1369,sich anziehen::V,kle på seg,jantzi
1370,kämmen::V,gre,orraztu
1371,kämmen::V,kjemme,orraztu
1372,schmücken::V,pynte,apaindu
1373,schmücken::V,smykke,apaindu
1374,sagen::V,si,esan
1375,sprechen::V,snakke,mintzatu
1376,sprechen::V,snakke,hitz egin
1377,reden::V,tale,hitz egin
1378,reden::V,snakke,hitz egin
1379,sich unterhalten::V,samtale,solastu
1380,sich unterhalten::V,samtale,solas egin
1381,fragen::V,spørre,galdetu
1382,bitten::V,be,eskatu
1383,bitten::V,be,galdegin
1384,erzählen::V,fortelle,edestu
1385,erzählen::V,fortelle,kontatu
1386,mitteilen::V,meddele,jakinarazi
1387,nennen::V,kalle,izena eman
1388,rufen::V,rope,dei egin
1389,prahlen::V,skryte,harrokerian ibili
1390,prahlen::V,skryte,ahoberokeriak esan
1391,übersetzen::V,oversette,itzuli
1392,denken::V,tenke,pentsatu
1393,denken::V,tenke,gogoeta egin
1394,glauben::V,tro,sinetsi
1395,bemerken::V,bemerke,ohartu
1396,bemerken::V,bemerke,konturatu
1397,bemerken::V,legge merke til,ohartu
1398,bemerken::V,legge merke til,konturatu
1399,erkennen::V,gjenkjenne,ezagutu
1400,erkennen::V,gjenkjenne,antzeman
1401,begreifen::V,begripe,ulertu
1402,verstehen::V,forstå,aditu
1403,verstehen::V,skjønne,aditu
1404,lernen::V,lære,ikasi
1405,wissen::V,vite,jakin
1406,sich erinnern an::V,huske på,gogoratu
1407,sich erinnern an::V,huske på,gogoan izan
1408,vergessen::V,glemme,ahaztu
1409,vergessen::V,glemme,ahantzi
1410,messen::V,måle,neurtu
1411,zählen::V,telle,zenbatu
1412,zählen::V,telle,kopuratu
1413,rechnen::V,regne,kalkulatu
1414,lesen::V,lese,irakurri
1415,malen::V,male,margotu
1416,zeichnen::V,tegne,marraztu
1417,schreiben::V,skrive,idatzi
1418,besitzen::V,eie,ukan
1419,besitzen::V,eie,eduki
1420,besitzen::V,inneha,ukan
1421,besitzen::V,inneha,eduki
1422,kaufen::V,kjøpe,erosi
1423,verkaufen::V,selge,saldu
1424,bezahlen::V,betale,ordaindu
1425,zahlen::V,betale,ordaindu
1426,beherrschen::V,beherske,menpean izan
1427,ertragen::V,orke,jasan
1428,ertragen::V,orke,pairatu
1429,schlagen::V,,jo
1430,schlagen::V,,erauntsi
