,Concept_ID,br,tr
812,noch::ADV,c'hoazh,hâlâ
813,noch::ADV,c'hoazh,henüz
814,nur::ADV,hepken,ancak
815,nur::ADV,hepken,yalnız
816,schon::ADV,dija,çoktan
817,wieder::ADV,adarre,tekrar
818,wieder::ADV,adarre,yeniden
819,vor::PRP,dirak,önünde
820,hinter::PRP,a-drek,arkasında
821,hinter::PRP,a-dreñv,arkasında
822,unter::PRP,dindan,altında
823,durch::PRP,dre,sayesinde
824,durch::PRP,dre,ortasından
825,neben::PRP,e-kichen,yanında
826,zwischen::PRP,etre,arasında
827,wegen::PRP,abalamour da,dolayı
828,dies::PRN,hemañ,bu
829,das::PRN,se,o
830,das::PRN,se,şu
831,das::PRN,hennezh,o
832,das::PRN,hennezh,şu
833,alles::PRN,pep tra,hepsi
834,alles::PRN,pep tra,her şey
835,ich::PRN,me,ben
836,du::PRN,te,sen
837,er::PRN,eñ,o
838,wir::PRN,ni,biz
839,ihr::PRN,c'hwi,siz
840,sie::PRN,int,onlar
841,was::FPRN,petra,ne
842,wer::FPRN,piv,kim
843,wo::FADV,pelec'h,nerede
844,wohin::FADV,da belec'h,nereye
845,wie::FADV,penaos,nasıl
846,warum::FADV,perak,neden
847,wieviel::FNUM,pet,kaç
848,wieviel::FNUM,pet,ne kadar
849,eins::NUM,unan,bir
850,zwei::NUM,daou,iki
851,drei::NUM,tri,üç
852,vier::NUM,pevar,dört
853,fünf::NUM,pemp,beş
854,sechs::NUM,c'hwec'h,altı
855,sieben::NUM,seizh,yedi
856,acht::NUM,eizh,sekiz
857,neun::NUM,nav,dokuz
858,zehn::NUM,dek,on
859,elf::NUM,unnek,on bir
860,zwölf::NUM,daouzek,on iki
861,zwanzig::NUM,ugent,yirmi
862,dreißig::NUM,tregont,otuz
863,vierzig::NUM,daou-ugent,kırk
864,fünfzig::NUM,hanter-kant,elli
865,sechzig::NUM,tri-ugent,altmış
866,siebzig::NUM,dek ha tri-ugent,yetmiş
867,achtzig::NUM,pevar-ugent,seksen
868,neunzig::NUM,dek ha pevar-ugent,doksan
869,hundert::NUM,kant,yüz
870,tausend::NUM,mil,bin
871,und::CNJ,ha,ve
872,und::CNJ,ha,ile
873,oder::CNJ,pe,ya
874,oder::CNJ,pe,yahut
875,stehen::V,bezañ a-sav,durmak
876,sitzen::V,azezañ,oturmak
877,sitzen::V,bezañ en e goazez,oturmak
878,liegen::V,bezañ en e c'hourvez,yatmak
879,hängen::V,krougañ,asılı olmak
880,werden::V,dazonet,olmak
881,werden::V,dazonet,olunmak
882,passieren::V,c'hoarvezout,olmak
883,beginnen::V,stagañ,başlamak
884,enden::V,achuiñ,bitmek
885,enden::V,achuiñ,sona ermek
886,wechseln::V,cheñch,değişmek
887,aufgehen[Sonne]::V,dirouzañ,doğmak
888,scheinen[Sonne]::V,lugernañ,parlamak
889,donnern::V,taranal,gök gürlemek
890,wehen::V,c'hwezhañ,esmek
891,strömen::V,deredek,akmak
892,fließen::V,redek,akmak
893,sich drehen::V,troiñ,dönmek
894,schwanken::V,trantellat,sallanmak
895,schwingen::V,froumal,titremek
896,fallen::V,kouezhañ,düşmek
897,brennen::V,deviñ,yanmak
898,rauchen::V,divogedañ,tütmek
899,regnen::V,glavañ,yağmak
900,gefrieren::V,reviñ,donmak
901,tauen::V,diskornañ,erimek
902,schmelzen::V,teuziñ,erimek
903,trocknen::V,sec'hañ,kurumak
904,sieden::V,berviñ,kaynamak
905,faulen::V,breinañ,çürümek
906,verfaulen::V,breinañ,çürümek
907,reißen::V,darnaouiñ,yırtılmak
908,versinken::V,sodellañ,batmak
909,vergehen::V,tremen,geçmek
910,erscheinen::V,donet war-wel,görünmek
911,verschwinden::V,monet diwar wel,kaybolmak
912,sinken::V,en em izelat,inmek
913,abnehmen::V,nebeutaat,azalmak
914,zunehmen::V,kreskiñ,artmak
915,zunehmen::V,kreskiñ,çoğalmak
916,steigen::V,sevel,artmak
917,steigen::V,sevel,yükselmek
918,wachsen::V,kreskiñ,büyümek
919,wachsen::V,kreskiñ,gelişmek
920,glänzen::V,lugernañ,parlamak
921,funkeln::V,elieniñ,parıldamak
922,lärmen::V,rabotat,gürültü yapmak
923,klirren::V,diridignat,şakırdamak
924,klirren::V,diridignat,zangırdamak
925,klirren::V,sterlinkañ,şakırdamak
926,klirren::V,sterlinkañ,zangırdamak
927,brausen::V,gwegal,köpürmek
928,brausen::V,gwegal,kükremek
929,rauschen::V,trouzal,fışırdamak
930,klingen::V,seniñ,tınlamak
931,bellen::V,harzhal,havlamak
932,heulen::V,yudal,ulumak
933,blasen::V,c'hwezhañ,üflemek
934,pfeifen::V,c'hwitellat,düdük çalmak
935,schreien::V,huchal,bağırmak
936,schreien::V,huchal,haykırmak
937,stöhnen::V,hirvoudiñ,inlemek
938,zittern::V,krenañ,titremek
939,leben::V,bevañ,yaşamak
940,leben::V,bevañ,hayatta olmak
941,geboren werden::V,genel,doğmak
942,atmen::V,tennañ e anal,solunmak
943,atmen::V,tennañ e anal,nefes almak
944,trinken::V,evañ,içmek
945,essen::V,debriñ,yemek
946,schlucken::V,lonkañ,yutmak
947,müde werden::V,skuizhañ,yorulmak
948,einschlafen::V,menel kousket,uykuya dalmak
949,schlafen::V,kousket,uyumak
950,aufwachen::V,dihuniñ,uyanmak
951,aufstehen::V,sevel,kalkmak
952,aufstehen::V,sevel,yataktan kalkmak
953,sich erholen::V,diskuizhañ,dinlenmek
954,krank werden::V,klañviñ,hastalanmak
955,krank sein::V,bezañ klañv,hasta olmak
956,schmerzen::V,skourjezañ,ağrımak
957,husten::V,pasaat,öksürmek
958,husten::V,peudal,öksürmek
959,genesen::V,pareañ,şifa bulmak
960,sterben::V,mervel,ölmek
961,sterben::V,mervel,vefat etmek
962,umkommen::V,perisañ,ölmek
963,sich bewegen::V,bouljal,hareket etmek
964,sich rühren::V,fiñval,kımıldanmak
965,sich erheben::V,sevel,kalkmak
966,sich erheben::V,sevel,ayağa kalkmak
967,sich setzen::V,azezañ,oturmak
968,sich setzen::V,mont en e goazez,oturmak
969,hinfallen::V,kouezhañ,yere düşmek
970,laufen::V,redek,yürümek
971,schreiten::V,kerzhet,yürümek
972,schreiten::V,kerzhet,adım atmak
973,spazierengehen::V,pourmen,gezmek
974,spazierengehen::V,pourmen,dolaşmak
975,eilen::V,hastañ,seğirtmek
976,sich beeilen::V,hastañ,acele etmek
977,sausen::V,karzhañ,hızla gitmek
978,rennen::V,redek,koşmak
979,springen::V,lammat,atlamak
980,springen::V,lammat,sıçramak
981,klettern::V,krimpat,tırmanmak
982,schaukeln::V,brañsellat,sallanmak
983,kriechen::V,skrampañ,sürünmek
984,schwimmen::V,neuial,yüzmek
985,tauchen::V,splujañ,dalmak
986,rudern::V,roeñvat,kürek çekmek
987,fahren::V,kas,gitmek
988,fahren::V,bleniañ,gitmek
989,fliegen::V,nijal,uçmak
990,gehen::V,mont,gitmek
991,weggehen::V,mont kuit,gitmek
992,abfahren::V,mont kuit,kalkmak
993,anhalten::V,chom a-sav,durmak
994,hineingehen::V,monet e-barzh,içeri girmek
995,eintreten::V,monet e-barzh,girmek
996,kommen::V,dont,gelmek
997,ankommen::V,erruout,varmak
998,zurückkommen::V,addonet,dönmek
999,bleiben::V,chom,kalmak
1000,warten::V,gortoz,beklemek
1001,erwarten::V,gortoz,beklemek
1002,suchen::V,klask,aramak
1003,finden::V,kavout,bulmak
1004,versuchen::V,klask,denemek
1005,vorbereiten::V,aozañ,hazırlamak
1006,lieben::V,karout,sevmek
1007,mögen::V,karout,beğenmek
1008,lachen::V,c'hoarzin,gülmek
1009,rühren::V,tenerañ,dokunmak
1010,rühren::V,tenerañ,duygulandırmak
1011,weinen::V,gouelañ,ağlamak
1012,schimpfen::V,krozal,küfretmek
1013,sich ärgern::V,fachañ,kızmak
1014,sich ärgern::V,en em fachañ,kızmak
1015,fliehen::V,tec'het,kaçmak
1016,flüchten::V,tuzañ,kaçmak
1017,sehen::V,gwelet,görmek
1018,anschauen::V,sellout ouzh,seyretmek
1019,ansehen::V,sellout ouzh,bakmak
1020,hören::V,klevet,duymak
1021,hören::V,klevet,işitmek
1022,zuhören::V,selaou,dinlemek
1023,probieren::V,blasa,denemek
1024,probieren::V,blasa,tadına bakmak
1025,riechen::V,klevet,kokusunu almak
1026,fühlen::V,santout,duymak
1027,fühlen::V,santout,hissetmek
1028,scheinen::V,diskouez bezañ,görünmek
1029,zu sehen sein::V,bezañ gwelus,görünmek
1030,vernehmen::V,merzhañ,haber almak
1031,frieren::V,anoued,üşümek
1032,tun::V,ober,etmek
1033,tun::V,ober,yapmak
1034,können::V,gouzout,bilmek
1035,wollen::V,fellout da,istemek
1036,wollen::V,kaout c'hoant da,istemek
1037,anfangen::V,kregiñ,başlamak
1038,beenden::V,achuiñ,bitirmek
1039,aufhören::V,paouez,bitmek
1040,öffnen::V,digeriñ,açmak
1041,schließen::V,serriñ,kapamak
1042,stellen::V,lakaat,koymak
1043,setzen::V,lakaat,koymak
1044,setzen::V,lakaat,oturtmak
1045,legen::V,lakaat,koymak
1046,legen::V,lakaat,yatırmak
1047,berühren::V,touch,dokunmak
1048,verbinden::V,eren,bağlamak
1049,verbinden::V,eren,birleştirmek
1050,bedecken::V,goloiñ,örtmek
1051,bedecken::V,goloiñ,kaplamak
1052,aufhängen::V,istribilhañ,asmak
1053,anzünden::V,alumiñ,yakmak
1054,anzünden::V,alumiñ,ateşlemek
1055,anzünden::V,c'hwezzañ,yakmak
1056,anzünden::V,c'hwezzañ,ateşlemek
1057,aufheben::V,dastum,kaldırmak
1058,zurücklassen::V,lezel,geride bırakmak
1059,verlieren::V,koll,yitirmek
1060,verlieren::V,koll,kaybetmek
1061,fallen lassen::V,laoskel,düşürmek
1062,fallen lassen::V,lezel da gouezhel,düşürmek
1063,machen::V,ober,yapmak
1064,herstellen::V,fardañ,yapmak
1065,herstellen::V,fardañ,imal etmek
1066,bauen::V,sevel,kurmak
1067,bauen::V,sevel,inşa etmek
1068,reparieren::V,adaozañ,onarmak
1069,reparieren::V,adaozañ,tamir etmek
1070,verbessern::V,gwellaat,düzeltmek
1071,ändern::V,cheñch,değiştirmek
1072,graben::V,kleuzañ,kazmak
1073,beugen::V,plegañ,eğmek
1074,biegen::V,krommañ,bükmek
1075,drehen::V,treiñ,çevirmek
1076,drehen::V,treiñ,döndürmek
1077,wenden::V,treiñ,çevirmek
1078,umdrehen::V,treiñ,çevirmek
1079,heben::V,sevel,kaldırmak
1080,hochheben::V,sevel,yukarı kaldırmak
1081,ergreifen::V,kemer,tutmak
1082,ergreifen::V,kemer,yakalamak
1083,halten::V,dalc'hen,tutmak
1084,drücken::V,bountañ,sıkmak
1085,schieben::V,poulzañ,itmek
1086,schieben::V,poulzañ,sürmek
1087,kratzen::V,skrabat,kaşımak
1088,lecken::V,lipat,yalamak
1089,beißen::V,kregiñ,ısırmak
1090,abreißen::V,diframmañ,koparmak
1091,abschneiden::V,troc'hañ,keserek ayırmak
1092,binden::V,stagañ,bağlamak
1093,stecken::V,sankañ,sokmak
1094,brechen::V,darnaouiñ,kırmak
1095,klopfen::V,skoiñ,çalmak
1096,hauen::V,dornañ,vurmak
1097,kleben::V,pegañ,yapıştırmak
1098,reiben::V,taravat,ovmak
1099,reiben::V,taravat,sürtmek
1100,reiben::V,trekiñ,ovmak
1101,reiben::V,trekiñ,sürtmek
1102,streichen::V,toazañ,sürmek
1103,schleifen::V,lemmañ,bilemek
1104,schneiden::V,troc'hañ,kesmek
1105,rütteln::V,tordorosañ,sallamak
1106,schütteln::V,hejañ,sarsmak
1107,schütteln::V,hejañ,çalkamak
1108,schütten::V,diskargañ,dökmek
1109,schütten::V,diskargañ,akıtmak
1110,füllen::V,kargañ,doldurmak
1111,einwickeln::V,gronnañ,sarmak
1112,tragen::V,dougen,taşımak
1113,schleppen::V,stlejal,sürüklemek
1114,ziehen::V,sachañ,çekmek
1115,aufbewahren::V,miret,saklamak
1116,werfen::V,teuler,atmak
1117,fangen::V,tapañ,tutmak
1118,fangen::V,tapañ,yakalamak
1119,packen::V,krapat,tutmak
1120,packen::V,krapat,yakalamak
1121,verstecken::V,kuzhat,saklamak
1122,teilen::V,rannañ,bölmek
1123,teilen::V,rannañ,ayırmak
1124,schicken::V,kas,yollamak
1125,schicken::V,kas,göndermek
1126,bringen::V,degas,getirmek
1127,hinzufügen::V,lakat ouzhpenn,katmak
1128,hinzufügen::V,lakat ouzhpenn,eklemek
1129,bekommen::V,kaout,almak
1130,bekommen::V,kaout,eline geçmek
1131,erhalten::V,kaout,almak
1132,nehmen::V,kemer,almak
1133,wählen::V,choaz,seçmek
1134,auswählen::V,dibab,seçmek
1135,auswählen::V,dibab,ayırmak
1136,bewahren::V,mirout,korumak
1137,behindern::V,diaezañ,engellemek
1138,verderben::V,lovrañ,bozmak
1139,beschädigen::V,gwallegañ,zedelemek
1140,beschädigen::V,gwallegañ,ziyan vermek
1141,zerbrechen::V,torriñ,kırmak
1142,zerreißen::V,diroegiñ,yırtmak
1143,zerstören::V,distrujañ,yıkmak
1144,zerstören::V,distrujañ,tahrip etmek
1145,verbrennen::V,deviñ,yakmak
1146,geben::V,reiñ,vermek
1147,schenken::V,donezonañ,hediye etmek
1148,versprechen::V,prometiñ,vaat etmek
1149,wünschen::V,hetiñ,kutlamak
1150,loben::V,feurmiñ,övmek
1151,küssen::V,pokat,öpmek
1152,wiegen::V,pouezañ,sallamak
1153,zudecken::V,goloiñ,örtmek
1154,wecken::V,dihuniñ,uyandırmak
1155,zeigen::V,diskouez,göstermek
1156,führen::V,kas,gezdirmek
1157,führen::V,kas,yol göstermek
1158,lehren::V,deskiñ,okutmak
1159,lehren::V,deskiñ,öğretmek
1160,unterrichten::V,kelenn,öğretmek
1161,leiten::V,bleinañ,yönetmek
1162,leiten::V,bleinañ,idare etmek
1163,antreiben::V,poulzañ,teşvik etmek
1164,lassen::V,leuskel,-tırmak
1165,einladen::V,pediñ,davet etmek
1166,vereinigen::V,unisañ,birleştirmek
1167,besuchen::V,gweladenniñ,uğramak
1168,besuchen::V,gweladenniñ,ziyaret etmek
1169,besuchen::V,gweladenniñ,görmeye gitmek
1170,treffen::V,kejal,rastlamak
1171,treffen::V,kejal,isabet etmek
1172,treffen::V,ankontrañ,rastlamak
1173,treffen::V,ankontrañ,isabet etmek
1174,sich versammeln::V,bodennañ,toplanmak
1175,spielen::V,c'hoari,oynamak
1176,singen::V,kanañ,söylemek
1177,singen::V,kanañ,şarkı söylemek
1178,tanzen::V,dañsal,oynamak
1179,tanzen::V,dañsal,dans etmek
1180,sich trennen::V,dispartiañ,ayrılmak
1181,verlassen::V,lezel,bırakmak
1182,verlassen::V,lezel,terk etmek
1183,retten::V,saveteiñ,kurtarmak
1184,bewachen::V,mesa,gözetmek
1185,schützen::V,diwall,korumak
1186,verteidigen::V,difenn,savunmak
1187,sich schlagen::V,lopañ,dövüşmek
1188,siegen::V,trec'hiñ,yenmek
1189,ärgern::V,hegasiñ,kızdırmak
1190,schlagen::V,skeiñ,dövmek
1191,treten::V,botaouiñ,tepmek
1192,stechen::V,pikat,sokmak
1193,stechen::V,pikat,batırmak
1194,stoßen::V,stokañ,itmek
1195,stehlen::V,laerezh,çalmak
1196,stören::V,direnkañ,bozmak
1197,stören::V,direnkañ,etkilemek
1198,belästigen::V,dregasiñ,rahatsız etmek
1199,verbergen::V,skoachañ,saklamak
1200,täuschen::V,tromplañ,aldatmak
1201,betrügen::V,lorbañ,aldatmak
1202,betrügen::V,lorbañ,dolandırmak
1203,töten::V,lazhañ,öldürmek
1204,wohnen::V,bezañ o chom,oturmak
1205,arbeiten::V,labourat,çalışmak
1206,sammeln::V,dastum,toplamak
1207,pflücken::V,kuntuilhañ,koparmak
1208,jagen::V,chaseal,avlanmak
1209,fischen::V,pesketa,balık tutmak
1210,fassen::V,pakañ,tutmak
1211,fassen::V,pakañ,yakalamak
1212,hüten::V,geota,otlatmak
1213,anbinden::V,stagañ,bağlamak
1214,füttern::V,boueta,beslemek
1215,melken::V,goro,sağmak
1216,hacken::V,difrakal,yarmak
1217,gießen::V,dourañ,sulamak
1218,reifen::V,azviñ,olgunlaşmak
1219,zubereiten::V,keginañ,hazırlamak
1220,kochen::V,poazhañ,pişirmek
1221,kochen::V,poazhañ,kaynatmak
1222,backen::V,fritañ,pişirmek
1223,backen::V,fritañ,fırında pişirmek
1224,braten::V,rostañ,kızartmak
1225,stricken::V,stammañ,örmek
1226,nähen::V,gwriat,dikmek
1227,färben::V,livañ,boyamak
1228,reinigen::V,naetañ,temizlemek
1229,waschen::V,gwalc'hiñ,yıkamak
1230,abwischen::V,torchañ,silmek
1231,spülen::V,disgwalc'hiñ,çalkamak
1232,fegen::V,skubañ,süpürmek
1233,kehren::V,skubañ,süpürmek
1234,baden::V,kouronkañ,yıkanmak
1235,baden::V,kouronkañ,banyo yapmak
1236,sich waschen::V,en em walc'hiñ,yıkanmak
1237,sich anziehen::V,gwiskañ,giyinmek
1238,kämmen::V,kribat,taramak
1239,schmücken::V,kinklañ,süslemek
1240,sagen::V,larêt,demek
1241,sagen::V,larêt,söylemek
1242,sagen::V,lavaret,demek
1243,sagen::V,lavaret,söylemek
1244,sprechen::V,komz,konuşmak
1245,reden::V,kaozeal,konuşmak
1246,sich unterhalten::V,balbotal,sohbet etmek
1247,fragen::V,goulenn,sormak
1248,bitten::V,goulenn,dilemek
1249,bitten::V,goulenn,rica etmek
1250,erzählen::V,kontañ,bahsetmek
1251,erzählen::V,kontañ,hikâye etmek
1252,mitteilen::V,kemenn,bildirmek
1253,nennen::V,anviñ,adlandırmak
1254,rufen::V,gelver,çağırmak
1255,prahlen::V,fougeal,övünmek
1256,übersetzen::V,treiñ,çevirmek
1257,übersetzen::V,treiñ,tercüme etmek
1258,denken::V,soñjal,düşünmek
1259,glauben::V,krediñ,inanmak
1260,glauben::V,krediñ,zannetmek
1261,bemerken::V,apresevañ,farkına varmak
1262,erkennen::V,anavout,tanımak
1263,begreifen::V,meizañ,anlamak
1264,begreifen::V,meizañ,kavramak
1265,verstehen::V,kompren,duymak
1266,verstehen::V,kompren,anlamak
1267,lernen::V,deskiñ,öğrenmek
1268,wissen::V,gouzout,bilmek
1269,sich erinnern an::V,kaout soñj e,hatırlamak
1270,vergessen::V,ankouaat,unutmak
1271,messen::V,muzuliañ,ölçmek
1272,zählen::V,kontañ,saymak
1273,rechnen::V,jedañ,hesap etmek
1274,lesen::V,lenn,okumak
1275,malen::V,livañ,resmini yapmak
1276,zeichnen::V,tresañ,çizmek
1277,schreiben::V,skrivañ,yazmak
1278,besitzen::V,kaout,haiz olmak
1279,besitzen::V,kaout,sahip olmak
1280,kaufen::V,prenañ,almak
1281,verkaufen::V,gwerzhañ,satmak
1282,bezahlen::V,paeañ,ödemek
1283,zahlen::V,paeañ,ödemek
1284,beherrschen::V,mestroniañ,hâkim olmak
1285,ertragen::V,anduriñ,dayanmak
1286,ertragen::V,anduriñ,katlanmak
1287,Grube::N,,çukur
1288,Spur::N,,iz
1289,Lehm::N,,balçık
1290,Laut::N,,ses
1291,Winkel::N,,köşe
1292,Lagerfeuer::N,,kamp ateşi
1293,vergebens::ADV,,boşuna
1294,untergehen[Sonne]::V,,batmak
1295,läuten::V,,çalmak
1296,klingeln::V,,zil çalmak
1297,sich fürchten::V,,korkmak
1298,fürchten::V,,korkmak
1299,gelingen::V,,başarmak
1300,geraten::V,,düşmek
1301,schwenken::V,,sallamak
1302,reichen::V,,uzatmak
1303,aufziehen::V,,yetiştirmek
1304,schießen::V,,ateş etmek
1305,treiben::V,,gütmek
1306,umrühren::V,,karıştırmak
1307,ausziehen::V,,çıkarmak
1308,anziehen::V,,giymek
