,Concept_ID,sah,az
756,rückwärts::ADV,төттөру,geri
757,zurück::ADV,төттөрү,geriyə
758,unten::ADV,аллара,aşağıda
759,hinab::ADV,аллара,aşağı
760,oben::ADV,үөһэ,yuxarıda
761,hinauf::ADV,өрө,yuxarı
762,hinauf::ADV,үөһэ,yuxarı
763,überall::ADV,бэйдиэ,hər yerdə
764,nicht::ADV,буолбатах,-ma-
765,ein wenig::ADV,кыратык,bir az
766,kaum::ADV,нэһиилэ,güclə
767,sehr::ADV,бэрт,çox
768,sehr::ADV,наһаа,çox
769,so::ADV,оччо,belə
770,so::ADV,оннук,belə
771,noch::ADV,өссө,hələ
772,nur::ADV,эрэ,yalnız
773,nur::ADV,сыччах,yalnız
774,schon::ADV,бэлиэр,artıq
775,wieder::ADV,эмиэ,yenə
776,vergebens::ADV,таак,boş yerə
777,vor::PRP,иннигэр,önündə
778,hinter::PRP,кэлин,arxasında
779,unter::PRP,-ҕа,altında
780,unter::PRP,оһох түгэҕэ,altında
781,durch::PRP,курдары,içindən
782,neben::PRP,аттыгар,yanında
783,zwischen::PRP,ыккардынан,arasında
784,wegen::PRP,уҥуортан,üçün
785,wegen::PRP,уҥуортан,ötəri
786,dies::PRN,ити,bu
787,dies::PRN,бу,bu
788,das::PRN,били,o
789,alles::PRN,барыта,hər şey
790,ich::PRN,мин,mən
791,du::PRN,эн,sən
792,er::PRN,кнни,o
793,wir::PRN,биһиги,biz
794,ihr::PRN,эһиги,siz
795,sie::PRN,кинилэр,onlar
796,was::FPRN,туох,nə
797,wer::FPRN,ким,kim
798,wo::FADV,ханна,harada
799,wohin::FADV,ханна,haraya
800,wie::FADV,хайдах,necə
801,warum::FADV,тоҕо,niyə
802,warum::FADV,тоҕо,nə üçün
803,wieviel::FNUM,төһө,neçə
804,wieviel::FNUM,төһө,nə qədər
805,eins::NUM,биир,bir
806,zwei::NUM,икки,iki
807,drei::NUM,үс,üç
808,vier::NUM,түөрт,dörd
809,fünf::NUM,биэс,beş
810,sechs::NUM,алта,altı
811,sieben::NUM,сэттэ,yeddi
812,acht::NUM,аҕыс,səkkiz
813,neun::NUM,тоҕус,doqquz
814,zehn::NUM,уон,on
815,elf::NUM,уон биир,on bir
816,zwölf::NUM,уон икки,on iki
817,zwanzig::NUM,сүүрбэ,iyirmi
818,dreißig::NUM,отут,otuz
819,vierzig::NUM,түөрт уон,qırx
820,fünfzig::NUM,биэс уон,əlli
821,sechzig::NUM,алта уон,altmış
822,siebzig::NUM,сэттэ уон,yetmiş
823,achtzig::NUM,аҕыс уон,səksən
824,neunzig::NUM,тоҕус уонус,doxsan
825,hundert::NUM,сүүс,yüz
826,tausend::NUM,тыһыынча,min
827,und::CNJ,да,və
828,und::CNJ,уонна,və
829,und::CNJ,итиэннэ,və
830,oder::CNJ,эбэтэр,ya
831,stehen::V,тур,durmaq
832,sitzen::V,олор,oturmaq
833,liegen::V,сыт,uzanmaq
834,hängen::V,санньылый,asılmaq
835,werden::V,буол,olmaq
836,passieren::V,буол,olmaq
837,passieren::V,буол,baş vermək
838,beginnen::V,саҕалан,başlamaq
839,enden::V,бүт,bitmək
840,wechseln::V,уларый,dəyişmək
841,aufgehen[Sonne]::V,ой,doğmaq
842,untergehen[Sonne]::V,киир,batmaq
843,scheinen[Sonne]::V,сырдат,parlamaq
844,donnern::V,эт,guruldamaq
845,wehen::V,үр,əsmək
846,strömen::V,кутулун,axmaq
847,fließen::V,сүүр,axmaq
848,sich drehen::V,эргий,dönmək
849,schwanken::V,биэтэҥнээ,yellənmək
850,schwingen::V,эйэҥнээ,yellənmək
851,fallen::V,оҕут,düşmek
852,brennen::V,умай,yanmaq
853,rauchen::V,буруолаа,tüstüləmək
854,regnen::V,самыырдаа,yağmaq
855,gefrieren::V,тоҥ,donmaq
856,tauen::V,ир,ərimək
857,schmelzen::V,уулун,ərimək
858,trocknen::V,куур,qurumaq
859,sieden::V,оргуй,qaynamaq
860,faulen::V,сытый,çürümək
861,verfaulen::V,сытыйан_хаал,çürümək
862,reißen::V,хайыт,yırtılmaq
863,reißen::V,быһытталан,yırtılmaq
864,versinken::V,тимир,batmaq
865,versinken::V,батылын,batmaq
866,vergehen::V,дьай,ötmək
867,erscheinen::V,көһүн,görünmək
868,verschwinden::V,сүт,yox olmaq
869,sinken::V,намтаа,enmək
870,abnehmen::V,аччаа,azalmaq
871,zunehmen::V,элбээ,artmaq
872,steigen::V,үрдээ,yüksəlmək
873,wachsen::V,үүн,böyümək
874,glänzen::V,кылбай,parlamaq
875,funkeln::V,күлүмнээ,parıldamaq
876,funkeln::V,күлүмүрдээ,parıldamaq
877,lärmen::V,тыаһаа,səs-küy etmək
878,läuten::V,собуоннаа,çalmaq
879,klingeln::V,линкинээ,zəng etmək
880,klirren::V,айгырат,cingildəmək
881,brausen::V,сирилээ,gurlamaq
882,rauschen::V,суугунаа,xışıldamaq
883,klingen::V,доргуй,səslənmək
884,bellen::V,үр,hürmək
885,heulen::V,улуй,ulamaq
886,blasen::V,үр,üfləmək
887,pfeifen::V,иһиир,fit vermek
888,schreien::V,кылан,bağırmaq
889,schreien::V,кылан,qışqırmaq
890,schreien::V,хаһыытаа,bağırmaq
891,schreien::V,хаһыытаа,qışqırmaq
892,stöhnen::V,ынчыктаа,inləmək
893,zittern::V,титирээ,titrəmək
894,zittern::V,дьигиһий,titrəmək
895,leben::V,олор,yaşamaq
896,geboren werden::V,төрөө,doğmaq
897,atmen::V,тыын,nəfəs almaq
898,trinken::V,ис,içmek
899,essen::V,аһаа,yemək
900,schlucken::V,ыйыһын,udmaq
901,müde werden::V,сылай,yorulmaq
902,einschlafen::V,утуйан хаал,yuxuya getmək
903,schlafen::V,утуй,uyumaq
904,schlafen::V,утуйа сыт,uyumaq
905,aufwachen::V,уһугун,oyanmaq
906,aufstehen::V,тур,yuxudan durmaq
907,sich erholen::V,сынньан,dincəlmək
908,krank werden::V,ыарый,xəstə olmaq
909,krank sein::V,ыарый,azarlanmaq
910,krank sein::V,ыарый,xəstələnmək
911,krank sein::V,ыарыт,azarlanmaq
912,krank sein::V,ыарыт,xəstələnmək
913,schmerzen::V,ыарыт,ağrimaq
914,husten::V,сөтөлүн,öksürmək
915,genesen::V,көн,sağalmaq
916,sterben::V,өл,ölmək
917,sterben::V,өл,vəfat etmək
918,umkommen::V,өл,həlak olmaq
919,umkommen::V,оҕут,həlak olmaq
920,sich bewegen::V,хамсаа,hərəkət etmək
921,sich rühren::V,хамсаа,tərpənmək
922,sich erheben::V,тур,qalxmaq
923,sich setzen::V,олор,oturmaq
924,hinfallen::V,оҕут,yıxılmaq
925,laufen::V,хаам,yerimək
926,schreiten::V,атыллаа,addım atmaq
927,spazierengehen::V,дьаарбай,gəzmək
928,eilen::V,тиэтэй,atılmaq
929,sich beeilen::V,ыксаа,tələsmək
930,sausen::V,элээр,çırpmaq
931,rennen::V,сүүрэкэлээ,qaçmaq
932,springen::V,ой,sıçramaq
933,springen::V,ыстан,sıçramaq
934,klettern::V,ытын,dırmanmaq
935,schaukeln::V,эйэҥнээ,sallanmaq
936,schaukeln::V,биэрэҥнээ,sallanmaq
937,kriechen::V,сыыл,sürünmək
938,schwimmen::V,уһун,üzmek
939,schwimmen::V,харбаа,üzmek
940,tauchen::V,умус,dalmaq
941,rudern::V,эрт,avarlamaq
942,fahren::V,айаннаа,sürmək
943,fliegen::V,көт,uçmaq
944,gehen::V,бар,getmək
945,weggehen::V,бар,getmək
946,abfahren::V,бар,yola düşmək
947,anhalten::V,тохтоо,saxlamaq
948,hineingehen::V,киир,girmək
949,eintreten::V,киир,girmək
950,eintreten::V,киир,daxil olmaq
951,kommen::V,кэл,gəlmək
952,ankommen::V,кэл,gəlib çatmaq
953,ankommen::V,тиий,gəlib çatmaq
954,zurückkommen::V,төнүн,qayıtmaq
955,bleiben::V,хаал,qalmaq
956,warten::V,көһүт,gözləmək
957,erwarten::V,күүт,bəkləmək
958,erwarten::V,көһүт,bəkləmək
959,suchen::V,ирдээ,aramaq
960,suchen::V,ирдээ,axtarmaq
961,suchen::V,көрдөө,aramaq
962,suchen::V,көрдөө,axtarmaq
963,finden::V,бул,tapmaq
964,versuchen::V,сорун,çalışmaq
965,vorbereiten::V,бэлэмнээ,hazırlamaq
966,lieben::V,таптаа,sevmək
967,mögen::V,сөбүл,xoşlamaq
968,lachen::V,күл,gülmək
969,rühren::V,долгут,həyəcanlandırmaq
970,weinen::V,ытаа,ağlamaq
971,schimpfen::V,үөҕүс,küfr etmək
972,sich ärgern::V,кыыһыр,acıqlanmaq
973,sich ärgern::V,кыйахан,acıqlanmaq
974,sich fürchten::V,куттан,qorxmaq
975,sich fürchten::V,дьиксин,qorxmaq
976,fürchten::V,дьиксин,qorxmaq
977,fürchten::V,куттан,qorxmaq
978,fliehen::V,күрээ,qaçmaq
979,flüchten::V,күрээ,qaçmaq
980,sehen::V,көр,görmək
981,anschauen::V,көр,baxmaq
982,ansehen::V,көр,baxmaq
983,hören::V,бил,duymaq
984,hören::V,бил,eşitmək
985,hören::V,иһит,duymaq
986,hören::V,иһит,eşitmək
987,zuhören::V,иһит,dinləmək
988,probieren::V,боруобалаан көр,dadına baxmaq
989,probieren::V,амсайан көр,dadına baxmaq
990,riechen::V,сытырҕаа,qoxlamaq
991,fühlen::V,бил,duymaq
992,scheinen::V,көһүн,görünmək
993,zu sehen sein::V,көһүн,görünmək
994,vernehmen::V,иһит,eşitmək
995,frieren::V,тоҥ,üşümək
996,frieren::V,үлүй,üşümək
997,tun::V,гын,etmək
998,können::V,кыай,bilmək
999,können::V,кыай,bacarmaq
1000,wollen::V,баҕар,istəmək
1001,anfangen::V,саҕалаа,başlamaq
1002,beenden::V,бүтэр,bitirmək
1003,aufhören::V,уурай,bitmək
1004,aufhören::V,уурай,qurtarmaq
1005,gelingen::V,сатан,müvəffəq olmaq
1006,geraten::V,баар буолан биэр,düşmək
1007,geraten::V,баар буола тус,düşmək
1008,geraten::V,буолан таҕыс,düşmək
1009,öffnen::V,ас,açmaq
1010,schließen::V,сап,qapamaq
1011,schließen::V,хатаа,qapamaq
1012,stellen::V,уур,qoymaq
1013,stellen::V,туруор,qoymaq
1014,setzen::V,туруор,oturtmaq
1015,setzen::V,уур,oturtmaq
1016,legen::V,уур,qoymaq
1017,berühren::V,тыыт,toxunmaq
1018,berühren::V,таарый,toxunmaq
1019,verbinden::V,кэлгий,bağlamaq
1020,bedecken::V,бүрүй,örtmək
1021,aufhängen::V,ыйаа,asmaq
1022,anzünden::V,умат,yandırmaq
1023,aufheben::V,өрө тарт,qaldırmaq
1024,zurücklassen::V,бырах,buraxmaq
1025,verlieren::V,сүтэр,itirmək
1026,fallen lassen::V,түһэр,düşürmək
1027,fallen lassen::V,мүлчү тут,düşürmək
1028,machen::V,оҥор,etmək
1029,machen::V,оҥоһун,etmək
1030,herstellen::V,оҥор,istehsal etmək
1031,bauen::V,тут,tikmək
1032,reparieren::V,абырахтаа,təmir etmək
1033,verbessern::V,тупсар,düzəltmək
1034,ändern::V,уларыт,dəyişdirmək
1035,graben::V,хас,qazımaq
1036,beugen::V,бокут,əymək
1037,beugen::V,токурут,əymək
1038,beugen::V,бүк баттаа,əymək
1039,biegen::V,иэх,bükmək
1040,biegen::V,өҕүлүннэр,bükmək
1041,drehen::V,эргит,döndərmək
1042,drehen::V,эргичит,döndərmək
1043,wenden::V,эргилин,çevirmək
1044,umdrehen::V,түҥнэр,çevirmək
1045,heben::V,көтөх,qaldırmaq
1046,hochheben::V,таһаар,qaldırmaq
1047,ergreifen::V,тут,tutmaq
1048,halten::V,тут,saxlamaq
1049,drücken::V,ык,sıxmaq
1050,schieben::V,ас,sürmək
1051,kratzen::V,кыһыы,qaşımaq
1052,lecken::V,салаа,yalamaq
1053,beißen::V,ытыр,dişləmək
1054,abreißen::V,быһа тарт,qoparmaq
1055,abreißen::V,туура тарт,qoparmaq
1056,abschneiden::V,быс,ayırmaq
1057,abschneiden::V,быһан ыл,ayırmaq
1058,abschneiden::V,быһа баттаа,ayırmaq
1059,binden::V,кэлгий,bağlamaq
1060,stecken::V,батары ас,soxmaq
1061,brechen::V,тоһут,qırmaq
1062,klopfen::V,тоҥсуй,sındırmaq
1063,hauen::V,оҕус,vurmaq
1064,kleben::V,силимнээ,apışdırmaq
1065,reiben::V,аал,ovmaq
1066,streichen::V,сыбаа,sürtmək
1067,schleifen::V,чочуй,bülövləmək
1068,schneiden::V,быс,kəsmək
1069,rütteln::V,иэҕэҥнэт,sirkələmək
1070,schütteln::V,сахсый,çalxalamaq
1071,schwenken::V,дайбаа,yelləmək
1072,schütten::V,кут,tökmək
1073,füllen::V,толор,doldurmaq
1074,einwickeln::V,суулаа,sarımaq
1075,tragen::V,ит,daşımaq
1076,schleppen::V,сос,sürükləmək
1077,ziehen::V,тарт,çəkmək
1078,aufbewahren::V,уур,gizlətmək
1079,aufbewahren::V,харай,gizlətmək
1080,werfen::V,бырах,atmaq
1081,fangen::V,хап,tutmaq
1082,packen::V,тут,yaxalamaq
1083,verstecken::V,саһыар,gizlətmək
1084,teilen::V,үллэр,bölmək
1085,schicken::V,ыыт,yollamaq
1086,schicken::V,ыыт,göndərmək
1087,bringen::V,аҕал,gətirmək
1088,hinzufügen::V,эп,əlavə etmək
1089,bekommen::V,ыл,almaq
1090,bekommen::V,ыл,əldə etmək
1091,bekommen::V,булун,almaq
1092,bekommen::V,булун,əldə etmək
1093,erhalten::V,ыл,almaq
1094,nehmen::V,ыл,almaq
1095,wählen::V,быыбардаа,seçmək
1096,auswählen::V,тал,arımaq
1097,bewahren::V,харай,qorumaq
1098,behindern::V,мэһэйдээ,mane olmaq
1099,verderben::V,буорту гын,pozmaq
1100,beschädigen::V,алдьат,zədələmək
1101,zerbrechen::V,үлтүрүт,qırmaq
1102,zerbrechen::V,үлтүрүт,sındırmaq
1103,zerreißen::V,хайыта тарт,yırtmaq
1104,zerstören::V,алдьат,dağıtmaq
1105,verbrennen::V,уоттаа,yandırmaq
1106,geben::V,биэр,vermək
1107,reichen::V,аҕал,uzatmaq
1108,schenken::V,бэлэхтээ,vermək
1109,versprechen::V,эрэннэр,vəd vermək
1110,wünschen::V,баҕар,arzulamaq
1111,loben::V,хайҕаа,tərifləmək
1112,küssen::V,уураа,öpmək
1113,wiegen::V,бигээ,tərpətmək
1114,zudecken::V,сап,örtmək
1115,zudecken::V,бүрүй,örtmək
1116,wecken::V,уһугуннар,oyatmaq
1117,zeigen::V,көрдөр,göstərmək
1118,führen::V,салай,rəhbərlik etmək
1119,lehren::V,үөрэт,öyrətmək
1120,unterrichten::V,үөрэт,öyrətmək
1121,unterrichten::V,үөрэт,dərs vermək
1122,aufziehen::V,иит,tərbiyə etmək
1123,leiten::V,салай,idarə etmək
1124,antreiben::V,кыһай,bizləmək
1125,lassen::V,күһэй,-tırmaq
1126,einladen::V,ыҥыр,dəvət etmək
1127,vereinigen::V,холбоо,birləşdirmək
1128,vereinigen::V,түм,birləşdirmək
1129,besuchen::V,сырыт,baş çəkmək
1130,besuchen::V,сырыт,ziyarət etmək
1131,besuchen::V,билсэ сырыт,baş çəkmək
1132,besuchen::V,билсэ сырыт,ziyarət etmək
1133,treffen::V,көрүс,rastlaşmaq
1134,treffen::V,көрүс,rast gəlmək
1135,sich versammeln::V,мүһүн,toplanmaq
1136,sich versammeln::V,түмүс,toplanmaq
1137,spielen::V,оонньоо,oynamaq
1138,singen::V,ыллаа,oxumaq
1139,tanzen::V,үҥкүүлээ,oynamaq
1140,tanzen::V,үҥкүүлээ,rəqs etmək
1141,sich trennen::V,араҕыс,ayrılmaq
1142,verlassen::V,хааллар,tərk etmək
1143,retten::V,өрүһүй,xilas etmək
1144,bewachen::V,араҥаччылаа,gözətmək
1145,schützen::V,көмүскээ,qorumaq
1146,verteidigen::V,көмүскээ,qorumaq
1147,sich schlagen::V,охсус,döyüşmək
1148,schießen::V,ытыалаа,atmaq
1149,schießen::V,ытыалаа,atəş açmaq
1150,siegen::V,хот,yenmək
1151,siegen::V,кыай,yenmək
1152,ärgern::V,кыыһырт,acışdırmaq
1153,schlagen::V,оҕус,döymək
1154,treten::V,тэп,təpmək
1155,stechen::V,кэй,soxmaq
1156,stoßen::V,кэп,itələmək
1157,stoßen::V,үтүрүй,itələmək
1158,stehlen::V,уор,çalmaq
1159,stehlen::V,уор,oğurlamaq
1160,stören::V,мэһэйдээ,pozmaq
1161,belästigen::V,батар,narahat etmək
1162,verbergen::V,кистээ,gizləmək
1163,täuschen::V,албыннаа,aldatmaq
1164,betrügen::V,албыннаа,aldatmaq
1165,töten::V,өлөр,öldürmək
1166,wohnen::V,олор,yaşamaq
1167,arbeiten::V,үлэлээ,işləmək
1168,arbeiten::V,үлэлээ,çalışmaq
1169,sammeln::V,мус,yığmaq
1170,sammeln::V,мус,toplamaq
1171,sammeln::V,хомуй,yığmaq
1172,sammeln::V,хомуй,toplamaq
1173,pflücken::V,үргээ,qoparmaq
1174,jagen::V,бултаа,ovlamaq
1175,fischen::V,балыктаа,balıq tutmaq
1176,fassen::V,тут,tutmaq
1177,hüten::V,манаа,güdmək
1178,treiben::V,үүр,haylamaq
1179,anbinden::V,баай,bağlamaq
1180,füttern::V,аһат,bəsləmək
1181,melken::V,ыа,sağmaq
1182,hacken::V,кэрт,yarmaq
1183,gießen::V,сиигирт,sulamaq
1184,reifen::V,бус,dəymək
1185,zubereiten::V,бэлэмнээ,bişirmək
1186,kochen::V,буһар,qaynatmaq
1187,backen::V,буһар,bişirmək
1188,braten::V,хооруй,qızartmaq
1189,braten::V,ыһаарылаа,qızartmaq
1190,braten::V,соркуойдаа,qızartmaq
1191,umrühren::V,былаа,qarışdırmaq
1192,stricken::V,өр,hörmək
1193,nähen::V,иистэн,tikmək
1194,färben::V,кырааскалаа,boyamaq
1195,reinigen::V,ыраастаа,təmizləmək
1196,waschen::V,сууй,yumaq
1197,abwischen::V,сот,silmək
1198,spülen::V,сайҕаа,çalxamaq
1199,fegen::V,сиппий,süpürmək
1200,kehren::V,харбаа,süpürmək
1201,baden::V,сөтүөлээ,çimmək
1202,sich waschen::V,суун,yuyunmaq
1203,ausziehen::V,уһул,soyunmaq
1204,anziehen::V,кэтэрт,geymək
1205,sich anziehen::V,таҥын,geyinmək
1206,kämmen::V,тараа,daramaq
1207,schmücken::V,симээ,bəzəmək
1208,sagen::V,диэ,demək
1209,sagen::V,диэ,söymek
1210,sprechen::V,эт,danışmaq
1211,sprechen::V,саҥар,danışmaq
1212,reden::V,кэпсэт,danışmaq
1213,sich unterhalten::V,кэпсэт,söhbət etmək
1214,fragen::V,ыйыт,soruşmaq
1215,bitten::V,көрдөс,diləmək
1216,bitten::V,көрдөс,xahiş etmək
1217,erzählen::V,кэпсээ,bəhs etmək
1218,erzählen::V,сэһэргээ,bəhs etmək
1219,mitteilen::V,биллэр,bildirmək
1220,nennen::V,ааттаа,adlandırmaq
1221,rufen::V,ыҥыр,çağırmaq
1222,prahlen::V,чабылан,öyünmək
1223,prahlen::V,киһиргээ,öyünmək
1224,übersetzen::V,тылбаастаа,tərcümə etmək
1225,denken::V,санаа,düşünmək
1226,denken::V,санаа,fikirləşmək
1227,denken::V,толкуйдаа,düşünmək
1228,denken::V,толкуйдаа,fikirləşmək
1229,glauben::V,итэҕэй,inanmaq
1230,bemerken::V,бэлиэтээ,qeyd etmək
1231,erkennen::V,бил,tanımaq
1232,begreifen::V,өйдөө,anlamaq
1233,verstehen::V,өйдөө,duymaq
1234,lernen::V,үөрэн,öyrənmək
1235,wissen::V,бил,bilmək
1236,sich erinnern an::V,аҕын,xatırlamaq
1237,vergessen::V,умун,unutmaq
1238,messen::V,кэмнээ,ölçmək
1239,messen::V,кээмэйдээ,ölçmək
1240,zählen::V,аах,saymaq
1241,rechnen::V,аах,hesablamaq
1242,lesen::V,аах,oxumaq
1243,malen::V,уруһуйдаа,şəkil çəkmək
1244,zeichnen::V,уруһуйдаа,cızmaq
1245,schreiben::V,суруй,yazmaq
1246,besitzen::V,баһылаа,yiyələnmək
1247,besitzen::V,баһылаа,malik olmaq
1248,kaufen::V,атыылас,satın almaq
1249,verkaufen::V,атыылаа,satmaq
1250,bezahlen::V,төлөө,ödəmək
1251,zahlen::V,төлөө,ödəmək
1252,beherrschen::V,баһылаа,idarə etmək
1253,ertragen::V,тулуй,dözmək
