,Concept_ID,ko,ce
806,eilen::V,서둘다,сихдала
807,sich beeilen::V,서둘게하다,сихдала
808,sausen::V,서들러 떠나다,
809,rennen::V,달리다,дада
810,springen::V,도약하다,ирхкхийсадала
811,klettern::V,갑겨오르다,тӏедийла
812,schaukeln::V,흔들리게하다,техко
813,kriechen::V,기다,такха
814,schwimmen::V,헤엄치다,некадан
815,tauchen::V,잠기다,чулелха
816,rudern::V,물을헤치다,дига лело
817,rudern::V,물을헤치다,кема лело
818,fahren::V,가다,хахка
819,fahren::V,나르다,хахка
820,fliegen::V,날다,тӏемадала
821,gehen::V,가다,лeла
822,weggehen::V,팔리다,дӏадаха
823,abfahren::V,출발하다,дӏадаха
824,anhalten::V,멈추다,саца
825,hineingehen::V,(그리로)가다,чудала
826,eintreten::V,들러가다,чудала
827,kommen::V,오다,кхача
828,kommen::V,오다,дӏакхача
829,kommen::V,오다,схьакхача
830,ankommen::V,고챀하다,кхача
831,ankommen::V,고챀하다,схьакхача
832,zurückkommen::V,보기,юхада
833,bleiben::V,체류,диса
834,warten::V,기다리다,хьежа
835,warten::V,기다리다,cобар дан
836,erwarten::V,기대하다,хьоьжуш ӏан
837,suchen::V,찾다,леха
838,suchen::V,구하다,леха
839,finden::V,찾아내다,каро
840,versuchen::V,시험하다,дан хьажа
841,vorbereiten::V,재비하다,кечъян
842,lieben::V,사랑하다,деза
843,mögen::V,줗아하다,безамхила
844,lachen::V,웃다,дела
845,rühren::V,건드리다,хьедан
846,weinen::V,울다,делха
847,schimpfen::V,꾸짖다,чехо
848,sich ärgern::V,화를내게 하다,оьгӏазъэха
849,sich fürchten::V,두려원하다,кхера
850,fürchten::V,두려원하다,кхера
851,fliehen::V,도망치다,дӏадада
852,flüchten::V,도주하다,дӏадада
853,sehen::V,보다,ган
854,anschauen::V,바라보다,хьажа
855,anschauen::V,바라보다,хьежа
856,ansehen::V,바라보다,хьовса
857,hören::V,듣다,хаза
858,zuhören::V,듣다,ладогӏа
859,probieren::V,시식하다,хьажа
860,riechen::V,내새를맡다,хьожа яха
861,fühlen::V,느끼다,хаадала
862,scheinen::V,...것같다,мотта
863,zu sehen sein::V,보이는,гуш хила
864,vernehmen::V,듣다,бартхатта
865,vernehmen::V,들어서일다,бартхатта
866,frieren::V,춥다,гӏоро
867,tun::V,하다,дан
868,können::V,할주릴다,дадала
869,wollen::V,바라다,тӏергӏа
870,anfangen::V,시작하다,доло
871,beenden::V,다하다,довла
872,aufhören::V,그만두다,саца
873,gelingen::V,성국하다,кадала
874,geraten::V,잘되어가다,хила
875,öffnen::V,열다,дӏаделла
876,öffnen::V,열다,схьаделла
877,schließen::V,추측하다,къовла
878,schließen::V,추측하다,дӏачӏагӏа
879,stellen::V,세우다,хlотто
880,setzen::V,놓다,дийгӏа
881,legen::V,눕히다,охьадилла
882,berühren::V,대다,хьедан
883,verbinden::V,옝열하다,вовшахтаса
884,bedecken::V,덮다,тилла
885,bedecken::V,덮다,тӏетаса
886,aufhängen::V,매달다,хьалаолла
887,anzünden::V,점화하다,лато
888,aufheben::V,위로올리다,айа
889,zurücklassen::V,튀에남기다,дита
890,verlieren::V,잃다,дайа
891,fallen lassen::V,떨어뜨리다,охьадожо
892,machen::V,하다,дан
893,herstellen::V,제조하다,дан
894,bauen::V,짓다,гӏишлоян
895,reparieren::V,수셩자다,тадан
896,verbessern::V,정정하다,нисдан
897,ändern::V,바꾸다,хийца
898,graben::V,파다,ахка
899,beugen::V,구부리다,сатто
900,biegen::V,굽히다,сатто
901,drehen::V,회전,хьовзо
902,wenden::V,회전시키다,
903,umdrehen::V,회전시키다,хьовзo
904,heben::V,일으아키다,айа
905,heben::V,일으아키다,хьалаайа
906,hochheben::V,틀어올리다,хьалаайа
907,ergreifen::V,잡다,дӏалаца
908,halten::V,잡다,латто
909,drücken::V,누르다,тӏетаӏо
910,schieben::V,밀다,татта
911,kratzen::V,긁다,мӏараш тийса
912,lecken::V,핥다,мотт хьекха
913,beißen::V,물다,катoха
914,abschneiden::V,귾어내다,кхада
915,binden::V,매다,дӏадехка
916,binden::V,매다,вовшахтаса
917,stecken::V,찌르다,чудахийта
918,brechen::V,금,кагдан
919,klopfen::V,치다,детта
920,hauen::V,때리다,етта
921,kleben::V,들러붙다,тӏелато
922,reiben::V,문지르다,хьекхо
923,streichen::V,쓰다듬다,тlехьакха
924,schleifen::V,갈다,ирдан
925,schneiden::V,베다,ларга
926,rütteln::V,흔들다,лесто
927,schütteln::V,흔들다,лесто
928,schwenken::V,흔들다,лесто
929,schütten::V,따르다,дотта
930,füllen::V,담다,дуза
931,einwickeln::V,싸다,хьарчо
932,tragen::V,지우다,дахьа
933,schleppen::V,끌다,ийзо
934,ziehen::V,당기다,озо
935,aufbewahren::V,간직하다,ӏалашдан
936,werfen::V,던지다,кхосса
937,fangen::V,밥다,леца
938,packen::V,쥐다,леца
939,verstecken::V,숨기다,къайладаккха
940,teilen::V,나누다,декъа
941,schicken::V,보내다,дӏадахьийта
942,bringen::V,가겨,дан
943,hinzufügen::V,부가하다,тӏетоха
944,bekommen::V,얻다,даккха
945,erhalten::V,지니다,даккха
946,nehmen::V,잡다,схьаэца
947,wählen::V,선거하다,харжа
948,auswählen::V,선출하다,харжа
949,bewahren::V,저장보종,lалашдан
950,behindern::V,훼방하다,новкъарло ян
951,verderben::V,못쓰게 되다,талхо
952,beschädigen::V,상하게하다,дохо
953,zerbrechen::V,깨뜨리다,дохо
954,zerbrechen::V,깨뜨리다,кагдан
955,zerreißen::V,잡아쫓다,хадо
956,zerstören::V,파괴하다,дохо
957,zerstören::V,파괴하다,кагдан
958,verbrennen::V,소실하다,даго
959,geben::V,주다,яла
960,reichen::V,내일다,дӏадала
961,reichen::V,내일다,дӏакховдо
962,schenken::V,주다,совгӏат дан
963,versprechen::V,약속하다,ваӏда дан
964,wünschen::V,바라다,лаа
965,loben::V,칭찬하다,хасто
966,küssen::V,키스하다,оба яккха
967,wiegen::V,어르다,тахка
968,zudecken::V,뚜꺼을하다,тӏетаса
969,wecken::V,깨우다,самадаккха
970,zeigen::V,보이다,гайта
971,führen::V,가게하다,дига
972,lehren::V,가르치다,ӏамо
973,unterrichten::V,가르지다,хьеха
974,aufziehen::V,사육하다,кхио
975,leiten::V,이끌다,урхалла дан
976,antreiben::V,몰다,сихдан
977,lassen::V,내버려두다,-йта
978,einladen::V,초청하다,кхайкха
979,vereinigen::V,하나로하다,цхьаьнатоха
980,besuchen::V,방문하다,хьажахIотта
981,treffen::V,만나다,дуьхьалкхета
982,sich versammeln::V,조립하다,гулдан
983,spielen::V,눌다,ловза
984,singen::V,노래하다,лакха
985,tanzen::V,춤추하다,хелхадала
986,sich trennen::V,가르다,къаста
987,verlassen::V,버림받은,дита
988,retten::V,구조하다,кӏелхьардаккха
989,bewachen::V,치키다,ха дан
990,schützen::V,보호하다,лардан
991,verteidigen::V,막다,лардан
992,sich schlagen::V,치다,етта
993,schießen::V,쏘다,детта
994,siegen::V,이기다,тола
995,ärgern::V,성을내게하다,оьгӏаздахийта
996,schlagen::V,치다,тоха
997,treten::V,디디다,мийра тоха
998,stechen::V,찌르다,ӏотта
999,stechen::V,찌르다,къовзо
1000,stoßen::V,찌르다,татта
1001,stehlen::V,훔치다,лачкъо
1002,stören::V,움직이다,новкъарло ян
1003,belästigen::V,괴롭히다,сагатдан
1004,verbergen::V,숨기다,къайладаккха
1005,täuschen::V,속이다,ӏexo
1006,betrügen::V,속이다,ледан
1007,töten::V,죽이다,ден
1008,wohnen::V,실다,даха
1009,arbeiten::V,일하다,къахьега
1010,sammeln::V,모으다,гулдан
1011,pflücken::V,꿔다,даха
1012,jagen::V,사냥하다,талла
1013,fischen::V,고기를잡다,чӏерий леца
1014,fassen::V,움켜쥐다,лаца
1015,fassen::V,움켜쥐다,схьалаца
1016,hüten::V,망보다,лардан
1017,treiben::V,몰아세우다,лахка
1018,anbinden::V,묶다,дӏадехка
1019,füttern::V,사료를주다,хӏума яла
1020,melken::V,젖을짜다,оза
1021,hacken::V,자르다,
1022,gießen::V,물을대다,хи тоха
1023,reifen::V,성숙하다,хьекъа
1024,zubereiten::V,조제하다,кечъян
1025,zubereiten::V,조제하다,кхача бан
1026,kochen::V,요리하다,кхача бан
1027,backen::V,쿱다,датта
1028,braten::V,굽다,кхарза
1029,umrühren::V,교반하다,кего
1030,stricken::V,뜨개질하다,
1031,nähen::V,꿰매다,тега
1032,färben::V,채색하다,басардан
1033,reinigen::V,청소하다,цӏандан
1034,waschen::V,씻다,йила
1035,waschen::V,씻다,йитта
1036,waschen::V,씻다,дӏадайа
1037,abwischen::V,닦다,дӏадайа
1038,spülen::V,씻다,хи кхарза
1039,fegen::V,소체하다,нуй хьакха
1040,kehren::V,청소하다,нуй хьакха
1041,baden::V,감다,лийча
1042,sich waschen::V,모믈 씻다,юьхь йила
1043,ausziehen::V,벗다,духар дӏадаккха
1044,anziehen::V,끌어움직이다,
1045,kämmen::V,빗다,ехк хьакха
1046,schmücken::V,치레하다,хаздан
1047,sagen::V,말하다,ала
1048,sprechen::V,말하다,баха
1049,sprechen::V,말하다,мотт бийца
1050,reden::V,이야기하다,къамел дан
1051,fragen::V,질문하다,хатта
1052,bitten::V,원하다,деха
1053,erzählen::V,이야기하다,дийца
1054,mitteilen::V,이야기하다,хаам бан
1055,nennen::V,부르다,цӏе яккха
1056,rufen::V,불러내다,кхайкха
1057,prahlen::V,자랑하다,куралла ян
1058,prahlen::V,자랑하다,дозалла дан
1059,übersetzen::V,번역하다,гоч дан
1060,denken::V,생각하다,ойла ян
1061,glauben::V,믿다,теша
1062,bemerken::V,인자하다,ган
1063,erkennen::V,인식하다,довза
1064,begreifen::V,파악하다,кхета
1065,verstehen::V,이해하다,кхета
1066,lernen::V,배우다,деша
1067,wissen::V,알다,хаа
1068,sich erinnern an::V,상기하다,дагадан
1069,vergessen::V,잊다,дицдала
1070,messen::V,측정하다,дуста
1071,zählen::V,세다,дагардан
1072,rechnen::V,게산하다,лара
1073,lesen::V,읽다,еша
1074,malen::V,그리다,сурт дилла
1075,zeichnen::V,소묘하다,сурт дилла
1076,schreiben::V,쓰다,яздан
1077,besitzen::V,소유하다,доладан
1078,kaufen::V,사다,эца
1079,verkaufen::V,팔다,дохка
1080,bezahlen::V,지불하다,мах бала
1081,zahlen::V,치르다,мах бала
1082,beherrschen::V,지배하다,собаре хила
1083,ertragen::V,참다,лан
1084,ertragen::V,참다,сатоха
1085,ertragen::V,참다,садетта
1086,Raureif::N,,йис
1087,Grube::N,,ор
1088,Lust::N,,лаам
1089,Nachricht::N,,хаам
1090,klug::A,,хьекъале
1091,von hier::ADV,,кхузара
1092,müde werden::V,,кӏаддала
1093,krank werden::V,,цомгуш хила
1094,krank sein::V,,цомгуш хила
1095,abreißen::V,,схьадаккха
1096,sich anziehen::V,,духа
1097,sich unterhalten::V,,къамел дан
