,Concept_ID,ga,ro
827,hell::A,soilseach,luminos
828,dunkel::A,dorcha,obscur
829,dunkel::A,dorcha,întunecos
830,schwarz::A,dubh,negru
831,weiß::A,bán,alb
832,rot::A,dearg,roșu
833,gelb::A,buí,galben
834,blau::A,gorm,albastru
835,grün::A,glas,verde
836,grün::A,uaine,verde
837,grau::A,liath,gri
838,grau::A,liath,cenușiu
839,bunt::A,ildathach,colorat
840,bunt::A,dathannach,colorat
841,billig::A,saor,ieftin
842,teuer::A,daor,scump
843,teuer::A,costasach,scump
844,wertvoll::A,luachmhar,prețios
845,blind::A,dall,orb
846,blind::A,caoch,orb
847,taub::A,bodhar,surd
848,kräftig::A,cumhachtach,tare
849,kräftig::A,cumhachtach,forte
850,kräftig::A,cumhachtach,robust
851,stark::A,tréan,viguros
852,stark::A,tréan,puternic
853,stark::A,láidir,viguros
854,stark::A,láidir,puternic
855,schwach::A,lag,slab
856,schwach::A,lag,debil
857,schwach::A,fann,slab
858,schwach::A,fann,debil
859,fett::A,ramhar,gras
860,schlank::A,caol,zvelt
861,schlank::A,seang,zvelt
862,hübsch::A,álainn,drăguț
863,hübsch::A,dathúil,drăguț
864,böse::A,olc,rău
865,böse::A,olc,răutăcios
866,dumm::A,dúr,nerod
867,dumm::A,dúr,tâmpit
868,dumm::A,amaideach,nerod
869,dumm::A,amaideach,tâmpit
870,faul::A,falsa,leneș
871,faul::A,leisciúil,leneș
872,fleißig::A,dícheallach,harnic
873,fleißig::A,dícheallach,sârguincios
874,geizig::A,barainneach,calic
875,geizig::A,barainneach,zgârcit
876,geizig::A,sprionlaithe,calic
877,geizig::A,sprionlaithe,zgârcit
878,klug::A,cliste,isteț
879,klug::A,cliste,deștept
880,geschickt::A,oilte,dibaci
881,geschickt::A,ealaíonta,dibaci
882,lieb::A,dil,drag
883,lieb::A,dil,iubit
884,lieb::A,dílis,drag
885,lieb::A,dílis,iubit
886,lustig::A,aerach,vesel
887,lustig::A,meidhreach,vesel
888,sanft::A,bog,blând
889,sanft::A,bog,blajin
890,sanft::A,séimh,blând
891,sanft::A,séimh,blajin
892,hungrig::A,ocrach,flămând
893,krank::A,tinn,bolnav
894,krank::A,breoite,bolnav
895,nackt::A,nocht,gol
896,traurig::A,brónach,trist
897,traurig::A,brónach,mâhnit
898,lebendig::A,beo,viu
899,gut::A,maith,bun
900,schlecht::A,dona,rău
901,schlecht::A,dona,prost
902,schlecht::A,droch-,rău
903,schlecht::A,droch-,prost
904,richtig::A,ceart,drept
905,richtig::A,ceart,corect
906,schlimm::A,gránna,rău
907,schlimm::A,tubaisteach,rău
908,wahr::A,fíor,adevărat
909,alt::A,sean,uzat
910,alt::A,sean,vechi
911,neu::A,úr,nou
912,neu::A,nua,nou
913,ehemalig::A,iar-,fost
914,ehemalig::A,iar-,anterior
915,ehemalig::A,sean-,fost
916,ehemalig::A,sean-,anterior
917,alt[Lebewesen]::A,sean,bătrîn
918,alt[Lebewesen]::A,aosta,bătrîn
919,jung::A,óg,tânăr
920,arm::A,bocht,sărac
921,arm::A,bocht,sărman
922,reich::A,saibhir,avut
923,reich::A,saibhir,bogat
924,reich::A,rachmasach,avut
925,reich::A,rachmasach,bogat
926,bekannt::A,atá eolas air,cunoscut
927,berühmt::A,cailiúil,renumit
928,berühmt::A,clúiteach,renumit
929,fremd::A,coimhthíoch,străin
930,verschieden::A,éagsúil,diferit
931,verschieden::A,éagsúil,deosebit
932,verschieden::A,difriúil,diferit
933,verschieden::A,difriúil,deosebit
934,nah::A,gar,apropiat
935,nah::A,deas,apropiat
936,fern::A,i bhfad uainn,departe
937,fern::A,i bhfad i gcéin,departe
938,linker::A,clé,stâng
939,rechter::A,deas,drept
940,anderer::A,eile,alt
941,erster::A,céad,prim
942,zweiter::A,dóú,al doilea
943,zweiter::A,dara,al doilea
944,dritter::A,tríú,treilea
945,dritter::A,treas,treilea
946,letzter::A,déanach,final
947,letzter::A,deireanach,final
948,allein::ADV,i d'aonar,singur
949,auf einmal::ADV,ag an am céanna,dintrodată
950,zusammen::ADV,le chéile,împreună
951,zusammen::ADV,in eineacht,împreună
952,lange::ADV,fada,îndelung
953,lange::ADV,fada,mult timp
954,plötzlich::ADV,go tobann,deodată
955,plötzlich::ADV,go tobann,pe neașteptate
956,plötzlich::ADV,i dtobainne,deodată
957,plötzlich::ADV,i dtobainne,pe neașteptate
958,sofort::ADV,ar an toirt,imediat
959,sofort::ADV,ar an toirt,numaidecît
960,sofort::ADV,ar an bpointe,imediat
961,sofort::ADV,ar an bpointe,numaidecît
962,später::ADV,níos déanaí,mai apoi
963,später::ADV,níos déanaí,mai târziu
964,jetzt::ADV,anois,acum
965,heute::ADV,inniu,azi
966,heute::ADV,inniu,astăzi
967,morgen::ADV,amárach,mâine
968,bald::ADV,go luath,curând
969,bald::ADV,gan mhoill,curând
970,dann::ADV,ansin,apoi
971,gestern::ADV,inné,ieri
972,einst::ADV,tráth,odată
973,einst::ADV,tráth,odinioară
974,einst::ADV,uair amháin,odată
975,einst::ADV,uair amháin,odinioară
976,damals::ADV,ag an am,atunci
977,damals::ADV,ag an am,pe atunci
978,damals::ADV,an t-am sin,atunci
979,damals::ADV,an t-am sin,pe atunci
980,danach::ADV,ina dhiaidh sin,după aceasta
981,vorher::ADV,cheana,mai întâi
982,vorher::ADV,cheana,în prealabil
983,vorher::ADV,roimhe sin,mai întâi
984,vorher::ADV,roimhe sin,în prealabil
985,zuerst::ADV,ar dtús,întâi
986,zuerst::ADV,ar dtús,în primul rând
987,einmal::ADV,uair amháin,odată
988,manchmal::ADV,uaireanta,uneori
989,manchmal::ADV,uaireanta,câteodată
990,oft::ADV,minic,des
991,oft::ADV,minic,deseori
992,immer::ADV,i gcónaí,mereu
993,immer::ADV,i gcónaí,întotdeauna
994,niemals::ADV,riamh,niciodată
995,hier::ADV,anseo,aci
996,hier::ADV,anseo,aici
997,hierhin::ADV,anseo,încoace
998,von hier::ADV,an áit seo,de aici
999,dort::ADV,ann,acolo
1000,dort::ADV,ansin,acolo
1001,dorthin::ADV,ann,dincolo
1002,dorthin::ADV,ansin,dincolo
1003,geradeaus::ADV,ar aghaidh,drept înainte
1004,rückwärts::ADV,siar,îndărăt
1005,zurück::ADV,ar ais,înapoi
1006,unten::ADV,thíos,jos
1007,unten::ADV,thíos,dedesubt
1008,hinab::ADV,síos,în jos
1009,hinab::ADV,síos,de vale
1010,oben::ADV,thuas,sus
1011,oben::ADV,thuas,deasupra
1012,hinauf::ADV,suas,în sus
1013,überall::ADV,i ngach áit,peste tot
1014,überall::ADV,i ngach áit,pretutindeni
1015,überall::ADV,ar fud na háite,peste tot
1016,überall::ADV,ar fud na háite,pretutindeni
1017,nicht::ADV,ní,nu
1018,nicht::ADV,cha,nu
1019,ein wenig::ADV,beagán,puțin
1020,kaum::ADV,ar éigean,cu greu
1021,kaum::ADV,ar éigean,cu anevoie
1022,sehr::ADV,an-,mult
1023,sehr::ADV,an-,foarte
1024,so::ADV,chomh,așa
1025,so::ADV,chomh,atât
1026,so::ADV,mar sin,așa
1027,so::ADV,mar sin,atât
1028,noch::ADV,fós,încă
1029,noch::ADV,go fóill,încă
1030,nur::ADV,amháin,doar
1031,nur::ADV,níl ach,doar
1032,schon::ADV,cheana,și
1033,schon::ADV,cheana,deja
1034,schon::ADV,cheana féin,și
1035,schon::ADV,cheana féin,deja
1036,wieder::ADV,arís,iar
1037,wieder::ADV,arís,iarăși
1038,wieder::ADV,athuair,iar
1039,wieder::ADV,athuair,iarăși
1040,vergebens::ADV,amú,în zadar
1041,vergebens::ADV,in aisce,în zadar
1042,vor::PRP,ar thosach,înainte de
1043,hinter::PRP,laistiar de,după
1044,hinter::PRP,laistiar de,în spatele
1045,hinter::PRP,taobh thiar de,după
1046,hinter::PRP,taobh thiar de,în spatele
1047,unter::PRP,faoi,sub
1048,durch::PRP,trí,prin
1049,neben::PRP,taobh le,lângă
1050,neben::PRP,taobh le,alături de
1051,neben::PRP,in aice le,lângă
1052,neben::PRP,in aice le,alături de
1053,zwischen::PRP,idir,între
1054,zwischen::PRP,idir,dintre
1055,wegen::PRP,de bharr,pentru
1056,wegen::PRP,mar gheall ar,pentru
1057,dies::PRN,seo,acesta
1058,das::PRN,sin,asta
1059,alles::PRN,gach rud,tot
1060,ich::PRN,mé,eu
1061,ich::PRN,mise,eu
1062,du::PRN,tú,tu
1063,du::PRN,tusa,tu
1064,er::PRN,sé,el
1065,er::PRN,sé,dânsul
1066,er::PRN,seisean,el
1067,er::PRN,seisean,dânsul
1068,wir::PRN,sinn,noi
1069,ihr::PRN,sibh,voi
1070,ihr::PRN,sibhse,voi
1071,sie::PRN,siad,ei
1072,sie::PRN,siad,dânșii
1073,sie::PRN,siadsan,ei
1074,sie::PRN,siadsan,dânșii
1075,was::FPRN,cad,ce
1076,was::FPRN,céard,ce
1077,wer::FPRN,cé,cine
1078,wo::FADV,cá,unde
1079,wo::FADV,cén áit,unde
1080,wohin::FADV,cá,încotro
1081,wohin::FADV,cén áit,încotro
1082,wie::FADV,conas,cum
1083,wie::FADV,cén chaoi,cum
1084,warum::FADV,cén fáth,de ce
1085,warum::FADV,cén fáth,pentru ce
1086,warum::FADV,cad chuige,de ce
1087,warum::FADV,cad chuige,pentru ce
1088,wieviel::FNUM,cá mhéad,cât
1089,eins::NUM,aon,unu
1090,zwei::NUM,dhá,doi
1091,drei::NUM,trí,trei
1092,vier::NUM,ceathair,patru
1093,fünf::NUM,cúig,cinci
1094,sechs::NUM,sé,șase
1095,sieben::NUM,seacht,șapte
1096,acht::NUM,ocht,opt
1097,neun::NUM,naoi,nouă
1098,zehn::NUM,deich,zece
1099,elf::NUM,aon déag,unsprezece
1100,zwölf::NUM,dó dhéag,douăsprezece
1101,zwanzig::NUM,fiche,douăzeci
1102,dreißig::NUM,tríocha,treizeci
1103,vierzig::NUM,daichead,patruzeci
1104,vierzig::NUM,ceathracha,patruzeci
1105,fünfzig::NUM,caoga,cincizeci
1106,sechzig::NUM,seasca,șaizeci
1107,siebzig::NUM,seachtó,șaptezeci
1108,achtzig::NUM,ochtó,optzeci
1109,neunzig::NUM,nócha,nouăzeci
1110,hundert::NUM,céad,sută
1111,tausend::NUM,míle,mie
1112,und::CNJ,agus,și
1113,oder::CNJ,nó,ori
1114,stehen::V,seas,sta
1115,sitzen::V,suigh,ședea
1116,liegen::V,luigh,zăcea
1117,liegen::V,luigh,fi culcat
1118,hängen::V,tá crochta,atârna
1119,werden::V,éirigh,deveni
1120,werden::V,éirigh,se face
1121,passieren::V,tarlaigh,se întâmpla
1122,beginnen::V,tosaigh,începe
1123,enden::V,críochnaigh,se sfârși
1124,enden::V,críochnaigh,se termina
1125,wechseln::V,athraigh,se schimba
1126,aufgehen[Sonne]::V,éirigh,răsări
1127,untergehen[Sonne]::V,fuin,apune
1128,untergehen[Sonne]::V,téigh faoi,apune
1129,scheinen[Sonne]::V,taitin,străluci
1130,scheinen[Sonne]::V,soilsigh,străluci
1131,donnern::V,tá toirneach ann,tuna
1132,wehen::V,séid,bate
1133,strömen::V,sil,curge în șiroaie
1134,fließen::V,rith,curge
1135,fließen::V,snigh,curge
1136,sich drehen::V,cas,se învârti
1137,sich drehen::V,imrothlaigh,se învârti
1138,schwanken::V,luasc,se clătina
1139,schwingen::V,luasc,vibra
1140,schwingen::V,luasc,flutura
1141,fallen::V,tit,cădea
1142,brennen::V,dóigh,arde
1143,rauchen::V,plúch toite,fuma
1144,regnen::V,báistigh,ploua
1145,regnen::V,tá ag cur báistí,ploua
1146,gefrieren::V,sioc,îngheța
1147,gefrieren::V,reoigh,îngheța
1148,tauen::V,leáigh,se dezgheța
1149,tauen::V,coscair,se dezgheța
1150,schmelzen::V,leáigh,se topi
1151,trocknen::V,triomaigh,se usca
1152,sieden::V,fiuch,fierbe
1153,sieden::V,fiuch,clocoti
1154,sieden::V,beirigh,fierbe
1155,sieden::V,beirigh,clocoti
1156,faulen::V,lobh,se împuți
1157,faulen::V,dreoigh,se împuți
1158,verfaulen::V,lobh,putrezi
1159,verfaulen::V,feoigh,putrezi
1160,reißen::V,bris,se rupe
1161,reißen::V,bris,se sfâșia
1162,versinken::V,téigh síos,se scufunda
1163,vergehen::V,téigh thart,trece
1164,vergehen::V,téigh thart,se scurge
1165,erscheinen::V,tar,apărea
1166,verschwinden::V,imigh,dispărea
1167,sinken::V,tit,cădea
1168,sinken::V,tit,coborî
1169,sinken::V,ísligh,cădea
1170,sinken::V,ísligh,coborî
1171,abnehmen::V,maolaigh,scădea
1172,abnehmen::V,maolaigh,descrește
1173,abnehmen::V,laghdaigh,scădea
1174,abnehmen::V,laghdaigh,descrește
1175,zunehmen::V,méadaigh,spori
1176,zunehmen::V,méadaigh,crește
1177,zunehmen::V,méadaigh,augmenta
1178,steigen::V,éirigh,urca
1179,wachsen::V,fás,crește
1180,glänzen::V,lonraigh,luci
1181,glänzen::V,lonraigh,străluci
1182,funkeln::V,drithligh,scânteia
1183,lärmen::V,tóg callán,face larmă
1184,läuten::V,buail,suna
1185,klingeln::V,buail,suna
1186,klirren::V,cling,zăngăni
1187,brausen::V,búir,vui
1188,rauschen::V,tá ag siosarnach,vâjâi
1189,klingen::V,tá glór ag,suna
1190,bellen::V,amhastraigh,lătra
1191,heulen::V,glam,urla
1192,blasen::V,séid,sufla
1193,pfeifen::V,lig fead,fluiera
1194,schreien::V,béic,țipa
1195,schreien::V,glaoigh,țipa
1196,stöhnen::V,lig cnead,geme
1197,zittern::V,crith,tremura
1198,zittern::V,creathnaigh,tremura
1199,leben::V,mair,trăi
1200,geboren werden::V,rugadh,se naște
1201,atmen::V,análaigh,respira
1202,trinken::V,ól,bea
1203,essen::V,ith,mânca
1204,schlucken::V,slog,înghiți
1205,müde werden::V,tuirsigh,se obosi
1206,einschlafen::V,tit ina chodladh,adormi
1207,schlafen::V,codail,dormi
1208,aufwachen::V,múscail,se deștepta
1209,aufstehen::V,éirigh,fi se scula
1210,sich erholen::V,lig scíth,se relaxa
1211,sich erholen::V,lig scíth,se destinde
1212,krank werden::V,éirigh tinn,se îmbolnăvi
1213,krank sein::V,tá tinn,zăcea
1214,krank sein::V,tá tinn,fi bolnav
1215,schmerzen::V,tá pian i,durea
1216,husten::V,déan casacht,tuși
1217,genesen::V,téarnaigh,se însănătoși
1218,sterben::V,éag,muri
1219,sterben::V,faigh bás,muri
1220,umkommen::V,caill,pieri
1221,sich bewegen::V,bog,se mișca
1222,sich bewegen::V,gluais,se mișca
1223,sich rühren::V,corraigh,se mișca
1224,sich erheben::V,seas suas,se ridica
1225,sich setzen::V,suigh,lua loc
1226,sich setzen::V,suigh,se așeza
1227,hinfallen::V,tit,cădea jos
1228,laufen::V,siúil,merge
1229,laufen::V,siúil,merge pe jos
1230,schreiten::V,siúil,păși
1231,spazierengehen::V,téigh ag spaisteoireacht,se plimba
1232,eilen::V,deifrigh,fi se grăbi
1233,eilen::V,brostaigh,fi se grăbi
1234,sich beeilen::V,deifrigh,se grăbi
1235,sich beeilen::V,déan deifir,se grăbi
1236,sausen::V,luathaigh,țâșni
1237,rennen::V,rith,fugi
1238,rennen::V,rith,alerga
1239,springen::V,léim,sări
1240,klettern::V,dreap,urca
1241,klettern::V,dreap,se cățăra
1242,schaukeln::V,téigh ar an maide corrach,legăna
1243,kriechen::V,snámh,se târî
1244,schwimmen::V,snámh,înota
1245,tauchen::V,tum,se scufunda
1246,rudern::V,iomair,vâsli
1247,rudern::V,iomair,lopăta
1248,rudern::V,rámhaigh,vâsli
1249,rudern::V,rámhaigh,lopăta
1250,fahren::V,tiomáin,merge
1251,fliegen::V,eitil,zbura
1252,gehen::V,téigh,merge
1253,weggehen::V,imigh,se duce
1254,abfahren::V,imigh,pleca
1255,anhalten::V,stad,se opri
1256,hineingehen::V,téigh isteach,intra
1257,eintreten::V,téigh isteach,intra
1258,kommen::V,tar,veni
1259,ankommen::V,tar,sosi
1260,ankommen::V,tar,ajunge
1261,zurückkommen::V,fill,se întoarce
1262,bleiben::V,fan,rămâne
1263,warten::V,fan,aștepta
1264,erwarten::V,tá ag súil le,aștepta
1265,erwarten::V,tá ag dréim le,aștepta
1266,suchen::V,lorg,căuta
1267,finden::V,faigh,găsi
1268,finden::V,aimsigh,găsi
1269,versuchen::V,triail,încerca
1270,vorbereiten::V,réitigh,pregăti
1271,lieben::V,gráigh,iubi
1272,mögen::V,taitin le,plăcea a
1273,mögen::V,is maith le,plăcea a
1274,lachen::V,gáir,râde
1275,rühren::V,téigh i bhfeidhm ar,mișca
1276,rühren::V,téigh i bhfeidhm ar,înduioșa
1277,weinen::V,goil,plânge
1278,weinen::V,caoin,plânge
1279,schimpfen::V,tá ag clamhsán,înjura
1280,sich ärgern::V,tá corraithe,se supăra
1281,sich fürchten::V,tá eagla ar,se teme
1282,sich fürchten::V,tá eagla ar,fi teamă a
1283,fürchten::V,tá eagla ar,se teme de
1284,fliehen::V,teith,fugi
1285,flüchten::V,éalaigh,evada
1286,sehen::V,feic,vedea
1287,anschauen::V,dearc,privi
1288,anschauen::V,féach ar,privi
1289,ansehen::V,breathnaigh,privi
1290,hören::V,cluin,auzi
1291,zuhören::V,éist,asculta
1292,probieren::V,bliais,gusta
1293,riechen::V,bolaigh,mirosi
1294,fühlen::V,braith,simți
1295,fühlen::V,braith,resimți
1296,fühlen::V,mothaigh,simți
1297,fühlen::V,mothaigh,resimți
1298,scheinen::V,tá an chuma ar,părea
1299,zu sehen sein::V,tá le feiceáil,se vedea
1300,vernehmen::V,clois,auzi
1301,frieren::V,tá fuar,fi frig
1302,tun::V,déan,face
1303,können::V,féad,ști
1304,können::V,féad,putea
1305,können::V,is féidir le,ști
1306,können::V,is féidir le,putea
1307,wollen::V,tá ag iarraidh,dori
1308,anfangen::V,tosaigh,începe
1309,anfangen::V,cuir tús le,începe
1310,beenden::V,críochnaigh,sfârși
1311,beenden::V,críochnaigh,termina
1312,beenden::V,cuir deireadh le,sfârși
1313,beenden::V,cuir deireadh le,termina
1314,aufhören::V,stad,înceta
1315,gelingen::V,éirigh le,reuși
1316,gelingen::V,éirigh le,izbuti
1317,geraten::V,tá deireadh ar,reuși
1318,öffnen::V,oscail,deschide
1319,schließen::V,dún,închide
1320,schließen::V,iaigh,închide
1321,stellen::V,cuir,pune
1322,stellen::V,cuir,așeza
1323,setzen::V,cuir,pune
1324,setzen::V,cuir,așeza
1325,setzen::V,socraigh,pune
1326,setzen::V,socraigh,așeza
1327,legen::V,cuir,pune
1328,berühren::V,teagmhaigh le,atinge
1329,verbinden::V,ceangail,lega
1330,bedecken::V,clúdaigh,acoperi
1331,bedecken::V,cumhdaigh,acoperi
1332,aufhängen::V,croch,atârna
1333,aufhängen::V,croch,spânzura
1334,anzünden::V,las,aprinde
1335,anzünden::V,adhain,aprinde
1336,aufheben::V,tóg,ridica
1337,aufheben::V,tóg,lua de jos
1338,aufheben::V,ardaigh,ridica
1339,aufheben::V,ardaigh,lua de jos
1340,zurücklassen::V,fág,lăsa
1341,zurücklassen::V,fág,lăsa în urmă
1342,verlieren::V,caill,pierde
1343,fallen lassen::V,lig uait,scăpa
1344,fallen lassen::V,lig uait,arunca
1345,fallen lassen::V,caith uait,scăpa
1346,fallen lassen::V,caith uait,arunca
1347,machen::V,déan,face
1348,machen::V,réitigh,face
1349,herstellen::V,táirg,fabrica
1350,herstellen::V,táirg,confecționa
1351,bauen::V,tóg,clădi
1352,bauen::V,tóg,construi
1353,reparieren::V,deisigh,repara
1354,verbessern::V,feabhsaigh,ameliora
1355,verbessern::V,feabhsaigh,îmbunătăți
1356,ändern::V,athraigh,schimba
1357,ändern::V,athraigh,modifica
1358,graben::V,tochail,săpa
1359,beugen::V,crom,curba
1360,biegen::V,lúb,îndoi
1361,biegen::V,lúb,încovoia
1362,drehen::V,cas,învârti
1363,wenden::V,tiontaigh,întoarce
1364,umdrehen::V,iompaigh,învârti
1365,umdrehen::V,iompaigh,întoarce
1366,umdrehen::V,tiontaigh,învârti
1367,umdrehen::V,tiontaigh,întoarce
1368,heben::V,ardaigh,ridica
1369,hochheben::V,tóg,ridica
1370,ergreifen::V,beir ar,lua
1371,ergreifen::V,beir ar,apuca
1372,halten::V,coimeád,ține
1373,halten::V,coinnigh,ține
1374,drücken::V,brúigh,apăsa
1375,drücken::V,brúigh,strânge
1376,schieben::V,brúigh,împinge
1377,kratzen::V,scríob,zgâria
1378,lecken::V,ligh,linge
1379,lecken::V,leadhb,linge
1380,beißen::V,bain greim as,mușca
1381,abreißen::V,stróic,rupe
1382,abreißen::V,stróic,smulge
1383,abreißen::V,tarraing,rupe
1384,abreißen::V,tarraing,smulge
1385,abschneiden::V,scoith,scurta
1386,binden::V,ceangail,lega
1387,stecken::V,sáigh,pune
1388,brechen::V,bris,rupe
1389,brechen::V,bris,frânge
1390,klopfen::V,cnag,ciocăni
1391,hauen::V,buail,lovi
1392,kleben::V,gliúáil,lipi
1393,reiben::V,cuimil,freca
1394,reiben::V,cuimil,fricționa
1395,streichen::V,leath,unge
1396,schleifen::V,líomh,ascuți
1397,schneiden::V,gearr,tăia
1398,rütteln::V,croith,zgâlțâi
1399,schütteln::V,croith,scutura
1400,schwenken::V,luasc,agita
1401,schütten::V,doirt,vărsa
1402,füllen::V,líon,umple
1403,einwickeln::V,cuach,înveli
1404,einwickeln::V,cuach,înfășura
1405,einwickeln::V,clúdaigh,înveli
1406,einwickeln::V,clúdaigh,înfășura
1407,tragen::V,iompair,căra
1408,schleppen::V,tarraing,târî
1409,ziehen::V,tarraing,trage
1410,aufbewahren::V,coinnigh,păstra
1411,aufbewahren::V,coinnigh,conserva
1412,werfen::V,caith,arunca
1413,fangen::V,ceap,prinde
1414,packen::V,beir ar,apuca
1415,verstecken::V,folaigh,ascunde
1416,verstecken::V,cuir i bhfolach,ascunde
1417,teilen::V,roinn,împărți
1418,schicken::V,seol,trimite
1419,bringen::V,beir,aduce
1420,bringen::V,tabhair,aduce
1421,hinzufügen::V,cuir le,adăuga
1422,bekommen::V,faigh,obține
1423,bekommen::V,faigh,dobândi
1424,erhalten::V,faigh,primi
1425,erhalten::V,faigh,căpăta
1426,nehmen::V,tóg,lua
1427,nehmen::V,glac,lua
1428,wählen::V,pioc,opta
1429,wählen::V,pioc,alege
1430,wählen::V,roghnaigh,opta
1431,wählen::V,roghnaigh,alege
1432,auswählen::V,roghnaigh,selecta
1433,bewahren::V,caomhnaigh,păstra
1434,behindern::V,cuir bac ar,stingheri
1435,verderben::V,mill,strica
1436,beschädigen::V,loit,strica
1437,beschädigen::V,déan damáiste do,strica
1438,zerbrechen::V,bris,rupe
1439,zerbrechen::V,bris,frânge
1440,zerreißen::V,stiall,rupe
1441,zerreißen::V,stiall,sfâșia
1442,zerstören::V,mill,distruge
1443,zerstören::V,scrios,distruge
1444,verbrennen::V,las,arde
1445,verbrennen::V,las,incendia
1446,verbrennen::V,dóigh,arde
1447,verbrennen::V,dóigh,incendia
1448,geben::V,tabhair,da
1449,reichen::V,sín,întinde
1450,reichen::V,cuir,întinde
1451,schenken::V,bronn,dărui
1452,schenken::V,tabhair,dărui
1453,versprechen::V,geall,făgădui
1454,wünschen::V,guigh,ura
1455,loben::V,mol,lăuda
1456,küssen::V,póg,săruta
1457,wiegen::V,bog,legăna
1458,wiegen::V,luasc,legăna
1459,zudecken::V,clúdaigh,acoperi
1460,wecken::V,dúisigh,trezi
1461,wecken::V,dúisigh,deștepta
1462,zeigen::V,taispeáin,arăta
1463,führen::V,treoraigh,călăuzi
1464,lehren::V,múin,preda
1465,lehren::V,múin,învăța
1466,lehren::V,teagasc,preda
1467,lehren::V,teagasc,învăța
1468,unterrichten::V,múin,învăța
1469,unterrichten::V,múin,instrui
1470,unterrichten::V,teagasc,învăța
1471,unterrichten::V,teagasc,instrui
1472,aufziehen::V,tóg,crește
1473,leiten::V,tá i gceannas ar,duce
1474,leiten::V,tá i gceannas ar,conduce
1475,antreiben::V,gríosaigh,împinge
1476,antreiben::V,gríosaigh,încuraja
1477,lassen::V,cuir ag,pune pe să
1478,einladen::V,cuir cuireadh ar,invita
1479,vereinigen::V,aontaigh,uni
1480,vereinigen::V,aontaigh,întruni
1481,besuchen::V,tabhair cuairt ar,vizita
1482,besuchen::V,tabhair cuairt ar,face o vizită
1483,treffen::V,cas ar,întâlni
1484,treffen::V,buail le,întâlni
1485,sich versammeln::V,bailigh,se aduna
1486,sich versammeln::V,cruinnigh,se aduna
1487,spielen::V,imir,se juca
1488,spielen::V,tá ag spraoi,se juca
1489,singen::V,can,cânta
1490,tanzen::V,rinc,dansa
1491,tanzen::V,damhsaigh,dansa
1492,sich trennen::V,scar,se separa
1493,sich trennen::V,scar,se despărți
1494,verlassen::V,fág,părăsi
1495,verlassen::V,fág,abandona
1496,retten::V,tarrtháil,salva
1497,bewachen::V,cosain,păzi
1498,bewachen::V,gardáil,păzi
1499,schützen::V,cosain,ocroti
1500,schützen::V,cosain,proteja
1501,verteidigen::V,cosain,apăra
1502,sich schlagen::V,tá ag bruíon,se bate
1503,schießen::V,caith,trage
1504,schießen::V,scaoil,trage
1505,siegen::V,bain,birui
1506,siegen::V,bain,învinge
1507,siegen::V,buaigh,birui
1508,siegen::V,buaigh,învinge
1509,ärgern::V,cuir isteach ar,supăra
1510,schlagen::V,buail,lovi
1511,treten::V,ciceáil,călca
1512,stechen::V,sáigh,înțepa
1513,stechen::V,sáigh,împunge
1514,stoßen::V,brúigh,împinge
1515,stoßen::V,soncáil,împinge
1516,stehlen::V,goid,fura
1517,stören::V,cuir isteach ar,deranja
1518,belästigen::V,cuir as do,importuna
1519,verbergen::V,ceil,ascunde
1520,täuschen::V,cuir dallamullóg ar,amăgi
1521,betrügen::V,déan calaois ar,înșela
1522,töten::V,maraigh,omorî
1523,wohnen::V,cuir faoi,sta
1524,wohnen::V,cuir faoi,locui
1525,wohnen::V,tá ina chónaí,sta
1526,wohnen::V,tá ina chónaí,locui
1527,arbeiten::V,oibrigh,lucra
1528,sammeln::V,bailigh,aduna
1529,sammeln::V,bailigh,colecționa
1530,sammeln::V,cruinnigh,aduna
1531,sammeln::V,cruinnigh,colecționa
1532,pflücken::V,pioc,culege
1533,jagen::V,seilg,vâna
1534,fischen::V,iasc,pescui
1535,fassen::V,beir ar,prinde
1536,hüten::V,aoirigh,paște
1537,treiben::V,seol,mână
1538,treiben::V,tiomáin,mână
1539,anbinden::V,ceangail,lega
1540,füttern::V,cothaigh,da de mâncare
1541,füttern::V,beathaigh,da de mâncare
1542,melken::V,bligh,mulge
1543,melken::V,crúigh,mulge
1544,hacken::V,gearr,toca
1545,hacken::V,gearr,sparge
1546,gießen::V,uiscigh,uda
1547,reifen::V,aibigh,pârgui
1548,zubereiten::V,cócaráil,găti
1549,kochen::V,bruith,găti
1550,kochen::V,beirigh,găti
1551,backen::V,bácáil,coace
1552,braten::V,róst,coace
1553,braten::V,frioch,coace
1554,umrühren::V,measc,mesteca
1555,stricken::V,cniotáil,împleti
1556,nähen::V,fuaigh,coase
1557,färben::V,dathaigh,vopsi
1558,färben::V,dathaigh,colora
1559,reinigen::V,glan,curăți
1560,waschen::V,nigh,spăla
1561,abwischen::V,glan,șterge
1562,spülen::V,sruthlaigh,clăti
1563,fegen::V,scuab,mătura
1564,kehren::V,scuab,mătura
1565,baden::V,folc,se scălda
1566,sich waschen::V,nigh é féin,se spăla
1567,ausziehen::V,bain de,și scoate
1568,anziehen::V,cuir ar,îmbrăca
1569,sich anziehen::V,gléas é féin,se îmbrăca
1570,kämmen::V,cíor,pieptăna
1571,schmücken::V,maisigh,împodobi
1572,sagen::V,abair,zice
1573,sagen::V,abair,spune
1574,sprechen::V,labhair,vorbi
1575,reden::V,caintigh,vorbi
1576,reden::V,caintigh,discuta
