,Concept_ID,et,nl
850,ihr::PRN,te,jullie
851,sie::PRN,nad,ze
852,sie::PRN,nad,zij
853,was::FPRN,mis,wat
854,wer::FPRN,kes,wie
855,wo::FADV,kus,waar
856,wohin::FADV,kuhu,waarheen
857,wie::FADV,kuidas,hoe
858,warum::FADV,miks,waarom
859,wieviel::FNUM,mitu,hoeveel
860,wieviel::FNUM,kui palju,hoeveel
861,eins::NUM,üks,één
862,zwei::NUM,kaks,twee
863,drei::NUM,kolm,drie
864,vier::NUM,neli,vier
865,fünf::NUM,viis,vijf
866,sechs::NUM,kuus,zes
867,sieben::NUM,seitse,zeven
868,acht::NUM,kaheksa,acht
869,neun::NUM,üheksa,negen
870,zehn::NUM,kümme,tien
871,elf::NUM,üksteist,elf
872,zwölf::NUM,kaksteist,twaalf
873,zwanzig::NUM,kakskümmend,twintig
874,dreißig::NUM,kolmkümmend,dertig
875,vierzig::NUM,nelikümmend,veertig
876,fünfzig::NUM,viiskümmend,vijftig
877,sechzig::NUM,kuuskümmend,zestig
878,siebzig::NUM,seitsekümmend,zeventig
879,achtzig::NUM,kaheksakümmend,tachtig
880,neunzig::NUM,üheksakümmend,negentig
881,hundert::NUM,sada,honderd
882,tausend::NUM,tuhat,duizend
883,und::CNJ,ja,en
884,oder::CNJ,või,of
885,stehen::V,seisma,staan
886,sitzen::V,istuma,zitten
887,liegen::V,lamama,liggen
888,hängen::V,rippuma,hangen
889,werden::V,saama,worden
890,werden::V,hakkama,worden
891,passieren::V,juhtuma,gebeuren
892,beginnen::V,algama,beginnen
893,beginnen::V,hakkama,beginnen
894,enden::V,lõppema,eindigen
895,wechseln::V,vahelduma,wijzigen
896,wechseln::V,vahelduma,veranderen
897,aufgehen[Sonne]::V,tõusma,opgaan
898,untergehen[Sonne]::V,loojuma,ondergaan
899,scheinen[Sonne]::V,paistma,schijnen
900,donnern::V,kõmisema,donderen
901,wehen::V,puhuma,waaien
902,strömen::V,voolama,stromen
903,fließen::V,voolama,vloeien
904,sich drehen::V,pöörduma,draaien
905,sich drehen::V,pöörduma,zich draaien
906,schwanken::V,kõikuma,wankelen
907,schwingen::V,võnkuma,zwieren
908,fallen::V,langema,vallen
909,brennen::V,põlema,branden
910,rauchen::V,suitsema,roken
911,regnen::V,sadama,regenen
912,gefrieren::V,kinni külmuma,bevriezen
913,tauen::V,sulama,dooien
914,schmelzen::V,sulama,smelten
915,trocknen::V,kuivama,drogen
916,sieden::V,keema,koken
917,sieden::V,keema,zieden
918,faulen::V,mädanema,rotten
919,verfaulen::V,mädanema,verrotten
920,reißen::V,rebenema,scheuren
921,versinken::V,uppuma,verzinken
922,vergehen::V,mööduma,vergaan
923,erscheinen::V,ilmuma,opdagen
924,erscheinen::V,ilmuma,verschijnen
925,verschwinden::V,kaduma,verdwijnen
926,sinken::V,vajuma,zinken
927,sinken::V,langema,zinken
928,abnehmen::V,vähenema,afnemen
929,abnehmen::V,vähenema,verminderen
930,abnehmen::V,kahenema,afnemen
931,abnehmen::V,kahenema,verminderen
932,zunehmen::V,kasvama,toenemen
933,steigen::V,tõusma,stijgen
934,steigen::V,tõusma,omhooggaan
935,steigen::V,üles minema,stijgen
936,steigen::V,üles minema,omhooggaan
937,wachsen::V,kasvama,groeien
938,glänzen::V,läikimä,glanzen
939,glänzen::V,läikimä,schitteren
940,funkeln::V,sädelema,fonkelen
941,lärmen::V,lärmama,lawaai maken
942,läuten::V,helisema,luiden
943,klingeln::V,helisema,bellen
944,klirren::V,kõlisema,rinkelen
945,brausen::V,kohisema,bruisen
946,rauschen::V,kohisema,ruisen
947,klingen::V,kõlama,klinken
948,bellen::V,haukuma,blaffen
949,heulen::V,uluma,huilen
950,blasen::V,puhuma,blazen
951,pfeifen::V,vilistama,fluiten
952,schreien::V,karjuma,gillen
953,schreien::V,karjuma,schreeuwen
954,stöhnen::V,oigama,steunen
955,zittern::V,värisema,beven
956,zittern::V,värisema,sidderen
957,leben::V,elama,leven
958,leben::V,elus olema,leven
959,geboren werden::V,sündima,geboren worden
960,atmen::V,hingama,ademen
961,trinken::V,jooma,drinken
962,essen::V,sööma,eten
963,schlucken::V,neelama,slikken
964,müde werden::V,väsima,moe worden
965,einschlafen::V,uinuma,inslapen
966,schlafen::V,magama,slapen
967,aufwachen::V,ärkama,ontwaken
968,aufwachen::V,ärkama,wakker worden
969,aufstehen::V,ärkama,opstaan
970,aufstehen::V,üles tõusma,opstaan
971,sich erholen::V,puhkama,zich ontspannen
972,krank werden::V,haigestuma,ziek worden
973,krank werden::V,haigeks jääma,ziek worden
974,krank sein::V,haige olema,ziek zijn
975,schmerzen::V,valutama,pijn doen
976,husten::V,köhima,hoesten
977,genesen::V,toibuma,genezen
978,sterben::V,surema,sterven
979,sterben::V,surema,overlijden
980,umkommen::V,surma saama,omkomen
981,sich bewegen::V,liikuma,zich bewegen
982,sich rühren::V,liikuma,zich verroeren
983,sich erheben::V,kerkima,oprijzen
984,sich erheben::V,kerkima,verrijzen
985,sich setzen::V,istet võtma,gaan zitten
986,hinfallen::V,kukkuma,vallen
987,hinfallen::V,kukkuma,neervallen
988,hinfallen::V,maha kukkuma,vallen
989,hinfallen::V,maha kukkuma,neervallen
990,laufen::V,kõndima,lopen
991,schreiten::V,astuma,stappen
992,schreiten::V,astuma,schrijden
993,spazierengehen::V,jalutama,gaan wandelen
994,eilen::V,ruttama,ijlen
995,eilen::V,ruttama,haasten
996,eilen::V,kiirustama,ijlen
997,eilen::V,kiirustama,haasten
998,sich beeilen::V,ruttama,zich haasten
999,sich beeilen::V,kiirustama,zich haasten
1000,sausen::V,kihutama,stuiven
1001,sausen::V,tormama,stuiven
1002,rennen::V,jooksma,rennen
1003,rennen::V,kihutama,rennen
1004,springen::V,hüppama,springen
1005,klettern::V,ronima,klimmen
1006,klettern::V,ronima,klauteren
1007,schaukeln::V,kiikuma,schommelen
1008,kriechen::V,roomama,kruipen
1009,schwimmen::V,ujuma,zwemmen
1010,tauchen::V,sukelduma,duiken
1011,rudern::V,sõudma,roeien
1012,fahren::V,sõitma,rijden
1013,fliegen::V,lendama,vliegen
1014,gehen::V,käima,gaan
1015,gehen::V,minema,gaan
1016,weggehen::V,ära minema,weggaan
1017,weggehen::V,välja minema,weggaan
1018,abfahren::V,väljuma,vertrekken
1019,abfahren::V,ära sõitma,vertrekken
1020,anhalten::V,peatuma,stoppen
1021,anhalten::V,peatuma,stilhouden
1022,hineingehen::V,sisenema,ingaan
1023,hineingehen::V,sisenema,binnengaan
1024,hineingehen::V,sisse minema,ingaan
1025,hineingehen::V,sisse minema,binnengaan
1026,eintreten::V,sisenema,binnenkomen
1027,eintreten::V,sisse astuma,binnenkomen
1028,kommen::V,tulema,komen
1029,ankommen::V,saabuma,aankomen
1030,zurückkommen::V,tagasi tulema,terugkomen
1031,bleiben::V,jääma,blijven
1032,warten::V,ootama,wachten
1033,erwarten::V,ootama,verwachten
1034,erwarten::V,lootma,verwachten
1035,suchen::V,otsima,zoeken
1036,finden::V,leidma,vinden
1037,versuchen::V,püüdma,proberen
1038,versuchen::V,püüdma,beproeven
1039,versuchen::V,üritama,proberen
1040,versuchen::V,üritama,beproeven
1041,versuchen::V,katsetama,proberen
1042,versuchen::V,katsetama,beproeven
1043,vorbereiten::V,valmistama,voorbereiden
1044,lieben::V,armastama,houden van
1045,mögen::V,sallima,lusten
1046,mögen::V,sallima,houden van
1047,mögen::V,meeldima,lusten
1048,mögen::V,meeldima,houden van
1049,lachen::V,naerma,lachen
1050,rühren::V,liigutama,roeren
1051,rühren::V,heldima panema,roeren
1052,weinen::V,nutma,huilen
1053,weinen::V,nutma,schreien
1054,schimpfen::V,sõimama,kijven
1055,schimpfen::V,sõimama,schelden
1056,sich ärgern::V,ärrituma,zich ergeren
1057,sich ärgern::V,vihastuma,zich ergeren
1058,sich fürchten::V,kartma,bang zijn
1059,sich fürchten::V,hirmu tundma,bang zijn
1060,fürchten::V,kartma,vrezen
1061,fliehen::V,põgenema,vluchten
1062,flüchten::V,põgenema,ontsnappen
1063,flüchten::V,põgenema,ontkomen
1064,sehen::V,nägema,zien
1065,anschauen::V,vaatama,aankijken
1066,ansehen::V,vaatama,aanzien
1067,ansehen::V,vaatama,bekijken
1068,hören::V,kuulma,horen
1069,zuhören::V,kuulama,luisteren
1070,probieren::V,proovima,proeven
1071,riechen::V,nuusutama,ruiken
1072,fühlen::V,tundma,voelen
1073,scheinen::V,näida,lijken
1074,scheinen::V,ilmuda,lijken
1075,zu sehen sein::V,ilmuma,te zien zijn
1076,vernehmen::V,üle kuulama,vernemen
1077,frieren::V,külmetada,het koud hebben
1078,tun::V,tegema,doen
1079,können::V,võima,kunnen
1080,können::V,oskama,kunnen
1081,wollen::V,tahtma,willen
1082,anfangen::V,hakkama,beginnen
1083,anfangen::V,hakkama,aanvangen
1084,anfangen::V,alustama,beginnen
1085,anfangen::V,alustama,aanvangen
1086,beenden::V,lõpetama,beëindigen
1087,aufhören::V,lakkama,ophouden
1088,gelingen::V,õnnestuma,lukken
1089,gelingen::V,õnnestuma,gelukken
1090,geraten::V,jõudma,uitvallen
1091,öffnen::V,avama,openen
1092,öffnen::V,avama,opendoen
1093,schließen::V,sulgema,sluiten
1094,schließen::V,sulgema,dichtdoen
1095,stellen::V,panema,stellen
1096,stellen::V,panema,plaatsen
1097,stellen::V,asetama,stellen
1098,stellen::V,asetama,plaatsen
1099,setzen::V,panema,zetten
1100,setzen::V,panema,plaatsen
1101,legen::V,panema,leggen
1102,legen::V,asetama,leggen
1103,berühren::V,riivama,aanraken
1104,berühren::V,puudutama,aanraken
1105,verbinden::V,ühendama,verbinden
1106,bedecken::V,katma,bedekken
1107,aufhängen::V,riputama,ophangen
1108,anzünden::V,süütama,aansteken
1109,aufheben::V,üles tõstma,oprapen
1110,zurücklassen::V,jätma,achterlaten
1111,verlieren::V,kaotama,verliezen
1112,fallen lassen::V,maha pillama,laten vallen
1113,fallen lassen::V,kukkuda laskma,laten vallen
1114,machen::V,tegema,maken
1115,herstellen::V,valmistama,produceren
1116,herstellen::V,valmistama,voortbrengen
1117,bauen::V,ehitama,bouwen
1118,reparieren::V,parandama,repareren
1119,reparieren::V,parandama,herstellen
1120,verbessern::V,parandama,verbeteren
1121,ändern::V,muutma,wijzigen
1122,ändern::V,muutma,veranderen
1123,ändern::V,ümber tegema,wijzigen
1124,ändern::V,ümber tegema,veranderen
1125,graben::V,kaevama,graven
1126,beugen::V,painutama,buigen
1127,biegen::V,painutama,buigen
1128,drehen::V,keerama,draaien
1129,wenden::V,ümber pöörama,keren
1130,wenden::V,ümber pöörama,wenden
1131,umdrehen::V,ümber keerama,omdraaien
1132,heben::V,tõstma,heffen
1133,heben::V,tõstma,optillen
1134,hochheben::V,üles tõstma,tillen
1135,hochheben::V,kõrgele tõstma,tillen
1136,ergreifen::V,haarama,pakken
1137,ergreifen::V,haarama,grijpen
1138,halten::V,hoidma,houden
1139,drücken::V,pigistama,drukken
1140,schieben::V,lükkama,duwen
1141,schieben::V,lükkama,schuiven
1142,kratzen::V,kraapima,krassen
1143,lecken::V,lakkuma,likken
1144,beißen::V,purema,bijten
1145,beißen::V,hammustama,bijten
1146,abreißen::V,rebima,afrukken
1147,abreißen::V,rebima,afscheuren
1148,abreißen::V,ära rebima,afrukken
1149,abreißen::V,ära rebima,afscheuren
1150,abschneiden::V,ära lõikama,afsnijden
1151,binden::V,siduma,binden
1152,stecken::V,pistma,steken
1153,brechen::V,murdma,breken
1154,klopfen::V,koputama,kloppen
1155,hauen::V,lööma,houwen
1156,kleben::V,kleepima,plakken
1157,reiben::V,hõõruma,wrijven
1158,streichen::V,silitama,smeren
1159,schleifen::V,lihvima,slijpen
1160,schleifen::V,teritama,slijpen
1161,schneiden::V,lõikama,snijden
1162,rütteln::V,raputama,schudden
1163,schütteln::V,raputama,schudden
1164,schütteln::V,loksutama,schudden
1165,schwenken::V,vehkima,wuiven
1166,schwenken::V,vehkima,zwaaien
1167,schwenken::V,lehvitama,wuiven
1168,schwenken::V,lehvitama,zwaaien
1169,schütten::V,kallama,gieten
1170,schütten::V,kallama,storten
1171,füllen::V,täitma,vullen
1172,einwickeln::V,sisse mähkima,inwikkelen
1173,tragen::V,kandma,dragen
1174,schleppen::V,tassima,slepen
1175,schleppen::V,lohistama,slepen
1176,ziehen::V,vedama,trekken
1177,ziehen::V,tõmbama,trekken
1178,aufbewahren::V,säilitama,bewaren
1179,aufbewahren::V,alal hoidma,bewaren
1180,werfen::V,viskama,gooien
1181,fangen::V,püüdma,vangen
1182,packen::V,kinni haarama,pakken
1183,packen::V,kinni haarama,vastpakken
1184,packen::V,kinni võtma,pakken
1185,packen::V,kinni võtma,vastpakken
1186,verstecken::V,peitma,verstoppen
1187,teilen::V,jagama,delen
1188,teilen::V,jaotama,delen
1189,schicken::V,saatma,sturen
1190,bringen::V,viima,brengen
1191,hinzufügen::V,lisama,toevoegen
1192,bekommen::V,saama,verkrijgen
1193,erhalten::V,saama,krijgen
1194,nehmen::V,võtma,nemen
1195,wählen::V,valima,kiezen
1196,wählen::V,valima,verkiezen
1197,auswählen::V,valima,uitkiezen
1198,bewahren::V,hoidma,bewaren
1199,behindern::V,takistama,hinderen
1200,verderben::V,rikkuma,bederven
1201,beschädigen::V,rikkuma,beschadigen
1202,zerbrechen::V,katki tegema,breken
1203,zerbrechen::V,katki tegema,stukbreken
1204,zerreißen::V,katki rebima,scheuren
1205,zerreißen::V,katki rebima,verscheuren
1206,zerstören::V,purustama,vernielen
1207,verbrennen::V,põletama,branden
1208,verbrennen::V,põletama,verbranden
1209,geben::V,andma,geven
1210,reichen::V,andma,reiken
1211,reichen::V,andma,aanreiken
1212,reichen::V,ulatama,reiken
1213,reichen::V,ulatama,aanreiken
1214,schenken::V,kinkima,schenken
1215,versprechen::V,lubama,beloven
1216,versprechen::V,tõotama,beloven
1217,wünschen::V,soovima,wensen
1218,loben::V,kiitma,loven
1219,loben::V,kiitma,prijzen
1220,küssen::V,suudlema,kussen
1221,wiegen::V,hällitama,wiegen
1222,zudecken::V,kaanetama,toedekken
1223,zudecken::V,kinni katma,toedekken
1224,wecken::V,äratama,wekken
1225,zeigen::V,näitama,tonen
1226,zeigen::V,näitama,wijzen
1227,führen::V,juhatama,voeren
1228,lehren::V,õpetama,leren
1229,unterrichten::V,õpetama,onderwijzen
1230,aufziehen::V,üles kasvatama,grootbrengen
1231,leiten::V,juhtima,leiden
1232,antreiben::V,ergutama,aandrijven
1233,lassen::V,laskma,laten
1234,einladen::V,kutsuma,uitnodigen
1235,vereinigen::V,ühendama,verenigen
1236,besuchen::V,külastama,bezoeken
1237,treffen::V,kohtama,treffen
1238,treffen::V,kohtama,ontmoeten
1239,sich versammeln::V,kogunema,zich verzamelen
1240,spielen::V,mängima,spelen
1241,singen::V,laulma,zingen
1242,tanzen::V,tantsima,dansen
1243,sich trennen::V,lahku minema,van elkaar gaan
1244,verlassen::V,maha jätma,verlaten
1245,retten::V,päästma,redden
1246,bewachen::V,valvama,bewaken
1247,schützen::V,kaitsma,beschermen
1248,verteidigen::V,kaitsma,verdedigen
1249,sich schlagen::V,kaklema,knokken
1250,schießen::V,tulistama,schieten
1251,siegen::V,võitma,overwinnen
1252,ärgern::V,ärritama,ergeren
1253,ärgern::V,vihastama,ergeren
1254,schlagen::V,lööma,slaan
1255,treten::V,sõtkuma,trappen
1256,treten::V,sõtkuma,schoppen
1257,stechen::V,pistma,steken
1258,stechen::V,pistma,prikken
1259,stechen::V,torkama,steken
1260,stechen::V,torkama,prikken
1261,stoßen::V,tõukama,stoten
1262,stehlen::V,varastama,stelen
1263,stören::V,segama,storen
1264,stören::V,segama,verstoren
1265,stören::V,häirima,storen
1266,stören::V,häirima,verstoren
1267,belästigen::V,ahistama,lastig vallen
1268,verbergen::V,peitma,verbergen
1269,verbergen::V,varjama,verbergen
1270,täuschen::V,petma,misleiden
1271,täuschen::V,tüssama,misleiden
1272,betrügen::V,petma,bedriegen
1273,betrügen::V,tüssama,bedriegen
1274,betrügen::V,truudust murtma,bedriegen
1275,töten::V,tapma,doden
1276,töten::V,surmama,doden
1277,wohnen::V,elama,wonen
1278,arbeiten::V,töötama,werken
1279,sammeln::V,koguma,inzamelen
1280,sammeln::V,koguma,verzamelen
1281,sammeln::V,korjama,inzamelen
1282,sammeln::V,korjama,verzamelen
1283,pflücken::V,noppima,plukken
1284,jagen::V,jahtima,jagen
1285,fischen::V,kalastama,vissen
1286,fischen::V,kala püüdma,vissen
1287,fassen::V,püüdma,vangen
1288,hüten::V,karjatama,hoeden
1289,treiben::V,ajama,drijven
1290,anbinden::V,kinni siduma,vastbinden
1291,füttern::V,söötma,voeren
1292,melken::V,lüpsma,melken
1293,hacken::V,raiuma,hakken
1294,hacken::V,lõhkuma,hakken
1295,gießen::V,kastma,gieten
1296,reifen::V,valmima,rijpen
1297,zubereiten::V,valmistama,klaarmaken
1298,zubereiten::V,valmistama,toebereiden
1299,kochen::V,keetma,koken
1300,backen::V,küpsetama,bakken
1301,braten::V,praadima,braden
1302,umrühren::V,segama,omroeren
1303,stricken::V,kuduma,breien
1304,nähen::V,õmblema,naaien
1305,färben::V,värvima,verven
1306,färben::V,värvima,kleuren
1307,reinigen::V,puhastama,reinigen
1308,waschen::V,pesema,wassen
1309,abwischen::V,puhtaks pühkima,afvegen
1310,spülen::V,uhtma,spoelen
1311,spülen::V,uhtma,afwassen
1312,fegen::V,pühkima,vegen
1313,kehren::V,pühkima,vegen
1314,baden::V,suplema,baden
1315,baden::V,kümblema,baden
1316,sich waschen::V,end pesema,zich wassen
1317,ausziehen::V,käest võtma,uittrekken
1318,ausziehen::V,jalast võtma,uittrekken
1319,ausziehen::V,seljast võtma,uittrekken
1320,anziehen::V,jalga panema,aantrekken
1321,sich anziehen::V,riietuma,zich aankleden
1322,kämmen::V,kammima,kammen
1323,schmücken::V,kaunistama,tooien
1324,sagen::V,ütlema,zeggen
1325,sprechen::V,rääkima,spreken
1326,sprechen::V,kõnelema,spreken
1327,reden::V,kõnelema,praten
1328,sich unterhalten::V,vestlema,zich onderhouden
1329,fragen::V,küsima,vragen
1330,bitten::V,paluma,vragen
1331,bitten::V,paluma,verzoeken
1332,erzählen::V,jutustama,vertellen
1333,mitteilen::V,teatama,meedelen
1334,mitteilen::V,teada andma,meedelen
1335,nennen::V,nimetama,noemen
1336,rufen::V,kutsuma,roepen
1337,prahlen::V,hooplema,pralen
1338,übersetzen::V,tõlkima,vertalen
1339,denken::V,mõtlema,denken
1340,glauben::V,uskuma,geloven
1341,bemerken::V,märkama,bemerken
1342,erkennen::V,ära tundma,herkennen
1343,begreifen::V,aru saama,begrijpen
1344,verstehen::V,mõistma,verstaan
1345,lernen::V,õppima,leren
1346,wissen::V,teadma,weten
1347,sich erinnern an::V,mäletama,zich herinneren aan
1348,vergessen::V,unustama,vergeten
1349,messen::V,mõõtma,meten
1350,zählen::V,loendama,tellen
1351,rechnen::V,arvutama,rekenen
1352,lesen::V,lugema,lezen
1353,malen::V,maalima,schilderen
1354,zeichnen::V,joonistama,tekenen
1355,schreiben::V,kirjutama,schrijven
1356,besitzen::V,omama,bezitten
1357,kaufen::V,ostma,kopen
1358,verkaufen::V,müüma,verkopen
1359,bezahlen::V,tasuma,betalen
1360,zahlen::V,maksma,betalen
1361,beherrschen::V,valitsema,beheersen
1362,ertragen::V,taluma,verdragen
