,Concept_ID,udm,da
826,passieren::V,луыны,hænde
827,beginnen::V,кутскыны,begynde
828,enden::V,бырыны,ende
829,wechseln::V,воштӥськыны,veksle
830,aufgehen[Sonne]::V,ӝужаны,gå op
831,aufgehen[Sonne]::V,ӝужаны,stå op
832,untergehen[Sonne]::V,пуксьыны,gå ned
833,scheinen[Sonne]::V,пиштыны,skinne
834,scheinen[Sonne]::V,чиляны,skinne
835,donnern::V,гудыръяны,tordne
836,wehen::V,пелляськыны,blæse
837,strömen::V,киськыны,strømme
838,strömen::V,исьтӥськыны,strømme
839,fließen::V,бызьыны,flyde
840,sich drehen::V,берганы,dreje sig
841,schwanken::V,вошъяськыны,vakle
842,schwingen::V,шонаськыны,svinge
843,fallen::V,усьыны,falde
844,brennen::V,ӝуаны,brænde
845,rauchen::V,ӵындыны,ryge
846,regnen::V,зорыны,regne
847,gefrieren::V,кынмыны,fryse
848,tauen::V,шунаны,tø
849,schmelzen::V,шунаны,smelte
850,trocknen::V,куасьмыны,tørre
851,sieden::V,пӧзьыны,koge
852,faulen::V,сисьмыны,rådne
853,verfaulen::V,сисьмыны,rådne
854,reißen::V,кеськыны,briste
855,versinken::V,выйыны,synke
856,versinken::V,выйыны,synke ned
857,vergehen::V,ортчыны,forløbe
858,erscheinen::V,адскыны,vise sig
859,verschwinden::V,бырыны,forsvinde
860,sinken::V,усьыны,synke
861,abnehmen::V,синыны,aftage
862,zunehmen::V,йылыны,tiltage
863,steigen::V,лӧпкыны,stige
864,wachsen::V,будыны,gro
865,wachsen::V,будыны,vokse
866,glänzen::V,чиляны,glinse
867,glänzen::V,пиштыны,glinse
868,funkeln::V,чилекъяны,tindre
869,lärmen::V,уретыны,larme
870,lärmen::V,ӵашетыны,larme
871,läuten::V,жингыртыны,ringe
872,klingeln::V,жингыртыны,ringe
873,klirren::V,жильккетыны,klirre
874,brausen::V,лекъяськыны,bruse
875,rauschen::V,ӵашетыны,suse
876,klingen::V,кылӥськыны,lyde
877,klingen::V,кылӥськыны,klinge
878,bellen::V,утыны,gø
879,heulen::V,вузыны,hyle
880,blasen::V,пельтыны,blæse
881,pfeifen::V,шуланы,fløjte
882,schreien::V,черекъяны,skrige
883,schreien::V,кесяськыны,skrige
884,stöhnen::V,ӝуштыны,stønne
885,zittern::V,дырекъяны,dirre
886,zittern::V,дырекъяны,skælve
887,zittern::V,куалекъяны,dirre
888,zittern::V,куалекъяны,skælve
889,leben::V,улыны,leve
890,geboren werden::V,вордӥськыны,fødes
891,atmen::V,шоканы,ånde
892,trinken::V,юыны,drikke
893,essen::V,сиыны,spise
894,schlucken::V,ньылыны,synke
895,müde werden::V,жадьыны,blive træt
896,einschlafen::V,умме усьыны,falde i søvn
897,schlafen::V,кӧлыны,sove
898,aufwachen::V,сайканы,vågne
899,aufstehen::V,султыны,stå op
900,sich erholen::V,шутэтскыны,komme sig
901,krank werden::V,висьыны,blive syg
902,krank sein::V,висьыны,være syg
903,schmerzen::V,висьыны,smerte
904,husten::V,кызыны,hoste
905,genesen::V,юнматскыны,komme sig
906,genesen::V,бурмытскылыны,komme sig
907,sterben::V,кулыны,dø
908,umkommen::V,бырыны,omkomme
909,sich bewegen::V,вырыны,bevæge sig
910,sich rühren::V,вырӟыны,røre på sig
911,sich rühren::V,вырӟылыны,røre på sig
912,sich erheben::V,султыны,rejse sig
913,sich setzen::V,пуксьыны,sætte sig
914,hinfallen::V,усьыны,
915,laufen::V,мыныны,løbe
916,schreiten::V,вамышъяны,skride
917,spazierengehen::V,мыныны,gå en tur
918,spazierengehen::V,ветлыны,gå en tur
919,eilen::V,дыртыны,ile
920,sich beeilen::V,дыртыны,skynde sig
921,sausen::V,туж ӝог мыныны,suse
922,rennen::V,бызьылыны,løbe
923,rennen::V,бызьылыны,rende
924,springen::V,тэтчаны,hoppe
925,springen::V,тэтчаны,springe
926,klettern::V,тубаны,klatre
927,schaukeln::V,лэйканы,gynge
928,schaukeln::V,шонаськыны,gynge
929,kriechen::V,нюж ветлыны,krybe
930,schwimmen::V,уяны,svømme
931,tauchen::V,зумылыны,dykke
932,rudern::V,полсаны,ro
933,fahren::V,ветлыны,køre
934,fliegen::V,лобаны,flyve
935,gehen::V,мыныны,gå
936,weggehen::V,кошкыны,gå bort
937,abfahren::V,кошкыны,køre bort
938,anhalten::V,дугдыны,standse
939,hineingehen::V,пырыны,gå ind
940,eintreten::V,пырыны,træde ind
941,kommen::V,вуыны,komme
942,kommen::V,лыктыны,komme
943,ankommen::V,вуыны,ankomme
944,zurückkommen::V,берытскыны,komme tilbage
945,bleiben::V,кыльыны,blive
946,bleiben::V,кыльыны,forblive
947,warten::V,витьыны,vente
948,erwarten::V,витьыны,vente
949,erwarten::V,витьыны,afvente
950,erwarten::V,возьманы,vente
951,erwarten::V,возьманы,afvente
952,suchen::V,утчаны,søge
953,finden::V,шедьтыны,finde
954,versuchen::V,турттыны,forsøge
955,vorbereiten::V,дасяны,forberede
956,lieben::V,гажаны,elske
957,mögen::V,яратыны,holde af
958,mögen::V,яратыны,kunne lide
959,lachen::V,серекъяны,le
960,rühren::V,сюлме йӧтыны,røre
961,weinen::V,бӧрдыны,græde
962,schimpfen::V,даллашыны,skænde
963,sich ärgern::V,лекъяськыны,ærgre sig
964,sich fürchten::V,кышканы,være bange
965,sich fürchten::V,курданы,være bange
966,fürchten::V,курданы,være bange for
967,fürchten::V,кышканы,være bange for
968,fliehen::V,пегӟыны,flygte
969,flüchten::V,пегӟыны,flygte
970,sehen::V,адӟыны,se
971,anschauen::V,учкыны,se på
972,anschauen::V,учкыны,betragte
973,ansehen::V,учкыны,anse
974,hören::V,кылыны,høre
975,zuhören::V,кылзыны,høre til
976,probieren::V,веръяны,smage
977,probieren::V,веръяны,smage på
978,riechen::V,зынъяны,lugte
979,fühlen::V,шӧдыны,føle
980,scheinen::V,адскыны,synes
981,zu sehen sein::V,адӟиськыны,synes
982,vernehmen::V,кылыны,erfare
983,frieren::V,кынмыны,fryse
984,tun::V,карыны,gøre
985,können::V,быгатыны,kunne
986,wollen::V,потыны,ville
987,anfangen::V,кутскыны,begynde
988,beenden::V,быдтыны,afslutte
989,beenden::V,быдэстыны,afslutte
990,aufhören::V,дугдыны,ophøre
991,aufhören::V,дугдыны,holde op
992,gelingen::V,быгатыны,lykkes
993,gelingen::V,луыны,lykkes
994,geraten::V,лэсяны,blive
995,öffnen::V,усьтыны,åbne
996,schließen::V,пытсаны,lukke
997,stellen::V,пуктыны,stille
998,setzen::V,пуктыны,sætte
999,legen::V,поныны,lægge
1000,berühren::V,исаны,berøre
1001,verbinden::V,герӟаны,forbinde
1002,bedecken::V,пытсаны,dække
1003,bedecken::V,пытсаны,bedække
1004,aufhängen::V,ошыны,hænge
1005,aufhängen::V,ошыны,hænge op
1006,anzünden::V,ӝуатыны,tænde
1007,anzünden::V,ӝуатыны,antænde
1008,aufheben::V,ӝутыны,løfte
1009,aufheben::V,ӝутыны,tage op
1010,zurücklassen::V,кельтыны,lade tilbage
1011,verlieren::V,ыштыны,miste
1012,fallen lassen::V,уськытыны,tabe
1013,fallen lassen::V,уськытыны,droppe
1014,machen::V,лэсьтыны,gøre
1015,herstellen::V,лэсьтыны,fremstille
1016,bauen::V,пуктыны,bygge
1017,reparieren::V,тупатыны,reparere
1018,verbessern::V,умоятыны,rette
1019,verbessern::V,умоятыны,forbedre
1020,ändern::V,воштыны,ændre
1021,graben::V,копаны,grave
1022,beugen::V,губыртыны,bøje
1023,biegen::V,куасаны,bøje
1024,drehen::V,бергатыны,dreje
1025,wenden::V,берыктыны,vende
1026,umdrehen::V,берыктыны,dreje om
1027,heben::V,ӝутыны,hæve
1028,hochheben::V,ӝутъяны,løfte
1029,ergreifen::V,кутыны,gribe fat i
1030,ergreifen::V,кырмыны,gribe fat i
1031,halten::V,возьыны,holde
1032,drücken::V,зӥбыны,trykke
1033,drücken::V,пачкатыны,trykke
1034,schieben::V,донганы,skyde
1035,schieben::V,донганы,skubbe
1036,kratzen::V,вуштыны,klø
1037,kratzen::V,вуштыны,kradse
1038,lecken::V,нюлыны,slikke
1039,beißen::V,куртчыны,bide
1040,abreißen::V,ишкалтыны,rive af
1041,abschneiden::V,шорыны,skære af
1042,abschneiden::V,вандыны,skære af
1043,binden::V,керттыны,binde
1044,stecken::V,мертчытыны,stikke
1045,brechen::V,тӥяны,brække
1046,klopfen::V,йыганы,banke
1047,klopfen::V,шарккетыны,banke
1048,hauen::V,жугыны,hugge
1049,hauen::V,тышканы,hugge
1050,kleben::V,лякыны,klistre
1051,reiben::V,зыраны,gnide
1052,reiben::V,вуштыны,gnide
1053,streichen::V,зыраны,smøre
1054,schleifen::V,шерыны,slibe
1055,schneiden::V,вандыны,skære
1056,schneiden::V,вандыны,klippe
1057,rütteln::V,зуркатыны,ruske
1058,schütteln::V,куалекъятыны,ryste
1059,schwenken::V,шонаны,svinge
1060,schütten::V,лэзьыны,hælde
1061,füllen::V,тырмытыны,fylde
1062,einwickeln::V,биньыны,pakke ind
1063,tragen::V,нуыны,bære
1064,schleppen::V,кыскыны,slæbe
1065,ziehen::V,кыскыны,trække
1066,aufbewahren::V,возьыны,opbevare
1067,werfen::V,куяны,kaste
1068,werfen::V,лэзяны,kaste
1069,fangen::V,кутыны,fange
1070,packen::V,кутыны,gribe
1071,packen::V,кырмыны,gribe
1072,verstecken::V,ватыны,gemme
1073,teilen::V,люкыны,dele
1074,schicken::V,ыстыны,sende
1075,bringen::V,вайыны,bringe
1076,hinzufügen::V,ватсаны,tilføje
1077,bekommen::V,басьтыны,få
1078,erhalten::V,басьтыны,få
1079,nehmen::V,кутыны,tage
1080,nehmen::V,басьтыны,tage
1081,wählen::V,бырйыны,vælge
1082,auswählen::V,бырйыны,udvælge
1083,bewahren::V,возьыны,bevare
1084,behindern::V,могӟытыны,hindre
1085,behindern::V,могӟытыны,forhindre
1086,verderben::V,сӧрыны,ødelægge
1087,beschädigen::V,урод лэсьтыны,beskadige
1088,zerbrechen::V,сӧрыны,brække itu
1089,zerreißen::V,кесяны,rive itu
1090,zerstören::V,куашкатыны,ødelægge
1091,verbrennen::V,сутыны,brænde
1092,geben::V,сётыны,give
1093,reichen::V,сётыны,række
1094,schenken::V,кузьманы,forære
1095,versprechen::V,кыл сётыны,love
1096,wünschen::V,сӥзьыны,ønske
1097,loben::V,ушъяны,rose
1098,küssen::V,чупаны,kysse
1099,wiegen::V,веттаны,vugge
1100,wiegen::V,лэйкатыны,vugge
1101,zudecken::V,шобыртыны,dække til
1102,wecken::V,сайкатыны,vække
1103,zeigen::V,возьматыны,vise
1104,führen::V,нуыны,føre
1105,lehren::V,дышетыны,lære
1106,unterrichten::V,дышетыны,undervise
1107,aufziehen::V,будэтыны,opdrage
1108,leiten::V,кивалтыны,lede
1109,antreiben::V,дыртытыны,skynde på
1110,lassen::V,-ытыны,få til at
1111,einladen::V,ӧтьыны,indbyde
1112,einladen::V,ӧтьыны,invitere
1113,vereinigen::V,огазеяны,forene
1114,besuchen::V,адӟыськыны,besøge
1115,treffen::V,пумитаны,møde
1116,sich versammeln::V,люкаськыны,forsamles
1117,spielen::V,шудыны,lege
1118,spielen::V,шудыны,spille
1119,singen::V,кырӟаны,synge
1120,tanzen::V,эктыны,danse
1121,sich trennen::V,люкиськыны,skilles
1122,verlassen::V,куштыны,forlade
1123,retten::V,утьыны,redde
1124,bewachen::V,возьманы,bevogte
1125,schützen::V,утялтыны,skærme
1126,schützen::V,утялтыны,beskytte
1127,verteidigen::V,возьманы,forsvare
1128,sich schlagen::V,жугиськыны,slås
1129,schießen::V,ыбылӥськны,skyde
1130,siegen::V,вормыны,sejre
1131,ärgern::V,вожпоттыны,ærgre
1132,schlagen::V,жуккыны,slå
1133,treten::V,лёганы,sparke
1134,stechen::V,бышкалтыны,stikke
1135,stoßen::V,донгыны,støde
1136,stehlen::V,вораны,stjæle
1137,stehlen::V,лушканы,stjæle
1138,stören::V,люкетыны,forstyrre
1139,belästigen::V,акыльтыны,genere
1140,belästigen::V,акыльтыны,ulejlige
1141,belästigen::V,вукылмыны,genere
1142,belästigen::V,вукылмыны,ulejlige
1143,verbergen::V,ватыны,skjule
1144,täuschen::V,алданы,villede
1145,betrügen::V,пӧяны,bedrage
1146,töten::V,виыны,dræbe
1147,wohnen::V,улыны,bo
1148,arbeiten::V,ужаны,arbejde
1149,sammeln::V,бичаны,samle
1150,pflücken::V,ишкыны,plukke
1151,jagen::V,пӧйшураны,jage
1152,fischen::V,чорыганы,fiske
1153,fassen::V,кутыны,fange
1154,hüten::V,возьманы,vogte
1155,treiben::V,улляны,drive
1156,anbinden::V,думыны,binde fast
1157,füttern::V,сюдыны,fodre
1158,melken::V,кыскыны,malke
1159,hacken::V,кораны,hakke
1160,gießen::V,киськаны,hælde
1161,reifen::V,вуыны,modne
1162,reifen::V,кисьманы,modne
1163,zubereiten::V,лесьтыны,tilberede
1164,kochen::V,пӧзьтыны,koge
1165,backen::V,пыжыны,bage
1166,braten::V,пыжыны,stege
1167,umrühren::V,сураны,røre om
1168,stricken::V,керттыны,strikke
1169,nähen::V,вурыны,sy
1170,färben::V,буяны,farve
1171,reinigen::V,сузяны,rense
1172,reinigen::V,сузяны,gøre ren
1173,waschen::V,мисьтаськыны,vaske
1174,abwischen::V,ӵушылыны,tørre af
1175,spülen::V,гылъяны,skylle
1176,fegen::V,ӵужыны,feje
1177,kehren::V,ӵужыны,feje
1178,baden::V,пыласькыны,bade
1179,sich waschen::V,пыласькыны,vaske sig
1180,ausziehen::V,кыльыны,tage af
1181,anziehen::V,дӥсяны,tage på
1182,sich anziehen::V,дӥсьяськыны,klæde sig på
1183,kämmen::V,сынаны,rede
1184,kämmen::V,сынаны,frisere
1185,schmücken::V,чеберъяны,pynte
1186,schmücken::V,чеберъяны,smykke
1187,sagen::V,шуыны,sige
1188,sagen::V,вераны,sige
1189,sprechen::V,вераськыны,snakke
1190,reden::V,вераськыны,tale
1191,reden::V,вераськыны,snakke
1192,sich unterhalten::V,вераськыны,snakke sammen
1193,fragen::V,юаны,spørge
1194,bitten::V,курыны,bede
1195,erzählen::V,вераны,berette
1196,erzählen::V,вераны,fortælle
1197,erzählen::V,мадьыны,berette
1198,erzählen::V,мадьыны,fortælle
1199,mitteilen::V,ивортыны,meddele
1200,nennen::V,шуыны,nævne
1201,rufen::V,ӧтьыны,råbe
1202,prahlen::V,ушъяськыны,prale
1203,übersetzen::V,берыктыны,oversætte
1204,denken::V,малпаны,tænke
1205,glauben::V,оскыны,tro
1206,bemerken::V,адӟыны,bemærke
1207,bemerken::V,адӟыны,lægge mærke til
1208,erkennen::V,тодыны,genkende
1209,begreifen::V,валаны,begribe
1210,verstehen::V,валаны,forstå
1211,lernen::V,дышетскыны,lære
1212,wissen::V,тодыны,vide
1213,sich erinnern an::V,тодэ вайыны,mindes
1214,sich erinnern an::V,тодэ вайыны,huske på
1215,vergessen::V,вунэтыны,glemme
1216,messen::V,мертаны,måle
1217,zählen::V,лыдъяны,tælle
1218,rechnen::V,лыдъяны,regne
1219,lesen::V,лыдӟыны,læse
1220,malen::V,суреданы,male
1221,zeichnen::V,суреданы,tegne
1222,schreiben::V,гожъяны,skrive
1223,besitzen::V,луыны,eje
1224,besitzen::V,луыны,besidde
1225,kaufen::V,басьтыны,købe
1226,verkaufen::V,вузаны,sælge
1227,bezahlen::V,тырыны,betale
1228,zahlen::V,тырыны,betale
1229,beherrschen::V,кузёяськыны,beherske
1230,ertragen::V,чиданы,tåle
1231,ertragen::V,чиданы,udholde
