,Concept_ID,bg,cs
213,Apfel::N,ябълка,jablko
214,Pilz::N,гъба,houba
215,Zwiebel::N,лук,cibule
216,Zwiebel::N,кромид,cibule
217,Saat::N,семе,osivo
218,Korn::N,зърно,zrno
219,Heu::N,сено,seno
220,Schale::N,кора,slupka
221,Schale::N,кора,skořápka
222,Grube::N,яма,jáma
223,Grube::N,дупка,jáma
224,Falle::N,примка,past
225,Falle::N,примка,léčka
226,Schlinge::N,клуп,smyčka
227,Spur::N,диря,stopa
228,Spur::N,следа,stopa
229,Asche::N,пепел,popel
230,Dreck::N,кал,špína
231,Eisen::N,желязо,železo
232,Gold::N,злато,zlato
233,Silber::N,сребро,stříbro
234,Kohle::N,въглища,uhlí
235,Glas::N,стъкло,sklo
236,Lehm::N,глина,jíl
237,Lehm::N,глина,hlína
238,Sand::N,пясък,písek
239,Mensch::N,човек,člověk
240,Mann::N,мъж,muž
241,Frau::N,жена,žena
242,Kind::N,дете,dítě
243,Junge::N,момче,hoch
244,Junge::N,момче,chlapec
245,Mädchen::N,момиче,děvče
246,Familie::N,фамилия,rodina
247,Familie::N,семейство,rodina
248,Großvater::N,дядо,děd
249,Großvater::N,дядо,dědeček
250,Großmutter::N,баба,babička
251,Eltern::N,родители,rodiče
252,Vater::N,баща,otec
253,Mutter::N,майка,matka
254,Sohn::N,син,syn
255,Tochter::N,дъщеря,dcera
256,Bruder::N,брат,bratr
257,Schwester::N,сестра,sestra
258,Onkel::N,чичо,strýc
259,Onkel::N,вуйчо,strýc
260,Tante::N,леля,teta
261,Ehemann::N,съпруг,choť
262,Ehemann::N,съпруг,manžel
263,Ehefrau::N,съпруга,choť
264,Ehefrau::N,съпруга,manželka
265,Freude::N,радост,radost
266,Gelächter::N,смях,smích
267,Glück::N,щастие,štěstí
268,Kummer::N,тъга,žal
269,Kummer::N,тъга,trápení
270,Wunsch::N,желание,přání
271,Lust::N,желание,chuť
272,Geist::N,дух,duch
273,Gedanke::N,мисъл,myšlenka
274,Gedächtnis::N,памет,paměť
275,Verstand::N,ум,rozum
276,Verstand::N,разум,rozum
277,Sinn::N,смисъл,smysl
278,Grund::N,причина,důvod
279,Wahrheit::N,правда,pravda
280,Gespräch::N,разговор,rozhovor
281,Märchen::N,приказка,pohádka
282,Erzählung::N,разказ,povídka
283,Nachricht::N,вест,zpráva
284,Nachricht::N,известие,zpráva
285,Neuigkeit::N,новина,novina
286,Neuigkeit::N,новина,novinka
287,Name::N,име,jméno
288,Rätsel::N,гатанка,hádanka
289,Rede::N,реч,řeč
290,Rede::N,реч,proslov
291,Rede::N,слово,řeč
292,Rede::N,слово,proslov
293,Sprache::N,език,řeč
294,Sprache::N,език,jazyk
295,Stimme::N,глас,hlas
296,Wort::N,дума,slovo
297,Zeichen::N,знак,znamení
298,Ruf::N,зов,zavolání
299,Lärm::N,шум,hluk
300,Lärm::N,глъчка,hluk
301,Laut::N,звук,zvuk
302,Ton::N,тон,tón
303,Lied::N,песен,píseň
304,Ruhe::N,тишина,klid
305,Ruhe::N,тишина,pokoj
306,Ruhe::N,спокойствие,klid
307,Ruhe::N,спокойствие,pokoj
308,Leute::N,хора,lidé
309,Volk::N,народ,národ
310,Arbeit::N,труд,práce
311,Arbeit::N,работа,práce
312,Gast::N,гост,host
313,Geschenk::N,дар,dar
314,Geschenk::N,подарък,dar
315,Spiel::N,игра,hra
316,Gesellschaft::N,общество,společnost
317,Hilfe::N,помощ,pomoc
318,Freund::N,приятел,přítel
319,Kamerad::N,другар,kamarád
320,Angelegenheit::N,работа,záležitost
321,Anzahl::N,брой,počet
322,Anzahl::N,количество,počet
323,Art::N,вид,druh
324,Stück::N,къс,kus
325,Stück::N,къс,kousek
326,Stück::N,парче,kus
327,Stück::N,парче,kousek
328,Teil::N,дял,díl
329,Teil::N,дял,část
330,Teil::N,част,díl
331,Teil::N,част,část
332,Hälfte::N,половина,půl
333,Kreis::N,кръг,kruh
334,Kreuz::N,кръст,kříž
335,Linie::N,черта,linka
336,Strich::N,щрих,čára
337,Strich::N,щрих,čárka
338,Strich::N,черта,čára
339,Strich::N,черта,čárka
340,Abstand::N,дистанция,vzdálenost
341,Abstand::N,разстояние,vzdálenost
342,Entfernung::N,разстояние,vzdálenost
343,Gegend::N,местност,krajina
344,Platz::N,място,prostor
345,Ort::N,място,místo
346,Seite::N,страна,strana
347,Mitte::N,среда,střed
348,Mitte::N,среда,prostředek
349,Gegenstand::N,предмет,předmět
350,Sache::N,вещ,věc
351,Rand::N,ръб,kraj
352,Rand::N,ръб,okraj
353,Kante::N,ръб,hrana
354,Kante::N,кант,hrana
355,Ecke::N,ъгъл,roh
356,Spitze::N,връх,hrot
357,Spitze::N,връх,špička
358,Spitze::N,острие,hrot
359,Spitze::N,острие,špička
360,Ende::N,край,konec
361,Loch::N,дупка,díra
362,Winkel::N,кът,kout
363,Winkel::N,ъгъл,kout
364,Muster::N,десен,vzor
365,Muster::N,образец,vzor
366,Größe::N,големина,velikost
367,Länge::N,дължина,délka
368,Höhe::N,висота,výška
369,Höhe::N,височина,výška
370,Gewicht::N,тегло,váha
371,Gewicht::N,тежест,váha
372,Menge::N,количество,množství
373,Haufen::N,куп,kupa
374,Haufen::N,куп,hromada
375,Haufen::N,грамада,kupa
376,Haufen::N,грамада,hromada
377,Reihe::N,ред,řada
378,Reihe::N,ред,řádek
379,Reihe::N,редица,řada
380,Reihe::N,редица,řádek
381,Boot::N,лодка,člun
382,Ruder::N,весло,veslo
383,Ruder::N,гребло,veslo
384,Schlitten::N,шейна,sáně
385,Ski::N,ски,lyže
386,Lagerfeuer::N,огнище,táborák
387,Last::N,товар,náklad
388,Last::N,товар,břemeno
389,Gang::N,ход,chůze
390,Gang::N,ход,chodba
391,Gang::N,вървеж,chůze
392,Gang::N,вървеж,chodba
393,Schritt::N,стъпка,krok
394,Norden::N,север,sever
395,Süden::N,юг,jih
396,Westen::N,запад,západ
397,Osten::N,изток,východ
398,Holz::N,дърво,dřevo
399,Brett::N,дъска,prkno
400,Stange::N,прът,tyč
401,Stange::N,прът,tyčka
402,Stange::N,върлина,tyč
403,Stange::N,върлина,tyčka
404,Stock::N,прът,hůlka
405,Stock::N,тояга,hůlka
406,Stab::N,прът,hůl
407,Rohr::N,цев,trubka
408,Rohr::N,тръба,trubka
409,Haus::N,къща,dům
410,Heim::N,дом,domov
411,Ofen::N,печка,kamna
412,Fußboden::N,под,podlaha
413,Tisch::N,маса,stůl
414,Stuhl::N,стол,židle
415,Wiege::N,люлка,kolébka
416,Bett::N,легло,postel
417,Bett::N,креват,postel
418,Regal::N,рафт,regál
419,Regal::N,рафт,police
420,Regal::N,етажерка,regál
421,Regal::N,етажерка,police
422,Kiste::N,кутия,bedna
423,Kiste::N,сандък,bedna
424,Fenster::N,прозорец,okno
425,Tür::N,врата,dveře
426,Tor::N,врата,vrata
427,Zaun::N,ограда,plot
428,Dach::N,покрив,střecha
429,Leiter::N,стълба,žebřík
430,Besen::N,метла,koště
431,Besen::N,метла,smeták
432,Spaten::N,лопата,rýč
433,Schaufel::N,лопата,lopata
434,Gabel::N,вилица,vidlička
435,Löffel::N,лъжица,lžíce
436,Messer::N,нож,nůž
437,Nagel::N,гвоздей,hřebík
438,Netz::N,мрежа,síť
439,Haken::N,кука,hák
440,Haken::N,закачалка,hák
441,Griff::N,ръчка,držadlo
442,Griff::N,дръжка,držadlo
443,Schloss::N,брава,zámek
444,Schloss::N,ключалка,zámek
445,Bild::N,картина,obraz
446,Figur::N,фигура,figura
447,Puppe::N,кукла,panenka
448,Beutel::N,кесия,pytlík
449,Bündel::N,връзка,svazek
450,Tasche::N,чанта,taška
451,Tasche::N,чанта,brašna
452,Eimer::N,кофа,kýbl
453,Eimer::N,кофа,vědro
454,Deckel::N,капак,víko
455,Deckel::N,капак,příklop
456,Deckel::N,похлупак,víko
457,Deckel::N,похлупак,příklop
458,Geschirr::N,съдове,nádobí
459,Sack::N,чувал,pytel
460,Tasse::N,чаша,šálek
461,Topf::N,гърне,hrnec
462,Topf::N,тенджера,hrnec
463,Kessel::N,котел,kotel
464,Essen::N,ядене,jídlo
465,Nahrung::N,храна,strava
466,Nahrung::N,храна,potrava
467,Speise::N,ястие,jídlo
468,Fleisch::N,месо,maso
469,Getreide::N,зърнено храни,obilí
470,Brei::N,каша,kaše
471,Brot::N,хляб,chléb
472,Scheibe::N,резен,krajíc
473,Fett::N,мазнина,tuk
474,Fett::N,мазнина,omastek
475,Butter::N,масло,máslo
476,Öl::N,олио,olej
477,Öl::N,оливия,olej
478,Salz::N,сол,sůl
479,Suppe::N,супа,polévka
480,Honig::N,мед,med
481,Milch::N,мляко,mléko
482,Tee::N,чай,čaj
483,Leder::N,кожа,kůže
484,Wolle::N,вълна,vlna
485,Stoff::N,плат,látka
486,Stoff::N,материал,látka
487,Nadel::N,игла,jehla
488,Faden::N,конец,nit
489,Knopf::N,копче,knoflík
490,Knoten::N,възел,uzel
491,Farbe::N,боя,barva
492,Kleidung::N,дрехи,šaty
493,Kleidung::N,дрехи,šatstvo
494,Kleidung::N,облекло,šaty
495,Kleidung::N,облекло,šatstvo
496,Hemd::N,риза,košile
497,Kragen::N,яка,límec
498,Ärmel::N,ръкав,rukáv
499,Hose::N,панталони,kalhoty
500,Gürtel::N,пояс,pás
501,Gürtel::N,пояс,opasek
502,Gürtel::N,колан,pás
503,Gürtel::N,колан,opasek
504,Mütze::N,каскет,čepice
505,Mütze::N,фуражка,čepice
506,Schuh::N,обувка,bota
507,Stiefel::N,ботуш,holínka
508,Ring::N,пръстен,prsten
509,Band::N,лента,pásek
510,Band::N,връзка,pásek
511,Kamm::N,гребен,hřeben
512,Spiegel::N,огледало,zrcadlo
513,Riemen::N,каиш,řemen
514,Riemen::N,ремък,řemen
515,Schnur::N,връв,šňůra
516,Leine::N,връв,vodítko
517,Leine::N,въже,vodítko
518,Decke::N,покривка,pokrývka
519,Decke::N,покривка,přikrývka
520,Kissen::N,възглавница,polštář
521,Tuch::N,сукно,šátek
522,Handtuch::N,пешкир,ručník
523,Handtuch::N,кърпа за лице,ručník
524,Kraft::N,мощ,síla
525,Kraft::N,сила,síla
526,Stärke::N,сила,síla
527,Gesundheit::N,здраве,zdraví
528,Krankheit::N,болест,nemoc
529,Krankheit::N,болест,choroba
530,Schmerz::N,болка,bolest
531,Wunde::N,рана,rána
532,Fieber::N,треска,horečka
533,Fieber::N,температура,horečka
534,Arznei::N,лек,lék
535,Arznei::N,лекарство,lék
536,Brücke::N,мост,most
537,Brunnen::N,чешма,studna
538,Brunnen::N,кладенец,studna
539,Weide::N,паша,pastva
540,Weide::N,паша,pastvina
541,Weide::N,пасище,pastva
542,Weide::N,пасище,pastvina
543,Pfad::N,пътека,pěšina
544,Weg::N,път,cesta
545,Straße::N,шосе,silnice
546,Dorf::N,село,vesnice
547,Stadt::N,град,město
548,Brief::N,писмо,dopis
549,Buch::N,книга,kniha
550,Buchstabe::N,буква,písmeno
551,Zeitung::N,вестник,noviny
552,Leben::N,живот,život
553,Tod::N,смърт,smrt
554,Grab::N,гроб,hrob
555,Kirche::N,църква,kostel
556,Sünde::N,грях,hřích
557,Gott::N,бог,bůh
558,Arbeiter::N,работник,dělník
559,Arbeiter::N,работник,pracovník
560,Chef::N,шеф,šéf
561,Chef::N,шеф,vedoucí
562,Chef::N,началник,šéf
563,Chef::N,началник,vedoucí
564,Meister::N,майстор,mistr
565,Arzt::N,лекар,lékař
566,Lehrer::N,учител,učitel
567,Geld::N,пари,peníze
568,Geschäft::N,сделка,obchod
569,Laden::N,дюкян,krám
570,Laden::N,магазин,krám
571,Preis::N,цена,cena
572,Ware::N,стока,zboží
573,Nutzen::N,полза,užitek
574,Nutzen::N,облага,užitek
575,Reichtum::N,богатство,bohatství
576,Welt::N,свят,svět
577,Land::N,страна,země
578,Staat::N,щат,stát
579,Staat::N,държава,stát
580,König::N,крал,král
581,Macht::N,мощ,moc
582,Macht::N,мощ,mocnost
583,Macht::N,власт,moc
584,Macht::N,власт,mocnost
585,Grenze::N,граница,hranice
586,Krieg::N,война,válka
587,Feind::N,враг,nepřítel
588,Feind::N,неприятел,nepřítel
589,Gewalt::N,сила,násilí
590,Gewalt::N,насилие,násilí
591,Kampf::N,борба,boj
592,Kampf::N,сражение,boj
593,Bogen[Waffe]::N,лък,luk
594,Pfeil::N,стрела,šíp
595,Gewehr::N,пушка,puška
596,Gewehr::N,пушка,ručnice
597,Fehler::N,грешка,chyba
598,Lüge::N,лъжа,lež
599,Schaden::N,повреда,škoda
600,Unglück::N,нещастие,neštěstí
601,Schuld::N,вина,vina
602,Alter::N,възраст,věk
603,Schluss::N,край,konec
604,Zeit::N,време,čas
605,Tag::N,ден,den
606,Morgen::N,утро,ráno
607,Morgen::N,утро,jitro
608,Morgen::N,сутрин,ráno
609,Morgen::N,сутрин,jitro
610,Mittag::N,обед,poledne
611,Mittag::N,пладне,poledne
612,Abend::N,вечер,večer
613,Nacht::N,нощ,noc
614,Woche::N,седмица,týden
615,Monat::N,месец,měsíc
616,Jahr::N,година,rok
617,Frühling::N,пролет,jaro
618,Sommer::N,лято,léto
619,Herbst::N,есен,podzim
620,Winter::N,зима,zima
621,Januar::N,януари,leden
622,Februar::N,февруари,únor
623,März::N,март,březen
624,April::N,април,duben
625,Mai::N,май,květen
626,Juni::N,юни,červen
627,Juli::N,юли,červenec
628,August::N,август,srpen
629,September::N,септември,září
630,Oktober::N,октомври,říjen
631,November::N,ноември,listopad
632,Dezember::N,декември,prosinec
633,Montag::N,понеделник,pondělí
634,Montag::N,понеделник,pondělek
635,Dienstag::N,вторник,úterý
636,Mittwoch::N,сряда,středa
637,Donnerstag::N,четвъртък,čtvrtek
638,Freitag::N,петък,pátek
639,Samstag::N,събота,sobota
640,Sonntag::N,неделя,neděle
641,groß::A,едър,velký
642,groß::A,голям,velký
643,klein::A,малък,malý
644,klein::A,дребен,malý
645,lang::A,дълъг,dlouhý
646,kurz::A,къс,krátký
647,breit::A,широк,široký
648,schmal::A,тесен,úzký
649,dicht::A,гъст,hustý
650,dick[Gegenstand]::A,дебел,tlustý
651,dünn::A,тънък,tenký
652,fein::A,фин,jemný
653,fein::A,тънък,jemný
654,fest::A,твърд,pevný
655,fest::A,плътен,pevný
656,flach::A,равен,plochý
657,flach::A,равен,placatý
658,flach::A,плосък,plochý
659,flach::A,плосък,placatý
660,glatt::A,гладък,hladký
661,hart::A,твърд,tvrdý
662,hart::A,корав,tvrdý
663,weich::A,мек,měkký
664,rund::A,кръгъл,kulatý
665,rund::A,кръгъл,okrouhlý
666,spitz::A,островръх,špičatý
667,scharf::A,остър,ostrý
668,stumpf::A,тъп,tupý
669,schwer::A,тежък,těžký
670,schön::A,хубав,pěkný
671,schön::A,хубав,krásný
672,schön::A,красив,pěkný
673,schön::A,красив,krásný
674,heiß::A,жарък,horký
675,warm::A,топъл,teplý
676,kalt::A,студен,studený
677,kühl::A,хладен,chladný
678,frisch::A,свеж,svěží
679,feucht::A,влажен,vlhký
680,nass::A,мокър,mokrý
681,trocken::A,сух,suchý
682,voll::A,пълен,plný
683,leer::A,празен,prázdný
684,offen::A,откровен,otevřený
685,geschlossen::A,закрит,zavřený
686,geschlossen::A,затворен,zavřený
687,sauber::A,чист,čistý
688,schmutzig::A,мръсен,špinavý
689,roh::A,суров,syrový
690,reif::A,зрял,zralý
691,lecker::A,вкусен,chutný
692,süß::A,сладък,sladký
693,bitter::A,горчив,hořký
694,sauer::A,кисел,kyselý
695,hell::A,ясен,světlý
696,hell::A,светъл,světlý
697,dunkel::A,тъмен,temný
698,schwarz::A,черен,černý
699,weiß::A,бял,bílý
700,rot::A,червен,rudý
701,rot::A,червен,červený
702,gelb::A,жълт,žlutý
703,blau::A,син,modrý
704,grün::A,зелен,zelený
705,grau::A,сив,šedý
706,grau::A,сив,šedivý
707,bunt::A,шарен,pestrý
708,bunt::A,пъстър,pestrý
709,billig::A,евтин,levný
710,billig::A,евтин,laciný
711,teuer::A,скъп,drahý
712,wertvoll::A,ценен,cenný
713,blind::A,сляп,slepý
714,taub::A,глух,hluchý
715,kräftig::A,силен,silný
716,stark::A,здрав,silný
717,stark::A,силен,silný
718,schwach::A,слаб,slabý
719,fett::A,тлъст,tučný
720,fett::A,тлъст,tlustý
721,schlank::A,тънък,štíhlý
722,schlank::A,строен,štíhlý
723,hübsch::A,хубав,hezký
724,böse::A,зъл,zlý
725,dumm::A,глупав,hloupý
726,faul::A,ленив,líný
727,faul::A,мързелив,líný
728,fleißig::A,прилежен,pilný
729,geizig::A,скъпернически,lakomý
730,klug::A,умен,chytrý
731,klug::A,разумен,chytrý
732,geschickt::A,умел,šikovný
733,geschickt::A,сръчен,šikovný
734,lieb::A,мил,milý
735,lieb::A,драг,milý
736,lustig::A,весел,veselý
737,sanft::A,нежен,mírný
738,sanft::A,кротък,mírný
739,hungrig::A,гладен,hladový
740,krank::A,болен,nemocný
741,nackt::A,гол,nahý
742,traurig::A,тъжен,smutný
743,traurig::A,тъжен,truchlivý
744,traurig::A,печален,smutný
745,traurig::A,печален,truchlivý
746,lebendig::A,жив,živý
747,gut::A,добър,dobrý
748,schlecht::A,лош,špatný
749,richtig::A,правилен,pravý
750,richtig::A,правилен,správný
751,schlimm::A,лош,zlý
752,wahr::A,верен,pravdivý
753,wahr::A,истински,pravdivý
754,alt::A,стар,starý
755,alt::A,древен,starý
756,neu::A,нов,nový
757,ehemalig::A,бивш,bývalý
758,alt[Lebewesen]::A,стар,starý
759,jung::A,млад,mladý
760,arm::A,беден,chudý
761,reich::A,богат,bohatý
762,bekannt::A,познат,známý
763,bekannt::A,известен,známý
764,berühmt::A,почут,slavný
765,berühmt::A,известен,slavný
766,fremd::A,чужд,cizí
767,verschieden::A,разен,různý
768,verschieden::A,разен,rozličný
769,verschieden::A,различен,různý
770,verschieden::A,различен,rozličný
771,nah::A,близък,blízký
772,fern::A,далечен,daleký
773,linker::A,ляв,levý
774,rechter::A,прав,pravý
775,anderer::A,друг,jiný
776,erster::A,пръв,první
777,erster::A,първи,první
778,zweiter::A,втори,druhý
779,dritter::A,трети,třetí
780,letzter::A,последен,poslední
781,allein::ADV,само,sám
782,auf einmal::ADV,същевременно,najednou
783,zusammen::ADV,заедно,spolu
784,zusammen::ADV,заедно,dohromady
785,lange::ADV,дълго,dlouho
786,plötzlich::ADV,изведнъж,vtom
787,plötzlich::ADV,изведнъж,náhle
788,sofort::ADV,веднага,hned
789,sofort::ADV,веднага,ihned
790,später::ADV,по-късно,později
791,jetzt::ADV,сега,teď
792,jetzt::ADV,сега,nyní
793,heute::ADV,днес,dnes
794,heute::ADV,днес,dneska
795,morgen::ADV,утре,zítra
796,bald::ADV,скоро,brzo
797,dann::ADV,после,pak
798,dann::ADV,после,potom
799,dann::ADV,тогава,pak
800,dann::ADV,тогава,potom
801,gestern::ADV,вчера,včera
802,einst::ADV,някога,kdysi
803,damals::ADV,тогава,tehdy
804,damals::ADV,тогава,tenkrát
805,danach::ADV,после,podle toho
806,danach::ADV,след това,podle toho
807,vorher::ADV,преди,dříve
808,vorher::ADV,преди,napřed
809,vorher::ADV,преди това,dříve
810,vorher::ADV,преди това,napřed
811,zuerst::ADV,най-напред,nejprve
812,zuerst::ADV,най-напред,nejdříve
813,einmal::ADV,веднъж,jednou
814,einmal::ADV,един път,jednou
815,manchmal::ADV,понякога,někdy
816,oft::ADV,често,často
817,immer::ADV,винаги,vždy
818,immer::ADV,винаги,stále
819,niemals::ADV,никога,nikdy
820,hier::ADV,тук,zde
821,hier::ADV,тук,tady
822,hier::ADV,тука,zde
823,hier::ADV,тука,tady
824,hierhin::ADV,насам,sem
825,von hier::ADV,оттук,odtud
826,von hier::ADV,оттука,odtud
827,dort::ADV,там,tam
828,dorthin::ADV,натам,tam
829,dorthin::ADV,нататък,tam
830,geradeaus::ADV,направо,rovně
831,vorwärts::ADV,напред,kupředu
832,rückwärts::ADV,назад,zpět
833,zurück::ADV,обратно,zpět
834,zurück::ADV,обратно,nazpět
835,unten::ADV,долу,dole
836,hinab::ADV,надолу,dolů
837,oben::ADV,горе,nahoře
838,oben::ADV,горе,navrchu
839,hinauf::ADV,нагоре,nahoru
840,überall::ADV,навсякъде,všude
841,nicht::ADV,не,ne
842,ein wenig::ADV,малко,trochu
843,kaum::ADV,едва,sotva
844,kaum::ADV,едвам,sotva
845,sehr::ADV,много,velmi
846,sehr::ADV,много,velice
847,sehr::ADV,твърде,velmi
848,sehr::ADV,твърде,velice
849,so::ADV,тъй,tak
850,so::ADV,тъй,takto
851,so::ADV,така,tak
852,so::ADV,така,takto
853,noch::ADV,още,ještě
854,nur::ADV,само,jen
855,nur::ADV,само,jenom
856,schon::ADV,вече,už
857,schon::ADV,вече,již
858,wieder::ADV,пак,zase
859,wieder::ADV,отново,zase
