,Concept_ID,lv,bn
125,Schlaf::N,miegs,ঘুম
126,Traum::N,вӧт,স্বপ্ন
127,Traum::N,вӧтасьӧм,স্বপ্ন
128,Traum::N,sapnis,স্বপ্ন
129,Himmel::N,енэж,আকাশ
130,Himmel::N,debess,আকাশ
131,Sonne::N,шонді,সূর্য
132,Sonne::N,saule,সূর্য
133,Mond::N,тӧлысь,চন্দ্র
134,Mond::N,mēness,চন্দ্র
135,Stern::N,кодзув,নক্ষত্র
136,Stern::N,zvaigzne,নক্ষত্র
137,Luft::N,сынӧд,বায়ু
138,Luft::N,gaiss,বায়ু
139,Wind::N,тӧв,বাতাস
140,Wind::N,vējš,বাতাস
141,Welle::N,гы,ঢেউ
142,Welle::N,гы,তরঙ্গ
143,Welle::N,vilnis,ঢেউ
144,Welle::N,vilnis,তরঙ্গ
145,Wasser::N,ва,জল
146,Wasser::N,ūdens,জল
147,Stein::N,из,ঢিল
148,Stein::N,из,প্রস্তর
149,Stein::N,akmens,ঢিল
150,Stein::N,akmens,প্রস্তর
151,Boden::N,му,ভূতল
152,Boden::N,augsne,ভূতল
153,Erde::N,му,ভূমি
154,Erde::N,му-ва,ভূমি
155,Erde::N,zeme,ভূমি
156,Staub::N,бус,ধুলা
157,Staub::N,putekļi,ধুলা
158,Rauch::N,тшын,ধোঁয়া
159,Rauch::N,dūmi,ধোঁয়া
160,Funke::N,кинь,স্ফুলিঙ্গ
161,Funke::N,би кинь,স্ফুলিঙ্গ
162,Funke::N,dzirkstele,স্ফুলিঙ্গ
163,Feuer::N,би,অগ্নি
164,Feuer::N,uguns,অগ্নি
165,Licht::N,югӧр,আলো
166,Licht::N,gaisma,আলো
167,Schatten::N,вуджӧр,ছায়া
168,Schatten::N,ēna,ছায়া
169,Wetter::N,поводдя,আবহাওয়া
170,Wetter::N,laiks,আবহাওয়া
171,Nebel::N,ру,কুহেলিকা
172,Nebel::N,онь,কুহেলিকা
173,Nebel::N,migla,কুহেলিকা
174,Wolke::N,кымӧр,মেঘ
175,Wolke::N,mākonis,মেঘ
176,Regen::N,зэр,বৃষ্টি
177,Regen::N,lietus,বৃষ্টি
178,Schnee::N,лым,তুষার
179,Schnee::N,sniegs,তুষার
180,Eis::N,йи,বরফ
181,Eis::N,ledus,বরফ
182,Frost::N,кӧдзыд,তুষার
183,Frost::N,sals,তুষার
184,Kälte::N,кӧдзыд,শৈত্য
185,Kälte::N,saltums,শৈত্য
186,Kälte::N,aukstums,শৈত্য
187,Hitze::N,пӧсь,তাপ
188,Hitze::N,гожӧд,তাপ
189,Hitze::N,karstums,তাপ
190,Raureif::N,пуж,তুহিন
191,Raureif::N,гыӧр,তুহিন
192,Raureif::N,sarma,তুহিন
193,Regenbogen::N,ӧшкамӧшка,রামধনু
194,Regenbogen::N,varavīksne,রামধনু
195,Donner::N,гым,বজ্রধ্বনি
196,Donner::N,pērkons,বজ্রধ্বনি
197,Strömung::N,ва ныр,স্রোত
198,Strömung::N,визувтӧм,স্রোত
199,Strömung::N,straume,স্রোত
200,Strömung::N,strāvojums,স্রোত
201,Tropfen::N,войт,ফোঁটা
202,Tropfen::N,lāse,ফোঁটা
203,Schaum::N,быг,ফেনা
204,Schaum::N,быгзьӧм,ফেনা
205,Schaum::N,putas,ফেনা
206,Schmutz::N,няйт,ধুলা
207,Schmutz::N,dubļi,ধুলা
208,See::N,ты,হ্রদ
209,See::N,ezers,হ্রদ
210,Sumpf::N,гыбад,জলা
211,Sumpf::N,кад,জলা
212,Sumpf::N,dumbrājs,জলা
213,Sumpf::N,staignājs,জলা
214,Moor::N,нюр,মাঠ
215,Moor::N,purvs,মাঠ
216,Moor::N,muklājs,মাঠ
217,Wiese::N,видз,তৃণভূমি
218,Wiese::N,pļava,তৃণভূমি
219,Wald::N,вӧр,বন
220,Wald::N,mežs,বন
221,Hügel::N,дзиб,পাহাড়
222,Hügel::N,мыльк,পাহাড়
223,Hügel::N,нӧрыс,পাহাড়
224,Hügel::N,paugurs,পাহাড়
225,Anhöhe::N,мыльк,টিলা
226,Anhöhe::N,нӧрыс,টিলা
227,Anhöhe::N,paugurs,টিলা
228,Berg::N,чой,পর্বত
229,Berg::N,керӧс,পর্বত
230,Berg::N,kalns,পর্বত
231,Gipfel::N,чук,শীর্ষ
232,Gipfel::N,virsotne,শীর্ষ
233,Höhle::N,рудӧг,গুহা
234,Höhle::N,ala,গুহা
235,Abhang::N,ньывк,ঢাল
236,Abhang::N,бокша,ঢাল
237,Abhang::N,nogāze,ঢাল
238,Quelle::N,ӧшмӧс,উৎস
239,Quelle::N,avots,উৎস
240,Bach::N,шор,ক্ষুদ্র নদী
241,Bach::N,urga,ক্ষুদ্র নদী
242,Bach::N,strauts,ক্ষুদ্র নদী
243,Fluss::N,ю,নদী
244,Fluss::N,upe,নদী
245,Ufer::N,вадор,উপকূল
246,Ufer::N,krasts,উপকূল
247,Küste::N,вадор,তীর
248,Küste::N,piekraste,তীর
249,Festland::N,му,ভূমি
250,Festland::N,sauszeme,ভূমি
251,Meer::N,саридз,সমুদ্র
252,Meer::N,jūra,সমুদ্র
253,Bucht::N,куръя,উপসাগর
254,Bucht::N,līcis,উপসাগর
255,Insel::N,ді,দ্বীপ
256,Insel::N,sala,দ্বীপ
257,Blume::N,дзоридз,ফুল
258,Blume::N,puķe,ফুল
259,Blume::N,zieds,ফুল
260,Gras::N,турун,ঘাস
261,Gras::N,zāle,ঘাস
262,Wurzel::N,вуж,শিকড়
263,Wurzel::N,sakne,শিকড়
264,Baum::N,пу,গাছ
265,Baum::N,koks,গাছ
266,Stamm::N,пучер,স্কন্ধ
267,Stamm::N,stumbrs,স্কন্ধ
268,Rinde::N,кырсь,বল্কল
269,Rinde::N,miza,বল্কল
270,Ast::N,ув,শাখা
271,Ast::N,zars,শাখা
272,Zweig::N,вож,ডাল
273,Zweig::N,nozare,ডাল
274,Blatt::N,кор,পর্ণ
275,Blatt::N,lapa,পর্ণ
276,Birke::N,кыдз,ভুর্জ
277,Birke::N,bērzs,ভুর্জ
278,Kiefer[Baum]::N,пожӧм,পাইন গাছ
279,Kiefer[Baum]::N,priede,পাইন গাছ
280,Weide[Baum]::N,бадь,উইলো
281,Weide[Baum]::N,kārkls,উইলো
282,Tanne::N,коз,দেবদারূ গাছ
283,Tanne::N,egle,দেবদারূ গাছ
284,Horn::N,сюр,শিং
285,Horn::N,rags,শিং
286,Feder::N,гӧн,পালক
287,Feder::N,тывборд,পালক
288,Feder::N,spalva,পালক
289,Fell::N,ку,রোম
290,Fell::N,āda,রোম
291,Flügel::N,борд,ডানা
292,Flügel::N,spārns,ডানা
293,Klaue::N,гыж,নখর
294,Klaue::N,nags,নখর
295,Kralle::N,гыж,নখর
296,Kralle::N,nags,নখর
297,Schwanz::N,бӧж,লেজ
298,Schwanz::N,ļipa,লেজ
299,Ei::N,кольк,ডিম
300,Ei::N,ola,ডিম
301,Nest::N,поз,কুলায়
302,Nest::N,ligzda,কুলায়
303,Bau::N,горс,ডেরা
304,Bau::N,пырмӧс,ডেরা
305,Bau::N,гу,ডেরা
306,Bau::N,ala,ডেরা
307,Tier::N,пемӧс,জন্তু
308,Tier::N,dzīvnieks,জন্তু
309,Herde::N,стада,ঝাঁক
310,Herde::N,кельӧб,ঝাঁক
311,Herde::N,ganāmpulks,ঝাঁক
312,Kuh::N,мӧс,গোরু
313,Kuh::N,govs,গোরু
314,Bulle::N,ӧш,বৃষ
315,Bulle::N,bullis,বৃষ
316,Pferd::N,вӧв,ঘোড়া
317,Pferd::N,zirgs,ঘোড়া
318,Schaf::N,ыж,ভেড়া
319,Schaf::N,aita,ভেড়া
320,Schwein::N,порсь,শূকর
321,Schwein::N,cūka,শূকর
322,Hund::N,пон,কুকুর
323,Hund::N,suns,কুকুর
324,Katze::N,кань,বেড়াল
325,Katze::N,kaķis,বেড়াল
326,Bär::N,ош,ভল্লুক
327,Bär::N,lācis,ভল্লুক
328,Eichhörnchen::N,ур,কাঠবিড়াল
329,Eichhörnchen::N,vāvere,কাঠবিড়াল
330,Elch::N,йӧра,হরিণবিশেষ
331,Elch::N,alnis,হরিণবিশেষ
332,Fuchs::N,руч,পাঁতিশিয়াল
333,Fuchs::N,lapsa,পাঁতিশিয়াল
334,Hase::N,кӧч,শশক
335,Hase::N,zaķis,শশক
336,Maus::N,шыр,নেংটি ইঁদুর
337,Maus::N,pele,নেংটি ইঁদুর
338,Wolf::N,кӧин,নেকড়ে
339,Wolf::N,vilks,নেকড়ে
340,Vogel::N,кай,পক্ষী
341,Vogel::N,лэбач,পক্ষী
342,Vogel::N,putns,পক্ষী
343,Schwarm::N,чукӧр,ঝাঁক
344,Schwarm::N,spiets,ঝাঁক
345,Huhn::N,курӧг,মোরগ
346,Huhn::N,vista,মোরগ
347,Hahn::N,петук,কুক্কুট
348,Hahn::N,gailis,কুক্কুট
349,Gans::N,дзодзӧг,হংসী
350,Gans::N,zoss,হংসী
351,Adler::N,кутш,ইগল
352,Adler::N,ērglis,ইগল
353,Ente::N,утка,হংসী
354,Ente::N,pīle,হংসী
355,Eule::N,сюзь,পেচক
356,Eule::N,pūce,পেচক
357,Kranich::N,тури,সারস
358,Kranich::N,dzērve,সারস
359,Krähe::N,рака,কাক
360,Krähe::N,vārna,কাক
361,Kuckuck::N,кӧк,কোকিল
362,Kuckuck::N,dzeguze,কোকিল
363,Schwan::N,юсь,মরাল
364,Schwan::N,gulbis,মরাল
365,Fisch::N,чери,মাছ
366,Fisch::N,zivs,মাছ
367,Barsch::N,ёкыш,মৎন্যবিশেষ
368,Barsch::N,asaris,মৎন্যবিশেষ
369,Hecht::N,сир,বানমাছ
370,Hecht::N,līdaka,বানমাছ
371,Schlange[Tier]::N,кый,সর্প
372,Schlange[Tier]::N,čūska,সর্প
373,Wurm::N,номыр,কীট
374,Wurm::N,tārps,কীট
375,Spinne::N,черань,মাকড়সা
376,Spinne::N,zirneklis,মাকড়সা
377,Ameise::N,кодзувкот,পিপীলিকা
378,Ameise::N,skudra,পিপীলিকা
379,Laus::N,той,উকুন
380,Laus::N,uts,উকুন
381,Mücke::N,ном,মশা
382,Mücke::N,ods,মশা
383,Fliege::N,гут,মাছি
384,Fliege::N,muša,মাছি
385,Schmetterling::N,бобув,প্রজাপতি
386,Schmetterling::N,tauriņš,প্রজাপতি
387,Beere::N,тусь,বেরি
388,Beere::N,вотӧс,বেরি
389,Beere::N,oga,বেরি
390,Apfel::N,яблӧг,আপেল
391,Apfel::N,ābols,আপেল
392,Pilz::N,тшак,ছত্রক
393,Pilz::N,sēne,ছত্রক
394,Zwiebel::N,луккок,পিয়াজ
395,Zwiebel::N,йӧнгыль,পিয়াজ
396,Zwiebel::N,sīpols,পিয়াজ
397,Saat::N,тусь,বীজ
398,Saat::N,кӧйдыс,বীজ
399,Saat::N,sēkla,বীজ
400,Korn::N,тусь,শস্য
401,Korn::N,grauds,শস্য
402,Heu::N,турун,খড়
403,Heu::N,siens,খড়
404,Schale::N,кор,খোসা
405,Schale::N,čaula,খোসা
406,Schale::N,čaumala,খোসা
407,Grube::N,гу,গর্ত
408,Grube::N,bedre,গর্ত
409,Falle::N,лэч,ফাঁদ
410,Falle::N,slazds,ফাঁদ
411,Falle::N,lamatas,ফাঁদ
412,Schlinge::N,лэч,পাশ
413,Schlinge::N,cilpa,পাশ
414,Spur::N,туй,চিহ্ন
415,Spur::N,pēda,চিহ্ন
416,Asche::N,пӧм,ভস্ম
417,Asche::N,pelni,ভস্ম
418,Dreck::N,няйт,ময়লা
419,Dreck::N,dubļi,ময়লা
420,Eisen::N,кӧрт,লোহা
421,Eisen::N,dzelzs,লোহা
422,Gold::N,зарни,স্বর্ণ
423,Gold::N,zelts,স্বর্ণ
424,Silber::N,эзысь,রৌপ্য
425,Silber::N,sudrabs,রৌপ্য
426,Kohle::N,шом,অঙ্গার
427,Kohle::N,ogle,অঙ্গার
428,Glas::N,стеклӧ,কাচ
429,Glas::N,stikls,কাচ
430,Lehm::N,сёй,মৃত্তিকা
431,Lehm::N,māls,মৃত্তিকা
432,Sand::N,лыа,বালি
433,Sand::N,smiltis,বালি
434,Mensch::N,морт,নর
435,Mensch::N,морт,মানুষ
436,Mensch::N,cilvēks,নর
437,Mensch::N,cilvēks,মানুষ
438,Mann::N,аймӧрт,মানুষ
439,Mann::N,мужичӧй,মানুষ
440,Mann::N,vīrietis,মানুষ
441,Frau::N,ань,নারী
442,Frau::N,нывбаба,নারী
443,Frau::N,sieviete,নারী
444,Kind::N,кага,বাচ্চা
445,Kind::N,bērns,বাচ্চা
446,Junge::N,пи,ছেলে
447,Junge::N,zēns,ছেলে
448,Junge::N,puika,ছেলে
449,Junge::N,puisis,ছেলে
450,Mädchen::N,ныв,মেয়ে
451,Mädchen::N,meiča,মেয়ে
452,Mädchen::N,skuķis,মেয়ে
453,Mädchen::N,meitene,মেয়ে
454,Familie::N,семья,পরিবার
455,Familie::N,ģimene,পরিবার
456,Großvater::N,пӧль,মাতামহ
457,Großvater::N,vecaistēvs,মাতামহ
458,Großmutter::N,баб,মাতামহী
459,Großmutter::N,vecāmāte,মাতামহী
460,Eltern::N,ай-мам,মাতাপিতা
461,Eltern::N,бать-мам,মাতাপিতা
462,Eltern::N,vecāki,মাতাপিতা
463,Vater::N,бать,পিতা
464,Vater::N,ай,পিতা
465,Vater::N,tēvs,পিতা
466,Mutter::N,мам,মাতা
467,Mutter::N,māte,মাতা
468,Sohn::N,пи,ছেলে
469,Sohn::N,dēls,ছেলে
470,Tochter::N,ныв,মেয়ে
471,Tochter::N,meita,মেয়ে
472,Bruder::N,вок,দাদা
473,Bruder::N,brālis,দাদা
474,Schwester::N,чой,বোন
475,Schwester::N,чой,দিদি
476,Schwester::N,māsa,বোন
477,Schwester::N,māsa,দিদি
478,Onkel::N,дядь,মামা
479,Onkel::N,tēvocis,মামা
480,Tante::N,тьӧт,মাসী
481,Tante::N,tante,মাসী
482,Ehemann::N,верӧс,স্বামী
483,Ehemann::N,vīrs,স্বামী
484,Ehefrau::N,гӧтыр,পত্নী
485,Ehefrau::N,sieva,পত্নী
486,Freude::N,радлун,উল্লাস
487,Freude::N,prieks,উল্লাস
488,Gelächter::N,серам,হাসি
489,Gelächter::N,smiekli,হাসি
490,Glück::N,шуд,সুখ
491,Glück::N,laime,সুখ
492,Kummer::N,шог,দুঃখ
493,Kummer::N,bēdas,দুঃখ
494,Kummer::N,raizes,দুঃখ
495,Wunsch::N,кӧсйӧм,আকাঙ্ক্ষা
496,Wunsch::N,vēlme,আকাঙ্ক্ষা
497,Wunsch::N,vēlējums,আকাঙ্ক্ষা
498,Lust::N,кыскӧм,বাসনা
499,Lust::N,радейтӧм,বাসনা
500,Lust::N,kāre,বাসনা
501,Geist::N,лов,আত্না
502,Geist::N,gars,আত্না
503,Gedanke::N,мӧвп,চিন্তা
504,Gedanke::N,doma,চিন্তা
505,Gedächtnis::N,паметь,স্মরণশক্তি
506,Gedächtnis::N,atmiņa,স্মরণশক্তি
507,Verstand::N,вежӧр,মন
508,Verstand::N,prāts,মন
509,Sinn::N,мог,পদার্থ
510,Sinn::N,вежӧртас,পদার্থ
511,Sinn::N,nozīme,পদার্থ
512,Grund::N,помка,কারণ
513,Grund::N,pamats,কারণ
514,Grund::N,iemesls,কারণ
515,Wahrheit::N,збыль,সত্য
516,Wahrheit::N,збыльтор,সত্য
517,Wahrheit::N,taisnība,সত্য
518,Wahrheit::N,patiesība,সত্য
519,Gespräch::N,сёрни,কথাবার্তা
520,Gespräch::N,saruna,কথাবার্তা
521,Märchen::N,мойд,রূপকথা
522,Märchen::N,pasaka,রূপকথা
523,Erzählung::N,висьт,গল্প
524,Erzählung::N,stāsts,গল্প
525,Erzählung::N,nostāsts,গল্প
526,Nachricht::N,юӧртӧм,তথ্য
527,Nachricht::N,ziņa,তথ্য
528,Neuigkeit::N,выльтор,খবরাখবর
529,Neuigkeit::N,jaunums,খবরাখবর
530,Name::N,ним,নাম
531,Name::N,vārds,নাম
532,Rätsel::N,нӧдкыв,ধাঁধা
533,Rätsel::N,mīkla,ধাঁধা
534,Rede::N,сёрни,বক্তৃতা
535,Rede::N,runa,বক্তৃতা
536,Sprache::N,кыв,ভাষা
537,Sprache::N,valoda,ভাষা
538,Stimme::N,гӧлӧс,স্বর
539,Stimme::N,вом шы,স্বর
540,Stimme::N,balss,স্বর
541,Wort::N,кыв,শব্দ
542,Wort::N,vārds,শব্দ
543,Zeichen::N,пас,প্রতীক
544,Zeichen::N,zīme,প্রতীক
545,Ruf::N,чукӧстчӧм,ডাক
546,Ruf::N,корӧм,ডাক
547,Ruf::N,sauciens,ডাক
548,Lärm::N,шы,হৈচৈ
549,Lärm::N,зык,হৈচৈ
550,Lärm::N,зычитӧм,হৈচৈ
551,Lärm::N,troksnis,হৈচৈ
552,Laut::N,шы,ধ্বনি
553,Laut::N,skaņa,ধ্বনি
554,Ton::N,шы,স্বর
555,Ton::N,tonis,স্বর
556,Lied::N,сьылан,গান
557,Lied::N,сьыланкыв,গান
558,Lied::N,dziesma,গান
559,Ruhe::N,чӧв,শান্তি
560,Ruhe::N,miers,শান্তি
561,Leute::N,йӧз,প্রজাপুঞ্জ
562,Leute::N,войтыр,প্রজাপুঞ্জ
563,Leute::N,ļaudis,প্রজাপুঞ্জ
564,Leute::N,cilvēki,প্রজাপুঞ্জ
565,Volk::N,йӧз,জাতি
566,Volk::N,войтыр,জাতি
567,Volk::N,tauta,জাতি
568,Arbeit::N,удж,চাকরি
569,Arbeit::N,darbs,চাকরি
570,Gast::N,гӧсть,অতিথি
571,Gast::N,viešņa,অতিথি
572,Gast::N,ciemiņš,অতিথি
573,Geschenk::N,козин,উপহার
574,Geschenk::N,dāvana,উপহার
575,Spiel::N,ворсан,খেলা
576,Spiel::N,rotaļa,খেলা
577,Gesellschaft::N,котыр,সঙ্গিগণ
578,Gesellschaft::N,biedrība,সঙ্গিগণ
579,Gesellschaft::N,kompānija,সঙ্গিগণ
580,Hilfe::N,отсӧг,সাহায্য
581,Hilfe::N,palīdzība,সাহায্য
582,Freund::N,ёрт,বন্ধু
583,Freund::N,draugs,বন্ধু
584,Kamerad::N,ёрт,সঙ্গী
585,Kamerad::N,biedrs,সঙ্গী
586,Angelegenheit::N,мог,বিষয়
587,Angelegenheit::N,делӧ,বিষয়
588,Angelegenheit::N,darīšana,বিষয়
589,Anzahl::N,лыд,পরিমাণ
590,Anzahl::N,тшӧт,পরিমাণ
591,Anzahl::N,skaits,পরিমাণ
592,Anzahl::N,daudzums,পরিমাণ
593,Art::N,сикас,রকম
594,Art::N,suga,রকম
595,Art::N,šķira,রকম
596,Stück::N,тор,টুকরো
597,Stück::N,gabals,টুকরো
598,Teil::N,юкӧн,অংশ
599,Teil::N,daļa,অংশ
600,Hälfte::N,пӧв,অর্ধেক
601,Hälfte::N,джын,অর্ধেক
602,Hälfte::N,puse,অর্ধেক
603,Kreis::N,кытш,বৃত্ত
604,Kreis::N,aplis,বৃত্ত
605,Kreis::N,riņķis,বৃত্ত
606,Kreuz::N,перна,ক্রুশ
607,Kreuz::N,крест,ক্রুশ
608,Kreuz::N,krusts,ক্রুশ
609,Linie::N,визь,রেখা
610,Linie::N,līnija,রেখা
611,Strich::N,визь,কষি
612,Strich::N,svītra,কষি
613,Abstand::N,кост,ফাঁক
614,Abstand::N,коласт,ফাঁক
615,Abstand::N,atstarpe,ফাঁক
616,Entfernung::N,ылна,ব্যবধান
617,Entfernung::N,attālums,ব্যবধান
618,Entfernung::N,atstatums,ব্যবধান
619,Gegend::N,му-ва,ক্ষেত্র
620,Gegend::N,apvidus,ক্ষেত্র
621,Gegend::N,apgabals,ক্ষেত্র
622,Platz::N,ылдӧс,জায়গা
623,Platz::N,йир,জায়গা
624,Platz::N,гӧгӧртас,জায়গা
625,Platz::N,vieta,জায়গা
626,Ort::N,ин,স্থান
627,Ort::N,места,স্থান
628,Ort::N,vieta,স্থান
629,Seite::N,бок,পার্শ্ব
630,Seite::N,ӧтарладор,পার্শ্ব
631,Seite::N,sāns,পার্শ্ব
632,Mitte::N,шӧр,মধ্য
633,Mitte::N,vidus,মধ্য
634,Gegenstand::N,кӧлуй,জিনিস
635,Gegenstand::N,priekšmets,জিনিস
636,Sache::N,добра,বস্তু
637,Sache::N,lieta,বস্তু
638,Rand::N,дор,কানা
639,Rand::N,mala,কানা
640,Rand::N,apmale,কানা
641,Kante::N,дор,ধার
642,Kante::N,šķautne,ধার
643,Ecke::N,пельӧс,কোণ
644,Ecke::N,kakts,কোণ
645,Ecke::N,stūris,কোণ
646,Spitze::N,йыв,ডগা
647,Spitze::N,smaile,ডগা
648,Spitze::N,galotne,ডগা
649,Ende::N,пом,প্রান্ত
650,Ende::N,gals,প্রান্ত
651,Ende::N,uzgalis,প্রান্ত
652,Loch::N,розь,গর্ত
653,Loch::N,caurums,গর্ত
654,Winkel::N,пельӧс,কোণ
655,Winkel::N,leņķis,কোণ
656,Muster::N,сер,নমুন্
657,Muster::N,piemērs,নমুন্
658,Größe::N,ыджда,আয়তন
659,Größe::N,lielums,আয়তন
660,Länge::N,кузьта,দৈর্ঘ্য
661,Länge::N,garums,দৈর্ঘ্য
662,Höhe::N,джуджда,উচ্চতা
663,Höhe::N,augstums,উচ্চতা
664,Gewicht::N,сьӧкта,ওজন
665,Gewicht::N,сьӧкталун,ওজন
666,Gewicht::N,svars,ওজন
667,Gewicht::N,smagums,ওজন
668,Menge::N,лун,পরিমাণ
669,Menge::N,числӧ,পরিমাণ
670,Menge::N,masa,পরিমাণ
671,Menge::N,daudzums,পরিমাণ
672,Haufen::N,чукӧр,পুঞ্জ
673,Haufen::N,čupa,পুঞ্জ
674,Haufen::N,grēda,পুঞ্জ
675,Haufen::N,kaudze,পুঞ্জ
676,Reihe::N,рад,শ্রেণী
677,Reihe::N,rinda,শ্রেণী
678,Reihe::N,virkne,শ্রেণী
679,Boot::N,пыж,নৌকা
680,Boot::N,laiva,নৌকা
681,Ruder::N,пелыс,দাঁড়
682,Ruder::N,ӧпаснӧй,দাঁড়
683,Ruder::N,airis,দাঁড়
684,Ruder::N,irklis,দাঁড়
685,Schlitten::N,дадь,স্নেজ্-গাড়ি
686,Schlitten::N,ragavas,স্নেজ্-গাড়ি
687,Ski::N,лызь,শী
688,Ski::N,slēpe,শী
689,Lagerfeuer::N,бипур,অগ্নি
690,Lagerfeuer::N,ugunskurs,অগ্নি
691,Last::N,сьӧкыдтор,বোঝা
692,Last::N,krava,বোঝা
693,Gang::N,мунӧм,হণ্টন
694,Gang::N,ветлӧм,হণ্টন
695,Gang::N,eja,হণ্টন
696,Gang::N,gājums,হণ্টন
697,Schritt::N,воськов,পদ
698,Schritt::N,воськовтӧм,পদ
699,Schritt::N,solis,পদ
