,Concept_ID,az,be
807,vierzig::NUM,qırx,сорак
808,fünfzig::NUM,əlli,пядзесят
809,sechzig::NUM,altmış,шесдзесят
810,siebzig::NUM,yetmiş,семдзесят
811,achtzig::NUM,səksən,восемдзесят
812,neunzig::NUM,doxsan,дзевяноста
813,hundert::NUM,yüz,сто
814,tausend::NUM,min,тысяча
815,und::CNJ,və,і
816,und::CNJ,və,ды
817,oder::CNJ,ya,або
818,stehen::V,durmaq,стаяць
819,sitzen::V,oturmaq,сядзець
820,liegen::V,uzanmaq,ляжаць
821,hängen::V,asılmaq,вісець
822,werden::V,olmaq,стаць
823,werden::V,olmaq,зрабіцца
824,passieren::V,olmaq,трапіцца
825,passieren::V,baş vermək,трапіцца
826,beginnen::V,başlamaq,пачацца
827,enden::V,bitmək,кончыцца
828,wechseln::V,dəyişmək,мяняцца
829,aufgehen[Sonne]::V,doğmaq,узысці
830,untergehen[Sonne]::V,batmaq,зайсці
831,scheinen[Sonne]::V,parlamaq,свяціць
832,donnern::V,guruldamaq,грымець
833,wehen::V,əsmək,дзьмуць
834,strömen::V,axmaq,ліцца
835,fließen::V,axmaq,цячы
836,sich drehen::V,dönmək,круціцца
837,sich drehen::V,dönmək,варочацца
838,schwanken::V,yellənmək,хістацца
839,schwingen::V,yellənmək,гайдацца
840,schwingen::V,yellənmək,калыхацца
841,fallen::V,düşmek,падаць
842,brennen::V,yanmaq,гарэць
843,rauchen::V,tüstüləmək,дымець
844,regnen::V,yağmaq,дажджыць
845,gefrieren::V,donmaq,замерзнуць
846,tauen::V,ərimək,раставаць
847,schmelzen::V,ərimək,плавіцца
848,trocknen::V,qurumaq,сохнуць
849,sieden::V,qaynamaq,кіпець
850,faulen::V,çürümək,гнісці
851,verfaulen::V,çürümək,згнісці
852,reißen::V,yırtılmaq,ірвацца
853,versinken::V,batmaq,тануць
854,vergehen::V,ötmək,праходзіць
855,erscheinen::V,görünmək,зʼявіцца
856,verschwinden::V,yox olmaq,знікнуць
857,sinken::V,enmək,спадаць
858,abnehmen::V,azalmaq,паменшыцца
859,zunehmen::V,artmaq,павялічвацца
860,steigen::V,yüksəlmək,паднімацца
861,wachsen::V,böyümək,расці
862,glänzen::V,parlamaq,блішчаць
863,funkeln::V,parıldamaq,бліскаць
864,lärmen::V,səs-küy etmək,шумець
865,läuten::V,çalmaq,званіць
866,klingeln::V,zəng etmək,званіць
867,klirren::V,cingildəmək,бразгаць
868,brausen::V,gurlamaq,бушаваць
869,rauschen::V,xışıldamaq,шастаць
870,klingen::V,səslənmək,гучаць
871,bellen::V,hürmək,брахаць
872,heulen::V,ulamaq,выць
873,blasen::V,üfləmək,дзьмухнуць
874,pfeifen::V,fit vermek,свістаць
875,schreien::V,bağırmaq,крычаць
876,schreien::V,qışqırmaq,крычаць
877,stöhnen::V,inləmək,стагнаць
878,zittern::V,titrəmək,дрыжаць
879,leben::V,yaşamaq,жыць
880,geboren werden::V,doğmaq,нарадзіцца
881,atmen::V,nəfəs almaq,дыхаць
882,trinken::V,içmek,піць
883,essen::V,yemək,есці
884,schlucken::V,udmaq,глытаць
885,müde werden::V,yorulmaq,стаміцца
886,einschlafen::V,yuxuya getmək,заснуць
887,schlafen::V,uyumaq,спаць
888,aufwachen::V,oyanmaq,рассыпацца
889,aufstehen::V,yuxudan durmaq,устаць
890,sich erholen::V,dincəlmək,адпачываць
891,krank werden::V,xəstə olmaq,захварэць
892,krank sein::V,azarlanmaq,хварэць
893,krank sein::V,xəstələnmək,хварэць
894,schmerzen::V,ağrimaq,балець
895,husten::V,öksürmək,кашляць
896,genesen::V,sağalmaq,паправіцца
897,genesen::V,sağalmaq,паздаравець
898,sterben::V,ölmək,памерці
899,sterben::V,vəfat etmək,памерці
900,umkommen::V,həlak olmaq,загінуць
901,sich bewegen::V,hərəkət etmək,рухацца
902,sich rühren::V,tərpənmək,варушыцца
903,sich erheben::V,qalxmaq,устаць
904,sich setzen::V,oturmaq,сесці
905,hinfallen::V,yıxılmaq,упасці
906,laufen::V,yerimək,хадзіць
907,schreiten::V,addım atmaq,шагаць
908,schreiten::V,addım atmaq,крочыць
909,spazierengehen::V,gəzmək,гуляць
910,eilen::V,atılmaq,спяшацца
911,sich beeilen::V,tələsmək,спяшацца
912,sausen::V,çırpmaq,імчацца
913,rennen::V,qaçmaq,бегаць
914,springen::V,sıçramaq,скакаць
915,klettern::V,dırmanmaq,лазіць
916,schaukeln::V,sallanmaq,гайдацца
917,kriechen::V,sürünmək,поўзаць
918,schwimmen::V,üzmek,плаваць
919,tauchen::V,dalmaq,ныраць
920,rudern::V,avarlamaq,веславаць
921,fahren::V,sürmək,ехаць
922,fliegen::V,uçmaq,лятаць
923,gehen::V,getmək,ісці
924,weggehen::V,getmək,пайсці
925,abfahren::V,yola düşmək,адʼяжджаць
926,anhalten::V,saxlamaq,спыніцца
927,anhalten::V,saxlamaq,затрымацца
928,hineingehen::V,girmək,уваходзіць
929,eintreten::V,girmək,увайсці
930,eintreten::V,daxil olmaq,увайсці
931,kommen::V,gəlmək,прыйсці
932,ankommen::V,gəlib çatmaq,прыбыць
933,zurückkommen::V,qayıtmaq,вярнуцца
934,bleiben::V,qalmaq,застацца
935,warten::V,gözləmək,чакаць
936,erwarten::V,bəkləmək,чакаць
937,suchen::V,aramaq,шукаць
938,suchen::V,axtarmaq,шукаць
939,finden::V,tapmaq,знайсці
940,versuchen::V,çalışmaq,прабаваць
941,vorbereiten::V,hazırlamaq,падрыхтаваць
942,lieben::V,sevmək,кахаць
943,mögen::V,xoşlamaq,любіць
944,lachen::V,gülmək,смяяцца
945,rühren::V,həyəcanlandırmaq,расчуліць
946,weinen::V,ağlamaq,плакаць
947,schimpfen::V,küfr etmək,лаяцца
948,sich ärgern::V,acıqlanmaq,сердаваць
949,sich fürchten::V,qorxmaq,баяцца
950,fürchten::V,qorxmaq,баяцца
951,fliehen::V,qaçmaq,уцякаць
952,flüchten::V,qaçmaq,уцячы
953,sehen::V,görmək,бачыць
954,anschauen::V,baxmaq,паглядзець
955,ansehen::V,baxmaq,глядзець
956,hören::V,duymaq,чуць
957,hören::V,eşitmək,чуць
958,zuhören::V,dinləmək,слухаць
959,probieren::V,dadına baxmaq,каштаваць
960,riechen::V,qoxlamaq,нюхаць
961,fühlen::V,duymaq,адчуваць
962,scheinen::V,görünmək,здавацца
963,zu sehen sein::V,görünmək,віднецца
964,vernehmen::V,eşitmək,пачуць
965,frieren::V,üşümək,мёрзнуць
966,tun::V,etmək,рабіць
967,können::V,bilmək,умець
968,können::V,bacarmaq,умець
969,wollen::V,istəmək,хацець
970,anfangen::V,başlamaq,пачаць
971,beenden::V,bitirmək,закончыць
972,aufhören::V,bitmək,перастаць
973,aufhören::V,qurtarmaq,перастаць
974,gelingen::V,müvəffəq olmaq,удацца
975,geraten::V,düşmək,аказацца
976,öffnen::V,açmaq,адчыніць
977,schließen::V,qapamaq,зачыніць
978,stellen::V,qoymaq,паставіць
979,setzen::V,oturtmaq,пасадзіць
980,legen::V,qoymaq,класці
981,berühren::V,toxunmaq,чапаць
982,verbinden::V,bağlamaq,звязаць
983,bedecken::V,örtmək,накрыць
984,aufhängen::V,asmaq,павесіць
985,anzünden::V,yandırmaq,запаліць
986,aufheben::V,qaldırmaq,падняць
987,zurücklassen::V,buraxmaq,пакінуць
988,verlieren::V,itirmək,згубіць
989,fallen lassen::V,düşürmək,упусціць
990,machen::V,etmək,зрабіць
991,herstellen::V,istehsal etmək,вырабіць
992,bauen::V,tikmək,будаваць
993,reparieren::V,təmir etmək,правіць
994,verbessern::V,düzəltmək,палепшыць
995,ändern::V,dəyişdirmək,змяніць
996,graben::V,qazımaq,капаць
997,beugen::V,əymək,сагнуць
998,biegen::V,bükmək,пагнуць
999,drehen::V,döndərmək,вярцець
1000,wenden::V,çevirmək,павярнуць
1001,umdrehen::V,çevirmək,перавярнуць
1002,heben::V,qaldırmaq,падымаць
1003,hochheben::V,qaldırmaq,падняць
1004,ergreifen::V,tutmaq,схапіць
1005,ergreifen::V,tutmaq,схваціць
1006,halten::V,saxlamaq,трымаць
1007,drücken::V,sıxmaq,націскаць
1008,schieben::V,sürmək,пхаць
1009,schieben::V,sürmək,штурхаць
1010,kratzen::V,qaşımaq,скрэбці
1011,lecken::V,yalamaq,лізаць
1012,beißen::V,dişləmək,кусаць
1013,abreißen::V,qoparmaq,адарваць
1014,abschneiden::V,ayırmaq,адрэзаць
1015,binden::V,bağlamaq,вязаць
1016,stecken::V,soxmaq,уваткнуць
1017,brechen::V,qırmaq,зламаць
1018,klopfen::V,sındırmaq,стукаць
1019,hauen::V,vurmaq,біць
1020,kleben::V,apışdırmaq,клеіць
1021,reiben::V,ovmaq,церці
1022,streichen::V,sürtmək,намазаць
1023,schleifen::V,bülövləmək,тачыць
1024,schneiden::V,kəsmək,рэзаць
1025,rütteln::V,sirkələmək,хістаць
1026,schütteln::V,çalxalamaq,трэсці
1027,schwenken::V,yelləmək,махаць
1028,schütten::V,tökmək,наліць
1029,füllen::V,doldurmaq,напоўніць
1030,einwickeln::V,sarımaq,загарнуць
1031,tragen::V,daşımaq,несці
1032,schleppen::V,sürükləmək,цягнуць
1033,ziehen::V,çəkmək,цягнуць
1034,aufbewahren::V,gizlətmək,захоўваць
1035,werfen::V,atmaq,кідаць
1036,fangen::V,tutmaq,лавіць
1037,packen::V,yaxalamaq,схапіць
1038,packen::V,yaxalamaq,схваціць
1039,verstecken::V,gizlətmək,схаваць
1040,teilen::V,bölmək,раздзяліць
1041,schicken::V,yollamaq,пасылаць
1042,schicken::V,göndərmək,пасылаць
1043,bringen::V,gətirmək,прынесці
1044,hinzufügen::V,əlavə etmək,дабавіць
1045,bekommen::V,almaq,дастаць
1046,bekommen::V,əldə etmək,дастаць
1047,erhalten::V,almaq,атрымаць
1048,nehmen::V,almaq,ўзяць
1049,wählen::V,seçmək,выбраць
1050,auswählen::V,arımaq,адабраць
1051,bewahren::V,qorumaq,захаваць
1052,behindern::V,mane olmaq,перашкаджаць
1053,verderben::V,pozmaq,сапсаваць
1054,beschädigen::V,zədələmək,пашкодзіць
1055,zerbrechen::V,qırmaq,разбіць
1056,zerbrechen::V,sındırmaq,разбіць
1057,zerreißen::V,yırtmaq,разадраць
1058,zerstören::V,dağıtmaq,разбурыць
1059,verbrennen::V,yandırmaq,спаліць
1060,geben::V,vermək,даць
1061,reichen::V,uzatmaq,перадаць
1062,schenken::V,vermək,дарыць
1063,versprechen::V,vəd vermək,абяцаць
1064,wünschen::V,arzulamaq,жадаць
1065,loben::V,tərifləmək,хваліць
1066,küssen::V,öpmək,цалаваць
1067,wiegen::V,tərpətmək,гушкаць
1068,wiegen::V,tərpətmək,калыхаць
1069,zudecken::V,örtmək,накрыць
1070,wecken::V,oyatmaq,пабудзіць
1071,zeigen::V,göstərmək,паказаць
1072,führen::V,rəhbərlik etmək,весці
1073,lehren::V,öyrətmək,вучыць
1074,unterrichten::V,öyrətmək,выкладаць
1075,unterrichten::V,dərs vermək,выкладаць
1076,aufziehen::V,tərbiyə etmək,выхаваць
1077,leiten::V,idarə etmək,кіраваць
1078,antreiben::V,bizləmək,падганяць
1079,lassen::V,-tırmaq,прымусіць
1080,einladen::V,dəvət etmək,запрасіць
1081,vereinigen::V,birləşdirmək,абʼяднаць
1082,besuchen::V,baş çəkmək,наведаць
1083,besuchen::V,ziyarət etmək,наведаць
1084,treffen::V,rastlaşmaq,сустрэць
1085,treffen::V,rast gəlmək,сустрэць
1086,sich versammeln::V,toplanmaq,сабрацца
1087,spielen::V,oynamaq,гуляць
1088,singen::V,oxumaq,пець
1089,singen::V,oxumaq,спяваць
1090,tanzen::V,oynamaq,танцаваць
1091,tanzen::V,rəqs etmək,танцаваць
1092,sich trennen::V,ayrılmaq,расстацца
1093,verlassen::V,tərk etmək,пакінуць
1094,retten::V,xilas etmək,выратаваць
1095,bewachen::V,gözətmək,ахоўваць
1096,schützen::V,qorumaq,уберагаць
1097,verteidigen::V,qorumaq,абараніць
1098,sich schlagen::V,döyüşmək,біцца
1099,sich schlagen::V,döyüşmək,драцца
1100,schießen::V,atmaq,страляць
1101,schießen::V,atəş açmaq,страляць
1102,siegen::V,yenmək,перамагчы
1103,ärgern::V,acışdırmaq,злаваць
1104,schlagen::V,döymək,ударыць
1105,treten::V,təpmək,штурхаць
1106,stechen::V,soxmaq,укалоць
1107,stoßen::V,itələmək,папхнуць
1108,stehlen::V,çalmaq,украсці
1109,stehlen::V,oğurlamaq,украсці
1110,stören::V,pozmaq,перашкодзіць
1111,belästigen::V,narahat etmək,дакучаць
1112,verbergen::V,gizləmək,скрыць
1113,verbergen::V,gizləmək,схаваць
1114,täuschen::V,aldatmaq,падмануць
1115,betrügen::V,aldatmaq,змахляваць
1116,töten::V,öldürmək,забіць
1117,wohnen::V,yaşamaq,жыць
1118,arbeiten::V,işləmək,працаваць
1119,arbeiten::V,çalışmaq,працаваць
1120,sammeln::V,yığmaq,сабраць
1121,sammeln::V,toplamaq,сабраць
1122,pflücken::V,qoparmaq,зрываць
1123,jagen::V,ovlamaq,паляваць
1124,fischen::V,balıq tutmaq,рыбачыць
1125,fassen::V,tutmaq,злавіць
1126,hüten::V,güdmək,пасвіць
1127,treiben::V,haylamaq,гнаць
1128,anbinden::V,bağlamaq,прывязаць
1129,füttern::V,bəsləmək,карміць
1130,melken::V,sağmaq,даіць
1131,hacken::V,yarmaq,сячы
1132,gießen::V,sulamaq,паліць
1133,reifen::V,dəymək,паспець
1134,zubereiten::V,bişirmək,зварыць
1135,zubereiten::V,bişirmək,згатаваць
1136,kochen::V,qaynatmaq,варыць
1137,backen::V,bişirmək,пячы
1138,braten::V,qızartmaq,смажыць
1139,umrühren::V,qarışdırmaq,перамяшаць
1140,stricken::V,hörmək,вязаць
1141,nähen::V,tikmək,шыць
1142,färben::V,boyamaq,пафарбаваць
1143,reinigen::V,təmizləmək,ачысціць
1144,waschen::V,yumaq,мыць
1145,abwischen::V,silmək,выцерці
1146,spülen::V,çalxamaq,паласкаць
1147,fegen::V,süpürmək,падмятаць
1148,kehren::V,süpürmək,месці
1149,baden::V,çimmək,купацца
1150,sich waschen::V,yuyunmaq,мыцца
1151,ausziehen::V,soyunmaq,зняць
1152,anziehen::V,geymək,надзець
1153,sich anziehen::V,geyinmək,адзецца
1154,kämmen::V,daramaq,прычасаць
1155,schmücken::V,bəzəmək,аздобіць
1156,sagen::V,demək,сказаць
1157,sagen::V,söymek,сказаць
1158,sprechen::V,danışmaq,гаварыць
1159,reden::V,danışmaq,размаўляць
1160,sich unterhalten::V,söhbət etmək,гутарыць
1161,fragen::V,soruşmaq,спытаць
1162,bitten::V,diləmək,прасіць
1163,bitten::V,xahiş etmək,прасіць
1164,erzählen::V,bəhs etmək,расказаць
1165,mitteilen::V,bildirmək,паведаміць
1166,nennen::V,adlandırmaq,назваць
1167,rufen::V,çağırmaq,зваць
1168,prahlen::V,öyünmək,хваліцца
1169,übersetzen::V,tərcümə etmək,перакласці
1170,denken::V,düşünmək,думаць
1171,denken::V,fikirləşmək,думаць
1172,glauben::V,inanmaq,верыць
1173,bemerken::V,qeyd etmək,заўважыць
1174,erkennen::V,tanımaq,пазнаць
1175,begreifen::V,anlamaq,спасцігнуць
1176,verstehen::V,duymaq,пачуць
1177,lernen::V,öyrənmək,вучыцца
1178,wissen::V,bilmək,знаць
1179,sich erinnern an::V,xatırlamaq,памятаць
1180,vergessen::V,unutmaq,забыць
1181,messen::V,ölçmək,мераць
1182,zählen::V,saymaq,лічыць
1183,rechnen::V,hesablamaq,лічыць
1184,lesen::V,oxumaq,чытаць
1185,malen::V,şəkil çəkmək,маляваць
1186,zeichnen::V,cızmaq,рысаваць
1187,schreiben::V,yazmaq,пісаць
1188,besitzen::V,yiyələnmək,мець
1189,besitzen::V,malik olmaq,мець
1190,kaufen::V,satın almaq,купіць
1191,verkaufen::V,satmaq,прадаць
1192,bezahlen::V,ödəmək,заплаціць
1193,zahlen::V,ödəmək,плаціць
1194,beherrschen::V,idarə etmək,уладаць
1195,beherrschen::V,idarə etmək,валодаць
1196,ertragen::V,dözmək,выцерпець
