,Concept_ID,pl,ba
764,wieder::ADV,znowu,тағы
765,vergebens::ADV,na próżno,бушҡа
766,vor::PRP,przed,алдында
767,hinter::PRP,za,артында
768,unter::PRP,pod,аҫтында
769,durch::PRP,przez,үтә
770,neben::PRP,obok,эргәһендә
771,zwischen::PRP,między,араһында
772,wegen::PRP,z powodu,өсөн
773,wegen::PRP,z powodu,сәбәпле
774,dies::PRN,to,был
775,dies::PRN,to,ошо
776,das::PRN,to,ул
777,alles::PRN,wszystko,бөтә
778,ich::PRN,ja,мин
779,du::PRN,ty,һин
780,er::PRN,on,ул
781,wir::PRN,my,беҙ
782,ihr::PRN,wy,һеҙ
783,sie::PRN,oni,улар
784,was::FPRN,co,ә
785,was::FPRN,co,ни
786,was::FPRN,co,нәмә
787,wer::FPRN,kto,ҡем
788,wo::FADV,gdzie,ҡайҙа
789,wohin::FADV,dokąd,ҡайҙа
790,wie::FADV,jak,инидәй
791,warum::FADV,dlaczego,ин өсөн
792,wieviel::FNUM,ile,күпме
793,eins::NUM,jeden,бер
794,zwei::NUM,dwa,ике
795,zwei::NUM,dwa,икәү
796,drei::NUM,trzy,өс
797,vier::NUM,cztery,дүрт
798,fünf::NUM,pięć,биш
799,sechs::NUM,sześć,алты
800,sieben::NUM,siedem,ете
801,acht::NUM,osiem,һигеҙ
802,neun::NUM,dziewięć,туғыҙ
803,zehn::NUM,dziesięć,ун
804,elf::NUM,jedenaście,ун бер
805,zwölf::NUM,dwanaście,ун ике
806,zwanzig::NUM,dwadzieścia,егерме
807,dreißig::NUM,trzydzieści,утыҙ
808,vierzig::NUM,czterdzieści,ҡырҡ
809,fünfzig::NUM,pięćdziesiąt,илле
810,sechzig::NUM,sześćdziesiąt,алтмыш
811,siebzig::NUM,siedemdziesiąt,етмеш
812,achtzig::NUM,osiemdziesiąt,һикһән
813,neunzig::NUM,dziewięćdziesiąt,туҡһан
814,hundert::NUM,sto,йөҙ
815,tausend::NUM,tysiąc,мең
816,und::CNJ,i,да
817,oder::CNJ,lub,йәки
818,oder::CNJ,albo,йәки
819,stehen::V,stać,тороу
820,sitzen::V,siedzieć,ултырыу
821,liegen::V,leżeć,ятыу
822,hängen::V,wisieć,аҫылынып тороу
823,werden::V,zostać,булыу
824,werden::V,stać się,булыу
825,passieren::V,dziać się,булыу
826,passieren::V,zdarzyć się,булыу
827,beginnen::V,zacząć się,башлау
828,enden::V,kończyć się,бөтөү
829,enden::V,kończyć się,тамамланыү
830,wechseln::V,zmienić się,үҙгәреү
831,aufgehen[Sonne]::V,wzejść,ҡалҡыу
832,untergehen[Sonne]::V,zajść,байыу
833,scheinen[Sonne]::V,świecić,яҡтыртып тороу
834,donnern::V,grzmieć,күкрәү
835,wehen::V,wiać,иҫеү
836,strömen::V,płynąć,ташыу
837,strömen::V,lać się,ташыу
838,fließen::V,ciec,ағыу
839,fließen::V,płynąć,ағыу
840,sich drehen::V,obracać się,әйләнеү
841,schwanken::V,chwiać się,тирбәлеү
842,schwingen::V,wahać się,бәүетеү
843,fallen::V,padać,йығылыу
844,brennen::V,palić się,яныу
845,rauchen::V,dymić,төтәү
846,rauchen::V,dymić się,төтәү
847,regnen::V,padać,ямғыр яуа
848,gefrieren::V,zamarznąć,туңыү
849,tauen::V,tajać,иреү
850,schmelzen::V,topnieć,иреү
851,trocknen::V,schnąć,кибеү
852,sieden::V,wrzeć,ҡайнау
853,sieden::V,kipieć,ҡайнау
854,faulen::V,gnić,сереу
855,verfaulen::V,zgnić,сереу
856,reißen::V,urywać się,өҙөү
857,reißen::V,urywać się,йыртылыу
858,versinken::V,tonąć,батыу
859,vergehen::V,przechodzić,үтеү
860,erscheinen::V,zjawiać się,килеп сығыу
861,verschwinden::V,zniknąć,юғалыу
862,sinken::V,spadać,түбәнәйеү
863,abnehmen::V,spadać,кәметеү
864,zunehmen::V,wzrosnąć,артыу
865,steigen::V,wzrastać,күтәрелеү
866,wachsen::V,rosnąć,үҫеү
867,glänzen::V,błyszczeć,ялтырау
868,funkeln::V,zabłyszczeć,баҙлау
869,lärmen::V,hałasować,шаулау
870,läuten::V,dzwonić,ҡағыу
871,klingeln::V,dzwonić,ҡағыу
872,klingeln::V,dzwonić,шылтыратыу
873,klirren::V,brzęczeć,шылтыратыу
874,brausen::V,huczeć,ҡотороноу
875,rauschen::V,szumieć,шыптырлау
876,rauschen::V,szeleścić,шыптырлау
877,klingen::V,brzmieć,яңғырау
878,klingen::V,dźwięczeć,яңғырау
879,bellen::V,szczekać,өрөү
880,heulen::V,wyć,олоу
881,blasen::V,dmuchnąć,өрөү
882,pfeifen::V,gwizdać,һызғырып ебәреү
883,schreien::V,krzyczeć,ҡысҡырыу
884,stöhnen::V,stękać,уңғырашыу
885,zittern::V,drżeć,ҡалтырау
886,leben::V,żyć,йәшәү
887,geboren werden::V,urodzić się,тыуыу
888,atmen::V,oddychać,тын алыү
889,trinken::V,pić,эсеү
890,essen::V,jeść,ашау
891,schlucken::V,połknąć,йотоу
892,müde werden::V,zmęczyć się,арыу
893,einschlafen::V,zasnąć,йоҡлап китеү
894,schlafen::V,spać,йоҡлау
895,aufwachen::V,obudzić się,уяныу
896,aufstehen::V,wstać,тороу
897,sich erholen::V,wypoczywać,ял итеү
898,krank werden::V,zachorować,сирләү
899,krank sein::V,chorować,сирләү
900,schmerzen::V,boleć,ауыртыу
901,husten::V,kaszlać,йүтәлләү
902,genesen::V,wyzdrowieć,һауығыу
903,sterben::V,umrzeć,үлеү
904,umkommen::V,zginąć,һәләк булыу
905,sich bewegen::V,poruszać się,хәрәкәт итеү
906,sich rühren::V,ruszyć się,ҡуҙғалыу
907,sich erheben::V,podnieść się,тороу
908,sich setzen::V,usiąść,ултырыу
909,hinfallen::V,upaść,ҡолау
910,laufen::V,chodzić,йөрөү
911,schreiten::V,kroczyć,атлау
912,spazierengehen::V,iść na spacer,ял итеп йороү
913,eilen::V,pospieszać,ашығыу
914,eilen::V,pospieszać,ҡабаланыу
915,sich beeilen::V,pospieszyć się,ашығыу
916,sich beeilen::V,pospieszyć się,ҡабаланыу
917,sausen::V,pędzić,елеү
918,rennen::V,biec,йүгеп йөрөү
919,rennen::V,biegać,йүгеп йөрөү
920,springen::V,skakać,һикереү
921,klettern::V,wspinać się,үрмәләү
922,klettern::V,wspinać się,үрмәләп менеү
923,schaukeln::V,huśtać,сайҡалыу
924,schaukeln::V,kołysać,сайҡалыу
925,kriechen::V,pełzać,шыуышыу
926,kriechen::V,czołgać się,шыуышыу
927,schwimmen::V,pływać,йоҙөү
928,tauchen::V,zanurzać się,сумыу
929,rudern::V,wiosłować,ишеү
930,fahren::V,jechać,йөрөү
931,fliegen::V,latać,осоу
932,fliegen::V,lecieć,осоу
933,gehen::V,iść,барыу
934,weggehen::V,odejść,китеү
935,abfahren::V,odjechać,сығыу
936,anhalten::V,zatrzymać się,тукталыу
937,hineingehen::V,wchodzić,инеү
938,eintreten::V,wejść,инеү
939,eintreten::V,nastąpić,инеү
940,kommen::V,przyjść,килеү
941,ankommen::V,przybyć,килеү
942,zurückkommen::V,wrócić,ҡайтыу
943,bleiben::V,zostać,ҡалыу
944,warten::V,czekać,көтөп тороу
945,erwarten::V,oczekiwać,көтөү
946,suchen::V,szukać,эҙләү
947,finden::V,znaleźć,табыу
948,versuchen::V,próbować,тырышып ҡарау
949,vorbereiten::V,przygotować,әҙерләү
950,lieben::V,kochać,яратыу
951,mögen::V,lubić,һөйөү
952,mögen::V,lubić,яратыу
953,lachen::V,śmiać się,көлөү
954,rühren::V,wzruszyć,ҡағылыу
955,weinen::V,płakać,илау
956,schimpfen::V,kląć,һүгенеү
957,schimpfen::V,kląć,тиргәнеү
958,schimpfen::V,kląć,һуҡраныу
959,sich ärgern::V,gniewać się,асыуланыу
960,sich fürchten::V,bać się,ҡурҡыу
961,fürchten::V,bać się,ҡурҡыу
962,fliehen::V,uciekać,ҡасыу
963,flüchten::V,uciec,ҡасыу
964,sehen::V,widzieć,күреү
965,sehen::V,zobaczyć,күреү
966,anschauen::V,oglądać,ҡарау
967,ansehen::V,popatrzeć na,ҡарау
968,ansehen::V,popatrzeć na,тикшереү
969,hören::V,słyszeć,ишетеү
970,zuhören::V,słuchać,тыңлау
971,probieren::V,kosztować,татыу
972,riechen::V,wąchać,еҫкәү
973,fühlen::V,czuć,тойоу
974,fühlen::V,odczuwać,тойоу
975,scheinen::V,wydawać się,кеүек күренеү
976,scheinen::V,wydawać się,тойолоу
977,zu sehen sein::V,widnieć,күренеү
978,vernehmen::V,usłyszeć,ишетеү
979,frieren::V,marznąć,туңыү
980,tun::V,czynić,яһау
981,tun::V,czynić,әшләү
982,können::V,móc,алыу
983,können::V,móc,мөмкин булыу
984,können::V,umieć,алыу
985,können::V,umieć,мөмкин булыу
986,wollen::V,chcieć,теләү
987,anfangen::V,zacząć,башлау
988,beenden::V,zakończyć,бөтөрөү
989,beenden::V,zakończyć,тамамлау
990,aufhören::V,przestać,туктау
991,gelingen::V,udać się,уңышлы булыу
992,geraten::V,udać się,булып сығыу
993,öffnen::V,otworzyć,асыу
994,schließen::V,zamknąć,йомоу
995,stellen::V,postawić,ҡуйыу
996,setzen::V,posadzić,урынлаштырыу
997,legen::V,kłaść,һалыу
998,berühren::V,dotykać,тейеү
999,berühren::V,dotykać,ҡағылыу
1000,verbinden::V,łączyć,ҡушыу
1001,verbinden::V,łączyć,бәйләү
1002,bedecken::V,przykryć,ҡаплау
1003,aufhängen::V,powiesić,элеү
1004,anzünden::V,zapalić,тоҡандырыу
1005,aufheben::V,podnieść,мендереү
1006,zurücklassen::V,zostawić,ҡалдырыу
1007,verlieren::V,zgubić,юғалтыу
1008,fallen lassen::V,upuścić,төшөрөп ебәреү
1009,machen::V,zrobić,яһау
1010,machen::V,zrobić,эшләү
1011,herstellen::V,wytworzyć,эшләп сығарыу
1012,bauen::V,budować,төҙөү
1013,reparieren::V,naprawiać,төҙәтеү
1014,verbessern::V,ulepszyć,яҡшыртыу
1015,ändern::V,zmienić,үҙгәртеү
1016,graben::V,kopać,ҡаҙыу
1017,beugen::V,zagiąć,бөгөү
1018,biegen::V,zgiąć,бөгөү
1019,drehen::V,obracać,өйрөлтөү
1020,drehen::V,obracać,әйләндереү
1021,wenden::V,obrocić,әйләндереү
1022,umdrehen::V,obrocić,түңкәреү
1023,heben::V,podnosić,күтәреү
1024,heben::V,podnosić,мендереү
1025,hochheben::V,podnieść,күтәреү
1026,ergreifen::V,chwycić,тотоп алыу
1027,halten::V,trzymać,тотоу
1028,drücken::V,naciskać,ҡыҫыу
1029,schieben::V,pchać,этеү
1030,schieben::V,pchać,төртөү
1031,schieben::V,posuwać,этеү
1032,schieben::V,posuwać,төртөү
1033,kratzen::V,drapać,ҡырыу
1034,lecken::V,lizać,ялау
1035,beißen::V,kąsać,тешләү
1036,abreißen::V,oderwać,өҙөү
1037,abschneiden::V,odciąć,ҡырҡыу
1038,binden::V,wiązać,бәйләү
1039,stecken::V,wetknąć,ҡаҙау
1040,brechen::V,złamać,боҙоу
1041,klopfen::V,pukać,шаҡылдау
1042,klopfen::V,stukać,шаҡылдау
1043,hauen::V,bić,туҡмау
1044,kleben::V,kleić,йәбештереү
1045,reiben::V,trzeć,ыуыу
1046,reiben::V,trzeć,ышҡыу
1047,streichen::V,smarować,яғыу
1048,schleifen::V,ostrzyć,үткерләү
1049,schneiden::V,ciąć,ҡырҡыу
1050,schneiden::V,krajać,ҡырҡыу
1051,rütteln::V,trząść,һелкетеү
1052,schütteln::V,trząść,һелкетеү
1053,schwenken::V,machać,болғау
1054,schütten::V,nasypać,ҡойоу
1055,füllen::V,napełnić,тултырыу
1056,einwickeln::V,zawinąć,төрөү
1057,tragen::V,nieść,алып барыу
1058,schleppen::V,wlec,һөйрәү
1059,ziehen::V,ciągnąć,тартыу
1060,aufbewahren::V,przechowywać,һаҡлау
1061,werfen::V,rzucać,ырғытыу
1062,fangen::V,łowić,тотоу
1063,packen::V,chwycić,етеү
1064,packen::V,chwycić,тотоп алыу
1065,verstecken::V,ukryć,йәшереү
1066,verstecken::V,schować,йәшереү
1067,teilen::V,podzielić,бүлеү
1068,schicken::V,posyłać,ебәреү
1069,bringen::V,przynieść,килтереү
1070,hinzufügen::V,dodać,өтәү
1071,bekommen::V,dostać,алыу
1072,erhalten::V,otrzymać,алыу
1073,nehmen::V,wziąć,алыу
1074,wählen::V,wybrać,һайлаү
1075,auswählen::V,wybrać,һайлап алыу
1076,bewahren::V,zachować,һаҡлау
1077,behindern::V,utrudnić,тотҡарлыҡ яһау
1078,behindern::V,przeszkadzać,тотҡарлыҡ яһау
1079,verderben::V,zepsuć,боҙоу
1080,beschädigen::V,uszkodzić,боҙоу
1081,zerbrechen::V,złamać,ҡыйратыу
1082,zerreißen::V,drzeć,йыртыу
1083,zerreißen::V,rozdzierać,йыртыу
1084,zerstören::V,zniszczyć,емереү
1085,verbrennen::V,spalić,үртәү
1086,geben::V,dać,биреү
1087,reichen::V,podać,биреү
1088,schenken::V,darować,бүләк итеү
1089,versprechen::V,obiecać,вәғәҙә биреү
1090,wünschen::V,życzyć,теләу
1091,loben::V,chwalić,маҡтау
1092,küssen::V,całować,үбеү
1093,wiegen::V,kołysać,бәүетеү
1094,wiegen::V,kołysać,тирбәтеү
1095,zudecken::V,przykryć,ҡаплау
1096,wecken::V,zbudzić,уятыу
1097,zeigen::V,pokazać,күрһәтеү
1098,führen::V,wieść,етәкләү
1099,führen::V,prowadzić,етәкләү
1100,lehren::V,uczyć,уҡытыу
1101,lehren::V,uczyć,өйрәтеү
1102,unterrichten::V,nauczać,уҡытыу
1103,aufziehen::V,wychować,тәрбиәле
1104,leiten::V,kierować,етәкләү
1105,leiten::V,kierować,етәкселек итеү
1106,antreiben::V,popędzić,ашыҡтырыу
1107,lassen::V,zostawić,мәжбүр итеү
1108,einladen::V,zaprosić,саҡырыу
1109,vereinigen::V,zjednoczyć,берләштереү
1110,besuchen::V,odwiedzić,килеп сығыу
1111,treffen::V,trafić,тойоү
1112,treffen::V,trafić,осратыу
1113,treffen::V,trafić,ҡаршылау
1114,treffen::V,spotkać,тойоү
1115,treffen::V,spotkać,осратыу
1116,treffen::V,spotkać,ҡаршылау
1117,sich versammeln::V,zebrać się,йыйылыу
1118,sich versammeln::V,zgromadzić się,йыйылыу
1119,spielen::V,grać,тартыу
1120,spielen::V,bawić się,тартыу
1121,singen::V,śpiewać,йырлау
1122,tanzen::V,pląsać,бейеү
1123,tanzen::V,tańczyć,бейеү
1124,sich trennen::V,rozstać się,айырылышыу
1125,verlassen::V,opuścić,ташлау
1126,verlassen::V,opuścić,ташлап китеү
1127,retten::V,ocalić,ҡотҡарыу
1128,retten::V,uratować,ҡотҡарыу
1129,bewachen::V,pilnować,һаҡлау
1130,schützen::V,ochronić,һаҡлау
1131,verteidigen::V,bronić,яҡлау
1132,sich schlagen::V,pobić się,һуғышыу
1133,schießen::V,strzelać,атыу
1134,siegen::V,zwycziężyć,еңеү
1135,ärgern::V,gniewać,асыуландырыу
1136,schlagen::V,bić,бәреү
1137,schlagen::V,bić,туҡмау
1138,schlagen::V,uderzyć,бәреү
1139,schlagen::V,uderzyć,туҡмау
1140,treten::V,kopnąć,тибеү
1141,treten::V,kopnąć,типкеләү
1142,stechen::V,ukłuć,сәнсеү
1143,stoßen::V,popchnąć,этеү
1144,stoßen::V,popchnąć,төртөү
1145,stehlen::V,ukraść,урлау
1146,stören::V,zakłócić,ҡамасаулау
1147,stören::V,przeszkodzić,ҡамасаулау
1148,belästigen::V,dokuczać,бимазалау
1149,belästigen::V,dokuczać,ҡамасаулау
1150,verbergen::V,ukryć,йәшереү
1151,täuschen::V,łudzić,ултыртыу
1152,betrügen::V,oszukać,алдау
1153,töten::V,zabić,үлтереү
1154,wohnen::V,mieszkać,йәшәү
1155,arbeiten::V,pracować,эшләү
1156,sammeln::V,zebrać,йыйыу
1157,pflücken::V,zerwać,өҙөү
1158,jagen::V,polować,аулау
1159,fischen::V,łowić ryby,аулау
1160,fassen::V,złapać,тотоу
1161,hüten::V,paść,көтөү
1162,treiben::V,pędzić,ҡыуыу
1163,anbinden::V,przywiązać,бәйләү
1164,füttern::V,karmić,ашатыу
1165,melken::V,doić,һауыү
1166,hacken::V,rąbać,турау
1167,hacken::V,rąbać,тапау
1168,gießen::V,lać,ҡойоу
1169,gießen::V,podlać,ҡойоу
1170,reifen::V,dojrzeć,өлғөрөү
1171,zubereiten::V,przyrządzić,бешереү
1172,kochen::V,gotować,бешереү
1173,backen::V,piec,бешереү
1174,braten::V,piec,ҡурыу
1175,braten::V,smażyć,ҡурыу
1176,umrühren::V,przemieszać,ҡатнаштырыу
1177,stricken::V,dziać,бәйләү
1178,nähen::V,szyć,тегеү
1179,färben::V,pofarbować,буяу
1180,reinigen::V,oczyścić,таҙартыу
1181,waschen::V,prać,йыуыу
1182,abwischen::V,obetrzeć,һөртөү
1183,spülen::V,płukać,сайҡау
1184,fegen::V,zamiatać,һепереү
1185,kehren::V,zamieść,һепереү
1186,baden::V,kąpać się,һыу инеү
1187,sich waschen::V,myć się,йыуыныу
1188,ausziehen::V,zdjąć,сисеү
1189,anziehen::V,włożyć,кейеү
1190,sich anziehen::V,ubrać się,кейенеү
1191,kämmen::V,uczesać,тарау
1192,schmücken::V,ozdabiać,биҙәү
1193,sagen::V,powiedzieć,әйтеү
1194,sprechen::V,mówić,әйтеү
1195,sprechen::V,mówić,һөйләшеү
1196,reden::V,mówić,һөйләшеү
1197,sich unterhalten::V,rozmawiać,әңгәмәләшеү
1198,fragen::V,zapytać,һорау
1199,bitten::V,prosić,үтенеү
1200,erzählen::V,opowiedzieć,һөйләү
1201,mitteilen::V,zawiadomić o,әйтеү
1202,nennen::V,nazwać,атау
1203,nennen::V,nazwać,исемләү
1204,rufen::V,wołać,саҡырыу
1205,prahlen::V,chełpić się,маҡтаныу
1206,prahlen::V,chełpić się,шапырыныу
1207,übersetzen::V,tłumaczyć,тәржемә итеү
1208,denken::V,myśleć,уйлау
1209,glauben::V,sądzić,ышаныу
1210,glauben::V,wierzyć,ышаныу
1211,bemerken::V,zauważyć,күреү
1212,erkennen::V,poznać,таныу
1213,begreifen::V,zrozumieć,аңлау
1214,verstehen::V,rozumieć,аңлау
1215,verstehen::V,dosłyszeć,аңлау
1216,lernen::V,uczyć się,өйрәнеү
1217,wissen::V,wiedzieć,белеү
1218,sich erinnern an::V,przypomnieć sobie,хәтергә алыу
1219,vergessen::V,zapomnieć,онотоу
1220,messen::V,mierzyć,үлсәү
1221,zählen::V,liczyć,һанау
1222,rechnen::V,rachować,һанау
1223,lesen::V,czytać,уҡыу
1224,malen::V,malować,һүрәт яһау
1225,malen::V,malować,рәсем төшөрөү
1226,zeichnen::V,rysować,һүрәт яһау
1227,zeichnen::V,rysować,рәсем төшөрөү
1228,schreiben::V,pisać,яҙыу
1229,besitzen::V,posiadać,биләү
1230,kaufen::V,kupić,һатып алыу
1231,verkaufen::V,sprzedać,һатыу
1232,bezahlen::V,zapłacić,түләү
1233,zahlen::V,płacić,түләү
1234,beherrschen::V,opanować,биләү
1235,ertragen::V,znieść,түҙеү
