,Concept_ID,fa,no
828,schon::ADV,به این زودی,alt
829,schon::ADV,به این زودی,allerede
830,wieder::ADV,باز,igjen
831,wieder::ADV,دوباره,igjen
832,vergebens::ADV,بیهوده,forgjeves
833,vor::PRP,در جلوی,foran
834,vor::PRP,در جلوی,utenfor
835,hinter::PRP,پشت,bak
836,hinter::PRP,پشت,bakom
837,unter::PRP,تحت,under
838,durch::PRP,از وسط,gjennom
839,durch::PRP,از وسط,igjennom
840,durch::PRP,از ميان,gjennom
841,durch::PRP,از ميان,igjennom
842,neben::PRP,کنار,ved siden av
843,neben::PRP,پهلوی,ved siden av
844,zwischen::PRP,بین,mellom
845,zwischen::PRP,میان,mellom
846,wegen::PRP,برای,på grunn av
847,wegen::PRP,بخاطر,på grunn av
848,dies::PRN,این,dette
849,das::PRN,آن,det
850,alles::PRN,تمام,alt
851,alles::PRN,همه‌چیر,alt
852,ich::PRN,من,jeg
853,du::PRN,تو,du
854,er::PRN,او,han
855,wir::PRN,ما,vi
856,ihr::PRN,شما,dere
857,sie::PRN,آنها,de
858,was::FPRN,چه,hva
859,wer::FPRN,کی,hvem
860,wo::FADV,کجا,hvor
861,wohin::FADV,بکجا,hvor ... hen
862,wie::FADV,چطور,hvordan
863,wie::FADV,چگونه,hvordan
864,warum::FADV,چرا,hvorfor
865,warum::FADV,برای چه,hvorfor
866,wieviel::FNUM,چند,hvor mye
867,wieviel::FNUM,چقدر,hvor mye
868,eins::NUM,یک,en
869,eins::NUM,یک,ett
870,zwei::NUM,دو,to
871,drei::NUM,سه,tre
872,vier::NUM,چهار,fire
873,fünf::NUM,پنج,fem
874,sechs::NUM,شش,seks
875,sieben::NUM,هفت,sju
876,acht::NUM,هشت,åtte
877,neun::NUM,نه,ni
878,zehn::NUM,ده,ti
879,elf::NUM,یازده,elleve
880,zwölf::NUM,دوازده,tolv
881,zwanzig::NUM,بیست,tjue
882,dreißig::NUM,سی,tretti
883,vierzig::NUM,چهل,førti
884,fünfzig::NUM,پنجاه,femti
885,sechzig::NUM,شصت,seksti
886,siebzig::NUM,هفتاد,sytti
887,achtzig::NUM,هشتاد,åtti
888,neunzig::NUM,نود,nitti
889,hundert::NUM,صد,hundre
890,tausend::NUM,هزار,tusen
891,und::CNJ,و,og
892,oder::CNJ,یا,eller
893,stehen::V,ایستادن,stå
894,sitzen::V,نشستن,sitte
895,liegen::V,خوابیدن,ligge
896,liegen::V,دراز کشیدن,ligge
897,hängen::V,آویزان بودن,henge
898,werden::V,شدن,bli
899,passieren::V,گذشتن,skje
900,passieren::V,گذشتن,hende
901,passieren::V,اتفاق افتادن,skje
902,passieren::V,اتفاق افتادن,hende
903,beginnen::V,شروع شدن,begynne
904,enden::V,تمام شدن,ende
905,enden::V,تمام شدن,slutte
906,wechseln::V,عوض شدن,veksle
907,aufgehen[Sonne]::V,برآمدن,stå opp
908,aufgehen[Sonne]::V,طلوع کردن,stå opp
909,untergehen[Sonne]::V,غروب کردن,gå ned
910,scheinen[Sonne]::V,تابیدن,skinne
911,donnern::V,رعد زدن,tordne
912,wehen::V,دمیدن,blåse
913,strömen::V,روان شدن,strømme
914,fließen::V,روان شدن,flyte
915,sich drehen::V,چرخیدن,dreie seg
916,schwanken::V,خم و راست شدن,svaie
917,schwingen::V,تاب خوردن,svinge
918,schwingen::V,نوسان کردن,svinge
919,fallen::V,افتادن,falle
920,fallen::V,سقوط کردن,falle
921,brennen::V,سوزاندن,brenne
922,rauchen::V,دود کردن,ryke
923,regnen::V,باران آمدن,regne
924,gefrieren::V,یخ بستن,fryse
925,tauen::V,آب شدن,tine
926,schmelzen::V,آب شدن,smelte
927,trocknen::V,خشک شدن,tørre
928,sieden::V,جوشیدن,koke
929,faulen::V,فاسد شدن,råtne
930,verfaulen::V,پوسیدن,råtne
931,reißen::V,پاره شدن,briste
932,versinken::V,غرق شدن,synke
933,versinken::V,غرق شدن,synke ned
934,vergehen::V,گذشتن,forløpe
935,erscheinen::V,ظاهر شدن,synes
936,verschwinden::V,گم شدن,forsvinne
937,verschwinden::V,از بین رفتن,forsvinne
938,sinken::V,پایین آمدن,synke
939,abnehmen::V,کم شدن,avta
940,abnehmen::V,کم شدن,minske
941,zunehmen::V,زیاد شدن,tilta
942,steigen::V,بالا رفتن,stige
943,wachsen::V,قد کشیدن,gro
944,wachsen::V,قد کشیدن,vokse
945,glänzen::V,برق زدن,skinne
946,funkeln::V,جرقه زدن,tindre
947,lärmen::V,شلوغ کردن,bråke
948,läuten::V,زنگ زدن,ringe
949,klingeln::V,زنگ زدن,ringe
950,klirren::V,جرنگ جرنگ صدا کردن,klirre
951,brausen::V,طوفانی بودن,bruse
952,rauschen::V,خش‌خش کردن,suse
953,klingen::V,صدا دادن,lyde
954,klingen::V,صدا دادن,klinge
955,bellen::V,عوعو کردن,gjø
956,bellen::V,عوعو کردن,bjeffe
957,heulen::V,زوزه کشیدن,ule
958,blasen::V,فوت کردن,blåse
959,pfeifen::V,سوت زدن,plystre
960,schreien::V,فریاد زدن,skrike
961,stöhnen::V,نالیدن,stønne
962,zittern::V,لرزیدن,dirre
963,zittern::V,لرزیدن,skjelve
964,leben::V,زیستن,leve
965,leben::V,زندگی کردن,leve
966,geboren werden::V,متولد شدن,fødes
967,atmen::V,تنفس کردن,ånde
968,atmen::V,تنفس کردن,puste
969,trinken::V,نوشیدن,drikke
970,essen::V,خوردن,spise
971,schlucken::V,بلعیدن,svelge
972,schlucken::V,قورت دادن,svelge
973,müde werden::V,خسته شدن,bli trett
974,einschlafen::V,خواب رفتن,sovne
975,schlafen::V,خوابیدن,sove
976,aufwachen::V,از خواب بیدار شدن,våkne
977,aufstehen::V,بیدار شدن,stå opp
978,sich erholen::V,استراحت کردن,bli bra
979,sich erholen::V,استراحت کردن,komme seg
980,krank werden::V,مریض شدن,bli syk
981,krank sein::V,بیمار بودن,være syk
982,schmerzen::V,درد کردن,gjøre vondt
983,husten::V,سرفه کردن,hoste
984,genesen::V,بهبود یافتن,komme seg
985,sterben::V,مردن,dø
986,umkommen::V,کشته شدن,omkomme
987,sich bewegen::V,حرکت کردن,bevege seg
988,sich rühren::V,تکان خوردن,røre på seg
989,sich erheben::V,برخواستن,reise seg
990,sich setzen::V,نشستن,sette sig
991,hinfallen::V,زمین خوردن,falle over ende
992,laufen::V,پیاده رفتن,løpe
993,schreiten::V,قدم زدن,skride
994,spazierengehen::V,گردش رفتن,spasere
995,spazierengehen::V,گردش رفتن,gå en tur
996,eilen::V,شتاب کردن,ile
997,sich beeilen::V,عجله کردن,skynde seg
998,sausen::V,صفیر کشیدن,suse
999,rennen::V,دویدن,løpe
1000,springen::V,پریدن,hoppe
1001,springen::V,پریدن,springe
1002,klettern::V,بالا رفتن,klatre
1003,schaukeln::V,تاب خوردن,huske
1004,kriechen::V,خزیدن,krype
1005,schwimmen::V,شنا کردن,svømme
1006,tauchen::V,غواصی کردن,dykke
1007,rudern::V,پارو زدن,ro
1008,fahren::V,سواره رفتن,kjøre
1009,fliegen::V,پریدن,fly
1010,gehen::V,رفتن,gå
1011,weggehen::V,رفتن,gå bort
1012,abfahren::V,حرکت کردن,reise
1013,anhalten::V,ایست کردن,stanse
1014,hineingehen::V,داخل شدن,gå inn
1015,eintreten::V,وارد شدن,tre inn
1016,kommen::V,آمدن,komme
1017,ankommen::V,رسیدن,ankomme
1018,ankommen::V,رسیدن,komme til
1019,zurückkommen::V,برگشتن,komme tilbake
1020,bleiben::V,ماندن,bli
1021,bleiben::V,ماندن,forbli
1022,warten::V,منتظر بودن,vente
1023,erwarten::V,انتظار داشتن,vente
1024,suchen::V,جستجو کردن,søke
1025,finden::V,یافتن,finne
1026,finden::V,پیدا کردن,finne
1027,versuchen::V,سعی کردن,prøve
1028,versuchen::V,سعی کردن,forsøke
1029,versuchen::V,کوشش کردن,prøve
1030,versuchen::V,کوشش کردن,forsøke
1031,vorbereiten::V,آماده کردن,forberede
1032,lieben::V,عاشق بودن,elske
1033,mögen::V,میل داشتن,like
1034,mögen::V,دوست داشتن,like
1035,lachen::V,خندیدن,le
1036,rühren::V,به رقت آوردن,røre
1037,weinen::V,گریه کردن,gråte
1038,schimpfen::V,فحاشی کردن,skjelle
1039,sich ärgern::V,ناراحت شدن,ergre seg
1040,sich fürchten::V,واهمه کردن,være redd
1041,fürchten::V,ترسیدن,være redd for
1042,fliehen::V,گریختن,rømme
1043,fliehen::V,گریختن,flykte
1044,flüchten::V,فرار کردن,flykte
1045,sehen::V,دیدن,se
1046,anschauen::V,نگاه کردن,se på
1047,anschauen::V,نگاه کردن,betrakte
1048,ansehen::V,تماشا کردن,anse
1049,hören::V,شنیدن,høre
1050,zuhören::V,گوش دادن,tilhøre
1051,probieren::V,چشیدن,smake
1052,probieren::V,چشیدن,smake på
1053,riechen::V,بوییدن,lukte
1054,riechen::V,بو کردن,lukte
1055,fühlen::V,احساس کردن,føle
1056,scheinen::V,بنظر آمدن,se ut
1057,zu sehen sein::V,دیده شدن,synes
1058,vernehmen::V,شنیدن,få vite
1059,frieren::V,سرد بودن,fryse
1060,tun::V,کردن,gjøre
1061,können::V,توانستن,kunne
1062,wollen::V,خواستن,ville
1063,anfangen::V,شروع کردن,begynne
1064,beenden::V,تمام کردن,avslutte
1065,beenden::V,پایان دادن,avslutte
1066,aufhören::V,دست کشیدن,slutte
1067,aufhören::V,دست کشیدن,holde opp
1068,gelingen::V,موفق شدن,lykkes
1069,geraten::V,نتیجه دادن,bli
1070,öffnen::V,گشودن,åpne
1071,öffnen::V,باز کردن,åpne
1072,schließen::V,بستن,lukke
1073,schließen::V,بستن,stenge
1074,schließen::V,قفل کردن,lukke
1075,schließen::V,قفل کردن,stenge
1076,stellen::V,گذاردن,stille
1077,setzen::V,نشاندن,sette
1078,legen::V,گذاشتن,legge
1079,berühren::V,دست زدن,berøre
1080,berühren::V,لمس کردن,berøre
1081,verbinden::V,وصل کردن,forbinde
1082,bedecken::V,پوشاندن,dekke
1083,aufhängen::V,آویختن,henge
1084,aufhängen::V,آویختن,henge opp
1085,anzünden::V,سوزاندن,tenne
1086,anzünden::V,سوزاندن,antenne
1087,anzünden::V,سوزاندن,tenne på
1088,aufheben::V,برداشتن,løfte
1089,aufheben::V,برداشتن,ta opp
1090,aufheben::V,بلند کردن,løfte
1091,aufheben::V,بلند کردن,ta opp
1092,zurücklassen::V,گذاشتن,slippe tilbake
1093,verlieren::V,گم کردن,miste
1094,fallen lassen::V,انداختن,droppe
1095,fallen lassen::V,انداختن,la falle
1096,machen::V,کردن,lage
1097,machen::V,کردن,gjøre
1098,machen::V,ساختن,lage
1099,machen::V,ساختن,gjøre
1100,herstellen::V,ساختن,fremstille
1101,herstellen::V,تولید کردن,fremstille
1102,bauen::V,ساختن,bygge
1103,bauen::V,بنا کردن,bygge
1104,reparieren::V,درست کردن,reparere
1105,reparieren::V,تعمیر کردن,reparere
1106,verbessern::V,بهتر کردن,rette
1107,verbessern::V,بهتر کردن,forbedre
1108,ändern::V,تغییر دادن,forandre
1109,graben::V,کندن,grave
1110,graben::V,گود کردن,grave
1111,beugen::V,کج کردن,bøye
1112,biegen::V,خم کردن,bøye
1113,drehen::V,چرخاندن,dreie
1114,wenden::V,برگرداندن,vende
1115,umdrehen::V,برگرداندن,snu
1116,heben::V,برداشتن,heve
1117,hochheben::V,برآوردن,løfte
1118,hochheben::V,بلند کردن,løfte
1119,ergreifen::V,گرفتن,gripe
1120,ergreifen::V,گرفتن,få tak i
1121,halten::V,نگاه داشتن,holde
1122,drücken::V,فشار دادن,trykke
1123,drücken::V,فشار آوردن,trykke
1124,schieben::V,هل دادن,skyve
1125,kratzen::V,خاریدن,klø
1126,kratzen::V,خاریدن,klore
1127,lecken::V,لیسیدن,slikke
1128,beißen::V,گاز زدن,bite
1129,abreißen::V,پاره کردن,rive av
1130,abschneiden::V,بریدن,skjære av
1131,abschneiden::V,قطع کردن,skjære av
1132,binden::V,بستن,binde
1133,stecken::V,فرو کردن,stikke
1134,brechen::V,شکستن,bryte
1135,brechen::V,شکستن,briste
1136,klopfen::V,کوبیدن,banke
1137,hauen::V,زدن,hogge
1138,kleben::V,چسباندن,klistre
1139,reiben::V,مالش دادن,gni
1140,streichen::V,مالیدن,stryke
1141,schleifen::V,تیز کردن,slipe
1142,schneiden::V,چیدن,klippe
1143,schneiden::V,بریدن,klippe
1144,rütteln::V,لرزاندن,ruske
1145,rütteln::V,تکان دادن,ruske
1146,schütteln::V,تکان دادن,riste
1147,schwenken::V,تاب دادن,svinge
1148,schütten::V,ریختن,helle
1149,füllen::V,پر کردن,fylle
1150,einwickeln::V,پیچیدن,vikle inn
1151,tragen::V,بردن,bære
1152,tragen::V,حمل کردن,bære
1153,schleppen::V,کشیدن,slepe
1154,ziehen::V,کشیدن,dra
1155,ziehen::V,کشیدن,trekke
1156,aufbewahren::V,نگهداری کردن,oppbevare
1157,aufbewahren::V,نگهداری کردن,ta vare på
1158,werfen::V,انداختن,kaste
1159,werfen::V,پرتاب کردن,kaste
1160,fangen::V,گرفتن,fange
1161,packen::V,گرفتن,gripe
1162,packen::V,گرفتن,gripe tak i
1163,verstecken::V,قایم کردن,gjemme
1164,verstecken::V,پنهان کردن,gjemme
1165,teilen::V,قسمت کردن,dele
1166,teilen::V,تقسیم کردن,dele
1167,schicken::V,فرستادن,sende
1168,schicken::V,ارسال کردن,sende
1169,bringen::V,آوردن,bringe
1170,hinzufügen::V,افزودن,tilføye
1171,hinzufügen::V,اضافه کردن,tilføye
1172,bekommen::V,گرفتن,få
1173,erhalten::V,دریافت کردن,få
1174,nehmen::V,گرفتن,ta
1175,nehmen::V,برداشتن,ta
1176,wählen::V,انتخاب کردن,velge
1177,auswählen::V,برگزیدن,velge ut
1178,bewahren::V,حفظ کردن,bevare
1179,bewahren::V,حفاظت کردن,bevare
1180,behindern::V,مانع بودن,hindre
1181,behindern::V,مانع بودن,forhindre
1182,verderben::V,از بین بردن,ødelegge
1183,beschädigen::V,صدمه زدن,skade
1184,zerbrechen::V,شکستن,brekke i stykker
1185,zerreißen::V,دریدن,rive i stykker
1186,zerreißen::V,پاره کردن,rive i stykker
1187,zerstören::V,خراب کردن,ødelegge
1188,zerstören::V,ویران کردن,ødelegge
1189,verbrennen::V,سوزاندن,brenne
1190,verbrennen::V,سوزاندن,brenne opp
1191,geben::V,دادن,gi
1192,reichen::V,دادن,rekke
1193,schenken::V,هدیه دادن,forære
1194,schenken::V,هدیه دادن,skjenke
1195,versprechen::V,قول دادن,love
1196,versprechen::V,وعده دادن,love
1197,wünschen::V,آرزو کردن,ønske
1198,loben::V,ستایش کردن,rose
1199,küssen::V,بوسیدن,kysse
1200,wiegen::V,نوسان کردن,vogge
1201,zudecken::V,پوشاندن,dekke til
1202,wecken::V,بیدار کردن,vekke
1203,zeigen::V,نشان دادن,vise
1204,führen::V,رهنمائی کردن,føre
1205,lehren::V,آموختن,lære
1206,lehren::V,یاد دادن,lære
1207,unterrichten::V,درس دادن,undervise
1208,unterrichten::V,تدریس کردن,undervise
1209,aufziehen::V,تربیت کردن,oppdra
1210,leiten::V,اداره کردن,lede
1211,antreiben::V,عجله دادن,drive på
1212,lassen::V,وادار کردن,få til å
1213,einladen::V,دعوت کردن,be
1214,einladen::V,دعوت کردن,invitere
1215,einladen::V,مهمان کردن,be
1216,einladen::V,مهمان کردن,invitere
1217,vereinigen::V,یکی کردن,forene
1218,vereinigen::V,متحد کردن,forene
1219,besuchen::V,دیدار کردن,besøke
1220,treffen::V,ملاقات کردن,møte
1221,treffen::V,ملاقات کردن,treffe
1222,sich versammeln::V,جمع شدن,forsamles
1223,spielen::V,بازی کردن,leke
1224,spielen::V,بازی کردن,spille
1225,singen::V,آواز خواندن,synge
1226,tanzen::V,رقصیدن,danse
1227,sich trennen::V,جدا شدن,skilles
1228,verlassen::V,ترک کردن,forlate
1229,retten::V,نجات دادن,redde
1230,bewachen::V,حراست کردن,bevokte
1231,schützen::V,حفظ کردن,verne
1232,schützen::V,حفظ کردن,beskytte
1233,verteidigen::V,دفاع کردن,forsvare
1234,sich schlagen::V,کتک‌کاری کردن,slåss
1235,schießen::V,تیر زدن,skyte
1236,siegen::V,پیروز شدن,seire
1237,ärgern::V,ناراحت کردن,ergre
1238,schlagen::V,زدن,
1239,schlagen::V,کوبیدن,
1240,treten::V,لگد زدن,sparke
1241,stechen::V,چاقو زدن,stikke
1242,stoßen::V,هل دادن,støte
1243,stehlen::V,دزدیدن,stjele
1244,stören::V,مزاحم شدن,forstyrre
1245,belästigen::V,زحمت دادن,plage
1246,belästigen::V,زحمت دادن,sjenere
1247,verbergen::V,پنهان کردن,gjemme
1248,täuschen::V,گول زدن,villede
1249,täuschen::V,فریب دادن,villede
1250,betrügen::V,گول زدن,bedra
1251,betrügen::V,فریب دادن,bedra
1252,töten::V,کشتن,drepe
1253,wohnen::V,منزل داشتن,bo
1254,wohnen::V,سکونت داشتن,bo
1255,arbeiten::V,کار کردن,arbeide
1256,sammeln::V,جمع کردن,samle
1257,pflücken::V,چیدن,plukke
1258,jagen::V,شکار کردن,jage
1259,fischen::V,صید کردن,fiske
1260,fischen::V,ماهی‌گیری کردن,fiske
1261,fassen::V,گرفتن,fange
1262,hüten::V,چراندن,vokte
1263,hüten::V,مراقبت کردن,vokte
1264,treiben::V,راندن,drive
1265,anbinden::V,متصل کردن,feste
1266,füttern::V,غذا دادن,fore
1267,melken::V,دوشیدن,melke
1268,hacken::V,خرد کردن,hakke
1269,gießen::V,ریختن,helle
1270,reifen::V,رسیدن,modne
1271,zubereiten::V,طبخ کردن,lage
1272,zubereiten::V,طبخ کردن,tilberede
1273,zubereiten::V,آماده کردن,lage
1274,zubereiten::V,آماده کردن,tilberede
1275,kochen::V,پختن,koke
1276,kochen::V,آشپزی کردن,koke
1277,backen::V,پختن,bake
1278,braten::V,سرخ کردن,steke
1279,umrühren::V,هم زدن,røre om
1280,stricken::V,بافتن,strikke
1281,nähen::V,دوختن,sy
1282,färben::V,رنگ زدن,farge
1283,reinigen::V,پاک کردن,rense
1284,reinigen::V,پاک کردن,gjøre ren
1285,reinigen::V,تمیز کردن,rense
1286,reinigen::V,تمیز کردن,gjøre ren
1287,waschen::V,شستن,vaske
1288,abwischen::V,زدودن,tørke av
1289,spülen::V,شستن,spyle
1290,spülen::V,شستن,skylle
1291,fegen::V,جارو کردن,feie
1292,kehren::V,جارو کردن,koste
1293,baden::V,شنا کردن,bade
1294,baden::V,حمام کردن,bade
1295,sich waschen::V,شستشو کردن,vaske seg
1296,ausziehen::V,درآوردن,ta av
1297,anziehen::V,پوشیدن,ta på
1298,sich anziehen::V,لباس پوشیدن,kle på seg
1299,kämmen::V,شانه زدن,gre
1300,kämmen::V,شانه زدن,kjemme
1301,schmücken::V,زینت دادن,pynte
1302,schmücken::V,زینت دادن,smykke
1303,sagen::V,گفتن,si
1304,sprechen::V,حرف زدن,snakke
1305,sprechen::V,صحبت کردن,snakke
1306,reden::V,حرف زدن,tale
1307,reden::V,حرف زدن,snakke
1308,reden::V,صحبت کردن,tale
1309,reden::V,صحبت کردن,snakke
1310,sich unterhalten::V,گپ زدن,samtale
1311,fragen::V,پرسیدن,spørre
1312,fragen::V,سؤال کردن,spørre
1313,bitten::V,خواهش کردن,be
1314,bitten::V,درخواست کردن,be
1315,erzählen::V,نقل کردن,fortelle
1316,erzählen::V,حکایت کردن,fortelle
1317,mitteilen::V,خبر دادن,meddele
1318,nennen::V,نامیدن,kalle
1319,rufen::V,صدا کردن,rope
1320,prahlen::V,پز آمدن,skryte
1321,übersetzen::V,ترجمه کردن,oversette
1322,denken::V,فکر کردن,tenke
1323,glauben::V,باور کردن,tro
1324,glauben::V,عقیده داشتن,tro
1325,bemerken::V,متوجه شدن,bemerke
1326,bemerken::V,متوجه شدن,legge merke til
1327,erkennen::V,شناختن,gjenkjenne
1328,erkennen::V,تشخیص دادن,gjenkjenne
1329,begreifen::V,فهمیدن,begripe
1330,begreifen::V,درک کردن,begripe
1331,verstehen::V,فهمیدن,forstå
1332,verstehen::V,فهمیدن,skjønne
1333,lernen::V,آموختن,lære
1334,lernen::V,یاد گرفتن,lære
1335,wissen::V,دانستن,vite
1336,sich erinnern an::V,به یاد آوردن,huske på
1337,vergessen::V,فراموش کردن,glemme
1338,messen::V,اندازه گرفتن,måle
1339,zählen::V,شمردن,telle
1340,rechnen::V,حساب کردن,regne
1341,lesen::V,خواندن,lese
1342,malen::V,نقاشی کردن,male
1343,zeichnen::V,کشیدن,tegne
1344,zeichnen::V,رسم کردن,tegne
1345,schreiben::V,نوشتن,skrive
1346,besitzen::V,داشتن,eie
1347,besitzen::V,داشتن,inneha
1348,kaufen::V,خریدن,kjøpe
1349,kaufen::V,خرید کردن,kjøpe
1350,verkaufen::V,فروختن,selge
1351,bezahlen::V,پرداختن,betale
1352,zahlen::V,پرداخت کردن,betale
1353,beherrschen::V,مسلط بودن,beherske
1354,ertragen::V,تحمل کردن,orke
