,Concept_ID,cv,ku
732,dritter::A,виҫҫӗмӗш,sisêya
733,letzter::A,юлашки,paşîn
734,allein::ADV,пӗччен,tenê
735,auf einmal::ADV,кӗмӗрккен,jar kê
736,zusammen::ADV,пӗрле,tev
737,zusammen::ADV,пӗрле,bi hev re
738,lange::ADV,вӑрах,dirêj
739,plötzlich::ADV,сасартӑк,ji nişkave
740,sofort::ADV,тӳрех,yekser
741,später::ADV,кайран,paşiyê
742,jetzt::ADV,халь,nuha
743,jetzt::ADV,халӗ,nuha
744,heute::ADV,паян,îro
745,morgen::ADV,ыран,sibeh
746,bald::ADV,халех,nêzîk
747,bald::ADV,кӗҫех,nêzîk
748,dann::ADV,унтан,paşê
749,gestern::ADV,ӗнер,do
750,einst::ADV,пӗррехинче,jar ke
751,damals::ADV,ун чухне,hîngî
752,damals::ADV,апла пулсан,hîngî
753,danach::ADV,унтан,piştra
754,vorher::ADV,малтан,pîşî
755,zuerst::ADV,пирвай,bere
756,einmal::ADV,пӗррехинче,çarik
757,manchmal::ADV,хӑш чухне,çarna
758,oft::ADV,тӑтӑш,gelek çaran
759,immer::ADV,ялан,daîm
760,niemals::ADV,нихӑҫан та,tu çar
761,hier::ADV,кунта,li vir
762,hierhin::ADV,кунта,vir
763,von hier::ADV,кунтан,ji vir
764,dort::ADV,унта,li wê derê
765,dort::ADV,ҫавӑнта,li wê derê
766,dorthin::ADV,унта,wêda
767,dorthin::ADV,ҫавӑнта,wêda
768,geradeaus::ADV,тикӗс,rastê rast
769,vorwärts::ADV,малалла,ber bi pêş
770,rückwärts::ADV,хыҫала,paşpê
771,zurück::ADV,каялла,paşdo
772,zurück::ADV,каялла,paşvê
773,unten::ADV,аялта,jêrî
774,hinab::ADV,аялта,berjêr
775,oben::ADV,ҫӳлте,banî
776,hinauf::ADV,ҫӳле,banî
777,überall::ADV,таҫта та,li her derê
778,überall::ADV,пур ҫӗрте те,li her derê
779,überall::ADV,кирек ӑҫта та,li her derê
780,nicht::ADV,мар,ne
781,nicht::ADV,мар,nîn
782,nicht::ADV,мар,tine
783,ein wenig::ADV,пӑртак,hebkî
784,kaum::ADV,аран,tema
785,kaum::ADV,аран,himangi
786,sehr::ADV,питӗ,gelek
787,so::ADV,апла,weha
788,noch::ADV,татах,hêj
789,noch::ADV,татах,dîsa
790,nur::ADV,ҫех,tenê
791,nur::ADV,ҫех,bes
792,schon::ADV,ӗнтӗ,hew
793,wieder::ADV,каллех,jar din
794,wieder::ADV,каллех,dîsa
795,vergebens::ADV,харам,deya çun
796,vergebens::ADV,харам,îfleh bûn
797,vor::PRP,умӗнче,li ber
798,hinter::PRP,кайра,li pişt
799,unter::PRP,айне,li bin
800,unter::PRP,айӗпе,li bin
801,unter::PRP,айӗнче,li bin
802,unter::PRP,ҫитеспе,li bin
803,durch::PRP,витӗр,kura
804,neben::PRP,патӗнче,li ba
805,zwischen::PRP,хушшинче,nabeyne
806,zwischen::PRP,хушшинче,di nav...da
807,wegen::PRP,пула,ji bo
808,wegen::PRP,пула,ji ber
809,wegen::PRP,пирки,ji bo
810,wegen::PRP,пирки,ji ber
811,dies::PRN,ку,ev
812,dies::PRN,ҫак,ev
813,das::PRN,ҫав,ev
814,alles::PRN,пурте,hemû
815,alles::PRN,йӑлт,hemû
816,ich::PRN,эп,ez
817,du::PRN,эс,tu
818,er::PRN,вӑл,wî
819,wir::PRN,эпир,êm
820,ihr::PRN,эсир,hûn
821,sie::PRN,вӗсем,we
822,was::FPRN,мӗн,çi
823,was::FPRN,мӗскер,çi
824,was::FPRN,мӗн те пулин,çi
825,wer::FPRN,кам,ki
826,wo::FADV,ӑҫта,li ku dere
827,wohin::FADV,ӑҫта,li ku dere
828,wie::FADV,епле,çawa
829,wie::FADV,мӗнле,çawa
830,warum::FADV,ма,çima
831,warum::FADV,мӗншӗн,çima
832,wieviel::FNUM,миҫе,çend
833,eins::NUM,пӗр,yek
834,eins::NUM,пӗрре,yek
835,zwei::NUM,ик,didu
836,zwei::NUM,икӗ,didu
837,zwei::NUM,иккӗ,didu
838,drei::NUM,виҫ,sisê
839,drei::NUM,виҫӗ,sisê
840,drei::NUM,виҫҫӗ,sisê
841,vier::NUM,тӑват,çar
842,fünf::NUM,пилӗк,penç
843,fünf::NUM,пиллӗк,penç
844,sechs::NUM,улт,şeş
845,sechs::NUM,ултӑ,şeş
846,sechs::NUM,улттӑ,şeş
847,sieben::NUM,ҫич,heft
848,sieben::NUM,ҫичӗ,heft
849,sieben::NUM,ҫиччӗ,heft
850,acht::NUM,сакӑр,heşt
851,acht::NUM,саккӑр,heşt
852,neun::NUM,тӑхӑр,neh
853,neun::NUM,тӑххӑр,neh
854,zehn::NUM,вунӑ,deh
855,zehn::NUM,вуннӑ,deh
856,elf::NUM,вун пӗр,yazdeh
857,zwölf::NUM,вун ик,diwazdeh
858,zwölf::NUM,вун икӗ,diwazdeh
859,zwölf::NUM,вун иккӗ,diwazdeh
860,zwanzig::NUM,ҫирӗм,bîst
861,dreißig::NUM,вӑтӑр,sih
862,vierzig::NUM,хӗрӗх,çil
863,fünfzig::NUM,аллӑ,pençi
864,sechzig::NUM,утмӑл,şêst
865,siebzig::NUM,ҫитмӗл,heftê
866,achtzig::NUM,сакӑр вунӑ,heştê
867,achtzig::NUM,сакӑр вуннӑ,heştê
868,neunzig::NUM,тӑхӑр вун,nod
869,neunzig::NUM,тӑхӑр вунӑ,nod
870,neunzig::NUM,тӑхӑр вуннӑ,nod
871,hundert::NUM,ҫӗр,sêd
872,tausend::NUM,пин,hezar
873,und::CNJ,та,û
874,oder::CNJ,е,an
875,oder::CNJ,е,yan
876,stehen::V,тӑр,sekinîn
877,sitzen::V,лар,rûniştin
878,liegen::V,вырт,paldan
879,hängen::V,усӑнса тӑр,darve kirin
880,hängen::V,ҫакӑнса тӑр,darve kirin
881,werden::V,пул,bûn
882,passieren::V,пул,hatin holê
883,passieren::V,пул,hatin serê kesî
884,beginnen::V,пуҫлан,li dest pêkirin
885,enden::V,пӗт,xalas bû
886,enden::V,вӗҫлен,xalas bû
887,wechseln::V,улшӑн,guherandin
888,wechseln::V,улшӑн,dêgiş kirin
889,aufgehen[Sonne]::V,тух,hilatin
890,untergehen[Sonne]::V,анса лар,çun ava
891,scheinen[Sonne]::V,пӑх,şewk de
892,donnern::V,кӗмсӗртет,gire-gir
893,donnern::V,авӑт,gire-gir
894,wehen::V,варкӑш,ba le de
895,strömen::V,тӑкӑн,xwe girtin
896,fließen::V,юх,herikîn
897,sich drehen::V,ҫаврӑн,xwe zivirandin
898,schwanken::V,чӳхен,hejandin
899,schwingen::V,суллан,libakirin
900,fallen::V,кип,ketin
901,fallen::V,тӳр кип,ketin
902,fallen::V,татӑлса ан,ketin
903,brennen::V,ҫун,şewitîn
904,rauchen::V,мӑкӑрлан,kişandin
905,rauchen::V,тӗтӗм кӑлар,kişandin
906,regnen::V,ҫумӑр ҫӑвать,bahran tê
907,gefrieren::V,шӑн,qefilandin
908,tauen::V,ирӗл,helandin
909,schmelzen::V,ирӗл,helandin
910,trocknen::V,тип,zuwabûn
911,sieden::V,вӗре,kelîn
912,faulen::V,ҫӗр,xerabûn
913,verfaulen::V,ҫӗр,xerabûn
914,reißen::V,ҫурӑл,jêkirin
915,versinken::V,пут,xerq bûn
916,vergehen::V,ирт,derbas bûn
917,erscheinen::V,курӑн,peyda bûn
918,erscheinen::V,курӑнса кай,peyda bûn
919,verschwinden::V,ҫухал,wendabûn
920,sinken::V,чак,noq bûn
921,abnehmen::V,чак,kêm bûn
922,zunehmen::V,пысӑклан,qelew bûn
923,steigen::V,ҫӗклен,hildan
924,wachsen::V,ӳс,mezin bûn
925,glänzen::V,ҫиҫ,biriqîn
926,funkeln::V,ялкӑш,çikisîn
927,funkeln::V,йӑлтӑртат,çikisîn
928,lärmen::V,шавла,guşîn
929,läuten::V,шӑнкӑравла,lê de
930,klingeln::V,шӑнкӑравла,sîl dan
931,klingeln::V,шӑнкӑравла,ringerin
932,klirren::V,калтлат,zingzing hat
933,klirren::V,шӑнкӑлтат,zingzing hat
934,brausen::V,ахӑр,guşîn
935,rauschen::V,вашӑлтат,guşîn
936,rauschen::V,чашӑлтат,guşîn
937,klingen::V,янӑра,deng pe ketin
938,bellen::V,вӗр,kewtîn
939,heulen::V,ула,ûrîn
940,blasen::V,вӗр,puf kirin
941,pfeifen::V,шӑхӑр,fîkandin
942,schreien::V,кӑшкӑр,qîrîn
943,stöhnen::V,йынӑш,nalîn
944,zittern::V,чӗтре,hejîn
945,leben::V,пурӑн,jihîn
946,geboren werden::V,ҫурал,hatin dinyê
947,geboren werden::V,ҫурал,bûn
948,atmen::V,сывла,hilmijîn
949,trinken::V,ӗҫ,vexwarin
950,essen::V,ҫи,xwarin
951,schlucken::V,ҫӑт,daqulbandin
952,müde werden::V,ӗшен,betilîln
953,müde werden::V,ӗшен,qerimîn
954,einschlafen::V,ыйха пут,razan
955,einschlafen::V,ҫывӑрса кай,razan
956,schlafen::V,ҫывӑр,razan
957,schlafen::V,ҫывӑр,razandin
958,aufwachen::V,вӑран,şiyarbûn
959,aufstehen::V,тӑр,rabûn
960,sich erholen::V,кан,baş bûn
961,krank werden::V,чирле,nexweş kêt
962,krank sein::V,чирле,nexweş bû
963,schmerzen::V,сур,êşandin
964,schmerzen::V,ырат,êşandin
965,husten::V,ӳсӗр,kuxin
966,genesen::V,сывал,baş bûn
967,genesen::V,тӳрлен,baş bûn
968,sterben::V,вил,mirin
969,umkommen::V,вил,mirin
970,sich bewegen::V,куҫ,leqîn
971,sich rühren::V,хускал,leqîn
972,sich erheben::V,тӑр,rabûn
973,sich setzen::V,лар,runiştin
974,hinfallen::V,ӳк,kêtin
975,laufen::V,ут,meşîn
976,schreiten::V,ут,meşkirin
977,spazierengehen::V,уҫӑлса ҫӳре,gerandin
978,spazierengehen::V,уткаласа ҫӳре,gerandin
979,eilen::V,васка,lezandin
980,eilen::V,хыпалан,lezandin
981,sich beeilen::V,васка,zûkirin
982,sich beeilen::V,хыпалан,zûkirin
983,sausen::V,ыткӑн,fîzîn
984,sausen::V,вӗҫтер,fîzîn
985,rennen::V,чуп,baz dan
986,springen::V,сик,hilpekîn
987,klettern::V,улӑх,hilperikîn
988,schaukeln::V,йӳрӗн,lorandin
989,kriechen::V,шу,xuşandin
990,kriechen::V,упален,xuşandin
991,schwimmen::V,иш,avjenîn
992,tauchen::V,чӑм,qutxuyardin
993,tauchen::V,чӑм,noqîn
994,rudern::V,авӑс,qaîq ajotin
995,fahren::V,пыр,ajotin
996,fliegen::V,вӗҫ,firîn
997,gehen::V,кай,çûn
998,weggehen::V,кай,çûn
999,abfahren::V,тапран,çûyin
1000,anhalten::V,чарӑн,rawestîn
1001,hineingehen::V,кӗр,ketin hundir
1002,eintreten::V,кӗр,têketin
1003,kommen::V,кил,hatin
1004,ankommen::V,ҫит,gihan
1005,ankommen::V,ҫит,gihîştin
1006,zurückkommen::V,таврӑн,vegerandin
1007,zurückkommen::V,каялла кил,vegerandin
1008,bleiben::V,юл,sekinîn
1009,warten::V,кӗт,payîn
1010,erwarten::V,кӗт,payîn
1011,suchen::V,шыра,lêgerîn
1012,finden::V,туп,peyda kirin
1013,versuchen::V,пикен,çeribandin
1014,vorbereiten::V,хатӗрле,amade kirin
1015,lieben::V,юрат,hez kirin
1016,mögen::V,кӑмӑлла,dil kirin
1017,mögen::V,килӗштер,dil kirin
1018,lachen::V,кул,kenîn
1019,lachen::V,ахӑлтат,kenîn
1020,rühren::V,ҫулӑх,hêjan
1021,weinen::V,йӗр,girîn
1022,weinen::V,макӑр,girîn
1023,schimpfen::V,вӑрҫ,pevçûn
1024,schimpfen::V,ятлаҫ,pevçûn
1025,sich ärgern::V,ҫиллен,enirîn
1026,sich fürchten::V,шиклен,tirsîn
1027,fürchten::V,хӑра,tirsin
1028,fliehen::V,тар,bazdan
1029,flüchten::V,чупса тар,revîn
1030,sehen::V,кур,dîtin
1031,anschauen::V,пӑхса ил,sêr kirin
1032,ansehen::V,пӑх,hesibandin
1033,hören::V,илт,guhdar jirin
1034,zuhören::V,итле,guhdarî kirin
1035,zuhören::V,тӑнла,guhdarî kirin
1036,probieren::V,астив,tehm kirin
1037,riechen::V,шӑршла,bihn kirin
1038,fühlen::V,туй,hîs kirin
1039,fühlen::V,сис,hîs kirin
1040,scheinen::V,туйӑн,xoyer kir
1041,zu sehen sein::V,курӑн,diyar bûn
1042,vernehmen::V,пӑл,bihîstin
1043,frieren::V,йӳтен,qerişîn
1044,tun::V,ту,kirin
1045,können::V,пултар,karin
1046,wollen::V,те,xwestîn
1047,anfangen::V,пуҫла,dest pêkirin
1048,beenden::V,пӗтер,xelas kirin
1049,aufhören::V,пӑрах,xelas kirin
1050,gelingen::V,ӑн,çe bûn
1051,geraten::V,пул,qewîmîn
1052,öffnen::V,уҫ,vekirin
1053,schließen::V,хуп,girtin
1054,stellen::V,ларт,danîn
1055,stellen::V,тӑрат,danîn
1056,setzen::V,ларт,rûniştin
1057,legen::V,хур,danîn
1058,legen::V,хур,razandin
1059,berühren::V,перӗн,lêketin
1060,verbinden::V,сып,anîn pê
1061,bedecken::V,вит,sergirtin
1062,aufhängen::V,ҫак,aliqandin
1063,anzünden::V,ҫут,pêxistin
1064,aufheben::V,ҫӗкле,hildan
1065,zurücklassen::V,манса хӑвар,hiştin
1066,zurücklassen::V,манса хӑвар,vehiştin
1067,verlieren::V,ҫӗтер,wendakirin
1068,fallen lassen::V,ӳкер,xistin bixe
1069,fallen lassen::V,ӳкер,xistin
1070,machen::V,ту,kirin
1071,machen::V,ту,çêkirin
1072,herstellen::V,ӑстала,çê kirin
1073,herstellen::V,ӑстала,peyda kirin
1074,bauen::V,ту,lêkirin
1075,reparieren::V,юса,veherînerîn
1076,verbessern::V,лайӑхлат,sererastkirin
1077,ändern::V,улӑштар,degiş kirin
1078,graben::V,чав,kolandin
1079,graben::V,чакала,kolandin
1080,beugen::V,кукӑрт,tewîn
1081,beugen::V,кукӑрт,xwar kirin
1082,biegen::V,ав,tewandin
1083,biegen::V,ав,xwarkirin
1084,biegen::V,кукӑрт,tewandin
1085,biegen::V,кукӑрт,xwarkirin
1086,drehen::V,ҫавӑр,fitilandin
1087,wenden::V,ӳпӗнтер,zivîrin
1088,umdrehen::V,ҫавӑр,vegerandin
1089,heben::V,хӑпарт,hildan
1090,hochheben::V,йӑт,hildan
1091,ergreifen::V,тыт,dest avêtin
1092,halten::V,тыт,hîştin
1093,halten::V,тыт,sekinîn
1094,drücken::V,пус,pêl kirin
1095,schieben::V,тӗк,damdan
1096,schieben::V,тӗрт,damdan
1097,kratzen::V,хыр,xurandin
1098,lecken::V,ҫула,alastin
1099,beißen::V,ҫырт,gez kirin
1100,beißen::V,хып,gez kirin
1101,abreißen::V,тат,hilşandin
1102,abschneiden::V,кас,jêkirin
1103,binden::V,ҫых,girêdan
1104,stecken::V,чик,têxistin
1105,brechen::V,хуҫ,şikandin
1106,klopfen::V,такка,kutandin
1107,hauen::V,шакка,li dan
1108,kleben::V,ҫыпӑҫтар,zeliqîn
1109,kleben::V,ҫыпӑҫтар,şirêz kirin
1110,reiben::V,сӑтӑр,firikandin
1111,streichen::V,сӗр,bax dan
1112,schleifen::V,хӑйра,çarkirin
1113,schneiden::V,кас,jêkirin
1114,rütteln::V,лӑка,hejandin
1115,rütteln::V,силлентер,hejandin
1116,schütteln::V,лӑка,daweşîn
1117,schütteln::V,силлентер,daweşîn
1118,schwenken::V,сулла,têwdan
1119,schütten::V,тултар,rijandin
1120,füllen::V,тултар,dagirtin
1121,einwickeln::V,чӗрке,pêçandin
1122,tragen::V,ҫӗкле,kişandin
1123,tragen::V,ҫӗкле,rajtin
1124,schleppen::V,сӗтӗр,kişandin
1125,ziehen::V,тӑс,kişandin
1126,aufbewahren::V,усра,hilandin
1127,werfen::V,пӑрах,avêtin
1128,fangen::V,тыт,sem kirin
1129,fangen::V,тыт,girtin
1130,packen::V,тыт,pê girtin
1131,verstecken::V,пытарса хур,hîlanin
1132,teilen::V,уйӑр,parvekirin
1133,teilen::V,пайла,parvekirin
1134,schicken::V,яр,şandin
1135,bringen::V,кӳр,anîn
1136,bringen::V,кӳр,birin
1137,hinzufügen::V,хуш,dan ser
1138,hinzufügen::V,хуш,li tiştekî zêde kirin
1139,bekommen::V,ил,standin
1140,bekommen::V,туян,standin
1141,erhalten::V,ил,standin
1142,erhalten::V,туян,standin
1143,nehmen::V,ил,girtin
1144,wählen::V,суйла,ray dan
1145,auswählen::V,суйла,bijartin
1146,bewahren::V,упра,rê li ber girtin
1147,bewahren::V,упра,lê xwedî derketin
1148,behindern::V,кансӗрле,bara wi
1149,behindern::V,чӑрмантар,bara wi
1150,verderben::V,пӑс,heram bûn
1151,beschädigen::V,пӑс,xerab kirin
1152,zerbrechen::V,ват,şikênandin
1153,zerbrechen::V,ват,perçe kirin
1154,zerbrechen::V,ҫӗмӗр,şikênandin
1155,zerbrechen::V,ҫӗмӗр,perçe kirin
1156,zerreißen::V,ҫур,qelişandin
1157,zerstören::V,иш,hilşandin
1158,verbrennen::V,ҫунтар,şewitandin
1159,geben::V,пар,dan
1160,geben::V,пар,dayin
1161,reichen::V,пар,besbûn
1162,reichen::V,пар,têrkirin
1163,schenken::V,парнеле,diyarî kirin
1164,versprechen::V,тума пул,soz dan
1165,versprechen::V,сӑмах пар,soz dan
1166,wünschen::V,сун,dil kirin
1167,loben::V,ырла,pesinandin
1168,küssen::V,чуп ту,maçkirin
1169,wiegen::V,сиктер,lorandin
1170,wiegen::V,сиктер,wezinandin
1171,wiegen::V,силле,lorandin
1172,wiegen::V,силле,wezinandin
1173,zudecken::V,вит,nixumandin
1174,wecken::V,вӑрат,bixwe hesandin
1175,zeigen::V,кӑтарт,şanîdan
1176,führen::V,илсе пыр,raber kirin
1177,führen::V,ҫавӑтса пыр,raber kirin
1178,lehren::V,вёрент,hîn kirin
1179,unterrichten::V,вёрент,ders dan
1180,aufziehen::V,вӗрент,mesinkirin
1181,leiten::V,тытса пыр,rêberî kirin
1182,antreiben::V,васкат,bezandin
1183,lassen::V,пусахла,berdan
1184,lassen::V,пусахла,hiştin
1185,lassen::V,хуш,berdan
1186,lassen::V,хуш,hiştin
1187,einladen::V,чӗн,dawet kirin
1188,vereinigen::V,пӗрлештер,bi yek kirin
1189,besuchen::V,ҫит,mêvan bûn
1190,besuchen::V,кӗрсе кур,mêvan bûn
1191,treffen::V,тӗл пул,rast hatin
1192,sich versammeln::V,пуҫтарӑн,li hev çivîn
1193,spielen::V,выля,listin
1194,singen::V,юрла,stran
1195,tanzen::V,ташла,reqisîn
1196,sich trennen::V,уйрӑл,hew berdan
1197,verlassen::V,хӑвар,tanê hişt
1198,verlassen::V,хӑвар,bêkes
1199,retten::V,ҫӑл,rihakirin
1200,bewachen::V,хуралла,raçavkirin
1201,schützen::V,сыхла,hemet kirin
1202,verteidigen::V,хӳтӗле,paraztin
1203,sich schlagen::V,ҫапӑҫ,li hev bezîn
1204,schießen::V,пер,agir kirin
1205,siegen::V,ҫӗн,biser ketin
1206,siegen::V,ҫӗнтер,biser ketin
1207,ärgern::V,тарӑхтар,xeyirandin
1208,ärgern::V,ҫиллентер,xeyirandin
1209,schlagen::V,ҫап,lêdan
1210,schlagen::V,ҫап,lêxistin
1211,treten::V,тап,têlekirin
1212,stechen::V,чик,têrekirin
1213,stoßen::V,чыш,lêketin
1214,stehlen::V,вӑрла,dizîn
1215,stehlen::V,вӑрла,dizî birin
1216,stören::V,кансӗрле,aciz kirin
1217,belästigen::V,аптӑрат,li tela yeki ketin
1218,belästigen::V,хупла,li tela yeki ketin
1219,verbergen::V,пытар,veşartin
1220,verbergen::V,пытар,kemîndanîn
1221,täuschen::V,суй,xapandin
1222,täuschen::V,суй,lê zexeli kirin
1223,betrügen::V,ултала,xapandin
1224,töten::V,вӗлер,kûştin
1225,wohnen::V,чуна пар,rûniştin
1226,wohnen::V,парӑнса тӑр,rûniştin
1227,arbeiten::V,ӗҫле,kar kirin
1228,arbeiten::V,ӗҫле,şêxulin
1229,sammeln::V,пух,komkirin
1230,pflücken::V,тат,çinîn
1231,jagen::V,сунара ҫӳре,nêçîr kirin
1232,fischen::V,пулӑ тыт,masî girtin
1233,fassen::V,тыт,pê girtin
1234,fassen::V,тыт,sêm kirin
1235,hüten::V,кӗт,hei jê man
1236,treiben::V,хӑвала,bêherandin
1237,anbinden::V,кӑкар,tewilandin
1238,füttern::V,ҫитер,xwarine dan lê
1239,melken::V,су,dotin
1240,hacken::V,вакла,kolandin
1241,gießen::V,шӑвар,av dan
1242,reifen::V,пиҫ,kemilîn
1243,zubereiten::V,пӗҫер,çe kirin
1244,kochen::V,пӗҫер,xwarin çe kirin
1245,kochen::V,пӗҫер,kelandin
1246,backen::V,пӗҫер,pijandin
1247,braten::V,ӑшала,qelandin
1248,braten::V,ӑшала,sor kirin
1249,umrühren::V,хутӑштар,têvdan
1250,stricken::V,ҫых,hûnan
1251,nähen::V,ҫӗле,kêl kirin
1252,färben::V,пӗвет,boyax kirin
1253,reinigen::V,тасат,paqijkirin
1254,waschen::V,ҫу,şuştin
1255,abwischen::V,шӑл,pakîj kirin
1256,spülen::V,чӳхе,şuştin
1257,fegen::V,шӑл,maliştin
1258,kehren::V,шӑл,maliştin
1259,baden::V,шыва кӗр,serîşûştin
1260,sich waschen::V,ҫӑвӑн,serîşûştin
1261,ausziehen::V,салан,jê kirin
1262,anziehen::V,тӑхӑн,pê kirin
1263,sich anziehen::V,тӑхӑн,xwe kirin
1264,kämmen::V,тура,şeh kirin
1265,schmücken::V,илемлет,xemilandin
1266,sagen::V,те,gotin
1267,sagen::V,те,peyivîn
1268,sprechen::V,кала,peyivîn
1269,reden::V,сӑмахла,axaftin
1270,reden::V,калаҫ,axaftin
1271,sich unterhalten::V,пупле,hev biştaxilin
1272,fragen::V,ыйт,pirsîn
1273,fragen::V,ыйт,pirs kirin
1274,bitten::V,ыйт,tika kirin
1275,erzählen::V,каласа пар,behs kirin
1276,mitteilen::V,пӗлтер,vegotin
1277,mitteilen::V,хыпарла,vegotin
1278,nennen::V,те,bi nav kirin
1279,nennen::V,чӗн,bi nav kirin
1280,rufen::V,чӗн,bakirin
1281,prahlen::V,мухтан,pesnê xwe dan
1282,prahlen::V,вӗҫкӗнлен,pesnê xwe dan
1283,übersetzen::V,куҫар,qulibandin
1284,übersetzen::V,куҫар,derbas kirin
1285,denken::V,шухӑшла,fikirîn
1286,glauben::V,ӗнен,bawer bûn
1287,bemerken::V,асӑрха,bala xwe dan
1288,bemerken::V,асӑрха,çac lê ketin
1289,erkennen::V,палла,pêhesîn
1290,begreifen::V,ӑнлан,fêmkirin
1291,verstehen::V,пӗл,fêmkirin
1292,lernen::V,вӗрен,halmandin
1293,lernen::V,вӗрен,fêrbun
1294,wissen::V,пӗл,zanîn
1295,wissen::V,ӑнкар,zanîn
1296,sich erinnern an::V,аса ил,bir bûn
1297,vergessen::V,ман,ji bir kirin
1298,vergessen::V,манса кай,ji bir kirin
1299,messen::V,виҫ,pê kanîn
1300,zählen::V,шутла,hejmardin
1301,rechnen::V,шутла,hesibandin
1302,lesen::V,вула,xwendin
1303,malen::V,ӳкер,rengandin
1304,malen::V,ӳкер,boyax kirin
1305,zeichnen::V,ӳкер,işaret kirin
1306,schreiben::V,ҫыр,nivîsandin
1307,besitzen::V,тыт,hebûn
1308,kaufen::V,ил,kirîn
1309,kaufen::V,туян,kirîn
1310,verkaufen::V,сут,firotin
1311,bezahlen::V,тӳле,pere dan
1312,zahlen::V,тӳле,pere dan
1313,zahlen::V,тӳле,dayin
1314,beherrschen::V,тыт,zebt kirin
1315,beherrschen::V,тыт,hukim kirin
1316,ertragen::V,тӳс,bihêzkirin
1317,Bauch::N,,ûr
1318,Bauch::N,,zik
