,Concept_ID,ps,pl
76,Staub::N,ګرد,pył
77,Staub::N,ګرد,kurz
78,Staub::N,خاوره,pył
79,Staub::N,خاوره,kurz
80,Rauch::N,دود,dym
81,Rauch::N,لوګی,dym
82,Funke::N,سپرغۍ,iskra
83,Feuer::N,اور,ogień
84,Licht::N,رڼا,światło
85,Schatten::N,سیوری,cień
86,Wetter::N,هوا,pogoda
87,Nebel::N,لړه,mgła
88,Wolke::N,ورېځ,obłok
89,Wolke::N,ورېځ,chmura
90,Regen::N,وریا,deszcz
91,Regen::N,باران,deszcz
92,Schnee::N,واوره,śnieg
93,Eis::N,یخ,lód
94,Eis::N,کنګل,lód
95,Frost::N,یخ,mróz
96,Kälte::N,ساړه,chłód
97,Hitze::N,تودوخي,gorąco
98,Raureif::N,سپینه پرخه,szron
99,Regenbogen::N,بوډۍ ټال,tęcza
100,Regenbogen::N,سره زرغونه,tęcza
101,Donner::N,تالنده,grzmot
102,Strömung::N,بهېدنه,nurt
103,Tropfen::N,قطره,kropla
104,Tropfen::N,څاڅکی,kropla
105,Schaum::N,ځګ,piana
106,Schmutz::N,ناپاکي,brud
107,See::N,جهیل,jezioro
108,Sumpf::N,جبه,bagno
109,Moor::N,جبه,bagno
110,Wiese::N,چمن,łąka
111,Wiese::N,شنېلی,łąka
112,Wald::N,ځنګل,las
113,Hügel::N,تپه,pagórek
114,Anhöhe::N,غونډۍ,wzgórze
115,Berg::N,غ‍‍‍‍‍ر,góra
116,Gipfel::N,څوکه,szczyt
117,Gipfel::N,څوکه,wierzchołek
118,Höhle::N,کاز,pieczara
119,Abhang::N,لمن,stok
120,Abhang::N,لمن,zbocze
121,Quelle::N,چینه,zdrój
122,Quelle::N,چینه,źródło
123,Bach::N,واله,potok
124,Bach::N,واله,strumień
125,Fluss::N,سیند,rzeka
126,Ufer::N,غاړه,brzeg
127,Küste::N,ساحل,wybrzeże
128,Festland::N,وچه,ląd
129,Meer::N,بحر,morze
130,Meer::N,سمندر,morze
131,Bucht::N,کارۍ,zatoka
132,Insel::N,ټاپو,wyspa
133,Insel::N,جزيره,wyspa
134,Blume::N,ګل,kwiat
135,Gras::N,واښه,trawa
136,Wurzel::N,ریښه,korzeń
137,Baum::N,ونه,drzewo
138,Stamm::N,ډډ,pień
139,Rinde::N,پوستکی,kora
140,Ast::N,ښاخ,gałąź
141,Zweig::N,څانګه,gałąź
142,Blatt::N,پاڼه,liść
143,Birke::N,توس,brzoza
144,Kiefer[Baum]::N,نښتر,sosna
145,Weide[Baum]::N,وله,wierzba
146,Tanne::N,ناجو,jodła
147,Horn::N,ښکر,róg
148,Feder::N,بڼکه,pióro
149,Fell::N,پوستکی,futro
150,Flügel::N,وزر,skrzydło
151,Klaue::N,پنجه,szpon
152,Klaue::N,منګول,szpon
153,Kralle::N,پنجه,pazur
154,Kralle::N,منګول,pazur
155,Schwanz::N,لکۍ,ogon
156,Ei::N,وۍ,jajko
157,Ei::N,هګۍ,jajko
158,Nest::N,جاله,gniazdo
159,Bau::N,کاز,nora
160,Tier::N,ژوی,zwierzę
161,Tier::N,حیوان,zwierzę
162,Herde::N,رمه,stado
163,Herde::N,رمه,trzoda
164,Herde::N,غېله,stado
165,Herde::N,غېله,trzoda
166,Kuh::N,غوا,krowa
167,Bulle::N,غوئی,byk
168,Pferd::N,آس,koń
169,Schaf::N,پسه,owca
170,Schwein::N,سرکوزی,świnia
171,Hund::N,سپی,pies
172,Katze::N,پشه,kot
173,Katze::N,پشه,kotka
174,Bär::N,خرس,niedźwiedż
175,Eichhörnchen::N,خړ لمی,wiewiórka
176,Elch::N,ګوزن,łóś
177,Fuchs::N,سپلم,lis
178,Hase::N,سوی,zając
179,Maus::N,مږک,mysz
180,Wolf::N,لېوه,wilk
181,Vogel::N,مرغه,ptak
182,Schwarm::N,سېل,stado
183,Huhn::N,چرګه,kura
184,Hahn::N,چرګ,kogut
185,Gans::N,بته,gęś
186,Adler::N,عقاب,orzeł
187,Ente::N,ایلۍ,kaczka
188,Eule::N,ګونګی,sowa
189,Kranich::N,کلنګ,żuraw
190,Krähe::N,کارغه,wrona
191,Kuckuck::N,فاخته,kukułka
192,Schwan::N,قو,łabędż
193,Fisch::N,کب,ryba
194,Fisch::N,ماهی,ryba
195,Schlange[Tier]::N,مار,wąż
196,Schlange[Tier]::N,مار,żmija
197,Wurm::N,چینجی,robak
198,Spinne::N,غڼه,pająk
199,Spinne::N,تارکښ,pająk
200,Ameise::N,مېږی,mrówka
201,Laus::N,سپږه,wesz
202,Mücke::N,ماشی,komar
203,Fliege::N,مچ,mucha
204,Schmetterling::N,پتنګ,motyl
205,Beere::N,مېوۍ,jagoda
206,Apfel::N,مڼه,jabłko
207,Pilz::N,خرېړی,grzyb
208,Zwiebel::N,پیاز,cebula
209,Saat::N,تخم,siew
210,Korn::N,تخم,ziarno
211,Korn::N,دانه,ziarno
212,Heu::N,بوس,siano
213,Heu::N,پروړه,siano
214,Schale::N,پوستکی,łupina
215,Grube::N,کنده,dół
216,Grube::N,کنده,jama
217,Falle::N,دام,pułapka
218,Falle::N,لومه,pułapka
219,Schlinge::N,کړۍ,sidła
220,Spur::N,نښه,ślad
221,Asche::N,آس,popiół
222,Asche::N,ایره,popiół
223,Dreck::N,ناپاکي,brud
224,Eisen::N,اوسپنه,żelazo
225,Gold::N,سره زر,złoto
226,Silber::N,نقره,srebro
227,Silber::N,سپین زر,srebro
228,Kohle::N,سکور,węgiel
229,Kohle::N,سکاره,węgiel
230,Glas::N,ښيښه,szkło
231,Lehm::N,خټه,glina
232,Sand::N,شګه,piasek
233,Mensch::N,انسان,człowiek
234,Mann::N,سړی,mężczyzna
235,Mann::N,نارینه,mężczyzna
236,Frau::N,ښځه,kobieta
237,Kind::N,بچی,dziecko
238,Kind::N,ماشوم,dziecko
239,Junge::N,هلک,chłopak
240,Junge::N,هلک,chłopiec
241,Mädchen::N,نجلۍ,dziewczynka
242,Familie::N,کورنۍ,rodzina
243,Großvater::N,بابا,dziadek
244,Großmutter::N,انا,babka
245,Eltern::N,مور او پلار,rodzice
246,Vater::N,پلار,ojciec
247,Mutter::N,مور,matka
248,Sohn::N,زوی,syn
249,Tochter::N,لور,córka
250,Bruder::N,ورور,brat
251,Schwester::N,خور,siostra
252,Onkel::N,تره,wuj
253,Onkel::N,تره,stryj
254,Onkel::N,ماما,wuj
255,Onkel::N,ماما,stryj
256,Tante::N,خاله,ciotka
257,Ehemann::N,مېړه,mąż
258,Ehefrau::N,مېرمن,żona
259,Freude::N,خوشحالي,radość
260,Gelächter::N,خندا,śmiech
261,Glück::N,بخت,szczęście
262,Kummer::N,غم,zmartwienie
263,Wunsch::N,هيله,życzenie
264,Wunsch::N,غوښتنه,życzenie
265,Lust::N,شوق,chęć
266,Lust::N,شوق,ochota
267,Lust::N,مینه,chęć
268,Lust::N,مینه,ochota
269,Geist::N,روح,duch
270,Gedanke::N,فکر,myśl
271,Gedächtnis::N,یاد,pamięć
272,Gedächtnis::N,حافظه,pamięć
273,Verstand::N,عقل,rozum
274,Verstand::N,شعور,rozum
275,Sinn::N,معنی,zmysł
276,Grund::N,علت,powód
277,Grund::N,اساس,powód
278,Wahrheit::N,حقیقت,prawda
279,Gespräch::N,مرکه,rozmowa
280,Gespräch::N,خبرې اترې,rozmowa
281,Märchen::N,افسانه,bajka
282,Erzählung::N,قصه,opowiadanie
283,Erzählung::N,کیسه,opowiadanie
284,Nachricht::N,خبر,wiadomość
285,Neuigkeit::N,نوی خبر,nowina
286,Name::N,نوم,imię
287,Rätsel::N,کیسۍ,zagadka
288,Rätsel::N,چیستان,zagadka
289,Rede::N,وینا,mowa
290,Sprache::N,ژبه,język
291,Stimme::N,غږ,głos
292,Stimme::N,اواز,głos
293,Wort::N,لغت,słowo
294,Wort::N,کلمه,słowo
295,Zeichen::N,نښه,znak
296,Zeichen::N,اشاره,znak
297,Ruf::N,ږغ,wołanie
298,Ruf::N,بلنه,wołanie
299,Lärm::N,غالمغال,hałas
300,Lärm::N,غالمغال,zgiełk
301,Laut::N,ږغ,dźwięk
302,Ton::N,اواز,ton
303,Ton::N,اواز,dźwięk
304,Lied::N,غزله,pieśń
305,Lied::N,غزله,piosenka
306,Lied::N,سندره,pieśń
307,Lied::N,سندره,piosenka
308,Ruhe::N,ارامي,spokój
309,Leute::N,خلک,ludzie
310,Volk::N,ولس,naród
311,Arbeit::N,کار,praca
312,Arbeit::N,کار,robota
313,Gast::N,مېلمه,gość
314,Geschenk::N,تحفه,prezent
315,Geschenk::N,تحفه,podarunek
316,Geschenk::N,سوغات,prezent
317,Geschenk::N,سوغات,podarunek
318,Spiel::N,لوبه,gra
319,Spiel::N,لوبه,zabawa
320,Gesellschaft::N,ډله,towarzystwo
321,Hilfe::N,کومک,pomoc
322,Hilfe::N,مرسته,pomoc
323,Freund::N,ملګری,przyjaciel
324,Kamerad::N,انډيوال,kolega
325,Angelegenheit::N,موضوع,sprawa
326,Anzahl::N,شمېر,ilość
327,Anzahl::N,تعداد,ilość
328,Art::N,ډول,rodzaj
329,Stück::N,ټوټه,kawałek
330,Teil::N,برخه,część
331,Hälfte::N,نیم,połowa
332,Kreis::N,دایره,krąg
333,Kreuz::N,صلیب,krzyż
334,Linie::N,خط,linia
335,Linie::N,لیکه,linia
336,Strich::N,کرښه,kreska
337,Abstand::N,فاصله,odstęp
338,Entfernung::N,واټن,odległość
339,Gegend::N,سیمه,okolica
340,Gegend::N,منطقه,okolica
341,Platz::N,ځای,miejsce
342,Ort::N,ځای,miejsce
343,Seite::N,مخ,bok
344,Seite::N,مخ,strona
345,Seite::N,اړخ,bok
346,Seite::N,اړخ,strona
347,Mitte::N,وسط,środek
348,Mitte::N,مینځ,środek
349,Gegenstand::N,شی,przedmiot
350,Sache::N,شی,rzecz
351,Sache::N,څيز,rzecz
352,Rand::N,څنډه,skraj
353,Rand::N,څنډه,krawędź
354,Rand::N,کناره,skraj
355,Rand::N,کناره,krawędź
356,Kante::N,اړخ,kant
357,Kante::N,اړخ,krawędź
358,Ecke::N,ګوټ,róg
359,Spitze::N,څوکه,ostrze
360,Ende::N,څوکه,koniec
361,Loch::N,سوری,dziura
362,Winkel::N,کنج,kąt
363,Winkel::N,کنج,kącik
364,Winkel::N,کوتی,kąt
365,Winkel::N,کوتی,kącik
366,Muster::N,نمونه,wzór
367,Größe::N,قد,rozmiar
368,Größe::N,قد,wielkość
369,Größe::N,لويوالی,rozmiar
370,Größe::N,لويوالی,wielkość
371,Länge::N,طول,długość
372,Länge::N,اوږد والی,długość
373,Höhe::N,جګوالی,wysokość
374,Gewicht::N,وزن,ciężar
375,Menge::N,اندازه,ilość
376,Haufen::N,کوټه,kupa
377,Reihe::N,صف,rząd
378,Reihe::N,صف,szereg
379,Reihe::N,کتار,rząd
380,Reihe::N,کتار,szereg
381,Boot::N,قايق,łódź
382,Boot::N,قايق,łódka
383,Ruder::N,چپه,wiosło
384,Schlitten::N,ښویېدونی,sanki
385,Ski::N,سکي,narta
386,Lagerfeuer::N,اور,ognisko
387,Last::N,بار,ciężar
388,Last::N,بار,brzemię
389,Last::N,پېټی,ciężar
390,Last::N,پېټی,brzemię
391,Gang::N,تګ,chód
392,Schritt::N,ګام,krok
393,Norden::N,شمال,północ
394,Süden::N,سوېل,południe
395,Westen::N,لوېدېځ,zachód
396,Osten::N,شرق,wschód
397,Osten::N,ختیځ,wschód
398,Holz::N,لرګی,drzewo
399,Brett::N,تخته,deska
400,Platte::N,تخته,płyta
401,Stütze::N,تکیوان,podpora
402,Stange::N,ډاګه,drąg
403,Stange::N,ډاګه,żerdź
404,Stock::N,لرګی,kij
405,Stock::N,لرګی,laska
406,Stab::N,چيخله,pręt
407,Rohr::N,نل,rura
408,Haus::N,کور,dom
409,Heim::N,کور,dom
410,Ofen::N,تودنۍ,piec
411,Fußboden::N,غولی,podłoga
412,Tisch::N,مېز,stół
413,Stuhl::N,چوکۍ,krzesło
414,Wiege::N,زانګو,kołyska
415,Bett::N,کټ,łóżko
416,Bett::N,کټ,pościel
417,Bett::N,چپرکټ,łóżko
418,Bett::N,چپرکټ,pościel
419,Regal::N,تاخچۍ,regał
420,Kiste::N,صندوق,skrzynia
421,Fenster::N,کړکۍ,okno
422,Tür::N,دروازه,drzwi
423,Tor::N,دروازه,brama
424,Zaun::N,کټاره,płot
425,Zaun::N,کټاره,parkan
426,Dach::N,بام,dach
427,Leiter::N,زينه,drabina
428,Besen::N,جارو,miotła
429,Spaten::N,یوم,rydel
430,Schaufel::N,بېلچه,łopata
431,Gabel::N,پنجه,widelec
432,Löffel::N,کاشوغه,łyżka
433,Messer::N,چاقو,nóż
434,Nagel::N,ميخ,gwóźdź
435,Netz::N,جال,sieć
436,Haken::N,څنګک,hak
437,Griff::N,لاستی,chwyt
438,Schloss::N,کلپ,zamek
439,Bild::N,رسم,obraz
440,Figur::N,قدوقامت,figura
441,Puppe::N,ګوډۍ,lalka
442,Beutel::N,کڅوړه,torba
443,Bündel::N,دسته,wiązka
444,Tasche::N,بکس,torba
445,Tasche::N,توبره,torba
446,Eimer::N,سطل,kubeł
447,Eimer::N,سطل,wiadro
448,Deckel::N,سرپوښ,przykrywka
449,Geschirr::N,لوښی,statki
450,Geschirr::N,لوښی,naczynia
451,Sack::N,جوال,worek
452,Tasse::N,پیاله,filiżanka
453,Topf::N,دېګی,garnek
454,Kessel::N,دېګ,kocioł
455,Essen::N,خوراک,jedzenie
456,Nahrung::N,خوراک,pokarm
457,Nahrung::N,خوراک,pożywienie
458,Speise::N,خواړه,potrawa
459,Speise::N,خواړه,jedzenie
460,Fleisch::N,غوښه,mięso
461,Getreide::N,غله,zboże
462,Brei::N,اوګره,kasza
463,Brot::N,ډوډۍ,chleb
464,Scheibe::N,مړۍ,kromka
465,Fett::N,غوړي,tłuszcz
466,Butter::N,کوچ,masło
467,Öl::N,تېل,olej
468,Salz::N,مالګه,sól
469,Suppe::N,شوربا,zupa
470,Honig::N,شات,miód
471,Milch::N,شوده,mleko
472,Tee::N,چای,herbata
473,Leder::N,څرمن,skóra
474,Wolle::N,پشم,wełna
475,Stoff::N,ټوټه,tkanina
476,Stoff::N,ټوټه,materiał
477,Nadel::N,ستن,igła
478,Faden::N,تار,nić
479,Faden::N,تار,nitka
480,Knopf::N,تڼۍ,guzik
481,Knopf::N,تکمه,guzik
482,Knoten::N,غوټه,węzeł
483,Farbe::N,رنګ,farba
484,Kleidung::N,کالي,odzież
485,Hemd::N,کميس,koszula
486,Kragen::N,غاړه,kołnierz
487,Ärmel::N,لستوڼی,rękaw
488,Hose::N,پطلون,spodnie
489,Gürtel::N,کمربند,pasek
490,Mütze::N,خولۍ,czapka
491,Schuh::N,بوټ,but
492,Schuh::N,بوټ,bucik
493,Stiefel::N,موزه,but
494,Stiefel::N,موزه,kozak
495,Ring::N,ګوته,pierścień
496,Band::N,فيته,wstęga
497,Kamm::N,ګمنځ,grzebień
498,Spiegel::N,ایینه,lustro
499,Spiegel::N,هنداره,lustro
500,Riemen::N,تسمه,rzemień
501,Schnur::N,مزی,sznur
502,Leine::N,رسۍ,smycz
503,Decke::N,بړستن,kołdra
504,Kissen::N,بالښت,poduszka
505,Tuch::N,ټیکری,chustka
506,Handtuch::N,دسمال,ręcznik
507,Kraft::N,زور,moc
508,Kraft::N,زور,siła
509,Kraft::N,توان,moc
510,Kraft::N,توان,siła
511,Stärke::N,قوت,moc
512,Stärke::N,قوت,siła
513,Gesundheit::N,صحت,zdrowie
514,Gesundheit::N,روغتیا,zdrowie
515,Krankheit::N,مرض,choroba
516,Krankheit::N,ناروغي,choroba
517,Schmerz::N,درد,ból
518,Wunde::N,ټپ,rana
519,Wunde::N,زخم,rana
520,Fieber::N,تبه,gorączka
521,Arznei::N,دوا,lekarstwo
522,Arznei::N,دارو,lekarstwo
523,Brücke::N,پول,most
524,Brunnen::N,څاه,studnia
525,Brunnen::N,کوهی,studnia
526,Weide::N,وله,pastwisko
527,Pfad::N,تړه,ścieżka
528,Weg::N,لیار,droga
529,Straße::N,سړک,ulica
530,Dorf::N,کلی,wieś
531,Stadt::N,ښار,miasto
532,Brief::N,لیک,list
533,Brief::N,مکتوب,list
534,Buch::N,کتاب,książka
535,Buchstabe::N,حرف,litera
536,Buchstabe::N,توری,litera
537,Zeitung::N,اخبار,gazeta
538,Zeitung::N,اخبار,dziennik
539,Leben::N,ژوند,życie
540,Tod::N,مرګ,śmierć
541,Tod::N,مړینه,śmierć
542,Grab::N,قبر,grób
543,Grab::N,ډورۍ,grób
544,Kirche::N,کلیسا,kościół
545,Sünde::N,ګناه,grzech
546,Gott::N,خدای,bóg
547,Arbeiter::N,کاریګر,robotnik
548,Chef::N,آمر,szef
549,Meister::N,استاد,mistrz
550,Meister::N,استاد,majster
551,Arzt::N,طبیب,lekarz
552,Arzt::N,ډاکټر,lekarz
553,Lehrer::N,معلم,nauczyciel
554,Lehrer::N,ښوونکی,nauczyciel
555,Geld::N,پیسې,pieniądze
556,Geschäft::N,سوداګري,sprawa
557,Geschäft::N,سوداګري,interes
558,Laden::N,دکان,sklep
559,Laden::N,مغازه,sklep
560,Preis::N,بیه,cena
561,Ware::N,مال,towar
562,Nutzen::N,ګټه,pożytek
563,Reichtum::N,شتمني,bogactwo
564,Welt::N,نړۍ,świat
565,Welt::N,دنیا,świat
566,Land::N,هېواد,kraj
567,Staat::N,دولت,państwo
568,König::N,باچا,król
569,König::N,پادشاه,król
570,Macht::N,قدرت,władza
571,Grenze::N,حد,granica
572,Grenze::N,سرحد,granica
573,Krieg::N,جګړه,wojna
574,Feind::N,دښمن,wróg
575,Gewalt::N,زور,władza
576,Gewalt::N,تشدد,władza
577,Kampf::N,جنګ,bój
578,Kampf::N,جنګ,walka
579,Kampf::N,مبارزه,bój
580,Kampf::N,مبارزه,walka
581,Bogen[Waffe]::N,لیندۍ,łuk
582,Pfeil::N,غشی,strzała
583,Gewehr::N,ټوپک,karabin
584,Fehler::N,خطا,błąd
585,Fehler::N,غلطي,błąd
586,Lüge::N,دروغ,kłamstwo
587,Schaden::N,زیان,szkoda
588,Schaden::N,تاوان,szkoda
589,Unglück::N,بدبختي,nieszczęście
590,Schuld::N,ګناه,wina
591,Alter::N,منګ,wiek
592,Schluss::N,اخر,koniec
593,Schluss::N,اخر,zakończenie
594,Zeit::N,وخت,czas
595,Tag::N,ورځ,dzień
596,Morgen::N,سبا,ranek
597,Morgen::N,سبا,poranek
598,Morgen::N,سهار,ranek
599,Morgen::N,سهار,poranek
600,Mittag::N,غرمه,południe
601,Abend::N,ماښام,wieczór
602,Nacht::N,شپه,noc
603,Woche::N,اونۍ,tydzień
604,Monat::N,مياشت,miesiąc
605,Jahr::N,کال,rok
606,Frühling::N,پسرلی,wiosna
607,Sommer::N,دوبی,lato
608,Herbst::N,منی,jesień
609,Herbst::N,خزان,jesień
610,Winter::N,ژمی,zima
611,Januar::N,جنوري,styczeń
612,Februar::N,فبروري,luty
613,März::N,مارچ,marzec
614,April::N,اپریل,kwiecień
615,Mai::N,مې,maj
616,Juni::N,جون,czerwiec
617,Juli::N,جولای,lipiec
618,August::N,اګست,sierpień
619,September::N,سپټامبر,wrzesień
620,Oktober::N,اکتوبر,październik
621,November::N,نومبر,listopad
622,Dezember::N,دسمبر,grudzień
623,Montag::N,دوشنبه,poniedziałek
624,Dienstag::N,سه شنبه,wtorek
625,Mittwoch::N,چارشنبه,środa
626,Donnerstag::N,پنجشنبه,czwartek
627,Freitag::N,جمعه,piątek
628,Samstag::N,خالي,sobota
629,Sonntag::N,یکشنبه,niedziela
630,groß::A,لوی,duży
631,groß::A,لوی,wielki
632,klein::A,وړوکی,mały
633,lang::A,اوړد,długi
634,kurz::A,لنډ,krótki
635,breit::A,پراخه,szeroki
636,schmal::A,تنګ,wąski
637,dicht::A,ګڼ,gęsty
638,dick[Gegenstand]::A,پنډ,gruby
639,dünn::A,نری,cienki
640,fein::A,نازک,drobny
641,fest::A,کلک,mocny
642,fest::A,کلک,twardy
643,fest::A,ټینګ,mocny
644,fest::A,ټینګ,twardy
645,flach::A,هوار,płaski
646,glatt::A,ښوی,gładki
647,hart::A,کلک,twardy
648,weich::A,نرم,miękki
649,weich::A,پوست,miękki
650,rund::A,ګرد,okrągły
651,spitz::A,تېره,spiczasty
652,scharf::A,تېز,ostry
653,scharf::A,تېره,ostry
654,stumpf::A,پڅ,tępy
655,schwer::A,دروند,ciężki
656,schön::A,ښکلی,ładny
657,schön::A,ښکلی,piękny
658,heiß::A,تود,gorący
659,warm::A,تود,ciepły
660,kalt::A,ېخ,zimny
661,kalt::A,سوړ,zimny
662,kühl::A,ېخ,chłodny
663,kühl::A,سوړ,chłodny
664,frisch::A,تازه,świeży
665,feucht::A,مرطوب,wilgotny
666,nass::A,لوند,mokry
667,trocken::A,وچ,suchy
668,voll::A,ډک,pełny
669,leer::A,خالی,pusty
670,leer::A,خالی,próżny
671,offen::A,خلاص,otwarty
672,offen::A,پرانیستی,otwarty
673,geschlossen::A,تړلی,zamknięty
674,sauber::A,پاک,czysty
675,schmutzig::A,چټل,brudny
676,roh::A,خام,surowy
677,reif::A,پوخ,dojrzały
678,reif::A,رسېدلی,dojrzały
679,lecker::A,خوندور,smaczny
680,lecker::A,مزه دار,smaczny
681,süß::A,خوږ,słodki
682,süß::A,شیرین,słodki
683,bitter::A,تریخ,gorzki
684,sauer::A,ټاک,kwaśny
685,sauer::A,تريو,kwaśny
686,hell::A,روڼ,jasny
687,hell::A,روښان,jasny
688,dunkel::A,تیاره,ciemny
689,schwarz::A,تور,czarny
690,weiß::A,سپين,biały
691,rot::A,سور,czerwony
692,gelb::A,زېړ,żółty
693,blau::A,شین,błękitny
694,blau::A,شین,niebieski
695,blau::A,اسماني رنګه,błękitny
696,blau::A,اسماني رنګه,niebieski
697,grün::A,زرغون,zielony
698,grau::A,خړ,szary
699,bunt::A,رنګارنګ,barwny
700,billig::A,ارزان,tani
701,teuer::A,ګران,drogi
702,wertvoll::A,قیمتي,cenny
703,blind::A,ړوند,ślepy
704,taub::A,کوڼ,głuchy
705,kräftig::A,قوی,mocny
706,stark::A,قوی,silny
707,stark::A,تکړه,silny
708,schwach::A,ضعیف,słaby
709,schwach::A,کمزوری,słaby
710,fett::A,چاغ,tłusty
711,schlank::A,خوش اندام,smukły
712,hübsch::A,ښکلی,ładny
713,hübsch::A,ښایسته,ładny
714,böse::A,شریر,zły
715,böse::A,قهرناک,zły
716,dumm::A,احمق,głupi
717,faul::A,لټ,leniwy
718,faul::A,تنبل,leniwy
719,fleißig::A,زحمت کښ,pilny
720,geizig::A,بخیل,skąpy
721,klug::A,عاقل,mądry
722,klug::A,هوښیار,mądry
723,geschickt::A,ماهر,zręczny
724,lieb::A,عزیز,miły
725,lieb::A,محبوب,miły
726,lustig::A,خوشحال,wesoły
727,sanft::A,پوست,łagodny
728,sanft::A,ملایم,łagodny
729,hungrig::A,وږی,głodny
730,krank::A,مريض,chory
731,krank::A,ناروغ,chory
732,nackt::A,لوڅ,nagi
733,traurig::A,غمجن,smutny
734,lebendig::A,ژوندی,żywy
735,gut::A,ښه,dobry
736,schlecht::A,بد,zły
737,schlecht::A,خراب,zły
738,richtig::A,سم,słuszny
739,richtig::A,سم,właściwy
740,richtig::A,صحیح,słuszny
741,richtig::A,صحیح,właściwy
742,schlimm::A,بد,zły
743,schlimm::A,مخوف,zły
744,wahr::A,واقعي,prawdziwy
745,alt::A,زوړ,stary
746,neu::A,نوی,nowy
747,ehemalig::A,پخوانی,były
748,alt[Lebewesen]::A,زوړ,stary
749,jung::A,ځوان,młody
750,arm::A,غریب,ubogi
751,arm::A,غریب,biedny
752,arm::A,بې وزله,ubogi
753,arm::A,بې وزله,biedny
754,reich::A,شتمن,bogaty
755,reich::A,دولتمند,bogaty
756,bekannt::A,اشنا,znany
757,berühmt::A,مشهور,słynny
758,fremd::A,پردی,obcy
759,fremd::A,پردی,cudzy
760,fremd::A,بېګانه,obcy
761,fremd::A,بېګانه,cudzy
762,verschieden::A,مختلف,różny
763,nah::A,نژدې,bliski
764,fern::A,لیری,daleki
765,linker::A,چپ,lewy
766,linker::A,کیڼ,lewy
767,rechter::A,ښی,prawy
768,anderer::A,بل,inny
769,erster::A,لومړی,pierwszy
770,zweiter::A,دوهم,drugi
771,dritter::A,درېم,trzeci
772,letzter::A,آخرنی,ostatni
773,letzter::A,وروستی,ostatni
774,allein::ADV,یوازې,sam
775,auf einmal::ADV,په یوه وخت کی,naraz
776,zusammen::ADV,یو ځای,razem
777,lange::ADV,ډېر وخت,długo
778,lange::ADV,ډېره موده,długo
779,plötzlich::ADV,ناببره,nagle
780,plötzlich::ADV,یوناڅاپه,nagle
781,sofort::ADV,فوراً,natychmiast
782,sofort::ADV,سمدلاسه,natychmiast
783,später::ADV,وروسته,później
784,jetzt::ADV,اوس,teraz
785,jetzt::ADV,اوس,obecnie
786,heute::ADV,نن,dziś
787,heute::ADV,نن,dzisiaj
788,morgen::ADV,سبا,jutro
789,bald::ADV,ژر,wkrótce
790,dann::ADV,پس,potem
791,dann::ADV,وروسته,potem
