,Concept_ID,ca,ce
253,Geist::N,esperit,са
254,Gedanke::N,pensament,ойла
255,Gedächtnis::N,memòria,диццадалар
256,Verstand::N,raó,хьекъал
257,Verstand::N,seny,хьекъал
258,Sinn::N,solta,маьӏна
259,Sinn::N,sentit,маьӏна
260,Grund::N,raó,бахьана
261,Grund::N,causa,бахьана
262,Wahrheit::N,veritāt,бакъдерг
263,Gespräch::N,conversa,къамел
264,Märchen::N,conte,туьйра
265,Erzählung::N,narració,дийцар
266,Nachricht::N,missatge,хаам
267,Neuigkeit::N,novetat,керланиг
268,Name::N,nom,цӏе
269,Rätsel::N,endevinalla,хӏетал-метал
270,Rede::N,discurs,къамел
271,Sprache::N,llēngua,мотт
272,Stimme::N,veu,aз
273,Wort::N,mot,дош
274,Wort::N,paraula,дош
275,Zeichen::N,signe,билгало
276,Zeichen::N,senyal,билгало
277,Ruf::N,crida,кхайкхар
278,Lärm::N,sorōll,гӏовгӏа
279,Laut::N,so,аз
280,Ton::N,to,aз
281,Lied::N,cançó,илли
282,Ruhe::N,calma,тийналла
283,Ruhe::N,silenci,тийналла
284,Leute::N,gent,нах
285,Volk::N,poble,халкъ
286,Arbeit::N,labor,болх
287,Arbeit::N,treball,болх
288,Gast::N,hoste,хьаша
289,Geschenk::N,regal,совгӏат
290,Geschenk::N,obsequi,совгӏат
291,Spiel::N,joc,ловзар
292,Gesellschaft::N,companyia,юкъаралла
293,Hilfe::N,ajut,гӏо
294,Freund::N,amīc,доттагl
295,Kamerad::N,company,накъост
296,Kamerad::N,camarada,накъост
297,Angelegenheit::N,afer,гӏуллакх
298,Angelegenheit::N,assumpte,гӏуллакх
299,Anzahl::N,nombre,терахь
300,Anzahl::N,quantitat,терахь
301,Art::N,tipus,
302,Art::N,classe,
303,Stück::N,peça,юьхк
304,Teil::N,part,дакъа
305,Hälfte::N,meitat,ах
306,Kreis::N,cercle,го
307,Kreuz::N,creu,жӏара
308,Linie::N,línia,сиз
309,Strich::N,traç,сиз
310,Strich::N,ratlla,сиз
311,Abstand::N,distància,юкъ
312,Entfernung::N,distància,
313,Gegend::N,regió,мeттиг
314,Gegend::N,contrada,мeттиг
315,Platz::N,cabuda,майда
316,Ort::N,lloc,меттиг
317,Seite::N,banda,aгӏo
318,Seite::N,costāt,aгӏo
319,Mitte::N,mig,юкъ
320,Mitte::N,centre,юкъ
321,Gegenstand::N,objecte,хӏума
322,Sache::N,cosa,хӏума
323,Rand::N,vora,йист
324,Rand::N,marge,йист
325,Kante::N,caire,йист
326,Kante::N,cantell,йист
327,Ecke::N,cantonada,са
328,Spitze::N,punta,ралла
329,Ende::N,cap,юьхьиг
330,Loch::N,forāt,ӏуьрг
331,Winkel::N,racó,са
332,Muster::N,dibuix,дагар
333,Muster::N,dibuix,тӏамар
334,Muster::N,disseny,дагар
335,Muster::N,disseny,тӏамар
336,Größe::N,grandària,барам
337,Länge::N,longitud,йохалла
338,Höhe::N,altura,локхалла
339,Höhe::N,altitud,локхалла
340,Gewicht::N,pes,йозалла
341,Menge::N,quantitat,дукхалла
342,Haufen::N,pila,сал
343,Haufen::N,pila,оьла
344,Reihe::N,fila,рагӏ
345,Reihe::N,fila,могӏа
346,Boot::N,bot,кема
347,Boot::N,barca,кема
348,Ruder::N,rem,пийсиг
349,Schlitten::N,trineu,салаз
350,Ski::N,esquí,когсалаз
351,Lagerfeuer::N,foc de campament,цӏе
352,Last::N,càrrega,дукъ
353,Gang::N,marxa,лелар
354,Schritt::N,pas,гӏулч
355,Norden::N,nord,къилбаседе
356,Süden::N,sud,къилбе
357,Westen::N,oest,малхбузе
358,Westen::N,occident,малхбузе
359,Osten::N,est,малхбале
360,Osten::N,orient,малхбале
361,Holz::N,fusta,дечиг
362,Brett::N,taula,у
363,Platte::N,placa,у
364,Stütze::N,suport,гӏopтоp
365,Stange::N,vara,гӏуркх
366,Stock::N,pal,ӏаса
367,Stab::N,bastó,гӏаж
368,Rohr::N,tub,биргӏа
369,Haus::N,casa,цӏа
370,Heim::N,llar,кхерч
371,Ofen::N,estufa,кхерч
372,Fußboden::N,terra,цӏенкъа
373,Tisch::N,taula,шун
374,Stuhl::N,cadira,гӏант
375,Wiege::N,bressol,ага
376,Bett::N,llit,маьнга
377,Regal::N,prestatgeria,терхи
378,Kiste::N,caixa,яьшка
379,Fenster::N,finestra,кор
380,Tür::N,porta,неӏ
381,Tor::N,portal,ков
382,Zaun::N,tanca,керт
383,Dach::N,teulada,тхов
384,Leiter::N,escala,лами
385,Leiter::N,escala de mà,лами
386,Besen::N,escombra,нуй
387,Spaten::N,pala,бел
388,Schaufel::N,pala,аьшкал
389,Gabel::N,forquilla,мӏара
390,Löffel::N,cullera,ӏайг
391,Messer::N,coltell,урс
392,Nagel::N,clau,хьостам
393,Netz::N,filat,бой
394,Haken::N,ganxo,мӏара
395,Griff::N,puny,
396,Griff::N,mànec,
397,Schloss::N,pany,чӏега
398,Bild::N,imatge,сурт
399,Figur::N,figura,
400,Puppe::N,nina,тайниг
401,Beutel::N,bossa,гали
402,Bündel::N,feix,кочар
403,Bündel::N,paquet,кочар
404,Tasche::N,bossa,тӏоьрмиг
405,Eimer::N,galleda,чийлик
406,Deckel::N,tapa,негӏар
407,Deckel::N,tapadora,негӏар
408,Geschirr::N,vaixella,пхьегӏа
409,Sack::N,sac,гали
410,Sack::N,saca,гали
411,Tasse::N,tassa,кад
412,Topf::N,pot,яй
413,Topf::N,olla,яй
414,Kessel::N,caldera,яй
415,Essen::N,àpat,юург
416,Essen::N,menjada,юург
417,Nahrung::N,aliment,кхача
418,Speise::N,plat,юург
419,Fleisch::N,carn,жижиг
420,Getreide::N,cereals,буьртиг
421,Brei::N,puré,xудар
422,Brot::N,pa,бепиг
423,Brot::N,pa,кхаллар
424,Scheibe::N,tall,цастар
425,Scheibe::N,llesca,цастар
426,Fett::N,greix,мохь
427,Butter::N,mantega,налха
428,Öl::N,oli,даьтта
429,Salz::N,sal,туьха
430,Suppe::N,sopa,чорпа
431,Honig::N,mel,моз
432,Milch::N,llet,шура
433,Tee::N,te,чай
434,Leder::N,cuir,цӏока
435,Wolle::N,llana,тӏapгӏa
436,Stoff::N,tela,кӏади
437,Nadel::N,agulla,маха
438,Faden::N,fil,тай
439,Knopf::N,botó,нуьйда
440,Knoten::N,nus,шад
441,Farbe::N,pintura,сир
442,Farbe::N,pintura,басар
443,Kleidung::N,roba,бедар
444,Kleidung::N,vestits,бедар
445,Hemd::N,camisa,коч
446,Kragen::N,coll,кач
447,Ärmel::N,màniga,пхьош
448,Hose::N,pantalōns,хеча
449,Gürtel::N,cinturó,доьхка
450,Mütze::N,gorra,куй
451,Schuh::N,sabata,мача
452,Stiefel::N,bota,этка
453,Ring::N,anell,чӏуг
454,Band::N,veta,лента
455,Band::N,cinta,лента
456,Kamm::N,pinta,ехк
457,Spiegel::N,mirāll,куьзга
458,Riemen::N,corretja,доьхка
459,Schnur::N,corda,муш
460,Leine::N,corretja,кочатосу доьхка
461,Decke::N,manta,юргӏа
462,Decke::N,flassada,юргӏа
463,Kissen::N,coixí,гIайба
464,Tuch::N,mocador,исхар
465,Handtuch::N,tovallola,гата
466,Kraft::N,força,гӏора
467,Stärke::N,vigor,гӏап
468,Gesundheit::N,salut,могашалла
469,Krankheit::N,malaltia,цамгар
470,Schmerz::N,dolor,лазар
471,Wunde::N,ferida,чов
472,Fieber::N,febre,xорша
473,Arznei::N,medicament,молха
474,Brücke::N,pont,тӏай
475,Brunnen::N,pou,гӏу
476,Weide::N,pastura,дак
477,Pfad::N,senda,тача
478,Pfad::N,sender,тача
479,Weg::N,camí,некъ
480,Straße::N,carretera,урам
481,Dorf::N,poble,юрт
482,Stadt::N,ciutāt,гӏала
483,Brief::N,carta,кехат
484,Buch::N,llibre,жайна
485,Buchstabe::N,lletra,элп
486,Zeitung::N,diāri,газет
487,Leben::N,vida,дахар
488,Tod::N,mort,далар
489,Tod::N,mort,ӏожалла
490,Grab::N,tomba,каш
491,Kirche::N,església,килс
492,Sünde::N,pecat,къа
493,Gott::N,déu,дела
494,Arbeiter::N,obrer,белхало
495,Chef::N,cap,хьаькам
496,Meister::N,mestre,говзанча
497,Arzt::N,metge,лор
498,Lehrer::N,mestre,хьехархо
499,Geld::N,dinērs,aхча
500,Geschäft::N,negoci,туька
501,Laden::N,tenda,туька
502,Laden::N,botiga,туька
503,Preis::N,preu,мах
504,Ware::N,mercaderia,хlума
505,Nutzen::N,profit,пайда
506,Reichtum::N,riquesa,хьал
507,Welt::N,món,дуьне
508,Land::N,país,мохк
509,Staat::N,estat,пачхьалкх
510,König::N,rei,паччахь
511,Macht::N,poder,ӏедал
512,Macht::N,potència,ӏедал
513,Grenze::N,frontera,доза
514,Krieg::N,guerra,тӏом
515,Feind::N,enemic,мостагӏ
516,Gewalt::N,violència,гӏело
517,Kampf::N,lluita,къийсам
518,Bogen[Waffe]::N,arc,
519,Pfeil::N,fletxa,пха
520,Gewehr::N,fusell,топ
521,Gewehr::N,escopeta,топ
522,Fehler::N,falta,гӏалат
523,Lüge::N,mentida,аьшпаш
524,Schaden::N,dany,зен
525,Unglück::N,desgràcia,бала
526,Schuld::N,culpa,бехк
527,Alter::N,edat,хан
528,Schluss::N,fi,чакхе
529,Schluss::N,final,чакхе
530,Zeit::N,temps,хан
531,Tag::N,dia,де
532,Morgen::N,matí,ӏуьйре
533,Mittag::N,migdia,делкъе
534,Abend::N,vespre,суьйре
535,Nacht::N,nit,буьйса
536,Woche::N,setmana,кӏира
537,Monat::N,mes,бутт
538,Jahr::N,any,шо
539,Frühling::N,primavera,бӏаьсте
540,Sommer::N,estīu,аьхке
541,Herbst::N,tardor,гуьйре
542,Winter::N,hivērn,ӏа
543,Januar::N,gener,январь
544,Februar::N,febrer,февраль
545,März::N,març,март
546,April::N,abril,апрель
547,Mai::N,maig,май
548,Juni::N,juny,июнь
549,Juli::N,juliol,июль
550,August::N,agost,август
551,September::N,setembre,сентябрь
552,Oktober::N,octubre,октябрь
553,November::N,novembre,ноябрь
554,Dezember::N,desembre,декабрь
555,Montag::N,dilluns,оршот
556,Dienstag::N,dimarts,шинара
557,Mittwoch::N,dimecres,кхаара
558,Donnerstag::N,dijous,еара
559,Freitag::N,divendres,пӏераска
560,Samstag::N,dissabte,шот
561,Sonntag::N,diumenge,кӏиранде
562,groß::A,gros,доккха
563,klein::A,petīt,кегий
564,lang::A,llarg,еха
565,kurz::A,curt,доца
566,breit::A,ample,шуьйра
567,schmal::A,estret,готта
568,dicht::A,dens,луьста
569,dick[Gegenstand]::A,gruixūt,стомма
570,dünn::A,prim,дуткъа
571,fein::A,fi,ховха
572,fest::A,ferm,чӏогӏа
573,fest::A,sòlid,чӏогӏа
574,flach::A,pla,чӏапа
575,glatt::A,llis,шера
576,hart::A,dur,чӏогӏa
577,weich::A,tou,кӏеда
578,rund::A,rodó,горга
579,spitz::A,punxegut,ира
580,scharf::A,agut,ира
581,stumpf::A,rom,аьртa
582,stumpf::A,esmussat,аьртa
583,schwer::A,pesāt,деза
584,schön::A,bonīc,хаза
585,heiß::A,calēnt,довха
586,warm::A,càlid,довха
587,kalt::A,fred,шийла
588,kühl::A,fresc,шийла
589,frisch::A,fresc,керла
590,feucht::A,humit,тӏуьна
591,nass::A,mullat,тӏеда
592,trocken::A,sec,eкъа
593,voll::A,ple,дуьзна
594,leer::A,buit,яьсса
595,offen::A,obert,диллина
596,geschlossen::A,tancat,дӏакъевлина
597,geschlossen::A,tancat,дӏачӏагӏдина
598,sauber::A,net,цӏена
599,schmutzig::A,brut,боьха
600,roh::A,cru,буьйда
601,reif::A,madur,хилла
602,lecker::A,deliciós,чоме
603,süß::A,dolç,мерза
604,bitter::A,amarg,къаьхьа
605,sauer::A,agre,муьста
606,hell::A,clar,сирла
607,dunkel::A,fosc,бодане
608,schwarz::A,negre,ӏаьржа
609,weiß::A,blanc,кӏайн
610,rot::A,vermēll,цӏен
611,gelb::A,groc,можа
612,blau::A,blau,сийна
613,grün::A,verd,баьццара
614,grau::A,gris,cира
615,grau::A,gris,мокха
616,bunt::A,multicolor,къорза
617,billig::A,barat,дораха
618,teuer::A,car,деза
619,wertvoll::A,preciós,мехала
620,blind::A,cec,бӏаьрзе
621,taub::A,sord,къора
622,kräftig::A,fort,нуьцкъала
623,kräftig::A,vigorós,нуьцкъала
624,stark::A,fort,зоьртала
625,stark::A,fort,нуьцкъала
626,schwach::A,feble,гӏорасиза
627,fett::A,gras,дерстана
628,schlank::A,esvelt,куц долу
629,hübsch::A,maco,хаза
630,böse::A,dolent,вон
631,dumm::A,ximple,сонта
632,dumm::A,estúpid,сонта
633,faul::A,gandūl,мало ен
634,faul::A,mandrós,мало ен
635,fleißig::A,diligēnt,тӏера
636,geizig::A,avar,пис
637,geizig::A,avar,сутара
638,klug::A,intel·ligent,хьекъале
639,geschickt::A,hàbil,тӏахъаьлла
640,lieb::A,amat,хьоме
641,lieb::A,estimat,хьоме
642,lustig::A,alegre,самукъане
643,sanft::A,suau,кlеда
644,hungrig::A,afamat,меца
645,krank::A,malālt,цомгуш долу
646,nackt::A,nu,дерзана
647,traurig::A,trist,самукъане воцу
648,lebendig::A,viu,дийна
649,gut::A,bo,дика
650,schlecht::A,dolēnt,вон
651,richtig::A,just,нийса
652,richtig::A,correcte,нийса
653,schlimm::A,greu,вон
654,wahr::A,vertader,бакъдолу
655,wahr::A,veritable,бакъдолу
656,alt::A,vell,къена
657,neu::A,nou,керла
658,ehemalig::A,antic,хилла
659,alt[Lebewesen]::A,vell,къена
660,jung::A,jove,къона
661,arm::A,pobre,къен
662,reich::A,ric,хьоле
663,bekannt::A,conegut,девзаш долу
664,berühmt::A,famós,цӏеяхана
665,fremd::A,estrany,нехан
666,verschieden::A,diferent,тайп-тайпанара
667,nah::A,pròxim,гергара
668,fern::A,llunyà,гена
669,fern::A,llunyà,генара
670,fern::A,distant,гена
671,fern::A,distant,генара
672,linker::A,esquerre,аьрру
673,rechter::A,dret,аьтту
674,anderer::A,altre,кхин
675,erster::A,primer,хьалхара
676,zweiter::A,segon,шолгIа
677,dritter::A,tercer,кхоалгӏа
678,letzter::A,últim,тӏаьххьара
679,allein::ADV,sol,цхьаъ
680,auf einmal::ADV,d'una vegada,цу сохьтта
681,zusammen::ADV,junt,цхьана
682,lange::ADV,molt de temps,дукха
683,plötzlich::ADV,de cop,цIеххьана
684,plötzlich::ADV,de sobte,цIеххьана
685,sofort::ADV,de seguida,цу сохьтта
686,später::ADV,més tard,тӏаьхьо
687,jetzt::ADV,ara,хӏинца
688,heute::ADV,avūi,тахана
689,morgen::ADV,demà,кхана
690,bald::ADV,aviāt,кеста
691,dann::ADV,després,тӏаккха
692,gestern::ADV,ahir,селхана
693,einst::ADV,anteriorment,цкъа
694,damals::ADV,llavōrs,хӏетахьь
695,damals::ADV,aleshores,хӏетахьь
696,danach::ADV,després,тӏаккха
697,vorher::ADV,abāns,хьалхa
698,zuerst::ADV,primer,хьалха
699,einmal::ADV,una vegada,цкъа
700,manchmal::ADV,de vegades,цкъаццкъа
701,oft::ADV,sovint,кест-кеста
702,immer::ADV,sempre,даим
703,niemals::ADV,no ... mai,цкъа а
704,hier::ADV,aquí,кхузахь
705,hierhin::ADV,per aquí,кхуза
706,von hier::ADV,des d'aquí,кхузара
707,dort::ADV,allí,цигахь
708,dorthin::ADV,hi,цига
709,geradeaus::ADV,tot dret,нийса дӏа
710,vorwärts::ADV,endavānt,хьалха
711,rückwärts::ADV,endarrera,юха
712,zurück::ADV,darrere,юха
713,unten::ADV,a baix,лахахь
714,hinab::ADV,cap avall,охьа
715,oben::ADV,dalt,лакхахь
716,hinauf::ADV,cap amunt,хьала
717,überall::ADV,pertot,массанхьа
718,überall::ADV,per tot arreu,массанхьа
719,nicht::ADV,no,ца
720,ein wenig::ADV,una mica,кӏеззиг
721,kaum::ADV,a penes,халла
722,sehr::ADV,molt,вуно
723,so::ADV,així,
724,noch::ADV,encara,кхин
725,nur::ADV,només,бен ...ца
726,schon::ADV,ja,хӏинцале
727,wieder::ADV,de nou,юха а
728,vergebens::ADV,en va,эрна
729,vor::PRP,davānt,хьалха
730,vor::PRP,enfront de,хьалха
731,hinter::PRP,darrera,тӏехьа
732,unter::PRP,sota,кIелахь
733,durch::PRP,per,чекх
734,neben::PRP,al costāt de,юххе
735,zwischen::PRP,entre,юккъехь
736,wegen::PRP,a causa de,дуьхьа
737,dies::PRN,aquest,и
738,dies::PRN,aquest,иза
739,das::PRN,això,и
740,das::PRN,això,иза
741,alles::PRN,tot,дерриг
742,ich::PRN,jo,cо
743,du::PRN,tu,хьо
744,er::PRN,ell,и
745,er::PRN,ell,иза
746,wir::PRN,nosaltres,тхо
747,wir::PRN,nosaltres,вай
748,ihr::PRN,vosaltres,шу
749,sie::PRN,ells,уьш
750,sie::PRN,elles,уьш
751,was::FPRN,què,хӏун
752,wer::FPRN,qui,мила
753,wo::FADV,on,мичaхь
754,wohin::FADV,cap a on,мича
755,wie::FADV,com,муха
756,warum::FADV,per què,хӏунда
757,wieviel::FNUM,quant,мел
758,wieviel::FNUM,quant,маса
759,eins::NUM,u,цхьаъ
760,zwei::NUM,dos,шиъ
761,drei::NUM,tres,кхоъ
762,vier::NUM,quatre,диъ
763,fünf::NUM,cinc,пхиъ
764,sechs::NUM,sis,ялх
765,sieben::NUM,set,ворхӏ
766,acht::NUM,vuit,бархӏ
767,neun::NUM,nou,исс
768,zehn::NUM,deu,итт
769,elf::NUM,onze,цхьайтта
770,zwölf::NUM,dotze,шийтта
771,zwanzig::NUM,vint,ткъа
772,dreißig::NUM,trenta,ткъе итт
773,vierzig::NUM,quaranta,шовзткъа
774,fünfzig::NUM,cinquanta,шовзткъе итт
775,sechzig::NUM,seixanta,кхузткъа
776,siebzig::NUM,setanta,кхузткъе итт
777,achtzig::NUM,vuitanta,дезткъа
778,neunzig::NUM,noranta,дезткъе итт
779,hundert::NUM,cent,бӏе
780,tausend::NUM,mil,эзар
781,und::CNJ,i,a
782,oder::CNJ,o,я
783,stehen::V,estar de peu,латта
784,sitzen::V,seure,хиъна ӏан
785,liegen::V,jeure,ӏилла
786,hängen::V,penjar,кхаза
787,werden::V,fer-se,хила
788,werden::V,posar-se,хила
789,passieren::V,succeir,хила
790,beginnen::V,iniciar-se,доло
791,enden::V,acabar-se,дӏадерза
792,enden::V,terminar-se,дӏадерза
793,wechseln::V,canviar,хийца
794,aufgehen[Sonne]::V,sortir,кхета
795,untergehen[Sonne]::V,posar-se,чубуза
796,scheinen[Sonne]::V,brillar,серло яла
797,donnern::V,tronar,къекъа
798,wehen::V,bufar,хьекха
799,strömen::V,afluir,эха
800,fließen::V,fluir,охьаэха
801,sich drehen::V,girar,хьийза
802,schwanken::V,vacil·lar,леста
803,schwingen::V,oscil·lar,лесто
804,fallen::V,caure,охьакхета
805,fallen::V,tombar,охьакхета
806,brennen::V,cremar,дага
807,rauchen::V,fumejar,оза
808,regnen::V,ploure,догlа догlу
809,gefrieren::V,gelar-se,гӏоро
810,tauen::V,fondre's,даша
811,schmelzen::V,fondre's,лала
812,trocknen::V,assecar-se,дакъо
813,sieden::V,bullir,кхехка
814,faulen::V,podrir-se,дахкадала
