,Concept_ID,no,et
853,verschwinden::V,forsvinne,kaduma
854,sinken::V,synke,vajuma
855,sinken::V,synke,langema
856,abnehmen::V,avta,vähenema
857,abnehmen::V,avta,kahenema
858,abnehmen::V,minske,vähenema
859,abnehmen::V,minske,kahenema
860,zunehmen::V,tilta,kasvama
861,steigen::V,stige,tõusma
862,steigen::V,stige,üles minema
863,wachsen::V,gro,kasvama
864,wachsen::V,vokse,kasvama
865,glänzen::V,skinne,läikimä
866,funkeln::V,tindre,sädelema
867,lärmen::V,bråke,lärmama
868,läuten::V,ringe,helisema
869,klingeln::V,ringe,helisema
870,klirren::V,klirre,kõlisema
871,brausen::V,bruse,kohisema
872,rauschen::V,suse,kohisema
873,klingen::V,lyde,kõlama
874,klingen::V,klinge,kõlama
875,bellen::V,gjø,haukuma
876,bellen::V,bjeffe,haukuma
877,heulen::V,ule,uluma
878,blasen::V,blåse,puhuma
879,pfeifen::V,plystre,vilistama
880,schreien::V,skrike,karjuma
881,stöhnen::V,stønne,oigama
882,zittern::V,dirre,värisema
883,zittern::V,skjelve,värisema
884,leben::V,leve,elama
885,leben::V,leve,elus olema
886,geboren werden::V,fødes,sündima
887,atmen::V,ånde,hingama
888,atmen::V,puste,hingama
889,trinken::V,drikke,jooma
890,essen::V,spise,sööma
891,schlucken::V,svelge,neelama
892,müde werden::V,bli trett,väsima
893,einschlafen::V,sovne,uinuma
894,schlafen::V,sove,magama
895,aufwachen::V,våkne,ärkama
896,aufstehen::V,stå opp,ärkama
897,aufstehen::V,stå opp,üles tõusma
898,sich erholen::V,bli bra,puhkama
899,sich erholen::V,komme seg,puhkama
900,krank werden::V,bli syk,haigestuma
901,krank werden::V,bli syk,haigeks jääma
902,krank sein::V,være syk,haige olema
903,schmerzen::V,gjøre vondt,valutama
904,husten::V,hoste,köhima
905,genesen::V,komme seg,toibuma
906,sterben::V,dø,surema
907,umkommen::V,omkomme,surma saama
908,sich bewegen::V,bevege seg,liikuma
909,sich rühren::V,røre på seg,liikuma
910,sich erheben::V,reise seg,kerkima
911,sich setzen::V,sette sig,istet võtma
912,hinfallen::V,falle over ende,kukkuma
913,hinfallen::V,falle over ende,maha kukkuma
914,laufen::V,løpe,kõndima
915,schreiten::V,skride,astuma
916,spazierengehen::V,spasere,jalutama
917,spazierengehen::V,gå en tur,jalutama
918,eilen::V,ile,ruttama
919,eilen::V,ile,kiirustama
920,sich beeilen::V,skynde seg,ruttama
921,sich beeilen::V,skynde seg,kiirustama
922,sausen::V,suse,kihutama
923,sausen::V,suse,tormama
924,rennen::V,løpe,jooksma
925,rennen::V,løpe,kihutama
926,springen::V,hoppe,hüppama
927,springen::V,springe,hüppama
928,klettern::V,klatre,ronima
929,schaukeln::V,huske,kiikuma
930,kriechen::V,krype,roomama
931,schwimmen::V,svømme,ujuma
932,tauchen::V,dykke,sukelduma
933,rudern::V,ro,sõudma
934,fahren::V,kjøre,sõitma
935,fliegen::V,fly,lendama
936,gehen::V,gå,käima
937,gehen::V,gå,minema
938,weggehen::V,gå bort,ära minema
939,weggehen::V,gå bort,välja minema
940,abfahren::V,reise,väljuma
941,abfahren::V,reise,ära sõitma
942,anhalten::V,stanse,peatuma
943,hineingehen::V,gå inn,sisenema
944,hineingehen::V,gå inn,sisse minema
945,eintreten::V,tre inn,sisenema
946,eintreten::V,tre inn,sisse astuma
947,kommen::V,komme,tulema
948,ankommen::V,ankomme,saabuma
949,ankommen::V,komme til,saabuma
950,zurückkommen::V,komme tilbake,tagasi tulema
951,bleiben::V,bli,jääma
952,bleiben::V,forbli,jääma
953,warten::V,vente,ootama
954,erwarten::V,vente,ootama
955,erwarten::V,vente,lootma
956,suchen::V,søke,otsima
957,finden::V,finne,leidma
958,versuchen::V,prøve,püüdma
959,versuchen::V,prøve,üritama
960,versuchen::V,prøve,katsetama
961,versuchen::V,forsøke,püüdma
962,versuchen::V,forsøke,üritama
963,versuchen::V,forsøke,katsetama
964,vorbereiten::V,forberede,valmistama
965,lieben::V,elske,armastama
966,mögen::V,like,sallima
967,mögen::V,like,meeldima
968,lachen::V,le,naerma
969,rühren::V,røre,liigutama
970,rühren::V,røre,heldima panema
971,weinen::V,gråte,nutma
972,schimpfen::V,skjelle,sõimama
973,sich ärgern::V,ergre seg,ärrituma
974,sich ärgern::V,ergre seg,vihastuma
975,sich fürchten::V,være redd,kartma
976,sich fürchten::V,være redd,hirmu tundma
977,fürchten::V,være redd for,kartma
978,fliehen::V,rømme,põgenema
979,fliehen::V,flykte,põgenema
980,flüchten::V,flykte,põgenema
981,sehen::V,se,nägema
982,anschauen::V,se på,vaatama
983,anschauen::V,betrakte,vaatama
984,ansehen::V,anse,vaatama
985,hören::V,høre,kuulma
986,zuhören::V,tilhøre,kuulama
987,probieren::V,smake,proovima
988,probieren::V,smake på,proovima
989,riechen::V,lukte,nuusutama
990,fühlen::V,føle,tundma
991,scheinen::V,se ut,näida
992,scheinen::V,se ut,ilmuda
993,zu sehen sein::V,synes,ilmuma
994,vernehmen::V,få vite,üle kuulama
995,frieren::V,fryse,külmetada
996,tun::V,gjøre,tegema
997,können::V,kunne,võima
998,können::V,kunne,oskama
999,wollen::V,ville,tahtma
1000,anfangen::V,begynne,hakkama
1001,anfangen::V,begynne,alustama
1002,beenden::V,avslutte,lõpetama
1003,aufhören::V,slutte,lakkama
1004,aufhören::V,holde opp,lakkama
1005,gelingen::V,lykkes,õnnestuma
1006,geraten::V,bli,jõudma
1007,öffnen::V,åpne,avama
1008,schließen::V,lukke,sulgema
1009,schließen::V,stenge,sulgema
1010,stellen::V,stille,panema
1011,stellen::V,stille,asetama
1012,setzen::V,sette,panema
1013,legen::V,legge,panema
1014,legen::V,legge,asetama
1015,berühren::V,berøre,riivama
1016,berühren::V,berøre,puudutama
1017,verbinden::V,forbinde,ühendama
1018,bedecken::V,dekke,katma
1019,aufhängen::V,henge,riputama
1020,aufhängen::V,henge opp,riputama
1021,anzünden::V,tenne,süütama
1022,anzünden::V,antenne,süütama
1023,anzünden::V,tenne på,süütama
1024,aufheben::V,løfte,üles tõstma
1025,aufheben::V,ta opp,üles tõstma
1026,zurücklassen::V,slippe tilbake,jätma
1027,verlieren::V,miste,kaotama
1028,fallen lassen::V,droppe,maha pillama
1029,fallen lassen::V,droppe,kukkuda laskma
1030,fallen lassen::V,la falle,maha pillama
1031,fallen lassen::V,la falle,kukkuda laskma
1032,machen::V,lage,tegema
1033,machen::V,gjøre,tegema
1034,herstellen::V,fremstille,valmistama
1035,bauen::V,bygge,ehitama
1036,reparieren::V,reparere,parandama
1037,verbessern::V,rette,parandama
1038,verbessern::V,forbedre,parandama
1039,ändern::V,forandre,muutma
1040,ändern::V,forandre,ümber tegema
1041,graben::V,grave,kaevama
1042,beugen::V,bøye,painutama
1043,biegen::V,bøye,painutama
1044,drehen::V,dreie,keerama
1045,wenden::V,vende,ümber pöörama
1046,umdrehen::V,snu,ümber keerama
1047,heben::V,heve,tõstma
1048,hochheben::V,løfte,üles tõstma
1049,hochheben::V,løfte,kõrgele tõstma
1050,ergreifen::V,gripe,haarama
1051,ergreifen::V,få tak i,haarama
1052,halten::V,holde,hoidma
1053,drücken::V,trykke,pigistama
1054,schieben::V,skyve,lükkama
1055,kratzen::V,klø,kraapima
1056,kratzen::V,klore,kraapima
1057,lecken::V,slikke,lakkuma
1058,beißen::V,bite,purema
1059,beißen::V,bite,hammustama
1060,abreißen::V,rive av,rebima
1061,abreißen::V,rive av,ära rebima
1062,abschneiden::V,skjære av,ära lõikama
1063,binden::V,binde,siduma
1064,stecken::V,stikke,pistma
1065,brechen::V,bryte,murdma
1066,brechen::V,briste,murdma
1067,klopfen::V,banke,koputama
1068,hauen::V,hogge,lööma
1069,kleben::V,klistre,kleepima
1070,reiben::V,gni,hõõruma
1071,streichen::V,stryke,silitama
1072,schleifen::V,slipe,lihvima
1073,schleifen::V,slipe,teritama
1074,schneiden::V,klippe,lõikama
1075,rütteln::V,ruske,raputama
1076,schütteln::V,riste,raputama
1077,schütteln::V,riste,loksutama
1078,schwenken::V,svinge,vehkima
1079,schwenken::V,svinge,lehvitama
1080,schütten::V,helle,kallama
1081,füllen::V,fylle,täitma
1082,einwickeln::V,vikle inn,sisse mähkima
1083,tragen::V,bære,kandma
1084,schleppen::V,slepe,tassima
1085,schleppen::V,slepe,lohistama
1086,ziehen::V,dra,vedama
1087,ziehen::V,dra,tõmbama
1088,ziehen::V,trekke,vedama
1089,ziehen::V,trekke,tõmbama
1090,aufbewahren::V,oppbevare,säilitama
1091,aufbewahren::V,oppbevare,alal hoidma
1092,aufbewahren::V,ta vare på,säilitama
1093,aufbewahren::V,ta vare på,alal hoidma
1094,werfen::V,kaste,viskama
1095,fangen::V,fange,püüdma
1096,packen::V,gripe,kinni haarama
1097,packen::V,gripe,kinni võtma
1098,packen::V,gripe tak i,kinni haarama
1099,packen::V,gripe tak i,kinni võtma
1100,verstecken::V,gjemme,peitma
1101,teilen::V,dele,jagama
1102,teilen::V,dele,jaotama
1103,schicken::V,sende,saatma
1104,bringen::V,bringe,viima
1105,hinzufügen::V,tilføye,lisama
1106,bekommen::V,få,saama
1107,erhalten::V,få,saama
1108,nehmen::V,ta,võtma
1109,wählen::V,velge,valima
1110,auswählen::V,velge ut,valima
1111,bewahren::V,bevare,hoidma
1112,behindern::V,hindre,takistama
1113,behindern::V,forhindre,takistama
1114,verderben::V,ødelegge,rikkuma
1115,beschädigen::V,skade,rikkuma
1116,zerbrechen::V,brekke i stykker,katki tegema
1117,zerreißen::V,rive i stykker,katki rebima
1118,zerstören::V,ødelegge,purustama
1119,verbrennen::V,brenne,põletama
1120,verbrennen::V,brenne opp,põletama
1121,geben::V,gi,andma
1122,reichen::V,rekke,andma
1123,reichen::V,rekke,ulatama
1124,schenken::V,forære,kinkima
1125,schenken::V,skjenke,kinkima
1126,versprechen::V,love,lubama
1127,versprechen::V,love,tõotama
1128,wünschen::V,ønske,soovima
1129,loben::V,rose,kiitma
1130,küssen::V,kysse,suudlema
1131,wiegen::V,vogge,hällitama
1132,zudecken::V,dekke til,kaanetama
1133,zudecken::V,dekke til,kinni katma
1134,wecken::V,vekke,äratama
1135,zeigen::V,vise,näitama
1136,führen::V,føre,juhatama
1137,lehren::V,lære,õpetama
1138,unterrichten::V,undervise,õpetama
1139,aufziehen::V,oppdra,üles kasvatama
1140,leiten::V,lede,juhtima
1141,antreiben::V,drive på,ergutama
1142,lassen::V,få til å,laskma
1143,einladen::V,be,kutsuma
1144,einladen::V,invitere,kutsuma
1145,vereinigen::V,forene,ühendama
1146,besuchen::V,besøke,külastama
1147,treffen::V,møte,kohtama
1148,treffen::V,treffe,kohtama
1149,sich versammeln::V,forsamles,kogunema
1150,spielen::V,leke,mängima
1151,spielen::V,spille,mängima
1152,singen::V,synge,laulma
1153,tanzen::V,danse,tantsima
1154,sich trennen::V,skilles,lahku minema
1155,verlassen::V,forlate,maha jätma
1156,retten::V,redde,päästma
1157,bewachen::V,bevokte,valvama
1158,schützen::V,verne,kaitsma
1159,schützen::V,beskytte,kaitsma
1160,verteidigen::V,forsvare,kaitsma
1161,sich schlagen::V,slåss,kaklema
1162,schießen::V,skyte,tulistama
1163,siegen::V,seire,võitma
1164,ärgern::V,ergre,ärritama
1165,ärgern::V,ergre,vihastama
1166,treten::V,sparke,sõtkuma
1167,stechen::V,stikke,pistma
1168,stechen::V,stikke,torkama
1169,stoßen::V,støte,tõukama
1170,stehlen::V,stjele,varastama
1171,stören::V,forstyrre,segama
1172,stören::V,forstyrre,häirima
1173,belästigen::V,plage,ahistama
1174,belästigen::V,sjenere,ahistama
1175,verbergen::V,gjemme,peitma
1176,verbergen::V,gjemme,varjama
1177,täuschen::V,villede,petma
1178,täuschen::V,villede,tüssama
1179,betrügen::V,bedra,petma
1180,betrügen::V,bedra,tüssama
1181,betrügen::V,bedra,truudust murtma
1182,töten::V,drepe,tapma
1183,töten::V,drepe,surmama
1184,wohnen::V,bo,elama
1185,arbeiten::V,arbeide,töötama
1186,sammeln::V,samle,koguma
1187,sammeln::V,samle,korjama
1188,pflücken::V,plukke,noppima
1189,jagen::V,jage,jahtima
1190,fischen::V,fiske,kalastama
1191,fischen::V,fiske,kala püüdma
1192,fassen::V,fange,püüdma
1193,hüten::V,vokte,karjatama
1194,treiben::V,drive,ajama
1195,anbinden::V,feste,kinni siduma
1196,füttern::V,fore,söötma
1197,melken::V,melke,lüpsma
1198,hacken::V,hakke,raiuma
1199,hacken::V,hakke,lõhkuma
1200,gießen::V,helle,kastma
1201,reifen::V,modne,valmima
1202,zubereiten::V,lage,valmistama
1203,zubereiten::V,tilberede,valmistama
1204,kochen::V,koke,keetma
1205,backen::V,bake,küpsetama
1206,braten::V,steke,praadima
1207,umrühren::V,røre om,segama
1208,stricken::V,strikke,kuduma
1209,nähen::V,sy,õmblema
1210,färben::V,farge,värvima
1211,reinigen::V,rense,puhastama
1212,reinigen::V,gjøre ren,puhastama
1213,waschen::V,vaske,pesema
1214,abwischen::V,tørke av,puhtaks pühkima
1215,spülen::V,spyle,uhtma
1216,spülen::V,skylle,uhtma
1217,fegen::V,feie,pühkima
1218,kehren::V,koste,pühkima
1219,baden::V,bade,suplema
1220,baden::V,bade,kümblema
1221,sich waschen::V,vaske seg,end pesema
1222,ausziehen::V,ta av,käest võtma
1223,ausziehen::V,ta av,jalast võtma
1224,ausziehen::V,ta av,seljast võtma
1225,anziehen::V,ta på,jalga panema
1226,sich anziehen::V,kle på seg,riietuma
1227,kämmen::V,gre,kammima
1228,kämmen::V,kjemme,kammima
1229,schmücken::V,pynte,kaunistama
1230,schmücken::V,smykke,kaunistama
1231,sagen::V,si,ütlema
1232,sprechen::V,snakke,rääkima
1233,sprechen::V,snakke,kõnelema
1234,reden::V,tale,kõnelema
1235,reden::V,snakke,kõnelema
1236,sich unterhalten::V,samtale,vestlema
1237,fragen::V,spørre,küsima
1238,bitten::V,be,paluma
1239,erzählen::V,fortelle,jutustama
1240,mitteilen::V,meddele,teatama
1241,mitteilen::V,meddele,teada andma
1242,nennen::V,kalle,nimetama
1243,rufen::V,rope,kutsuma
1244,prahlen::V,skryte,hooplema
1245,übersetzen::V,oversette,tõlkima
1246,denken::V,tenke,mõtlema
1247,glauben::V,tro,uskuma
1248,bemerken::V,bemerke,märkama
1249,bemerken::V,legge merke til,märkama
1250,erkennen::V,gjenkjenne,ära tundma
1251,begreifen::V,begripe,aru saama
1252,verstehen::V,forstå,mõistma
1253,verstehen::V,skjønne,mõistma
1254,lernen::V,lære,õppima
1255,wissen::V,vite,teadma
1256,sich erinnern an::V,huske på,mäletama
1257,vergessen::V,glemme,unustama
1258,messen::V,måle,mõõtma
1259,zählen::V,telle,loendama
1260,rechnen::V,regne,arvutama
1261,lesen::V,lese,lugema
1262,malen::V,male,maalima
1263,zeichnen::V,tegne,joonistama
1264,schreiben::V,skrive,kirjutama
1265,besitzen::V,eie,omama
1266,besitzen::V,inneha,omama
1267,kaufen::V,kjøpe,ostma
1268,verkaufen::V,selge,müüma
1269,bezahlen::V,betale,tasuma
1270,zahlen::V,betale,maksma
1271,beherrschen::V,beherske,valitsema
1272,ertragen::V,orke,taluma
1273,schlagen::V,,lööma
