,Concept_ID,tt,ta
683,vorwärts::ADV,алга,முன்புறமாக
684,rückwärts::ADV,кире,பின்னோக்கி
685,zurück::ADV,кире,பின்பக்கம்
686,unten::ADV,түбәндә,கீழாக
687,hinab::ADV,аска,கீழ் நோக்கி
688,oben::ADV,өстә,மேலே
689,oben::ADV,югарыда,மேலே
690,hinauf::ADV,өскә,மேலே
691,überall::ADV,hәркайда,எல்லா இடத்திலும்
692,nicht::ADV,түгел,இல்லை
693,ein wenig::ADV,бераз,கொஞ்சம்
694,kaum::ADV,көчкә,அரிதாக
695,sehr::ADV,бик,மிக்க
696,so::ADV,алай,மிகவும்
697,noch::ADV,янә,இப்பொழுதும்
698,noch::ADV,тагын,இப்பொழுதும்
699,nur::ADV,фәкать,மட்டும்
700,schon::ADV,инде,ஏற்கனவே
701,wieder::ADV,янә,மறுபடியும்
702,wieder::ADV,тагын,மறுபடியும்
703,vergebens::ADV,юкка,வீண்
704,vor::PRP,алдыннан,முன்
705,hinter::PRP,арттан,பின்பக்கம்
706,unter::PRP,астында,கீழே
707,durch::PRP,аша,ஊடே
708,neben::PRP,тирәсендә,அடுத்து
709,zwischen::PRP,арасында,இடையில்
710,wegen::PRP,сәбәпле,ஏனெனில்
711,dies::PRN,бу,இது
712,das::PRN,ул,அது
713,alles::PRN,һәммә,ஒவ்வொன்றும்
714,ich::PRN,мин,நான்
715,du::PRN,син,நீ
716,er::PRN,ул,அவன்
717,wir::PRN,без,நாம்
718,wir::PRN,без,நாங்கள்
719,ihr::PRN,сез,நீங்கள்
720,sie::PRN,ул,அவர்கள்
721,was::FPRN,ни,என்ன
722,was::FPRN,нәрсә,என்ன
723,wer::FPRN,кем,யார்
724,wo::FADV,кайда,எங்கே
725,wohin::FADV,кая,எதற்கு
726,wie::FADV,ничек,எப்படி
727,warum::FADV,нигә,ஏன்
728,wieviel::FNUM,ничә,எவ்வளவு
729,eins::NUM,бер,ஒன்று
730,zwei::NUM,ике,இரண்டு
731,drei::NUM,өч,மூன்று
732,vier::NUM,дүрт,நான்கு
733,fünf::NUM,биш,ஐந்து
734,sechs::NUM,алты,ஆறு
735,sieben::NUM,җиде,ஏழு
736,acht::NUM,сигез,எட்டு
737,neun::NUM,тугыз,ஒன்பது
738,zehn::NUM,ун,பத்து
739,elf::NUM,унбер,பதினொன்று
740,zwölf::NUM,унике,பன்னிரண்டு
741,zwanzig::NUM,егерме,இருபது
742,dreißig::NUM,утыз,முப்பது
743,vierzig::NUM,кырык,நாற்பது
744,fünfzig::NUM,илле,ஐமபது
745,sechzig::NUM,алтмыш,அறுபது
746,siebzig::NUM,җитмеш,எழுபது
747,achtzig::NUM,сиксән,எண்பது
748,neunzig::NUM,туксан,தொன்னூறு
749,hundert::NUM,йөз,நூறு
750,tausend::NUM,мең,ஆயிரம்
751,und::CNJ,вә,மற்றும்
752,oder::CNJ,яки,அல்லது
753,oder::CNJ,яисә,அல்லது
754,stehen::V,тору,நில்
755,sitzen::V,утыру,உட்கார்
756,liegen::V,яту,படு
757,hängen::V,эленү,தொங்கச் செய்
758,werden::V,булу,ஆகு
759,passieren::V,булу,நிகழ்
760,beginnen::V,башлану,ஆரம்பி
761,enden::V,бетү,முடி
762,wechseln::V,үзгәртү,மாற்று
763,aufgehen[Sonne]::V,чыгу,உயர எழு
764,untergehen[Sonne]::V,бату,பொறுத்து
765,scheinen[Sonne]::V,яктырту,பிரகாசி
766,donnern::V,күкрәү,இடி
767,wehen::V,исү,வீசு
768,strömen::V,агу,பாயதல்
769,fließen::V,агу,நீரோட்டம் போக்கில் போ
770,sich drehen::V,бөтерелү,சுழல்
771,schwanken::V,икеләнү,தள்ளாடு
772,schwingen::V,тирбәлү,ஆடு
773,fallen::V,егылу,விழு
774,brennen::V,яну,எரி
775,rauchen::V,төтәү,பகை பிடி
776,rauchen::V,төтенләү,பகை பிடி
777,regnen::V,яву,மழை பெய்
778,gefrieren::V,кату,உறைந்துவிடு
779,tauen::V,эрү,உருகு
780,tauen::V,эретү,உருகு
781,schmelzen::V,эрү,உருகு
782,schmelzen::V,эретү,உருகு
783,trocknen::V,кибү,உலர்த்து
784,sieden::V,ургылу,கொதிக்க வை
785,faulen::V,черү,அழுகச் செய்
786,verfaulen::V,черү,அழுகச் செய்
787,reißen::V,өзелү,திடீரென அறு
788,versinken::V,бату,மூழ்கு
789,vergehen::V,авышу,கடந்துசெல்
790,erscheinen::V,пәйда булу,தோன்றச்
791,verschwinden::V,югалу,மறைந்து போ
792,verschwinden::V,юк булу,மறைந்து போ
793,sinken::V,кимү,பதைவுறு
794,sinken::V,кайту,பதைவுறு
795,abnehmen::V,азаю,குறை
796,zunehmen::V,арту,உயர்த்து
797,zunehmen::V,күбәю,உயர்த்து
798,zunehmen::V,ишәю,உயர்த்து
799,steigen::V,үсү,உயர எழு
800,wachsen::V,үсү,வளர்
801,glänzen::V,ялкылдау,மிளிர்
802,funkeln::V,ялтырау,பிரகாசி
803,lärmen::V,шаулау,கொம்பு
804,läuten::V,шалтырату,மணியொலியிசை
805,klingeln::V,шалтырату,மணி அடி
806,klirren::V,чылтырау,கிலுங்கு
807,brausen::V,давыллау,இரைதல்
808,brausen::V,дулау,இரைதல்
809,rauschen::V,кыштырдау,சலசலப்பு
810,klingen::V,ишетелү,சிலம்புதல்
811,bellen::V,өрү,குரை
812,heulen::V,улау,ஊளையிடு
813,blasen::V,өрү,ஊது
814,pfeifen::V,сызгырту,சீழ்க்கை எழப்பு
815,schreien::V,кычкыру,கூச்சலிடு
816,stöhnen::V,ыңгырашу,வேதனை
817,zittern::V,калтырау,நடுங்கு
818,zittern::V,калтырану,நடுங்கு
819,leben::V,яшәү,உயிருடனிரு
820,leben::V,гомер итү,உயிருடனிரு
821,geboren werden::V,туу,பிற
822,atmen::V,сулау,சுவாசி
823,trinken::V,эчү,குடி
824,essen::V,ашау,சாப்பிடு
825,schlucken::V,йоту,முழுங்கு
826,müde werden::V,ялыгу,கையயர்தல்
827,müde werden::V,йөгенү,கையயர்தல்
828,einschlafen::V,йокыга китү,தூங்க
829,schlafen::V,йоклау,தூங்கு
830,aufwachen::V,уяну,எழுப்பு
831,aufstehen::V,тору,எழுந்திரு
832,sich erholen::V,ял алу,இளைப்பாறு
833,sich erholen::V,истирахәт итү,இளைப்பாறு
834,krank werden::V,чирләү,விழுதல்
835,krank sein::V,чирләү,நருக்கலாயிருக்க
836,schmerzen::V,авырту,நோவுறு
837,husten::V,ютәлләү,இருமு
838,genesen::V,савыгу,குணம் அடை
839,genesen::V,сәламәтләнү,குணம் அடை
840,sterben::V,үлү,மரணமடை
841,sterben::V,дөнья кую,மரணமடை
842,sterben::V,вафат булу,மரணமடை
843,umkommen::V,үлү,நசி
844,sich bewegen::V,йөрү,நகர்த்து
845,sich rühren::V,кыймылдау,அசை
846,sich erheben::V,басу,எழுந்து நில்
847,sich setzen::V,утыру,உட்கார்
848,hinfallen::V,егылу,விழு
849,laufen::V,җәяүләү,நட
850,schreiten::V,атлау,கவடுவைத்தல்
851,spazierengehen::V,йөрү,உலவு
852,spazierengehen::V,йөргенү,உலவு
853,eilen::V,ашыгу,விரைந்து
854,sich beeilen::V,ашыгу,அவசரப்படுத்து
855,sich beeilen::V,кызулау,அவசரப்படுத்து
856,sausen::V,җилдерү,விரைந்து செல்
857,rennen::V,йөгерү,ஓடு
858,springen::V,сикерү,குதி
859,klettern::V,үрмәләү,ஏறு
860,schaukeln::V,атыну,தள்ளாடு
861,kriechen::V,шуышу,மெதுவாக நடந்து செல்
862,kriechen::V,үрмәләү,மெதுவாக நடந்து செல்
863,schwimmen::V,йөзү,நீந்து
864,tauchen::V,чуму,மூழ்கி நீச்சலடி
865,rudern::V,ишү,துடுப்புப் போடு
866,fahren::V,бару,ஓட்டு
867,fliegen::V,очу,பற
868,gehen::V,йөрү,போ
869,weggehen::V,китү,விலகிச் செல்
870,abfahren::V,кузгалу,புறப்பட்டுச் செல்
871,anhalten::V,тукталу,நின்றுவிடு
872,hineingehen::V,инү,மறையச் செய்
873,eintreten::V,инү,நுழை
874,kommen::V,килү,வா
875,ankommen::V,бару,வநது சேர்
876,zurückkommen::V,кире кайту,திரும்பி வா
877,bleiben::V,калу,இரு
878,warten::V,көтү,தாமதி
879,erwarten::V,көтү,எதிர்நோக்கு
880,suchen::V,эзләү,தேடு
881,finden::V,табу,கண்டுபிடி
882,versuchen::V,маташу,முயற்சி செய்
883,vorbereiten::V,хәзерләү,ஆயத்தம் செய்
884,lieben::V,сөю,அன்பு செலுத்து
885,lieben::V,ярату,அன்பு செலுத்து
886,mögen::V,өнәү,விரும்பு
887,lachen::V,көлү,சிரி
888,rühren::V,дулкынландыру,இதயத்தைத் தொடு
889,weinen::V,елау,அழு
890,schimpfen::V,сүгү,சாபமிடு
891,schimpfen::V,сүгенү,சாபமிடு
892,sich ärgern::V,ачулану,கோப்பபடு
893,sich fürchten::V,курку,பயப்படு
894,fürchten::V,калтырау,பயப்படுத்து
895,fürchten::V,калтырану,பயப்படுத்து
896,fliehen::V,арка бирү,ஓடு
897,flüchten::V,качу,தப்பிவிடு
898,sehen::V,күрү,பார்
899,anschauen::V,карау,கூர்ந்து கவனி
900,ansehen::V,карау,கவனி
901,ansehen::V,күзәтү,கவனி
902,hören::V,ишетү,கேள்
903,zuhören::V,тыңлау,சுவைத்துப் பார்
904,probieren::V,тату,ருசி
905,riechen::V,иснәү,முகர்ந்து பார்
906,fühlen::V,тою,தொட்டுணர்
907,fühlen::V,сизү,தொட்டுணர்
908,scheinen::V,күренү,காணப்படு
909,zu sehen sein::V,күренү,தோன்றுதல்
910,vernehmen::V,ишетү,கேள்
911,frieren::V,өшү,குதுகுதுகு
912,frieren::V,күшегү,குதுகுதுகு
913,tun::V,итү,செய்
914,können::V,алу,இயல்வது
915,wollen::V,теләү,விரும்பு
916,anfangen::V,керешү,தொடங்கு
917,beenden::V,бетерү,முடி
918,beenden::V,тәмамлау,முடி
919,aufhören::V,бетү,நிறுத்து
920,gelingen::V,уңу,வெற்றி
921,geraten::V,сабышу,ஏற்படுத்து
922,öffnen::V,ачу,திற
923,schließen::V,ябу,மூடு
924,stellen::V,кую,வை
925,setzen::V,утырту,வை
926,legen::V,яткыру,பரப்பி வை
927,berühren::V,тию,பதி
928,verbinden::V,ялгау,சேர்
929,bedecken::V,өрту,உறைபோடு
930,bedecken::V,каплау,உறைபோடு
931,bedecken::V,томалау,உறைபோடு
932,aufhängen::V,асу,தொங்கவிடு
933,anzünden::V,кабызу,எரியூட்டு
934,aufheben::V,күтәрү,பொறுக்கி எடு
935,zurücklassen::V,калдыру,விட்டுச் செல்
936,verlieren::V,югалту,இழ
937,fallen lassen::V,төшерү,அளவில் குறைவு
938,machen::V,ясау,தயார்செய்
939,machen::V,эшләү,தயார்செய்
940,herstellen::V,ясау,உற்பத்தி செய்
941,bauen::V,кору,கட்டு
942,reparieren::V,төзәтү,பழுது பார்
943,verbessern::V,яхшырту,மேம்படுத்து
944,ändern::V,үзгәртү,மாற்றி அமை
945,graben::V,казу,குழி வெட்டு
946,beugen::V,ию,வனை
947,biegen::V,бөгү,வனை
948,drehen::V,бору,சுழல்
949,drehen::V,бөтерү,சுழல்
950,wenden::V,бору,குடைகவிழு
951,umdrehen::V,түнтәрү,சுற்றும் முற்றும் பார்
952,heben::V,күтәрү,தூக்கு
953,hochheben::V,күтәрү,தூக்கு
954,ergreifen::V,эләктерү,பறி
955,halten::V,тоту,பிடித்துக் கொள்
956,drücken::V,кысу,அழுத்து
957,schieben::V,кузгату,தள்ளு
958,kratzen::V,тырнау,கீறு
959,lecken::V,ялау,நக்கு
960,beißen::V,тешләү,கடி
961,abreißen::V,өзү,கிழி
962,abschneiden::V,кыю,வெட்டி எடு
963,abschneiden::V,кисү,வெட்டி எடு
964,binden::V,бәйләү,கட்டு
965,stecken::V,төртү,பதிய வை
966,stecken::V,тыгу,பதிய வை
967,brechen::V,сындыру,உடை
968,klopfen::V,шаку,தட்டு
969,klopfen::V,шакылдау,தட்டு
970,hauen::V,кыйнау,அடி
971,kleben::V,ябыштыру,ஒட்டு
972,reiben::V,ышку,தேய்
973,streichen::V,ягу,பரவச்செய்
974,schleifen::V,кайрау,அரை
975,schneiden::V,кисү,துண்டாக்கு
976,rütteln::V,селкетү,மெல்ல தள்ளு
977,schütteln::V,селкетү,குலுக்கு
978,schwenken::V,болгау,ஊஞ்சலாடு
979,schütten::V,кою,ஊற்று
980,füllen::V,тутыру,நிரப்பு
981,einwickeln::V,төрү,சுற்று
982,tragen::V,ташу,எடுத்துச் செல்
983,schleppen::V,сөйрәү,இழுத்துச் செல்
984,schleppen::V,өстерәү,இழுத்துச் செல்
985,ziehen::V,тарту,இழு
986,aufbewahren::V,саклау,வைத்துக் கொள்
987,werfen::V,ыргыту,வீசி எறி
988,fangen::V,тоту,பிடி
989,packen::V,эләктерү,பிடித்துக்கொள்
990,verstecken::V,яшерү,மறை
991,teilen::V,бүлү,பாகங்களாகப் பிரி
992,schicken::V,җибәрү,அனுப்பு
993,bringen::V,китерү,கொண்டு வா
994,hinzufügen::V,өстәү,சேர்
995,bekommen::V,алу,பெறு
996,erhalten::V,алу,பெறு
997,nehmen::V,алу,எடு
998,wählen::V,сайлау,தேர்ந்தெடு
999,auswählen::V,сайлау,தேர்ல்தெடு
1000,bewahren::V,саклау,கெடாது பேணு
1001,behindern::V,комачаулау,தடங்கல் செய்
1002,verderben::V,бозу,நாசமாக்கு
1003,beschädigen::V,бозу,சேதப்படுத்து
1004,zerbrechen::V,вату,உடை
1005,zerreißen::V,өзү,கிழி
1006,zerreißen::V,ерту,கிழி
1007,zerstören::V,җимерү,அழி
1008,verbrennen::V,яндыру,எரியூட்டு
1009,verbrennen::V,көйдерү,எரியூட்டு
1010,geben::V,бирү,கொடு
1011,reichen::V,тапшыру,வழங்கு
1012,schenken::V,бүләкләү,மொயத்தல்
1013,versprechen::V,вәгъдә бирү,உறுதியளி
1014,wünschen::V,котлау,ஆசைப்படு
1015,loben::V,мактау,புகழ்ச்சி கூறு
1016,küssen::V,үбү,முத்தமிடு
1017,wiegen::V,тирбәтү,ஆட்டுத்தல்
1018,zudecken::V,ябу,உறைபோடு
1019,zudecken::V,бөркәү,உறைபோடு
1020,wecken::V,уяту,எழுப்பு
1021,zeigen::V,күрсәтү,காட்டு
1022,führen::V,йөртү,வழிகாட்டி
1023,lehren::V,өйрәтү,சொல்லிக் கொடு
1024,unterrichten::V,укыту,அறிவுரை கூறு
1025,aufziehen::V,асрау,வளர்
1026,leiten::V,җитәкләү,அழைத்துச் செல்
1027,antreiben::V,куалау,தூண்டு
1028,antreiben::V,әйдәләү,தூண்டு
1029,antreiben::V,ашыктыру,தூண்டு
1030,lassen::V,мәҗбүр итү,விடு
1031,einladen::V,чакыру,அழை
1032,vereinigen::V,берләштерү,ஒன்றாகச் சேர்
1033,besuchen::V,керешү,வருகை புரி
1034,treffen::V,очрату,சந்தி
1035,sich versammeln::V,җыелышу,தொகுப்பு
1036,spielen::V,уйнау,விளையாடு
1037,singen::V,җырлау,பாடு
1038,tanzen::V,бию,நடனமாடு
1039,sich trennen::V,аерылу,தனிப்படடுத்து
1040,sich trennen::V,ташлашу,தனிப்படடுத்து
1041,verlassen::V,ташлау,கைவிடு
1042,verlassen::V,калдыру,கைவிடு
1043,retten::V,коткару,காப்பாற்று
1044,bewachen::V,каравыллау,காவல் செய்
1045,schützen::V,ышыклау,பாதுகாப்பு செய்
1046,verteidigen::V,яклау,எதிர்த்து நில்
1047,verteidigen::V,саклау,எதிர்த்து நில்
1048,sich schlagen::V,сугышу,பூசலிடு
1049,schießen::V,ату,சுட்டுக் கொல்
1050,siegen::V,җиңү,வெற்றி பெறு
1051,ärgern::V,ачуландыру,எரிச்சலூட்டு
1052,schlagen::V,ору,அடி
1053,schlagen::V,бәрү,அடி
1054,schlagen::V,тукмау,அடி
1055,treten::V,тибү,உதை
1056,stechen::V,кадау,கொட்டு
1057,stoßen::V,этү,நெருக்கு
1058,stehlen::V,урлау,திருடு
1059,stören::V,комачаулау,தொல்லைகொடு
1060,belästigen::V,борчу,தொல்லை கொடு
1061,belästigen::V,билмазалау,தொல்லை கொடு
1062,verbergen::V,яшерү,மறை
1063,täuschen::V,алдату,ஏமாற்று
1064,betrügen::V,хәрәмләшү,ஏமாற்று
1065,töten::V,үтерү,கொல்
1066,wohnen::V,яшәү,தங்கியிரு
1067,arbeiten::V,эшләү,வேலை செய்
1068,sammeln::V,туплау,ஒன்றுசேர்
1069,pflücken::V,өзү,கொய்து எடு
1070,jagen::V,аулау,வேட்டையாடு
1071,fischen::V,балык тоту,மீன் பிடி
1072,fassen::V,тоту,பிடி
1073,hüten::V,көтү,காவல் செய்
1074,treiben::V,куалау,ஓட்டு
1075,anbinden::V,бәйләү,கட்டு
1076,füttern::V,туйдыру,உணவளி
1077,melken::V,саву,பால் கற
1078,hacken::V,чабу,வெட்டி எடு
1079,gießen::V,сугару,நீர்ப் பாய்ச்சு
1080,reifen::V,җитешү,பழு
1081,zubereiten::V,пешеренү,சமையல் செய்
1082,kochen::V,пешерү,வேகவை
1083,kochen::V,кайнату,வேகவை
1084,backen::V,пешерү,வெப்பத்தில் வாட்டு
1085,braten::V,куыру,பொரியச் செய்
1086,braten::V,кыздыру,பொரியச் செய்
1087,umrühren::V,бутау,கலக்கு
1088,umrühren::V,болгату,கலக்கு
1089,stricken::V,бәйләү,பின்னியிழை
1090,nähen::V,тегү,தையல் வேலை செய்
1091,färben::V,ману,வண்ணம் பெறச் செய்
1092,reinigen::V,чистарту,சுத்தம் செய்
1093,waschen::V,юу,கழுவு
1094,abwischen::V,сөртү,துடை
1095,spülen::V,чайкау,அலசு
1096,fegen::V,себерү,பெறுக்கு
1097,kehren::V,себерү,பெறுக்கு
1098,baden::V,коену,குளி
1099,sich waschen::V,юыну,கழுவு
1100,ausziehen::V,чишенү,கழற்று
1101,anziehen::V,кию,புனைதல்
1102,sich anziehen::V,киенү,உடுத்துதல்
1103,kämmen::V,тарау,தலை வாரிக் கொள்
1104,schmücken::V,бизәү,அழகுபடுத்து
1105,schmücken::V,бизәкләү,அழகுபடுத்து
1106,sagen::V,дию,சொல்
1107,sagen::V,әйтү,சொல்
1108,sprechen::V,сөйләү,பேசு
1109,sprechen::V,сөйләшү,பேசு
1110,reden::V,сөйләү,பெசு
1111,sich unterhalten::V,сөйләшү,இயல்பாக பேசிக்கொண்டிரு
1112,fragen::V,сорау,கேள்
1113,fragen::V,сорашу,கேள்
1114,bitten::V,үтенү,வேண்டு
1115,erzählen::V,сөйләү,சொல்
1116,mitteilen::V,белдерү,சொல்
1117,nennen::V,дию,பெயரிடுதல்
1118,rufen::V,дәшү,கூச்சலிடு
1119,prahlen::V,мактану,தற்பெருமை பேசு
1120,prahlen::V,шапырыну,தற்பெருமை பேசு
1121,übersetzen::V,күчерү,மொழிபெயர்ப்பு செய்
1122,denken::V,уйлау,யோசி
1123,glauben::V,инану,நம்பு
1124,bemerken::V,искәрү,கவனி
1125,erkennen::V,тану,அடையாளம் கண்டுகொள்
1126,begreifen::V,аңлау,பற்றிக்கொள்
1127,begreifen::V,төшенү,பற்றிக்கொள்
1128,verstehen::V,аңлау,புரிந்து கொள்
1129,verstehen::V,төшенү,புரிந்து கொள்
1130,lernen::V,уку,கற்றுக்கொள்
1131,lernen::V,өйрәнү,கற்றுக்கொள்
1132,wissen::V,белү,தெரிந்திரு
1133,sich erinnern an::V,хәтерләү,நினைவு கூர்
1134,vergessen::V,оныту,மற
1135,messen::V,үлчәү,அளவிடு
1136,zählen::V,санау,எண்ணு
1137,rechnen::V,исәпләү,கணக்கிடு
1138,lesen::V,уку,படி
1139,malen::V,рәсем ясау,வண்ணச்சித்திரம்
1140,malen::V,сурәт ясау,வண்ணச்சித்திரம்
1141,malen::V,сурәтләү,வண்ணச்சித்திரம்
1142,zeichnen::V,язу-сызу,வரை
1143,zeichnen::V,сурәт ясау,வரை
1144,schreiben::V,язу,எழுது
1145,besitzen::V,биләү,உடைமையாகக் கொண்டிரு
1146,kaufen::V,алу,வாங்கு
1147,verkaufen::V,сату,விற்பனை செய்
1148,bezahlen::V,түләү,இறுத்தல்
1149,zahlen::V,түләү,பணம் செலுத்து
1150,beherrschen::V,ия булу,ஆட்சிசெய்
1151,ertragen::V,чыдау,தாங்கு
