,Concept_ID,it,sk
159,Klaue::N,grinfia,paznecht
160,Kralle::N,unghia,pazúr
161,Kralle::N,artiglio,pazúr
162,Schwanz::N,coda,chvost
163,Ei::N,uovo,vajce
164,Ei::N,uovo,vajíčko
165,Nest::N,nido,hniezdo
166,Bau::N,covo,nora
167,Tier::N,bestia,zviera
168,Tier::N,animale,zviera
169,Herde::N,gregge,stádo
170,Kuh::N,vacca,krava
171,Bulle::N,toro,býk
172,Pferd::N,cavallo,kôň
173,Schaf::N,pècora,ovca
174,Schwein::N,porco,sviňa
175,Schwein::N,maiale,sviňa
176,Hund::N,cane,pes
177,Katze::N,gatta,mačka
178,Bär::N,orso,medveď
179,Eichhörnchen::N,scoiàttolo,veverička
180,Elch::N,alce,los
181,Fuchs::N,volpe,líška
182,Hase::N,lepre,zajac
183,Maus::N,topo,myš
184,Maus::N,sorcio,myš
185,Wolf::N,lupo,vlk
186,Vogel::N,uccello,vták
187,Schwarm::N,stormo,roj
188,Huhn::N,gallina,kurča
189,Huhn::N,gallina,sliepka
190,Hahn::N,gallo,kohút
191,Gans::N,oca,hus
192,Adler::N,àquila,orol
193,Ente::N,ànatra,kačka
194,Ente::N,ànatra,kačica
195,Eule::N,gufo,sova
196,Eule::N,civetta,sova
197,Kranich::N,gru,žeriav
198,Krähe::N,cornacchia,vrana
199,Kuckuck::N,cuccù,kukučka
200,Kuckuck::N,cùculo,kukučka
201,Schwan::N,cigno,labuť
202,Fisch::N,pesce,ryba
203,Barsch::N,pèrsico,ostriež
204,Hecht::N,luccio,šťuka
205,Schlange[Tier]::N,serpente,had
206,Wurm::N,baco,červ
207,Wurm::N,verme,červ
208,Spinne::N,ragno,pavúk
209,Ameise::N,formica,mravec
210,Laus::N,pidocchio,voš
211,Mücke::N,zanzara,komár
212,Fliege::N,mosca,mucha
213,Schmetterling::N,farfalla,motýľ
214,Beere::N,bacca,bobuľa
215,Apfel::N,mela,jablko
216,Pilz::N,fungo,hríb
217,Zwiebel::N,cipolla,cibuľa
218,Saat::N,semente,osivo
219,Korn::N,grano,zrno
220,Heu::N,fieno,seno
221,Schale::N,buccia,šupa
222,Schale::N,buccia,škrupina
223,Grube::N,cava,jama
224,Grube::N,fossa,jama
225,Falle::N,tràppola,pasca
226,Falle::N,tràppola,klepec
227,Schlinge::N,laccio,slučka
228,Spur::N,traccia,stopa
229,Asche::N,cenere,popol
230,Dreck::N,fango,kal
231,Dreck::N,fango,blato
232,Eisen::N,ferro,železo
233,Gold::N,oro,zlato
234,Silber::N,argento,striebro
235,Kohle::N,carbone,uhlie
236,Glas::N,vetro,sklo
237,Lehm::N,argilla,íl
238,Lehm::N,argilla,hlina
239,Sand::N,arena,piesok
240,Sand::N,sabbia,piesok
241,Mensch::N,uomo,človek
242,Mensch::N,èssere umano,človek
243,Mann::N,uomo,muž
244,Mann::N,uomo,chlap
245,Frau::N,donna,žena
246,Kind::N,bambino,dieťa
247,Junge::N,ragazzo,chlapec
248,Mädchen::N,ragazza,dievka
249,Familie::N,famiglia,rodina
250,Großvater::N,nonno,dedo
251,Großvater::N,nonno,starý otec
252,Großmutter::N,nonna,babička
253,Großmutter::N,nonna,stará mať
254,Eltern::N,genitori,rodičia
255,Vater::N,padre,otec
256,Mutter::N,madre,mať
257,Mutter::N,madre,matka
258,Sohn::N,figlio,syn
259,Tochter::N,figlia,dcéra
260,Bruder::N,fratello,brat
261,Schwester::N,sorella,sestra
262,Onkel::N,zio,ujo
263,Onkel::N,zio,strýko
264,Tante::N,zia,teta
265,Tante::N,zia,tetka
266,Ehemann::N,marito,muž
267,Ehemann::N,marito,manžel
268,Ehefrau::N,moglie,žena
269,Ehefrau::N,moglie,manželka
270,Freude::N,gioia,radosť
271,Freude::N,piacere,radosť
272,Gelächter::N,risata,smiech
273,Glück::N,felicità,šťastie
274,Kummer::N,afflizione,žiaľ
275,Kummer::N,afflizione,zármutok
276,Wunsch::N,desiderio,prianie
277,Lust::N,voglia,chuť
278,Geist::N,mente,duch
279,Geist::N,spìrito,duch
280,Gedanke::N,idea,myšlienka
281,Gedanke::N,pensiero,myšlienka
282,Gedächtnis::N,memoria,pamäť
283,Verstand::N,intelletto,rozum
284,Sinn::N,senso,zmysel
285,Sinn::N,significato,zmysel
286,Grund::N,causa,dôvod
287,Grund::N,causa,príčina
288,Grund::N,motivo,dôvod
289,Grund::N,motivo,príčina
290,Grund::N,ragione,dôvod
291,Grund::N,ragione,príčina
292,Wahrheit::N,verità,pravda
293,Gespräch::N,discorso,reč
294,Gespräch::N,discorso,rozhovor
295,Gespräch::N,conversazione,reč
296,Gespräch::N,conversazione,rozhovor
297,Märchen::N,fiaba,rozprávka
298,Märchen::N,fàvola,rozprávka
299,Erzählung::N,racconto,poviedka
300,Erzählung::N,narrazione,poviedka
301,Nachricht::N,messaggio,správa
302,Neuigkeit::N,notizia,novinka
303,Name::N,nome,meno
304,Rätsel::N,indovinello,záhada
305,Rätsel::N,indovinello,hádanka
306,Rede::N,discorso,reč
307,Sprache::N,lingua,reč
308,Sprache::N,lingua,jazyk
309,Sprache::N,linguaggio,reč
310,Sprache::N,linguaggio,jazyk
311,Stimme::N,voce,hlas
312,Wort::N,parola,slovo
313,Zeichen::N,segno,znak
314,Zeichen::N,segnale,znak
315,Ruf::N,chiamata,volanie
316,Ruf::N,chiamata,zavolanie
317,Lärm::N,chiasso,hluk
318,Lärm::N,chiasso,hurhaj
319,Lärm::N,strèpito,hluk
320,Lärm::N,strèpito,hurhaj
321,Laut::N,suono,zvuk
322,Ton::N,tono,tón
323,Ton::N,tono,zvuk
324,Lied::N,canto,pieseň
325,Lied::N,canzone,pieseň
326,Ruhe::N,calma,pokoj
327,Ruhe::N,tranquillità,pokoj
328,Leute::N,gente,ľudia
329,Volk::N,pòpolo,ľud
330,Volk::N,pòpolo,národ
331,Arbeit::N,lavoro,práca
332,Arbeit::N,lavoro,robota
333,Gast::N,òspite,hosť
334,Gast::N,invitato,hosť
335,Geschenk::N,regalo,dar
336,Spiel::N,gioco,hra
337,Gesellschaft::N,compagnìa,spoločnosť
338,Hilfe::N,aiuto,pomoc
339,Hilfe::N,soccorso,pomoc
340,Freund::N,amico,priateľ
341,Kamerad::N,camerata,kamarát
342,Angelegenheit::N,affare,vec
343,Angelegenheit::N,affare,záležitosť
344,Angelegenheit::N,faccenda,vec
345,Angelegenheit::N,faccenda,záležitosť
346,Anzahl::N,nùmero,počet
347,Anzahl::N,nùmero,množstvo
348,Anzahl::N,quantità,počet
349,Anzahl::N,quantità,množstvo
350,Art::N,tipo,druh
351,Art::N,specie,druh
352,Stück::N,pezzo,kus
353,Stück::N,pezzo,kúsok
354,Teil::N,parte,časť
355,Hälfte::N,metà,polka
356,Hälfte::N,metà,polovica
357,Kreis::N,cìrcolo,kruh
358,Kreuz::N,croce,kríž
359,Linie::N,lìnea,línia
360,Strich::N,tratto,čiara
361,Abstand::N,distanza,vzdialenosť
362,Entfernung::N,distanza,vzdialenosť
363,Entfernung::N,lontananza,vzdialenosť
364,Gegend::N,regione,kraj
365,Gegend::N,regione,krajina
366,Platz::N,posto,miesto
367,Platz::N,spazio,miesto
368,Ort::N,luogo,miesto
369,Ort::N,località,miesto
370,Seite::N,lato,bok
371,Seite::N,lato,strana
372,Seite::N,parte,bok
373,Seite::N,parte,strana
374,Mitte::N,mezzo,stred
375,Mitte::N,centro,stred
376,Gegenstand::N,oggetto,predmet
377,Sache::N,cosa,vec
378,Rand::N,orlo,kraj
379,Rand::N,orlo,okraj
380,Rand::N,bordo,kraj
381,Rand::N,bordo,okraj
382,Kante::N,spìgolo,hrana
383,Ecke::N,canto,roh
384,Spitze::N,punta,hrot
385,Spitze::N,punta,špička
386,Ende::N,capo,koniec
387,Ende::N,estremità,koniec
388,Loch::N,buco,diera
389,Winkel::N,àngolo,kút
390,Muster::N,disegno,vzor
391,Muster::N,disegno,vzorka
392,Größe::N,taglia,veľkosť
393,Größe::N,grandezza,veľkosť
394,Länge::N,lunghezza,dĺžka
395,Höhe::N,altezza,výška
396,Gewicht::N,peso,váha
397,Menge::N,quantità,množstvo
398,Haufen::N,cùmulo,hŕba
399,Haufen::N,mucchio,hŕba
400,Reihe::N,fila,rad
401,Boot::N,barca,čln
402,Boot::N,battello,čln
403,Ruder::N,remo,veslo
404,Schlitten::N,slitta,sane
405,Ski::N,sci,lyža
406,Lagerfeuer::N,falò,táborák
407,Lagerfeuer::N,fuoco di bivacco,táborák
408,Last::N,càrico,ťarcha
409,Last::N,càrico,bremeno
410,Gang::N,andata,chôdza
411,Schritt::N,passo,krok
412,Norden::N,nord,sever
413,Norden::N,settentrione,sever
414,Süden::N,sud,juh
415,Süden::N,meridione,juh
416,Westen::N,òvest,západ
417,Westen::N,occidente,západ
418,Osten::N,est,východ
419,Osten::N,oriente,východ
420,Holz::N,legno,drevo
421,Brett::N,asse,doska
422,Brett::N,tàvola,doska
423,Platte::N,lastra,doska
424,Platte::N,lastra,platňa
425,Platte::N,piastra,doska
426,Platte::N,piastra,platňa
427,Stütze::N,supporto,opora
428,Stange::N,sbarra,tyč
429,Stange::N,pèrtica,tyč
430,Stock::N,verga,palica
431,Stock::N,bastone,palica
432,Stock::N,bacchetta,palica
433,Stab::N,asta,palica
434,Rohr::N,tubo,rúra
435,Haus::N,casa,dom
436,Heim::N,casa,domov
437,Ofen::N,stufa,pec
438,Ofen::N,stufa,kachle
439,Fußboden::N,pavimento,dlážka
440,Fußboden::N,pavimento,podlaha
441,Tisch::N,tàvolo,stôl
442,Stuhl::N,sedia,stolička
443,Wiege::N,culla,kolíska
444,Bett::N,letto,lôžko
445,Bett::N,letto,posteľ
446,Regal::N,scaffale,regál
447,Regal::N,scaffale,polica
448,Kiste::N,cassa,debna
449,Fenster::N,finestra,okno
450,Fenster::N,finestra,oblok
451,Tür::N,porta,dvere
452,Tor::N,portone,vráta
453,Zaun::N,recinto,plot
454,Zaun::N,recinto,ohrada
455,Dach::N,tetto,krov
456,Dach::N,tetto,strecha
457,Leiter::N,scala,rebrík
458,Leiter::N,scala,rebrina
459,Leiter::N,scala a pioli,rebrík
460,Leiter::N,scala a pioli,rebrina
461,Besen::N,scopa,metla
462,Spaten::N,vanga,rýľ
463,Schaufel::N,pala,lopata
464,Gabel::N,forchetta,vidlička
465,Löffel::N,cucchiaio,lyžica
466,Messer::N,coltello,nôž
467,Nagel::N,chiodo,klinec
468,Netz::N,rete,sieť
469,Haken::N,uncino,hák
470,Haken::N,uncino,háčik
471,Griff::N,mànico,rukoväť
472,Griff::N,maniglia,rukoväť
473,Schloss::N,serratura,zámka
474,Bild::N,quadro,obraz
475,Bild::N,immàgine,obraz
476,Figur::N,figura,figúra
477,Puppe::N,bàmbola,bábka
478,Puppe::N,bàmbola,bábika
479,Beutel::N,borsa,vrece
480,Beutel::N,borsa,vrecko
481,Beutel::N,sacchetto,vrece
482,Beutel::N,sacchetto,vrecko
483,Bündel::N,fascio,uzlík
484,Bündel::N,fascio,zväzok
485,Bündel::N,fagotto,uzlík
486,Bündel::N,fagotto,zväzok
487,Tasche::N,borsa,taška
488,Tasche::N,borsa,kabelka
489,Eimer::N,secchio,vedro
490,Deckel::N,coperchio,vrchnák
491,Deckel::N,coperchio,pokrývka
492,Geschirr::N,stoviglie,nádoba
493,Sack::N,sacco,mech
494,Sack::N,sacco,vrece
495,Tasse::N,tazza,šálka
496,Topf::N,pèntola,hrniec
497,Kessel::N,paiolo,kotol
498,Kessel::N,calderone,kotol
499,Essen::N,pasto,jedlo
500,Essen::N,mangiare,jedlo
501,Nahrung::N,cibo,strava
502,Nahrung::N,cibo,potrava
503,Nahrung::N,alimento,strava
504,Nahrung::N,alimento,potrava
505,Speise::N,piatto,jedlo
506,Fleisch::N,carne,mäso
507,Getreide::N,cereali,obilie
508,Brei::N,purè,kaša
509,Brei::N,pappa,kaša
510,Brot::N,pane,chlieb
511,Scheibe::N,fetta,kotúč
512,Scheibe::N,fetta,krajec
513,Scheibe::N,trancia,kotúč
514,Scheibe::N,trancia,krajec
515,Fett::N,grasso,tuk
516,Fett::N,grasso,masť
517,Butter::N,burro,maslo
518,Öl::N,olio,olej
519,Salz::N,sale,soľ
520,Suppe::N,zuppa,polievka
521,Suppe::N,minestra,polievka
522,Honig::N,miele,med
523,Milch::N,latte,mlieko
524,Tee::N,tè,čaj
525,Leder::N,pelle,koža
526,Wolle::N,lana,vlna
527,Stoff::N,panno,súkno
528,Stoff::N,tessuto,súkno
529,Nadel::N,ago,ihla
530,Faden::N,filo,niť
531,Faden::N,filo,vlákno
532,Knopf::N,bottone,gombík
533,Knoten::N,nodo,uzol
534,Farbe::N,pittura,farba
535,Kleidung::N,vestiti,šaty
536,Kleidung::N,vestiti,šatstvo
537,Kleidung::N,vestiario,šaty
538,Kleidung::N,vestiario,šatstvo
539,Hemd::N,camicia,košeľa
540,Kragen::N,bàvero,golier
541,Kragen::N,colletto,golier
542,Ärmel::N,mànica,rukáv
543,Hose::N,calzoni,nohavice
544,Gürtel::N,cintura,pás
545,Gürtel::N,cintura,opasok
546,Mütze::N,berretto,čiapka
547,Schuh::N,scarpa,obuv
548,Schuh::N,scarpa,topánka
549,Stiefel::N,stivale,čižma
550,Ring::N,anello,prsteň
551,Band::N,nastro,stuha
552,Band::N,fettuccia,stuha
553,Kamm::N,pèttine,hrebeň
554,Spiegel::N,specchio,zrkadlo
555,Riemen::N,cinghia,remeň
556,Schnur::N,corda,šnúra
557,Leine::N,guinzaglio,vodidlo
558,Decke::N,coperta,deka
559,Decke::N,coperta,prikrývka
560,Kissen::N,cuscino,poduška
561,Kissen::N,guanciale,poduška
562,Tuch::N,fazzoletto,šatka
563,Handtuch::N,asciugamano,uterák
564,Kraft::N,forza,moc
565,Stärke::N,forza,sila
566,Stärke::N,vigore,sila
567,Stärke::N,fortezza,sila
568,Gesundheit::N,salute,zdravie
569,Krankheit::N,malattìa,nemoc
570,Krankheit::N,malattìa,choroba
571,Schmerz::N,dolore,bolesť
572,Wunde::N,piaga,rana
573,Wunde::N,ferita,rana
574,Fieber::N,febbre,horúčka
575,Arznei::N,fàrmaco,liek
576,Arznei::N,medicina,liek
577,Brücke::N,ponte,most
578,Brunnen::N,pozzo,studňa
579,Weide::N,pàscolo,pastva
580,Pfad::N,sentiero,chodník
581,Weg::N,via,cesta
582,Weg::N,cammino,cesta
583,Straße::N,strada,hradská
584,Dorf::N,paese,dedina
585,Dorf::N,villaggio,dedina
586,Stadt::N,città,mesto
587,Brief::N,lèttera,list
588,Buch::N,libro,kniha
589,Buchstabe::N,lèttera,litera
590,Buchstabe::N,lèttera,písmeno
591,Zeitung::N,giornale,noviny
592,Leben::N,vita,život
593,Tod::N,morte,smrť
594,Grab::N,tomba,hrob
595,Grab::N,sepolcro,hrob
596,Kirche::N,chiesa,kostol
597,Sünde::N,peccato,hriech
598,Gott::N,dio,boh
599,Arbeiter::N,operaio,robotník
600,Arbeiter::N,operaio,pracnovík
601,Arbeiter::N,lavoratore,robotník
602,Arbeiter::N,lavoratore,pracnovík
603,Chef::N,capo,šéf
604,Chef::N,capo,riaditeľ
605,Chef::N,padrone,šéf
606,Chef::N,padrone,riaditeľ
607,Meister::N,mastro,majster
608,Meister::N,maestro,majster
609,Arzt::N,mèdico,lekár
610,Arzt::N,dottore,lekár
611,Lehrer::N,professore,učiteľ
612,Geld::N,soldi,peniaze
613,Geld::N,denaro,peniaze
614,Geschäft::N,affare,obchod
615,Geschäft::N,negozio,obchod
616,Laden::N,negozio,obchod
617,Preis::N,prezzo,cena
618,Ware::N,merce,tovar
619,Nutzen::N,ùtile,osoh
620,Nutzen::N,ùtile,úžitok
621,Nutzen::N,profitto,osoh
622,Nutzen::N,profitto,úžitok
623,Reichtum::N,ricchezza,bohatstvo
624,Welt::N,mondo,svet
625,Land::N,paese,územie
626,Land::N,paese,krajina
627,Staat::N,Stato,štát
628,König::N,re,kráľ
629,Macht::N,potere,moc
630,Macht::N,potere,mocnosť
631,Grenze::N,confine,hranica
632,Grenze::N,frontiera,hranica
633,Krieg::N,guerra,vojna
634,Feind::N,nemico,nepriateľ
635,Gewalt::N,violenza,násilie
636,Kampf::N,lotta,boj
637,Bogen[Waffe]::N,arco,luk
638,Pfeil::N,freccia,šíp
639,Pfeil::N,freccia,strela
640,Gewehr::N,fucile,puška
641,Fehler::N,errore,omyl
642,Fehler::N,errore,chyba
643,Fehler::N,sbaglio,omyl
644,Fehler::N,sbaglio,chyba
645,Lüge::N,bugìa,lož
646,Lüge::N,menzogna,lož
647,Schaden::N,danno,ujma
648,Schaden::N,danno,škoda
649,Unglück::N,sfortuna,nešťastie
650,Schuld::N,colpa,vina
651,Schuld::N,colpa,previnenie
652,Alter::N,età,vek
653,Schluss::N,fine,záver
654,Schluss::N,fine,koniec
655,Zeit::N,tempo,čas
656,Tag::N,giorno,deň
657,Tag::N,giornata,deň
658,Morgen::N,mattina,ráno
659,Mittag::N,mezzogiorno,poludnie
660,Abend::N,sera,večer
661,Abend::N,serata,večer
662,Nacht::N,notte,noc
663,Woche::N,settimana,týždeň
664,Monat::N,mese,mesiac
665,Jahr::N,anno,rok
666,Frühling::N,primavera,jar
667,Sommer::N,estate,leto
668,Herbst::N,autunno,jeseň
669,Winter::N,inverno,zima
670,Januar::N,gennaio,január
671,Februar::N,febbraio,február
672,März::N,marzo,marec
673,April::N,aprile,apríl
674,Mai::N,maggio,máj
675,Juni::N,giugno,jún
676,Juli::N,luglio,júl
677,August::N,agosto,august
678,September::N,settembre,september
679,Oktober::N,ottobre,október
680,November::N,novembre,november
681,Dezember::N,dicembre,december
682,Montag::N,lunedì,pondelok
683,Dienstag::N,martedì,utorok
684,Mittwoch::N,mercoledì,streda
685,Donnerstag::N,giovedì,štvrtok
686,Freitag::N,venerdì,piatok
687,Samstag::N,sàbato,sobota
688,Sonntag::N,domenica,nedeľa
689,groß::A,grande,veľký
690,klein::A,pìccolo,malý
691,lang::A,lungo,dlhý
692,kurz::A,corto,krátky
693,breit::A,largo,široký
694,schmal::A,stretto,úzky
695,dicht::A,denso,hustý
696,dick[Gegenstand]::A,spesso,tlstý
697,dünn::A,sottile,tenký
698,fein::A,fine,jemný
699,fein::A,delicato,jemný
700,fest::A,sodo,pevný
701,fest::A,fisso,pevný
702,flach::A,piano,rovný
703,flach::A,piano,plochý
704,flach::A,piatto,rovný
705,flach::A,piatto,plochý
706,glatt::A,liscio,hladký
707,hart::A,duro,tvrdý
708,weich::A,molle,mäkký
709,rund::A,rotondo,guľatý
710,rund::A,rotondo,okrúhly
711,spitz::A,aguzzo,končitý
712,spitz::A,appuntito,končitý
713,scharf::A,affilato,ostrý
714,scharf::A,tagliente,ostrý
715,stumpf::A,smussato,tupý
716,schwer::A,pesante,ťažký
717,schön::A,bello,pekný
718,schön::A,bello,krásny
719,heiß::A,caldo,horúci
720,heiß::A,bollente,horúci
721,warm::A,caldo,teplý
722,kalt::A,freddo,studený
723,kühl::A,fresco,chladný
724,frisch::A,fresco,svieži
725,feucht::A,ùmido,vlhký
726,feucht::A,ùmido,zvlhnutý
727,nass::A,bagnato,mokrý
728,trocken::A,secco,suchý
729,voll::A,pieno,plný
730,leer::A,vuoto,prázdny
731,offen::A,aperto,otvorený
732,geschlossen::A,chiuso,zavretý
733,sauber::A,netto,čistý
734,sauber::A,pulito,čistý
735,schmutzig::A,sporco,špinavý
736,schmutzig::A,sùdicio,špinavý
737,roh::A,crudo,surový
738,reif::A,maturo,zrelý
739,lecker::A,ghiotto,chutný
740,lecker::A,squisito,chutný
741,süß::A,dolce,sladký
742,bitter::A,amaro,horký
743,sauer::A,aspro,kyslý
744,sauer::A,acerbo,kyslý
745,hell::A,chiaro,jasný
746,hell::A,chiaro,svetlý
747,dunkel::A,buio,temný
748,dunkel::A,oscuro,temný
749,schwarz::A,nero,čierny
750,weiß::A,bianco,biely
751,rot::A,rosso,červený
752,gelb::A,giallo,žltý
753,blau::A,blu,modrý
754,blau::A,blu,belasý
755,blau::A,azzurro,modrý
756,blau::A,azzurro,belasý
757,grün::A,verde,zelený
758,grau::A,grigio,šedý
759,bunt::A,variopinto,pestrý
760,billig::A,a buon prezzo,lacný
761,billig::A,a buon mercato,lacný
762,teuer::A,caro,drahý
763,wertvoll::A,prezioso,cenný
764,blind::A,cieco,slepý
765,taub::A,sordo,hluchý
766,kräftig::A,forte,silný
767,kräftig::A,robusto,silný
768,stark::A,forte,silný
769,stark::A,vigoroso,silný
770,schwach::A,dèbole,slabý
771,schwach::A,dèbole,bezvládny
772,fett::A,grasso,tučný
773,schlank::A,snello,štíhly
774,schlank::A,slanciato,štíhly
775,hübsch::A,bello,šumný
776,hübsch::A,bello,švárny
777,hübsch::A,carino,šumný
778,hübsch::A,carino,švárny
779,böse::A,cattivo,zlý
780,dumm::A,stùpido,hlúpy
781,faul::A,pigro,lenivý
782,fleißig::A,diligente,snaživý
783,fleißig::A,diligente,usilovný
784,geizig::A,avaro,skupý
785,geizig::A,avaro,lakomý
786,klug::A,intelligente,múdry
787,klug::A,intelligente,bystrý
788,geschickt::A,àbile,zručný
789,geschickt::A,àbile,šikovný
790,lieb::A,caro,milý
791,lustig::A,gaio,veselý
792,lustig::A,allegro,veselý
793,sanft::A,dolce,nežný
794,hungrig::A,affamato,lačný
795,hungrig::A,affamato,hladný
796,krank::A,malato,chorý
797,krank::A,malato,nemocný
798,krank::A,infermo,chorý
799,krank::A,infermo,nemocný
800,nackt::A,nudo,nahý
801,traurig::A,triste,smutný
802,lebendig::A,vivo,živý
803,gut::A,buono,dobrý
804,schlecht::A,cattivo,zlý
805,richtig::A,giusto,správny
806,schlimm::A,grave,zlý
807,schlimm::A,grave,nepríjemný
808,wahr::A,vero,pravý
809,wahr::A,vero,pravdivý
810,alt::A,vecchio,starý
811,neu::A,nuovo,nový
812,ehemalig::A,vecchio,bývalý
813,ehemalig::A,d'una_volta,bývalý
814,alt[Lebewesen]::A,anziano,starý
815,jung::A,giovane,mladý
816,arm::A,pòvero,chudobný
817,reich::A,ricco,bohatý
818,bekannt::A,noto,známy
819,bekannt::A,conosciuto,známy
820,berühmt::A,famoso,slávny
821,berühmt::A,famoso,povestný
822,berühmt::A,cèlebre,slávny
823,berühmt::A,cèlebre,povestný
824,fremd::A,estràneo,cudzí
825,fremd::A,straniero,cudzí
826,verschieden::A,diverso,rôzny
827,verschieden::A,diverso,rozličný
828,verschieden::A,differente,rôzny
