,Concept_ID,kn,bn
167,Spinne::N,ಊರ್ಣನಾಭ,মাকড়সা
168,Ameise::N,ಇರುವೆ,পিপীলিকা
169,Laus::N,ಹೇನು,উকুন
170,Mücke::N,ಸೊಳ್ಳೆ,মশা
171,Fliege::N,ನೊಣ,মাছি
172,Schmetterling::N,ಪತಂಗ,প্রজাপতি
173,Beere::N,ನಯವಣ್ಣು,বেরি
174,Apfel::N,ಸೇಬು,আপেল
175,Pilz::N,ಅಣಬೆ,ছত্রক
176,Zwiebel::N,ನೀರುಳ್ಳಿ,পিয়াজ
177,Saat::N,ಬಿತ್ತ,বীজ
178,Korn::N,ಬೀಜ,শস্য
179,Heu::N,ಕರಡ,খড়
180,Schale::N,ಹೊಟ್ಟು,খোসা
181,Grube::N,ಗುಂಡಿ,গর্ত
182,Falle::N,ಬೋನು,ফাঁদ
183,Schlinge::N,ಉರುಲು,পাশ
184,Spur::N,ಜಾಡು,চিহ্ন
185,Asche::N,ಬೂದಿ,ভস্ম
186,Dreck::N,ಹೊಲಸು,ময়লা
187,Eisen::N,ಕಬ್ಬಿಣ,লোহা
188,Gold::N,ಚಿನ್ನ,স্বর্ণ
189,Silber::N,ಬೆಳ್ಳಿ,রৌপ্য
190,Kohle::N,ಕಲ್ಲಿದ್ದಲು,অঙ্গার
191,Glas::N,ಗಾಜು,কাচ
192,Lehm::N,ಜೇಡಿಮಣ್ಣು,মৃত্তিকা
193,Sand::N,ಮರಳು,বালি
194,Mensch::N,ಪುರುಷ,নর
195,Mensch::N,ಪುರುಷ,মানুষ
196,Mann::N,ಆಳು,মানুষ
197,Frau::N,ಹೆಣ್ಣು,নারী
198,Kind::N,ಮಗು,বাচ্চা
199,Junge::N,ಹುಡುಗ,ছেলে
200,Mädchen::N,ಹುಡುಗಿ,মেয়ে
201,Familie::N,ಕುಟುಂಬ,পরিবার
202,Großvater::N,ಅಜ್ಜ,মাতামহ
203,Großmutter::N,ಅಮ್ಮ,মাতামহী
204,Eltern::N,ಹೆತ್ತವರು,মাতাপিতা
205,Vater::N,ತಂದೆ,পিতা
206,Mutter::N,ಅಮ್ಮ,মাতা
207,Sohn::N,ಮಗ ,ছেলে
208,Tochter::N,ಮಗಳು,মেয়ে
209,Bruder::N,ತಮ್ಮ,দাদা
210,Schwester::N,ತಂಗಿ,বোন
211,Schwester::N,ತಂಗಿ,দিদি
212,Onkel::N,ಸೋದರಮಾವ,মামা
213,Onkel::N,ದೊಡ್ಡಪ್ಪ,মামা
214,Tante::N,ಚಿಕ್ಕಮ್ಮ,মাসী
215,Ehemann::N,ಗಂಡ,স্বামী
216,Ehefrau::N,ಹೆಂಡತಿ,পত্নী
217,Freude::N,ನಲಿವು,উল্লাস
218,Gelächter::N,ನಗೆ,হাসি
219,Glück::N,ಆನಂದ,সুখ
220,Kummer::N,ದುಃಖ,দুঃখ
221,Wunsch::N,ಬಯಕೆ,আকাঙ্ক্ষা
222,Lust::N,ಇಷ್ಟ,বাসনা
223,Geist::N,ಆತ್ಮ,আত্না
224,Gedanke::N,ಯೋಚನೆ,চিন্তা
225,Gedächtnis::N,ಸ್ಮರಣೆ,স্মরণশক্তি
226,Verstand::N,ಮನಸ್ಸು,মন
227,Sinn::N,ಅರ್ಥ,পদার্থ
228,Grund::N,ಕಾರಣ,কারণ
229,Wahrheit::N,ಸತ್ಯ,সত্য
230,Gespräch::N,ಸಂಭಾಷಣೆ,কথাবার্তা
231,Märchen::N,ಸುಳ್ಳು ಕಥೆ,রূপকথা
232,Erzählung::N,ಕಥೆ,গল্প
233,Nachricht::N,ಸಂದೇಶ,তথ্য
234,Neuigkeit::N,ಸುದ್ದಿ,খবরাখবর
235,Name::N,ಹೆಸರು,নাম
236,Rätsel::N,ಒಗಟು,ধাঁধা
237,Rede::N,ಮಾತು,বক্তৃতা
238,Sprache::N,ಭಾಷೆ,ভাষা
239,Stimme::N,ಧ್ವನಿ,স্বর
240,Wort::N,ಮಾತು,শব্দ
241,Zeichen::N,ಗುರುತು,প্রতীক
242,Ruf::N,ಕೂಗು,ডাক
243,Lärm::N,ಸದ್ದು,হৈচৈ
244,Laut::N,ಶಬ್ದ,ধ্বনি
245,Ton::N,ನಾದ,স্বর
246,Lied::N,ಗಾನ,গান
247,Ruhe::N,ಶಾಂತಿ,শান্তি
248,Leute::N,ಮಂದಿ,প্রজাপুঞ্জ
249,Volk::N,ಜನಾಂಗ,জাতি
250,Arbeit::N,ಕೆಲಸ,চাকরি
251,Gast::N,ಅತಿಥಿ,অতিথি
252,Geschenk::N,ಕಾಣಿಕೆ,উপহার
253,Spiel::N,ಆಟ,খেলা
254,Gesellschaft::N,ಸಂಗ,সঙ্গিগণ
255,Hilfe::N,ಸಹಾಯ,সাহায্য
256,Freund::N,ಸ್ನೇಹಿತ,বন্ধু
257,Kamerad::N,ಜೊತೆಗಾರ,সঙ্গী
258,Angelegenheit::N,ವಿಚಾರ,বিষয়
259,Anzahl::N,ಎಣಿಕೆ,পরিমাণ
260,Art::N,ತರ,রকম
261,Stück::N,ತುಂಡು,টুকরো
262,Teil::N,ಭಾಗ,অংশ
263,Hälfte::N,ಅರ್ಧ,অর্ধেক
264,Kreis::N,ವೃತ್ತ,বৃত্ত
265,Kreuz::N,ಶಿಲುಬೆ,ক্রুশ
266,Linie::N,ರೀಖೆ,রেখা
267,Strich::N,ಗೀಟು,কষি
268,Abstand::N,ಅಂತರ,ফাঁক
269,Entfernung::N,ದೂರ,ব্যবধান
270,Gegend::N,ವಿಸ್ತೀರ್ಣ,ক্ষেত্র
271,Platz::N,ಅಂತರ,জায়গা
272,Ort::N,ಸ್ಥಳ,স্থান
273,Seite::N,ಪಕ್ಷ,পার্শ্ব
274,Mitte::N,ನಡು,মধ্য
275,Gegenstand::N,ವಸ್ತು,জিনিস
276,Sache::N,ವಸ್ತು,বস্তু
277,Rand::N,ಅಂಚು,কানা
278,Kante::N,ಅಂಚು,ধার
279,Ecke::N,ಮೂಲೆ,কোণ
280,Spitze::N,ತುದಿ,ডগা
281,Ende::N,ಕೊನೆ,প্রান্ত
282,Loch::N,ತೂತು,গর্ত
283,Winkel::N,ಕೋನ,কোণ
284,Muster::N,ನಮೂನೆ,নমুন্
285,Größe::N,ಪ್ರಮಾಣ,আয়তন
286,Länge::N,ಉದ್ದ,দৈর্ঘ্য
287,Höhe::N,ಎತ್ತರ,উচ্চতা
288,Gewicht::N,ತೂಕ,ওজন
289,Menge::N,ಮೊತ್ತ,পরিমাণ
290,Haufen::N,ರಾಶಿ,পুঞ্জ
291,Reihe::N,ಸಾಲು,শ্রেণী
292,Boot::N,ದೋಣಿ,নৌকা
293,Ruder::N,ಹುಟ್ಟು,দাঁড়
294,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,স্নেজ্-গাড়ি
295,Ski::N,ಜಾರುಪಟ್ಟಿ,শী
296,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,অগ্নি
297,Last::N,ಹೊರೆ,বোঝা
298,Gang::N,ತಿರುಗಾಟ,হণ্টন
299,Schritt::N,ಹೆಜ್ಜೆ,পদ
300,Norden::N,ಉತ್ತರ,উত্তরদিক্
301,Süden::N,ದಕ್ಷಿಣ,দক্ষিণদিক
302,Westen::N,ಪಶ್ಚಿಮ,পশ্চিমদিক্
303,Osten::N,ಮೂಡಲು,পূর্বদিক
304,Holz::N,ಚೌಬೀನೆ,কাঠ
305,Brett::N,ಹಲಗೆ,তক্তা
306,Platte::N,ಹಲಗೆ,ফলক
307,Stütze::N,ಆಸರೆ,নাগদণ্ড
308,Stange::N,ಕಂಬ,দণ্ড
309,Stock::N,ಕೋಲು,ছড়ি
310,Stab::N,ದೊಣ್ಣೆ,যষ্টি
311,Rohr::N,ನಳಿಕೆ,নল
312,Haus::N,ಮನೆ,ঘর
313,Heim::N,ಗೃಹ,বাসা
314,Ofen::N,ಒಲೆ,স্টোভ্
315,Fußboden::N,ನೆಲ,গহতল
316,Tisch::N,ಮೇಜು,মেজ
317,Tisch::N,ಮೇಜು,টেবিল
318,Stuhl::N,ಕುರ್ಚಿ,চেয়ার
319,Stuhl::N,ಕುರ್ಚಿ,কেদারা
320,Wiege::N,ತೊಟ್ಟಿಲು,দোলনা
321,Bett::N,ಹಾಸಿಗೆ,শয্যা
322,Regal::N,ಬೀರು,তাক
323,Kiste::N,ಪಟ್ಟಿಗೆ,বাক্স
324,Fenster::N,ಕಿಟಕಿ,জানালা
325,Tür::N,ಬಾಗಿಲು,দ্বার
326,Tor::N,ಹೆಬ್ಬಾಗಿಲು,দ্বার
327,Zaun::N,ಬೇಲಿ,বেড়া
328,Dach::N,ಮಾಳಿಗೆ,ছাদ
329,Leiter::N,ಏಣಿ,মই
330,Besen::N,ಪೊರಕೆ,গুল্মবিশেষ
331,Spaten::N,ಗುದ್ದಲಿ,কোদাল
332,Schaufel::N,ಸನಿಕೆ,বেলচা
333,Gabel::N,ಕವಲು,কাঁটা
334,Löffel::N,ಚಮಚ,চামচ
335,Messer::N,ಚಾಕು,ছুরি
336,Nagel::N,ಆಣಿ,পেরেক
337,Netz::N,ಬಲೆ,জাল
338,Haken::N,ಕೊಂಡಿ,কাচি
339,Griff::N,ಹಿಡಿ,হাতল
340,Schloss::N,ವೀಗ,তালা
341,Bild::N,ಚಿತ್ರ,ছবি
342,Bild::N,ಚಿತ್ರ,চিত্র
343,Figur::N,ಆಕಾರ,আকার
344,Puppe::N,ಗೊಂಬೆ,পুতুল
345,Beutel::N,ಸಂಚಿ,বটুয়া
346,Bündel::N,ಕಟ್ಟು,আঁটি
347,Tasche::N,ಚೀಲ,থলি
348,Eimer::N,ಬಾನೆ,বাল্তি
349,Deckel::N,ಮುಚ್ಚಳ,আবরণ
350,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,থালা-বাসন
351,Sack::N,ಮೂಟೆ,বস্তা
352,Tasse::N,ಬಟ್ಟಲು,কাপ
353,Topf::N,ಮಡಕೆ,পাত্র
354,Kessel::N,ಕೆಟಲ್,কেটলি
355,Essen::N,ಊಟ,আহার
356,Nahrung::N,ಆಹಾರ,খাদ্য
357,Speise::N,ಊಟ,খাদ্য
358,Fleisch::N,ಮಾಂಸ,মাংস
359,Getreide::N,ಧಾನ್ಯ,শস্য
360,Brei::N,ಗಂಜಿ,মণ্ড
361,Brot::N,ರೊಟ್ಟಿ,রুটি
362,Scheibe::N,ಹೋಳು,ফালি
363,Fett::N,ಕೊಬ್ಬು,মেদ
364,Butter::N,ಬೆಣ್ಣೆ,মাখন
365,Öl::N,ಎಣ್ಣೆ,তৈল
366,Salz::N,ಉಪ್ಪು,নুন
367,Suppe::N,ಎಸರು,শুরুয়া
368,Honig::N,ಮಧು,মধু
369,Milch::N,ಹಾಲು,দুধ
370,Tee::N,ಚಹ,চা
371,Leder::N,ಚಕ್ಕಳ,পাকা চামড়া
372,Wolle::N,ಉಣ್ಣೆ,পশম
373,Stoff::N,ಬಟ್ಟೆ,বস্ত্র
374,Nadel::N,ಸೂಜಿ,সুচ
375,Faden::N,ದಾರ,সূত্র
376,Knopf::N,ಗುಂಡು,বোতাম
377,Knoten::N,ಗಂಟು,গিঁট
378,Farbe::N,ಬಣ್ಣ,রং
379,Kleidung::N,ಅರಿವೆ,কাপড়
380,Hemd::N,ಅಂಗಿ,শার্ট
381,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,গলবন্ধ
382,Ärmel::N,ತೋಳು,আস্তিন্
383,Hose::N,ಇಜಾರ,ট্রাউজার
384,Gürtel::N,ಬೆಲ್ಟು,কটিবন্ধ
385,Mütze::N,ಟೋಪಿ,টুপি
386,Schuh::N,ಪಾದರಕ್ಷೆ,জুতো
387,Stiefel::N,ಬೂಟು,বুট
388,Ring::N,ಉಂಗುರ,আংটি
389,Band::N,ರಿಬ್ಬನ್,ফিতা
390,Kamm::N,ಹಣಿಗೆ,চিরুনি
391,Spiegel::N,ಕನ್ನಡಿ,আয়না
392,Riemen::N,ಬಾರು,চাবুক
393,Schnur::N,ಹುರಿ,দড়ি
394,Leine::N,ಹಗ್ಗ,শিকল
395,Decke::N,ಕಂಬಳಿ,কম্বল
396,Kissen::N,ದಿಂಬು,উপাধান
397,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,বস্ত্র
398,Handtuch::N,ಚೌಕ,তোয়ালে
399,Kraft::N,ಬಲ,জোর
400,Stärke::N,ಶಕ್ತಿ,শক্তি
401,Gesundheit::N,ಆರೋಗ್ಯ,স্বাস্থ্য
402,Krankheit::N,ರೋಗ,অসুখ
403,Krankheit::N,ರೋಗ,ব্যামো
404,Schmerz::N,ನೋವು,যন্ত্রণা
405,Wunde::N,ಗಾಯ,ক্ষত
406,Fieber::N,ಜ್ವರ,জ্বর
407,Arznei::N,ಔಷಧ,ঔষধ
408,Brücke::N,ಸೇತುವೆ,সেতু
409,Brunnen::N,ಬಾವಿ,কূপ
410,Weide::N,ಗೋಮಾಳ,পশুচারণভূমি
411,Pfad::N,ದಾರಿ,পথ
412,Weg::N,ಹಾದಿ,পথ
413,Straße::N,ರಸ್ತೆ,রাস্তা
414,Dorf::N,ಹಳ್ಳಿ,গ্রাম
415,Stadt::N,ಪಟ್ಟಣ,শহর
416,Brief::N,ಕಾಗದ,চিঠি
417,Buch::N,ಪುಸ್ತಕ,বই
418,Buchstabe::N,ಅಕ್ಷರ,অক্ষর
419,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,সংবাদপত্র
420,Leben::N,ಜೀವನ,জীবন
421,Tod::N,ಮರಣ,মৃত্যু
422,Grab::N,ಗೋರಿ,কবর
423,Kirche::N,ಚರ್ಚು,গির্জা
424,Sünde::N,ಪಾಪ,পাপ
425,Gott::N,ದೇವರು,দেবতা
426,Arbeiter::N,ಕೆಲಸಗಾರ,শ্রমিক
427,Chef::N,ದಣಿ,নেতা
428,Meister::N,ಶಿಕ್ಷಕ,ব্যক্তি
429,Arzt::N,ವೈದ್ಯ,চিকিৎসক
430,Lehrer::N,ಉಪಾಧ್ಯಾಯ,অধ্যাপক
431,Geld::N,ಹಣ,মুদ্রা
432,Geld::N,ಹಣ,টাকাপয়সা
433,Geschäft::N,ವಾಣಿಜ್ಯ,ব্যস্ততা
434,Laden::N,ಅಂಗಡಿ,দোকান
435,Preis::N,ಬೆಲೆ,মূল্য
436,Ware::N,ಸರಕು,পণ্যদ্রব্য
437,Nutzen::N,ಲಾಭ,সুবিধা
438,Reichtum::N,ಸಂಪತ್ತು,ধনদৌলত
439,Welt::N,ಭೂಲೋಕ,জগৎ
440,Land::N,ದೇಶ,খেত
441,Staat::N,ರಾಜ್ಯ,রাষ্ট্র
442,König::N,ರಾಜ,রাজা
443,Macht::N,ಅಧಿಕಾರ,প্রভাব
444,Grenze::N,ಗಡಿ,সীমা
445,Krieg::N,ಯುದ್ಧ,যুদ্ধ
446,Feind::N,ಶತ್ರು,শত্রু
447,Gewalt::N,ಹಿಂಸೆ,জোর
448,Kampf::N,ಹೋರಾಟ,লড়াই
449,Bogen[Waffe]::N,ಬಿಲ್ಲು,ধনুক
450,Pfeil::N,ಅಂಬು,বাণ
451,Gewehr::N,ಬಂದೂಕು,বন্দুক
452,Fehler::N,ತಪ್ಪು,ভুল
453,Lüge::N,ಸುಳ್ಳು,মিথ্যা
454,Schaden::N,ಹಾನಿ,ক্ষতি
455,Unglück::N,ಅಪಾಯ,দুর্ভাগ্য
456,Schuld::N,ದೋಷ,অপরাধ
457,Alter::N,ಮುಪ್ಪು,আয়ু
458,Schluss::N,ಮುಕ್ತಾಯ,শেষ
459,Zeit::N,ಕಾಲ,সময়
460,Tag::N,ದಿನ,দিন
461,Morgen::N,ಮುಂಜಾನೆ,সকাল
462,Mittag::N,ನಡುಹಗಲು,মধ্যাহু
463,Abend::N,ಸಂಜೆ,সন্ধ্যা
464,Nacht::N,ರಾತ್ರಿ,রাত্রি
465,Woche::N,ವಾರ,সপ্তাহ
466,Monat::N,ತಿಂಗಳು,মাস
467,Jahr::N,ಸಂವತ್ಸರ,সৌরবর্ষ
468,Frühling::N,ವಸಂತ,বসন্তকাল
469,Sommer::N,ಬಿಸಿಲುಕಾಲ,গ্রীষ্মকাল
470,Herbst::N,ಶರತ್ಕಾಲ,শরংঋতু
471,Winter::N,ಚಳಿಗಾಲ,শীতকাল
472,Januar::N,ನಾಲ್ಚಳಿ,জানুয়ারী
473,Februar::N,ಅಯ್ಚಳಿ,ফেব্রুয়ারী
474,März::N,ಮೊಬ್ಬೇಸಿಗೆ,মার্চ
475,April::N,ಇಬ್ಬೇಸಿಗೆ,এপ্রিল
476,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,মে
477,Juni::N,ಮೊಮ್ಮಳೆ,জুন
478,Juli::N,ಇಮ್ಮಳೆ,জুলাই
479,August::N,ಮುಮ್ಮಳೆ,অগাস্ট
480,September::N,ನಾಲ್ಮಳೆ,সেপ্টেম্বর
481,Oktober::N,ಮೊಚ್ಚಳಿ,অক্টোবর
482,November::N,ಇಚ್ಚಳಿ,নভেম্বর
483,Dezember::N,ಮುಚ್ಚಳಿ,ডিসেম্বর
484,Montag::N,ಸೋಮುವಾರ,সোমবার
485,Dienstag::N,ಮಂಗಳವಾರ,মঙ্গলবার
486,Mittwoch::N,ಬುಧವಾರ,বুধবার
487,Donnerstag::N,ಗುರುವಾರ,বৃহম্পতিবার
488,Freitag::N,ಶುಕ್ರವಾರ,শুক্রবার
489,Samstag::N,ಶನಿವಾರ,শনিবার
490,Sonntag::N,ಭಾನುವಾರ,রবিবার
491,groß::A,ದೊಡ್ಡ,বৃহৎ
492,klein::A,ಪುಟ್ಟ,ছোট
493,lang::A,ದೀರ್ಘ,দীর্ঘ
494,kurz::A,ಚಕ್ಕ,খর্ব
495,kurz::A,ಚಕ್ಕ,হ্রস্ব
496,breit::A,ಅಗಲವಾದ,চওড়া
497,schmal::A,ಇಕ್ಕಟ್ಟಾದ,সরু
498,dicht::A,ದಟ್ಟ,ঘন
499,dick[Gegenstand]::A,ದಟ್ಟ,পুরু
500,dünn::A,ತೆಳು,কৃশ
501,fein::A,ಕೋಮಲ,সূক্ষ্ম
502,fest::A,ಘನ,দৃঢ়
503,flach::A,ಚಪ್ಪಟೆ,সমতল
504,glatt::A,ನಯ,মসৃণ
505,hart::A,ಗಟ್ಟಿ,শক্ত
506,weich::A,ಮೃದುವಾದ,নরম
507,rund::A,ವರ್ತುಳ,গোলাকার
508,spitz::A,ಮೊನಚಾದ,তীক্ষ্ন
509,scharf::A,ತೀಕ್ಷ್ಣ,শাণিত
510,stumpf::A,ಮೊಂಡು,ভোঁতা
511,schwer::A,ಭಾರಿ,ভারী
512,schön::A,ಸುಂದರ,সুন্দর
513,heiß::A,ಬಿಸಿ,গরম
514,warm::A,ಬಿಸಿ,ঈষদুষ্ণ
515,kalt::A,ತಣ್ಣನೆಯ,ঠাণ্ডা
