,Concept_ID,nl,la
849,liegen::V,liggen,iacere
850,hängen::V,hangen,pendere
851,werden::V,worden,fieri
852,passieren::V,gebeuren,accidere
853,beginnen::V,beginnen,incipere
854,enden::V,eindigen,finem habere
855,wechseln::V,wijzigen,mutari
856,wechseln::V,veranderen,mutari
857,aufgehen[Sonne]::V,opgaan,oriri
858,untergehen[Sonne]::V,ondergaan,occidere
859,scheinen[Sonne]::V,schijnen,lucere
860,donnern::V,donderen,tonare
861,wehen::V,waaien,flare
862,strömen::V,stromen,fluere
863,fließen::V,vloeien,manare
864,sich drehen::V,draaien,torqueri
865,sich drehen::V,zich draaien,torqueri
866,schwanken::V,wankelen,vacillare
867,schwingen::V,zwieren,vibrare
868,fallen::V,vallen,cadere
869,brennen::V,branden,ardere
870,rauchen::V,roken,fumare
871,regnen::V,regenen,pluere
872,gefrieren::V,bevriezen,congelari
873,tauen::V,dooien,rorare
874,schmelzen::V,smelten,liquescere
875,trocknen::V,drogen,arescere
876,sieden::V,koken,fervere
877,sieden::V,zieden,fervere
878,faulen::V,rotten,putescere
879,verfaulen::V,verrotten,putescere
880,reißen::V,scheuren,scindi
881,versinken::V,verzinken,mergi
882,vergehen::V,vergaan,praeterire
883,erscheinen::V,opdagen,apparere
884,erscheinen::V,verschijnen,apparere
885,verschwinden::V,verdwijnen,discedere
886,sinken::V,zinken,labi
887,abnehmen::V,afnemen,deminui
888,abnehmen::V,verminderen,deminui
889,zunehmen::V,toenemen,augeri
890,steigen::V,stijgen,augescere
891,steigen::V,omhooggaan,augescere
892,wachsen::V,groeien,crescere
893,glänzen::V,glanzen,splendere
894,glänzen::V,schitteren,splendere
895,funkeln::V,fonkelen,micare
896,lärmen::V,lawaai maken,strepere
897,läuten::V,luiden,sonare
898,klingeln::V,bellen,tinnire
899,klirren::V,rinkelen,crepare
900,brausen::V,bruisen,saevire
901,rauschen::V,ruisen,crepare
902,klingen::V,klinken,sonare
903,bellen::V,blaffen,latrare
904,heulen::V,huilen,ululare
905,blasen::V,blazen,flare
906,pfeifen::V,fluiten,sibilare
907,schreien::V,gillen,clamare
908,schreien::V,schreeuwen,clamare
909,stöhnen::V,steunen,gemere
910,zittern::V,beven,tremere
911,zittern::V,beven,trepidare
912,zittern::V,sidderen,tremere
913,zittern::V,sidderen,trepidare
914,leben::V,leven,vivere
915,geboren werden::V,geboren worden,nasci
916,atmen::V,ademen,spirare
917,trinken::V,drinken,bibere
918,essen::V,eten,edere
919,schlucken::V,slikken,devorare
920,müde werden::V,moe worden,fatigari
921,einschlafen::V,inslapen,obdormiscere
922,schlafen::V,slapen,dormire
923,aufwachen::V,ontwaken,expergisci
924,aufwachen::V,wakker worden,expergisci
925,aufstehen::V,opstaan,exsurgere
926,sich erholen::V,zich ontspannen,se reficere
927,krank werden::V,ziek worden,aegrescere
928,krank sein::V,ziek zijn,aegrotare
929,schmerzen::V,pijn doen,dolere
930,husten::V,hoesten,tussire
931,genesen::V,genezen,convalescere
932,sterben::V,sterven,mori
933,sterben::V,overlijden,mori
934,umkommen::V,omkomen,perire
935,sich bewegen::V,zich bewegen,se movere
936,sich rühren::V,zich verroeren,micare
937,sich erheben::V,oprijzen,surgere
938,sich erheben::V,verrijzen,surgere
939,sich setzen::V,gaan zitten,considere
940,hinfallen::V,vallen,cadere
941,hinfallen::V,neervallen,cadere
942,laufen::V,lopen,vadere
943,schreiten::V,stappen,gradi
944,schreiten::V,schrijden,gradi
945,spazierengehen::V,gaan wandelen,ambulare
946,eilen::V,ijlen,properare
947,eilen::V,haasten,properare
948,sich beeilen::V,zich haasten,festinare
949,sausen::V,stuiven,currere
950,rennen::V,rennen,currere
951,springen::V,springen,salire
952,klettern::V,klimmen,niti
953,klettern::V,klauteren,niti
954,schaukeln::V,schommelen,oscillare
955,kriechen::V,kruipen,repere
956,kriechen::V,kruipen,serpere
957,schwimmen::V,zwemmen,nare
958,schwimmen::V,zwemmen,natare
959,tauchen::V,duiken,mergere
960,rudern::V,roeien,remigare
961,fahren::V,rijden,vehi
962,fliegen::V,vliegen,volare
963,gehen::V,gaan,ire
964,gehen::V,gaan,vadere
965,weggehen::V,weggaan,abire
966,weggehen::V,weggaan,discedere
967,abfahren::V,vertrekken,proficisci
968,anhalten::V,stoppen,consistere
969,anhalten::V,stilhouden,consistere
970,hineingehen::V,ingaan,inire
971,hineingehen::V,ingaan,ingredi
972,hineingehen::V,binnengaan,inire
973,hineingehen::V,binnengaan,ingredi
974,eintreten::V,binnenkomen,intrare
975,kommen::V,komen,venire
976,ankommen::V,aankomen,advenire
977,zurückkommen::V,terugkomen,revenire
978,bleiben::V,blijven,manere
979,warten::V,wachten,opperiri
980,erwarten::V,verwachten,opperiri
981,erwarten::V,verwachten,expectare
982,suchen::V,zoeken,quaerere
983,finden::V,vinden,reperire
984,versuchen::V,proberen,conari
985,versuchen::V,proberen,temptare
986,versuchen::V,beproeven,conari
987,versuchen::V,beproeven,temptare
988,vorbereiten::V,voorbereiden,parare
989,lieben::V,houden van,amare
990,mögen::V,lusten,amare
991,mögen::V,houden van,amare
992,lachen::V,lachen,ridere
993,rühren::V,roeren,commovere
994,weinen::V,huilen,flere
995,weinen::V,schreien,flere
996,schimpfen::V,kijven,increpare
997,schimpfen::V,schelden,increpare
998,sich ärgern::V,zich ergeren,indignari
999,sich fürchten::V,bang zijn,vereri
1000,fürchten::V,vrezen,timere
1001,fliehen::V,vluchten,fugere
1002,flüchten::V,ontsnappen,effugere
1003,flüchten::V,ontkomen,effugere
1004,sehen::V,zien,videre
1005,anschauen::V,aankijken,aspectare
1006,ansehen::V,aanzien,spectare
1007,ansehen::V,bekijken,spectare
1008,hören::V,horen,audire
1009,zuhören::V,luisteren,auscultare
1010,probieren::V,proeven,gustare
1011,riechen::V,ruiken,olfacere
1012,fühlen::V,voelen,sentire
1013,scheinen::V,lijken,videri
1014,zu sehen sein::V,te zien zijn,conspici
1015,vernehmen::V,vernemen,comperire
1016,frieren::V,het koud hebben,algere
1017,tun::V,doen,facere
1018,können::V,kunnen,posse
1019,wollen::V,willen,velle
1020,anfangen::V,beginnen,incipere
1021,anfangen::V,aanvangen,incipere
1022,beenden::V,beëindigen,finire
1023,aufhören::V,ophouden,desistere
1024,gelingen::V,lukken,contingere
1025,gelingen::V,gelukken,contingere
1026,geraten::V,uitvallen,evenire
1027,öffnen::V,openen,aperire
1028,öffnen::V,opendoen,aperire
1029,schließen::V,sluiten,claudere
1030,schließen::V,dichtdoen,claudere
1031,stellen::V,stellen,sistere
1032,stellen::V,plaatsen,sistere
1033,setzen::V,zetten,ponere
1034,setzen::V,plaatsen,ponere
1035,legen::V,leggen,ponere
1036,berühren::V,aanraken,tangere
1037,verbinden::V,verbinden,iungere
1038,bedecken::V,bedekken,tegere
1039,bedecken::V,bedekken,operire
1040,aufhängen::V,ophangen,suspendere
1041,anzünden::V,aansteken,accendere
1042,anzünden::V,aansteken,inflammare
1043,aufheben::V,oprapen,tollere
1044,zurücklassen::V,achterlaten,relinquere
1045,verlieren::V,verliezen,perdere
1046,verlieren::V,verliezen,amittere
1047,fallen lassen::V,laten vallen,dimittere
1048,machen::V,maken,facere
1049,herstellen::V,produceren,fabricare
1050,herstellen::V,voortbrengen,fabricare
1051,bauen::V,bouwen,construere
1052,reparieren::V,repareren,reparare
1053,reparieren::V,herstellen,reparare
1054,verbessern::V,verbeteren,emendare
1055,ändern::V,wijzigen,mutare
1056,ändern::V,veranderen,mutare
1057,graben::V,graven,fodere
1058,beugen::V,buigen,flectere
1059,biegen::V,buigen,curvare
1060,drehen::V,draaien,torquere
1061,wenden::V,keren,vertere
1062,wenden::V,wenden,vertere
1063,umdrehen::V,omdraaien,convertere
1064,heben::V,heffen,tollere
1065,heben::V,optillen,tollere
1066,hochheben::V,tillen,levare
1067,ergreifen::V,pakken,capessere
1068,ergreifen::V,grijpen,capessere
1069,halten::V,houden,tenere
1070,drücken::V,drukken,premere
1071,schieben::V,duwen,promovere
1072,schieben::V,schuiven,promovere
1073,kratzen::V,krassen,radere
1074,lecken::V,likken,lambere
1075,beißen::V,bijten,mordere
1076,abreißen::V,afrukken,avellere
1077,abreißen::V,afscheuren,avellere
1078,abschneiden::V,afsnijden,desecare
1079,binden::V,binden,ligare
1080,stecken::V,steken,inserere
1081,brechen::V,breken,rumpere
1082,klopfen::V,kloppen,pultare
1083,hauen::V,houwen,ferire
1084,kleben::V,plakken,agglutinare
1085,reiben::V,wrijven,terere
1086,streichen::V,smeren,oblinere
1087,schleifen::V,slijpen,acuere
1088,schneiden::V,snijden,secare
1089,rütteln::V,schudden,quassare
1090,schütteln::V,schudden,quatere
1091,schwenken::V,wuiven,ventilare
1092,schwenken::V,zwaaien,ventilare
1093,schütten::V,gieten,fundere
1094,schütten::V,storten,fundere
1095,füllen::V,vullen,complere
1096,einwickeln::V,inwikkelen,involvere
1097,tragen::V,dragen,ferre
1098,tragen::V,dragen,portare
1099,schleppen::V,slepen,pertrahere
1100,ziehen::V,trekken,trahere
1101,aufbewahren::V,bewaren,asservare
1102,werfen::V,gooien,iacere
1103,fangen::V,vangen,capere
1104,packen::V,pakken,capessere
1105,packen::V,vastpakken,capessere
1106,verstecken::V,verstoppen,abdere
1107,teilen::V,delen,partiri
1108,teilen::V,delen,dividere
1109,schicken::V,sturen,mittere
1110,bringen::V,brengen,apportare
1111,hinzufügen::V,toevoegen,addere
1112,bekommen::V,verkrijgen,adipisci
1113,erhalten::V,krijgen,accipere
1114,nehmen::V,nemen,sumere
1115,wählen::V,kiezen,eligere
1116,wählen::V,verkiezen,eligere
1117,auswählen::V,uitkiezen,deligere
1118,bewahren::V,bewaren,conservare
1119,behindern::V,hinderen,impedire
1120,verderben::V,bederven,corrumpere
1121,beschädigen::V,beschadigen,laedere
1122,zerbrechen::V,breken,rumpere
1123,zerbrechen::V,breken,frangere
1124,zerbrechen::V,stukbreken,rumpere
1125,zerbrechen::V,stukbreken,frangere
1126,zerreißen::V,scheuren,discindere
1127,zerreißen::V,verscheuren,discindere
1128,zerstören::V,vernielen,delere
1129,verbrennen::V,branden,urere
1130,verbrennen::V,branden,cremare
1131,verbrennen::V,verbranden,urere
1132,verbrennen::V,verbranden,cremare
1133,geben::V,geven,dare
1134,reichen::V,reiken,praebere
1135,reichen::V,aanreiken,praebere
1136,schenken::V,schenken,donare
1137,schenken::V,schenken,largiri
1138,versprechen::V,beloven,polliceri
1139,versprechen::V,beloven,promittere
1140,wünschen::V,wensen,
1141,loben::V,loven,laudare
1142,loben::V,prijzen,laudare
1143,küssen::V,kussen,osculari
1144,wiegen::V,wiegen,
1145,zudecken::V,toedekken,tegere
1146,wecken::V,wekken,excitare
1147,zeigen::V,tonen,monstrare
1148,zeigen::V,wijzen,monstrare
1149,führen::V,voeren,ducere
1150,lehren::V,leren,docere
1151,unterrichten::V,onderwijzen,instituere
1152,aufziehen::V,grootbrengen,nutrire
1153,leiten::V,leiden,ducere
1154,antreiben::V,aandrijven,incitare
1155,lassen::V,laten,iubere
1156,einladen::V,uitnodigen,invitare
1157,vereinigen::V,verenigen,coniungere
1158,besuchen::V,bezoeken,visere
1159,treffen::V,treffen,convenire
1160,treffen::V,ontmoeten,convenire
1161,sich versammeln::V,zich verzamelen,convenire
1162,spielen::V,spelen,ludere
1163,singen::V,zingen,cantare
1164,tanzen::V,dansen,saltare
1165,sich trennen::V,van elkaar gaan,digredi
1166,sich trennen::V,van elkaar gaan,discedere
1167,verlassen::V,verlaten,deserere
1168,verlassen::V,verlaten,relinquere
1169,retten::V,redden,servare
1170,bewachen::V,bewaken,custodire
1171,schützen::V,beschermen,tueri
1172,schützen::V,beschermen,tutari
1173,verteidigen::V,verdedigen,defendere
1174,sich schlagen::V,knokken,luctari
1175,schießen::V,schieten,iaculari
1176,siegen::V,overwinnen,vincere
1177,ärgern::V,ergeren,irritare
1178,schlagen::V,slaan,ferire
1179,treten::V,trappen,calcare
1180,treten::V,schoppen,calcare
1181,stechen::V,steken,pungere
1182,stechen::V,prikken,pungere
1183,stoßen::V,stoten,tundere
1184,stehlen::V,stelen,furari
1185,stören::V,storen,turbare
1186,stören::V,verstoren,turbare
1187,belästigen::V,lastig vallen,obtundere
1188,verbergen::V,verbergen,celare
1189,verbergen::V,verbergen,occultare
1190,täuschen::V,misleiden,fallere
1191,betrügen::V,bedriegen,fraudare
1192,töten::V,doden,necare
1193,töten::V,doden,caedere
1194,wohnen::V,wonen,habitare
1195,arbeiten::V,werken,laborare
1196,sammeln::V,inzamelen,colligere
1197,sammeln::V,verzamelen,colligere
1198,pflücken::V,plukken,carpere
1199,jagen::V,jagen,venari
1200,fischen::V,vissen,piscari
1201,fassen::V,vangen,capere
1202,hüten::V,hoeden,custodire
1203,treiben::V,drijven,agere
1204,anbinden::V,vastbinden,alligare
1205,füttern::V,voeren,nutrire
1206,melken::V,melken,mulgere
1207,hacken::V,hakken,findere
1208,gießen::V,gieten,rigare
1209,reifen::V,rijpen,maturescere
1210,zubereiten::V,klaarmaken,apparare
1211,zubereiten::V,toebereiden,apparare
1212,kochen::V,koken,coquere
1213,backen::V,bakken,coquere
1214,braten::V,braden,torrere
1215,umrühren::V,omroeren,commovere
1216,stricken::V,breien,texere
1217,nähen::V,naaien,suere
1218,färben::V,verven,tingere
1219,färben::V,kleuren,tingere
1220,reinigen::V,reinigen,purgare
1221,waschen::V,wassen,lavare
1222,abwischen::V,afvegen,abstergere
1223,spülen::V,spoelen,perluere
1224,spülen::V,afwassen,perluere
1225,fegen::V,vegen,verrere
1226,kehren::V,vegen,purgare
1227,baden::V,baden,lavari
1228,sich waschen::V,zich wassen,lavari
1229,ausziehen::V,uittrekken,exuere
1230,anziehen::V,aantrekken,induere
1231,sich anziehen::V,zich aankleden,vestiri
1232,kämmen::V,kammen,pectere
1233,schmücken::V,tooien,ornare
1234,schmücken::V,tooien,decorare
1235,sagen::V,zeggen,dicere
1236,sprechen::V,spreken,fari
1237,reden::V,praten,loqui
1238,sich unterhalten::V,zich onderhouden,colloqui
1239,sich unterhalten::V,zich onderhouden,disputare
1240,fragen::V,vragen,rogare
1241,fragen::V,vragen,quaerere
1242,bitten::V,vragen,orare
1243,bitten::V,vragen,rogare
1244,bitten::V,verzoeken,orare
1245,bitten::V,verzoeken,rogare
1246,erzählen::V,vertellen,narrare
1247,mitteilen::V,meedelen,communicare
1248,nennen::V,noemen,appellare
1249,rufen::V,roepen,vocare
1250,prahlen::V,pralen,gloriari
1251,übersetzen::V,vertalen,vertere
1252,denken::V,denken,cogitare
1253,glauben::V,geloven,credere
1254,bemerken::V,bemerken,animadvertere
1255,erkennen::V,herkennen,cognoscere
1256,begreifen::V,begrijpen,comprehendere
1257,verstehen::V,verstaan,intellegere
1258,lernen::V,leren,discere
1259,wissen::V,weten,scire
1260,sich erinnern an::V,zich herinneren aan,meminisse
1261,vergessen::V,vergeten,oblivisci
1262,messen::V,meten,metiri
1263,zählen::V,tellen,numerare
1264,rechnen::V,rekenen,reri
1265,rechnen::V,rekenen,calculare
1266,lesen::V,lezen,legere
1267,malen::V,schilderen,pingere
1268,zeichnen::V,tekenen,scribere
1269,schreiben::V,schrijven,scribere
1270,besitzen::V,bezitten,possidere
1271,kaufen::V,kopen,emere
1272,verkaufen::V,verkopen,vendere
1273,bezahlen::V,betalen,pendere
1274,zahlen::V,betalen,solvere
1275,beherrschen::V,beheersen,regere
1276,beherrschen::V,beheersen,imperare
1277,ertragen::V,verdragen,tolerare
1278,ertragen::V,verdragen,sustinere
