,Concept_ID,xal,ce
767,siebzig::NUM,далн,кхузткъе итт
768,achtzig::NUM,найн,дезткъа
769,neunzig::NUM,йирн,дезткъе итт
770,hundert::NUM,зун,бӏе
771,tausend::NUM,миңһн,эзар
772,und::CNJ,болн,a
773,oder::CNJ,эс гиҗ,я
774,oder::CNJ,эс гихлә,я
775,stehen::V,зогсх,латта
776,sitzen::V,суух,хиъна ӏан
777,liegen::V,кевтх,ӏилла
778,hängen::V,өлгәтә бәәх,кхаза
779,werden::V,болх,хила
780,passieren::V,болх,хила
781,beginnen::V,эклх,доло
782,enden::V,төгсх,дӏадерза
783,wechseln::V,хүврх,хийца
784,aufgehen[Sonne]::V,һарх,кхета
785,untergehen[Sonne]::V,орх,чубуза
786,untergehen[Sonne]::V,сүүрлх,чубуза
787,scheinen[Sonne]::V,герлтх,серло яла
788,donnern::V,күрҗңнх,къекъа
789,wehen::V,сальклх,хьекха
790,strömen::V,һооҗх,эха
791,fließen::V,урсх,охьаэха
792,sich drehen::V,эргх,хьийза
793,schwanken::V,дәәвлх,леста
794,schwingen::V,нәәхлх,лесто
795,fallen::V,унх,охьакхета
796,fallen::V,киисх,охьакхета
797,brennen::V,шатх,дага
798,rauchen::V,ута һарһх,оза
799,regnen::V,орх,догlа догlу
800,gefrieren::V,мөстх,гӏоро
801,tauen::V,хәәлх,даша
802,schmelzen::V,хәәлх,лала
803,schmelzen::V,хәәлгдх,лала
804,trocknen::V,эврх,дакъо
805,sieden::V,буслх,кхехка
806,faulen::V,үмкәрх,дахкадала
807,verfaulen::V,илҗрх,дахкадала
808,reißen::V,тасрх,хеда
809,versinken::V,чивх,хичудаха
810,vergehen::V,болх,дlаэха
811,erscheinen::V,һарх,схьадала
812,erscheinen::V,һарх,ӏоттадала
813,verschwinden::V,уга болх,къайладала
814,sinken::V,татгдх,лахдала
815,abnehmen::V,хасгдх,
816,zunehmen::V,өсх,лакхадала
817,steigen::V,немх,хьаладала
818,wachsen::V,өсх,кхиа
819,wachsen::V,урһх,кхиа
820,glänzen::V,гилвкх,лепа
821,funkeln::V,цәклх,къега
822,lärmen::V,шууглдх,гӏовгӏаян
823,läuten::V,хоңх,детта
824,klingeln::V,җиңнулх,дека
825,klirren::V,җиңнх,дека
826,brausen::V,догшрхх,хьаьдда даха
827,rauschen::V,сарҗңнх,леста
828,klingen::V,ә һарх,дека
829,bellen::V,хуцх,лета
830,heulen::V,уульх,угӏа
831,blasen::V,үләх,хӏуп баха
832,pfeifen::V,ишкрх,шок етта
833,schreien::V,хәәкрх,мохь бетта
834,stöhnen::V,түңшх,узарш дан
835,zittern::V,дагҗннх,дега
836,leben::V,бәәх,даха
837,geboren werden::V,төрх,хила
838,atmen::V,әмсхлх,садеӏа
839,trinken::V,уух,мала
840,essen::V,идх,кхалла
841,schlucken::V,зальгх,къурдбан
842,müde werden::V,көшх,кӏаддала
843,einschlafen::V,унтх,наб кхета
844,schlafen::V,нөөрсх,вижа
845,schlafen::V,нөөрсх,наб ян
846,schlafen::V,нөөрсх,дижина хила
847,aufwachen::V,серх,самадала
848,aufstehen::V,босх,гӏатта
849,sich erholen::V,амрх,садаӏа
850,krank werden::V,гемтх,цомгуш хила
851,krank sein::V,шалтглх,цомгуш хила
852,schmerzen::V,өвдх,лаза
853,schmerzen::V,өвдх,ӏийжа
854,husten::V,ханях,йовхарш етта
855,genesen::V,эдгх,тадала
856,sterben::V,үкх,дала
857,sterben::V,өңгрх,дала
858,umkommen::V,үкх,хӏаллакхила
859,sich bewegen::V,көдлх,лела
860,sich bewegen::V,көндрх,лела
861,sich rühren::V,көндрх,меттахъхьен
862,sich erheben::V,босх,хьалагlатта
863,sich setzen::V,суух,хаа
864,hinfallen::V,унх,дожа
865,hinfallen::V,унх,охьакхета
866,hinfallen::V,киисх,дожа
867,hinfallen::V,киисх,охьакхета
868,laufen::V,йовх,вада
869,laufen::V,йовх,хьада
870,schreiten::V,алхх,болар дан
871,schreiten::V,алхх,ког баккха
872,spazierengehen::V,сергҗ йовх,доладала
873,eilen::V,шулудх,сихдала
874,sich beeilen::V,адһх,сихдала
875,sich beeilen::V,шамдх,сихдала
876,sausen::V,хурдлх,
877,sausen::V,йир_хурдар_гүүх,
878,sausen::V,йир_хурдар_йовх,
879,rennen::V,гүүх,дада
880,springen::V,һәрәдх,ирхкхийсадала
881,klettern::V,давшх,тӏедийла
882,schaukeln::V,дүүдңндх,техко
883,kriechen::V,мөлкх,такха
884,schwimmen::V,усчх,некадан
885,tauchen::V,булхх,чулелха
886,rudern::V,хәәвдх,дига лело
887,rudern::V,хәәвдх,кема лело
888,fahren::V,йовх,хахка
889,fliegen::V,нисх,тӏемадала
890,gehen::V,йовх,лeла
891,weggehen::V,йовх,дӏадаха
892,weggehen::V,одх,дӏадаха
893,weggehen::V,һарх,дӏадаха
894,weggehen::V,мөрлх,дӏадаха
895,abfahren::V,мордх,дӏадаха
896,anhalten::V,зогсх,саца
897,hineingehen::V,орх,чудала
898,eintreten::V,орх,чудала
899,kommen::V,ирх,кхача
900,kommen::V,ирх,дӏакхача
901,kommen::V,ирх,схьакхача
902,ankommen::V,ирх,кхача
903,ankommen::V,ирх,схьакхача
904,zurückkommen::V,орх,юхада
905,bleiben::V,бәәх,диса
906,warten::V,күләх,хьежа
907,warten::V,күләх,cобар дан
908,erwarten::V,күләх,хьоьжуш ӏан
909,suchen::V,хәәх,леха
910,finden::V,олх,каро
911,versuchen::V,седх,дан хьажа
912,vorbereiten::V,белдх,кечъян
913,lieben::V,дурлх,деза
914,mögen::V,таассгдх,безамхила
915,lachen::V,инәх,дела
916,rühren::V,уйрах,хьедан
917,weinen::V,уульх,делха
918,schimpfen::V,харах,чехо
919,sich ärgern::V,уурлх,оьгӏазъэха
920,sich fürchten::V,әәх,кхера
921,fürchten::V,әәх,кхера
922,fürchten::V,сүрдх,кхера
923,fliehen::V,зулх,дӏадада
924,flüchten::V,орһх,дӏадада
925,flüchten::V,зулх,дӏадада
926,sehen::V,үзх,ган
927,anschauen::V,харх,хьажа
928,anschauen::V,харх,хьежа
929,ansehen::V,хәләх,хьовса
930,ansehen::V,үзх,хьовса
931,hören::V,соңсх,хаза
932,zuhören::V,соңсх,ладогӏа
933,probieren::V,амсх,хьажа
934,riechen::V,үнрчлх,хьожа яха
935,fühlen::V,медх,хаадала
936,scheinen::V,болҗ медгдх,мотта
937,scheinen::V,миниһәр болхла,мотта
938,scheinen::V,болад бәәх,мотта
939,zu sehen sein::V,үзгдх,гуш хила
940,vernehmen::V,соңсх,бартхатта
941,frieren::V,даарх,гӏоро
942,tun::V,кех,дан
943,können::V,чадх,дадала
944,wollen::V,дурлх,тӏергӏа
945,anfangen::V,эклх,доло
946,beenden::V,дуусх,довла
947,aufhören::V,уурх,саца
948,gelingen::V,бүтх,кадала
949,gelingen::V,күцәх,кадала
950,geraten::V,болх,хила
951,öffnen::V,секх,дӏаделла
952,öffnen::V,секх,схьаделла
953,schließen::V,хаах,къовла
954,schließen::V,хаах,дӏачӏагӏа
955,stellen::V,тәвх,хlотто
956,setzen::V,суулһх,дийгӏа
957,legen::V,тәвх,охьадилла
958,berühren::V,көндәх,хьедан
959,verbinden::V,боох,вовшахтаса
960,bedecken::V,хучх,тилла
961,bedecken::V,хучх,тӏетаса
962,bedecken::V,бүркх,тилла
963,bedecken::V,бүркх,тӏетаса
964,aufhängen::V,өлгх,хьалаолла
965,anzünden::V,асах,лато
966,anzünden::V,шатах,лато
967,aufheben::V,өөдән өргх,айа
968,zurücklassen::V,үлдәх,дита
969,verlieren::V,геех,дайа
970,fallen lassen::V,алдх,охьадожо
971,machen::V,кех,дан
972,herstellen::V,кех,дан
973,bauen::V,тосхх,гӏишлоян
974,reparieren::V,ясх,тадан
975,verbessern::V,сәәрүлх,нисдан
976,ändern::V,хүврәх,хийца
977,graben::V,малтх,ахка
978,beugen::V,нуһлх,сатто
979,biegen::V,матилһх,сатто
980,drehen::V,эргүлх,хьовзо
981,wenden::V,көмрх,
982,wenden::V,эргүлх,
983,umdrehen::V,эргүлх,хьовзo
984,heben::V,өргх,айа
985,heben::V,өргх,хьалаайа
986,heben::V,деер өргх,айа
987,heben::V,деер өргх,хьалаайа
988,hochheben::V,өргх,хьалаайа
989,ergreifen::V,бәрх,дӏалаца
990,halten::V,бәрх,латто
991,drücken::V,шахх,тӏетаӏо
992,schieben::V,түлкх,татта
993,kratzen::V,мааҗх,мӏараш тийса
994,lecken::V,долах,мотт хьекха
995,beißen::V,хазх,катoха
996,abreißen::V,таслх,схьадаккха
997,abschneiden::V,тәәрх,кхада
998,binden::V,боох,дӏадехка
999,binden::V,боох,вовшахтаса
1000,stecken::V,шаах,чудахийта
1001,stecken::V,хатхх,чудахийта
1002,brechen::V,хамхлх,кагдан
1003,klopfen::V,цокх,детта
1004,hauen::V,цокх,етта
1005,kleben::V,наах,тӏелато
1006,reiben::V,зүлгх,хьекхо
1007,streichen::V,наах,тlехьакха
1008,streichen::V,лашх,тlехьакха
1009,streichen::V,түркх,тlехьакха
1010,schleifen::V,хурцлх,ирдан
1011,schneiden::V,хәәчлх,ларга
1012,rütteln::V,дәәвлүлх,лесто
1013,schütteln::V,сегсрх,лесто
1014,schwenken::V,дайлх,лесто
1015,schütten::V,кех,дотта
1016,füllen::V,дүүргх,дуза
1017,einwickeln::V,орах,хьарчо
1018,tragen::V,зөөх,дахьа
1019,schleppen::V,чирх,ийзо
1020,ziehen::V,татх,озо
1021,aufbewahren::V,хадһлх,ӏалашдан
1022,werfen::V,хайх,кхосса
1023,fangen::V,бәрх,леца
1024,fangen::V,хавлх,леца
1025,packen::V,бәрх,леца
1026,verstecken::V,дүрх,къайладаккха
1027,verstecken::V,бултулх,къайладаккха
1028,teilen::V,хувах,декъа
1029,schicken::V,илгәх,дӏадахьийта
1030,bringen::V,авч ирх,дан
1031,hinzufügen::V,немх,тӏетоха
1032,bekommen::V,авх,даккха
1033,erhalten::V,авх ,даккха
1034,nehmen::V,авх,схьаэца
1035,wählen::V,шүүх,харжа
1036,auswählen::V,шүүх,харжа
1037,bewahren::V,хадһлх,lалашдан
1038,bewahren::V,кевтнь үлдәх,lалашдан
1039,bewahren::V,кевтнь бәәлһх,lалашдан
1040,behindern::V,харшлх,новкъарло ян
1041,verderben::V,үрәх,талхо
1042,beschädigen::V,эвдх,дохо
1043,zerbrechen::V,күүлх,дохо
1044,zerbrechen::V,күүлх,кагдан
1045,zerbrechen::V,хамхлх,дохо
1046,zerbrechen::V,хамхлх,кагдан
1047,zerreißen::V,шуучх,хадо
1048,zerstören::V,эвдх,дохо
1049,zerstören::V,эвдх,кагдан
1050,verbrennen::V,шатах,даго
1051,geben::V,өгх,яла
1052,reichen::V,өгх,дӏадала
1053,reichen::V,өгх,дӏакховдо
1054,schenken::V,белглх,совгӏат дан
1055,versprechen::V,амлх,ваӏда дан
1056,wünschen::V,сә хәәх,лаа
1057,loben::V,магтх,хасто
1058,küssen::V,үмсх,оба яккха
1059,wiegen::V,саатулх,тахка
1060,zudecken::V,бүркх,тӏетаса
1061,wecken::V,серүлх,самадаккха
1062,zeigen::V,үзүлх,гайта
1063,führen::V,көтлх,дига
1064,lehren::V,заах,ӏамо
1065,lehren::V,сурһх,ӏамо
1066,unterrichten::V,сурһх,хьеха
1067,unterrichten::V,багшлх,хьеха
1068,aufziehen::V,өскәх,кхио
1069,leiten::V,һардх,урхалла дан
1070,leiten::V,толһалх,урхалла дан
1071,antreiben::V,шамдах,сихдан
1072,lassen::V,күч үзүлх,-йта
1073,einladen::V,үрх,кхайкха
1074,vereinigen::V,хамцулх,цхьаьнатоха
1075,besuchen::V,одх,хьажахIотта
1076,treffen::V,харһх,дуьхьалкхета
1077,sich versammeln::V,цуглрх,гулдан
1078,sich versammeln::V,хурх,гулдан
1079,spielen::V,наадх,ловза
1080,singen::V,дуулх,лакха
1081,tanzen::V,биилх,хелхадала
1082,sich trennen::V,хаһцх,къаста
1083,verlassen::V,хайх,дита
1084,retten::V,әм аврх,кӏелхьардаккха
1085,retten::V,әәмшгәс харсх,кӏелхьардаккха
1086,bewachen::V,харх,ха дан
1087,bewachen::V,манх,ха дан
1088,schützen::V,харсх,лардан
1089,verteidigen::V,харсх,лардан
1090,sich schlagen::V,гүвдлдх,етта
1091,schießen::V,хах,детта
1092,siegen::V,диилх,тола
1093,ärgern::V,уурлулх,оьгӏаздахийта
1094,schlagen::V,цокх,тоха
1095,schlagen::V,гүвдх,тоха
1096,stechen::V,хатхх,ӏотта
1097,stechen::V,хатхх,къовзо
1098,stoßen::V,түлкчкх,татта
1099,stehlen::V,хулхалх,лачкъо
1100,stören::V,һә болх,новкъарло ян
1101,belästigen::V,амр эс өгх,сагатдан
1102,verbergen::V,нуух,къайладаккха
1103,verbergen::V,бултулх,къайладаккха
1104,täuschen::V,меклх,ӏexo
1105,betrügen::V,меклх,ледан
1106,betrügen::V,мек һарһх,ледан
1107,töten::V,алх,ден
1108,wohnen::V,бәәх,даха
1109,arbeiten::V,көдлх,къахьега
1110,sammeln::V,түүх,гулдан
1111,pflücken::V,түүх,даха
1112,pflücken::V,хурах,даха
1113,jagen::V,аңнх,талла
1114,jagen::V,аңһучлх,талла
1115,fischen::V,заһс аңнх,чӏерий леца
1116,fassen::V,бәрх,лаца
1117,fassen::V,бәрх,схьалаца
1118,hüten::V,хәрүлх,лардан
1119,treiben::V,туух,лахка
1120,anbinden::V,уйх,дӏадехка
1121,füttern::V,теҗәх,хӏума яла
1122,melken::V,саах,оза
1123,hacken::V,чавчх,
1124,gießen::V,услх,хи тоха
1125,reifen::V,болх,хьекъа
1126,reifen::V,болвсрх,хьекъа
1127,zubereiten::V,белдх,кечъян
1128,zubereiten::V,белдх,кхача бан
1129,kochen::V,чанх,кхача бан
1130,kochen::V,болһх,кхача бан
1131,backen::V,болһх,датта
1132,braten::V,хуурх,кхарза
1133,umrühren::V,самрх,кего
1134,stricken::V,өлгх,
1135,nähen::V,уйх,тега
1136,färben::V,будх,басардан
1137,reinigen::V,цеврлх,цӏандан
1138,waschen::V,уһах,йила
1139,waschen::V,уһах,йитта
1140,waschen::V,уһах,дӏадайа
1141,abwischen::V,арчх,дӏадайа
1142,spülen::V,зәәлх,хи кхарза
1143,fegen::V,сәвүрдх,нуй хьакха
1144,kehren::V,сәвүрдх,нуй хьакха
1145,baden::V,өөмх,лийча
1146,sich waschen::V,уһах,юьхь йила
1147,sich waschen::V,бийән уһаҗ,юьхь йила
1148,ausziehen::V,тәәлх,духар дӏадаккха
1149,anziehen::V,өмсх,
1150,sich anziehen::V,хувцлх,духа
1151,kämmen::V,самлх,ехк хьакха
1152,schmücken::V,чимх,хаздан
1153,schmücken::V,кеерүлх,хаздан
1154,sagen::V,келх,ала
1155,sprechen::V,келх,баха
1156,sprechen::V,келх,мотт бийца
1157,reden::V,күүндх,къамел дан
1158,reden::V,күр_кех,къамел дан
1159,sich unterhalten::V,күүндх,къамел дан
1160,fragen::V,сурх,хатта
1161,bitten::V,эрх,деха
1162,erzählen::V,келх,дийца
1163,erzählen::V,келҗ өгх,дийца
1164,mitteilen::V,медүлх,хаам бан
1165,nennen::V,нерәдх,цӏе яккха
1166,nennen::V,нер өгх,цӏе яккха
1167,rufen::V,дуудх,кхайкха
1168,prahlen::V,көөрх,куралла ян
1169,prahlen::V,көөрх,дозалла дан
1170,übersetzen::V,орчулх,гоч дан
1171,denken::V,санх,ойла ян
1172,glauben::V,шүтх,теша
1173,glauben::V,нәәлх,теша
1174,bemerken::V,темдглх,ган
1175,erkennen::V,таньх,довза
1176,erkennen::V,медх,довза
1177,begreifen::V,медх,кхета
1178,verstehen::V,соңсх,кхета
1179,lernen::V,сурх,деша
1180,wissen::V,медх,хаа
1181,sich erinnern an::V,санх,дагадан
1182,vergessen::V,мартх,дицдала
1183,messen::V,кемҗәлх,дуста
1184,zählen::V,тоолх,дагардан
1185,rechnen::V,тоолх,лара
1186,lesen::V,умшх,еша
1187,malen::V,зурх,сурт дилла
1188,zeichnen::V,зурх,сурт дилла
1189,schreiben::V,бичх,яздан
1190,besitzen::V,эзлх,доладан
1191,kaufen::V,хулдҗ авх,эца
1192,verkaufen::V,хулдх,дохка
1193,verkaufen::V,гүүлгх,дохка
1194,bezahlen::V,өгх,мах бала
1195,zahlen::V,өгх,мах бала
1196,beherrschen::V,эзлх,собаре хила
1197,ertragen::V,даах,лан
1198,ertragen::V,даах,сатоха
1199,ertragen::V,даах,садетта
1200,treten::V,,мийра тоха
