,Concept_ID,uz,sk
425,Getreide::N,g'alla,obilie
426,Brei::N,bo'tqa,kaša
427,Brot::N,non,chlieb
428,Scheibe::N,disk,kotúč
429,Scheibe::N,disk,krajec
430,Fett::N,moy,tuk
431,Fett::N,moy,masť
432,Butter::N,yog',maslo
433,Öl::N,moy,olej
434,Salz::N,tuz,soľ
435,Suppe::N,sho'rva,polievka
436,Honig::N,asal,med
437,Milch::N,sut,mlieko
438,Tee::N,choy,čaj
439,Leder::N,charm,koža
440,Wolle::N,jun,vlna
441,Stoff::N,mato,súkno
442,Nadel::N,igna,ihla
443,Faden::N,ip,niť
444,Faden::N,ip,vlákno
445,Knopf::N,tugma,gombík
446,Knoten::N,tugun,uzol
447,Farbe::N,bo'yok,farba
448,Kleidung::N,kiyim,šaty
449,Kleidung::N,kiyim,šatstvo
450,Hemd::N,ko'ylak,košeľa
451,Kragen::N,yoqa,golier
452,Ärmel::N,yeng,rukáv
453,Hose::N,shim,nohavice
454,Gürtel::N,tasma,pás
455,Gürtel::N,tasma,opasok
456,Mütze::N,shapka,čiapka
457,Schuh::N,but,obuv
458,Schuh::N,but,topánka
459,Stiefel::N,botinka,čižma
460,Ring::N,yuzuk,prsteň
461,Band::N,rishta,stuha
462,Kamm::N,taroq,hrebeň
463,Spiegel::N,ko'zgu,zrkadlo
464,Riemen::N,qayish,remeň
465,Schnur::N,bog'ich,šnúra
466,Leine::N,etak,vodidlo
467,Decke::N,odyol,deka
468,Decke::N,odyol,prikrývka
469,Kissen::N,yostiq,poduška
470,Tuch::N,gazlama,šatka
471,Handtuch::N,sochiq,uterák
472,Kraft::N,kuch,moc
473,Stärke::N,quvvat,sila
474,Gesundheit::N,sog'lik,zdravie
475,Krankheit::N,kasallik,nemoc
476,Krankheit::N,kasallik,choroba
477,Schmerz::N,og'riq,bolesť
478,Wunde::N,yara,rana
479,Fieber::N,bezgak,horúčka
480,Arznei::N,dori,liek
481,Brücke::N,ko'prik,most
482,Brunnen::N,buloq,studňa
483,Weide::N,yaylov,pastva
484,Pfad::N,dorojka,chodník
485,Weg::N,yo'l,cesta
486,Straße::N,ko'cha,hradská
487,Dorf::N,ovul,dedina
488,Stadt::N,shahar,mesto
489,Brief::N,maktub,list
490,Buch::N,kitob,kniha
491,Buchstabe::N,harf,litera
492,Buchstabe::N,harf,písmeno
493,Zeitung::N,gazet,noviny
494,Leben::N,hayot,život
495,Tod::N,o'lim,smrť
496,Grab::N,go'r,hrob
497,Kirche::N,cherkov,kostol
498,Sünde::N,gunoh,hriech
499,Gott::N,olloh,boh
500,Arbeiter::N,ishchi,robotník
501,Arbeiter::N,ishchi,pracnovík
502,Chef::N,rais,šéf
503,Chef::N,rais,riaditeľ
504,Meister::N,usta,majster
505,Arzt::N,hakim,lekár
506,Lehrer::N,muallim,učiteľ
507,Geld::N,pul,peniaze
508,Geschäft::N,savdo,obchod
509,Laden::N,do'kon,obchod
510,Preis::N,baho,cena
511,Ware::N,mol,tovar
512,Nutzen::N,foyda,osoh
513,Nutzen::N,foyda,úžitok
514,Reichtum::N,boylik,bohatstvo
515,Welt::N,olam,svet
516,Land::N,o'lka,územie
517,Land::N,o'lka,krajina
518,Staat::N,davlat,štát
519,König::N,qirol,kráľ
520,Macht::N,iqtidor,moc
521,Macht::N,iqtidor,mocnosť
522,Grenze::N,chegara,hranica
523,Krieg::N,harb,vojna
524,Feind::N,dushman,nepriateľ
525,Gewalt::N,zo'rlik,násilie
526,Kampf::N,kurash,boj
527,Bogen[Waffe]::N,yoy,luk
528,Pfeil::N,o'q,šíp
529,Pfeil::N,o'q,strela
530,Gewehr::N,vintovka,puška
531,Fehler::N,xato,omyl
532,Fehler::N,xato,chyba
533,Lüge::N,yolg'on,lož
534,Schaden::N,ziyon,ujma
535,Schaden::N,ziyon,škoda
536,Unglück::N,balo,nešťastie
537,Schuld::N,ayb,vina
538,Schuld::N,ayb,previnenie
539,Alter::N,yosh,vek
540,Schluss::N,tamom,záver
541,Schluss::N,tamom,koniec
542,Zeit::N,vaqt,čas
543,Tag::N,kun,deň
544,Morgen::N,saboh,ráno
545,Mittag::N,kun tushlik,poludnie
546,Abend::N,oqshom,večer
547,Nacht::N,tun,noc
548,Woche::N,hafta,týždeň
549,Monat::N,oy,mesiac
550,Jahr::N,yil,rok
551,Frühling::N,bahor,jar
552,Sommer::N,yoz,leto
553,Herbst::N,kuz,jeseň
554,Herbst::N,xazon,jeseň
555,Winter::N,qish,zima
556,Januar::N,yanvar',január
557,Februar::N,fevral',február
558,März::N,mart,marec
559,April::N,aprel',apríl
560,Mai::N,may,máj
561,Juni::N,iyun',jún
562,Juli::N,iyul',júl
563,August::N,avgust,august
564,September::N,sentyabr',september
565,Oktober::N,oktyabr',október
566,November::N,noyabr',november
567,Dezember::N,dekabr',december
568,Montag::N,dushanba,pondelok
569,Dienstag::N,seshanba,utorok
570,Mittwoch::N,chorshanba,streda
571,Donnerstag::N,payshanba,štvrtok
572,Freitag::N,juma,piatok
573,Samstag::N,shanba,sobota
574,Sonntag::N,yakshanba,nedeľa
575,groß::A,buyuk,veľký
576,klein::A,kichik,malý
577,lang::A,uzun,dlhý
578,kurz::A,qisqa,krátky
579,breit::A,keng,široký
580,schmal::A,änsiz,úzky
581,dicht::A,quyuq,hustý
582,dick[Gegenstand]::A,qalin,tlstý
583,dünn::A,ingichka,tenký
584,fein::A,mayin,jemný
585,fest::A,qattiq,pevný
586,flach::A,yalpoq,rovný
587,flach::A,yalpoq,plochý
588,glatt::A,tekis,hladký
589,hart::A,qattiq,tvrdý
590,weich::A,yumshoq,mäkký
591,rund::A,yumaloq,guľatý
592,rund::A,yumaloq,okrúhly
593,spitz::A,uchli,končitý
594,scharf::A,keskir,ostrý
595,stumpf::A,to'mtoq,tupý
596,schwer::A,salmoqli,ťažký
597,schön::A,go'zal,pekný
598,schön::A,go'zal,krásny
599,heiß::A,qiziq,horúci
600,warm::A,issiq,teplý
601,kalt::A,sovuq,studený
602,kühl::A,salqin,chladný
603,frisch::A,toza,svieži
604,feucht::A,namli,vlhký
605,feucht::A,namli,zvlhnutý
606,nass::A,nam,mokrý
607,trocken::A,quruq,suchý
608,voll::A,to'la,plný
609,leer::A,puch,prázdny
610,offen::A,ochiq,otvorený
611,geschlossen::A,berk,zavretý
612,sauber::A,ozoda,čistý
613,schmutzig::A,kir,špinavý
614,roh::A,xom,surový
615,reif::A,pishiq,zrelý
616,lecker::A,shirin,chutný
617,süß::A,shirin,sladký
618,bitter::A,achchiq,horký
619,sauer::A,achchiq,kyslý
620,hell::A,yorug',jasný
621,hell::A,yorug',svetlý
622,dunkel::A,qorong'i,temný
623,schwarz::A,qora,čierny
624,weiß::A,oq,biely
625,rot::A,qizil,červený
626,gelb::A,sariq,žltý
627,blau::A,zangori,modrý
628,blau::A,zangori,belasý
629,grün::A,yashil,zelený
630,grau::A,bo'z,šedý
631,bunt::A,ola,pestrý
632,billig::A,arzon,lacný
633,teuer::A,qimmat,drahý
634,wertvoll::A,qimmat,cenný
635,blind::A,ko'r,slepý
636,taub::A,garang,hluchý
637,kräftig::A,kuchli,silný
638,stark::A,quvvatli,silný
639,schwach::A,kuchsiz,slabý
640,schwach::A,kuchsiz,bezvládny
641,fett::A,semiz,tučný
642,schlank::A,ingichka,štíhly
643,hübsch::A,ko'rkam,šumný
644,hübsch::A,ko'rkam,švárny
645,böse::A,yovuz,zlý
646,dumm::A,aqlsiz,hlúpy
647,faul::A,ärinchak,lenivý
648,fleißig::A,ishchan,snaživý
649,fleißig::A,ishchan,usilovný
650,geizig::A,qurumsoq,skupý
651,geizig::A,qurumsoq,lakomý
652,klug::A,oqil,múdry
653,klug::A,oqil,bystrý
654,geschickt::A,äpchil,zručný
655,geschickt::A,äpchil,šikovný
656,lieb::A,aziz,milý
657,lustig::A,chaqchaq,veselý
658,sanft::A,asta,nežný
659,hungrig::A,och,lačný
660,hungrig::A,och,hladný
661,krank::A,kasal,chorý
662,krank::A,kasal,nemocný
663,nackt::A,yalang,nahý
664,traurig::A,xafa,smutný
665,lebendig::A,hayotiy,živý
666,gut::A,soz,dobrý
667,schlecht::A,yomon,zlý
668,richtig::A,rost,správny
669,schlimm::A,yovuz,zlý
670,schlimm::A,yovuz,nepríjemný
671,wahr::A,haqiqiy,pravý
672,wahr::A,haqiqiy,pravdivý
673,alt::A,äski,starý
674,neu::A,yangi,nový
675,ehemalig::A,sobiq,bývalý
676,alt[Lebewesen]::A,qari,starý
677,jung::A,navqiron,mladý
678,arm::A,abgor,chudobný
679,reich::A,boy,bohatý
680,bekannt::A,ma'lum,známy
681,berühmt::A,mashhur,slávny
682,berühmt::A,mashhur,povestný
683,fremd::A,yot,cudzí
684,verschieden::A,turli,rôzny
685,verschieden::A,turli,rozličný
686,nah::A,yaqindagi,blízky
687,fern::A,uzoq,ďaleký
688,linker::A,so'l,ľavý
689,rechter::A,o'ng,pravý
690,anderer::A,boshqa,iný
691,anderer::A,boshqa,druhý
692,erster::A,birinchi,prvý
693,zweiter::A,ikkinchi,druhý
694,dritter::A,uchinchi,tretí
695,letzter::A,oxirgi,ostatný
696,letzter::A,oxirgi,posledný
697,allein::ADV,o'zicha,sám
698,auf einmal::ADV,varakay,zároveň
699,zusammen::ADV,barobar,spolu
700,zusammen::ADV,barobar,spoločne
701,lange::ADV,uzoq,dlho
702,plötzlich::ADV,qo'qqisdan,náhle
703,sofort::ADV,darrov,hneď
704,sofort::ADV,darrov,ihneď
705,später::ADV,so'ngra,neskoršie
706,jetzt::ADV,hozirgina,teraz
707,heute::ADV,bugun,dnes
708,morgen::ADV,ärta,zajtra
709,bald::ADV,toz,skoro
710,dann::ADV,keyin,nato
711,dann::ADV,keyin,potom
712,gestern::ADV,kecha,včera
713,einst::ADV,avvallari,kedysi
714,einst::ADV,avvallari,niekedy
715,damals::ADV,ugal,vtedy
716,danach::ADV,so'ngra,potom
717,danach::ADV,so'ngra,podľa toho
718,vorher::ADV,avval,napred
719,vorher::ADV,avval,predtým
720,zuerst::ADV,avval,najprv
721,einmal::ADV,bir marta,raz
722,einmal::ADV,bir marta,jedenkrát
723,manchmal::ADV,onda-sonda,občas
724,manchmal::ADV,onda-sonda,niekedy
725,oft::ADV,tez-tez,často
726,immer::ADV,har vaqt,vždy
727,immer::ADV,har vaqt,ustavične
728,niemals::ADV,hargiz,nikdy
729,hier::ADV,shu erda,tu
730,hierhin::ADV,beri,sem
731,hierhin::ADV,beri,tade
732,von hier::ADV,shu erdan,odtiaľto
733,dort::ADV,ana,tam
734,dorthin::ADV,u yerga,ta
735,dorthin::ADV,u yerga,tam
736,geradeaus::ADV,to'g'ri,rovno
737,geradeaus::ADV,to'g'ri,priamo
738,vorwärts::ADV,ilgari,napred
739,rückwärts::ADV,qoloq,nazad
740,zurück::ADV,orqada,späť
741,zurück::ADV,orqada,naspäť
742,unten::ADV,pastda,dolu
743,unten::ADV,pastda,naspodku
744,hinab::ADV,tubanga,dolu
745,oben::ADV,ustida,hore
746,oben::ADV,ustida,navrchu
747,hinauf::ADV,yuqorida,hore
748,hinauf::ADV,yuqorida,navrch
749,überall::ADV,har erda,všade
750,nicht::ADV,ämas,nie
751,ein wenig::ADV,biroz,trocha
752,kaum::ADV,arang,ledva
753,sehr::ADV,ancha,veľmi
754,so::ADV,shunday,tak
755,so::ADV,shunday,takto
756,noch::ADV,hali,ešte
757,nur::ADV,yolg'iz,len
758,schon::ADV,endi,už
759,wieder::ADV,yana,zasa
760,vergebens::ADV,bekorga,márne
761,vergebens::ADV,bekorga,nadarmo
762,vor::PRP,burun,pred
763,hinter::PRP,ketida,za
764,unter::PRP,ostida,pod
765,durch::PRP,bo'ylab,cez
766,neben::PRP,yonida,pri
767,neben::PRP,yonida,vedľa
768,zwischen::PRP,orada,medzi
769,wegen::PRP,sababli,pre
770,wegen::PRP,sababli,kvôli
771,dies::PRN,o'sha,to
772,dies::PRN,o'sha,táto
773,das::PRN,narigi,to
774,alles::PRN,har nima,všetko
775,ich::PRN,men,ja
776,du::PRN,sen,ty
777,er::PRN,u,on
778,wir::PRN,biz,my
779,ihr::PRN,siz,vy
780,sie::PRN,ular,oni
781,was::FPRN,nima,čo
782,wer::FPRN,kim,kto
783,wo::FADV,qaerda,kde
784,wohin::FADV,qayerga,kam
785,wie::FADV,qanday,ako
786,warum::FADV,nega,prečo
787,wieviel::FNUM,qancha,koľko
788,eins::NUM,bir,jeden
789,zwei::NUM,ikki,dva
790,drei::NUM,uch,tri
791,vier::NUM,to'rt,štyri
792,fünf::NUM,besh,päť
793,sechs::NUM,olti,šesť
794,sieben::NUM,etti,sedem
795,acht::NUM,sakkiz,osem
796,neun::NUM,to'qqiz,deväť
797,zehn::NUM,o'n,desať
798,elf::NUM,o'n bir,jedenásť
799,zwölf::NUM,o'n ikki,dvanásť
800,zwanzig::NUM,yigirma,dvadsať
801,dreißig::NUM,o'ttiz,tridsať
802,vierzig::NUM,qirq,štyridsať
803,fünfzig::NUM,ällik,päťdesiat
804,sechzig::NUM,oltmish,šesťdesiat
805,siebzig::NUM,etmish,sedemdesiat
806,achtzig::NUM,sakson,osemdesiat
