,Concept_ID,et,tt
827,vierzig::NUM,nelikümmend,кырык
828,fünfzig::NUM,viiskümmend,илле
829,sechzig::NUM,kuuskümmend,алтмыш
830,siebzig::NUM,seitsekümmend,җитмеш
831,achtzig::NUM,kaheksakümmend,сиксән
832,neunzig::NUM,üheksakümmend,туксан
833,hundert::NUM,sada,йөз
834,tausend::NUM,tuhat,мең
835,und::CNJ,ja,вә
836,oder::CNJ,või,яки
837,oder::CNJ,või,яисә
838,stehen::V,seisma,тору
839,sitzen::V,istuma,утыру
840,liegen::V,lamama,яту
841,hängen::V,rippuma,эленү
842,werden::V,saama,булу
843,werden::V,hakkama,булу
844,passieren::V,juhtuma,булу
845,beginnen::V,algama,башлану
846,beginnen::V,hakkama,башлану
847,enden::V,lõppema,бетү
848,wechseln::V,vahelduma,үзгәртү
849,aufgehen[Sonne]::V,tõusma,чыгу
850,untergehen[Sonne]::V,loojuma,бату
851,scheinen[Sonne]::V,paistma,яктырту
852,donnern::V,kõmisema,күкрәү
853,wehen::V,puhuma,исү
854,strömen::V,voolama,агу
855,fließen::V,voolama,агу
856,sich drehen::V,pöörduma,бөтерелү
857,schwanken::V,kõikuma,икеләнү
858,schwingen::V,võnkuma,тирбәлү
859,fallen::V,langema,егылу
860,brennen::V,põlema,яну
861,rauchen::V,suitsema,төтәү
862,rauchen::V,suitsema,төтенләү
863,regnen::V,sadama,яву
864,gefrieren::V,kinni külmuma,кату
865,tauen::V,sulama,эрү
866,tauen::V,sulama,эретү
867,schmelzen::V,sulama,эрү
868,schmelzen::V,sulama,эретү
869,trocknen::V,kuivama,кибү
870,sieden::V,keema,ургылу
871,faulen::V,mädanema,черү
872,verfaulen::V,mädanema,черү
873,reißen::V,rebenema,өзелү
874,versinken::V,uppuma,бату
875,vergehen::V,mööduma,авышу
876,erscheinen::V,ilmuma,пәйда булу
877,verschwinden::V,kaduma,югалу
878,verschwinden::V,kaduma,юк булу
879,sinken::V,vajuma,кимү
880,sinken::V,vajuma,кайту
881,sinken::V,langema,кимү
882,sinken::V,langema,кайту
883,abnehmen::V,vähenema,азаю
884,abnehmen::V,kahenema,азаю
885,zunehmen::V,kasvama,арту
886,zunehmen::V,kasvama,күбәю
887,zunehmen::V,kasvama,ишәю
888,steigen::V,tõusma,үсү
889,steigen::V,üles minema,үсү
890,wachsen::V,kasvama,үсү
891,glänzen::V,läikimä,ялкылдау
892,funkeln::V,sädelema,ялтырау
893,lärmen::V,lärmama,шаулау
894,läuten::V,helisema,шалтырату
895,klingeln::V,helisema,шалтырату
896,klirren::V,kõlisema,чылтырау
897,brausen::V,kohisema,давыллау
898,brausen::V,kohisema,дулау
899,rauschen::V,kohisema,кыштырдау
900,klingen::V,kõlama,ишетелү
901,bellen::V,haukuma,өрү
902,heulen::V,uluma,улау
903,blasen::V,puhuma,өрү
904,pfeifen::V,vilistama,сызгырту
905,schreien::V,karjuma,кычкыру
906,stöhnen::V,oigama,ыңгырашу
907,zittern::V,värisema,калтырау
908,zittern::V,värisema,калтырану
909,leben::V,elama,яшәү
910,leben::V,elama,гомер итү
911,leben::V,elus olema,яшәү
912,leben::V,elus olema,гомер итү
913,geboren werden::V,sündima,туу
914,atmen::V,hingama,сулау
915,trinken::V,jooma,эчү
916,essen::V,sööma,ашау
917,schlucken::V,neelama,йоту
918,müde werden::V,väsima,ялыгу
919,müde werden::V,väsima,йөгенү
920,einschlafen::V,uinuma,йокыга китү
921,schlafen::V,magama,йоклау
922,aufwachen::V,ärkama,уяну
923,aufstehen::V,ärkama,тору
924,aufstehen::V,üles tõusma,тору
925,sich erholen::V,puhkama,ял алу
926,sich erholen::V,puhkama,истирахәт итү
927,krank werden::V,haigestuma,чирләү
928,krank werden::V,haigeks jääma,чирләү
929,krank sein::V,haige olema,чирләү
930,schmerzen::V,valutama,авырту
931,husten::V,köhima,ютәлләү
932,genesen::V,toibuma,савыгу
933,genesen::V,toibuma,сәламәтләнү
934,sterben::V,surema,үлү
935,sterben::V,surema,дөнья кую
936,sterben::V,surema,вафат булу
937,umkommen::V,surma saama,үлү
938,sich bewegen::V,liikuma,йөрү
939,sich rühren::V,liikuma,кыймылдау
940,sich erheben::V,kerkima,басу
941,sich setzen::V,istet võtma,утыру
942,hinfallen::V,kukkuma,егылу
943,hinfallen::V,maha kukkuma,егылу
944,laufen::V,kõndima,җәяүләү
945,schreiten::V,astuma,атлау
946,spazierengehen::V,jalutama,йөрү
947,spazierengehen::V,jalutama,йөргенү
948,eilen::V,ruttama,ашыгу
949,eilen::V,kiirustama,ашыгу
950,sich beeilen::V,ruttama,ашыгу
951,sich beeilen::V,ruttama,кызулау
952,sich beeilen::V,kiirustama,ашыгу
953,sich beeilen::V,kiirustama,кызулау
954,sausen::V,kihutama,җилдерү
955,sausen::V,tormama,җилдерү
956,rennen::V,jooksma,йөгерү
957,rennen::V,kihutama,йөгерү
958,springen::V,hüppama,сикерү
959,klettern::V,ronima,үрмәләү
960,schaukeln::V,kiikuma,атыну
961,kriechen::V,roomama,шуышу
962,kriechen::V,roomama,үрмәләү
963,schwimmen::V,ujuma,йөзү
964,tauchen::V,sukelduma,чуму
965,rudern::V,sõudma,ишү
966,fahren::V,sõitma,бару
967,fliegen::V,lendama,очу
968,gehen::V,käima,йөрү
969,gehen::V,minema,йөрү
970,weggehen::V,ära minema,китү
971,weggehen::V,välja minema,китү
972,abfahren::V,väljuma,кузгалу
973,abfahren::V,ära sõitma,кузгалу
974,anhalten::V,peatuma,тукталу
975,hineingehen::V,sisenema,инү
976,hineingehen::V,sisse minema,инү
977,eintreten::V,sisenema,инү
978,eintreten::V,sisse astuma,инү
979,kommen::V,tulema,килү
980,ankommen::V,saabuma,бару
981,zurückkommen::V,tagasi tulema,кире кайту
982,bleiben::V,jääma,калу
983,warten::V,ootama,көтү
984,erwarten::V,ootama,көтү
985,erwarten::V,lootma,көтү
986,suchen::V,otsima,эзләү
987,finden::V,leidma,табу
988,versuchen::V,püüdma,маташу
989,versuchen::V,üritama,маташу
990,versuchen::V,katsetama,маташу
991,vorbereiten::V,valmistama,хәзерләү
992,lieben::V,armastama,сөю
993,lieben::V,armastama,ярату
994,mögen::V,sallima,өнәү
995,mögen::V,meeldima,өнәү
996,lachen::V,naerma,көлү
997,rühren::V,liigutama,дулкынландыру
998,rühren::V,heldima panema,дулкынландыру
999,weinen::V,nutma,елау
1000,schimpfen::V,sõimama,сүгү
1001,schimpfen::V,sõimama,сүгенү
1002,sich ärgern::V,ärrituma,ачулану
1003,sich ärgern::V,vihastuma,ачулану
1004,sich fürchten::V,kartma,курку
1005,sich fürchten::V,hirmu tundma,курку
1006,fürchten::V,kartma,калтырау
1007,fürchten::V,kartma,калтырану
1008,fliehen::V,põgenema,арка бирү
1009,flüchten::V,põgenema,качу
1010,sehen::V,nägema,күрү
1011,anschauen::V,vaatama,карау
1012,ansehen::V,vaatama,карау
1013,ansehen::V,vaatama,күзәтү
1014,hören::V,kuulma,ишетү
1015,zuhören::V,kuulama,тыңлау
1016,probieren::V,proovima,тату
1017,riechen::V,nuusutama,иснәү
1018,fühlen::V,tundma,тою
1019,fühlen::V,tundma,сизү
1020,scheinen::V,näida,күренү
1021,scheinen::V,ilmuda,күренү
1022,zu sehen sein::V,ilmuma,күренү
1023,vernehmen::V,üle kuulama,ишетү
1024,frieren::V,külmetada,өшү
1025,frieren::V,külmetada,күшегү
1026,tun::V,tegema,итү
1027,können::V,võima,алу
1028,können::V,oskama,алу
1029,wollen::V,tahtma,теләү
1030,anfangen::V,hakkama,керешү
1031,anfangen::V,alustama,керешү
1032,beenden::V,lõpetama,бетерү
1033,beenden::V,lõpetama,тәмамлау
1034,aufhören::V,lakkama,бетү
1035,gelingen::V,õnnestuma,уңу
1036,geraten::V,jõudma,сабышу
1037,öffnen::V,avama,ачу
1038,schließen::V,sulgema,ябу
1039,stellen::V,panema,кую
1040,stellen::V,asetama,кую
1041,setzen::V,panema,утырту
1042,legen::V,panema,яткыру
1043,legen::V,asetama,яткыру
1044,berühren::V,riivama,тию
1045,berühren::V,puudutama,тию
1046,verbinden::V,ühendama,ялгау
1047,bedecken::V,katma,өрту
1048,bedecken::V,katma,каплау
1049,bedecken::V,katma,томалау
1050,aufhängen::V,riputama,асу
1051,anzünden::V,süütama,кабызу
1052,aufheben::V,üles tõstma,күтәрү
1053,zurücklassen::V,jätma,калдыру
1054,verlieren::V,kaotama,югалту
1055,fallen lassen::V,maha pillama,төшерү
1056,fallen lassen::V,kukkuda laskma,төшерү
1057,machen::V,tegema,ясау
1058,machen::V,tegema,эшләү
1059,herstellen::V,valmistama,ясау
1060,bauen::V,ehitama,кору
1061,reparieren::V,parandama,төзәтү
1062,verbessern::V,parandama,яхшырту
1063,ändern::V,muutma,үзгәртү
1064,ändern::V,ümber tegema,үзгәртү
1065,graben::V,kaevama,казу
1066,beugen::V,painutama,ию
1067,biegen::V,painutama,бөгү
1068,drehen::V,keerama,бору
1069,drehen::V,keerama,бөтерү
1070,wenden::V,ümber pöörama,бору
1071,umdrehen::V,ümber keerama,түнтәрү
1072,heben::V,tõstma,күтәрү
1073,hochheben::V,üles tõstma,күтәрү
1074,hochheben::V,kõrgele tõstma,күтәрү
1075,ergreifen::V,haarama,эләктерү
1076,halten::V,hoidma,тоту
1077,drücken::V,pigistama,кысу
1078,schieben::V,lükkama,кузгату
1079,kratzen::V,kraapima,тырнау
1080,lecken::V,lakkuma,ялау
1081,beißen::V,purema,тешләү
1082,beißen::V,hammustama,тешләү
1083,abreißen::V,rebima,өзү
1084,abreißen::V,ära rebima,өзү
1085,abschneiden::V,ära lõikama,кыю
1086,abschneiden::V,ära lõikama,кисү
1087,binden::V,siduma,бәйләү
1088,stecken::V,pistma,төртү
1089,stecken::V,pistma,тыгу
1090,brechen::V,murdma,сындыру
1091,klopfen::V,koputama,шаку
1092,klopfen::V,koputama,шакылдау
1093,hauen::V,lööma,кыйнау
1094,kleben::V,kleepima,ябыштыру
1095,reiben::V,hõõruma,ышку
1096,streichen::V,silitama,ягу
1097,schleifen::V,lihvima,кайрау
1098,schleifen::V,teritama,кайрау
1099,schneiden::V,lõikama,кисү
1100,rütteln::V,raputama,селкетү
1101,schütteln::V,raputama,селкетү
1102,schütteln::V,loksutama,селкетү
1103,schwenken::V,vehkima,болгау
1104,schwenken::V,lehvitama,болгау
1105,schütten::V,kallama,кою
1106,füllen::V,täitma,тутыру
1107,einwickeln::V,sisse mähkima,төрү
1108,tragen::V,kandma,ташу
1109,schleppen::V,tassima,сөйрәү
1110,schleppen::V,tassima,өстерәү
1111,schleppen::V,lohistama,сөйрәү
1112,schleppen::V,lohistama,өстерәү
1113,ziehen::V,vedama,тарту
1114,ziehen::V,tõmbama,тарту
1115,aufbewahren::V,säilitama,саклау
1116,aufbewahren::V,alal hoidma,саклау
1117,werfen::V,viskama,ыргыту
1118,fangen::V,püüdma,тоту
1119,packen::V,kinni haarama,эләктерү
1120,packen::V,kinni võtma,эләктерү
1121,verstecken::V,peitma,яшерү
1122,teilen::V,jagama,бүлү
1123,teilen::V,jaotama,бүлү
1124,schicken::V,saatma,җибәрү
1125,bringen::V,viima,китерү
1126,hinzufügen::V,lisama,өстәү
1127,bekommen::V,saama,алу
1128,erhalten::V,saama,алу
1129,nehmen::V,võtma,алу
1130,wählen::V,valima,сайлау
1131,auswählen::V,valima,сайлау
1132,bewahren::V,hoidma,саклау
1133,behindern::V,takistama,комачаулау
1134,verderben::V,rikkuma,бозу
1135,beschädigen::V,rikkuma,бозу
1136,zerbrechen::V,katki tegema,вату
1137,zerreißen::V,katki rebima,өзү
1138,zerreißen::V,katki rebima,ерту
1139,zerstören::V,purustama,җимерү
1140,verbrennen::V,põletama,яндыру
1141,verbrennen::V,põletama,көйдерү
1142,geben::V,andma,бирү
1143,reichen::V,andma,тапшыру
1144,reichen::V,ulatama,тапшыру
1145,schenken::V,kinkima,бүләкләү
1146,versprechen::V,lubama,вәгъдә бирү
1147,versprechen::V,tõotama,вәгъдә бирү
1148,wünschen::V,soovima,котлау
1149,loben::V,kiitma,мактау
1150,küssen::V,suudlema,үбү
1151,wiegen::V,hällitama,тирбәтү
1152,zudecken::V,kaanetama,ябу
1153,zudecken::V,kaanetama,бөркәү
1154,zudecken::V,kinni katma,ябу
1155,zudecken::V,kinni katma,бөркәү
1156,wecken::V,äratama,уяту
1157,zeigen::V,näitama,күрсәтү
1158,führen::V,juhatama,йөртү
1159,lehren::V,õpetama,өйрәтү
1160,unterrichten::V,õpetama,укыту
1161,aufziehen::V,üles kasvatama,асрау
1162,leiten::V,juhtima,җитәкләү
1163,antreiben::V,ergutama,куалау
1164,antreiben::V,ergutama,әйдәләү
1165,antreiben::V,ergutama,ашыктыру
1166,lassen::V,laskma,мәҗбүр итү
1167,einladen::V,kutsuma,чакыру
1168,vereinigen::V,ühendama,берләштерү
1169,besuchen::V,külastama,керешү
1170,treffen::V,kohtama,очрату
1171,sich versammeln::V,kogunema,җыелышу
1172,spielen::V,mängima,уйнау
1173,singen::V,laulma,җырлау
1174,tanzen::V,tantsima,бию
1175,sich trennen::V,lahku minema,аерылу
1176,sich trennen::V,lahku minema,ташлашу
1177,verlassen::V,maha jätma,ташлау
1178,verlassen::V,maha jätma,калдыру
1179,retten::V,päästma,коткару
1180,bewachen::V,valvama,каравыллау
1181,schützen::V,kaitsma,ышыклау
1182,verteidigen::V,kaitsma,яклау
1183,verteidigen::V,kaitsma,саклау
1184,sich schlagen::V,kaklema,сугышу
1185,schießen::V,tulistama,ату
1186,siegen::V,võitma,җиңү
1187,ärgern::V,ärritama,ачуландыру
1188,ärgern::V,vihastama,ачуландыру
1189,schlagen::V,lööma,ору
1190,schlagen::V,lööma,бәрү
1191,schlagen::V,lööma,тукмау
1192,treten::V,sõtkuma,тибү
1193,stechen::V,pistma,кадау
1194,stechen::V,torkama,кадау
1195,stoßen::V,tõukama,этү
1196,stehlen::V,varastama,урлау
1197,stören::V,segama,комачаулау
1198,stören::V,häirima,комачаулау
1199,belästigen::V,ahistama,борчу
1200,belästigen::V,ahistama,билмазалау
1201,verbergen::V,peitma,яшерү
1202,verbergen::V,varjama,яшерү
1203,täuschen::V,petma,алдату
1204,täuschen::V,tüssama,алдату
1205,betrügen::V,petma,хәрәмләшү
1206,betrügen::V,tüssama,хәрәмләшү
1207,betrügen::V,truudust murtma,хәрәмләшү
1208,töten::V,tapma,үтерү
1209,töten::V,surmama,үтерү
1210,wohnen::V,elama,яшәү
1211,arbeiten::V,töötama,эшләү
1212,sammeln::V,koguma,туплау
1213,sammeln::V,korjama,туплау
1214,pflücken::V,noppima,өзү
1215,jagen::V,jahtima,аулау
1216,fischen::V,kalastama,балык тоту
1217,fischen::V,kala püüdma,балык тоту
1218,fassen::V,püüdma,тоту
1219,hüten::V,karjatama,көтү
1220,treiben::V,ajama,куалау
1221,anbinden::V,kinni siduma,бәйләү
1222,füttern::V,söötma,туйдыру
1223,melken::V,lüpsma,саву
1224,hacken::V,raiuma,чабу
1225,hacken::V,lõhkuma,чабу
1226,gießen::V,kastma,сугару
1227,reifen::V,valmima,җитешү
1228,zubereiten::V,valmistama,пешеренү
1229,kochen::V,keetma,пешерү
1230,kochen::V,keetma,кайнату
1231,backen::V,küpsetama,пешерү
1232,braten::V,praadima,куыру
1233,braten::V,praadima,кыздыру
1234,umrühren::V,segama,бутау
1235,umrühren::V,segama,болгату
1236,stricken::V,kuduma,бәйләү
1237,nähen::V,õmblema,тегү
1238,färben::V,värvima,ману
1239,reinigen::V,puhastama,чистарту
1240,waschen::V,pesema,юу
1241,abwischen::V,puhtaks pühkima,сөртү
1242,spülen::V,uhtma,чайкау
1243,fegen::V,pühkima,себерү
1244,kehren::V,pühkima,себерү
1245,baden::V,suplema,коену
1246,baden::V,kümblema,коену
1247,sich waschen::V,end pesema,юыну
1248,ausziehen::V,käest võtma,чишенү
1249,ausziehen::V,jalast võtma,чишенү
1250,ausziehen::V,seljast võtma,чишенү
1251,anziehen::V,jalga panema,кию
1252,sich anziehen::V,riietuma,киенү
1253,kämmen::V,kammima,тарау
1254,schmücken::V,kaunistama,бизәү
1255,schmücken::V,kaunistama,бизәкләү
1256,sagen::V,ütlema,дию
1257,sagen::V,ütlema,әйтү
1258,sprechen::V,rääkima,сөйләү
1259,sprechen::V,rääkima,сөйләшү
1260,sprechen::V,kõnelema,сөйләү
1261,sprechen::V,kõnelema,сөйләшү
1262,reden::V,kõnelema,сөйләү
1263,sich unterhalten::V,vestlema,сөйләшү
1264,fragen::V,küsima,сорау
1265,fragen::V,küsima,сорашу
1266,bitten::V,paluma,үтенү
1267,erzählen::V,jutustama,сөйләү
1268,mitteilen::V,teatama,белдерү
1269,mitteilen::V,teada andma,белдерү
1270,nennen::V,nimetama,дию
1271,rufen::V,kutsuma,дәшү
1272,prahlen::V,hooplema,мактану
1273,prahlen::V,hooplema,шапырыну
1274,übersetzen::V,tõlkima,күчерү
1275,denken::V,mõtlema,уйлау
1276,glauben::V,uskuma,инану
1277,bemerken::V,märkama,искәрү
1278,erkennen::V,ära tundma,тану
1279,begreifen::V,aru saama,аңлау
1280,begreifen::V,aru saama,төшенү
1281,verstehen::V,mõistma,аңлау
1282,verstehen::V,mõistma,төшенү
1283,lernen::V,õppima,уку
1284,lernen::V,õppima,өйрәнү
1285,wissen::V,teadma,белү
1286,sich erinnern an::V,mäletama,хәтерләү
1287,vergessen::V,unustama,оныту
1288,messen::V,mõõtma,үлчәү
1289,zählen::V,loendama,санау
1290,rechnen::V,arvutama,исәпләү
1291,lesen::V,lugema,уку
1292,malen::V,maalima,рәсем ясау
1293,malen::V,maalima,сурәт ясау
1294,malen::V,maalima,сурәтләү
1295,zeichnen::V,joonistama,язу-сызу
1296,zeichnen::V,joonistama,сурәт ясау
1297,schreiben::V,kirjutama,язу
1298,besitzen::V,omama,биләү
1299,kaufen::V,ostma,алу
1300,verkaufen::V,müüma,сату
1301,bezahlen::V,tasuma,түләү
1302,zahlen::V,maksma,түләү
1303,beherrschen::V,valitsema,ия булу
1304,ertragen::V,taluma,чыдау
