,Concept_ID,de,hr
82,Licht::N,Licht,svjetlo
83,Schatten::N,Schatten,hlad
84,Schatten::N,Schatten,sjena
85,Wetter::N,Wetter,vrijeme
86,Nebel::N,Nebel,magla
87,Wolke::N,Wolke,oblak
88,Regen::N,Regen,kiša
89,Schnee::N,Schnee,snijeg
90,Eis::N,Eis,led
91,Frost::N,Frost,mraz
92,Kälte::N,Kälte,studen
93,Kälte::N,Kälte,hladnoća
94,Hitze::N,Hitze,vrućina
95,Raureif::N,Raureif,inje
96,Regenbogen::N,Regenbogen,duga
97,Donner::N,Donner,grom
98,Donner::N,Donner,grmljavina
99,Strömung::N,Strömung,struja
100,Strömung::N,Strömung,strujanje
101,Tropfen::N,Tropfen,kap
102,Tropfen::N,Tropfen,kaplja
103,Schaum::N,Schaum,pjena
104,Schmutz::N,Schmutz,nečistoća
105,Schmutz::N,Schmutz,prljavština
106,See::N,See,jezero
107,Sumpf::N,Sumpf,bara
108,Moor::N,Moor,močvara
109,Wiese::N,Wiese,livada
110,Wald::N,Wald,šuma
111,Hügel::N,Hügel,brijeg
112,Hügel::N,Hügel,brežuljak
113,Anhöhe::N,Anhöhe,uzvišica
114,Berg::N,Berg,brdo
115,Gipfel::N,Gipfel,vrh
116,Höhle::N,Höhle,pećina
117,Höhle::N,Höhle,spilja
118,Abhang::N,Abhang,obronak
119,Abhang::N,Abhang,nizbrdica
120,Quelle::N,Quelle,izvor
121,Quelle::N,Quelle,vrelo
122,Bach::N,Bach,potok
123,Fluss::N,Fluss,rijeka
124,Ufer::N,Ufer,obala
125,Küste::N,Küste,obala
126,Küste::N,Küste,morska obala
127,Festland::N,Festland,kopno
128,Meer::N,Meer,more
129,Bucht::N,Bucht,zaliv
130,Insel::N,Insel,ada
131,Insel::N,Insel,otok
132,Blume::N,Blume,cvijet
133,Gras::N,Gras,trava
134,Wurzel::N,Wurzel,korijen
135,Baum::N,Baum,drvo
136,Baum::N,Baum,stablo
137,Stamm::N,Stamm,deblo
138,Stamm::N,Stamm,stablo
139,Rinde::N,Rinde,kora
140,Ast::N,Ast,grana
141,Zweig::N,Zweig,grana
142,Blatt::N,Blatt,list
143,Birke::N,Birke,breza
144,Kiefer[Baum]::N,Kiefer,bor
145,Weide[Baum]::N,Weide,iva
146,Weide[Baum]::N,Weide,vŕba
147,Tanne::N,Tanne,jela
148,Horn::N,Horn,rog
149,Feder::N,Feder,pero
150,Fell::N,Fell,koža
151,Flügel::N,Flügel,krilo
152,Klaue::N,Klaue,papak
153,Kralle::N,Kralle,pandža
154,Schwanz::N,Schwanz,rep
155,Ei::N,Ei,jaje
156,Nest::N,Nest,gnijezdo
157,Bau::N,Bau,jazbina
158,Tier::N,Tier,životinja
159,Herde::N,Herde,krdo
160,Herde::N,Herde,stado
161,Kuh::N,Kuh,krava
162,Bulle::N,Bulle,bik
163,Pferd::N,Pferd,konj
164,Schaf::N,Schaf,ovca
165,Schwein::N,Schwein,svinja
166,Hund::N,Hund,pas
167,Hund::N,Hund,pseto
168,Katze::N,Katze,mačka
169,Bär::N,Bär,medvjed
170,Eichhörnchen::N,Eichhörnchen,vjeverica
171,Elch::N,Elch,los
172,Fuchs::N,Fuchs,lisica
173,Hase::N,Hase,zec
174,Maus::N,Maus,miš
175,Wolf::N,Wolf,vuk
176,Wolf::N,Wolf,kurjak
177,Vogel::N,Vogel,ptica
178,Schwarm::N,Schwarm,roj
179,Schwarm::N,Schwarm,jato
180,Huhn::N,Huhn,kokoš
181,Hahn::N,Hahn,kokot
182,Hahn::N,Hahn,pijevac
183,Gans::N,Gans,guska
184,Adler::N,Adler,orao
185,Ente::N,Ente,patka
186,Eule::N,Eule,sova
187,Kranich::N,Kranich,ždral
188,Krähe::N,Krähe,vrana
189,Kuckuck::N,Kuckuck,kukavica
190,Schwan::N,Schwan,labud
191,Fisch::N,Fisch,riba
192,Barsch::N,Barsch,grgeč
193,Hecht::N,Hecht,štuka
194,Schlange[Tier]::N,Schlange,guja
195,Schlange[Tier]::N,Schlange,zmija
196,Wurm::N,Wurm,crv
197,Spinne::N,Spinne,pauk
198,Ameise::N,Ameise,mrav
199,Laus::N,Laus,uš
200,Mücke::N,Mücke,komarac
201,Fliege::N,Fliege,muha
202,Schmetterling::N,Schmetterling,leptir
203,Beere::N,Beere,boba
204,Beere::N,Beere,bobica
205,Apfel::N,Apfel,jabuka
206,Pilz::N,Pilz,pečurka
207,Zwiebel::N,Zwiebel,luk
208,Zwiebel::N,Zwiebel,kapula
209,Saat::N,Saat,sjemenje
210,Korn::N,Korn,zrno
211,Heu::N,Heu,sijeno
212,Schale::N,Schale,kora
213,Schale::N,Schale,ljuska
214,Grube::N,Grube,jama
215,Falle::N,Falle,zamka
216,Falle::N,Falle,klopka
217,Schlinge::N,Schlinge,uzao
218,Schlinge::N,Schlinge,petlja
219,Spur::N,Spur,trag
220,Spur::N,Spur,slijed
221,Asche::N,Asche,pepeo
222,Dreck::N,Dreck,blato
223,Eisen::N,Eisen,željezo
224,Gold::N,Gold,zlato
225,Silber::N,Silber,srebro
226,Kohle::N,Kohle,ugalj
227,Kohle::N,Kohle,ugljen
228,Glas::N,Glas,staklo
229,Lehm::N,Lehm,glina
230,Lehm::N,Lehm,ilovača
231,Sand::N,Sand,pijesak
232,Mensch::N,Mensch,čovjek
233,Mann::N,Mann,muškarac
234,Frau::N,Frau,žena
235,Kind::N,Kind,čedo
236,Kind::N,Kind,dijete
237,Junge::N,Junge,momče
238,Junge::N,Junge,dječak
239,Mädchen::N,Mädchen,djevojka
240,Mädchen::N,Mädchen,djevojčica
241,Familie::N,Familie,obitelj
242,Familie::N,Familie,porodica
243,Großvater::N,Großvater,djed
244,Großmutter::N,Großmutter,baka
245,Eltern::N,Eltern,roditelji
246,Vater::N,Vater,otac
247,Mutter::N,Mutter,majka
248,Sohn::N,Sohn,sin
249,Tochter::N,Tochter,kći
250,Tochter::N,Tochter,kćerka
251,Bruder::N,Bruder,brat
252,Schwester::N,Schwester,sestra
253,Onkel::N,Onkel,čika
254,Onkel::N,Onkel,ujak
255,Tante::N,Tante,ujna
256,Tante::N,Tante,tetka
257,Ehemann::N,Ehemann,muž
258,Ehemann::N,Ehemann,suprug
259,Ehefrau::N,Ehefrau,žena
260,Ehefrau::N,Ehefrau,supruga
261,Freude::N,Freude,radost
262,Gelächter::N,Gelächter,grohot
263,Glück::N,Glück,sreća
264,Kummer::N,Kummer,jad
265,Kummer::N,Kummer,briga
266,Wunsch::N,Wunsch,želja
267,Lust::N,Lust,volja
268,Geist::N,Geist,duh
269,Gedanke::N,Gedanke,misao
270,Gedächtnis::N,Gedächtnis,pamćenje
271,Verstand::N,Verstand,um
272,Verstand::N,Verstand,razum
273,Sinn::N,Sinn,smisao
274,Sinn::N,Sinn,značenje
275,Grund::N,Grund,razlog
276,Wahrheit::N,Wahrheit,istina
277,Gespräch::N,Gespräch,razgovor
278,Märchen::N,Märchen,bajka
279,Erzählung::N,Erzählung,priča
280,Erzählung::N,Erzählung,pripovijest
281,Nachricht::N,Nachricht,vijest
282,Neuigkeit::N,Neuigkeit,novost
283,Name::N,Name,ime
284,Rätsel::N,Rätsel,zagonetka
285,Rede::N,Rede,govor
286,Rede::N,Rede,besjeda
287,Sprache::N,Sprache,jezik
288,Stimme::N,Stimme,glas
289,Wort::N,Wort,riječ
290,Zeichen::N,Zeichen,znak
291,Ruf::N,Ruf,povik
292,Ruf::N,Ruf,poklik
293,Lärm::N,Lärm,buka
294,Lärm::N,Lärm,galama
295,Laut::N,Laut,zvuk
296,Ton::N,Ton,ton
297,Lied::N,Lied,pjesma
298,Ruhe::N,Ruhe,tišina
299,Ruhe::N,Ruhe,počinak
300,Leute::N,Leute,ljudi
301,Volk::N,Volk,puk
302,Volk::N,Volk,narod
303,Arbeit::N,Arbeit,rad
304,Arbeit::N,Arbeit,posao
305,Gast::N,Gast,gost
306,Geschenk::N,Geschenk,dar
307,Geschenk::N,Geschenk,poklon
308,Spiel::N,Spiel,igra
309,Gesellschaft::N,Gesellschaft,društvo
310,Gesellschaft::N,Gesellschaft,kompanija
311,Hilfe::N,Hilfe,pomoć
312,Freund::N,Freund,prijatelj
313,Kamerad::N,Kamerad,drug
314,Kamerad::N,Kamerad,drugar
315,Angelegenheit::N,Angelegenheit,posao
316,Anzahl::N,Anzahl,broj
317,Anzahl::N,Anzahl,brojnost
318,Art::N,Art,vid
319,Art::N,Art,vrst
320,Stück::N,Stück,komad
321,Teil::N,Teil,dio
322,Hälfte::N,Hälfte,polovina
323,Kreis::N,Kreis,krug
324,Kreuz::N,Kreuz,križ
325,Linie::N,Linie,crta
326,Strich::N,Strich,crta
327,Abstand::N,Abstand,razmak
328,Abstand::N,Abstand,odstojanje
329,Entfernung::N,Entfernung,udaljenost
330,Gegend::N,Gegend,kraj
331,Gegend::N,Gegend,predeo
332,Platz::N,Platz,mjesto
333,Ort::N,Ort,mjesto
334,Seite::N,Seite,bok
335,Seite::N,Seite,strana
336,Mitte::N,Mitte,sredina
337,Gegenstand::N,Gegenstand,predmet
338,Sache::N,Sache,posao
339,Rand::N,Rand,rub
340,Rand::N,Rand,kraj
341,Kante::N,Kante,brid
342,Kante::N,Kante,ivica
343,Ecke::N,Ecke,ugao
344,Spitze::N,Spitze,vrh
345,Spitze::N,Spitze,šiljak
346,Ende::N,Ende,konac
347,Loch::N,Loch,rupa
348,Winkel::N,Winkel,kut
349,Winkel::N,Winkel,ugao
350,Muster::N,Muster,uzor
351,Größe::N,Größe,veličina
352,Länge::N,Länge,duljina
353,Höhe::N,Höhe,visina
354,Gewicht::N,Gewicht,težina
355,Menge::N,Menge,mnoštvo
356,Menge::N,Menge,količina
357,Haufen::N,Haufen,hrpa
358,Haufen::N,Haufen,gomila
359,Reihe::N,Reihe,red
360,Boot::N,Boot,čun
361,Boot::N,Boot,čamac
362,Ruder::N,Ruder,veslo
363,Schlitten::N,Schlitten,saone
364,Ski::N,Ski,ski
365,Ski::N,Ski,smučka
366,Lagerfeuer::N,Lagerfeuer,logorska vatra
367,Last::N,Last,tovar
368,Gang::N,Gang,hod
369,Schritt::N,Schritt,korak
370,Norden::N,Norden,sjever
371,Süden::N,Süden,jug
372,Westen::N,Westen,zapad
373,Osten::N,Osten,istok
374,Holz::N,Holz,drvo
375,Brett::N,Brett,daska
376,Platte::N,Platte,ploča
377,Stütze::N,Stütze,potpora
378,Stange::N,Stange,motka
379,Stock::N,Stock,štap
380,Stock::N,Stock,palica
381,Stab::N,Stab,štap
382,Stab::N,Stab,šipka
383,Rohr::N,Rohr,cijev
384,Haus::N,Haus,kuća
385,Heim::N,Heim,dom
386,Ofen::N,Ofen,peć
387,Fußboden::N,Fußboden,pod
388,Tisch::N,Tisch,stol
389,Tisch::N,Tisch,trpeza
390,Stuhl::N,Stuhl,stolac
391,Stuhl::N,Stuhl,stolica
392,Wiege::N,Wiege,kolijevka
393,Bett::N,Bett,krevet
394,Bett::N,Bett,postelja
395,Regal::N,Regal,polica
396,Kiste::N,Kiste,sanduk
397,Fenster::N,Fenster,prozor
398,Tür::N,Tür,vrata
399,Tor::N,Tor,vrata
400,Tor::N,Tor,kapija
401,Zaun::N,Zaun,plot
402,Zaun::N,Zaun,ograda
403,Dach::N,Dach,krov
404,Leiter::N,Leiter,ljestve
405,Leiter::N,Leiter,ljestvice
406,Besen::N,Besen,metla
407,Spaten::N,Spaten,ašov
408,Schaufel::N,Schaufel,lopata
409,Gabel::N,Gabel,viljuška
410,Löffel::N,Löffel,žlica
411,Messer::N,Messer,nož
412,Nagel::N,Nagel,čavao
413,Netz::N,Netz,mreža
414,Haken::N,Haken,kuka
415,Griff::N,Griff,držak
416,Griff::N,Griff,ručica
417,Schloss::N,Schloss,brava
418,Bild::N,Bild,slika
419,Figur::N,Figur,figura
420,Puppe::N,Puppe,lutka
421,Beutel::N,Beutel,kesa
422,Bündel::N,Bündel,snop
423,Bündel::N,Bündel,svežanj
424,Tasche::N,Tasche,torba
425,Tasche::N,Tasche,taška
426,Eimer::N,Eimer,kabao
427,Deckel::N,Deckel,poklopac
428,Geschirr::N,Geschirr,suđe
429,Geschirr::N,Geschirr,posuđe
430,Sack::N,Sack,džak
431,Sack::N,Sack,vreća
432,Tasse::N,Tasse,šalica
433,Topf::N,Topf,lonac
434,Kessel::N,Kessel,kazan
435,Essen::N,Essen,obrok
436,Nahrung::N,Nahrung,hrana
437,Speise::N,Speise,jelo
438,Fleisch::N,Fleisch,meso
439,Getreide::N,Getreide,žito
440,Getreide::N,Getreide,žitarice
441,Brei::N,Brei,kaša
442,Brot::N,Brot,kruh
443,Scheibe::N,Scheibe,kriška
444,Fett::N,Fett,mast
445,Fett::N,Fett,salo
446,Butter::N,Butter,buter
447,Butter::N,Butter,maslac
448,Öl::N,Öl,ulje
449,Salz::N,Salz,sol
450,Suppe::N,Suppe,supa
451,Honig::N,Honig,med
452,Milch::N,Milch,mlijeko
453,Tee::N,Tee,čaj
454,Leder::N,Leder,koža
455,Wolle::N,Wolle,vuna
456,Stoff::N,Stoff,štof
457,Stoff::N,Stoff,tkanina
458,Nadel::N,Nadel,igla
459,Faden::N,Faden,nit
460,Faden::N,Faden,konac
461,Knopf::N,Knopf,dugme
462,Knoten::N,Knoten,čvor
463,Knoten::N,Knoten,uzao
464,Farbe::N,Farbe,farba
465,Kleidung::N,Kleidung,odjeća
466,Hemd::N,Hemd,košulja
467,Kragen::N,Kragen,ovratnik
468,Ärmel::N,Ärmel,rukav
469,Hose::N,Hose,hlače
470,Gürtel::N,Gürtel,pas
471,Gürtel::N,Gürtel,pojas
472,Mütze::N,Mütze,kapa
473,Schuh::N,Schuh,cipela
474,Stiefel::N,Stiefel,čizma
475,Ring::N,Ring,prsten
476,Band::N,Band,vrpca
477,Kamm::N,Kamm,češalj
478,Spiegel::N,Spiegel,zrcalo
479,Spiegel::N,Spiegel,ogledalo
480,Riemen::N,Riemen,kaiš
481,Riemen::N,Riemen,remen
482,Schnur::N,Schnur,vrpca
483,Leine::N,Leine,uzica
484,Decke::N,Decke,ćebe
485,Decke::N,Decke,pokrivač
486,Kissen::N,Kissen,jastuk
487,Tuch::N,Tuch,rubac
488,Tuch::N,Tuch,marama
489,Handtuch::N,Handtuch,ručnik
490,Kraft::N,Kraft,snaga
491,Stärke::N,Stärke,jakost
492,Gesundheit::N,Gesundheit,zdravlje
493,Krankheit::N,Krankheit,bolest
494,Schmerz::N,Schmerz,bol
495,Wunde::N,Wunde,rana
496,Fieber::N,Fieber,groznica
497,Arznei::N,Arznei,lijek
498,Brücke::N,Brücke,most
499,Brücke::N,Brücke,ćuprija
500,Brunnen::N,Brunnen,bunar
501,Brunnen::N,Brunnen,zdenac
502,Weide::N,Weide,paša
503,Weide::N,Weide,pašnjak
504,Pfad::N,Pfad,staza
505,Weg::N,Weg,put
506,Straße::N,Straße,drum
507,Straße::N,Straße,cesta
508,Dorf::N,Dorf,selo
509,Stadt::N,Stadt,grad
510,Stadt::N,Stadt,varoš
511,Brief::N,Brief,list
512,Brief::N,Brief,pismo
513,Buch::N,Buch,knjiga
514,Buchstabe::N,Buchstabe,slovo
515,Zeitung::N,Zeitung,novine
516,Leben::N,Leben,život
517,Tod::N,Tod,smrt
518,Grab::N,Grab,raka
519,Kirche::N,Kirche,crkva
520,Sünde::N,Sünde,grijeh
521,Gott::N,Gott,bog
522,Arbeiter::N,Arbeiter,radnik
523,Chef::N,Chef,šef
524,Meister::N,Meister,majstor
525,Arzt::N,Arzt,liječnik
526,Lehrer::N,Lehrer,učitelj
527,Geld::N,Geld,novac
528,Geschäft::N,Geschäft,posao
529,Geschäft::N,Geschäft,trgovina
530,Laden::N,Laden,dućan
531,Preis::N,Preis,cijena
532,Ware::N,Ware,roba
533,Nutzen::N,Nutzen,korist
534,Reichtum::N,Reichtum,bogatstvo
535,Welt::N,Welt,svijet
536,Land::N,Land,zemlja
537,Staat::N,Staat,država
538,König::N,König,kralj
539,Macht::N,Macht,moć
540,Macht::N,Macht,vlast
541,Grenze::N,Grenze,granica
542,Krieg::N,Krieg,rat
543,Feind::N,Feind,neprijatelj
544,Gewalt::N,Gewalt,sila
545,Gewalt::N,Gewalt,nasilje
546,Kampf::N,Kampf,boj
547,Kampf::N,Kampf,borba
548,Bogen[Waffe]::N,Bogen,luk
549,Pfeil::N,Pfeil,strijela
550,Gewehr::N,Gewehr,puška
551,Fehler::N,Fehler,pogreška
552,Fehler::N,Fehler,griješka
553,Lüge::N,Lüge,laž
554,Schaden::N,Schaden,šteta
555,Unglück::N,Unglück,nesreća
556,Schuld::N,Schuld,krivnja
557,Alter::N,Alter,dob
558,Schluss::N,Schluss,kraj
559,Schluss::N,Schluss,konac
560,Zeit::N,Zeit,doba
561,Zeit::N,Zeit,vrijeme
562,Tag::N,Tag,dan
563,Morgen::N,Morgen,jutro
564,Mittag::N,Mittag,podne
565,Abend::N,Abend,veče
566,Abend::N,Abend,večer
567,Nacht::N,Nacht,noć
568,Woche::N,Woche,sedmica
569,Monat::N,Monat,mjesec
570,Jahr::N,Jahr,godina
571,Frühling::N,Frühling,proljeće
572,Sommer::N,Sommer,ljeto
573,Herbst::N,Herbst,jesen
574,Winter::N,Winter,zima
575,Januar::N,Januar,januar
576,Januar::N,Januar,siječanj
577,Februar::N,Februar,veljača
578,Februar::N,Februar,februar
579,März::N,März,mart
580,März::N,März,ožujak
581,April::N,April,april
582,April::N,April,travanj
583,Mai::N,Mai,maj
584,Mai::N,Mai,svibanj
585,Juni::N,Juni,juni
586,Juni::N,Juni,lipanj
587,Juli::N,Juli,juli
588,Juli::N,Juli,srpanj
589,August::N,August,august
590,August::N,August,kolovoz
591,September::N,September,rujan
592,September::N,September,septembar
593,Oktober::N,Oktober,oktobar
594,Oktober::N,Oktober,listopad
595,November::N,November,studeni
596,November::N,November,novembar
597,Dezember::N,Dezember,prosinac
598,Montag::N,Montag,ponedjeljak
599,Montag::N,Montag,ponedjeljnik
600,Dienstag::N,Dienstag,utorak
601,Dienstag::N,Dienstag,utornik
602,Mittwoch::N,Mittwoch,srijeda
603,Donnerstag::N,Donnerstag,četvrtak
604,Freitag::N,Freitag,petak
605,Samstag::N,Samstag,subota
606,Sonntag::N,Sonntag,nedjelja
607,groß::A,groß,velik
608,klein::A,klein,mali
609,klein::A,klein,malen
610,lang::A,lang,dug
611,lang::A,lang,dugačak
612,kurz::A,kurz,kratak
613,breit::A,breit,širok
614,schmal::A,schmal,uski
615,schmal::A,schmal,uzak
616,dicht::A,dicht,gust
617,dick[Gegenstand]::A,dick,debeo
618,dünn::A,dünn,tanak
619,fein::A,fein,fin
620,fein::A,fein,tanak
621,fest::A,fest,čvrst
622,flach::A,flach,ravan
623,flach::A,flach,plosnat
624,glatt::A,glatt,gladak
625,hart::A,hart,tvrd
626,weich::A,weich,mek
627,weich::A,weich,mekan
628,rund::A,rund,okrugao
629,spitz::A,spitz,oštar
630,spitz::A,spitz,šiljast
631,scharf::A,scharf,oštar
632,scharf::A,scharf,bridak
633,stumpf::A,stumpf,tup
634,schwer::A,schwer,težak
635,schön::A,schön,krasan
636,heiß::A,heiß,vruć
637,warm::A,warm,topao
638,kalt::A,kalt,hladan
639,kühl::A,kühl,hladan
640,frisch::A,frisch,svjež
641,feucht::A,feucht,vlažan
642,nass::A,nass,mokar
643,trocken::A,trocken,suh
644,voll::A,voll,pun
645,leer::A,leer,prazan
646,offen::A,offen,otvoren
647,geschlossen::A,geschlossen,zatvoren
648,sauber::A,sauber,čist
649,schmutzig::A,schmutzig,nečist
650,schmutzig::A,schmutzig,blatan
651,roh::A,roh,sirov
652,reif::A,reif,zreo
653,lecker::A,lecker,tečan
654,lecker::A,lecker,ukusan
655,süß::A,süß,sladak
656,bitter::A,bitter,gorak
657,sauer::A,sauer,kiseo
658,hell::A,hell,vedar
659,hell::A,hell,svijetao
660,dunkel::A,dunkel,taman
661,schwarz::A,schwarz,crn
662,weiß::A,weiß,bio
663,weiß::A,weiß,bijel
664,rot::A,rot,crven
665,gelb::A,gelb,žut
666,blau::A,blau,plav
667,blau::A,blau,modar
668,grün::A,grün,zelen
669,grau::A,grau,siv
670,bunt::A,bunt,šaren
671,billig::A,billig,jeftin
672,teuer::A,teuer,skup
673,wertvoll::A,wertvoll,vrijedan
674,wertvoll::A,wertvoll,dragocjen
675,blind::A,blind,slijep
676,taub::A,taub,gluh
677,kräftig::A,kräftig,snažan
678,stark::A,stark,jak
679,stark::A,stark,snažan
680,schwach::A,schwach,slab
681,fett::A,fett,pretio
682,schlank::A,schlank,vitak
683,hübsch::A,hübsch,zgodan
684,böse::A,böse,zao
685,böse::A,böse,opak
686,dumm::A,dumm,glup
687,faul::A,faul,lijen
688,fleißig::A,fleißig,radin
689,fleißig::A,fleißig,marljiv
690,geizig::A,geizig,škrt
691,klug::A,klug,razborit
692,geschickt::A,geschickt,vješt
693,lieb::A,lieb,drag
694,lustig::A,lustig,veseo
695,sanft::A,sanft,blag
696,hungrig::A,hungrig,gladan
697,krank::A,krank,bolestan
698,nackt::A,nackt,nag
699,traurig::A,traurig,tužan
700,traurig::A,traurig,žalostan
701,lebendig::A,lebendig,živ
702,gut::A,gut,dobar
703,schlecht::A,schlecht,loš
704,schlecht::A,schlecht,rđav
705,richtig::A,richtig,tačan
706,richtig::A,richtig,ispravan
707,schlimm::A,schlimm,zao
708,schlimm::A,schlimm,zločest
709,wahr::A,wahr,istinit
710,alt::A,alt,star
711,neu::A,neu,nov
712,ehemalig::A,ehemalig,bivši
713,alt[Lebewesen]::A,alt,star
714,jung::A,jung,mlad
715,arm::A,arm,ubog
716,arm::A,arm,siromašan
717,reich::A,reich,bogat
718,bekannt::A,bekannt,poznat
719,berühmt::A,berühmt,čuven
720,berühmt::A,berühmt,slavan
721,fremd::A,fremd,tuđ
722,fremd::A,fremd,stran
723,verschieden::A,verschieden,razan
724,verschieden::A,verschieden,različan
725,nah::A,nah,blizak
726,fern::A,fern,dalek
727,fern::A,fern,daljnji
728,linker::A,linker,lijevi
729,rechter::A,rechter,desni
730,anderer::A,anderer,drugi
731,anderer::A,anderer,drugačiji
732,erster::A,erster,prvi
733,zweiter::A,zweiter,drugi
734,dritter::A,dritter,treći
735,letzter::A,letzter,zadnji
736,allein::ADV,allein,sam
737,auf einmal::ADV,auf einmal,istodobno
738,zusammen::ADV,zusammen,skupa
739,zusammen::ADV,zusammen,zajedno
740,lange::ADV,lange,dugo
741,plötzlich::ADV,plötzlich,naglo
742,plötzlich::ADV,plötzlich,iznenada
743,sofort::ADV,sofort,odmah
744,später::ADV,später,kasnije
745,jetzt::ADV,jetzt,sad
746,jetzt::ADV,jetzt,sada
747,heute::ADV,heute,danas
748,morgen::ADV,morgen,sutra
749,bald::ADV,bald,skoro
750,bald::ADV,bald,doskora
751,dann::ADV,dann,zatim
752,gestern::ADV,gestern,juče
753,gestern::ADV,gestern,jučer
754,einst::ADV,einst,negda
755,einst::ADV,einst,nekada
756,damals::ADV,damals,tada
757,damals::ADV,damals,onda
758,danach::ADV,danach,poslije
759,danach::ADV,danach,nakon toga
760,vorher::ADV,vorher,prije
761,vorher::ADV,vorher,prije toga
762,zuerst::ADV,zuerst,prvo
763,zuerst::ADV,zuerst,najprije
764,einmal::ADV,einmal,jednom
765,einmal::ADV,einmal,jedanput
766,manchmal::ADV,manchmal,katkad
767,manchmal::ADV,manchmal,katkada
768,oft::ADV,oft,često
769,immer::ADV,immer,vazda
770,immer::ADV,immer,uvijek
771,niemals::ADV,niemals,nikad
772,niemals::ADV,niemals,nikada
773,hier::ADV,hier,tu
774,hier::ADV,hier,ovdje
775,hierhin::ADV,hierhin,amo
776,hierhin::ADV,hierhin,ovamo
777,von hier::ADV,von hier,odavde
778,dort::ADV,dort,ondje
779,dorthin::ADV,dorthin,onamo
780,geradeaus::ADV,geradeaus,ravno
781,vorwärts::ADV,vorwärts,naprijed
782,rückwärts::ADV,rückwärts,natrag
783,zurück::ADV,zurück,nazad
784,zurück::ADV,zurück,natrag
785,unten::ADV,unten,dolje
786,hinab::ADV,hinab,nizbrdo
787,oben::ADV,oben,gore
788,hinauf::ADV,hinauf,uzbrdo
789,überall::ADV,überall,svuda
790,überall::ADV,überall,svagdje
791,nicht::ADV,nicht,ne
792,ein wenig::ADV,ein wenig,malo
793,kaum::ADV,kaum,tek
794,kaum::ADV,kaum,jedva
795,sehr::ADV,sehr,jako
796,sehr::ADV,sehr,veoma
797,so::ADV,so,tako
798,so::ADV,so,ovako
799,noch::ADV,noch,još
800,nur::ADV,nur,samo
801,schon::ADV,schon,već
802,wieder::ADV,wieder,opet
803,wieder::ADV,wieder,ponovo
804,vergebens::ADV,vergebens,uzalud
805,vergebens::ADV,vergebens,zabadava
806,vor::PRP,vor,pred
807,vor::PRP,vor,ispred
808,hinter::PRP,hinter,za
809,hinter::PRP,hinter,iza
810,unter::PRP,unter,pod
811,unter::PRP,unter,ispod
812,durch::PRP,durch,po
