,Concept_ID,lbe,sq
737,linker::A,кияхсса,majtë
738,linker::A,кюччахсса,majtë
739,rechter::A,урчӏахсса,djathtë
740,anderer::A,цамур,tjetër
741,erster::A,цалчинмур,parë
742,erster::A,цалчиннсса,parë
743,zweiter::A,кӏилчиимур,dytë
744,dritter::A,шамулчинмур,i tretë
745,letzter::A,махъва-махъмур,fundit
746,allein::ADV,ялгъузну,vetëm
747,zusammen::ADV,цачӏу,bashkë
748,zusammen::ADV,цачӏу,së bashku
749,zusammen::ADV,архӏал,bashkë
750,zusammen::ADV,архӏал,së bashku
751,lange::ADV,батӏи къабуклай,për një kohë të gjatë
752,lange::ADV,хъунмасса хӏаллай,për një kohë të gjatë
753,plötzlich::ADV,цакуну,befas
754,sofort::ADV,мугьлат бакъа,menjëherë
755,sofort::ADV,мугьлат бакъа,aty për aty
756,später::ADV,махъ,më vonë
757,jetzt::ADV,утти,tash
758,jetzt::ADV,цӏана,tash
759,heute::ADV,хӏакьину,sot
760,morgen::ADV,гьуит,nesër
761,morgen::ADV,гьунттий,nesër
762,dann::ADV,яла,pastaj
763,gestern::ADV,лахьхьу,dje
764,damals::ADV,та чӏумал,atëherë
765,danach::ADV,яла,mandej
766,vorher::ADV,хьхьнчӏ,më parë
767,vorher::ADV,хьхьичӏва,më parë
768,zuerst::ADV,бакӏрай,së pari
769,zuerst::ADV,цӏу бутӏуй,së pari
770,einmal::ADV,цал,njëherë
771,manchmal::ADV,ваксса-таксса,nganjëherë
772,oft::ADV,чӏявуну,shpesh
773,immer::ADV,мудан,përherë
774,immer::ADV,мудан,gjithnjë
775,immer::ADV,даиман,përherë
776,immer::ADV,даиман,gjithnjë
777,niemals::ADV,тачӏав,kurrë
778,niemals::ADV,тачӏав,asnjëherë
779,hier::ADV,шикку,këtu
780,hierhin::ADV,шиккун,knej
781,von hier::ADV,шичча,që këtej
782,von hier::ADV,шичча,prej këtej
783,dort::ADV,гикку,aty
784,dort::ADV,гикку,atje
785,dorthin::ADV,тиккун,anej
786,geradeaus::ADV,тӏайланм,drejt
787,vorwärts::ADV,хьхьичӏунмай,mbroth
788,vorwärts::ADV,хьхьичӏунмай,përpara
789,rückwärts::ADV,махъа-хьхьичӏунмай,mbrapsht
790,zurück::ADV,махъунмай,prapa
791,zurück::ADV,махъунмай,mbrapsht
792,unten::ADV,лув,poshtë
793,hinab::ADV,бакӏ-ялавай,përposh
794,hinab::ADV,бакӏъялавай,përposh
795,oben::ADV,ялув,lart
796,oben::ADV,ялув,sipër
797,hinauf::ADV,лавай,lart
798,hinauf::ADV,лавай,përpjetë
799,überall::ADV,гьариий,kudo
800,überall::ADV,хьу-хьуний,kudo
801,überall::ADV,гьарца кӏанай,kudo
802,nicht::ADV,къа-,s'
803,nicht::ADV,къа-,nuk
804,ein wenig::ADV,чанни,një tis
805,ein wenig::ADV,ца чансса,një tis
806,kaum::ADV,дахьа,mezi
807,sehr::ADV,оьну,fort
808,sehr::ADV,оьну,shumë
809,sehr::ADV,гужну,fort
810,sehr::ADV,гужну,shumë
811,sehr::ADV,хъинну,fort
812,sehr::ADV,хъинну,shumë
813,so::ADV,укукн,ashtu
814,so::ADV,укукн,kështu
815,noch::ADV,гьала,ende
816,noch::ADV,гьала,akoma
817,noch::ADV,уттигу,ende
818,noch::ADV,уттигу,akoma
819,noch::ADV,цакьинва,ende
820,noch::ADV,цакьинва,akoma
821,noch::ADV,ттигу-шилагу,ende
822,noch::ADV,ттигу-шилагу,akoma
823,nur::ADV,анжагь,vetëm
824,wieder::ADV,цӏуницӏа,përsëri
825,vergebens::ADV,аьдада,kot
826,vergebens::ADV,нахӏакь,kot
827,vor::PRP,хьхьичӏ,para
828,hinter::PRP,махъ,prapa
829,hinter::PRP,махъ,mbrapa
830,unter::PRP,лув,nën
831,durch::PRP,-х,nëpër
832,neben::PRP,чӏарав,pranë
833,neben::PRP,чӏарав,përbri
834,zwischen::PRP,дянив,midis
835,zwischen::PRP,дянив,ndërmjet
836,wegen::PRP,цӏаний,për
837,dies::PRN,ва,ky
838,das::PRN,та,ky
839,das::PRN,кӏа,ky
840,das::PRN,га,ky
841,alles::PRN,щала,gjithçka
842,ich::PRN,на,unë
843,du::PRN,ина,ti
844,er::PRN,му,ai
845,wir::PRN,жу,ne
846,ihr::PRN,зу,ju
847,was::FPRN,ци,ç'
848,was::FPRN,ци,çfarë
849,wer::FPRN,цу,kush
850,wo::FADV,чув,ku
851,wohin::FADV,чун,për ku
852,wie::FADV,цукун,si
853,warum::FADV,цан,pse
854,warum::FADV,цан,përse
855,wieviel::FNUM,циксса,sa
856,eins::NUM,ца,një
857,zwei::NUM,кӏива,dy
858,drei::NUM,шамма,tre
859,vier::NUM,мукьа,katër
860,vier::NUM,мукьва,katër
861,fünf::NUM,ххюва,pesë
862,sechs::NUM,ряхва,gjashtë
863,sieben::NUM,арула,shtatë
864,acht::NUM,мяйва,tetë
865,neun::NUM,урчӏва,nëntë
866,zehn::NUM,ацӏва,dhjetë
867,elf::NUM,ацӏния цава,njëmbëdhjetë
868,zwölf::NUM,ацӏиия кӏива,dymbëdhjetë
869,zwanzig::NUM,кьува,njëzet
870,dreißig::NUM,зувира,tridhjetë
871,vierzig::NUM,мукьцӏала,dyzet
872,fünfzig::NUM,ххюцӏала,pesëdhjetë
873,sechzig::NUM,ряхцӏала,gjashtëdhjetë
874,achtzig::NUM,мяйцӏала,tetëdhjetë
875,neunzig::NUM,урчӏцӏала,nëntëdhjetë
876,hundert::NUM,ттурш,qind
877,hundert::NUM,ттуршва,qind
878,tausend::NUM,азарва,mijë
879,und::CNJ,-гу,e
880,und::CNJ,-гу,dhe
881,oder::CNJ,я,a
882,oder::CNJ,я,apo
883,oder::CNJ,ягу,a
884,oder::CNJ,ягу,apo
885,stehen::V,ацӏан,rri
886,sitzen::V,щяивкӏун икӏан,rri
887,liegen::V,утту нвхьуну икӏан,rri shtrirë
888,hängen::V,зурчӏай тӏун,varem
889,werden::V,хьун,bëhem
890,passieren::V,хьун,ndodh
891,beginnen::V,дайдишин,filloj
892,beginnen::V,дайдирхьуну дикӏан,filloj
893,enden::V,къуртал дан,përfundoj
894,wechseln::V,даххана хьун,ndërroj
895,wechseln::V,даххана дуллан,ndërroj
896,aufgehen[Sonne]::V,буклай бур,hapem
897,untergehen[Sonne]::V,лаглай бур,hyj
898,untergehen[Sonne]::V,лаглай бур,perëndoj
899,scheinen[Sonne]::V,битан,ndriçoj
900,scheinen[Sonne]::V,чани буллан,ndriçoj
901,donnern::V,тӏий бур,gjëmoj
902,donnern::V,тӏий бур,bubulloj
903,wehen::V,бишлай бур,fryj
904,strömen::V,экьинан,derdh
905,fließen::V,экьинан,rrjedh
906,sich drehen::V,гьанан,rrotullohem
907,schwanken::V,хъюлчу тӏун,dyzoj
908,schwanken::V,хӏуркку тӏун,dyzoj
909,schwingen::V,хъюлчай тӏун,dridhem
910,schwingen::V,хъюлчу тӏун,dridhem
911,fallen::V,багьлан,bie
912,brennen::V,ччучлан,digjem
913,rauchen::V,пуркӏу тӏун,nxjerr tym
914,regnen::V,лачӏун,bie shi
915,regnen::V,лачIлай дур,bie shi
916,gefrieren::V,микӏ лачӏун,ngrij
917,tauen::V,баслан,shkrij
918,schmelzen::V,баслан,shkrij
919,trocknen::V,кьакьан,thaj
920,sieden::V,щаран,ziej
921,faulen::V,аьллан,kalbem
922,faulen::V,аьллан,prishem
923,verfaulen::V,аьллан,kalbem
924,verfaulen::V,аьян,kalbem
925,reißen::V,ххя дукан,grisem
926,reißen::V,ххя дукан,shqyhem
927,versinken::V,оькьлан,humboj
928,versinken::V,оькьан,humboj
929,vergehen::V,лялиян,kaloj
930,erscheinen::V,буккан,dukem
931,erscheinen::V,загьир хьун,dukem
932,verschwinden::V,бат хьун,zhdukem
933,verschwinden::V,акъа хьун,zhdukem
934,sinken::V,чахь учин,ulem
935,abnehmen::V,чан хьун,pakësohem
936,abnehmen::V,чан хьун,zvogëlohem
937,abnehmen::V,ссуссукьу хьун,pakësohem
938,abnehmen::V,ссуссукьу хьун,zvogëlohem
939,zunehmen::V,гьарза хьун,shtohem
940,steigen::V,гьаз хьун,rritem
941,wachsen::V,ххяххан,rritem
942,glänzen::V,цӏай буккан,vezulloj
943,funkeln::V,цӏай-цӏай тӏун,xixoj
944,funkeln::V,цӏай-цӏай тӏун,xixëlloj
945,lärmen::V,чӏу буллан,oshtij
946,lärmen::V,чӏу буллан,zhurmoj
947,lärmen::V,аьлагъужа буллан,oshtij
948,lärmen::V,аьлагъужа буллан,zhurmoj
949,läuten::V,занг ришлан,bie
950,läuten::V,занг дуллан,bie
951,klingeln::V,занг ришлан,i bie ziles
952,klingeln::V,занг дуллан,i bie ziles
953,brausen::V,никъащилан,gjëmoj
954,rauschen::V,щурщур тӏун,fëshfërij
955,klingen::V,чӏу буклан,tingëlloj
956,bellen::V,хӏап тӏун,leh
957,blasen::V,уф тӏун,fryj
958,pfeifen::V,щютӏа тӏун,fishkëllej
959,schreien::V,чӏу бан,bërtas
960,stöhnen::V,угь-къак тӏун,rënkoj
961,zittern::V,зурзу чин,trembem
962,zittern::V,зурзу тӏун,trembem
963,leben::V,ялапар хъанан,rroj
964,leben::V,ялапар хъанан,jetoj
965,geboren werden::V,ан,lind
966,atmen::V,ссихӏ ласлан,marr frymë
967,atmen::V,ссихӏ бигьлан,marr frymë
968,trinken::V,хӏачӏан,pi
969,trinken::V,хӏачӏлан,pi
970,essen::V,канан,ha
971,schlucken::V,кьюлтӏа тӏун,gëlltis
972,schlucken::V,кьюлтӏа тӏун,kapërdij
973,müde werden::V,аьхчӏин,lodhem
974,einschlafen::V,шанан икӏан,bie të fle
975,schlafen::V,шанан,fle
976,aufwachen::V,чантӏ учин,zgjohem
977,aufstehen::V,бизан,çohem
978,aufstehen::V,бизан,ngrihem
979,sich erholen::V,бигьалаган,qetësohem
980,sich erholen::V,бигьалаган,shtendosem
981,krank werden::V,къашай хьун,bie i sëmurë
982,krank sein::V,къашай хъанан,jam i sëmurë
983,krank sein::V,къашавай икӏан,jam i sëmurë
984,schmerzen::V,цӏун,dhemb
985,husten::V,хъугьу чин,kollitem
986,husten::V,хъугьу тӏун,kollitem
987,genesen::V,хъин хьун,shërohem
988,genesen::V,сагъ лаган,shërohem
989,sterben::V,ивчӏан,vdes
990,umkommen::V,лиллан,vdes
991,umkommen::V,лиллан,mbaroj
992,umkommen::V,литӏлан,vdes
993,umkommen::V,литӏлан,mbaroj
994,umkommen::V,ажал биян,vdes
995,umkommen::V,ажал биян,mbaroj
996,umkommen::V,личӏи хьун,vdes
997,umkommen::V,личӏи хьун,mbaroj
998,umkommen::V,иакьлу хьун,vdes
999,umkommen::V,иакьлу хьун,mbaroj
1000,umkommen::V,ахир жан хъанан,vdes
1001,umkommen::V,ахир жан хъанан,mbaroj
1002,umkommen::V,рухӏирачӏа икӏан,vdes
1003,umkommen::V,рухӏирачӏа икӏан,mbaroj
1004,sich bewegen::V,сукку хьун,shkundem
1005,sich rühren::V,сукку хьун,lëviz
1006,sich erheben::V,бизан,ngrihem
1007,sich setzen::V,щяикӏан,ulem
1008,sich setzen::V,щябикӏан,ulem
1009,hinfallen::V,багьан,gremisem
1010,laufen::V,занан,eci
1011,schreiten::V,ша ласлан,çapem
1012,spazierengehen::V,сайр буллан,shëtis
1013,eilen::V,анавар буккан,ngas
1014,sich beeilen::V,анавар буккан,nxitoj
1015,sausen::V,никъа щилан,eci shpejt
1016,sausen::V,никъа щун,eci shpejt
1017,rennen::V,лечлан,vrapoj
1018,springen::V,тӏанкӏ дан,kërcej
1019,klettern::V,лахълан,hipi
1020,schaukeln::V,гьайжак бигьлан,kolovitem
1021,kriechen::V,ххярк тӏун,zvarritem
1022,schwimmen::V,гьузун,notoj
1023,tauchen::V,лултту уккан,zhytem
1024,rudern::V,бяхлан,vozis
1025,rudern::V,батӏлан,vozis
1026,rudern::V,ххялаххи дуклан,vozis
1027,fahren::V,гьан,shkoj
1028,fliegen::V,лехлан,fluturoj
1029,gehen::V,нан,eci
1030,gehen::V,нан,shkoj
1031,weggehen::V,ялагьан,vete
1032,abfahren::V,гьан,nisem
1033,anhalten::V,бацӏан,ndalem
1034,hineingehen::V,буххан,futem
1035,eintreten::V,буххан,hyj
1036,kommen::V,учӏан,vij
1037,ankommen::V,биян,arrij
1038,ankommen::V,биян,mbërrij
1039,ankommen::V,бучӏан,arrij
1040,ankommen::V,бучӏан,mbërrij
1041,zurückkommen::V,зана хъун,kthehem
1042,zurückkommen::V,зана бикӏан,kthehem
1043,bleiben::V,личӏан,mbetem
1044,bleiben::V,личӏан,qëndroj
1045,warten::V,ялугьлан,pres
1046,erwarten::V,ялугьлан,pres
1047,suchen::V,луглан,kërkoj
1048,finden::V,лякъин,gjej
1049,versuchen::V,ххал буллан,mundohem
1050,vorbereiten::V,хӏадур бан,përgatis
1051,lieben::V,эшкьи хьуиу бикӏан,dashuroj
1052,mögen::V,ххиран бикӏан,dua
1053,lachen::V,хъян,qesh
1054,weinen::V,аьтӏун,qaj
1055,schimpfen::V,дяъван,shaj
1056,schimpfen::V,ссугайи агьан,shaj
1057,sich ärgern::V,ссибизлан,bëhem verem
1058,sich fürchten::V,ингъауслан,kam frikë
1059,sich fürchten::V,ингъауслан,frikësohem
1060,fürchten::V,хӏучӏ тӏун,kam frikë nga
1061,fliehen::V,ака бан,arratisem
1062,flüchten::V,лихъан,iki
1063,sehen::V,чӏалан,shoh
1064,anschauen::V,урган,shikoj
1065,ansehen::V,буруглан,shikoj
1066,hören::V,баллан,dëgjoj
1067,zuhören::V,вичӏи дихьлан,veshtoj
1068,probieren::V,тӏин ххал буллан,provoj
1069,riechen::V,ссунтӏа тӏун,nuhas
1070,fühlen::V,дакӏнил буслан,ndiej
1071,scheinen::V,ххан,ndriçoj
1072,scheinen::V,бизан,ndriçoj
1073,scheinen::V,ххан бикӏлай бикӏан,ndriçoj
1074,vernehmen::V,баян,dëgjoj
1075,frieren::V,лигьулул хъанан,mërdhij
1076,tun::V,бан,bëj
1077,können::V,хьун,mund
1078,anfangen::V,дайдишин,filloj
1079,beenden::V,къуртал бан,kryej
1080,beenden::V,къуртал бан,mbaroj
1081,aufhören::V,кьабагьан,pushoj
1082,gelingen::V,бюхъан,më shkon mbarë
1083,öffnen::V,тӏитӏин,hap
1084,schließen::V,лакьин,mbyll
1085,stellen::V,дацӏан дан,vë
1086,stellen::V,бишин,vë
1087,setzen::V,щяитан,vë
1088,legen::V,бишин,vë
1089,berühren::V,ка щун,rrok
1090,verbinden::V,бахӏин,bashkoj
1091,verbinden::V,дахӏин,bashkoj
1092,bedecken::V,ялтту бущин,mbuloj
1093,bedecken::V,ялтту бакьин,mbuloj
1094,aufhängen::V,лахъан,var
1095,anzünden::V,лахъан,ndez
1096,aufheben::V,гьаз бан,ngre
1097,zurücklassen::V,кьаитан,lë pas
1098,zurücklassen::V,битан,lë pas
1099,verlieren::V,дакъа дан,humb
1100,fallen lassen::V,рутан,lëshoj
1101,machen::V,дан,bëj
1102,herstellen::V,яраг ишла бувиу бан,prodhoj
1103,bauen::V,дан,ndërtoj
1104,reparieren::V,дакьин дан,ndreq
1105,reparieren::V,дакьин дан,meremetoj
1106,verbessern::V,ххуй дан,përmirësoj
1107,ändern::V,баххана бан,ndërroj
1108,graben::V,дуклан,gërmoj
1109,beugen::V,лахӏан бан,kërrus
1110,beugen::V,кьус бикӏан,kërrus
1111,biegen::V,баччин,përkul
1112,biegen::V,лахӏан бан,përkul
1113,drehen::V,гьанан,dredh
1114,drehen::V,гьанан,rrotulloj
1115,wenden::V,кӏура баен бан,kthej
1116,umdrehen::V,кӏура баен бан,kthej
1117,heben::V,гьаз бан,ngre
1118,hochheben::V,гьаз бан,ngre
1119,ergreifen::V,хъап дан,rrëmbej
1120,ergreifen::V,хъап увиу угьан,rrëmbej
1121,halten::V,бугьлан,mbaj
1122,drücken::V,кьюч бигьлан,shtyp
1123,schieben::V,щун,shtyj
1124,lecken::V,ланцӏа тӏун,lëpij
1125,beißen::V,хъапа тӏун,kafshoj
1126,beißen::V,кьацӏа тӏун,kafshoj
1127,abreißen::V,буцан,shkëpus
1128,abschneiden::V,бухъан,cungoj
1129,abschneiden::V,кьукьин,cungoj
1130,binden::V,бахӏин,lidh
1131,binden::V,дахӏин,lidh
1132,brechen::V,гъагъан,thyej
1133,klopfen::V,кьутӏа тӏун,trokas
1134,hauen::V,рищун,godas
1135,kleben::V,лачӏун буллан,ngjis
1136,reiben::V,ссуку буллан,fërkoj
1137,streichen::V,дугъан,lyej
1138,streichen::V,аьгъу дан,lyej
1139,schneiden::V,духълан,pres
1140,schneiden::V,кьукьлан,pres
1141,schütteln::V,хъюлчу буллан,lëkund
1142,schwenken::V,палцӏ дуллан,valëvit
1143,schütten::V,рутӏин,mbush
1144,füllen::V,буцӏин бан,mbush
1145,einwickeln::V,кай-кай бан,mbështjell
1146,tragen::V,ларсун занан,mbaj
1147,tragen::V,ларсун занан,mbart
1148,tragen::V,ларсун ачин,mbaj
1149,tragen::V,ларсун ачин,mbart
1150,schleppen::V,ххилан,heq
1151,schleppen::V,ххилан,zhgërryej
1152,aufbewahren::V,ядан,ruaj
1153,aufbewahren::V,ядуллан,ruaj
1154,werfen::V,личин,hedh
1155,fangen::V,бугьан,kap
1156,fangen::V,бугьлан,kap
1157,verstecken::V,ладитан,fsheh
1158,verstecken::V,кьюлтӏ дан,fsheh
1159,verstecken::V,дахьлаган дан,fsheh
1160,teilen::V,бачӏин,ndaj
1161,teilen::V,бутӏа бан,ndaj
1162,schicken::V,тӏайла буккан,dërgoj
1163,bringen::V,диян дан,sjell
1164,hinzufügen::V,ххи бан,shtoj
1165,bekommen::V,ласун,kap
1166,erhalten::V,ласун,marr
1167,nehmen::V,ласун,marr
1168,wählen::V,бувчӏин,zgjedh
1169,auswählen::V,бувчӏин,përzgjedh
1170,auswählen::V,язи бугьан,përzgjedh
1171,bewahren::V,ядан,ruaj
1172,behindern::V,дайщишруду дуллан,pengoj
1173,verderben::V,зия дан,prish
1174,beschädigen::V,зарал буллан,dëmtoj
1175,zerbrechen::V,гьагъан,thyej
1176,zerbrechen::V,гьагъан бан,thyej
1177,zerreißen::V,ххяхха дуккан,çjerr
1178,zerreißen::V,ххяхха дуккан,zheloj
1179,zerstören::V,лекьан дан,prish
1180,zerstören::V,лекьан дан,shkatërroj
1181,verbrennen::V,ччуччин,djeg
1182,geben::V,дулун,jap
1183,reichen::V,дулун,jap
1184,schenken::V,пишкаш дан,fal
1185,schenken::V,пишкаш дан,dhuroj
1186,schenken::V,багъишла дан,fal
1187,schenken::V,багъишла дан,dhuroj
1188,schenken::V,ихӏсандалун дуллун,fal
1189,schenken::V,ихӏсандалун дуллун,dhuroj
1190,versprechen::V,банна чин,premtoj
1191,loben::V,цӏа дан,lëvdoj
1192,loben::V,цӏа дан,lavdëroj
1193,küssen::V,ппай тӏун,puth
1194,wiegen::V,гьуркку тӏун,tund
1195,wiegen::V,гьуркку буллан,tund
1196,wiegen::V,гьуркку бан,tund
1197,wecken::V,чантӏ учин ан,zgjoj
1198,zeigen::V,ккаккан бан,dëftej
1199,führen::V,буцин,çoj
1200,lehren::V,лахьхьин бан,arsej
1201,lehren::V,лахьхьин буллан,arsej
1202,unterrichten::V,дарс дишаван,arsimoj
1203,aufziehen::V,хъуна ан,rris
1204,aufziehen::V,тарбия ан,rris
1205,leiten::V,каялувшиву дан,udhëheq
1206,einladen::V,хъамалу оьвчин,ftoj
1207,vereinigen::V,ца бан,bashkoj
1208,besuchen::V,ялун уххан,vizitoj
1209,treffen::V,хьуна бакьин,ndesh
1210,sich versammeln::V,батӏин,tubohem
1211,spielen::V,тӏуркӏу тӏун,loz
1212,spielen::V,тӏуркӏу тӏун,luaj
1213,singen::V,балай тӏун,këndoj
1214,tanzen::V,къавтӏун,kërcej
1215,tanzen::V,къавтӏун,vallëzoj
1216,sich trennen::V,ппив хьун,ndahem
1217,verlassen::V,увккун гьан,braktis
1218,retten::V,ххассал бан,shpëtoj
1219,bewachen::V,къарал бан,ruaj
1220,schützen::V,ябан,ruaj
1221,schützen::V,ябан,mbroj
1222,verteidigen::V,буруччин,mbroj
1223,sich schlagen::V,биян,zihem
1224,schießen::V,битлан,shtie
1225,siegen::V,ххув хьун,fitoj
1226,siegen::V,ххув хьун,ngadhënjej
1227,siegen::V,ххувшаву ласун,fitoj
1228,siegen::V,ххувшаву ласун,ngadhënjej
1229,ärgern::V,ссибизан уллан,zemëroj
1230,schlagen::V,рищун,rrah
1231,schlagen::V,рищун,godas
1232,stechen::V,кьутӏин,ther
1233,stechen::V,кьутӏин,shpoj
1234,stoßen::V,щун,shtyj
1235,stehlen::V,дацин,vjedh
1236,stören::V,кьючин,pengoj
1237,belästigen::V,бизар уллан,bezdis
1238,verbergen::V,лабитан,fsheh
1239,verbergen::V,кӏучӏ бан,fsheh
1240,täuschen::V,хъяврин ан,mashtroj
1241,betrügen::V,аьикьин ан,kobis
1242,töten::V,ивчӏан,vras
1243,wohnen::V,оьрму бутлан,banoj
1244,arbeiten::V,зун,punoj
1245,arbeiten::V,зун,vardoj
1246,sammeln::V,ттихӏин,mbledh
1247,sammeln::V,ттихӏин,grumbulloj
1248,sammeln::V,вив дишин,mbledh
1249,sammeln::V,вив дишин,grumbulloj
1250,pflücken::V,риттун,vjel
1251,pflücken::V,риттун,mbledh
1252,jagen::V,авли занан,gjuaj
1253,fischen::V,чавахъру бугьлан,peshkoj
1254,fischen::V,чавахъру бугьлан,gjuaj peshk
1255,fassen::V,бугьан,zë
1256,hüten::V,урттуйн бакьлан,kullos
1257,treiben::V,дачин дуллан,vë përpara
1258,treiben::V,лихъан буллан,vë përpara
1259,anbinden::V,бахӏин,lidh
1260,füttern::V,канаки буллан,grazhdoj
1261,melken::V,ттизин,mjel
1262,hacken::V,мюрш буллан,grij
1263,hacken::V,мюрш бан,grij
1264,gießen::V,щин дишин,ujis
1265,reifen::V,диян,piqem
1266,zubereiten::V,хӏадур дан,gatuaj
1267,zubereiten::V,хӏадур бан,gatuaj
1268,kochen::V,шашан,ziej
1269,kochen::V,шашан дуллан,ziej
1270,backen::V,бишлан,pjek
1271,backen::V,бишлан,furroj
1272,backen::V,шахьлан,pjek
1273,backen::V,шахьлан,furroj
1274,braten::V,цӏарайх дуллан,fërgoj
1275,braten::V,цӏарайх дуллан,tiganis
1276,umrühren::V,хӏала бан,trazoj
1277,stricken::V,щащлан,thur
1278,stricken::V,щащан,thur
1279,nähen::V,дуруххан,qep
1280,färben::V,ранг щун,ngjyej
1281,färben::V,ранг щун,bojatis
1282,reinigen::V,марцӏ бан,qëroj
1283,reinigen::V,марцӏ бан,pastroj
1284,waschen::V,шюшин,laj
1285,waschen::V,шюшин,finjos
1286,abwischen::V,лишин,fshij
1287,spülen::V,вилаган,kulloj
1288,fegen::V,башин,fshij
1289,kehren::V,бахьлан,fshij
1290,baden::V,щинавун учӏлан,lahem
1291,sich waschen::V,диссун,lahem
1292,sich waschen::V,лажин диссун,lahem
1293,sich waschen::V,лажин дислан,lahem
1294,sich waschen::V,биссун,lahem
1295,sich waschen::V,чурх бислан,lahem
1296,ausziehen::V,ликкан,heq
1297,ausziehen::V,ликкан,zbath
1298,anziehen::V,лаххан,vesh
1299,anziehen::V,лаххан,mbath
1300,sich anziehen::V,янна лаххан,vishem
1301,kämmen::V,ттарал дуккан,kreh
1302,schmücken::V,чӏюлу бан,hijeshoj
1303,sagen::V,учин,them
1304,sprechen::V,гъалгъа тӏун,flas
1305,reden::V,гъалгъа тӏун,fjalos
1306,reden::V,гъалгъа тӏун,fjalëtoj
1307,sich unterhalten::V,гъалгъа тӏун,bisedoj
1308,fragen::V,цӏуххин,pyes
1309,bitten::V,тавакъю буллан,lus
1310,bitten::V,тавакъю буллан,lutem
1311,erzählen::V,хавар бусан,rrëfej
1312,mitteilen::V,баян бан,kumtoj
1313,mitteilen::V,хавар бан,kumtoj
1314,nennen::V,цӏа дизан,quaj
1315,rufen::V,оьвтӏун,thërras
1316,prahlen::V,цӏа дуллан,mburrem
1317,prahlen::V,цӏа дуллан,kapardisem
1318,übersetzen::V,таржума бан,përkthej
1319,denken::V,пикри буллан,mendoj
1320,glauben::V,вих хьун,besoj
1321,bemerken::V,хӏисав хъун,vërej
1322,erkennen::V,увчӏин,njoh
1323,erkennen::V,увчӏин,shquaj
1324,begreifen::V,бувчӏин,marr vesh
1325,lernen::V,лахьлан,mësoj
1326,lernen::V,лахьхьин,mësoj
1327,wissen::V,кӏулну бикӏан,di
1328,wissen::V,хавар бикӏан,di
1329,sich erinnern an::V,дакӏнин бутан,kujtoj
1330,vergessen::V,хъама битан,harroj
1331,messen::V,дуцин дуллан,mas
1332,messen::V,дуцин дан,mas
1333,zählen::V,дуккин,njeh
1334,rechnen::V,хӏисав дан,llogaris
1335,lesen::V,ккалан,lexoj
1336,lesen::V,ккалан,këndoj
1337,malen::V,сурат дуллан,lyej
1338,zeichnen::V,сурат дуллан,vizatoj
1339,schreiben::V,чичин,shkruaj
1340,schreiben::V,чичлан,shkruaj
1341,besitzen::V,дуну икӏан,kam
1342,besitzen::V,дуну дикӏан,kam
1343,besitzen::V,заллуну икӏан,kam
1344,kaufen::V,машан ласун,blej
1345,verkaufen::V,баххан,shes
1346,bezahlen::V,арцу дулун,paguaj
1347,bezahlen::V,багьа булун,paguaj
1348,zahlen::V,арцу дулун,paguaj
1349,zahlen::V,багьа булун,paguaj
1350,beherrschen::V,дуну икӏан,zotëroj
1351,beherrschen::V,заллуну икӏан,zotëroj
1352,ertragen::V,бухӏан,duroj
1353,Leber::N,,mëlçi
1354,Moor::N,,kënetë
1355,Anhöhe::N,,bregore
1356,Bucht::N,,gji deti
1357,Barsch::N,,purtekë
1358,Hecht::N,,mlysh
1359,Laus::N,,morr
1360,Ruf::N,,thirrmë
1361,Platz::N,,shesh
1362,Kante::N,,teh
1363,Größe::N,,madhësi
1364,Menge::N,,sasi
1365,Figur::N,,figurë
1366,Tasche::N,,çantë
1367,Öl::N,,vaj
1368,Schuh::N,,këpucë
1369,Leine::N,,rrip
1370,König::N,,mbret
1371,fein::A,,imët
1372,auf einmal::ADV,,njëkohësisht
1373,bald::ADV,,shpejt
1374,bald::ADV,,së shpejti
1375,einst::ADV,,dikur
1376,schon::ADV,,tashmë
1377,sie::PRN,,ata
1378,siebzig::NUM,,shtatëdhjetë
1379,klirren::V,,kërcëlloj
1380,heulen::V,,ulërij
1381,rühren::V,,mallëngjej
1382,zu sehen sein::V,,dukem
1383,wollen::V,,dua
1384,wollen::V,,dëshiroj
1385,geraten::V,,del
1386,kratzen::V,,kruaj
1387,kratzen::V,,gërvisht
1388,stecken::V,,fus
1389,stecken::V,,ngul
1390,schleifen::V,,mpreh
1391,rütteln::V,,shkund
1392,ziehen::V,,tërheq
1393,packen::V,,rrëmbej
1394,wünschen::V,,uroj
1395,zudecken::V,,mbuloj
1396,antreiben::V,,nxis
1397,lassen::V,,detyroj
1398,treten::V,,shtyj
1399,treten::V,,shtyj më këmbë
1400,verstehen::V,,marr vesh
