,Concept_ID,nl,ce
808,neunzig::NUM,negentig,дезткъе итт
809,hundert::NUM,honderd,бӏе
810,tausend::NUM,duizend,эзар
811,und::CNJ,en,a
812,oder::CNJ,of,я
813,stehen::V,staan,латта
814,sitzen::V,zitten,хиъна ӏан
815,liegen::V,liggen,ӏилла
816,hängen::V,hangen,кхаза
817,werden::V,worden,хила
818,passieren::V,gebeuren,хила
819,beginnen::V,beginnen,доло
820,enden::V,eindigen,дӏадерза
821,wechseln::V,wijzigen,хийца
822,wechseln::V,veranderen,хийца
823,aufgehen[Sonne]::V,opgaan,кхета
824,untergehen[Sonne]::V,ondergaan,чубуза
825,scheinen[Sonne]::V,schijnen,серло яла
826,donnern::V,donderen,къекъа
827,wehen::V,waaien,хьекха
828,strömen::V,stromen,эха
829,fließen::V,vloeien,охьаэха
830,sich drehen::V,draaien,хьийза
831,sich drehen::V,zich draaien,хьийза
832,schwanken::V,wankelen,леста
833,schwingen::V,zwieren,лесто
834,fallen::V,vallen,охьакхета
835,brennen::V,branden,дага
836,rauchen::V,roken,оза
837,regnen::V,regenen,догlа догlу
838,gefrieren::V,bevriezen,гӏоро
839,tauen::V,dooien,даша
840,schmelzen::V,smelten,лала
841,trocknen::V,drogen,дакъо
842,sieden::V,koken,кхехка
843,sieden::V,zieden,кхехка
844,faulen::V,rotten,дахкадала
845,verfaulen::V,verrotten,дахкадала
846,reißen::V,scheuren,хеда
847,versinken::V,verzinken,хичудаха
848,vergehen::V,vergaan,дlаэха
849,erscheinen::V,opdagen,схьадала
850,erscheinen::V,opdagen,ӏоттадала
851,erscheinen::V,verschijnen,схьадала
852,erscheinen::V,verschijnen,ӏоттадала
853,verschwinden::V,verdwijnen,къайладала
854,sinken::V,zinken,лахдала
855,abnehmen::V,afnemen,
856,abnehmen::V,verminderen,
857,zunehmen::V,toenemen,лакхадала
858,steigen::V,stijgen,хьаладала
859,steigen::V,omhooggaan,хьаладала
860,wachsen::V,groeien,кхиа
861,glänzen::V,glanzen,лепа
862,glänzen::V,schitteren,лепа
863,funkeln::V,fonkelen,къега
864,lärmen::V,lawaai maken,гӏовгӏаян
865,läuten::V,luiden,детта
866,klingeln::V,bellen,дека
867,klirren::V,rinkelen,дека
868,brausen::V,bruisen,хьаьдда даха
869,rauschen::V,ruisen,леста
870,klingen::V,klinken,дека
871,bellen::V,blaffen,лета
872,heulen::V,huilen,угӏа
873,blasen::V,blazen,хӏуп баха
874,pfeifen::V,fluiten,шок етта
875,schreien::V,gillen,мохь бетта
876,schreien::V,schreeuwen,мохь бетта
877,stöhnen::V,steunen,узарш дан
878,zittern::V,beven,дега
879,zittern::V,sidderen,дега
880,leben::V,leven,даха
881,geboren werden::V,geboren worden,хила
882,atmen::V,ademen,садеӏа
883,trinken::V,drinken,мала
884,essen::V,eten,кхалла
885,schlucken::V,slikken,къурдбан
886,müde werden::V,moe worden,кӏаддала
887,einschlafen::V,inslapen,наб кхета
888,schlafen::V,slapen,вижа
889,schlafen::V,slapen,наб ян
890,schlafen::V,slapen,дижина хила
891,aufwachen::V,ontwaken,самадала
892,aufwachen::V,wakker worden,самадала
893,aufstehen::V,opstaan,гӏатта
894,sich erholen::V,zich ontspannen,садаӏа
895,krank werden::V,ziek worden,цомгуш хила
896,krank sein::V,ziek zijn,цомгуш хила
897,schmerzen::V,pijn doen,лаза
898,schmerzen::V,pijn doen,ӏийжа
899,husten::V,hoesten,йовхарш етта
900,genesen::V,genezen,тадала
901,sterben::V,sterven,дала
902,sterben::V,overlijden,дала
903,umkommen::V,omkomen,хӏаллакхила
904,sich bewegen::V,zich bewegen,лела
905,sich rühren::V,zich verroeren,меттахъхьен
906,sich erheben::V,oprijzen,хьалагlатта
907,sich erheben::V,verrijzen,хьалагlатта
908,sich setzen::V,gaan zitten,хаа
909,hinfallen::V,vallen,дожа
910,hinfallen::V,vallen,охьакхета
911,hinfallen::V,neervallen,дожа
912,hinfallen::V,neervallen,охьакхета
913,laufen::V,lopen,вада
914,laufen::V,lopen,хьада
915,schreiten::V,stappen,болар дан
916,schreiten::V,stappen,ког баккха
917,schreiten::V,schrijden,болар дан
918,schreiten::V,schrijden,ког баккха
919,spazierengehen::V,gaan wandelen,доладала
920,eilen::V,ijlen,сихдала
921,eilen::V,haasten,сихдала
922,sich beeilen::V,zich haasten,сихдала
923,sausen::V,stuiven,
924,rennen::V,rennen,дада
925,springen::V,springen,ирхкхийсадала
926,klettern::V,klimmen,тӏедийла
927,klettern::V,klauteren,тӏедийла
928,schaukeln::V,schommelen,техко
929,kriechen::V,kruipen,такха
930,schwimmen::V,zwemmen,некадан
931,tauchen::V,duiken,чулелха
932,rudern::V,roeien,дига лело
933,rudern::V,roeien,кема лело
934,fahren::V,rijden,хахка
935,fliegen::V,vliegen,тӏемадала
936,gehen::V,gaan,лeла
937,weggehen::V,weggaan,дӏадаха
938,abfahren::V,vertrekken,дӏадаха
939,anhalten::V,stoppen,саца
940,anhalten::V,stilhouden,саца
941,hineingehen::V,ingaan,чудала
942,hineingehen::V,binnengaan,чудала
943,eintreten::V,binnenkomen,чудала
944,kommen::V,komen,кхача
945,kommen::V,komen,дӏакхача
946,kommen::V,komen,схьакхача
947,ankommen::V,aankomen,кхача
948,ankommen::V,aankomen,схьакхача
949,zurückkommen::V,terugkomen,юхада
950,bleiben::V,blijven,диса
951,warten::V,wachten,хьежа
952,warten::V,wachten,cобар дан
953,erwarten::V,verwachten,хьоьжуш ӏан
954,suchen::V,zoeken,леха
955,finden::V,vinden,каро
956,versuchen::V,proberen,дан хьажа
957,versuchen::V,beproeven,дан хьажа
958,vorbereiten::V,voorbereiden,кечъян
959,lieben::V,houden van,деза
960,mögen::V,lusten,безамхила
961,mögen::V,houden van,безамхила
962,lachen::V,lachen,дела
963,rühren::V,roeren,хьедан
964,weinen::V,huilen,делха
965,weinen::V,schreien,делха
966,schimpfen::V,kijven,чехо
967,schimpfen::V,schelden,чехо
968,sich ärgern::V,zich ergeren,оьгӏазъэха
969,sich fürchten::V,bang zijn,кхера
970,fürchten::V,vrezen,кхера
971,fliehen::V,vluchten,дӏадада
972,flüchten::V,ontsnappen,дӏадада
973,flüchten::V,ontkomen,дӏадада
974,sehen::V,zien,ган
975,anschauen::V,aankijken,хьажа
976,anschauen::V,aankijken,хьежа
977,ansehen::V,aanzien,хьовса
978,ansehen::V,bekijken,хьовса
979,hören::V,horen,хаза
980,zuhören::V,luisteren,ладогӏа
981,probieren::V,proeven,хьажа
982,riechen::V,ruiken,хьожа яха
983,fühlen::V,voelen,хаадала
984,scheinen::V,lijken,мотта
985,zu sehen sein::V,te zien zijn,гуш хила
986,vernehmen::V,vernemen,бартхатта
987,frieren::V,het koud hebben,гӏоро
988,tun::V,doen,дан
989,können::V,kunnen,дадала
990,wollen::V,willen,тӏергӏа
991,anfangen::V,beginnen,доло
992,anfangen::V,aanvangen,доло
993,beenden::V,beëindigen,довла
994,aufhören::V,ophouden,саца
995,gelingen::V,lukken,кадала
996,gelingen::V,gelukken,кадала
997,geraten::V,uitvallen,хила
998,öffnen::V,openen,дӏаделла
999,öffnen::V,openen,схьаделла
1000,öffnen::V,opendoen,дӏаделла
1001,öffnen::V,opendoen,схьаделла
1002,schließen::V,sluiten,къовла
1003,schließen::V,sluiten,дӏачӏагӏа
1004,schließen::V,dichtdoen,къовла
1005,schließen::V,dichtdoen,дӏачӏагӏа
1006,stellen::V,stellen,хlотто
1007,stellen::V,plaatsen,хlотто
1008,setzen::V,zetten,дийгӏа
1009,setzen::V,plaatsen,дийгӏа
1010,legen::V,leggen,охьадилла
1011,berühren::V,aanraken,хьедан
1012,verbinden::V,verbinden,вовшахтаса
1013,bedecken::V,bedekken,тилла
1014,bedecken::V,bedekken,тӏетаса
1015,aufhängen::V,ophangen,хьалаолла
1016,anzünden::V,aansteken,лато
1017,aufheben::V,oprapen,айа
1018,zurücklassen::V,achterlaten,дита
1019,verlieren::V,verliezen,дайа
1020,fallen lassen::V,laten vallen,охьадожо
1021,machen::V,maken,дан
1022,herstellen::V,produceren,дан
1023,herstellen::V,voortbrengen,дан
1024,bauen::V,bouwen,гӏишлоян
1025,reparieren::V,repareren,тадан
1026,reparieren::V,herstellen,тадан
1027,verbessern::V,verbeteren,нисдан
1028,ändern::V,wijzigen,хийца
1029,ändern::V,veranderen,хийца
1030,graben::V,graven,ахка
1031,beugen::V,buigen,сатто
1032,biegen::V,buigen,сатто
1033,drehen::V,draaien,хьовзо
1034,wenden::V,keren,
1035,wenden::V,wenden,
1036,umdrehen::V,omdraaien,хьовзo
1037,heben::V,heffen,айа
1038,heben::V,heffen,хьалаайа
1039,heben::V,optillen,айа
1040,heben::V,optillen,хьалаайа
1041,hochheben::V,tillen,хьалаайа
1042,ergreifen::V,pakken,дӏалаца
1043,ergreifen::V,grijpen,дӏалаца
1044,halten::V,houden,латто
1045,drücken::V,drukken,тӏетаӏо
1046,schieben::V,duwen,татта
1047,schieben::V,schuiven,татта
1048,kratzen::V,krassen,мӏараш тийса
1049,lecken::V,likken,мотт хьекха
1050,beißen::V,bijten,катoха
1051,abreißen::V,afrukken,схьадаккха
1052,abreißen::V,afscheuren,схьадаккха
1053,abschneiden::V,afsnijden,кхада
1054,binden::V,binden,дӏадехка
1055,binden::V,binden,вовшахтаса
1056,stecken::V,steken,чудахийта
1057,brechen::V,breken,кагдан
1058,klopfen::V,kloppen,детта
1059,hauen::V,houwen,етта
1060,kleben::V,plakken,тӏелато
1061,reiben::V,wrijven,хьекхо
1062,streichen::V,smeren,тlехьакха
1063,schleifen::V,slijpen,ирдан
1064,schneiden::V,snijden,ларга
1065,rütteln::V,schudden,лесто
1066,schütteln::V,schudden,лесто
1067,schwenken::V,wuiven,лесто
1068,schwenken::V,zwaaien,лесто
1069,schütten::V,gieten,дотта
1070,schütten::V,storten,дотта
1071,füllen::V,vullen,дуза
1072,einwickeln::V,inwikkelen,хьарчо
1073,tragen::V,dragen,дахьа
1074,schleppen::V,slepen,ийзо
1075,ziehen::V,trekken,озо
1076,aufbewahren::V,bewaren,ӏалашдан
1077,werfen::V,gooien,кхосса
1078,fangen::V,vangen,леца
1079,packen::V,pakken,леца
1080,packen::V,vastpakken,леца
1081,verstecken::V,verstoppen,къайладаккха
1082,teilen::V,delen,декъа
1083,schicken::V,sturen,дӏадахьийта
1084,bringen::V,brengen,дан
1085,hinzufügen::V,toevoegen,тӏетоха
1086,bekommen::V,verkrijgen,даккха
1087,erhalten::V,krijgen,даккха
1088,nehmen::V,nemen,схьаэца
1089,wählen::V,kiezen,харжа
1090,wählen::V,verkiezen,харжа
1091,auswählen::V,uitkiezen,харжа
1092,bewahren::V,bewaren,lалашдан
1093,behindern::V,hinderen,новкъарло ян
1094,verderben::V,bederven,талхо
1095,beschädigen::V,beschadigen,дохо
1096,zerbrechen::V,breken,дохо
1097,zerbrechen::V,breken,кагдан
1098,zerbrechen::V,stukbreken,дохо
1099,zerbrechen::V,stukbreken,кагдан
1100,zerreißen::V,scheuren,хадо
1101,zerreißen::V,verscheuren,хадо
1102,zerstören::V,vernielen,дохо
1103,zerstören::V,vernielen,кагдан
1104,verbrennen::V,branden,даго
1105,verbrennen::V,verbranden,даго
1106,geben::V,geven,яла
1107,reichen::V,reiken,дӏадала
1108,reichen::V,reiken,дӏакховдо
1109,reichen::V,aanreiken,дӏадала
1110,reichen::V,aanreiken,дӏакховдо
1111,schenken::V,schenken,совгӏат дан
1112,versprechen::V,beloven,ваӏда дан
1113,wünschen::V,wensen,лаа
1114,loben::V,loven,хасто
1115,loben::V,prijzen,хасто
1116,küssen::V,kussen,оба яккха
1117,wiegen::V,wiegen,тахка
1118,zudecken::V,toedekken,тӏетаса
1119,wecken::V,wekken,самадаккха
1120,zeigen::V,tonen,гайта
1121,zeigen::V,wijzen,гайта
1122,führen::V,voeren,дига
1123,lehren::V,leren,ӏамо
1124,unterrichten::V,onderwijzen,хьеха
1125,aufziehen::V,grootbrengen,кхио
1126,leiten::V,leiden,урхалла дан
1127,antreiben::V,aandrijven,сихдан
1128,lassen::V,laten,-йта
1129,einladen::V,uitnodigen,кхайкха
1130,vereinigen::V,verenigen,цхьаьнатоха
1131,besuchen::V,bezoeken,хьажахIотта
1132,treffen::V,treffen,дуьхьалкхета
1133,treffen::V,ontmoeten,дуьхьалкхета
1134,sich versammeln::V,zich verzamelen,гулдан
1135,spielen::V,spelen,ловза
1136,singen::V,zingen,лакха
1137,tanzen::V,dansen,хелхадала
1138,sich trennen::V,van elkaar gaan,къаста
1139,verlassen::V,verlaten,дита
1140,retten::V,redden,кӏелхьардаккха
1141,bewachen::V,bewaken,ха дан
1142,schützen::V,beschermen,лардан
1143,verteidigen::V,verdedigen,лардан
1144,sich schlagen::V,knokken,етта
1145,schießen::V,schieten,детта
1146,siegen::V,overwinnen,тола
1147,ärgern::V,ergeren,оьгӏаздахийта
1148,schlagen::V,slaan,тоха
1149,treten::V,trappen,мийра тоха
1150,treten::V,schoppen,мийра тоха
1151,stechen::V,steken,ӏотта
1152,stechen::V,steken,къовзо
1153,stechen::V,prikken,ӏотта
1154,stechen::V,prikken,къовзо
1155,stoßen::V,stoten,татта
1156,stehlen::V,stelen,лачкъо
1157,stören::V,storen,новкъарло ян
1158,stören::V,verstoren,новкъарло ян
1159,belästigen::V,lastig vallen,сагатдан
1160,verbergen::V,verbergen,къайладаккха
1161,täuschen::V,misleiden,ӏexo
1162,betrügen::V,bedriegen,ледан
1163,töten::V,doden,ден
1164,wohnen::V,wonen,даха
1165,arbeiten::V,werken,къахьега
1166,sammeln::V,inzamelen,гулдан
1167,sammeln::V,verzamelen,гулдан
1168,pflücken::V,plukken,даха
1169,jagen::V,jagen,талла
1170,fischen::V,vissen,чӏерий леца
1171,fassen::V,vangen,лаца
1172,fassen::V,vangen,схьалаца
1173,hüten::V,hoeden,лардан
1174,treiben::V,drijven,лахка
1175,anbinden::V,vastbinden,дӏадехка
1176,füttern::V,voeren,хӏума яла
1177,melken::V,melken,оза
1178,hacken::V,hakken,
1179,gießen::V,gieten,хи тоха
1180,reifen::V,rijpen,хьекъа
1181,zubereiten::V,klaarmaken,кечъян
1182,zubereiten::V,klaarmaken,кхача бан
1183,zubereiten::V,toebereiden,кечъян
1184,zubereiten::V,toebereiden,кхача бан
1185,kochen::V,koken,кхача бан
1186,backen::V,bakken,датта
1187,braten::V,braden,кхарза
1188,umrühren::V,omroeren,кего
1189,stricken::V,breien,
1190,nähen::V,naaien,тега
1191,färben::V,verven,басардан
1192,färben::V,kleuren,басардан
1193,reinigen::V,reinigen,цӏандан
1194,waschen::V,wassen,йила
1195,waschen::V,wassen,йитта
1196,waschen::V,wassen,дӏадайа
1197,abwischen::V,afvegen,дӏадайа
1198,spülen::V,spoelen,хи кхарза
1199,spülen::V,afwassen,хи кхарза
1200,fegen::V,vegen,нуй хьакха
1201,kehren::V,vegen,нуй хьакха
1202,baden::V,baden,лийча
1203,sich waschen::V,zich wassen,юьхь йила
1204,ausziehen::V,uittrekken,духар дӏадаккха
1205,anziehen::V,aantrekken,
1206,sich anziehen::V,zich aankleden,духа
1207,kämmen::V,kammen,ехк хьакха
1208,schmücken::V,tooien,хаздан
1209,sagen::V,zeggen,ала
1210,sprechen::V,spreken,баха
1211,sprechen::V,spreken,мотт бийца
1212,reden::V,praten,къамел дан
1213,sich unterhalten::V,zich onderhouden,къамел дан
1214,fragen::V,vragen,хатта
1215,bitten::V,vragen,деха
1216,bitten::V,verzoeken,деха
1217,erzählen::V,vertellen,дийца
1218,mitteilen::V,meedelen,хаам бан
1219,nennen::V,noemen,цӏе яккха
1220,rufen::V,roepen,кхайкха
1221,prahlen::V,pralen,куралла ян
1222,prahlen::V,pralen,дозалла дан
1223,übersetzen::V,vertalen,гоч дан
1224,denken::V,denken,ойла ян
1225,glauben::V,geloven,теша
1226,bemerken::V,bemerken,ган
1227,erkennen::V,herkennen,довза
1228,begreifen::V,begrijpen,кхета
1229,verstehen::V,verstaan,кхета
1230,lernen::V,leren,деша
1231,wissen::V,weten,хаа
1232,sich erinnern an::V,zich herinneren aan,дагадан
1233,vergessen::V,vergeten,дицдала
1234,messen::V,meten,дуста
1235,zählen::V,tellen,дагардан
1236,rechnen::V,rekenen,лара
1237,lesen::V,lezen,еша
1238,malen::V,schilderen,сурт дилла
1239,zeichnen::V,tekenen,сурт дилла
1240,schreiben::V,schrijven,яздан
1241,besitzen::V,bezitten,доладан
1242,kaufen::V,kopen,эца
1243,verkaufen::V,verkopen,дохка
1244,bezahlen::V,betalen,мах бала
1245,zahlen::V,betalen,мах бала
1246,beherrschen::V,beheersen,собаре хила
1247,ertragen::V,verdragen,лан
1248,ertragen::V,verdragen,сатоха
1249,ertragen::V,verdragen,садетта
