,Concept_ID,mhr,uk
751,oben::ADV,ӱмба́лне,вгорі
752,hinauf::ADV,кӱ́ш,вгору
753,hinauf::ADV,кӱ́шкӧ,вгору
754,überall::ADV,чыла́ вере́,скрізь
755,nicht::ADV,ок,не
756,nicht::ADV,о́геш,не
757,ein wenig::ADV,изи́ш,трохи
758,ein wenig::ADV,изи́ш,небагато
759,kaum::ADV,пыкше́,ледве
760,sehr::ADV,чот,дуже
761,so::ADV,тыге́,так
762,noch::ADV,а́ле,ще
763,nur::ADV,гына́,лише
764,nur::ADV,гына́,тільки
765,schon::ADV,ы́нде,вже
766,wieder::ADV,ада́к,знову
767,vergebens::ADV,ара́м,дарма
768,vor::PRP,о́нчыч,перед
769,hinter::PRP,шеҥге́лне,ззаду
770,hinter::PRP,шеҥге́лне,позаду
771,unter::PRP,йыма́лне,під
772,durch::PRP,вошт,крізь
773,neben::PRP,вокте́н,біля
774,zwischen::PRP,кокла́ште,між
775,wegen::PRP,верч,з-за
776,wegen::PRP,верч,через
777,dies::PRN,ти́де,це
778,das::PRN,са́де,то
779,alles::PRN,чыла́,все
780,ich::PRN,мый,я
781,du::PRN,тый,ти
782,er::PRN,ту́до,він
783,wir::PRN,ме,ми
784,ihr::PRN,те,ви
785,sie::PRN,ну́но,вони
786,was::FPRN,мо,що
787,wer::FPRN,кӧ,хто
788,wo::FADV,куша́н,де
789,wohin::FADV,куш,куди
790,wohin::FADV,ку́шко,куди
791,wie::FADV,кузе́,як
792,warum::FADV,мо,чому
793,warum::FADV,мола́н,чому
794,wieviel::FNUM,куна́р,скільки
795,eins::NUM,ик,один
796,zwei::NUM,ко́кыт,два
797,drei::NUM,кум,три
798,vier::NUM,ныл,чотири
799,fünf::NUM,вич,п’ять
800,sechs::NUM,куд,шість
801,sieben::NUM,шым,сім
802,acht::NUM,канда́ш,вісім
803,neun::NUM,инде́ш,дев’ять
804,zehn::NUM,лу,десять
805,elf::NUM,лати́к,одинадцять
806,zwölf::NUM,латко́к,дванадцять
807,zwanzig::NUM,ко́ло,двадцять
808,dreißig::NUM,ку́мло,тридцять
809,vierzig::NUM,ны́лле,сорок
810,fünfzig::NUM,ви́тле,п’ятдесят
811,sechzig::NUM,ку́дло,шістдесят
812,siebzig::NUM,шы́мле,сімдесят
813,achtzig::NUM,канда́шле,вісімдесят
814,neunzig::NUM,инде́шле,дев’яносто
815,hundert::NUM,шӱ́дӧ,сто
816,tausend::NUM,тӱже́м,тисяча
817,und::CNJ,да,і
818,und::CNJ,ден,і
819,oder::CNJ,я,або
820,oder::CNJ,а́ле,або
821,stehen::V,шога́ш,стояти
822,sitzen::V,шинча́ш,сидіти
823,liegen::V,кия́ш,лежати
824,hängen::V,кеча́ш,висіти
825,werden::V,лия́ш,стати
826,werden::V,лия́ш,робитися
827,passieren::V,лия́ш,трапитися
828,beginnen::V,тӱҥгала́ш,початися
829,enden::V,пыта́ш,кінчитися
830,wechseln::V,вашталта́ш,мінятися
831,aufgehen[Sonne]::V,лекта́ш,зійти
832,untergehen[Sonne]::V,шинча́ш,зайти
833,scheinen[Sonne]::V,волгалта́ш,світити
834,donnern::V,кӱдырта́ш,гриміти
835,donnern::V,сургалта́ш,гриміти
836,wehen::V,пуа́ш,віяти
837,strömen::V,шийалтара́ш,литися
838,fließen::V,йога́ш,текти
839,sich drehen::V,пӧрда́ш,обертатися
840,schwanken::V,лӱҥга́ш,коливатися
841,schwanken::V,тайныла́ш,коливатися
842,schwingen::V,рӱпшалта́ш,хитатися
843,schwingen::V,рӱпшалта́ш,гойдатися
844,fallen::V,воза́ш,падати
845,fallen::V,йӧрла́ш,падати
846,brennen::V,йӱла́ш,горіти
847,rauchen::V,шикша́ш,диміти
848,regnen::V,йӱра́ш,дощити
849,gefrieren::V,кылма́ш,змерзнути
850,gefrieren::V,ияҥа́ш,змерзнути
851,tauen::V,шула́ш,танути
852,schmelzen::V,лева́ш,плавитися
853,trocknen::V,кошка́ш,сохнути
854,sieden::V,шола́ш,кипіти
855,faulen::V,шӱя́ш,гнити
856,verfaulen::V,шӱйы́н шуа́ш,згнити
857,reißen::V,кӱрла́ш,рватися
858,versinken::V,пуре́н кая́ш,тонути
859,vergehen::V,эрте́н кая́ш,проходити
860,erscheinen::V,толы́н лекта́ш,з’явитися
861,verschwinden::V,йома́ш,щезнути
862,verschwinden::V,йома́ш,зникнути
863,sinken::V,пуча́ш,спадати
864,abnehmen::V,пуча́ш,поменшитися
865,zunehmen::V,шукема́ш,збільшуватися
866,steigen::V,нӧлталта́ш,підніматися
867,wachsen::V,кушка́ш,рости
868,glänzen::V,йылгыжа́ш,блищати
869,funkeln::V,чолга́ш,блискати
870,lärmen::V,рӱшка́ш,шуміти
871,läuten::V,мура́ш,дзвонити
872,klingeln::V,йыҥгырта́ш,дзвонити
873,klirren::V,чылдыртата́ш,дзвякати
874,brausen::V,лӱшка́ш,бушувати
875,rauschen::V,лыжга́ш,шелестіти
876,klingen::V,йоҥга́ш,лунати
877,klingen::V,йоҥга́ш,звучати
878,bellen::V,опта́ш,гавкати
879,heulen::V,урмыжа́ш,вити
880,blasen::V,пуала́ш,дунути
881,pfeifen::V,шӱ́шкаш,свистіти
882,schreien::V,кычкыра́ш,кричати
883,stöhnen::V,йыҥыса́ш,стогнати
884,zittern::V,чытыра́ш,тремтіти
885,leben::V,ила́ш,жити
886,geboren werden::V,шоча́ш,народитися
887,atmen::V,шӱла́ш,дихати
888,trinken::V,йӱа́ш,пити
889,essen::V,кочка́ш,їсти
890,schlucken::V,нела́ш,ковтати
891,müde werden::V,ноя́ш,втомитися
892,einschlafen::V,мале́н колта́ш,заснути
893,schlafen::V,мала́ш,спати
894,aufwachen::V,помыжалта́ш,прокинутися
895,aufstehen::V,кынела́ш,встати
896,sich erholen::V,кана́ш,відпочивати
897,krank werden::V,черлане́н воза́ш,захворіти
898,krank sein::V,черлане́н кия́ш,хворіти
899,schmerzen::V,коршта́ш,боліти
900,husten::V,кокыра́ш,кашляти
901,genesen::V,тӱрла́ш,одужати
902,genesen::V,тӱрла́ш,видужати
903,genesen::V,тазаҥа́ш,одужати
904,genesen::V,тазаҥа́ш,видужати
905,sterben::V,кола́ш,померти
906,umkommen::V,вуй йома́ш,згинути
907,sich bewegen::V,кошта́ш,рухатися
908,sich rühren::V,тарвана́ш,ворушитися
909,sich erheben::V,кынела́ш,встати
910,sich setzen::V,шинча́ш,сісти
911,hinfallen::V,йӧрла́ш,упасти
912,laufen::V,кошта́ш,ходити
913,schreiten::V,ошкыла́ш,крокувати
914,spazierengehen::V,гуля́яш,гуляти
915,eilen::V,вашка́ш,спішити
916,sich beeilen::V,вашкешта́ш,поспішати
917,sausen::V,юлтка́ш,мчатися
918,rennen::V,куржтала́ш,бігати
919,springen::V,тӧршта́ш,скакати
920,springen::V,тӧршта́ш,стрибати
921,klettern::V,кӱза́ш,лазити
922,schaukeln::V,лӱҥгалта́ш,гойдатися
923,kriechen::V,нушка́ш,повзати
924,schwimmen::V,ия́ш,пливти
925,schwimmen::V,ия́ш,плавати
926,tauchen::V,шуҥгалта́ш,пірнати
927,rudern::V,удыра́ш,гребти
928,rudern::V,удыра́ш,веслувати
929,fahren::V,кудала́ш,їхати
930,fliegen::V,чоҥешта́ш,літати
931,gehen::V,кая́ш,іти
932,weggehen::V,кораҥа́ш,піти
933,abfahren::V,лекта́ш,від’їхати
934,abfahren::V,лекта́ш,відправитися
935,anhalten::V,чарна́ш,зупинитися
936,hineingehen::V,пура́ш,входити
937,eintreten::V,пура́ш,увійти
938,kommen::V,тола́ш,прийти
939,ankommen::V,шуа́ш,прибути
940,zurückkommen::V,пӧртыла́ш,повернутися
941,bleiben::V,кода́ш,залишитися
942,warten::V,вуча́ш,чекати
943,erwarten::V,вуча́ш,чекати
944,suchen::V,кычала́ш,шукати
945,finden::V,муа́ш,знайти
946,versuchen::V,толаша́ш,випробовувати
947,vorbereiten::V,ямдыла́ш,підготувати
948,lieben::V,йӧрата́ш,любити
949,mögen::V,йӧрата́ш,любити
950,mögen::V,йӧрата́ш,подобатися
951,lachen::V,воштыла́ш,сміятися
952,rühren::V,ку́мыл тарвата́ш,розчулити
953,weinen::V,шорта́ш,плакати
954,schimpfen::V,каргаша́ш,лаятися
955,sich ärgern::V,сыра́ш,сердитися
956,sich fürchten::V,лӱда́ш,боятися
957,fürchten::V,лӱда́ш,боятися
958,fliehen::V,куржа́ш,тікати
959,flüchten::V,куржа́ш,утекти
960,sehen::V,ужа́ш,бачити
961,anschauen::V,онча́ш,поглянути
962,ansehen::V,эскера́ш,дивитися на
963,hören::V,кола́ш,чути
964,zuhören::V,колышта́ш,слухати
965,probieren::V,тамла́ш,покуштувати
966,riechen::V,ӱпшынча́ш,нюхати
967,fühlen::V,шижа́ш,відчувати
968,scheinen::V,чуча́ш,здаватися
969,zu sehen sein::V,коя́ш,виднітися
970,vernehmen::V,кола́ш,почути
971,frieren::V,кылма́ш,мерзнути
972,tun::V,ышта́ш,робити
973,können::V,мошта́ш,могти
974,wollen::V,тӱна́ш,хотіти
975,anfangen::V,тӱҥала́ш,почати
976,beenden::V,пытара́ш,закінчити
977,aufhören::V,чарна́ш,перестати
978,gelingen::V,сай лекта́ш,вдатися
979,geraten::V,лекта́ш,опинитися
980,öffnen::V,поча́ш,відкрити
981,schließen::V,петыра́ш,закрити
982,stellen::V,шында́ш,поставити
983,setzen::V,шында́ш,посадити
984,legen::V,опта́ш,класти
985,legen::V,пышта́ш,класти
986,berühren::V,тӱка́ш,чіпати
987,verbinden::V,пида́ш,зв’язати
988,bedecken::V,леведа́ш,покрити
989,aufhängen::V,сака́ш,повісити
990,anzünden::V,чӱкта́ш,запалити
991,aufheben::V,нӧлтала́ш,підняти
992,zurücklassen::V,кода́ш,залишити
993,verlieren::V,йомдара́ш,загубити
994,fallen lassen::V,воза́ш,упустити
995,machen::V,ышта́ш,зробити
996,herstellen::V,ямдыла́ш,виготовити
997,bauen::V,чоҥа́ш,будувати
998,reparieren::V,ачала́ш,лагодити
999,verbessern::V,саемда́ш,поліпшити
1000,ändern::V,весемда́ш,змінити
1001,graben::V,кӱнча́ш,копати
1002,beugen::V,пӱгырта́ш,зігнути
1003,biegen::V,лывырта́ш,погнути
1004,drehen::V,пӱтыра́ш,вертіти
1005,wenden::V,ирала́ш,повернути
1006,umdrehen::V,савырала́ш,перевернути
1007,heben::V,нӧлта́ш,піднімати
1008,hochheben::V,нӧлта́ш,підняти
1009,ergreifen::V,руалта́ш,схопити
1010,halten::V,куча́ш,тримати
1011,drücken::V,иша́ш,натискати
1012,drücken::V,темда́ш,натискати
1013,schieben::V,шӱкала́ш,пхати
1014,schieben::V,шӱкала́ш,штовхати
1015,kratzen::V,удыра́ш,шкребти
1016,lecken::V,нула́ш,лизати
1017,beißen::V,пура́ш,кусати
1018,abreißen::V,кӱрла́ш,відірвати
1019,abschneiden::V,пӱчка́ш,відрізати
1020,binden::V,кылда́ш,в’язати
1021,stecken::V,шуралта́ш,увіткнути
1022,brechen::V,тодышта́ш,зламати
1023,klopfen::V,кыра́ш,стукати
1024,hauen::V,тӱя́ш,бити
1025,kleben::V,клеитла́ш,клеїти
1026,reiben::V,йыга́ш,терти
1027,reiben::V,туржала́ш,терти
1028,streichen::V,шӱра́ш,намазати
1029,schleifen::V,шума́ш,точити
1030,schleifen::V,яна́ш,точити
1031,schneiden::V,пӱчка́ш,різати
1032,rütteln::V,рӱза́ш,хитати
1033,schütteln::V,почка́ш,трясти
1034,schwenken::V,рӱза́ш,махати
1035,schütten::V,опта́ш,налити
1036,füllen::V,тема́ш,наповнити
1037,einwickeln::V,вӱдыла́ш,загорнути
1038,tragen::V,нумала́ш,нести
1039,schleppen::V,шӱдыра́ш,тягти
1040,ziehen::V,шупша́ш,тягнути
1041,aufbewahren::V,арала́ш,зберігати
1042,werfen::V,шуа́ш,кидати
1043,werfen::V,кышка́ш,кидати
1044,fangen::V,куча́ш,ловити
1045,packen::V,руалта́ш,схопити
1046,verstecken::V,тоя́ш,сховати
1047,teilen::V,пӧла́ш,розділити
1048,schicken::V,колта́ш,посилати
1049,bringen::V,конда́ш,принести
1050,hinzufügen::V,ешара́ш,додати
1051,bekommen::V,нала́ш,дістати
1052,erhalten::V,нала́ш,одержати
1053,nehmen::V,нала́ш,взяти
1054,wählen::V,сайла́ш,вибрати
1055,auswählen::V,таҥгла́ш,відібрати
1056,bewahren::V,сакла́ш,зберегти
1057,behindern::V,чаракла́ш,перешкоджати
1058,verderben::V,пужа́ш,зіпсувати
1059,beschädigen::V,пужа́ш,зашкодити
1060,zerbrechen::V,пудырта́ш,розбити
1061,zerreißen::V,кӱрла́ш,розірвати
1062,zerstören::V,шалата́ш,зруйнувати
1063,verbrennen::V,йӱлата́ш,спалити
1064,geben::V,пуа́ш,дати
1065,reichen::V,пуа́ш,передати
1066,schenken::V,пӧлекла́ш,дарувати
1067,versprechen::V,сӧра́ш,обіцяти
1068,wünschen::V,тылана́ш,бажати
1069,loben::V,мокта́ш,хвалити
1070,küssen::V,шупшала́ш,цілувати
1071,wiegen::V,рӱпша́ш,качати
1072,zudecken::V,леведа́ш,накрити
1073,wecken::V,помыжалтара́ш,розбудити
1074,zeigen::V,ончыкта́ш,показати
1075,führen::V,вӱда́ш,вести
1076,lehren::V,туныкта́ш,вчити
1077,unterrichten::V,туныкта́ш,викладати
1078,aufziehen::V,орышта́ш,виховати
1079,leiten::V,вӱда́ш,керувати
1080,leiten::V,вуйлата́ш,керувати
1081,antreiben::V,поктыла́ш,підганяти
1082,lassen::V,-та́ш,змусити
1083,einladen::V,ӱжа́ш,запросити
1084,vereinigen::V,иктешла́ш,об’єднати
1085,besuchen::V,то́лын кая́ш,завітати
1086,besuchen::V,то́лын кая́ш,відвідати
1087,treffen::V,вашлия́ш,зустріти
1088,sich versammeln::V,погына́ш,зібратися
1089,sich versammeln::V,чумырга́ш,зібратися
1090,spielen::V,мода́ш,грати
1091,singen::V,мура́ш,співати
1092,tanzen::V,кушта́ш,танцювати
1093,sich trennen::V,ойырла́ш,розлучитися
1094,verlassen::V,кудалта́ш,покинути
1095,retten::V,утара́ш,врятувати
1096,bewachen::V,орола́ш,охороняти
1097,schützen::V,арала́ш,уберігати
1098,verteidigen::V,арала́ш,захистити
1099,sich schlagen::V,кредала́ш,битися
1100,sich schlagen::V,кредала́ш,дратися
1101,schießen::V,лӱя́ш,стріляти
1102,siegen::V,сеҥа́ш,перемогти
1103,ärgern::V,сырыкта́ш,сердити
1104,schlagen::V,пера́ш,ударити
1105,treten::V,тошка́ш,штовхати
1106,stechen::V,кера́ш,вколоти
1107,stoßen::V,шӱкала́ш,штовхнути
1108,stehlen::V,шолышта́ш,украсти
1109,stören::V,мешая́ш,перешкодити
1110,belästigen::V,толаштара́ш,докучати
1111,verbergen::V,шылта́ш,сховати
1112,täuschen::V,ондала́ш,обдурити
1113,betrügen::V,ондала́ш,зшахраювати
1114,töten::V,пушта́ш,убити
1115,wohnen::V,ила́ш,жити
1116,wohnen::V,ила́ш,мешкати
1117,arbeiten::V,пашалана́ш,працювати
1118,arbeiten::V,паша́м ышта́ш,працювати
1119,sammeln::V,пога́ш,зібрати
1120,pflücken::V,кӱра́ш,зривати
1121,jagen::V,сонарла́ш,полювати
1122,fischen::V,кол куча́ш,рибалити
1123,fassen::V,куча́ш,піймати
1124,hüten::V,кӱта́ш,пасти
1125,treiben::V,покта́ш,гнати
1126,anbinden::V,йолышта́ш,прив’язати
1127,füttern::V,пукша́ш,годувати
1128,füttern::V,пукша́ш,харчувати
1129,melken::V,лӱшта́ш,доїти
1130,hacken::V,руа́ш,рубати
1131,gießen::V,шава́ш,полити
1132,reifen::V,кӱа́ш,дозріти
1133,zubereiten::V,ямдыла́ш,зготовити
1134,zubereiten::V,ямдыла́ш,приготувати
1135,kochen::V,шолта́ш,варити
1136,kochen::V,шолта́ш,готувати
1137,backen::V,кӱкташ,пекти
1138,braten::V,пуштыла́ш,смажити
1139,braten::V,жаритла́ш,смажити
1140,umrühren::V,луга́ш,переміщати
1141,stricken::V,пида́ш,в’язати
1142,nähen::V,урга́ш,шити
1143,färben::V,чиялта́ш,пофарбувати
1144,reinigen::V,эрыкта́ш,очистити
1145,waschen::V,мушка́ш,мити
1146,abwischen::V,ӱшта́ш,витерти
1147,spülen::V,шӱалта́ш,полоскати
1148,fegen::V,ӱшта́ш,підмітати
1149,kehren::V,ӱшта́ш,мести
1150,baden::V,йӱштыла́ш,купатися
1151,sich waschen::V,мушкылта́ш,митися
1152,ausziehen::V,кудаша́ш,зняти
1153,anziehen::V,чия́ш,надіти
1154,sich anziehen::V,чия́ш,одягтися
1155,sich anziehen::V,чия́ш,одягнутися
1156,kämmen::V,шера́ш,зачесати
1157,schmücken::V,тӱзата́ш,оздобити
1158,schmücken::V,чеверта́ш,оздобити
1159,sagen::V,ойла́ш,сказати
1160,sagen::V,каласа́ш,сказати
1161,sprechen::V,кутыра́ш,говорити
1162,reden::V,мутлана́ш,розмовляти
1163,sich unterhalten::V,кутыра́ш,бесідувати
1164,fragen::V,йода́ш,запитати
1165,bitten::V,йода́ш,просити
1166,erzählen::V,ойла́ш,розповісти
1167,mitteilen::V,увертара́ш,повідомити
1168,nennen::V,лӱмда́ш,назвати
1169,rufen::V,ӱжа́ш,кликати
1170,prahlen::V,моктана́ш,хвалитися
1171,übersetzen::V,кусара́ш,перекласти
1172,denken::V,шона́ш,думати
1173,denken::V,шона́ш,мислити
1174,glauben::V,ӱшана́ш,вірити
1175,bemerken::V,шижа́ш,помітити
1176,erkennen::V,пала́ш,пізнати
1177,begreifen::V,ыҥла́ш,осягнути
1178,verstehen::V,умыла́ш,почути
1179,lernen::V,тунема́ш,навчатися
1180,wissen::V,шинча́ш,знати
1181,sich erinnern an::V,шарна́ш,пам’ятати
1182,vergessen::V,монда́ш,забути
1183,messen::V,виса́ш,міряти
1184,zählen::V,шотла́ш,лічити
1185,rechnen::V,шотла́ш,рахувати
1186,lesen::V,луда́ш,читати
1187,malen::V,сӱретла́ш,малювати
1188,zeichnen::V,сӱретла́ш,рисувати
1189,schreiben::V,воза́ш,писати
1190,besitzen::V,лия́ш,мати
1191,kaufen::V,нала́ш,купити
1192,verkaufen::V,ужала́ш,продати
1193,bezahlen::V,тӱла́ш,заплатити
1194,zahlen::V,тӱла́ш,платити
1195,beherrschen::V,куча́ш,володіти
1196,ertragen::V,турка́ш,витерпіти
