,Concept_ID,udm,kn
560,schwer::A,секыт,ಭಾರಿ
561,schön::A,чебер,ಸುಂದರ
562,heiß::A,пӧсь,ಬಿಸಿ
563,warm::A,шуныт,ಬಿಸಿ
564,kalt::A,кезьыт,ತಣ್ಣನೆಯ
565,kühl::A,юзмыт,ತಂಪಾದ
566,kühl::A,салкым,ತಂಪಾದ
567,frisch::A,выль,ನಿರ್ಮಲ
568,feucht::A,мускыт,ಒದ್ದೆಯಾದ
569,nass::A,котмем,ಒದ್ದೆಯಾದ
570,trocken::A,кӧс,ಶುಷ್ಕ
571,voll::A,тыр,ತುಂಬಿದ
572,leer::A,буш,ಖಾಲಿ
573,leer::A,тырттэм,ಖಾಲಿ
574,offen::A,усьтэм,ಮುಚ್ಚಲ್ಲದ
575,geschlossen::A,ӵогам,ಮುಚ್ಚಿದ
576,geschlossen::A,пунням,ಮುಚ್ಚಿದ
577,sauber::A,ӝикыт,ಶುದ್ಧ
578,sauber::A,чылкыт,ಶುದ್ಧ
579,schmutzig::A,нӧд,ಅಶುದ್ಧ
580,roh::A,ыль,ಹಸಿ
581,reif::A,вуэм,ಹಣ್ಣಾದ
582,lecker::A,ческыт,ಗುಚಿಕರ
583,süß::A,ческыт,ಸಿಹಿ
584,bitter::A,курыт,ಕಹಿ
585,sauer::A,чырс,ಹುಳಿಯಾದ
586,hell::A,югыт,ಹೊಳೆಯುವ
587,dunkel::A,пеймыт,ಮಬ್ಬಾದ
588,schwarz::A,сьӧд,ಕಪ್ಪು
589,weiß::A,тӧдьы,ಬಿಳಿಯ
590,rot::A,горд,ಕೆಂಪು
591,gelb::A,ӵуж,ಹಳದಯ
592,blau::A,лыз,ನೀಲ
593,grün::A,вож,ಕಾಯಾದ
594,grau::A,пурысь,ಬೂದುಬಣ್ಣದ
595,bunt::A,куӵо,ವರ್ಣರಂಜಿತ
596,billig::A,дунтэм,ಅಗ್ಗ
597,teuer::A,дуно,ದುಬಾರಿಯಾದ
598,wertvoll::A,дуно,ಅಮೂಲ್ಯ
599,blind::A,сукыр,ಅಂಧ
600,blind::A,синтэм,ಅಂಧ
601,taub::A,пельтэм,ಕಿವುಡಾದ
602,kräftig::A,кужмо,ಪ್ರಬಲ
603,stark::A,юн,ಶಕ್ತಿವಂತ
604,stark::A,кужмо,ಶಕ್ತಿವಂತ
605,schwach::A,ляб,ದುರ್ಬಲ
606,schwach::A,начар,ದುರ್ಬಲ
607,fett::A,кӧй,ಕೊಬ್ಬಿದ
608,schlank::A,веськыт,ತೆಳ್ಳಗಿನ
609,schlank::A,веськрес,ತೆಳ್ಳಗಿನ
610,hübsch::A,чебер,ಅಂದವಾದ
611,hübsch::A,синмаськымон,ಅಂದವಾದ
612,böse::A,лек,ಕೆಟ್ಟ
613,dumm::A,шузи,ಮಂದ
614,dumm::A,визьтэм,ಮಂದ
615,faul::A,азьтэм,ಆಲಸ
616,fleißig::A,сюлмо,ಕಡಗುವ
617,geizig::A,сук,ಜುಗ್ಗ
618,klug::A,визьмо,ಚತುರ
619,geschickt::A,усто,ದಕ್ಷ
620,geschickt::A,быгатӥсь,ದಕ್ಷ
621,lieb::A,мусо,ಪ್ರಿಯ
622,lustig::A,шулдыр,ಖುಷಿಯಾದ
623,sanft::A,мусо,ಸೌಮ್ಯ
624,sanft::A,эрке,ಸೌಮ್ಯ
625,hungrig::A,сютэм,ಹಸಿದ
626,krank::A,висись,ಅಸ್ವಸ್ಥ
627,nackt::A,гольык,ನಗ್ನ
628,traurig::A,мӧзмыт,ದುಃಖಿತ
629,lebendig::A,улэп,ಜೀವಂತ
630,gut::A,ӟеч,ಒಳ್ಳೆಯ
631,gut::A,умой,ಒಳ್ಳೆಯ
632,schlecht::A,урод,ದುಷ್ಟ
633,schlecht::A,алама,ದುಷ್ಟ
634,richtig::A,шонер,ಸರಿ
635,schlimm::A,алама,ಅಸಹ್ಯ
636,wahr::A,зэмос,ನಿಜ
637,alt::A,вуж,ಮುದಿ
638,neu::A,выль,ಹೊಸ
639,ehemalig::A,азьвылэз,ಮಾಜೀ
640,alt[Lebewesen]::A,пересь,ವೃದ್ಧ
641,jung::A,егит,ಎಳ
642,jung::A,пинал,ಎಳ
643,arm::A,начар,ಬಡ
644,arm::A,куанер,ಬಡ
645,reich::A,узыр,ಶ್ರೀಮಂತ
646,bekannt::A,тодмо,ಅಪ್ತ
647,berühmt::A,дано,ಪ್ರಸಿದ್ಧ
648,fremd::A,ят,ಪರಕೀಯ
649,verschieden::A,пӧртэм,ಬೇರೆ
650,nah::A,матысь,ಹತ್ತಿರವಾದ
651,fern::A,кыдёкысь,ದೂರದ
652,linker::A,паллян,ಎಡ
653,rechter::A,бур,ಬಲ
654,rechter::A,бурпал,ಬಲ
655,anderer::A,мукет,ಇತರ
656,erster::A,нырысетӥез,ಪ್ರಥಮ
657,zweiter::A,кыктэтӥез,ದ್ವಿತೀಯ
658,dritter::A,кунньметӥез,ಮೂರನೆಯಜಗತ್ತು
659,letzter::A,берло,ಅಂತ್ಯ
660,letzter::A,берпум,ಅಂತ್ಯ
661,allein::ADV,огназ,ಒಬ್ಬನೇ
662,auf einmal::ADV,огдыре,ಒಡನೆ
663,zusammen::ADV,ӵош,ಒಟ್ಟಿಗೆ
664,zusammen::ADV,валче,ಒಟ್ಟಿಗೆ
665,lange::ADV,кема,ದೀರ್ಘ
666,plötzlich::ADV,мапламтэ шорысь,ಅನಾಮತ್ತು
667,sofort::ADV,али ик,ಜಾಗ್ರತೆ
668,später::ADV,бергес,ತರುವಾಯ
669,später::ADV,берлогес,ತರುವಾಯ
670,jetzt::ADV,али,ಈಗ
671,jetzt::ADV,табере,ಈಗ
672,heute::ADV,туннэ,ಇಂದು
673,morgen::ADV,ӵуказе,ನಾಳೆ
674,bald::ADV,ӝоген,ಬೇಗ
675,dann::ADV,берло,ಆಗ
676,gestern::ADV,толон,ನಿನ್ನೆ
677,einst::ADV,огпол,ಪೂರ್ವದಲ್ಲಿ
678,einst::ADV,одӥг пол,ಪೂರ್ವದಲ್ಲಿ
679,damals::ADV,соку,ಆಗ
680,danach::ADV,собере,ಆಮೇಲೆ
681,vorher::ADV,азьло,ಮುಂಚೆ
682,vorher::ADV,азьвыл,ಮುಂಚೆ
683,zuerst::ADV,азьло,ಮೊದಲಿಗೆ
684,einmal::ADV,огпол,ಒಮ್ಮೆ
685,manchmal::ADV,куддыръя,ಆಗಾಗ
686,oft::ADV,ӵем,ಅನೇಕಸಲ
687,immer::ADV,пыр,ಯಾವಾಗಲೂ
688,immer::ADV,котьку,ಯಾವಾಗಲೂ
689,niemals::ADV,уз ноку,ಯಾವಾಗಲೂ ಇಲ್ಲ
690,hier::ADV,татын,ಇಲ್ಲಿ
691,hierhin::ADV,татчы,ಇತ್ತ
692,von hier::ADV,татысь,ಇಲ್ಲಿಂದ
693,dort::ADV,отӥ,ಅಲ್ಲಿ
694,dort::ADV,отын,ಅಲ್ಲಿ
695,dorthin::ADV,отчы,ಅಲ್ಲಿಗೆ
696,geradeaus::ADV,меӵак,ಸೀದಾ
697,vorwärts::ADV,азьлань,ಮುನ್ನೆಡೆವ
698,rückwärts::ADV,берлань,ಹಿಂದುಗಡೆಗೆ
699,zurück::ADV,берен,ಹಿಂದಕ್ಕೆ
700,zurück::ADV,берлань,ಹಿಂದಕ್ಕೆ
701,unten::ADV,улын,ಕೆಳಗೆ
702,hinab::ADV,улэ,ಕೆಳಕ್ಕೆ
703,oben::ADV,вылын,ಮೇಲೆ
704,oben::ADV,вылӥын,ಮೇಲೆ
705,hinauf::ADV,вылэ,ಮೇಲಕ್ಕೆ
706,hinauf::ADV,вылӥе,ಮೇಲಕ್ಕೆ
707,hinauf::ADV,выллань,ಮೇಲಕ್ಕೆ
708,überall::ADV,котькытын,ಎಲ್ಲಸ್ಥಳಗಳು
709,überall::ADV,пасьтана,ಎಲ್ಲಸ್ಥಳಗಳು
710,nicht::ADV,уз,ಇಲ್ಲ
711,nicht::ADV,уз,ಅಲ್ಲ
712,ein wenig::ADV,ичи,ತುಸು
713,ein wenig::ADV,ӧжыт,ತುಸು
714,ein wenig::ADV,огшап,ತುಸು
715,kaum::ADV,муртса,ಕಠಿನವಾಗಿ
716,sehr::ADV,туж,ಬಹು
717,sehr::ADV,лекос,ಬಹು
718,so::ADV,озьы,ಅಷ್ಟು
719,so::ADV,тазьы,ಅಷ್ಟು
720,noch::ADV,на,ಇನ್ನು
721,nur::ADV,гинэ,ಕೇವಲ
722,schon::ADV,ни,ಆಗಲೇ
723,schon::ADV,ини,ಆಗಲೇ
724,wieder::ADV,нош,ಪುನಃ
725,wieder::ADV,кайта,ಪುನಃ
726,vergebens::ADV,юнме,ನಿಷ್ಫಲವಾಗಿ
727,vor::PRP,азьын,ಮುಂದೆ
728,hinter::PRP,берын,ಹಿಂದ
729,hinter::PRP,бӧрсьы,ಹಿಂದ
730,unter::PRP,улын,ಕೆಳ
731,durch::PRP,пыр,ನೇರವಾಗಿ
732,durch::PRP,пыртӥ,ನೇರವಾಗಿ
733,neben::PRP,бордын,ಅಧರ ಬಲಿಕ
734,zwischen::PRP,вискын,ನಡುವೆ
735,wegen::PRP,сэрен,ಅಧಕ್ಕಗಿ
736,dies::PRN,та,ಈ
737,das::PRN,со,ಅದು
738,alles::PRN,ваньмыз,ಎಲ್ಲ
739,ich::PRN,мон,ನಾನು
740,du::PRN,тон,ನೀನು
741,er::PRN,со,ಅವನು
742,er::PRN,со,ಇವನು
743,wir::PRN,ми,ನಾವು
744,ihr::PRN,тӥ,ನೀವು
745,sie::PRN,соос,ಅವರು
746,was::FPRN,ма,ಏನು
747,wer::FPRN,кин,ಯಾರಿಗೆ
748,wo::FADV,кытын,ಎಲ್ಲಿ
749,wohin::FADV,кытчы,ಎಲ್ಲಿಗೆ
750,wie::FADV,кызьы,ಹೇಗೆ
751,warum::FADV,малы,ಏಕೆ
752,wieviel::FNUM,кӧня,ಎಷ್ಟು
753,eins::NUM,одӥг,ಒಂದು
754,zwei::NUM,кык,ಎರಡು
755,drei::NUM,куинь,ಮೂರು
756,vier::NUM,ньыль,ನಾಲ್ಕು
757,fünf::NUM,вить,ಅಯ್ದು
758,sechs::NUM,куать,ಆರು
759,sieben::NUM,сизьым,ಏಳು
760,acht::NUM,тямыс,ಎಂಟು
761,neun::NUM,укмыс,ಒಂಭಬತ್ತು
762,zehn::NUM,дас,ಹತ್ತು
763,elf::NUM,дас одӥг,ಹನ್ನೊಂದು
764,zwölf::NUM,дас кык,ಹನ್ನೆರಡು
765,zwanzig::NUM,кызь,ಇಪ್ಪತ್ತು
766,dreißig::NUM,куамын,ಮೂವತ್ತು
767,vierzig::NUM,ньыльдон,ನಲವತ್ತು
768,fünfzig::NUM,витьтон,ಐವತ್ತು
769,sechzig::NUM,куатьтон,ಅರುವತ್ತು
770,siebzig::NUM,сизьымдон,ಎಪ್ಪತ್ತು
771,achtzig::NUM,тямыстон,ಎಂಬತ್ತು
772,neunzig::NUM,укмыстон,ತೊಂಬತ್ತು
773,hundert::NUM,сю,ನೂರು
774,tausend::NUM,сюрс,ಸಾವಿರ
775,und::CNJ,и,ಮತ್ತು
776,und::CNJ,но,ಮತ್ತು
777,oder::CNJ,яке,ಅಥವಾ
778,stehen::V,сылыны,ನಿಲ್ಲು
779,sitzen::V,пукыны,ಕುಳ್ಳಿರು
780,liegen::V,кылльыны,ಮಲಗಿಕೊ
781,hängen::V,ошкыса улыны,ಇಳಿಯಬಿಡು
782,werden::V,луыны,ಆಗು
783,passieren::V,луыны,ಆಗು
784,beginnen::V,кутскыны,ಆರಂಭಿಸು
785,enden::V,бырыны,ಕೊನೆಗಾಣು
786,wechseln::V,воштӥськыны,ಮಾರ್ಪಡಿಸು
787,aufgehen[Sonne]::V,ӝужаны,ಮೂಡು
788,untergehen[Sonne]::V,пуксьыны,ಮುಳುಗು
789,scheinen[Sonne]::V,пиштыны,ಹೊಳೆ
790,scheinen[Sonne]::V,чиляны,ಹೊಳೆ
791,donnern::V,гудыръяны,ಗುಡುಗಾಗು
792,wehen::V,пелляськыны,ತೀಡು
793,strömen::V,киськыны,ಹರಿ
794,strömen::V,исьтӥськыны,ಹರಿ
795,fließen::V,бызьыны,ಹರಿ
796,sich drehen::V,берганы,ಸುತ್ತು
797,schwanken::V,вошъяськыны,ಓಲಾಡು
798,schwingen::V,шонаськыны,ತೂಗು
799,fallen::V,усьыны,ಉದುರು
800,brennen::V,ӝуаны,ಉರಿ
801,rauchen::V,ӵындыны,ಹೊಗೆಬಿಡು
802,regnen::V,зорыны,ಸುರಿ
803,gefrieren::V,кынмыны,ಹೆಪ್ಪುಗಟ್ಟು
804,tauen::V,шунаны,ಬೆಚ್ಚಗಾಗು
805,schmelzen::V,шунаны,ಕರಗು
806,trocknen::V,куасьмыны,ಒಣಗು
807,sieden::V,пӧзьыны,ಕುದಿ
808,faulen::V,сисьмыны,ಕೊಳೆ
809,verfaulen::V,сисьмыны,ನಶಿಸು
810,reißen::V,кеськыны,ಒಡೆ
811,versinken::V,выйыны,ಮುಳುಗು
812,vergehen::V,ортчыны,ಸಾಗು
813,erscheinen::V,адскыны,ತೋರು
814,verschwinden::V,бырыны,ಮಾಯವಾಗು
815,sinken::V,усьыны,ಕುಸಿ
816,abnehmen::V,синыны,ತಗ್ಗು
817,zunehmen::V,йылыны,ಬೆಳೆ
818,steigen::V,лӧпкыны,ಉಬ್ಬು
819,wachsen::V,будыны,ಬೆಳೆ
820,glänzen::V,чиляны,ಮಿರುಗು
821,glänzen::V,пиштыны,ಮಿರುಗು
822,funkeln::V,чилекъяны,ಮಿನುಗು
823,lärmen::V,уретыны,ಶಬ್ದ ಮಾಡಲು
824,lärmen::V,ӵашетыны,ಶಬ್ದ ಮಾಡಲು
825,läuten::V,жингыртыны,ಬಾರಿಸು
826,klingeln::V,жингыртыны,ಅನುರಣಿಸು
827,klirren::V,жильккетыны,ಕಿಣಿಕಿಣಿಸು
828,brausen::V,лекъяськыны,ಅಬ್ಬರಿಸು
829,rauschen::V,ӵашетыны,ಮರ್ಮರಗುಟ್ಟಿಸು
830,klingen::V,кылӥськыны,ಉಸಿರು
831,bellen::V,утыны,ಬಗುಳು
832,heulen::V,вузыны,ಅರಚು
833,blasen::V,пельтыны,ಗಾಳಿ ಊದು
834,pfeifen::V,шуланы,ಸಿಳ್ಳೆಯೂದು
835,schreien::V,черекъяны,ಕರೆ
836,schreien::V,кесяськыны,ಕರೆ
837,stöhnen::V,ӝуштыны,ನರಳು
838,zittern::V,дырекъяны,ನಡುಗು
839,zittern::V,куалекъяны,ನಡುಗು
840,leben::V,улыны,ಇರು
841,geboren werden::V,вордӥськыны,ಉಂಟಾಗು
842,atmen::V,шоканы,ಉಸಿರು
843,trinken::V,юыны,ಕುಡಿ
844,essen::V,сиыны,ತಿನ್ನು
845,schlucken::V,ньылыны,ನುಂಗು
846,müde werden::V,жадьыны,ಬಳಲು
847,einschlafen::V,умме усьыны,ನಿದ್ಧೆಹೋಗು
848,schlafen::V,кӧлыны,ನಿದ್ರಿಸು
849,aufwachen::V,сайканы,ಏಳು
850,aufstehen::V,султыны,ಏಳು
851,sich erholen::V,шутэтскыны,ಸುಧಾರಿಸು
852,krank werden::V,висьыны,ಬೇನೆಬೀಳು
853,krank sein::V,висьыны,ಕೆಟ್ಟ ಎಂದು
854,schmerzen::V,висьыны,ಕಚ್ಚು
855,husten::V,кызыны,ಕೆಮ್ಮು
856,genesen::V,юнматскыны,ಮತ್ತೆಹೊದಿಸು
857,genesen::V,бурмытскылыны,ಮತ್ತೆಹೊದಿಸು
858,sterben::V,кулыны,ಮೃತಪಡು
859,umkommen::V,бырыны,ಹಾಳಾಗು
860,sich bewegen::V,вырыны,ಚಲಿಸು
861,sich rühren::V,вырӟыны,ಕದಲು
862,sich rühren::V,вырӟылыны,ಕದಲು
863,sich erheben::V,султыны,ಏಳು
864,sich setzen::V,пуксьыны,ಕೂರು
865,hinfallen::V,усьыны,ಬೀಳು
866,laufen::V,мыныны,ನಡೆ
867,schreiten::V,вамышъяны,ಮೆಲ್ಲಗೆ ನಡೆ
868,spazierengehen::V,мыныны,ವಿಹರಿಸು
869,spazierengehen::V,ветлыны,ವಿಹರಿಸು
870,eilen::V,дыртыны,ಮುನ್ನುಗ್ಗು
871,sich beeilen::V,дыртыны,ಆತುರಪಡು
872,sausen::V,туж ӝог мыныны,ಒಗೆ
873,rennen::V,бызьылыны,ಓಡು
874,springen::V,тэтчаны,ಜಿಗಿ
875,klettern::V,тубаны,ಏರು
876,schaukeln::V,лэйканы,ತೂಗು
877,schaukeln::V,шонаськыны,ತೂಗು
878,kriechen::V,нюж ветлыны,ತೆವಳು
879,schwimmen::V,уяны,ಈಜು
880,tauchen::V,зумылыны,ಕೆಳಗಿಳಿ
881,rudern::V,полсаны,ಸಾಗಿಸು
882,fahren::V,ветлыны,ನಡೆಸು
883,fliegen::V,лобаны,ಹಾರು
884,gehen::V,мыныны,ಹೋಗು
885,weggehen::V,кошкыны,ಹೊರಡು
886,abfahren::V,кошкыны,ತೆರಳು
887,anhalten::V,дугдыны,ನಿಲ್ಲು
888,hineingehen::V,пырыны,ಒಳಹೊಗು
889,eintreten::V,пырыны,ಒಳಹೊಗು
890,kommen::V,вуыны,ಬರು
891,kommen::V,лыктыны,ಬರು
892,ankommen::V,вуыны,ಬರು
893,zurückkommen::V,берытскыны,ಹಿಂದಿರುಗು
894,bleiben::V,кыльыны,ಇರು
895,warten::V,витьыны,ಇರು
896,erwarten::V,витьыны,ನಿರೀಕ್ಷಿಸು
897,erwarten::V,возьманы,ನಿರೀಕ್ಷಿಸು
898,suchen::V,утчаны,ಹುಡುಕು
899,finden::V,шедьтыны,ಕಂಡುಕೊ
900,versuchen::V,турттыны,ಪ್ರಯತ್ನಿಸು
901,vorbereiten::V,дасяны,ಸಿದ್ಧವಾಗು
902,lieben::V,гажаны,ಪ್ರೀತಿಸು
903,mögen::V,яратыны,ಇಷ್ಟಪಡು
904,lachen::V,серекъяны,ನಗು
905,rühren::V,сюлме йӧтыны,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
906,weinen::V,бӧрдыны,ಅಳು
907,schimpfen::V,даллашыны,ಗೊಣಗು
908,sich ärgern::V,лекъяськыны,ಗಣಗಾಡು
909,sich fürchten::V,кышканы,ನಡುಗು
910,sich fürchten::V,курданы,ನಡುಗು
911,fürchten::V,курданы,ಹೆದರು
912,fürchten::V,кышканы,ಹೆದರು
913,fliehen::V,пегӟыны,ಓಡಿಹೋಗು
914,flüchten::V,пегӟыны,ಪಾರಾಗು
915,sehen::V,адӟыны,ಕಾಣು
916,anschauen::V,учкыны,ನೋಡು
917,ansehen::V,учкыны,ನಿರೀಕ್ಷಿಸು
918,hören::V,кылыны,ಕೇಳು
919,zuhören::V,кылзыны,ಆಲಿಸು
920,probieren::V,веръяны,ರುಚಿ ನೋಡು
921,riechen::V,зынъяны,ಮೂಸು
922,fühlen::V,шӧдыны,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
923,scheinen::V,адскыны,ತೋರು
924,zu sehen sein::V,адӟиськыны,ಕಾಣಿಸು
925,vernehmen::V,кылыны,ಕೇಳು
926,frieren::V,кынмыны,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
927,tun::V,карыны,ಮಾಡು
928,können::V,быгатыны,ಮಾಡಬಲ್ಲ
929,wollen::V,потыны,ಬಯಸು
930,anfangen::V,кутскыны,ಪ್ರಾರಂಭಿಸು
931,beenden::V,быдтыны,ನಿಲ್ಲಿಸು
932,beenden::V,быдэстыны,ನಿಲ್ಲಿಸು
933,aufhören::V,дугдыны,ಮುಗಿಸು
934,gelingen::V,быгатыны,ಯಶಸ್ವಿಯಾಗು
935,gelingen::V,луыны,ಯಶಸ್ವಿಯಾಗು
936,geraten::V,лэсяны,ಉತ್ಪತ್ತಿಮಾಡು
937,öffnen::V,усьтыны,ತೆರೆ
938,schließen::V,пытсаны,ಮುಚ್ಚು
939,stellen::V,пуктыны,ಇಕ್ಕು
940,setzen::V,пуктыны,ಇಡು
941,legen::V,поныны,ಇಡು
942,berühren::V,исаны,ತಾಕು
943,verbinden::V,герӟаны,ಕೂಡಿಸು
944,bedecken::V,пытсаны,ಮುಚ್ಚು
945,aufhängen::V,ошыны,ತೂಗುಹಾಕು
946,anzünden::V,ӝуатыны,ಹತ್ತಿಸು
947,aufheben::V,ӝутыны,ಆಯಿ
948,zurücklassen::V,кельтыны,ಬಿಡು
949,verlieren::V,ыштыны,ಕಳೆ
950,fallen lassen::V,уськытыны,ಬೀಳಿಸು
951,machen::V,лэсьтыны,ಮಾಡು
952,herstellen::V,лэсьтыны,ತಯಾರಿಸು
953,bauen::V,пуктыны,ಕಟ್ಟು
954,reparieren::V,тупатыны,ಸರಿಪಡಿಸು
955,verbessern::V,умоятыны,ತಿದ್ದು
956,ändern::V,воштыны,ಬದಲಾಯಿಸು
957,graben::V,копаны,ಅಗೆ
958,beugen::V,губыртыны,ಬಗ್ಗಿಸು
959,biegen::V,куасаны,ಬಗ್ಗಿಸು
960,drehen::V,бергатыны,ತಿರುಗು
961,wenden::V,берыктыны,ತಿರುಗು
962,umdrehen::V,берыктыны,ತಿರುಗಿಸು
963,heben::V,ӝутыны,ಎತ್ತು
964,hochheben::V,ӝутъяны,ಎತ್ತು
965,ergreifen::V,кутыны,ಆಕ್ರಮಿಸು
966,ergreifen::V,кырмыны,ಆಕ್ರಮಿಸು
967,halten::V,возьыны,ಹಿಡಿ
968,drücken::V,зӥбыны,ಒತ್ತು
969,drücken::V,пачкатыны,ಒತ್ತು
970,schieben::V,донганы,ನೂಕು
971,kratzen::V,вуштыны,ತರಚಿಕೊಳ್ಳು
972,lecken::V,нюлыны,ನೆಕ್ಕು
973,beißen::V,куртчыны,ಕಚ್ಚು
974,abreißen::V,ишкалтыны,ಹರಿ
975,abschneiden::V,шорыны,ಕತ್ತರಿಸು
976,abschneiden::V,вандыны,ಕತ್ತರಿಸು
977,binden::V,керттыны,ಕಟ್ಟು
978,stecken::V,мертчытыны,ಸಿಕ್ಕಿಸು
979,brechen::V,тӥяны,ಮುರಿ
980,klopfen::V,йыганы,ತಟ್ಟು
981,klopfen::V,шарккетыны,ತಟ್ಟು
982,hauen::V,жугыны,ಹೊಡೆ
983,hauen::V,тышканы,ಹೊಡೆ
984,kleben::V,лякыны,ಅಂಟಿಸು
985,reiben::V,зыраны,ಉಜ್ಜು
986,reiben::V,вуштыны,ಉಜ್ಜು
987,streichen::V,зыраны,ಹರಡು
988,schleifen::V,шерыны,ಮಸೆ
989,schneiden::V,вандыны,ಕತ್ತರಿಸು
990,rütteln::V,зуркатыны,ಕುಲುಕಿಸು
991,schütteln::V,куалекъятыны,ಅಲುಗಿಸು
992,schwenken::V,шонаны,ತೂಗಾಡು
993,schütten::V,лэзьыны,ಎರೆ
994,füllen::V,тырмытыны,ತುಂಬಿಸು
995,einwickeln::V,биньыны,ಹೊದಿಸು
996,tragen::V,нуыны,ಹೊರು
997,schleppen::V,кыскыны,ಜಗ್ಗು
998,ziehen::V,кыскыны,ಎಳೆ
999,aufbewahren::V,возьыны,ಇಟ್ಟುಕೊ
1000,werfen::V,куяны,ಎಸೆ
1001,werfen::V,лэзяны,ಎಸೆ
1002,fangen::V,кутыны,ಹಿಡಿ
1003,packen::V,кутыны,ಸೆಳೆ
1004,packen::V,кырмыны,ಸೆಳೆ
1005,verstecken::V,ватыны,ಮುಚ್ಚಿಡು
1006,teilen::V,люкыны,ವಿಭಜಿಸು
1007,schicken::V,ыстыны,ಕಳುಹಿಸು
1008,bringen::V,вайыны,ತರು
1009,hinzufügen::V,ватсаны,ಕೂಡಿಸು
1010,bekommen::V,басьтыны,ಸಂಪಾದಿಸು
1011,erhalten::V,басьтыны,ಪಡೆ
1012,nehmen::V,кутыны,ಹಿಡಿ
1013,nehmen::V,басьтыны,ಹಿಡಿ
1014,wählen::V,бырйыны,ಆರಿಸು
1015,auswählen::V,бырйыны,ಆಯಿ
1016,bewahren::V,возьыны,ರಕ್ಷಿಸಿಡು
1017,behindern::V,могӟытыны,ಅಡ್ಡಿಮಾಡು
1018,verderben::V,сӧрыны,ಕೆಡಿಸು
1019,beschädigen::V,урод лэсьтыны,ಹಾಳುಮಾಡು
1020,zerbrechen::V,сӧрыны,ಮುರಿ
1021,zerreißen::V,кесяны,ಸೀಳು
1022,zerstören::V,куашкатыны,ಅಳಿಸು
1023,verbrennen::V,сутыны,ಸುಡು
1024,geben::V,сётыны,ಕೊಡು
1025,reichen::V,сётыны,ಕೊಡು
1026,schenken::V,кузьманы,ಅರ್ಪಿಸು
1027,versprechen::V,кыл сётыны,ವಾಗ್ದಾನಮಾಡು
1028,wünschen::V,сӥзьыны,ಬಯಸು
1029,loben::V,ушъяны,ಹೊಗಳು
1030,küssen::V,чупаны,ಚುಂಬಿಸು
1031,wiegen::V,веттаны,ತೂಗು
1032,wiegen::V,лэйкатыны,ತೂಗು
1033,zudecken::V,шобыртыны,ಹಾಸು
1034,wecken::V,сайкатыны,ಎಬ್ಬಿಸು
1035,zeigen::V,возьматыны,ತೋರಿಸು
1036,führen::V,нуыны,ದಾರಿತೋರಿಸು
1037,lehren::V,дышетыны,ಕಲಿಸು
1038,unterrichten::V,дышетыны,ಬೋಧಿಸು
1039,aufziehen::V,будэтыны,ಸಲಹು
1040,leiten::V,кивалтыны,ಮುಂದಾಳಾಗಿರು 
1041,antreiben::V,дыртытыны,ಓಡಿಸು
1042,lassen::V,-ытыны,ಮಾಡಲುಬಿಡು
1043,einladen::V,ӧтьыны,ಆಹ್ವಾನಿಸು
1044,vereinigen::V,огазеяны,ಒಂದಾಗು
1045,besuchen::V,адӟыськыны,ಭೇಟಿಯಾಗು
1046,treffen::V,пумитаны,ಸಂಧಿಸು
1047,sich versammeln::V,люкаськыны,ನೆರೆ
1048,spielen::V,шудыны,ಆಡು
1049,singen::V,кырӟаны,ಹಾಡು
1050,tanzen::V,эктыны,ಕುಣಿ
1051,sich trennen::V,люкиськыны,ಪ್ರತ್ಯೇಮಾಡು
1052,verlassen::V,куштыны,ಕಳೆ
1053,retten::V,утьыны,ರಕ್ಷಿಸು
1054,bewachen::V,возьманы,ಕಾಪಾಡು
1055,schützen::V,утялтыны,ಸಂರಕ್ಷಿಸು
1056,verteidigen::V,возьманы,ಕಾಪಿಡು
1057,sich schlagen::V,жугиськыны,ಕಿತ್ತಾಟ
1058,schießen::V,ыбылӥськны,ಎಸೆ
1059,siegen::V,вормыны,ಗೆಲ್ಲು
1060,ärgern::V,вожпоттыны,ರೇಗಿಸು
1061,schlagen::V,жуккыны,ಹೊಡೆ
1062,treten::V,лёганы,ಒದೆ
1063,stechen::V,бышкалтыны,ಚುಚ್ಚು
1064,stoßen::V,донгыны,ತಳ್ಳು
1065,stehlen::V,вораны,ಕದಿ
1066,stehlen::V,лушканы,ಕದಿ
1067,stören::V,люкетыны,ಕತಕು
1068,belästigen::V,акыльтыны,ತೊಂದರೆ
1069,belästigen::V,вукылмыны,ತೊಂದರೆ
1070,verbergen::V,ватыны,ಮರೆಮಾಜು
1071,täuschen::V,алданы,ಠಕ್ಕಿಸು
1072,betrügen::V,пӧяны,ವಂಚಿಸು
1073,töten::V,виыны,ಕೊಲ್ಲು
1074,wohnen::V,улыны,ವಾಸಿಸು
1075,arbeiten::V,ужаны,ಕೆಲಸ ಮಾಡು
1076,sammeln::V,бичаны,ಸಂಚಯಿಸು
1077,pflücken::V,ишкыны,ಬಿಡಿಸು
1078,jagen::V,пӧйшураны,ಬೇಟೆಯಾಡು
1079,fischen::V,чорыганы,ಮೀನು ಹಿಡಿ
1080,fassen::V,кутыны,ಹಿಡಿ
