,Concept_ID,pl,mdf
793,sehr::ADV,bardzo,пяк
794,so::ADV,tak,ста́не
795,noch::ADV,jeszcze,нинге
796,nur::ADV,tylko,аньцек
797,schon::ADV,już,ни
798,wieder::ADV,znów,та́га
799,wieder::ADV,znowu,та́га
800,vergebens::ADV,na próżno,стак
801,vor::PRP,przed,инголе
802,hinter::PRP,za,фтала
803,hinter::PRP,za,мельге
804,unter::PRP,pod,ала
805,durch::PRP,przez,пачк
806,neben::PRP,obok,ваксса
807,zwischen::PRP,między,ёткса
808,wegen::PRP,z powodu,сюнеда
809,dies::PRN,to,тя
810,das::PRN,to,ся
811,das::PRN,to,тона
812,alles::PRN,wszystko,сембе
813,ich::PRN,ja,мон
814,du::PRN,ty,тон
815,er::PRN,on,сон
816,wir::PRN,my,минь
817,ihr::PRN,wy,тинь
818,sie::PRN,oni,синь
819,was::FPRN,co,мезе
820,wer::FPRN,kto,кие
821,wo::FADV,gdzie,коса
822,wohin::FADV,dokąd,ков
823,wohin::FADV,dokąd,коза
824,wie::FADV,jak,ко́да
825,warum::FADV,dlaczego,мес
826,wieviel::FNUM,ile,мзя́ра
827,eins::NUM,jeden,фкя
828,zwei::NUM,dwa,кафта
829,drei::NUM,trzy,колма
830,vier::NUM,cztery,ниле
831,fünf::NUM,pięć,вете
832,sechs::NUM,sześć,кота
833,sieben::NUM,siedem,сисем
834,acht::NUM,osiem,кафкса
835,neun::NUM,dziewięć,ве́йхкса
836,zehn::NUM,dziesięć,кемонь
837,elf::NUM,jedenaście,кефкие
838,zwölf::NUM,dwanaście,кемгафтува
839,zwanzig::NUM,dwadzieścia,комсь
840,dreißig::NUM,trzydzieści,колмогемонь
841,vierzig::NUM,czterdzieści,нильге́монь
842,fünfzig::NUM,pięćdziesiąt,ве́дьгемонь
843,sechzig::NUM,sześćdziesiąt,ко́дгемонь
844,siebzig::NUM,siedemdziesiąt,сизьге́монь
845,achtzig::NUM,osiemdziesiąt,ка́фксогемонь
846,neunzig::NUM,dziewięćdziesiąt,ве́йхксогемонь
847,hundert::NUM,sto,сяда
848,tausend::NUM,tysiąc,тёжянь
849,und::CNJ,i,и
850,und::CNJ,i,дъ
851,oder::CNJ,lub,или
852,oder::CNJ,lub,али
853,oder::CNJ,albo,или
854,oder::CNJ,albo,али
855,stehen::V,stać,а́щемс стя́да
856,sitzen::V,siedzieć,ащемс озада
857,liegen::V,leżeć,ма́дозь а́щемс
858,hängen::V,wisieć,нюрьгомс
859,werden::V,zostać,арамс
860,werden::V,zostać,тиевомс
861,werden::V,stać się,арамс
862,werden::V,stać się,тиевомс
863,passieren::V,dziać się,лисэмс
864,passieren::V,dziać się,эвондамс
865,passieren::V,zdarzyć się,лисэмс
866,passieren::V,zdarzyć się,эвондамс
867,beginnen::V,zacząć się,ушедомс
868,enden::V,kończyć się,лоткамс
869,wechseln::V,zmienić się,по́лафнемс
870,aufgehen[Sonne]::V,wzejść,стямс
871,aufgehen[Sonne]::V,wzejść,лисемс
872,untergehen[Sonne]::V,zajść,валгомс
873,scheinen[Sonne]::V,świecić,ва́лдоптомс
874,donnern::V,grzmieć,торамс
875,wehen::V,wiać,уфа́мс
876,strömen::V,płynąć,шудемс
877,strömen::V,lać się,шудемс
878,fließen::V,ciec,шудемс
879,fließen::V,płynąć,шудемс
880,sich drehen::V,obracać się,шаромс
881,schwanken::V,chwiać się,якамс
882,schwingen::V,wahać się,люксемс
883,schwingen::V,wahać się,нюрьсемс
884,fallen::V,padać,прамс
885,fallen::V,padać,прашендомс
886,brennen::V,palić się,паломс
887,rauchen::V,dymić,качадомс
888,rauchen::V,dymić się,качадомс
889,regnen::V,padać,пиземс
890,gefrieren::V,zamarznąć,эйндамс
891,gefrieren::V,zamarznąć,кельмомс
892,tauen::V,tajać,соламс
893,schmelzen::V,topnieć,соламс
894,trocknen::V,schnąć,коськомс
895,sieden::V,wrzeć,лакамс
896,sieden::V,kipieć,лакамс
897,faulen::V,gnić,наксадомс
898,verfaulen::V,zgnić,наксадомс
899,reißen::V,urywać się,сязевомс
900,versinken::V,tonąć,ваямс
901,vergehen::V,przechodzić,ётамс
902,erscheinen::V,zjawiać się,эвондамс
903,verschwinden::V,zniknąć,юма́мс
904,sinken::V,spadać,валгомс
905,abnehmen::V,spadać,киремс
906,zunehmen::V,wzrosnąć,ламокстомс
907,zunehmen::V,wzrosnąć,рашнемс
908,steigen::V,wzrastać,кеподемс
909,wachsen::V,rosnąć,касомс
910,glänzen::V,błyszczeć,цинзелдомс
911,glänzen::V,błyszczeć,цифордомс
912,funkeln::V,zabłyszczeć,ци́фтордомс
913,lärmen::V,hałasować,жалнамс
914,läuten::V,dzwonić,гайфтемс
915,klingeln::V,dzwonić,гайфтемс
916,klirren::V,brzęczeć,ка́нзеркшнемс
917,brausen::V,huczeć,жоледемс
918,rauschen::V,szumieć,вжнамс
919,rauschen::V,szumieć,гамнамс
920,rauschen::V,szeleścić,вжнамс
921,rauschen::V,szeleścić,гамнамс
922,klingen::V,brzmieć,кайгомс
923,klingen::V,dźwięczeć,кайгомс
924,bellen::V,szczekać,ува́мс
925,heulen::V,wyć,сувомс
926,heulen::V,wyć,урнамс
927,blasen::V,dmuchnąć,уфа́мс
928,pfeifen::V,gwizdać,вяшкомс
929,schreien::V,krzyczeć,пешкодомс
930,stöhnen::V,stękać,куфцемс
931,zittern::V,drżeć,таромс
932,leben::V,żyć,эрямс
933,geboren werden::V,urodzić się,шачемс
934,atmen::V,oddychać,ажнамс
935,trinken::V,pić,симомс
936,essen::V,jeść,ярхцамс
937,schlucken::V,połknąć,нилемс
938,müde werden::V,zmęczyć się,сиземс
939,einschlafen::V,zasnąć,матодовомс
940,schlafen::V,spać,удомс
941,aufwachen::V,obudzić się,съргоземс
942,aufstehen::V,wstać,стямс
943,sich erholen::V,wypoczywać,ваймосемс
944,krank werden::V,zachorować,сярядькстомс
945,krank sein::V,chorować,сярядемс
946,schmerzen::V,boleć,сярядемс
947,husten::V,kaszlać,козомс
948,genesen::V,wyzdrowieć,пъ́чкамс
949,sterben::V,umrzeć,куломс
950,umkommen::V,zginąć,юма́мс
951,sich bewegen::V,poruszać się,шаштомс
952,sich rühren::V,ruszyć się,сърхка́мс
953,sich erheben::V,podnieść się,стямс
954,sich setzen::V,usiąść,озамс
955,hinfallen::V,upaść,прамс
956,hinfallen::V,upaść,сяворемс
957,laufen::V,chodzić,якамс
958,schreiten::V,kroczyć,молемс
959,schreiten::V,kroczyć,аськолямс
960,spazierengehen::V,iść na spacer,якамс
961,eilen::V,pospieszać,эряскодомс
962,sich beeilen::V,pospieszyć się,эряскодомс
963,sausen::V,pędzić,лиемс
964,rennen::V,biec,арнемс
965,rennen::V,biegać,арнемс
966,springen::V,skakać,комотнемс
967,klettern::V,wspinać się,ку́цемс
968,schaukeln::V,huśtać,нюрямс
969,schaukeln::V,kołysać,нюрямс
970,kriechen::V,pełzać,шаштомс комада
971,kriechen::V,czołgać się,шаштомс комада
972,schwimmen::V,pływać,уемс
973,tauchen::V,zanurzać się,юпиемс
974,tauchen::V,zanurzać się,чёпафнемс
975,rudern::V,wiosłować,па́немс ве́неж
976,fahren::V,jechać,ардомс
977,fliegen::V,latać,лиемс
978,fliegen::V,lecieć,лиемс
979,gehen::V,iść,молемс
980,weggehen::V,odejść,тумс
981,abfahren::V,odjechać,тумс
982,anhalten::V,zatrzymać się,лоткамс
983,hineingehen::V,wchodzić,сува́мс
984,eintreten::V,wejść,сува́мс
985,eintreten::V,nastąpić,сува́мс
986,kommen::V,przyjść,самс
987,ankommen::V,przybyć,самс
988,ankommen::V,przybyć,пачкодемс
989,zurückkommen::V,wrócić,мърдамс
990,bleiben::V,zostać,иля́домс
991,warten::V,czekać,учемс
992,erwarten::V,oczekiwać,учемс
993,suchen::V,szukać,вешемс
994,finden::V,znaleźć,мумс
995,versuchen::V,próbować,варчсемс
996,vorbereiten::V,przygotować,анокламс
997,lieben::V,kochać,кельгомс
998,mögen::V,lubić,кельгомс
999,lachen::V,śmiać się,рахамс
1000,lachen::V,śmiać się,рахсемс
1001,rühren::V,wzruszyć,токамс седи
1002,weinen::V,płakać,авардемс
1003,schimpfen::V,kląć,сюцемс
1004,sich ärgern::V,gniewać się,кяжиямс
1005,sich fürchten::V,bać się,пелемс
1006,fürchten::V,bać się,пелемс
1007,fliehen::V,uciekać,ворьгодемс
1008,flüchten::V,uciec,ша́домс
1009,flüchten::V,uciec,во́рьгодемс
1010,sehen::V,widzieć,няемс
1011,sehen::V,zobaczyć,няемс
1012,anschauen::V,oglądać,ваномс
1013,ansehen::V,popatrzeć na,ваномс
1014,hören::V,słyszeć,марямс
1015,zuhören::V,słuchać,ку́лхдоньомс
1016,probieren::V,kosztować,варжамс
1017,riechen::V,wąchać,никса́мс
1018,fühlen::V,czuć,марямс
1019,fühlen::V,odczuwać,марямс
1020,scheinen::V,wydawać się,ня́евомс
1021,zu sehen sein::V,widnieć,ня́евомс
1022,vernehmen::V,usłyszeć,марямс
1023,frieren::V,marznąć,паломс
1024,frieren::V,marznąć,кельмомс
1025,tun::V,czynić,тиемс
1026,können::V,móc,маштомс
1027,können::V,umieć,маштомс
1028,wollen::V,chcieć,-не-
1029,anfangen::V,zacząć,ушедомс
1030,beenden::V,zakończyć,аде́ламс
1031,aufhören::V,przestać,лоткамс
1032,gelingen::V,udać się,удалакшнемс
1033,geraten::V,udać się,лисемс
1034,öffnen::V,otworzyć,панжемс
1035,schließen::V,zamknąć,сёлгомс
1036,stellen::V,postawić,путомс
1037,setzen::V,posadzić,озафнемс
1038,setzen::V,posadzić,озавтнемс
1039,legen::V,kłaść,путомс
1040,berühren::V,dotykać,токамс
1041,verbinden::V,łączyć,сотомс
1042,bedecken::V,przykryć,комачамс
1043,bedecken::V,przykryć,вельхтямс
1044,aufhängen::V,powiesić,повфтамс
1045,anzünden::V,zapalić,крьвя́стемс
1046,aufheben::V,podnieść,кеподемс
1047,aufheben::V,podnieść,касфтомс
1048,zurücklassen::V,zostawić,ка́домс
1049,verlieren::V,zgubić,юма́фтомс
1050,fallen lassen::V,upuścić,прафтомс
1051,machen::V,zrobić,тиемс
1052,herstellen::V,wytworzyć,анокламс
1053,bauen::V,budować,путомс
1054,reparieren::V,naprawiać,петемс
1055,verbessern::V,ulepszyć,цебярьгофтомс
1056,ändern::V,zmienić,полафтомс
1057,graben::V,kopać,шу́вомс
1058,graben::V,kopać,та́ргамс
1059,beugen::V,zagiąć,мяндемс
1060,biegen::V,zgiąć,комафтомс
1061,drehen::V,obracać,шо́вамс
1062,drehen::V,obracać,ша́рфнемс
1063,wenden::V,obrocić,ша́рфтомс
1064,umdrehen::V,obrocić,шарфтомс
1065,heben::V,podnosić,ке́подемс
1066,hochheben::V,podnieść,ке́подемс
1067,hochheben::V,podnieść,ка́сфтомс
1068,ergreifen::V,chwycić,фатямс
1069,halten::V,trzymać,кирдемс
1070,drücken::V,naciskać,люпшта́мс
1071,schieben::V,pchać,шашфтомс
1072,schieben::V,posuwać,шашфтомс
1073,kratzen::V,drapać,а́нгорямс
1074,kratzen::V,drapać,киськоря́мс
1075,lecken::V,lizać,нолсемс
1076,beißen::V,kąsać,сускомс
1077,abreißen::V,oderwać,сяземс
1078,abschneiden::V,odciąć,керомс
1079,binden::V,wiązać,сотомс
1080,stecken::V,wetknąć,сялгомс
1081,brechen::V,złamać,си́ннемс
1082,brechen::V,złamać,ка́лафтомс
1083,klopfen::V,pukać,чакамс
1084,klopfen::V,pukać,чакиемс
1085,klopfen::V,stukać,чакамс
1086,klopfen::V,stukać,чакиемс
1087,hauen::V,bić,шавомс
1088,hauen::V,bić,пиксомс
1089,kleben::V,kleić,пе́тфнемс
1090,reiben::V,trzeć,шо́вамс
1091,streichen::V,smarować,вадемс
1092,schleifen::V,ostrzyć,шо́вамс
1093,schneiden::V,ciąć,керомс
1094,schneiden::V,krajać,керомс
1095,rütteln::V,trząść,та́рфтомс
1096,schütteln::V,trząść,шука́демс
1097,schwenken::V,machać,яфодемс
1098,schütten::V,nasypać,каямс
1099,schütten::V,nasypać,нюрьхтя́мс
1100,füllen::V,napełnić,пяшкодемс
1101,einwickeln::V,zawinąć,тапардамс
1102,tragen::V,nieść,кандомс
1103,schleppen::V,wlec,ускомс
1104,ziehen::V,ciągnąć,ускомс
1105,aufbewahren::V,przechowywać,ванфтомс
1106,werfen::V,rzucać,ёрямс
1107,fangen::V,łowić,кунда́мс
1108,packen::V,chwycić,фатямс
1109,verstecken::V,ukryć,кяшемс
1110,verstecken::V,schować,кяшемс
1111,teilen::V,podzielić,явомс
1112,schicken::V,posyłać,кучемс
1113,bringen::V,przynieść,кандомс
1114,bringen::V,przynieść,пачфтемс
1115,hinzufügen::V,dodać,пу́томс та́га
1116,hinzufügen::V,dodać,ма́ксомс та́га
1117,bekommen::V,dostać,сявомс
1118,erhalten::V,otrzymać,сявомс
1119,nehmen::V,wziąć,сявомс
1120,wählen::V,wybrać,ко́чкамс
1121,auswählen::V,wybrać,кочкамс
1122,bewahren::V,zachować,ванфтомс
1123,behindern::V,utrudnić,шорямс
1124,behindern::V,przeszkadzać,шорямс
1125,verderben::V,zepsuć,коламс
1126,verderben::V,zepsuć,гастямс
1127,beschädigen::V,uszkodzić,тиендемс зиян
1128,zerbrechen::V,złamać,тапамс
1129,zerreißen::V,drzeć,сяземс
1130,zerreißen::V,rozdzierać,сяземс
1131,zerstören::V,zniszczyć,ка́лафтомс
1132,verbrennen::V,spalić,пълхта́мс
1133,geben::V,dać,ма́ксомс
1134,reichen::V,podać,максомс
1135,schenken::V,darować,каземс
1136,versprechen::V,obiecać,ма́ксомс вал
1137,wünschen::V,życzyć,арьсемс
1138,loben::V,chwalić,шна́мс
1139,küssen::V,całować,палсемс
1140,wiegen::V,kołysać,нюря́фтомс
1141,zudecken::V,przykryć,вельхтямс
1142,wecken::V,zbudzić,стя́фтомс
1143,wecken::V,zbudzić,съ́ргозьфтемс
1144,zeigen::V,pokazać,няфтемс
1145,führen::V,wieść,вятемс
1146,führen::V,prowadzić,вятемс
1147,lehren::V,uczyć,тонафтомс
1148,unterrichten::V,nauczać,тонафтомс
1149,aufziehen::V,wychować,касфтомс
1150,leiten::V,kierować,вятемс
1151,antreiben::V,popędzić,вятемс
1152,lassen::V,zostawić,кошардомс
1153,einladen::V,zaprosić,тердемс
1154,einladen::V,zaprosić,серьгядемс
1155,vereinigen::V,zjednoczyć,пуроптомс
1156,vereinigen::V,zjednoczyć,кочкамс марса
1157,besuchen::V,odwiedzić,варжамс
1158,treffen::V,trafić,васьфтомс
1159,treffen::V,spotkać,васьфтомс
1160,sich versammeln::V,zebrać się,кочкавомс
1161,sich versammeln::V,zgromadzić się,кочкавомс
1162,spielen::V,grać,налхксемс
1163,spielen::V,bawić się,налхксемс
1164,singen::V,śpiewać,морамс
1165,tanzen::V,pląsać,кштимс
1166,tanzen::V,tańczyć,кштимс
1167,sich trennen::V,rozstać się,явомс
1168,verlassen::V,opuścić,кадондомс
1169,retten::V,ocalić,идемс
1170,retten::V,ocalić,араламс
1171,retten::V,uratować,идемс
1172,retten::V,uratować,араламс
1173,bewachen::V,pilnować,ваномс
1174,schützen::V,ochronić,а́раламс
1175,verteidigen::V,bronić,а́раламс
1176,sich schlagen::V,pobić się,тюремс
1177,schießen::V,strzelać,ляцемс
1178,siegen::V,zwycziężyć,сяськомс
1179,ärgern::V,gniewać,кяжияфтомс
1180,schlagen::V,bić,токамс
1181,schlagen::V,uderzyć,токамс
1182,treten::V,kopnąć,тапамс
1183,stechen::V,ukłuć,пупамс
1184,stechen::V,ukłuć,сялгомс
1185,stoßen::V,popchnąć,тостядемс
1186,stehlen::V,ukraść,саламс
1187,stören::V,zakłócić,шорсемс
1188,stören::V,przeszkodzić,шорсемс
1189,belästigen::V,dokuczać,токсамс
1190,belästigen::V,dokuczać,аф кадомс ваймама
1191,verbergen::V,ukryć,кяшемс
1192,täuschen::V,łudzić,васькафтомс
1193,täuschen::V,łudzić,кяльготнемс
1194,betrügen::V,oszukać,васькафнемс
1195,töten::V,zabić,шавомс
1196,töten::V,zabić,аде́ламс
1197,wohnen::V,mieszkać,эрямс
1198,arbeiten::V,pracować,покодемс
1199,sammeln::V,zebrać,кочкамс
1200,sammeln::V,zebrać,пу́роптомс
1201,pflücken::V,zerwać,фатнемс
1202,pflücken::V,zerwać,нотфнемс
1203,jagen::V,polować,кунда́мс
1204,fischen::V,łowić ryby,калонь кунда́мс
1205,fassen::V,złapać,кунда́мс
1206,hüten::V,paść,ваномс
1207,treiben::V,pędzić,панемс
1208,anbinden::V,przywiązać,сотомс
1209,füttern::V,karmić,трямс
1210,füttern::V,karmić,а́ндомс
1211,melken::V,doić,потямс
1212,hacken::V,rąbać,лазондомс
1213,gießen::V,lać,валомс
1214,gießen::V,podlać,валомс
1215,reifen::V,dojrzeć,кенеремс
1216,zubereiten::V,przyrządzić,анокламс
1217,kochen::V,gotować,пидемс
1218,backen::V,piec,пидемс
1219,braten::V,piec,пуштомс
1220,braten::V,smażyć,пуштомс
1221,umrühren::V,przemieszać,шорямс
1222,stricken::V,dziać,кодамс
1223,nähen::V,szyć,стамс
1224,färben::V,pofarbować,а́рхтомс
1225,reinigen::V,oczyścić,ва́ткамс
1226,reinigen::V,oczyścić,а́роптомс
1227,waschen::V,prać,муськомс
1228,abwischen::V,obetrzeć,нардамс
1229,spülen::V,płukać,оргалдомс
1230,fegen::V,zamiatać,тяемс
1231,kehren::V,zamieść,тяемс
1232,baden::V,kąpać się,э́шелямс
1233,sich waschen::V,myć się,штамс
1234,ausziehen::V,zdjąć,кайсефтемс
1235,anziehen::V,włożyć,ща́фтомс
1236,sich anziehen::V,ubrać się,щамс
1237,kämmen::V,uczesać,се́ендемс
1238,schmücken::V,ozdabiać,на́ряжамс
1239,schmücken::V,ozdabiać,ма́зоптомс
1240,sagen::V,powiedzieć,азомс
1241,sagen::V,powiedzieć,мярьгомс
1242,sprechen::V,mówić,корхтамс
1243,reden::V,mówić,корхнемс
1244,sich unterhalten::V,rozmawiać,корхнемс
1245,fragen::V,zapytać,ки́зефтемс
1246,bitten::V,prosić,а́намс
1247,bitten::V,prosić,ве́шемс
1248,erzählen::V,opowiedzieć,а́зондомс
1249,mitteilen::V,zawiadomić o,азомс
1250,nennen::V,nazwać,лемдемс
1251,nennen::V,nazwać,путомс лем
1252,rufen::V,wołać,серьгядемс
1253,prahlen::V,chełpić się,шна́фтомс пря́
1254,übersetzen::V,tłumaczyć,ётафтомс
1255,denken::V,myśleć,арьсемс
1256,glauben::V,sądzić,кемамс
1257,glauben::V,wierzyć,кемамс
1258,bemerken::V,zauważyć,ня́емс
1259,erkennen::V,poznać,содамс
1260,begreifen::V,zrozumieć,сатомс
1261,verstehen::V,rozumieć,шарьхкодемс
1262,verstehen::V,dosłyszeć,шарьхкодемс
1263,lernen::V,uczyć się,тонафнемс
1264,wissen::V,wiedzieć,со́дамс
1265,sich erinnern an::V,przypomnieć sobie,лятфтамс
1266,vergessen::V,zapomnieć,юкстамс
1267,messen::V,mierzyć,ункснемс
1268,zählen::V,liczyć,лу́вомс
1269,zählen::V,liczyć,а́рьсемс
1270,rechnen::V,rachować,лувомс
1271,lesen::V,czytać,лувомс
1272,lesen::V,czytać,морафтомс
1273,malen::V,malować,рисова́ндамс
1274,zeichnen::V,rysować,рисова́ндамс
1275,schreiben::V,pisać,сёрмадомс
1276,besitzen::V,posiadać,улемс азоркс
1277,kaufen::V,kupić,рамамс
1278,verkaufen::V,sprzedać,мимс
1279,bezahlen::V,zapłacić,пандомс
1280,zahlen::V,płacić,па́ндомс
1281,beherrschen::V,opanować,азорондамс
1282,ertragen::V,znieść,кирдемс
