,Concept_ID,ab,is
251,Glück::N,аразҟы,gæfa
252,Kummer::N,агəырҩа,sorg
253,Wunsch::N,агəхəтəы,ósk
254,Wunsch::N,аҭахра,ósk
255,Lust::N,агəазыҳəара,fýsn
256,Lust::N,агəазыҳəара,löngun
257,Geist::N,аҧсы,andi
258,Gedanke::N,ахəыцырҭа,hugsun
259,Gedächtnis::N,агəынкылара,minni
260,Verstand::N,ахшыҩ,vit
261,Sinn::N,аҵакы,merking
262,Grund::N,амзыз,ástæða
263,Wahrheit::N,аиаша,sannleikur
264,Gespräch::N,аиҿцәажәара,samtal
265,Märchen::N,алакə,ævintýri
266,Erzählung::N,ажәабжь,saga
267,Nachricht::N,адырраҭара,frétt
268,Neuigkeit::N,ажәабжь ҿыц,frétt
269,Name::N,ахьӡ,nafn
270,Rätsel::N,ацуфара,gáta
271,Rede::N,ажәа,ræða
272,Sprache::N,абызшəа,mál
273,Sprache::N,абызшəа,tungumál
274,Stimme::N,абжьы,rödd
275,Wort::N,ажәа,orð
276,Zeichen::N,адырга,tákn
277,Zeichen::N,адырга,merki
278,Ruf::N,аҿҭы,kall
279,Lärm::N,ашьҭыбжь,hávaði
280,Laut::N,ашьҭыбжь,hljóð
281,Ton::N,атон,tónn
282,Lied::N,ашəа,ljóð
283,Lied::N,ашəа,söngur
284,Ruhe::N,аҭынчра,ró
285,Ruhe::N,аҭынчра,kyrrð
286,Leute::N,ауаа,fólk
287,Volk::N,ажəлар,þjóð
288,Arbeit::N,аусура,vinna
289,Gast::N,асас,gestur
290,Geschenk::N,аҳамҭа,gjöf
291,Geschenk::N,аҿанҵа,gjöf
292,Spiel::N,ахəмарра,leikur
293,Gesellschaft::N,агəыҧ,selskapur
294,Hilfe::N,ацхыраара,hjálp
295,Freund::N,аҩыза,vinur
296,Kamerad::N,Аҧхнагьла,félagi
297,Angelegenheit::N,аус,mál
298,Angelegenheit::N,аус,málefni
299,Anzahl::N,ахыҧхьаӡара,tala
300,Anzahl::N,ахыҧхьаӡара,fjöldi
301,Art::N,ахкы,tegund
302,Stück::N,аҽыҭ,biti
303,Stück::N,аҽыҭ,stykki
304,Teil::N,ахəҭа,hluti
305,Teil::N,ахəҭа,partur
306,Hälfte::N,абжа,helmingur
307,Kreis::N,агьагьа,hringur
308,Kreuz::N,аџьар,kross
309,Kreuz::N,аџьар,krossmark
310,Linie::N,аицтәар,lína
311,Strich::N,ацəаҳəа,strik
312,Abstand::N,абжьара,millibil
313,Entfernung::N,абжьара,fjarlægð
314,Gegend::N,аҭыҧ,hérað
315,Platz::N,аҭыҧ,pláss
316,Ort::N,аҭыҧ,staður
317,Seite::N,аган,hlið
318,Mitte::N,агəҭа,miðja
319,Gegenstand::N,амаҭəар,hlutur
320,Rand::N,аҵкар,brún
321,Kante::N,авардым,rönd
322,Ecke::N,акəакь,horn
323,Spitze::N,аҧынҵа,oddur
324,Ende::N,анаӡара,endi
325,Loch::N,акылҵəара,gat
326,Loch::N,акылҵəара,hola
327,Winkel::N,агҿаҩра,skot
328,Winkel::N,агҿаҩра,krókur
329,Winkel::N,акəындхə,skot
330,Winkel::N,акəындхə,krókur
331,Winkel::N,акəакь,skot
332,Winkel::N,акəакь,krókur
333,Muster::N,аҟҟа,munstur
334,Größe::N,изаҟароу,stærð
335,Länge::N,аура,lengd
336,Höhe::N,агылара,hæð
337,Gewicht::N,акапан,vigt
338,Gewicht::N,акапан,þyngd
339,Haufen::N,ачаҟəа,hrúga
340,Haufen::N,ачаҟəа,haugur
341,Reihe::N,ацəаҳəа,röð
342,Boot::N,анышь,bátur
343,Ruder::N,ажəҩа,ár
344,Schlitten::N,ашəаҩауардын,sleði
345,Ski::N,ашəаҩа,skíði
346,Ski::N,ашьахаха,skíði
347,Lagerfeuer::N,еиқуу амца,varðeldur
348,Last::N,ахьанҭара,byrði
349,Last::N,ахьанҭара,farmur
350,Gang::N,аныҟəара,ganga
351,Schritt::N,ашьаҿа,skref
352,Norden::N,аҩада,norður
353,Süden::N,алада,suður
354,Westen::N,амраҭашəара,vestur
355,Osten::N,амрагылара,austur
356,Holz::N,амҿымаҭəахə,viður
357,Brett::N,аӷəы,fjöl
358,Platte::N,ахаҳәцәы,flötur
359,Stütze::N,аҵаргəа,stoð
360,Stütze::N,агəышьаҟа,stoð
361,Stange::N,акьат,stöng
362,Stock::N,алаба,prik
363,Stock::N,алаба,stafur
364,Stab::N,акьат,prik
365,Stab::N,акьат,stafur
366,Rohr::N,абыкь,rör
367,Rohr::N,абыкь,pípa
368,Haus::N,аҩны,hús
369,Heim::N,аҭаацəа,heimili
370,Ofen::N,аҳақə,ofn
371,Ofen::N,ауаџьаҟ,ofn
372,Ofen::N,афрына,ofn
373,Fußboden::N,адашьма,gólf
374,Tisch::N,аишәа,borð
375,Stuhl::N,аҟəардə,stóll
376,Wiege::N,агара,vagga
377,Bett::N,акаруаҭ,rúm
378,Bett::N,акаруаҭ,hvíla
379,Regal::N,акыӷəра,hilla
380,Kiste::N,аидчаҧала,kassi
381,Fenster::N,аҧенџьыр,gluggi
382,Tür::N,ашə,dyr
383,Tür::N,ашə,hurð
384,Tor::N,агəашə,hlið
385,Zaun::N,аанда,girðing
386,Zaun::N,аанда,limgarður
387,Dach::N,ахыб,þak
388,Leiter::N,амардуан,stigi
389,Besen::N,аҧссага,sópur
390,Spaten::N,ажыга,spaði
391,Schaufel::N,аҭəарӷəы,skófla
392,Gabel::N,ачқьыҧ,gaffall
393,Löffel::N,амҳаҵə,skeið
394,Messer::N,аҳəызба,hnífur
395,Nagel::N,аҵəымӷ,nögl
396,Netz::N,акаҭа,net
397,Haken::N,аҵəаҳə,krókur
398,Griff::N,амаа,tak
399,Schloss::N,асаҧаҭ,lás
400,Bild::N,асахьа,mynd
401,Figur::N,афигура,stytta
402,Puppe::N,акьанџьа,brúða
403,Beutel::N,асакь,poki
404,Beutel::N,асакь,baggi
405,Bündel::N,аҿаҳəара,böggull
406,Tasche::N,арҭмаҟ,veski
407,Eimer::N,аведра,fata
408,Deckel::N,ахҩа,lok
409,Geschirr::N,ачысмаҭəа,leirtau
410,Sack::N,асакь,sekkur
411,Tasse::N,аҵəца,bolli
412,Topf::N,акаструлиа,pottur
413,Kessel::N,ачуан,ketill
414,Nahrung::N,афатə,fæða
415,Speise::N,афатə,réttur
416,Speise::N,афатə,matarréttur
417,Fleisch::N,акəац,kjöt
418,Getreide::N,ачакуа,korn
419,Brei::N,ақашь,grautur
420,Brot::N,ача,brauð
421,Scheibe::N,аҽыҭ,sneið
422,Scheibe::N,аҿаҵа,sneið
423,Fett::N,ашша,fita
424,Butter::N,ахəша,smjör
425,Öl::N,азеҭ,olía
426,Salz::N,аџьыка,salt
427,Suppe::N,асуҧ,súpa
428,Honig::N,ацха,hunang
429,Milch::N,ахш,mjólk
430,Tee::N,ачаи,te
431,Leder::N,ацəа,skinn
432,Wolle::N,аласа,ull
433,Stoff::N,Аба,dúkur
434,Nadel::N,агəыр,nál
435,Faden::N,арахəыц,þráður
436,Knopf::N,аҳəынҵəра,tala
437,Knopf::N,аҳəынҵəра,hnappur
438,Knoten::N,аиқəҳəала,hnútur
439,Farbe::N,ашəыга,málning
440,Kleidung::N,амаҭəа,búningur
441,Kleidung::N,амаҭəа,klæðnaður
442,Hemd::N,акьаҿ,skyrta
443,Kragen::N,ахəда,kragi
444,Kragen::N,ахəда,flibbi
445,Ärmel::N,амаӷра,ermi
446,Hose::N,аиқəа,buxur
447,Gürtel::N,амаҟа,belti
448,Mütze::N,ахылҧа,húfa
449,Schuh::N,аимаа,skór
450,Stiefel::N,амагə,stígvél
451,Ring::N,амацəаз,hringur
452,Band::N,алента,band
453,Kamm::N,ахҳəа,greiða
454,Spiegel::N,асаркьа,spegill
455,Riemen::N,аа,ól
456,Riemen::N,аа,reim
457,Schnur::N,ашаха,snúra
458,Leine::N,аҕура,band
459,Decke::N,ахыза,teppi
460,Kissen::N,ахчы,koddi
461,Tuch::N,акасы,klútur
462,Handtuch::N,ампахьшьы,þurrka
463,Handtuch::N,ампахьшьы,handklæði
464,Kraft::N,амч,afl
465,Kraft::N,амч,kraftur
466,Stärke::N,амч,styrkur
467,Gesundheit::N,агəабзиара,heilsa
468,Gesundheit::N,агəабзиара,heilbrigði
469,Krankheit::N,ачымазара,sjúkdómur
470,Schmerz::N,ахьаа,sársauki
471,Wunde::N,ахəра,sár
472,Fieber::N,ашоура,hitasótt
473,Arznei::N,ахəшə,lyf
474,Brücke::N,ацҳа,brú
475,Brunnen::N,аҵыџь,brunnur
476,Weide::N,аҳəырҭа,hagi
477,Pfad::N,амхəасҭа,stígur
478,Weg::N,амҩа,vegur
479,Straße::N,амҩа,gata
480,Straße::N,амҩа,stræti
481,Dorf::N,ақыҭа,þorp
482,Stadt::N,ақалақь,borg
483,Brief::N,ашəҟəы,bréf
484,Buch::N,ашəҟəы,bók
485,Buchstabe::N,анбан,bókstafur
486,Zeitung::N,агазеҭ,dagblað
487,Leben::N,аҧсҭазаара,líf
488,Tod::N,аҧсра,dauði
489,Grab::N,анышəынҭра,gröf
490,Kirche::N,ауахəама,kirkja
491,Sünde::N,агəнаҳа,synd
492,Gott::N,анцəа,guð
493,Arbeiter::N,аусуҩ,verkamaður
494,Chef::N,Аиҳабы,yfirmaður
495,Meister::N,аҟаза,meistari
496,Arzt::N,аҳақьым,læknir
497,Lehrer::N,арҵаҩы,kennari
498,Geld::N,аҧара,peningar
499,Laden::N,амагазин,búð
500,Laden::N,амагазин,verslun
501,Preis::N,ахə,verð
502,Ware::N,атауар,vara
503,Nutzen::N,ақьар,gagn
504,Reichtum::N,абеиара,auður
505,Welt::N,адунеи,veröld
506,Land::N,атəыла,land
507,Staat::N,аҳəынҭқарра,ríki
508,König::N,акрал,konungur
509,Macht::N,амчра,vald
510,Grenze::N,аҳəаа,landamæri
511,Krieg::N,аибашьра,stríð
512,Feind::N,Аҕа,fjandmaður
513,Gewalt::N,ақəымчра,ofbeldi
514,Kampf::N,ақəҧара,bardagi
515,Bogen[Waffe]::N,ахыц,bogi
516,Pfeil::N,ахəымпал,ör
517,Gewehr::N,ашəақь,byssa
518,Fehler::N,агха,villa
519,Lüge::N,амц,lygi
520,Schaden::N,аҧырхага,skemmd
521,Unglück::N,арыцҳара,óhamingja
522,Schuld::N,ахара,sök
523,Alter::N,ақəра,aldur
524,Schluss::N,анҵəамҭа,lok
525,Schluss::N,анҵəамҭа,endir
526,Zeit::N,аамта,tími
527,Tag::N,амш,dagur
528,Morgen::N,ашара,morgunn
529,Morgen::N,ашьыбжь,morgunn
530,Mittag::N,шьыбжьон,hádegi
531,Abend::N,ахəылҧаз,kvöld
532,Abend::N,ахəлбыҽха,kvöld
533,Nacht::N,аҵх,nótt
534,Woche::N,амчыбжь,vika
535,Frühling::N,ааҕын,vor
536,Sommer::N,аҧхын,sumar
537,Herbst::N,ҭагалан,haust
538,Herbst::N,хкаарачан,haust
539,Winter::N,аӡын,vetur
540,Januar::N,ианвар,janúar
541,Februar::N,февраль,február
542,März::N,март,mars
543,April::N,апрель,apríl
544,Mai::N,маи,maí
545,Juni::N,иуун,júní
546,Juli::N,иууль,júlí
547,August::N,август,ágúst
548,September::N,сентиабр,september
549,Oktober::N,октиабр,október
550,November::N,ноиабр,nóvember
551,Dezember::N,декабр,desember
552,Montag::N,ашəахьа,mánudagur
553,Dienstag::N,аҩаша,þriðjudagur
554,Mittwoch::N,ахаша,miðvikudagur
555,Donnerstag::N,аҧшьаша,fimmtudagur
556,Freitag::N,ахəаша,föstudagur
557,Samstag::N,асабша,laugardagur
558,Sonntag::N,амҽыша,sunnudagur
559,groß::A,аду,stór
560,klein::A,амаҷ,lítill
561,lang::A,ахəхəа,langur
562,kurz::A,акьаҿ,stuttur
563,breit::A,аиужь,breiður
564,breit::A,аиҵых,breiður
565,schmal::A,аҭшəа,mjór
566,dicht::A,аилач,þéttur
567,dick[Gegenstand]::A,ажəпа,þykkur
568,fein::A,апа,fíngerður
569,fein::A,аҵаӷа,fíngerður
570,fein::A,аӡа,fíngerður
571,fest::A,аҟаца,fastur
572,fest::A,аӷəӷəаҟаца,fastur
573,flach::A,ақəаҟьа,flatur
574,flach::A,аҧаҟьа,flatur
575,glatt::A,аимаҩзы,háll
576,glatt::A,аимаҩзы,sléttur
577,hart::A,акьакьа,harður
578,weich::A,атата,mjúkur
579,rund::A,акəмпыл,kringlóttur
580,spitz::A,аҵар,oddhvass
581,scharf::A,аҵар,beittur
582,stumpf::A,ацагə,bitlaus
583,schwer::A,ахьанҭа,þungur
584,schön::A,аҧшӡа,fagur
585,schön::A,аҧшӡа,fallegur
586,heiß::A,ашы,heitur
587,warm::A,аҧха,hlýr
588,warm::A,аҧха,heitur
589,kalt::A,ахьшəашəа,kaldur
590,kühl::A,ахьшəашəа,svalur
591,kühl::A,ицәыхьшәашәоу,svalur
592,frisch::A,цқьа,frískur
593,feucht::A,ацəаак,rakur
594,feucht::A,ацəаак,þvalur
595,nass::A,абааӡа,votur
596,nass::A,абааӡа,blautur
597,trocken::A,Аба,þurr
598,trocken::A,аҩа,þurr
599,voll::A,азна,fullur
600,leer::A,аҭацəы,tómur
601,offen::A,аарта,opinn
602,geschlossen::A,ихҩоу,lokaður
603,geschlossen::A,иаркыу,lokaður
604,sauber::A,ацқьа,þrifinn
605,schmutzig::A,аҟьашь,óhreinn
606,schmutzig::A,аҟьашь,sóðalegur
607,reif::A,Арҭ,þroskaður
608,reif::A,аҟала,þroskaður
609,reif::A,иҟалахьоу,þroskaður
610,lecker::A,ахаа,ljúffengur
611,süß::A,азла,sætur
612,bitter::A,аша,beiskur
613,sauer::A,аҵəҵəы,súr
614,hell::A,алаша,bjartur
615,dunkel::A,алашьца,dimmur
616,schwarz::A,аиқуаҵәа,svartur
617,weiß::A,ашкəакəа,hvítur
618,rot::A,аҟаҧшь,rauður
619,gelb::A,аҩеижь,gulur
620,blau::A,аҽҵәа,blár
621,grün::A,ашьацҧшҭəала,grænn
622,grün::A,аеҵəа,grænn
623,grau::A,ацəыш,grár
624,bunt::A,Аилыҕраа,marglitur
625,bunt::A,аҕраҷкəын,marglitur
626,billig::A,амариа,ódýr
627,teuer::A,амҩан,dýr
628,wertvoll::A,кыр иаҕсоу,verðmætur
629,wertvoll::A,акыр иаҕсоу,verðmætur
630,blind::A,алашə,blindur
631,taub::A,адагəа,heyrnarlaus
632,kräftig::A,аӷəӷəа,öflugur
633,stark::A,абаҟа,sterkur
634,schwach::A,акəада,veill
635,fett::A,аҧсыла,feitur
636,schlank::A,акала,grannur
637,schlank::A,акала,spengilegur
638,schlank::A,акьалантар,grannur
639,schlank::A,акьалантар,spengilegur
640,schlank::A,аиҿартə,grannur
641,schlank::A,аиҿартə,spengilegur
642,hübsch::A,аҧшӡа,snotur
643,hübsch::A,аҧшӡа,laglegur
644,böse::A,абааҧсы,illur
645,böse::A,абааҧсы,vondur
646,dumm::A,агаӡа,heimskur
647,faul::A,аашьа,latur
648,fleißig::A,иҟубҷоу,iðinn
649,geizig::A,акы,nískur
650,geizig::A,акаҷбеи,nískur
651,geizig::A,аҟəџьыр,nískur
652,klug::A,аҟəыш,hygginn
653,klug::A,аҟəыӷа,hygginn
654,geschickt::A,напҟазала,fimur
655,geschickt::A,напҟазала,laginn
656,lieb::A,алашара,kær
657,lieb::A,алашара,ljúfur
658,lustig::A,алах-ҿых,kátur
659,lustig::A,игурҕьаччо,kátur
660,lustig::A,агурҕьа,kátur
661,lustig::A,агурҿыхага,kátur
662,sanft::A,атата,blíður
663,sanft::A,аҟəымшəышə,blíður
664,sanft::A,ақьыҧш,blíður
665,hungrig::A,амлашь,soltinn
666,hungrig::A,амлашь,hungraður
667,krank::A,ачымазаҩ,sjúkur
668,nackt::A,аҟьантаз,nakinn
669,traurig::A,алахьеиқəҵага,dapur
670,traurig::A,алахьеиқəҵага,hryggur
671,lebendig::A,абза,lifandi
672,gut::A,абзиа,góður
673,schlecht::A,-хəарҭам,slæmur
674,schlecht::A,-хəарҭам,lélegur
675,richtig::A,иашоу,réttur
676,schlimm::A,абааҧсы,slæmur
677,wahr::A,агəҭылса,sannur
678,wahr::A,абзиаҵəҟьа,sannur
679,alt::A,Ажə,gamall
680,neu::A,аҿыц,nýr
681,ehemalig::A,анкьатәи,fyrrverandi
682,alt[Lebewesen]::A,абырг,gamall
683,alt[Lebewesen]::A,ақабада,gamall
684,alt[Lebewesen]::A,Ажə,gamall
685,jung::A,аҟата,ungur
686,arm::A,ананамга,vesall
687,arm::A,ананамга,fátækur
688,reich::A,абеиа,ríkur
689,reich::A,абеиа,auðugur
690,bekannt::A,адыр,kunnugur
691,berühmt::A,адыр,frægur
692,fremd::A,атəым,framandi
693,fremd::A,атəым,ókunnugur
694,verschieden::A,Еиуа-еиҧшым,ýmis
695,nah::A,ааигəа,nálægur
696,fern::A,ахара,fjarri
697,fern::A,ахара,fjarlægur
698,linker::A,арма,vinstri
699,rechter::A,арҕьа,hægri
700,anderer::A,даҽа,annar
701,anderer::A,даҽакы,annar
702,erster::A,актәи,fyrsti
703,zweiter::A,аҩбатəи,annar
704,dritter::A,ахҕатәи,þriðji
705,letzter::A,аҵыхəтəантəи,síðasti
706,allein::ADV,мацара,einn
707,allein::ADV,мацара,aleinn
708,auf einmal::ADV,зныкала,allt í einu
709,auf einmal::ADV,зныкҟьара,allt í einu
710,zusammen::ADV,аиц...,saman
711,lange::ADV,акыраамҭа,lengi
712,plötzlich::ADV,иаалырҟьаны,skyndilega
713,sofort::ADV,иаразнакҵәҟьа,strax
714,sofort::ADV,иаразнакҵәҟьа,þegar í stað
715,später::ADV,уажəшьҭаншəа,seinna
716,jetzt::ADV,уажәы,nú
717,jetzt::ADV,уажәы,núna
718,heute::ADV,иахьа,í dag
719,morgen::ADV,уаҵәы,á morgun
720,bald::ADV,иласны,brátt
721,bald::ADV,иласны,bráðum
722,dann::ADV,нас,svo
723,dann::ADV,нас,síðan
724,gestern::ADV,иацы,í gær
725,einst::ADV,зны,forðum
726,damals::ADV,усҟан,þá
727,damals::ADV,усҟан,á þeim tímum
728,danach::ADV,нас,á eftir því
